,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,RHODE-ISLAND_homegame,RHODE-ISLAND_homegame2,RHODE-ISLAND_home,RHODE-ISLAND_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-29-16-middle-tennessee,63.6,21,22.7,5,81.6,86.2,25,0.619,59,0.5589999999999999,33,0.424,25,0.64,16,3,200,117.1,30.0,9,15,89,,18.4,14,0.28800000000000003,17,0.41200000000000003,7,57.6,34,0.628,14.6,12,42,0.619,26,0.727,8,"December 29, 2019",57.9,11,9.5,4,117.1,70.0,21,0.462,53,0.358,19,0.358,19,0.684,13,9,200,81.6,13.8,4,21,62,,9.2,7,0.585,31,0.355,11,42.4,25,0.5,24.6,20,22,0.364,8,0.308,4,"Murphy Athletic Center, Murfreesboro, Tennessee",MIDDLE-TENNESSEE,Middle Tennessee,76.0,Away,RHODE-ISLAND,Rhode Island,Rhode Island,atlantic-10,10,False,False,False,Away,True,7,26,59,34,59,11,8,53,1,0,58,215,649,0.465331278890601,377,738,0.5108401084010841,70,198,638,0.4749216300940439,0.7
11,2020-01-02-19-brown,41.4,12,10.3,3,107.6,71.0,22,0.4370000000000001,71,0.408,29,0.29600000000000004,21,0.619,13,4,200,94.9,25.0,11,21,75,,13.9,11,0.282,20,0.2,4,44.0,33,0.46299999999999997,11.1,10,51,0.49,25,0.667,8,"January 2, 2020",66.7,18,7.8,4,94.9,75.0,33,0.588,57,0.474,27,0.386,22,0.818,18,6,200,107.6,29.0,9,17,85,,8.9,7,0.491,28,0.46399999999999997,13,56.0,42,0.63,22.2,19,29,0.483,14,0.5,6,"Pizzitola Sports Center, Providence, Rhode Island",RHODE-ISLAND,Rhode Island,78.7,Home,BROWN,Brown,Rhode Island,atlantic-10,11,False,False,False,Away,False,4,25,71,33,75,13,14,57,0,1,65,241,708,0.4781073446327684,411,797,0.5156838143036386,81,206,691,0.4739507959479016,0.7272727272727273
12,2020-01-05-12-rhode-island,46.4,13,4.1,2,87.1,71.7,33,0.485,66,0.424,28,0.121,8,0.625,5,3,200,98.6,19.5,8,14,69,,10.0,7,0.28800000000000003,19,0.42100000000000004,8,47.1,41,0.494,10.3,8,47,0.426,20,0.8,12,"January 5, 2020",39.1,9,12.8,6,98.6,80.5,33,0.379,66,0.348,23,0.258,17,0.647,11,5,200,87.1,28.3,13,12,61,,5.7,4,0.258,17,0.235,4,52.9,46,0.41200000000000003,10.9,9,49,0.38799999999999996,19,0.615,8,"Ryan Center, Kingston, Rhode Island",RHODE-ISLAND,Rhode Island,69.9,Away,RICHMOND,Richmond,Rhode Island,atlantic-10,12,False,True,True,Home,False,4,19,66,46,87,8,20,66,0,1,69,266,779,0.4743260590500642,444,872,0.5091743119266054,94,220,748,0.482620320855615,0.6666666666666666
13,2020-01-08-19-rhode-island,52.2,12,5.1,2,101.5,75.8,25,0.397,63,0.365,23,0.175,11,0.727,8,8,200,85.3,21.6,8,19,58,,7.4,5,0.365,23,0.174,4,47.1,33,0.425,11.7,9,40,0.475,19,0.429,6,"January 8, 2020",50.0,12,12.5,5,85.3,78.4,29,0.5,54,0.444,24,0.37,20,0.75,15,5,200,101.5,24.2,8,14,69,,7.4,5,0.278,15,0.4,6,52.9,37,0.5429999999999999,16.0,12,39,0.462,18,0.643,9,"Ryan Center, Kingston, Rhode Island",DAVIDSON,Davidson,68.4,Home,RHODE-ISLAND,Rhode Island,Rhode Island,atlantic-10,13,True,False,True,Home,True,6,18,54,37,70,4,19,63,1,0,73,285,845,0.4668639053254438,490,959,0.5109489051094891,102,240,814,0.4828009828009828,0.6153846153846154
14,2020-01-11-14-virginia-commonwealth,28.6,6,12.8,5,77.8,70.0,28,0.40399999999999997,57,0.368,21,0.386,22,0.8640000000000001,19,5,200,90.3,31.4,11,16,65,,13.9,10,0.24600000000000002,14,0.28600000000000003,4,52.0,39,0.48200000000000004,16.3,13,43,0.395,17,0.667,10,"January 11, 2020",47.6,10,14.0,6,90.3,68.6,24,0.358,67,0.313,21,0.16399999999999998,11,0.727,8,4,200,77.8,30.0,12,18,56,,6.9,5,0.418,28,0.214,6,48.0,36,0.38799999999999996,16.3,14,39,0.385,15,0.75,12,"Stuart Siegel Center, Richmond, Virginia",VIRGINIA-COMMONWEALTH,VCU,71.8,Away,RHODE-ISLAND,Rhode Island,Rhode Island,atlantic-10,14,False,False,False,Away,True,4,17,57,39,75,6,15,67,1,0,79,303,899,0.4688542825361513,527,1029,0.5121477162293488,106,259,877,0.4766248574686431,0.6428571428571429
15,2020-01-15-19-saint-josephs,27.6,8,12.1,4,85.9,64.9,24,0.43,71,0.408,29,0.29600000000000004,21,0.47600000000000003,10,5,200,100.0,44.2,19,16,71,,14.1,10,0.183,13,0.231,3,53.8,43,0.43799999999999994,7.0,6,58,0.44799999999999995,26,0.688,11,"January 15, 2020",60.9,14,3.4,2,100.0,55.8,24,0.41100000000000003,62,0.371,23,0.306,19,0.526,10,14,200,85.9,35.1,13,17,61,,0.0,0,0.46799999999999997,29,0.172,5,46.3,37,0.429,17.6,15,33,0.545,18,0.17600000000000002,3,"Hagan Arena, Philadelphia, Pennsylvania",SAINT-JOSEPHS,St. Joseph's,70.5,Away,RHODE-ISLAND,Rhode Island,Rhode Island,atlantic-10,15,False,False,False,Away,True,3,26,71,43,80,5,18,62,1,0,83,320,956,0.4649581589958159,566,1104,0.5126811594202898,112,274,944,0.4682203389830508,0.6666666666666666
16,2020-01-18-12-rhode-island,52.0,13,9.4,3,93.0,69.7,23,0.5579999999999999,52,0.48100000000000004,25,0.212,11,0.455,5,7,200,88.7,25.0,7,24,63,,11.3,8,0.40399999999999997,21,0.381,8,49.2,30,0.55,27.0,21,31,0.5479999999999999,17,0.588,10,"January 18, 2020",65.0,13,12.9,4,88.7,75.0,21,0.449,49,0.408,20,0.653,32,0.688,22,5,200,93.0,30.3,10,15,66,,21.1,15,0.34700000000000003,17,0.235,4,50.8,31,0.514,20.2,16,32,0.5,16,0.706,12,"Ryan Center, Kingston, Rhode Island",LA-SALLE,La Salle,70.7,Home,RHODE-ISLAND,Rhode Island,Rhode Island,atlantic-10,16,True,False,True,Home,True,4,16,49,31,61,8,17,52,1,0,86,346,1027,0.4625121713729309,609,1184,0.5143581081081081,117,292,1006,0.4647117296222664,0.6875
17,2020-01-22-19-rhode-island,44.4,8,8.2,4,113.2,75.7,28,0.373,55,0.327,18,0.4,22,0.636,14,3,200,80.9,33.3,13,18,55,,1.5,1,0.418,23,0.217,5,53.9,41,0.42,18.8,15,32,0.406,13,0.833,15,"January 22, 2020",51.6,16,6.3,2,80.9,66.7,26,0.54,63,0.4920000000000001,31,0.27,17,0.529,9,5,200,113.2,24.3,9,20,77,,13.2,9,0.222,14,0.429,6,46.1,35,0.542,7.8,6,49,0.51,25,0.722,13,"Ryan Center, Kingston, Rhode Island",DUQUESNE,Duquesne,67.8,Home,RHODE-ISLAND,Rhode Island,Rhode Island,atlantic-10,17,True,False,True,Home,True,6,25,63,35,76,5,13,55,1,0,90,362,1076,0.4618959107806692,640,1245,0.5140562248995983,125,309,1058,0.469281663516068,0.7058823529411765
18,2020-01-25-15-st-bonaventure,55.6,15,8.6,3,110.3,71.4,20,0.5429999999999999,58,0.466,27,0.414,24,0.75,18,5,200,119.1,38.2,13,22,81,,8.8,6,0.36200000000000004,21,0.429,9,53.2,33,0.584,13.8,11,37,0.486,18,0.737,14,"January 25, 2020",41.7,10,2.7,1,119.1,61.8,21,0.529,52,0.462,24,0.5,26,0.769,20,8,200,110.3,28.6,8,20,75,,7.4,5,0.327,17,0.41200000000000003,7,46.8,29,0.583,17.0,13,35,0.486,17,0.6,12,"Reilly Center, St. Bonaventure, New York",ST-BONAVENTURE,St. Bonaventure,68.4,Away,RHODE-ISLAND,Rhode Island,Rhode Island,atlantic-10,18,False,False,False,Away,True,9,18,58,33,62,7,17,52,1,0,96,387,1139,0.46619841966637393,675,1321,0.5109765329295988,130,322,1113,0.4645103324348607,0.7222222222222222
19,2020-01-28-19-george-mason,48.1,13,18.4,9,88.9,70.0,28,0.575,53,0.509,27,0.47200000000000003,25,0.68,17,5,200,108.3,14.3,4,19,78,,6.9,5,0.321,17,0.41200000000000003,7,47.1,32,0.601,12.3,9,36,0.556,20,0.75,15,"January 28, 2020",30.8,8,5.6,2,108.3,85.7,24,0.397,68,0.382,26,0.324,22,0.455,10,8,200,88.9,30.0,12,15,64,,8.3,6,0.27899999999999997,19,0.105,2,52.9,36,0.408,9.3,8,49,0.49,24,0.619,13,"EagleBank Arena, Fairfax, Virginia",GEORGE-MASON,George Mason,72.2,Away,RHODE-ISLAND,Rhode Island,Rhode Island,atlantic-10,19,False,False,False,Away,True,7,20,53,32,68,2,24,68,1,0,105,405,1197,0.4699248120300752,708,1383,0.5119305856832972,137,339,1165,0.467381974248927,0.7368421052631579
20,2020-01-31-19-rhode-island,43.3,13,10.8,4,124.3,50.0,14,0.602,54,0.556,30,0.33299999999999996,18,0.556,10,6,200,107.1,18.5,5,28,75,,10.0,7,0.259,14,0.35700000000000004,5,34.5,19,0.6,16.2,12,40,0.625,25,0.727,16,"January 31, 2020",51.9,14,0.0,0,107.1,81.5,22,0.555,55,0.491,27,0.6,33,0.7879999999999999,26,5,200,124.3,50.0,14,19,87,,11.4,8,0.327,18,0.389,7,65.5,36,0.615,15.8,13,37,0.541,20,0.762,16,"Ryan Center, Kingston, Rhode Island",VIRGINIA-COMMONWEALTH,VCU,69.6,Home,RHODE-ISLAND,Rhode Island,Rhode Island,atlantic-10,20,True,False,True,Home,True,7,20,55,36,55,5,25,54,1,0,112,425,1250,0.4744,740,1451,0.5099931082012406,139,363,1233,0.4635036496350365,0.75
21,2020-02-04-19-rhode-island,34.5,10,4.9,2,105.8,66.7,18,0.508,61,0.475,29,0.115,7,0.7140000000000001,5,14,200,97.1,23.3,7,16,67,,5.8,4,0.311,19,0.21100000000000002,4,43.9,25,0.521,15.8,12,42,0.595,25,0.391,9,"February 4, 2020",42.3,11,11.9,5,97.1,76.7,23,0.518,55,0.473,26,0.436,24,0.667,16,5,200,105.8,33.3,9,14,73,,10.1,7,0.255,14,0.35700000000000004,5,56.1,32,0.55,14.4,11,41,0.512,21,0.773,17,"Ryan Center, Kingston, Rhode Island",MASSACHUSETTS,UMass,68.9,Home,RHODE-ISLAND,Rhode Island,Rhode Island,atlantic-10,21,True,False,True,Home,True,5,21,55,32,57,4,25,61,1,0,119,445,1305,0.4777777777777778,776,1506,0.5152722443559097,144,388,1287,0.4693084693084693,0.7619047619047619
22,2020-02-08-12-george-washington,41.4,12,12.5,4,66.2,80.0,32,0.598,56,0.518,29,0.39299999999999996,22,0.682,15,5,200,106.5,21.4,6,22,82,,14.3,11,0.375,21,0.429,9,55.9,38,0.617,20.6,17,35,0.5710000000000001,20,0.7829999999999999,18,"February 8, 2020",81.3,13,11.4,4,106.5,78.6,22,0.309,55,0.29100000000000004,16,0.418,23,0.7390000000000001,17,14,200,66.2,20.0,8,18,51,,9.1,7,0.418,23,0.087,2,44.1,30,0.387,22.6,19,32,0.43799999999999994,14,0.41700000000000004,10,"Charles E. Smith Center, Washington, District of Columbia",GEORGE-WASHINGTON,George Washington,77.2,Away,RHODE-ISLAND,Rhode Island,Rhode Island,atlantic-10,22,False,False,False,Away,True,9,20,56,38,68,2,14,55,1,0,124,466,1360,0.4794117647058824,808,1563,0.5169545745361485,148,413,1348,0.4710682492581602,0.7727272727272727
23,2020-02-11-19-dayton,52.6,10,5.7,2,109.5,77.8,21,0.311,66,0.28800000000000003,19,0.5760000000000001,38,0.684,26,6,200,90.5,32.0,16,22,67,,6.8,5,0.22699999999999998,15,0.2,3,48.1,37,0.39899999999999997,7.8,7,51,0.314,16,0.75,18,"February 11, 2020",55.6,15,7.8,4,90.5,68.0,34,0.546,54,0.5,27,0.48100000000000004,26,0.846,22,2,200,109.5,22.2,6,28,81,6.0,5.4,4,0.35200000000000004,19,0.263,5,51.9,40,0.61,15.5,12,35,0.629,22,0.917,22,"University of Dayton Arena, Dayton, Ohio",RHODE-ISLAND,Rhode Island,73.7,Home,DAYTON,Dayton,Rhode Island,atlantic-10,23,False,False,False,Away,False,3,16,66,37,77,5,22,54,0,1,133,486,1416,0.4841101694915254,846,1631,0.5187001839362354,150,427,1403,0.4647184604419102,0.7826086956521741
24,2020-02-15-12-rhode-island,63.2,12,4.7,2,100.0,74.3,26,0.397,58,0.32799999999999996,19,0.259,15,0.6,9,21,200,75.3,19.0,8,17,55,,6.8,5,0.466,27,0.29600000000000004,8,44.2,34,0.42200000000000004,20.8,17,31,0.355,11,0.16,4,"February 15, 2020",57.1,16,29.0,9,75.3,81.0,34,0.508,62,0.452,28,0.226,14,0.7140000000000001,10,6,200,100.0,25.7,9,14,73,,13.7,10,0.306,19,0.368,7,55.8,43,0.532,15.0,12,43,0.488,21,0.76,19,"Ryan Center, Kingston, Rhode Island",SAINT-JOSEPHS,St. Joseph's,72.9,Home,RHODE-ISLAND,Rhode Island,Rhode Island,atlantic-10,24,True,False,True,Home,True,7,21,62,43,77,8,11,58,1,0,136,502,1482,0.4763832658569501,883,1708,0.5169789227166276,155,449,1457,0.4677419354838709,0.75
25,2020-02-22-17-davidson,42.3,11,11.4,4,97.5,71.0,22,0.39,73,0.35600000000000004,26,0.32899999999999996,24,0.75,18,7,225,94.9,22.7,10,25,75,,11.4,9,0.26,19,0.263,5,42.7,32,0.444,8.7,8,54,0.389,21,0.731,19,"February 22, 2020",58.3,14,9.3,5,94.9,77.3,34,0.5,55,0.436,24,0.527,29,0.759,22,12,225,97.5,29.0,9,19,77,,2.5,2,0.364,20,0.35,7,57.3,43,0.56,19.1,16,35,0.486,17,0.5379999999999999,14,"Belk Arena, Davidson, North Carolina",RHODE-ISLAND,Rhode Island,70.3,Home,DAVIDSON,Davidson,Rhode Island,atlantic-10,25,False,False,False,Away,False,5,21,73,32,75,7,17,55,0,1,143,523,1544,0.4776554404145078,926,1785,0.5187675070028012,163,460,1515,0.46501650165016495,0.76
26,2020-02-26-19-fordham,48.1,13,9.1,3,100.0,77.8,28,0.508,62,0.435,27,0.32299999999999995,20,0.65,13,7,200,101.3,29.4,10,15,76,,10.7,8,0.452,28,0.321,9,54.3,38,0.531,16.5,14,34,0.529,18,0.741,20,"February 26, 2020",70.4,19,8.8,3,101.3,70.6,24,0.55,60,0.45,27,0.233,14,0.643,9,20,200,100.0,22.2,8,16,75,,9.3,7,0.45,27,0.444,12,45.7,32,0.563,18.5,15,33,0.455,15,0.259,7,"Rose Hill Gym, Bronx, New York",FORDHAM,Fordham,74.6,Away,RHODE-ISLAND,Rhode Island,Rhode Island,atlantic-10,26,False,False,False,Away,True,9,18,62,38,70,12,15,60,1,0,148,544,1617,0.4737167594310451,958,1860,0.5150537634408602,170,477,1570,0.4662420382165605,0.7307692307692307
