,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,CAL-POLY_homegame,CAL-POLY_homegame2,CAL-POLY_home,CAL-POLY_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-18-22-sacramento-state,35.0,7,5.9,2,90.5,65.8,25,0.451,51,0.392,20,0.235,12,0.833,10,9,200,88.9,16.7,5,18,56,,6.3,4,0.392,20,0.3,6,44.1,30,0.494,17.6,12,31,0.452,14,0.182,2,"December 18, 2019",80.0,16,12.9,4,88.9,83.3,25,0.41100000000000003,56,0.35700000000000004,20,0.321,18,0.611,11,2,200,90.5,34.2,13,16,57,,3.2,2,0.39299999999999996,22,0.273,6,55.9,38,0.442,14.7,11,34,0.41200000000000003,14,0.778,7,"The Nest, Sacramento, California",CAL-POLY,Cal Poly,63.1,Home,SACRAMENTO-STATE,Sacramento State,Cal Poly,big-west,10,False,False,False,Away,False,6,14,51,30,68,6,14,56,0,1,63,178,558,0.4883512544802867,280,605,0.4628099173553719,79,172,535,0.5429906542056074,0.2
11,2019-12-21-22-cal-poly,51.9,14,3.7,1,79.4,78.1,25,0.545,56,0.48200000000000004,27,0.268,15,0.733,11,8,200,114.3,56.0,14,20,72,,9.5,6,0.28600000000000003,16,0.43799999999999994,7,68.4,39,0.57,18.3,14,40,0.5,20,0.429,6,"December 21, 2019",50.0,8,5.0,2,114.3,44.0,11,0.39399999999999996,47,0.34,16,0.46799999999999997,22,0.591,13,10,200,79.4,21.9,7,15,50,,7.9,5,0.426,20,0.25,5,31.6,18,0.435,18.7,13,27,0.40700000000000003,11,0.16699999999999998,2,"Robert A. Mott Gymnasium, San Luis Obispo, California",CAL-POLY,Cal Poly,63.3,Away,CAL-STATE-BAKERSFIELD,Cal State Bakersfield,Cal Poly,big-west,11,False,True,True,Home,False,5,11,47,18,57,7,20,56,0,1,69,192,609,0.4852216748768473,310,673,0.4606240713224368,85,186,591,0.5304568527918782,0.18181818181818185
12,2019-12-28-19-san-diego-state,44.4,8,6.1,2,94.8,81.1,30,0.423,52,0.34600000000000003,18,0.423,22,0.591,13,11,200,74.0,19.4,7,26,57,,10.4,8,0.442,23,0.348,8,50.7,37,0.456,26.3,22,29,0.345,10,0.154,2,"December 28, 2019",68.0,17,10.3,3,74.0,80.6,29,0.467,60,0.41700000000000004,25,0.45,27,0.63,17,0,200,94.8,18.9,7,18,73,15.0,14.3,11,0.45,27,0.222,6,49.3,36,0.501,13.3,11,33,0.5760000000000001,19,1.0,13,"Viejas Arena, San Diego, California",CAL-POLY,Cal Poly,77.1,Home,SAN-DIEGO-STATE,San Diego State,Cal Poly,big-west,12,False,False,False,Away,False,8,10,52,37,73,6,19,60,0,1,74,203,656,0.4786585365853658,328,730,0.44931506849315067,92,206,647,0.5316846986089645,0.16666666666666666
13,2020-01-03-22-cal-poly,48.1,13,9.5,2,107.6,80.0,20,0.478,67,0.40299999999999997,27,0.40299999999999997,27,0.667,18,0,200,103.8,32.5,13,30,82,,13.9,11,0.40299999999999997,27,0.37,10,50.8,33,0.514,14.1,13,40,0.425,17,0.0,0,"January 3, 2020",65.0,13,10.0,4,103.8,67.5,27,0.544,45,0.444,20,0.9109999999999999,41,0.878,36,11,200,107.6,20.0,5,21,85,,6.3,5,0.5329999999999999,24,0.375,9,49.2,32,0.659,23.2,19,21,0.524,11,0.214,3,"Robert A. Mott Gymnasium, San Luis Obispo, California","Vanguard
			","Vanguard
			",79.2,Home,CAL-POLY,Cal Poly,Cal Poly,big-west,13,True,False,True,Home,True,9,11,45,32,65,10,17,67,1,0,82,213,708,0.4745762711864407,365,803,0.4545454545454545,98,225,707,0.5261669024045261,0.15384615384615385
14,2020-01-08-22-cal-poly,47.8,11,18.5,5,76.3,75.8,25,0.589,45,0.511,23,0.33299999999999996,15,0.667,10,4,200,106.8,18.2,4,14,63,,15.3,9,0.311,14,0.5,7,52.7,29,0.604,16.2,10,31,0.516,16,0.75,12,"January 8, 2020",53.8,7,0.0,0,106.8,81.8,18,0.337,46,0.28300000000000003,13,0.391,18,0.778,14,12,200,76.3,24.2,8,14,45,,10.2,6,0.413,19,0.263,5,47.3,26,0.41200000000000003,20.6,14,27,0.29600000000000004,8,0.2,3,"Robert A. Mott Gymnasium, San Luis Obispo, California",CAL-POLY,Cal Poly,59.3,Away,CALIFORNIA-SANTA-BARBARA,UCSB,Cal Poly,big-west,14,False,True,True,Home,False,5,8,46,26,55,7,16,45,0,1,91,224,753,0.4787516600265605,397,868,0.4573732718894009,108,242,774,0.5219638242894057,0.21428571428571427
15,2020-01-11-22-cal-poly,52.6,10,4.4,2,100.0,74.2,23,0.396,53,0.358,19,0.377,20,0.7,14,12,200,75.7,8.6,3,21,56,,8.1,6,0.245,13,0.308,4,39.4,26,0.44799999999999995,18.5,14,40,0.375,15,0.33299999999999996,6,"January 11, 2020",34.5,10,20.0,8,75.7,91.4,32,0.536,55,0.527,29,0.455,25,0.6,15,12,200,100.0,25.8,8,18,74,,9.5,7,0.182,10,0.1,1,60.6,40,0.5529999999999999,19.5,16,45,0.622,28,0.25,4,"Robert A. Mott Gymnasium, San Luis Obispo, California",CAL-STATE-NORTHRIDGE,Cal State Northridge,74.2,Home,CAL-POLY,Cal Poly,Cal Poly,big-west,15,True,False,True,Home,True,1,28,55,40,66,4,15,53,1,0,96,232,799,0.4705882352941176,423,923,0.4582881906825569,115,258,819,0.5256410256410257,0.2
16,2020-01-16-23-hawaii,54.5,12,19.0,8,89.0,65.9,29,0.491,53,0.415,22,0.377,20,0.45,9,13,200,83.6,9.1,3,22,61,,12.3,9,0.377,20,0.4,8,41.6,32,0.488,19.5,15,33,0.424,14,0.235,4,"January 16, 2020",57.1,12,3.0,1,83.6,90.9,30,0.3670000000000001,64,0.32799999999999996,21,0.375,24,0.75,18,6,200,89.0,34.1,15,16,65,,5.5,4,0.344,22,0.22699999999999998,5,58.4,45,0.431,13.9,12,42,0.381,16,0.647,11,"Stan Sheriff Center, Honolulu, Hawaii",CAL-POLY,Cal Poly,73.5,Home,HAWAII,Hawaii,Cal Poly,big-west,16,False,False,False,Away,False,8,14,53,32,77,5,16,64,0,1,97,260,854,0.47482435597189704,463,989,0.468149646107179,119,273,872,0.5177752293577982,0.25
17,2020-01-23-22-california-riverside,40.9,9,11.5,3,142.6,70.4,19,0.4320000000000001,59,0.373,22,0.35600000000000004,21,0.619,13,14,200,94.1,14.6,6,21,64,,4.4,3,0.305,18,0.389,7,36.8,25,0.46399999999999997,8.1,6,41,0.366,15,0.222,4,"January 23, 2020",66.7,20,12.2,5,94.1,85.4,35,0.679,56,0.536,30,0.46399999999999997,26,0.8079999999999999,21,8,200,142.6,29.6,8,19,97,,5.9,4,0.536,30,0.5329999999999999,16,63.2,43,0.71,9.4,7,26,0.5379999999999999,14,0.619,13,"UC Riverside Student Recreation Center, Riverside, California",CAL-POLY,Cal Poly,68.2,Home,CALIFORNIA-RIVERSIDE,UC-Riverside,Cal Poly,big-west,17,False,False,False,Away,False,7,15,59,25,68,16,14,56,0,1,105,274,907,0.4757442116868798,495,1066,0.4643527204502814,124,289,936,0.5074786324786325,0.2352941176470588
18,2020-01-25-22-california-irvine,38.1,8,7.7,3,105.7,56.7,17,0.381,67,0.313,21,0.299,20,0.8,16,15,200,95.7,28.2,11,20,67,,11.4,8,0.299,20,0.45,9,40.6,28,0.43799999999999994,7.3,6,47,0.255,12,0.21100000000000002,4,"January 25, 2020",71.4,20,14.9,7,95.7,71.8,28,0.508,59,0.475,28,0.33899999999999997,20,0.7,14,9,200,105.7,43.3,13,14,74,,5.7,4,0.33899999999999997,20,0.2,4,59.4,41,0.54,15.0,12,39,0.615,24,0.5710000000000001,12,"Bren Events Center, Irvine, California",CAL-POLY,Cal Poly,69.5,Home,CALIFORNIA-IRVINE,UC-Irvine,Cal Poly,big-west,18,False,False,False,Away,False,9,12,67,28,69,4,24,59,0,1,112,289,966,0.4730848861283644,520,1134,0.4585537918871252,140,303,992,0.5171370967741935,0.2222222222222222
19,2020-01-30-22-cal-poly,54.3,19,12.8,5,120.2,84.6,22,0.672,61,0.574,35,0.475,29,0.621,18,14,225,119.0,19.2,5,22,100,,9.5,8,0.39299999999999996,24,0.5,12,51.9,27,0.669,15.0,13,37,0.622,23,0.364,8,"January 30, 2020",28.6,10,13.5,5,119.0,80.8,21,0.648,61,0.574,35,0.475,29,0.759,22,15,225,120.2,15.4,4,24,101,,10.7,9,0.361,22,0.409,9,48.1,25,0.675,16.9,15,39,0.667,26,0.25,5,"Robert A. Mott Gymnasium, San Luis Obispo, California",CAL-STATE-FULLERTON,Cal State Fullerton,74.9,Home,CAL-POLY,Cal Poly,Cal Poly,big-west,19,True,False,True,Home,True,9,26,61,25,52,12,23,61,1,0,121,301,1033,0.4670861568247822,548,1203,0.455527847049044,144,327,1051,0.5166508087535681,0.21052631578947367
20,2020-02-01-20-california-davis,27.8,5,11.1,4,93.0,82.8,24,0.39,50,0.36,18,0.4,20,0.6,12,16,200,71.8,14.7,5,21,51,,9.9,7,0.4,20,0.15,3,46.0,29,0.429,23.4,18,30,0.5,15,0.23800000000000002,5,"February 1, 2020",47.6,10,3.3,1,71.8,85.3,29,0.48,50,0.42,21,0.42,21,0.857,18,14,200,93.0,17.2,5,20,66,,12.7,9,0.28,14,0.429,6,54.0,34,0.55,20.2,15,36,0.41700000000000004,15,0.391,9,"The Pavilion, Davis, California",CAL-POLY,Cal Poly,71.2,Home,CALIFORNIA-DAVIS,UC-Davis,Cal Poly,big-west,20,False,False,False,Away,False,3,15,50,29,63,6,15,50,0,1,130,327,1094,0.4771480804387568,573,1255,0.4565737051792829,156,350,1112,0.5251798561151079,0.25
21,2020-02-05-22-cal-poly,50.0,13,11.4,5,124.3,76.7,23,0.475,60,0.433,26,0.4,24,0.75,18,17,200,101.4,33.3,13,20,75,,5.4,4,0.28300000000000003,17,0.294,5,52.2,36,0.525,16.6,14,43,0.488,21,0.292,7,"February 5, 2020",44.1,15,2.3,1,101.4,66.7,26,0.594,64,0.531,34,0.344,22,0.727,16,16,200,124.3,23.3,7,22,92,,10.8,8,0.313,20,0.4,8,47.8,33,0.618,9.8,8,44,0.591,26,0.273,6,"Robert A. Mott Gymnasium, San Luis Obispo, California",LONG-BEACH-STATE,Long Beach State,73.9,Home,CAL-POLY,Cal Poly,Cal Poly,big-west,21,True,False,True,Home,True,8,26,64,33,69,5,21,60,1,0,133,342,1144,0.4733391608391608,602,1318,0.456752655538695,162,365,1162,0.5232358003442341,0.2380952380952381
22,2020-02-08-22-cal-poly,52.0,13,5.8,3,102.6,75.0,27,0.418,67,0.373,25,0.373,25,0.76,19,8,225,97.4,43.6,17,18,75,,6.5,5,0.358,24,0.25,6,58.7,44,0.475,16.1,15,43,0.442,19,0.636,14,"February 8, 2020",27.6,8,11.6,5,97.4,56.4,22,0.4920000000000001,65,0.446,29,0.308,20,0.75,15,16,225,102.6,25.0,9,24,79,,11.7,9,0.2,13,0.462,6,41.3,31,0.53,14.0,12,52,0.442,23,0.304,7,"Robert A. Mott Gymnasium, San Luis Obispo, California",HAWAII,Hawaii,68.6,Home,CAL-POLY,Cal Poly,Cal Poly,big-west,22,True,False,True,Home,True,6,23,65,31,75,6,19,67,1,0,141,368,1208,0.4797185430463576,635,1387,0.4578226387887527,167,386,1222,0.5208674304418985,0.2727272727272727
23,2020-02-13-22-cal-state-northridge,29.6,8,0.0,0,114.1,70.7,29,0.516,61,0.44299999999999995,27,0.295,18,0.556,10,17,200,102.8,27.0,10,24,73,,4.2,3,0.44299999999999995,27,0.33299999999999996,9,50.0,39,0.525,13.8,11,34,0.529,18,0.292,7,"February 13, 2020",21.4,6,5.9,2,102.8,73.0,27,0.47700000000000004,65,0.431,28,0.385,25,0.76,19,15,200,114.1,29.3,12,18,81,,8.5,6,0.292,19,0.316,6,50.0,39,0.527,7.3,6,46,0.478,22,0.423,11,"The Matadome, Northridge, California",CAL-POLY,Cal Poly,70.7,Home,CAL-STATE-NORTHRIDGE,Cal State Northridge,Cal Poly,big-west,23,False,False,False,Away,False,9,18,61,39,78,6,22,65,0,1,147,391,1273,0.4803613511390417,666,1462,0.4555403556771546,173,405,1289,0.5155159038013964,0.3043478260869565
24,2020-02-15-21-cal-state-fullerton,54.5,18,10.9,5,106.1,82.1,32,0.48,75,0.44,33,0.48,36,0.8059999999999999,29,18,300,102.0,14.0,6,36,101,,6.1,6,0.28,21,0.28600000000000003,6,46.3,38,0.5479999999999999,12.5,13,54,0.5,27,0.28,7,"February 15, 2020",58.6,17,5.6,3,102.0,86.0,37,0.523,65,0.446,29,0.815,53,0.698,37,16,300,106.1,17.9,7,28,105,,2.0,2,0.292,19,0.526,10,53.7,44,0.5820000000000001,15.3,16,46,0.413,19,0.385,10,"Titan Gym, Fullerton, California",CAL-POLY,Cal Poly,66.1,Home,CAL-STATE-FULLERTON,Cal State Fullerton,Cal Poly,big-west,24,False,False,False,Away,False,6,27,75,38,82,10,19,65,0,1,156,409,1334,0.4820089955022489,705,1540,0.4577922077922078,179,427,1354,0.5136632200886263,0.2916666666666667
25,2020-02-20-22-cal-poly,47.8,11,0.0,0,92.5,88.5,23,0.607,42,0.5479999999999999,23,0.833,35,0.743,26,15,200,114.9,15.8,3,20,77,,3.0,2,0.28600000000000003,12,0.41700000000000004,5,57.8,26,0.657,16.1,11,30,0.6,18,0.46399999999999997,13,"February 20, 2020",78.9,15,3.3,1,114.9,84.2,16,0.511,45,0.42200000000000004,19,0.489,22,0.727,16,19,200,92.5,11.5,3,29,62,,9.0,6,0.5329999999999999,24,0.33299999999999996,8,42.2,19,0.5589999999999999,20.4,14,21,0.524,11,0.26899999999999996,7,"Robert A. Mott Gymnasium, San Luis Obispo, California",CAL-POLY,Cal Poly,66.5,Away,CALIFORNIA-DAVIS,UC-Davis,Cal Poly,big-west,25,False,True,True,Home,False,8,11,45,19,45,5,18,42,0,1,162,436,1409,0.481902058197303,743,1622,0.4580764488286066,189,446,1419,0.5140944326990838,0.28
26,2020-02-22-22-cal-poly,55.6,10,5.6,2,77.8,80.0,28,0.511,44,0.409,18,0.568,25,0.64,16,14,200,96.8,14.8,4,19,61,,7.9,5,0.47700000000000004,21,0.429,9,51.6,32,0.546,16.7,11,23,0.391,9,0.517,15,"February 22, 2020",80.0,12,0.0,0,96.8,85.2,23,0.337,52,0.28800000000000003,15,0.40399999999999997,21,0.667,14,20,200,77.8,20.0,7,20,49,,7.9,5,0.308,16,0.313,5,48.4,30,0.395,12.8,9,36,0.278,10,0.259,7,"Robert A. Mott Gymnasium, San Luis Obispo, California",CAL-POLY,Cal Poly,63.4,Away,CALIFORNIA-RIVERSIDE,UC-Riverside,Cal Poly,big-west,26,False,True,True,Home,False,5,10,52,30,62,9,9,44,0,1,170,447,1454,0.4828060522696011,762,1667,0.4571085782843432,194,464,1461,0.5167693360711841,0.2692307692307692
