,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,SOUTHERN-UTAH_homegame,SOUTHERN-UTAH_homegame2,SOUTHERN-UTAH_home,SOUTHERN-UTAH_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
14,2020-01-09-21-idaho-state,38.5,10,16.2,6,85.9,67.6,23,0.5379999999999999,53,0.491,26,0.358,19,0.737,14,5,200,110.9,20.7,6,18,71,,12.5,8,0.20800000000000002,11,0.455,5,46.0,29,0.5720000000000001,8.9,6,42,0.5,21,0.667,10,"January 9, 2020",38.9,7,4.8,2,110.9,79.3,23,0.364,55,0.327,18,0.382,21,0.7140000000000001,15,8,200,85.9,32.4,11,17,55,,3.1,2,0.327,18,0.222,4,54.0,34,0.423,15.7,12,37,0.37799999999999995,14,0.385,5,"Reed Gym, Pocatello, Idaho",IDAHO-STATE,Idaho State,64.0,Away,SOUTHERN-UTAH,Southern Utah,Southern Utah,big-sky,14,False,False,False,Away,True,5,21,53,29,63,4,14,55,1,0,86,297,837,0.5089605734767025,527,943,0.5588547189819725,80,233,818,0.4315403422982885,0.6428571428571429
15,2020-01-16-21-southern-utah,44.0,11,3.8,1,107.5,90.9,20,0.518,56,0.446,25,0.41100000000000003,23,0.7390000000000001,17,7,200,111.9,25.0,8,15,75,,17.9,12,0.321,18,0.444,8,51.9,28,0.56,9.6,7,38,0.447,17,0.5329999999999999,8,"January 16, 2020",60.0,15,13.2,5,111.9,75.0,24,0.6629999999999999,46,0.5429999999999999,25,0.348,16,0.688,11,6,200,107.5,9.1,2,20,72,,6.0,4,0.435,20,0.55,11,48.1,26,0.672,24.3,17,26,0.5379999999999999,14,0.625,10,"Centrum, Cedar City, Utah",SOUTHERN-UTAH,Southern Utah,67.3,Away,NORTHERN-ARIZONA,Northern Arizona,Southern Utah,big-sky,15,False,True,True,Home,False,11,14,46,26,54,8,17,56,0,1,91,318,890,0.5106741573033707,556,1006,0.5526838966202783,84,247,873,0.427262313860252,0.6666666666666666
16,2020-01-18-15-southern-utah,37.5,6,10.3,3,108.8,83.3,20,0.34299999999999997,51,0.314,16,0.41200000000000003,21,0.667,14,6,200,72.1,22.2,8,20,49,,8.8,6,0.33299999999999996,17,0.17600000000000002,3,46.7,28,0.402,18.9,14,34,0.382,13,0.625,10,"January 18, 2020",63.6,14,11.8,4,72.1,77.8,28,0.565,46,0.478,22,0.565,26,0.846,22,6,200,108.8,16.7,4,21,74,,13.2,9,0.37,17,0.47100000000000003,8,53.3,32,0.634,19.6,14,29,0.483,14,0.647,11,"Centrum, Cedar City, Utah",SACRAMENTO-STATE,Sacramento State,67.7,Home,SOUTHERN-UTAH,Southern Utah,Southern Utah,big-sky,16,True,False,True,Home,True,8,14,46,32,60,3,13,51,1,0,102,332,936,0.5181623931623932,582,1060,0.5490566037735849,92,264,929,0.4327233584499462,0.625
17,2020-01-25-17-eastern-washington,37.9,11,18.2,6,106.6,78.4,29,0.47,67,0.433,29,0.299,20,0.75,15,7,225,102.6,34.2,13,24,78,,10.5,8,0.209,14,0.35700000000000004,5,56.0,42,0.51,12.7,11,53,0.45299999999999996,24,0.611,11,"January 25, 2020",64.3,18,15.1,8,102.6,65.8,25,0.55,60,0.467,28,0.45,27,0.556,15,6,225,106.6,21.6,8,19,81,,5.3,4,0.45,27,0.37,10,44.0,33,0.556,15.3,13,33,0.545,18,0.667,12,"Reese Court, Cheney, Washington",SOUTHERN-UTAH,Southern Utah,67.7,Home,EASTERN-WASHINGTON,Eastern Washington,Southern Utah,big-sky,17,False,False,False,Away,False,5,24,67,42,75,10,18,60,0,1,110,346,982,0.5203665987780041,614,1120,0.5482142857142858,95,277,980,0.428061224489796,0.6470588235294118
18,2020-01-27-21-idaho,46.7,14,14.3,7,62.5,77.3,34,0.596,57,0.526,30,0.193,11,0.455,5,7,200,101.4,25.0,7,18,73,,13.9,10,0.33299999999999996,19,0.42100000000000004,8,56.9,41,0.5870000000000001,20.6,16,38,0.579,22,0.632,12,"January 27, 2020",37.5,6,5.3,2,101.4,75.0,21,0.27899999999999997,61,0.262,16,0.27899999999999997,17,0.647,11,14,200,62.5,22.7,10,12,45,,9.7,7,0.19699999999999998,12,0.16699999999999998,2,43.1,31,0.326,16.0,13,49,0.28600000000000003,14,0.263,5,"Cowan Spectrum, Moscow, Idaho",IDAHO,Idaho,71.7,Away,SOUTHERN-UTAH,Southern Utah,Southern Utah,big-sky,18,False,False,False,Away,True,8,22,57,41,72,2,14,61,1,0,115,370,1049,0.517159199237369,656,1195,0.5489539748953974,105,295,1040,0.43509615384615385,0.6111111111111112
19,2020-01-30-21-southern-utah,35.7,10,15.6,7,91.5,63.6,28,0.61,50,0.56,28,0.38,19,0.737,14,13,200,105.6,12.0,3,20,75,,4.2,3,0.28,14,0.35700000000000004,5,44.9,31,0.635,18.2,13,36,0.639,23,0.381,8,"January 30, 2020",48.0,12,11.1,4,105.6,88.0,22,0.4,70,0.35700000000000004,25,0.257,18,0.5,9,8,200,91.5,36.4,16,17,65,,11.3,8,0.35700000000000004,25,0.24,6,55.1,38,0.414,11.4,10,45,0.42200000000000004,19,0.6,12,"Centrum, Cedar City, Utah",SOUTHERN-UTAH,Southern Utah,70.8,Away,WEBER-STATE,Weber State,Southern Utah,big-sky,19,False,True,True,Home,False,6,19,70,38,69,5,23,50,0,1,123,392,1106,0.52124773960217,697,1267,0.5501183898973955,107,309,1101,0.4264305177111717,0.631578947368421
20,2020-02-01-21-southern-utah,37.0,10,6.5,3,112.7,65.4,17,0.517,59,0.45799999999999996,27,0.35600000000000004,21,0.667,14,14,200,105.6,28.1,9,18,75,,5.6,4,0.39,23,0.304,7,44.8,26,0.544,15.0,12,36,0.556,20,0.3,6,"February 1, 2020",51.7,15,2.8,1,105.6,71.9,23,0.5429999999999999,58,0.5,29,0.32799999999999996,19,0.895,17,8,200,112.7,34.6,9,20,80,,8.5,6,0.207,12,0.41700000000000004,5,55.2,32,0.597,15.3,12,46,0.522,24,0.619,13,"Centrum, Cedar City, Utah",IDAHO-STATE,Idaho State,71.0,Home,SOUTHERN-UTAH,Southern Utah,Southern Utah,big-sky,20,True,False,True,Home,True,5,24,58,32,58,7,20,59,1,0,129,411,1176,0.5140306122448979,735,1336,0.5501497005988024,112,332,1151,0.4344048653344917,0.6
21,2020-02-06-21-southern-utah,75.0,18,6.5,3,92.3,76.5,26,0.569,51,0.47100000000000003,24,0.275,14,0.7140000000000001,10,7,200,104.6,16.0,4,16,68,,3.1,2,0.49,25,0.4,10,50.8,30,0.59,16.1,11,26,0.5379999999999999,14,0.682,15,"February 6, 2020",48.0,12,3.8,1,104.6,84.0,21,0.433,60,0.41700000000000004,25,0.16699999999999998,10,0.8,8,9,200,92.3,23.5,8,15,60,,12.3,8,0.233,14,0.14300000000000002,2,49.2,29,0.46299999999999997,12.3,9,46,0.5,23,0.591,13,"Centrum, Cedar City, Utah",SOUTHERN-UTAH,Southern Utah,65.2,Away,NORTHERN-COLORADO,Northern Colorado,Southern Utah,big-sky,21,False,True,True,Home,False,2,23,60,29,59,10,14,51,0,1,134,435,1234,0.5153970826580226,767,1394,0.5502152080344332,119,352,1210,0.4384297520661157,0.6190476190476191
22,2020-02-08-16-southern-utah,41.2,7,13.2,5,104.9,70.0,21,0.26899999999999996,67,0.254,17,0.44799999999999995,30,0.7,21,13,200,70.4,18.6,8,15,57,,13.6,11,0.34299999999999997,23,0.087,2,39.7,29,0.35100000000000003,12.1,11,44,0.341,15,0.45799999999999996,11,"February 8, 2020",69.0,20,18.2,8,70.4,81.4,35,0.5579999999999999,60,0.483,29,0.3670000000000001,22,0.818,18,9,200,104.9,30.0,9,23,85,,8.6,7,0.3670000000000001,22,0.409,9,60.3,44,0.603,18.7,16,38,0.526,20,0.609,14,"Centrum, Cedar City, Utah",PORTLAND-STATE,Portland State,80.9,Home,SOUTHERN-UTAH,Southern Utah,Southern Utah,big-sky,22,True,False,True,Home,True,9,20,60,44,73,2,15,67,1,0,136,458,1294,0.5115919629057187,796,1453,0.5478320715760495,129,366,1261,0.443695479777954,0.5909090909090909
23,2020-02-13-22-sacramento-state,66.7,10,13.9,5,104.5,75.0,24,0.36200000000000004,47,0.319,15,0.596,28,0.75,21,10,200,82.1,30.0,9,22,55,,4.5,3,0.36200000000000004,17,0.235,4,53.2,33,0.456,19.1,14,30,0.3670000000000001,11,0.583,14,"February 13, 2020",68.2,15,33.3,10,82.1,70.0,21,0.49,52,0.423,22,0.519,27,0.7040000000000001,19,10,200,104.5,25.0,8,23,70,,10.4,7,0.308,16,0.43799999999999994,7,46.8,29,0.54,14.7,11,36,0.41700000000000004,15,0.565,13,"The Nest, Sacramento, California",SOUTHERN-UTAH,Southern Utah,66.6,Home,SACRAMENTO-STATE,Sacramento State,Southern Utah,big-sky,23,False,False,False,Away,False,4,11,47,33,62,7,15,52,0,1,145,478,1354,0.5136632200886263,840,1526,0.5504587155963303,131,381,1328,0.4348644578313253,0.6086956521739131
24,2020-02-15-18-northern-arizona,39.1,9,10.3,4,122.4,71.4,20,0.521,47,0.489,23,0.617,29,0.69,20,11,200,103.0,20.7,6,21,69,,1.5,1,0.36200000000000004,17,0.17600000000000002,3,45.6,26,0.568,15.5,11,30,0.667,20,0.56,14,"February 15, 2020",56.0,14,3.3,1,103.0,79.3,23,0.48200000000000004,57,0.439,25,0.526,30,0.9,27,10,200,122.4,28.6,8,22,82,,9.0,6,0.316,18,0.278,5,54.4,31,0.575,5.4,4,39,0.513,20,0.583,14,"Walkup Skydome, Flagstaff, Arizona",SOUTHERN-UTAH,Southern Utah,66.5,Home,NORTHERN-ARIZONA,Northern Arizona,Southern Utah,big-sky,24,False,False,False,Away,False,3,20,47,26,57,5,20,57,0,1,149,489,1401,0.5085653104925053,873,1588,0.5497481108312342,138,396,1380,0.4369565217391304,0.5833333333333334
25,2020-02-20-21-northern-colorado,14.8,4,3.6,1,111.5,82.8,24,0.483,59,0.45799999999999996,27,0.22,13,0.6920000000000001,9,12,200,108.2,25.0,8,17,66,,6.6,4,0.16899999999999998,10,0.3,3,52.5,32,0.506,7.2,5,49,0.49,24,0.5379999999999999,14,"February 20, 2020",46.2,12,12.2,6,108.2,75.0,24,0.565,54,0.48100000000000004,26,0.222,12,0.583,7,8,200,111.5,17.2,5,17,68,,3.3,2,0.48100000000000004,26,0.34600000000000003,9,47.5,29,0.57,9.2,6,28,0.607,17,0.6920000000000001,18,"Bank of Colorado Arena, Greeley, Colorado",SOUTHERN-UTAH,Southern Utah,61.4,Home,NORTHERN-COLORADO,Northern Colorado,Southern Utah,big-sky,25,False,False,False,Away,False,3,24,59,32,61,9,17,54,0,1,152,509,1448,0.5089779005524862,899,1645,0.5465045592705167,143,416,1437,0.4387613082811413,0.56
