,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,ALABAMA-STATE_homegame,ALABAMA-STATE_homegame2,ALABAMA-STATE_home,ALABAMA-STATE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-21-17-alabama-state,50.0,11,11.4,4,91.3,78.9,30,0.598,41,0.537,22,0.7559999999999999,31,0.71,22,4,200,102.9,23.8,5,22,71,,10.1,7,0.366,15,0.33299999999999996,5,59.3,35,0.637,24.8,18,26,0.654,17,0.636,7,"December 21, 2019",54.2,13,7.7,2,102.9,76.2,16,0.466,59,0.40700000000000003,24,0.28800000000000003,17,0.47100000000000003,8,10,200,91.3,21.1,8,28,63,,13.0,9,0.40700000000000003,24,0.292,7,40.7,24,0.47,14.2,11,35,0.486,17,0.091,1,"McArthur Gymnasium, St. Petersburg, Florida",ALABAMA-STATE,Alabama State,69.4,Away,ALABAMA-BIRMINGHAM,Alabama-Birmingham,Alabama State,swac,10,False,True,True,Home,False,7,17,59,24,59,5,17,41,0,1,59,134,544,0.4090073529411765,256,613,0.4176182707993475,85,199,564,0.5789007092198581,0.1
11,2019-12-22-12-alabama-state,42.9,12,11.4,4,101.5,88.5,23,0.625,48,0.583,28,0.521,25,0.8,20,6,200,117.6,36.4,8,18,80,,8.8,6,0.292,14,0.28600000000000003,4,64.6,31,0.6679999999999999,19.2,14,34,0.706,24,0.5,6,"December 22, 2019",41.7,10,2.9,1,117.6,63.6,14,0.5379999999999999,53,0.45299999999999996,24,0.302,16,0.75,12,11,200,101.5,11.5,3,21,69,,7.4,5,0.34,18,0.5,9,35.4,17,0.569,17.8,13,35,0.429,15,0.083,1,"McArthur Gymnasium, St. Petersburg, Florida",ALABAMA-STATE,Alabama State,68.2,Away,AUSTIN-PEAY,Austin Peay,Alabama State,swac,11,False,True,True,Home,False,9,15,53,17,48,4,24,48,0,1,66,151,603,0.4145936981757877,280,672,0.4166666666666667,90,216,605,0.5801652892561984,0.09090909090909093
12,2019-12-29-16-oregon,33.3,7,2.5,1,140.0,53.3,16,0.436,55,0.382,21,0.29100000000000004,16,0.688,11,12,200,84.3,36.7,11,16,59,,5.7,4,0.309,17,0.353,6,45.0,27,0.47100000000000003,24.4,20,38,0.395,15,0.077,1,"December 29, 2019",71.8,28,15.8,6,84.3,63.3,19,0.6890000000000001,66,0.591,39,0.19699999999999998,13,0.5379999999999999,7,2,200,140.0,46.7,14,15,98,6.0,18.6,13,0.39399999999999996,26,0.5,13,55.0,33,0.679,13.3,11,40,0.65,26,0.846,11,"Matthew Knight Arena, Eugene, Oregon",ALABAMA-STATE,Alabama State,70.4,Home,OREGON,Oregon,Alabama State,swac,12,False,False,False,Away,False,6,15,55,27,60,13,26,66,0,1,75,166,656,0.4245426829268293,297,720,0.4125,94,240,653,0.5834609494640123,0.08333333333333333
13,2020-01-04-18-jackson-state,38.1,8,2.3,1,106.1,68.6,24,0.5,47,0.447,21,0.7020000000000001,33,0.606,20,13,200,101.5,25.0,7,25,67,,1.5,1,0.36200000000000004,17,0.294,5,49.2,31,0.535,14.0,10,30,0.5329999999999999,16,0.071,1,"January 4, 2020",45.5,10,13.3,4,101.5,75.0,21,0.395,57,0.386,22,0.596,34,0.735,25,10,200,106.1,31.4,11,25,70,,4.5,3,0.24600000000000002,14,0.071,1,50.8,32,0.478,5.3,4,43,0.488,21,0.28600000000000003,4,"Lee E. Williams Athletics and Assembly Center, Jackson, Mississippi",ALABAMA-STATE,Alabama State,65.9,Home,JACKSON-STATE,Jackson State,Alabama State,swac,13,False,False,False,Away,False,5,16,47,31,63,1,21,57,0,1,81,181,711,0.4254571026722925,324,780,0.4153846153846154,107,266,719,0.5931849791376912,0.07692307692307693
14,2020-01-06-20-grambling,62.5,15,4.7,2,89.5,70.6,24,0.44299999999999995,61,0.39299999999999996,24,0.23,14,0.643,9,14,200,82.9,21.6,8,20,63,,7.9,6,0.311,19,0.316,6,45.1,32,0.466,18.3,15,42,0.429,18,0.067,1,"January 6, 2020",52.2,12,14.3,6,82.9,78.4,29,0.441,59,0.39,23,0.373,22,0.727,16,7,200,89.5,29.4,10,18,68,,6.6,5,0.271,16,0.375,6,54.9,39,0.49,20.8,18,43,0.395,17,0.5329999999999999,8,"Assembly Center, Grambling, Louisiana",ALABAMA-STATE,Alabama State,76.1,Home,GRAMBLING,Grambling,Alabama State,swac,14,False,False,False,Away,False,6,18,61,32,71,6,17,59,0,1,86,197,758,0.4300791556728232,355,843,0.4211150652431791,108,287,776,0.5786082474226805,0.07142857142857142
15,2020-01-11-19-alabama-state,32.0,8,10.0,4,105.2,76.3,29,0.401,71,0.35200000000000004,25,0.35200000000000004,25,0.72,18,14,200,97.4,25.0,11,22,75,,7.8,6,0.4370000000000001,31,0.226,7,48.8,40,0.452,4.7,4,40,0.45,18,0.0,0,"January 11, 2020",64.3,18,5.0,2,97.4,75.0,33,0.5489999999999999,61,0.45899999999999996,28,0.44299999999999995,27,0.519,14,14,200,105.2,23.7,9,18,81,,2.6,2,0.344,21,0.524,11,51.2,42,0.5489999999999999,15.1,13,40,0.425,17,0.125,2,,MISSISSIPPI-VALLEY-STATE,Mississippi Valley State,76.9,Home,ALABAMA-STATE,Alabama State,Alabama State,swac,15,True,False,True,Home,True,11,17,61,42,82,7,18,71,1,0,92,215,819,0.43101343101343104,387,914,0.4234135667396061,114,304,835,0.5688622754491018,0.06666666666666668
16,2020-01-13-20-alabama-state,52.4,11,12.9,4,86.2,62.5,20,0.547,43,0.488,21,0.5579999999999999,24,0.583,14,12,200,93.8,14.8,4,23,61,,13.8,9,0.27899999999999997,12,0.41700000000000004,5,40.7,24,0.561,20.7,14,31,0.516,16,0.2,3,"January 13, 2020",50.0,10,0.0,0,93.8,85.2,23,0.39799999999999996,54,0.37,20,0.389,21,0.619,13,15,200,86.2,37.5,12,20,56,,12.3,8,0.426,23,0.13,3,59.3,35,0.43799999999999994,17.1,13,31,0.5479999999999999,17,0.11800000000000001,2,,ALABAMA-STATE,Alabama State,64.7,Away,ARKANSAS-PINE-BLUFF,Arkansas-Pine Bluff,Alabama State,swac,16,False,True,True,Home,False,3,17,54,35,59,5,16,43,0,1,103,232,880,0.4392045454545455,429,996,0.4307228915662651,121,322,906,0.5557395143487859,0.125
17,2020-01-18-18-alabama-am,62.5,15,5.0,2,84.8,71.4,20,0.48200000000000004,55,0.436,24,0.345,19,0.632,12,15,200,98.5,21.2,7,16,65,,12.1,8,0.327,18,0.278,5,44.3,27,0.508,12.4,9,37,0.514,19,0.16699999999999998,3,"January 18, 2020",41.7,10,5.4,2,98.5,78.8,26,0.46299999999999997,54,0.444,24,0.24100000000000002,13,0.462,6,11,200,84.8,28.6,8,19,56,,4.5,3,0.259,14,0.14300000000000002,2,55.7,34,0.465,17.9,13,40,0.55,22,0.312,5,"Bill Harris Arena, Birmingham, Alabama",ALABAMA-AM,Alabama A&M,65.6,Away,ALABAMA-STATE,Alabama State,Alabama State,swac,17,False,False,False,Away,True,5,19,55,27,61,2,22,54,1,0,106,249,934,0.43683083511777293,464,1055,0.4398104265402844,126,338,949,0.5553213909378293,0.1176470588235294
18,2020-01-25-18-southern,16.7,4,0.0,0,117.6,84.2,16,0.519,52,0.462,24,0.5379999999999999,28,0.607,17,16,200,104.4,25.8,8,21,71,,10.3,7,0.442,23,0.261,6,48.0,24,0.544,16.8,13,29,0.621,18,0.158,3,"January 25, 2020",59.3,16,3.4,1,104.4,74.2,23,0.716,44,0.614,27,0.523,23,0.7390000000000001,17,13,200,117.6,15.8,3,22,80,,7.4,5,0.386,17,0.529,9,52.0,26,0.728,20.6,14,27,0.667,18,0.35,7,"F. G. Clark Activity Center, Baton Rouge, Louisiana",ALABAMA-STATE,Alabama State,68.1,Home,SOUTHERN,Southern,Alabama State,swac,18,False,False,False,Away,False,6,18,52,24,50,9,18,44,0,1,111,268,989,0.4393326592517695,491,1116,0.4399641577060932,128,360,1003,0.5503489531405783,0.16666666666666666
19,2020-01-27-20-alcorn-state,69.6,16,5.7,2,105.0,60.5,23,0.539,51,0.451,23,0.255,13,0.385,5,17,200,100.0,31.3,10,17,60,,5.0,3,0.353,18,0.5,9,47.1,33,0.525,18.6,13,33,0.424,14,0.15,3,"January 27, 2020",58.3,14,15.2,5,100.0,68.8,22,0.46,62,0.387,24,0.177,11,0.545,6,9,200,105.0,39.5,15,16,63,,11.7,7,0.435,27,0.33299999999999996,9,52.9,37,0.469,9.5,7,35,0.429,15,0.526,10,"Davey L. Whitney Complex, Alcorn State, Mississippi",ALABAMA-STATE,Alabama State,59.7,Home,ALCORN-STATE,Alcorn State,Alabama State,swac,19,False,False,False,Away,False,9,14,51,33,70,9,15,62,0,1,117,286,1041,0.44332372718539853,515,1166,0.44168096054888506,137,378,1047,0.5573065902578797,0.15789473684210525
20,2020-02-01-18-alabama-state,42.9,9,8.3,2,77.6,71.0,22,0.364,59,0.35600000000000004,21,0.203,12,0.5,6,11,200,73.1,26.3,10,22,49,,13.4,9,0.322,19,0.053,1,46.4,32,0.379,15.7,12,40,0.5,20,0.47600000000000003,10,"February 1, 2020",70.6,12,5.0,2,73.1,73.7,28,0.42200000000000004,51,0.33299999999999996,17,0.294,15,0.6,9,17,200,77.6,29.0,9,17,52,,4.5,3,0.529,27,0.33299999999999996,9,53.6,37,0.447,24.8,19,24,0.33299999999999996,8,0.19,4,,PRAIRIE-VIEW,Prairie View,67.4,Home,ALABAMA-STATE,Alabama State,Alabama State,swac,20,True,False,True,Home,True,9,8,51,37,69,1,20,59,1,0,126,300,1092,0.4478021978021978,548,1236,0.44336569579288027,146,393,1109,0.5518485121731289,0.15
21,2020-02-03-20-alabama-state,17.6,3,10.5,4,95.2,77.4,24,0.325,57,0.298,17,0.509,29,0.621,18,12,200,66.3,29.3,12,21,55,,12.0,10,0.33299999999999996,19,0.158,3,50.0,36,0.389,22.3,20,38,0.368,14,0.455,10,"February 3, 2020",67.9,19,5.3,2,66.3,70.7,29,0.5,65,0.431,28,0.33799999999999997,22,0.636,14,17,200,95.2,22.6,7,24,79,,8.4,7,0.415,27,0.33299999999999996,9,50.0,36,0.524,19.4,18,38,0.5,19,0.22699999999999998,5,,TEXAS-SOUTHERN,Texas Southern,82.6,Home,ALABAMA-STATE,Alabama State,Alabama State,swac,21,True,False,True,Home,True,9,19,65,36,72,3,14,57,1,0,135,308,1143,0.44663167104111984,585,1305,0.4482758620689655,147,413,1168,0.5423801369863014,0.19047619047619047
22,2020-02-08-17-mississippi-valley-state,46.9,15,4.2,2,94.9,80.5,33,0.591,66,0.485,32,0.242,16,0.563,9,17,200,111.5,43.2,16,12,87,,0.0,0,0.47,31,0.452,14,62.8,49,0.591,21.5,20,35,0.514,18,0.261,6,"February 8, 2020",42.9,12,5.7,2,111.5,56.8,21,0.445,73,0.384,28,0.17800000000000002,13,0.6920000000000001,9,21,200,94.9,19.5,8,15,74,,15.4,12,0.342,25,0.36,9,37.2,29,0.467,8.2,7,48,0.396,19,0.045,1,"Harrison HPER Complex, Itta Bena, Mississippi",MISSISSIPPI-VALLEY-STATE,Mississippi Valley State,77.9,Away,ALABAMA-STATE,Alabama State,Alabama State,swac,22,False,False,False,Away,True,14,18,66,49,78,9,19,73,1,0,144,327,1208,0.4495033112582781,621,1377,0.4509803921568628,150,427,1225,0.5322448979591837,0.2272727272727273
23,2020-02-10-20-arkansas-pine-bluff,35.3,6,7.9,3,72.1,63.9,23,0.46299999999999997,40,0.425,17,0.875,35,0.5710000000000001,20,17,200,83.8,32.1,9,19,57,,11.8,8,0.375,15,0.2,3,50.0,32,0.503,28.4,22,25,0.56,14,0.292,7,"February 10, 2020",44.4,8,12.0,3,83.8,67.9,19,0.363,51,0.353,18,0.529,27,0.444,12,20,200,72.1,36.1,13,27,49,,11.8,8,0.255,13,0.077,1,50.0,32,0.384,20.3,16,38,0.447,17,0.13,3,"H.O. Clemmons Arena, Pine Bluff, Arkansas",ARKANSAS-PINE-BLUFF,Arkansas-Pine Bluff,68.2,Away,ALABAMA-STATE,Alabama State,Alabama State,swac,23,False,False,False,Away,True,3,14,40,32,64,1,17,51,1,0,158,345,1274,0.456828885400314,670,1455,0.4604810996563574,159,446,1298,0.5273497688751926,0.2608695652173913
24,2020-02-15-18-alabama-state,57.1,12,3.7,1,88.4,79.5,31,0.44299999999999995,53,0.396,21,0.45299999999999996,24,0.45799999999999996,11,17,200,84.1,23.7,9,32,58,,5.8,4,0.377,20,0.25,5,51.9,40,0.45,19.1,15,33,0.485,16,0.261,6,"February 15, 2020",26.7,4,6.1,2,84.1,76.3,29,0.37799999999999995,45,0.33299999999999996,15,0.9329999999999999,42,0.643,27,17,200,88.4,20.5,8,24,61,,13.0,9,0.4,18,0.222,4,48.1,37,0.47,14.8,11,27,0.40700000000000003,11,0.32,8,,ALABAMA-AM,Alabama A&M,69.2,Home,ALABAMA-STATE,Alabama State,Alabama State,swac,24,True,False,True,Home,True,4,11,45,37,77,5,16,53,1,0,161,359,1314,0.4570015220700152,702,1519,0.4621461487820935,160,463,1349,0.5211267605633803,0.2916666666666667
25,2020-02-22-18-alabama-state,34.8,8,3.3,1,65.7,69.2,27,0.462,53,0.434,23,0.28300000000000003,15,0.467,7,15,200,83.6,20.0,6,20,56,,14.9,10,0.34,18,0.16699999999999998,3,47.8,33,0.466,17.9,13,35,0.5710000000000001,20,0.444,12,"February 22, 2020",25.0,3,11.4,4,83.6,80.0,24,0.298,47,0.255,12,0.46799999999999997,22,0.727,16,18,200,65.7,30.8,12,18,44,,11.9,8,0.36200000000000004,17,0.235,4,52.2,36,0.38299999999999995,27.0,21,30,0.267,8,0.308,8,,ALABAMA-STATE,Alabama State,66.8,Away,SOUTHERN,Southern,Alabama State,swac,25,False,True,True,Home,False,4,8,47,36,69,3,20,53,0,1,165,370,1359,0.4543782192788816,739,1596,0.4630325814536341,165,479,1402,0.5181883024251069,0.32
26,2020-02-24-20-alabama-state,39.3,11,9.1,4,98.7,65.9,29,0.642,53,0.528,28,0.321,17,0.706,12,13,200,102.6,20.8,5,20,80,,7.7,6,0.491,26,0.462,12,50.0,34,0.655,24.9,20,27,0.593,16,0.5,13,"February 24, 2020",33.3,10,7.4,2,102.6,79.2,19,0.47200000000000003,72,0.41700000000000004,30,0.278,20,0.45,9,19,200,98.7,34.1,15,20,77,,10.3,8,0.389,28,0.28600000000000003,8,50.0,34,0.47200000000000003,13.9,13,44,0.5,22,0.29600000000000004,8,,ALABAMA-STATE,Alabama State,77.8,Away,ALCORN-STATE,Alcorn State,Alabama State,swac,26,False,True,True,Home,False,8,22,72,34,68,12,16,53,0,1,169,378,1406,0.4491465149359886,775,1665,0.4654654654654655,168,499,1455,0.5161512027491411,0.3076923076923077
