,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,HOUSTON-BAPTIST_homegame,HOUSTON-BAPTIST_homegame2,HOUSTON-BAPTIST_home,HOUSTON-BAPTIST_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2020-01-02-20-houston-baptist,69.7,23,5.8,3,116.8,78.4,29,0.5,77,0.429,33,0.506,39,0.769,30,11,225,112.6,26.1,12,30,107,,7.4,7,0.48100000000000004,37,0.297,11,49.4,41,0.56,12.9,14,40,0.55,22,0.214,3,"January 2, 2020",40.5,15,7.5,3,112.6,73.9,34,0.5710000000000001,70,0.529,37,0.557,39,0.795,31,10,225,116.8,21.6,8,25,111,,6.3,6,0.257,18,0.33299999999999996,6,50.6,42,0.627,11.2,11,52,0.596,31,0.091,1,"Frank and Lucille Sharp Gymnasium, Houston, Texas",CENTRAL-ARKANSAS,Central Arkansas,84.0,Home,HOUSTON-BAPTIST,Houston Baptist,Houston Baptist,southland,10,True,False,True,Home,True,6,31,70,42,83,11,22,77,1,0,91,182,659,0.4833080424886192,307,698,0.4398280802292264,88,279,674,0.6097922848664689,0.0
11,2020-01-05-17-northwestern-state,47.6,10,0.0,0,132.5,47.6,10,0.5,48,0.43799999999999994,21,0.938,45,0.6890000000000001,31,11,200,98.8,31.3,10,26,79,,3.8,3,0.271,13,0.462,6,37.7,20,0.569,22.8,20,35,0.429,15,0.083,1,"January 5, 2020",45.7,16,17.1,6,98.8,68.8,22,0.69,58,0.603,35,0.534,31,0.8390000000000001,26,8,200,132.5,52.4,11,29,106,,6.3,5,0.345,20,0.5,10,62.3,33,0.7290000000000001,21.0,19,38,0.6579999999999999,25,0.385,5,"Prather Coliseum, Natchitoches, Louisiana",HOUSTON-BAPTIST,Houston Baptist,80.1,Home,NORTHWESTERN-STATE,Northwestern State,Houston Baptist,southland,11,False,False,False,Away,False,6,15,48,20,53,10,25,58,0,1,97,213,729,0.4917695473251029,349,781,0.4468629961587708,99,301,751,0.5985352862849534,0.09090909090909093
12,2020-01-11-20-houston-baptist,63.6,21,6.1,3,116.5,57.1,20,0.682,55,0.6,33,0.6,33,0.818,27,8,200,129.1,17.4,4,16,102,,7.6,6,0.273,15,0.6,9,41.4,24,0.722,16.8,14,40,0.6,24,0.529,9,"January 11, 2020",34.3,12,5.0,2,129.1,82.6,19,0.55,70,0.5,35,0.243,17,0.882,15,12,200,116.5,42.9,15,22,92,,6.3,5,0.3,21,0.33299999999999996,7,58.6,34,0.589,16.2,15,49,0.5710000000000001,28,0.077,1,"Frank and Lucille Sharp Gymnasium, Houston, Texas",HOUSTON-BAPTIST,Houston Baptist,79.4,Away,LAMAR,Lamar,Houston Baptist,southland,12,False,True,True,Home,False,7,28,70,34,58,9,24,55,0,1,103,228,777,0.4922779922779923,369,834,0.4424460431654677,109,326,809,0.6050679851668727,0.08333333333333333
13,2020-01-15-20-houston-baptist,50.0,19,15.9,7,116.7,71.4,20,0.5760000000000001,72,0.528,38,0.45799999999999996,33,0.6970000000000001,23,11,200,126.2,36.1,13,21,106,,10.7,9,0.306,22,0.318,7,51.6,33,0.605,8.5,8,50,0.62,31,0.353,6,"January 15, 2020",50.0,17,10.0,5,126.2,63.9,23,0.621,62,0.5479999999999999,34,0.532,33,0.636,21,13,200,116.7,28.6,8,23,98,,4.8,4,0.29,18,0.5,9,48.4,31,0.631,17.3,16,44,0.568,25,0.071,1,"Frank and Lucille Sharp Gymnasium, Houston, Texas",HOUSTON-BAPTIST,Houston Baptist,84.2,Away,NEW-ORLEANS,New Orleans,Houston Baptist,southland,13,False,True,True,Home,False,9,25,62,31,64,7,31,72,0,1,110,256,847,0.4970484061393152,403,892,0.4517937219730942,118,350,864,0.6099537037037037,0.07692307692307693
14,2020-01-18-20-houston-baptist,48.5,16,5.6,2,92.6,72.7,24,0.608,60,0.55,33,0.467,28,0.7859999999999999,22,6,200,117.3,20.0,5,22,95,,12.3,10,0.28300000000000003,17,0.41200000000000003,7,50.0,29,0.648,15.2,13,43,0.605,26,0.684,13,"January 18, 2020",26.1,6,7.0,3,117.3,80.0,20,0.446,56,0.41100000000000003,23,0.5539999999999999,31,0.8059999999999999,25,14,200,92.6,27.3,9,25,75,,7.4,6,0.35700000000000004,20,0.2,4,50.0,29,0.53,21.4,19,36,0.528,19,0.067,1,"Frank and Lucille Sharp Gymnasium, Houston, Texas",HOUSTON-BAPTIST,Houston Baptist,81.0,Away,SAM-HOUSTON-STATE,Sam Houston State,Houston Baptist,southland,14,False,True,True,Home,False,4,19,56,29,58,7,26,60,0,1,119,281,909,0.5055005500550055,434,956,0.4539748953974895,125,381,936,0.6073717948717948,0.07142857142857142
15,2020-01-22-20-nicholls-state,40.7,11,0.0,0,113.8,72.4,21,0.517,60,0.45,27,0.41700000000000004,25,0.84,21,15,200,103.8,40.0,12,22,83,,5.0,4,0.35,21,0.381,8,55.9,33,0.5770000000000001,21.1,19,39,0.48700000000000004,19,0.062,1,"January 22, 2020",36.4,12,20.5,8,103.8,60.0,18,0.5529999999999999,66,0.5,33,0.33299999999999996,22,0.818,18,7,200,113.8,27.6,8,22,91,,8.8,7,0.348,23,0.304,7,44.1,26,0.595,14.7,13,43,0.605,26,0.65,13,"David Stopher Gymnasium, Thibodaux, Louisiana",HOUSTON-BAPTIST,Houston Baptist,80.2,Home,NICHOLLS-STATE,Nicholls State,Houston Baptist,southland,15,False,False,False,Away,False,8,19,60,33,59,7,26,66,0,1,123,300,965,0.5020725388601036,463,1014,0.4566074950690335,132,407,996,0.607429718875502,0.06666666666666668
16,2020-01-25-16-mcneese-state,37.5,12,5.0,2,125.9,79.3,23,0.439,82,0.39,32,0.305,25,0.68,17,16,200,109.9,43.1,22,22,89,,6.2,5,0.305,25,0.32,8,56.3,45,0.474,9.7,10,57,0.42100000000000004,24,0.059000000000000004,1,"January 25, 2020",74.3,26,5.3,3,109.9,56.9,29,0.6579999999999999,60,0.583,35,0.55,33,0.6970000000000001,23,9,200,125.9,20.7,6,19,102,,9.9,8,0.33299999999999996,20,0.45,9,43.8,35,0.674,12.9,11,40,0.65,26,0.55,11,"H&HP Complex, Lake Charles, Louisiana",HOUSTON-BAPTIST,Houston Baptist,81.3,Home,MCNEESE-STATE,McNeese State,Houston Baptist,southland,16,False,False,False,Away,False,8,24,82,45,80,9,26,60,0,1,131,319,1025,0.5029268292682927,496,1073,0.462255358807083,139,433,1062,0.6040489642184558,0.0625
17,2020-01-29-20-houston-baptist,46.9,15,2.5,1,113.9,63.3,19,0.615,61,0.525,32,0.19699999999999998,12,0.75,9,15,200,116.7,19.4,6,21,84,,13.9,10,0.41,25,0.44,11,41.0,25,0.63,15.3,12,36,0.583,21,0.25,5,"January 29, 2020",61.5,16,8.3,3,116.7,80.6,25,0.527,56,0.46399999999999997,26,0.536,30,0.767,23,17,200,113.9,36.7,11,14,82,,5.6,4,0.28600000000000003,16,0.43799999999999994,7,59.0,36,0.584,15.8,13,40,0.475,19,0.055999999999999994,1,"Frank and Lucille Sharp Gymnasium, Houston, Texas",HOUSTON-BAPTIST,Houston Baptist,72.5,Away,INCARNATE-WORD,Incarnate Word,Houston Baptist,southland,17,False,True,True,Home,False,7,19,56,36,61,11,21,61,0,1,139,343,1107,0.498193315266486,541,1153,0.4692107545533391,148,459,1122,0.606951871657754,0.05882352941176471
18,2020-02-01-20-houston-baptist,37.5,12,12.2,5,102.5,66.7,20,0.523,64,0.5,32,0.281,18,0.556,10,14,200,96.3,25.0,9,24,77,,15.0,12,0.172,11,0.273,3,43.9,29,0.531,18.2,16,53,0.547,29,0.391,9,"February 1, 2020",46.2,12,9.4,5,96.3,75.0,27,0.509,57,0.456,26,0.544,31,0.774,24,17,200,102.5,33.3,10,19,82,,8.8,7,0.281,16,0.375,6,56.1,37,0.5720000000000001,21.2,19,41,0.488,20,0.105,2,"Frank and Lucille Sharp Gymnasium, Houston, Texas",TEXAS-AM-CORPUS-CHRISTI,Texas A&M-Corpus Christi,80.1,Home,HOUSTON-BAPTIST,Houston Baptist,Houston Baptist,southland,18,True,False,True,Home,True,6,20,57,37,66,3,29,64,1,0,146,362,1163,0.4995700773860705,577,1214,0.4752883031301482,159,480,1183,0.6073541842772612,0.05555555555555555
19,2020-02-05-20-southeastern-louisiana,51.9,14,5.6,3,98.7,60.0,30,0.591,55,0.491,27,0.364,20,0.7,14,17,200,102.6,36.7,11,18,79,,3.9,3,0.436,24,0.45799999999999996,11,51.3,41,0.612,26.5,23,31,0.516,16,0.15,3,"February 5, 2020",37.9,11,3.2,1,102.6,63.3,19,0.41,78,0.3720000000000001,29,0.244,19,0.632,12,17,200,98.7,40.0,20,21,76,,13.0,10,0.308,24,0.25,6,48.8,39,0.4370000000000001,11.3,11,54,0.426,23,0.261,6,"University Center, Hammond, Louisiana",SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,77.3,Away,HOUSTON-BAPTIST,Houston Baptist,Houston Baptist,southland,19,False,False,False,Away,True,11,16,55,41,80,6,23,78,1,0,152,382,1220,0.5,614,1280,0.4796875,162,509,1247,0.603047313552526,0.10526315789473684
20,2020-02-08-20-houston-baptist,43.2,16,4.3,2,95.2,72.5,29,0.555,73,0.507,37,0.21899999999999997,16,0.75,12,12,200,112.0,24.2,8,21,93,,6.0,5,0.27399999999999997,20,0.35,7,50.7,37,0.5770000000000001,12.1,11,53,0.5660000000000001,30,0.455,10,"February 8, 2020",33.3,9,5.7,3,112.0,75.8,25,0.431,65,0.415,27,0.47700000000000004,31,0.742,23,18,200,95.2,27.5,11,16,79,,7.2,6,0.27699999999999997,18,0.111,2,49.3,36,0.495,14.2,13,47,0.532,25,0.14300000000000002,3,"Frank and Lucille Sharp Gymnasium, Houston, Texas",HOUSTON-BAPTIST,Houston Baptist,82.7,Away,NORTHWESTERN-STATE,Northwestern State,Houston Baptist,southland,20,False,True,True,Home,False,2,25,65,36,73,7,30,73,0,1,163,398,1275,0.503921568627451,655,1360,0.4816176470588235,168,532,1325,0.5916981132075472,0.15
21,2020-02-12-20-abilene-christian,36.8,7,5.3,2,103.8,78.6,22,0.413,52,0.365,19,0.5579999999999999,29,0.828,24,19,200,85.9,31.3,10,24,67,,9.0,7,0.327,17,0.294,5,53.3,32,0.509,27.0,24,35,0.4,14,0.136,3,"February 12, 2020",82.8,24,17.1,6,85.9,68.8,22,0.569,58,0.5,29,0.431,25,0.6,15,10,200,103.8,21.4,6,25,81,,14.1,11,0.345,20,0.4,8,46.7,28,0.58,15.9,13,38,0.5529999999999999,21,0.583,14,"Moody Coliseum , Abilene, Texas",HOUSTON-BAPTIST,Houston Baptist,78.3,Home,ABILENE-CHRISTIAN,Abilene Christian,Houston Baptist,southland,21,False,False,False,Away,False,5,14,52,32,60,8,21,58,0,1,165,423,1340,0.5003731343283582,691,1433,0.4822051639916259,175,562,1398,0.5897711015736766,0.14285714285714285
22,2020-02-15-15-lamar,63.0,17,2.5,1,105.3,68.8,22,0.484,64,0.42200000000000004,27,0.172,11,0.636,7,20,200,92.0,22.6,7,18,69,,8.0,6,0.359,23,0.348,8,46.0,29,0.498,17.9,15,41,0.46299999999999997,19,0.13,3,"February 15, 2020",55.2,16,14.6,6,92.0,77.4,24,0.525,61,0.475,29,0.344,21,0.7140000000000001,15,13,200,105.3,31.3,10,10,79,,9.3,7,0.344,21,0.28600000000000003,6,54.0,34,0.557,14.6,12,40,0.575,23,0.5,13,"Montagne Center, Beaumont, Texas",HOUSTON-BAPTIST,Houston Baptist,75.1,Home,LAMAR,Lamar,Houston Baptist,southland,22,False,False,False,Away,False,8,19,64,29,63,6,23,61,0,1,170,437,1392,0.4971264367816092,723,1493,0.4842598794373744,183,583,1456,0.5889423076923077,0.13636363636363635
23,2020-02-19-20-houston-baptist,55.2,16,3.4,1,93.2,72.0,18,0.5489999999999999,61,0.475,29,0.27899999999999997,17,0.882,15,10,200,112.3,20.7,6,28,82,,16.4,12,0.361,22,0.409,9,44.4,24,0.594,13.8,11,39,0.513,20,0.615,16,"February 19, 2020",38.9,7,12.8,5,112.3,79.3,23,0.48700000000000004,39,0.462,18,0.9740000000000001,38,0.789,30,21,200,93.2,28.0,7,19,68,,9.6,7,0.256,10,0.2,2,55.6,30,0.596,27.4,21,29,0.552,16,0.125,3,"Frank and Lucille Sharp Gymnasium, Houston, Texas",HOUSTON-BAPTIST,Houston Baptist,72.6,Away,ABILENE-CHRISTIAN,Abilene Christian,Houston Baptist,southland,23,False,True,True,Home,False,2,16,39,30,54,9,20,61,0,1,178,456,1456,0.4965659340659341,752,1556,0.4832904884318766,189,606,1517,0.5863546473302571,0.13043478260869565
24,2020-02-22-18-sam-houston-state,36.0,9,6.7,3,101.3,61.5,24,0.474,57,0.439,25,0.368,21,0.905,19,22,200,96.1,35.5,11,18,73,,7.9,6,0.316,18,0.222,4,50.0,35,0.545,23.2,20,39,0.5379999999999999,21,0.12,3,"February 22, 2020",66.7,20,7.7,3,96.1,64.5,20,0.479,70,0.429,30,0.2,14,0.7140000000000001,10,10,200,101.3,38.5,15,19,77,,9.2,7,0.35700000000000004,25,0.28,7,50.0,35,0.502,15.5,14,45,0.511,23,0.643,18,"Johnson Coliseum, Huntsville, Texas",HOUSTON-BAPTIST,Houston Baptist,75.8,Home,SAM-HOUSTON-STATE,Sam Houston State,Houston Baptist,southland,24,False,False,False,Away,False,4,21,57,35,70,7,23,70,0,1,180,472,1495,0.4963210702341137,782,1610,0.4857142857142857,198,626,1578,0.5849176172370089,0.125
25,2020-02-26-20-houston-baptist,52.6,20,25.0,11,116.4,80.8,21,0.636,66,0.5760000000000001,38,0.212,14,0.643,9,10,200,127.4,33.3,9,14,93,,9.6,7,0.273,18,0.444,8,56.6,30,0.64,10.0,8,48,0.625,30,0.655,19,"February 26, 2020",63.6,21,4.2,2,127.4,66.7,18,0.605,62,0.532,33,0.19399999999999998,12,0.833,10,23,200,116.4,19.2,5,14,85,,4.1,3,0.29,18,0.5,9,43.4,23,0.628,14.1,11,44,0.545,24,0.115,3,"Frank and Lucille Sharp Gymnasium, Houston, Texas",HOUSTON-BAPTIST,Houston Baptist,72.7,Away,NICHOLLS-STATE,Nicholls State,Houston Baptist,southland,25,False,True,True,Home,False,9,24,62,23,53,8,30,66,0,1,184,493,1552,0.4954896907216495,817,1680,0.4863095238095238,205,649,1648,0.5804004854368932,0.12
