,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,WAGNER_homegame,WAGNER_homegame2,WAGNER_home,WAGNER_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-28-16-wagner,47.6,10,7.1,3,81.8,72.2,26,0.511,45,0.467,21,0.622,28,0.7140000000000001,20,7,200,100.0,33.3,8,15,66,,6.1,4,0.2,9,0.444,4,56.7,34,0.5660000000000001,19.6,14,36,0.47200000000000003,17,0.364,4,"December 28, 2019",58.3,14,5.6,2,100.0,66.7,16,0.429,63,0.381,24,0.048,3,0.0,0,8,200,81.8,27.8,10,25,54,,3.0,2,0.33299999999999996,21,0.28600000000000003,6,43.3,26,0.419,16.8,13,42,0.429,18,0.273,3,"Spiro Sports Center, Staten Island, New York",WAGNER,Wagner,65.9,Away,FAIRFIELD,Fairfield,Wagner,northeast,10,False,True,True,Home,False,6,18,63,26,60,4,17,45,0,1,85,155,606,0.4661716171617162,340,685,0.4963503649635037,87,180,567,0.5476190476190477,0.3
11,2020-01-02-19-mount-st-marys,52.0,13,10.0,3,77.0,65.1,28,0.546,54,0.46299999999999997,25,0.16699999999999998,9,0.778,7,8,200,108.2,21.4,6,24,66,,8.2,5,0.46299999999999997,25,0.36,9,47.9,34,0.5660000000000001,12.1,8,29,0.552,16,0.33299999999999996,4,"January 2, 2020",41.7,5,6.9,2,108.2,78.6,22,0.27,50,0.24,12,0.6,30,0.667,20,10,200,77.0,34.9,15,12,47,,1.6,1,0.4,20,0.15,3,52.1,37,0.366,16.0,12,30,0.3,9,0.28600000000000003,4,"Knott Arena, Emmitsburg, Maryland",MOUNT-ST-MARYS,Mount St. Mary's,60.8,Away,WAGNER,Wagner,Wagner,northeast,11,False,False,False,Away,True,9,16,54,34,71,3,9,50,1,0,91,173,669,0.4626307922272048,366,745,0.4912751677852349,91,197,612,0.5449346405228758,0.2727272727272727
12,2020-01-04-19-wagner,68.2,15,6.5,2,112.1,71.9,23,0.655,42,0.524,22,0.8809999999999999,37,0.703,26,7,200,122.7,36.8,7,19,81,,7.6,5,0.524,22,0.5,11,58.8,30,0.68,18.2,13,20,0.55,11,0.5329999999999999,8,"January 4, 2020",75.0,18,0.0,0,122.7,63.2,12,0.491,58,0.414,24,0.36200000000000004,21,0.81,17,9,200,112.1,28.1,9,26,74,,12.1,8,0.466,27,0.33299999999999996,9,41.2,21,0.544,10.6,8,31,0.484,15,0.308,4,"Spiro Sports Center, Staten Island, New York",WAGNER,Wagner,66.3,Away,SACRED-HEART,Sacred Heart,Wagner,northeast,12,False,True,True,Home,False,9,15,58,21,51,11,11,42,0,1,100,189,723,0.4688796680497925,400,816,0.4901960784313725,94,206,662,0.5241691842900302,0.3333333333333333
13,2020-01-09-19-saint-francis-pa,37.5,9,6.8,3,108.1,66.7,24,0.4270000000000001,62,0.387,24,0.19399999999999998,12,0.75,9,10,200,83.8,24.2,8,23,62,,8.1,6,0.33899999999999997,21,0.23800000000000002,5,46.4,32,0.45799999999999996,18.2,15,41,0.46299999999999997,19,0.28600000000000003,4,"January 9, 2020",52.0,13,4.9,2,83.8,75.8,25,0.444,62,0.40299999999999997,25,0.484,30,0.833,25,5,200,108.1,33.3,12,16,80,,8.1,6,0.29,18,0.278,5,53.6,37,0.525,11.7,10,44,0.455,20,0.643,9,"DeGol Arena, Loretto, Pennsylvania",WAGNER,Wagner,74.5,Home,SAINT-FRANCIS-PA,Saint Francis (PA),Wagner,northeast,13,False,False,False,Away,False,5,19,62,32,69,5,20,62,0,1,109,204,781,0.47055057618437895,421,867,0.4855824682814302,105,217,704,0.5319602272727273,0.3076923076923077
14,2020-01-11-13-robert-morris,41.7,10,7.1,2,136.2,78.6,22,0.48200000000000004,56,0.429,24,0.304,17,0.47100000000000003,8,11,200,89.9,38.2,13,20,62,,4.3,3,0.33899999999999997,19,0.316,6,56.5,35,0.484,21.1,17,37,0.486,18,0.267,4,"January 11, 2020",69.7,23,10.8,4,89.9,61.8,21,0.6859999999999999,59,0.5589999999999999,33,0.305,18,0.722,13,9,200,136.2,21.4,6,19,94,,8.7,6,0.525,31,0.484,15,43.5,27,0.696,10.7,8,28,0.643,18,0.47100000000000003,8,"UPMC Events Center, Moon, Pennsylvania",WAGNER,Wagner,68.8,Home,ROBERT-MORRIS,Robert Morris,Wagner,northeast,14,False,False,False,Away,False,6,18,56,35,62,15,18,59,0,1,114,223,843,0.4673784104389087,453,936,0.48397435897435903,110,237,766,0.5248041775456919,0.2857142857142857
15,2020-01-18-16-wagner,63.6,14,17.2,5,92.8,75.9,22,0.47200000000000003,54,0.40700000000000003,22,0.444,24,0.75,18,9,200,100.0,21.9,7,12,69,,18.8,13,0.389,21,0.33299999999999996,7,47.5,29,0.528,12.2,9,33,0.455,15,0.47100000000000003,8,"January 18, 2020",54.2,13,12.1,4,100.0,78.1,25,0.537,54,0.444,24,0.14800000000000002,8,0.75,6,12,200,92.8,24.1,7,21,64,,4.3,3,0.46299999999999997,25,0.4,10,52.5,32,0.5539999999999999,24.8,19,29,0.483,14,0.25,4,"Spiro Sports Center, Staten Island, New York",WAGNER,Wagner,68.6,Away,ST-FRANCIS-NY,St. Francis (NY),Wagner,northeast,15,False,True,True,Home,False,10,14,54,32,61,7,15,54,0,1,120,241,899,0.4682981090100111,488,998,0.4889779559118237,125,255,825,0.5363636363636364,0.26666666666666666
16,2020-01-20-16-wagner,47.6,10,0.0,0,118.0,55.2,16,0.542,48,0.43799999999999994,21,0.396,19,0.632,12,10,200,104.9,18.5,5,18,64,,9.8,6,0.563,27,0.37,10,37.5,21,0.561,15.1,10,21,0.524,11,0.474,9,"January 20, 2020",45.8,11,9.5,2,104.9,81.5,22,0.5489999999999999,51,0.47100000000000003,24,0.451,23,0.696,16,12,200,118.0,44.8,13,18,72,,1.6,1,0.353,18,0.444,8,62.5,35,0.581,16.4,12,33,0.485,16,0.294,5,"Spiro Sports Center, Staten Island, New York",LONG-ISLAND-UNIVERSITY,LIU,61.5,Home,WAGNER,Wagner,Wagner,northeast,16,True,False,True,Home,True,8,16,51,35,56,10,11,48,1,0,130,255,953,0.47219307450157394,520,1059,0.4910292728989613,132,270,879,0.5324232081911263,0.25
17,2020-01-23-19-bryant,47.8,11,4.3,1,111.3,60.0,15,0.36,68,0.33799999999999997,23,0.17600000000000002,12,0.75,9,13,200,81.7,31.7,13,18,58,,7.0,5,0.27899999999999997,19,0.158,3,42.4,28,0.39299999999999996,15.1,13,49,0.408,20,0.278,5,"January 23, 2020",50.0,13,12.2,6,81.7,68.3,28,0.604,53,0.491,26,0.396,21,0.7140000000000001,15,9,200,111.3,40.0,10,20,79,,9.9,7,0.5660000000000001,30,0.4,12,57.6,38,0.627,20.4,16,23,0.609,14,0.526,10,"Chace Athletic Center , Smithfield, Rhode Island",WAGNER,Wagner,71.3,Home,BRYANT,Bryant,Wagner,northeast,17,False,False,False,Away,False,3,20,68,28,66,12,14,53,0,1,138,271,1004,0.4760956175298805,555,1115,0.4977578475336323,142,281,927,0.5329018338727076,0.29411764705882354
18,2020-01-25-15-central-connecticut-state,29.6,8,4.5,2,119.4,72.5,29,0.419,68,0.397,27,0.426,29,0.655,19,14,200,105.6,43.5,20,18,76,,6.9,5,0.162,11,0.273,3,57.0,49,0.465,9.0,8,57,0.42100000000000004,24,0.263,5,"January 25, 2020",66.7,20,8.8,5,105.6,56.5,26,0.522,68,0.441,30,0.309,21,0.7140000000000001,15,20,200,119.4,27.5,11,25,86,,4.2,3,0.353,24,0.45799999999999996,11,43.0,37,0.551,8.3,7,44,0.4320000000000001,19,0.091,2,"Detrick Gymnasium, New Britain, Connecticut",WAGNER,Wagner,71.9,Home,CENTRAL-CONNECTICUT-STATE,Central Connecticut,Wagner,northeast,18,False,False,False,Away,False,3,24,68,49,86,11,19,68,0,1,141,291,1072,0.46875,583,1181,0.493649449618967,154,295,980,0.536734693877551,0.2777777777777778
19,2020-01-30-19-wagner,66.7,14,2.9,1,96.9,75.0,24,0.491,53,0.396,21,0.377,20,0.8,16,15,200,104.6,39.4,13,14,68,,12.3,8,0.491,26,0.385,10,56.9,37,0.544,17.4,13,27,0.40700000000000003,11,0.25,5,"January 30, 2020",62.5,15,14.8,4,104.6,60.6,20,0.46399999999999997,56,0.429,24,0.268,15,0.733,11,15,200,96.9,25.0,8,13,63,,13.8,9,0.39299999999999996,22,0.182,4,43.1,28,0.499,17.2,13,34,0.588,20,0.25,5,"Spiro Sports Center, Staten Island, New York",WAGNER,Wagner,65.3,Away,FAIRLEIGH-DICKINSON,Fairleigh Dickinson,Wagner,northeast,19,False,True,True,Home,False,4,20,56,28,65,10,11,53,0,1,144,315,1140,0.4657894736842105,632,1267,0.4988161010260458,165,314,1048,0.5357824427480916,0.2631578947368421
20,2020-02-06-19-wagner,70.0,14,12.0,3,95.4,61.5,8,0.49,49,0.408,20,0.5710000000000001,28,0.679,19,11,200,103.1,27.3,9,12,67,,20.0,13,0.469,23,0.348,8,37.0,17,0.5379999999999999,15.2,11,26,0.462,12,0.542,13,"February 6, 2020",54.2,13,15.4,4,103.1,72.7,24,0.6829999999999999,41,0.585,24,0.146,6,1.0,6,16,200,95.4,38.5,5,20,62,,9.2,6,0.39,16,0.5,8,63.0,29,0.7070000000000001,37.3,26,25,0.64,16,0.23800000000000002,5,"Spiro Sports Center, Staten Island, New York",WAGNER,Wagner,64.6,Away,ROBERT-MORRIS,Robert Morris,Wagner,northeast,20,False,True,True,Home,False,8,16,41,29,46,8,12,49,0,1,148,335,1196,0.4657190635451505,660,1332,0.4954954954954955,175,325,1101,0.5336058128973661,0.25
21,2020-02-08-16-wagner,60.0,18,3.1,1,95.8,71.9,23,0.611,54,0.556,30,0.389,21,0.905,19,8,200,119.7,18.2,4,16,85,,9.9,7,0.222,12,0.5,6,50.0,27,0.664,15.9,12,42,0.5710000000000001,24,0.667,16,"February 8, 2020",68.0,17,4.8,2,119.7,81.8,18,0.44299999999999995,61,0.41,25,0.262,16,0.875,14,17,200,95.8,28.1,9,19,68,,9.9,7,0.475,29,0.138,4,50.0,27,0.496,13.9,11,32,0.6559999999999999,21,0.22699999999999998,5,"Spiro Sports Center, Staten Island, New York",WAGNER,Wagner,71.3,Away,SAINT-FRANCIS-PA,Saint Francis (PA),Wagner,northeast,21,False,True,True,Home,False,4,21,61,27,54,6,24,54,0,1,156,351,1237,0.4729183508488278,689,1378,0.5,183,337,1150,0.5317391304347826,0.2380952380952381
22,2020-02-13-19-fairleigh-dickinson,57.1,16,10.3,3,134.2,72.7,16,0.457,70,0.4,28,0.14300000000000002,10,0.9,9,18,200,92.4,29.3,12,16,73,,12.7,10,0.414,29,0.276,8,44.4,28,0.488,18.6,17,41,0.488,20,0.217,5,"February 13, 2020",72.2,26,4.9,2,92.4,70.7,29,0.733,60,0.6,36,0.35,21,0.857,18,16,200,134.2,27.3,6,13,106,,16.5,13,0.517,31,0.516,16,55.6,35,0.757,17.8,15,29,0.69,20,0.304,7,"Rothman Center, Teaneck, New Jersey",WAGNER,Wagner,79.4,Home,FAIRLEIGH-DICKINSON,Fairleigh Dickinson,Wagner,northeast,22,False,False,False,Away,False,8,20,70,28,63,16,20,60,0,1,160,372,1298,0.4714946070878274,716,1432,0.5,189,361,1204,0.5352990033222591,0.2272727272727273
23,2020-02-15-16-merrimack,30.4,7,4.2,1,121.4,84.0,21,0.52,50,0.46,23,0.14,7,1.0,7,19,200,105.4,34.8,8,12,59,,7.1,4,0.32,16,0.375,6,60.4,29,0.5529999999999999,18.4,12,34,0.5,17,0.20800000000000002,5,"February 15, 2020",91.7,22,11.8,4,105.4,65.2,15,0.6459999999999999,48,0.5,24,0.22899999999999998,11,0.545,6,9,200,121.4,16.0,4,11,68,,8.9,5,0.5,24,0.583,14,39.6,19,0.639,10.2,6,24,0.41700000000000004,10,0.667,18,"Hammel Court, North Andover, Massachusetts",WAGNER,Wagner,56.3,Home,MERRIMACK,Merrimack,Wagner,northeast,23,False,False,False,Away,False,6,17,50,29,48,14,10,48,0,1,168,392,1368,0.4707602339181287,744,1495,0.4976588628762542,205,381,1264,0.5446993670886076,0.21739130434782608
24,2020-02-18-19-wagner,66.7,16,10.3,4,106.3,71.4,20,0.465,57,0.42100000000000004,24,0.228,13,0.615,8,17,200,96.8,29.4,10,19,61,,9.5,6,0.263,15,0.33299999999999996,5,48.4,30,0.483,14.9,11,42,0.452,19,0.37,10,"February 18, 2020",52.2,12,7.1,3,96.8,70.6,24,0.51,52,0.442,23,0.385,20,0.7,14,19,200,106.3,28.6,8,16,67,,9.5,6,0.25,13,0.5379999999999999,7,51.6,32,0.545,11.6,8,39,0.41,16,0.24,6,"Spiro Sports Center, Staten Island, New York",MOUNT-ST-MARYS,Mount St. Mary's,62.8,Home,WAGNER,Wagner,Wagner,northeast,24,True,False,True,Home,True,7,16,52,32,62,5,19,57,1,0,174,409,1418,0.4724964739069111,773,1543,0.5009721322099806,219,391,1312,0.5483993902439024,0.20833333333333331
25,2020-02-21-19-wagner,36.8,7,5.3,2,104.6,68.0,17,0.479,47,0.40399999999999997,19,0.38299999999999995,18,0.611,11,25,200,86.2,29.6,8,16,56,,9.2,6,0.38299999999999995,18,0.389,7,48.1,25,0.504,22.6,16,29,0.414,12,0.138,4,"February 21, 2020",44.4,12,13.8,4,86.2,70.4,19,0.545,55,0.491,27,0.218,12,0.667,8,19,200,104.6,32.0,8,16,68,,13.8,9,0.309,17,0.353,6,51.9,27,0.56,18.8,14,38,0.5529999999999999,21,0.26899999999999996,7,"Spiro Sports Center, Staten Island, New York",CENTRAL-CONNECTICUT-STATE,Central Connecticut,65.1,Home,WAGNER,Wagner,Wagner,northeast,25,True,False,True,Home,True,6,21,55,27,52,7,12,47,1,0,181,425,1470,0.4738095238095238,805,1605,0.5015576323987538,224,410,1369,0.5449233016800584,0.24
26,2020-02-23-16-st-francis-ny,40.7,11,7.5,3,95.9,67.5,27,0.5,59,0.45799999999999996,27,0.40700000000000003,24,0.667,16,19,225,101.4,28.1,9,21,75,,5.4,4,0.271,16,0.313,5,50.0,36,0.5329999999999999,14.7,12,43,0.512,22,0.29600000000000004,8,"February 23, 2020",39.1,9,9.3,4,101.4,71.9,23,0.39799999999999996,64,0.359,23,0.42200000000000004,27,0.741,20,16,225,95.9,32.5,13,19,71,,9.5,7,0.375,24,0.20800000000000002,5,50.0,36,0.462,11.6,10,40,0.45,18,0.429,12,"Pope Physical Education Center, Brooklyn Heights, New York",ST-FRANCIS-NY,St. Francis (NY),65.4,Away,WAGNER,Wagner,Wagner,northeast,26,False,False,False,Away,True,5,22,59,36,72,5,18,64,1,0,187,446,1525,0.4763934426229508,832,1657,0.5021122510561256,231,422,1416,0.542725988700565,0.2692307692307692
