,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,EASTERN-MICHIGAN_homegame,EASTERN-MICHIGAN_homegame2,EASTERN-MICHIGAN_home,EASTERN-MICHIGAN_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-21-19-michigan-state,50.0,8,6.9,2,127.8,69.7,23,0.261,67,0.239,16,0.44799999999999995,30,0.433,13,2,200,60.8,27.3,15,23,48,,11.4,9,0.433,29,0.10300000000000001,3,43.2,38,0.295,13.9,13,38,0.342,13,0.818,9,"December 21, 2019",84.4,27,23.7,9,60.8,72.7,40,0.669,59,0.542,32,0.525,31,0.71,22,3,200,127.8,30.3,10,25,101,15.0,6.3,5,0.508,30,0.5,15,56.8,50,0.685,18.1,16,29,0.586,17,0.75,9,"Breslin Events Center, East Lansing, Michigan",EASTERN-MICHIGAN,Eastern Michigan,79.5,Home,MICHIGAN-STATE,Michigan State,Eastern Michigan,mac,10,False,False,False,Away,False,3,13,67,38,88,15,17,59,0,1,63,172,512,0.5205078125,316,608,0.5197368421052632,89,115,522,0.4760536398467433,0.9
11,2019-12-28-15-nevada-las-vegas,53.3,8,12.2,5,90.1,57.9,22,0.38799999999999996,49,0.306,15,0.408,20,0.55,11,3,200,69.0,18.4,7,19,49,,15.5,11,0.51,25,0.32,8,38.2,29,0.419,24.7,19,24,0.292,7,0.75,9,"December 28, 2019",68.2,15,16.7,4,69.0,81.6,31,0.414,58,0.379,22,0.379,22,0.727,16,8,200,90.1,42.1,16,15,64,,16.9,12,0.293,17,0.235,4,61.8,47,0.467,22.8,20,41,0.439,18,0.429,6,"Thomas & Mack Center, Las Vegas, Nevada",EASTERN-MICHIGAN,Eastern Michigan,71.5,Home,NEVADA-LAS-VEGAS,UNLV,Eastern Michigan,mac,11,False,False,False,Away,False,8,7,49,29,76,4,18,58,0,1,66,185,579,0.4905008635578584,354,696,0.5086206896551724,104,132,581,0.495697074010327,0.8181818181818182
12,2019-12-30-14-eastern-michigan,47.4,9,0.0,0,114.3,81.3,26,0.452,52,0.365,19,0.154,8,0.75,6,0,200,68.8,20.6,7,16,53,,3.9,3,0.5,26,0.34600000000000003,9,50.0,33,0.475,32.7,27,26,0.385,10,0.0,0,"December 30, 2019",57.1,20,15.4,4,68.8,79.4,27,0.588,68,0.515,35,0.191,13,0.615,8,3,200,114.3,18.8,6,11,88,,23.4,18,0.41200000000000003,28,0.35700000000000004,10,50.0,33,0.593,13.0,11,40,0.625,25,0.769,10,"Convocation Center, Ypsilanti, Michigan","Concordia (MI)
			","Concordia (MI)
			",77.5,Home,EASTERN-MICHIGAN,Eastern Michigan,Eastern Michigan,mac,12,True,False,True,Home,True,10,25,68,33,66,9,10,52,1,0,74,192,628,0.482484076433121,383,772,0.4961139896373057,108,150,639,0.4882629107981221,0.75
13,2020-01-04-12-eastern-michigan,58.3,14,3.2,1,71.4,61.8,21,0.6409999999999999,46,0.522,24,0.304,14,0.7140000000000001,10,3,200,109.5,21.7,5,19,69,,9.5,6,0.435,20,0.55,11,45.6,26,0.655,21.2,14,26,0.5,13,0.7859999999999999,11,"January 4, 2020",46.2,6,3.8,1,109.5,78.3,18,0.292,48,0.271,13,0.479,23,0.7390000000000001,17,4,200,71.4,38.2,13,18,45,,14.3,9,0.354,17,0.11800000000000001,2,54.4,31,0.382,24.6,19,31,0.355,11,0.7140000000000001,10,"Convocation Center, Ypsilanti, Michigan",EASTERN-MICHIGAN,Eastern Michigan,63.3,Away,AKRON,Akron,Eastern Michigan,mac,13,False,True,True,Home,False,2,11,48,31,57,11,13,46,0,1,84,217,696,0.49281609195402293,416,838,0.4964200477326969,117,160,691,0.4855282199710565,0.7692307692307693
14,2020-01-07-19-ohio,48.0,12,17.2,5,94.9,77.4,24,0.509,57,0.439,25,0.228,13,0.769,10,5,200,87.2,20.0,6,18,68,,21.8,17,0.368,21,0.381,8,49.2,30,0.5379999999999999,25.1,21,36,0.47200000000000003,17,0.667,10,"January 7, 2020",73.1,19,11.1,4,87.2,80.0,24,0.58,56,0.46399999999999997,26,0.304,17,0.529,9,6,200,94.9,22.6,7,14,74,,14.1,11,0.48200000000000004,27,0.48100000000000004,13,50.8,31,0.5770000000000001,24.0,20,29,0.44799999999999995,13,0.6,9,"Convocation Center, Athens, Ohio",EASTERN-MICHIGAN,Eastern Michigan,77.6,Home,OHIO,Ohio,Eastern Michigan,mac,14,False,False,False,Away,False,8,17,57,30,61,13,13,56,0,1,86,228,744,0.4798387096774194,447,895,0.4994413407821229,128,173,737,0.4952510176390774,0.7142857142857143
15,2020-01-11-16-northern-illinois,56.0,14,10.5,4,98.6,72.2,26,0.45899999999999996,61,0.41,25,0.27899999999999997,17,0.706,12,6,200,94.4,21.1,8,22,68,,11.1,8,0.41,25,0.24,6,45.9,34,0.4920000000000001,14.9,12,36,0.528,19,0.625,10,"January 11, 2020",78.3,18,0.0,0,94.4,78.9,30,0.473,56,0.41100000000000003,23,0.446,25,0.72,18,7,200,98.6,27.8,10,19,71,,11.1,8,0.321,18,0.389,7,54.1,40,0.523,16.3,13,38,0.42100000000000004,16,0.562,9,"Convocation Center, DeKalb, Illinois",EASTERN-MICHIGAN,Eastern Michigan,72.0,Home,NORTHERN-ILLINOIS,Northern Illinois,Eastern Michigan,mac,15,False,False,False,Away,False,6,19,61,34,74,7,16,56,0,1,94,245,801,0.4818976279650437,477,956,0.4989539748953975,141,186,793,0.5012610340479193,0.6666666666666666
16,2020-01-14-19-eastern-michigan,76.9,20,3.1,1,73.2,77.3,34,0.4920000000000001,61,0.426,26,0.295,18,0.5,9,7,200,97.2,19.4,7,21,69,,12.7,9,0.4920000000000001,30,0.267,8,51.3,41,0.496,12.7,10,31,0.581,18,0.588,10,"January 14, 2020",29.4,5,6.5,2,97.2,80.6,29,0.358,53,0.321,17,0.528,28,0.5,14,7,200,73.2,22.7,10,18,52,,9.9,7,0.396,21,0.19,4,48.8,39,0.392,17.7,14,32,0.406,13,0.588,10,"Convocation Center, Ypsilanti, Michigan",EASTERN-MICHIGAN,Eastern Michigan,71.4,Away,BALL-STATE,Ball State,Eastern Michigan,mac,16,False,True,True,Home,False,4,13,53,39,80,8,18,61,0,1,100,264,862,0.4802784222737819,511,1030,0.4961165048543689,148,202,849,0.4994110718492344,0.625
17,2020-01-18-14-eastern-michigan,65.0,13,7.7,3,76.3,85.7,36,0.434,53,0.377,20,0.509,27,0.519,14,8,200,78.9,24.3,9,15,60,,3.9,3,0.434,23,0.261,6,57.0,45,0.456,21.7,18,30,0.467,14,0.556,10,"January 18, 2020",27.3,6,6.7,2,78.9,75.7,28,0.38299999999999995,64,0.344,22,0.281,18,0.5,9,8,200,76.3,14.3,6,23,58,,14.5,11,0.391,25,0.2,5,43.0,34,0.4,13.3,11,39,0.436,17,0.556,10,"Convocation Center, Ypsilanti, Michigan",EASTERN-MICHIGAN,Eastern Michigan,76.2,Away,OHIO,Ohio,Eastern Michigan,mac,17,False,True,True,Home,False,5,17,64,34,79,6,14,53,0,1,104,277,915,0.4732240437158471,550,1110,0.4954954954954955,156,220,910,0.4989010989010989,0.5882352941176471
18,2020-01-21-19-bowling-green-state,13.6,3,11.4,4,83.8,82.1,32,0.469,49,0.449,22,0.408,20,0.65,13,9,200,79.7,13.8,4,15,59,,12.2,9,0.327,16,0.125,2,52.9,36,0.504,24.7,19,33,0.606,20,0.526,10,"January 21, 2020",52.2,12,9.1,3,79.7,86.2,25,0.429,63,0.365,23,0.20600000000000002,13,0.615,8,5,200,83.8,17.9,7,17,62,,10.8,8,0.444,28,0.28600000000000003,8,47.1,32,0.44799999999999995,14.9,12,35,0.429,15,0.737,14,"Stroh Center, Bowling Green, Ohio",EASTERN-MICHIGAN,Eastern Michigan,73.8,Home,BOWLING-GREEN-STATE,Bowling Green State,Eastern Michigan,mac,18,False,False,False,Away,False,2,20,49,36,68,8,15,63,0,1,109,294,979,0.4673135852911134,584,1189,0.4911690496215307,162,234,963,0.4953271028037383,0.5555555555555556
19,2020-01-25-14-miami-oh,47.6,10,21.9,7,112.3,73.1,19,0.522,46,0.457,21,0.565,26,0.769,20,10,200,104.6,25.9,7,14,68,,10.8,7,0.457,21,0.28600000000000003,6,49.1,26,0.583,19.6,14,25,0.6,15,0.5,10,"January 25, 2020",67.9,19,8.0,2,104.6,74.1,20,0.56,58,0.483,28,0.138,8,1.0,8,11,200,112.3,26.9,7,16,73,,12.3,8,0.44799999999999995,26,0.34600000000000003,9,50.9,27,0.591,14.0,10,32,0.594,19,0.45,9,"Millett Hall, Oxford, Ohio",EASTERN-MICHIGAN,Eastern Michigan,65.1,Home,MIAMI-OH,Miami (OH),Eastern Michigan,mac,19,False,False,False,Away,False,6,15,46,26,53,9,19,58,0,1,111,314,1028,0.4674124513618677,620,1257,0.4932378679395386,170,249,1026,0.4912280701754386,0.5263157894736842
20,2020-02-01-14-eastern-michigan,55.6,10,0.0,0,101.7,67.7,21,0.469,48,0.375,18,0.313,15,0.8,12,11,200,95.0,29.6,8,14,57,,5.0,3,0.563,27,0.33299999999999996,9,50.0,29,0.517,20.4,14,21,0.429,9,0.5,11,"February 1, 2020",34.8,8,14.3,3,95.0,70.4,19,0.53,50,0.46,23,0.34,17,0.47100000000000003,8,10,200,101.7,32.3,10,13,61,,16.7,10,0.32,16,0.43799999999999994,7,50.0,29,0.525,16.1,11,34,0.47100000000000003,16,0.524,11,"Convocation Center, Ypsilanti, Michigan",TOLEDO,Toledo,60.1,Home,EASTERN-MICHIGAN,Eastern Michigan,Eastern Michigan,mac,20,True,False,True,Home,True,7,16,50,29,58,9,9,48,1,0,117,329,1074,0.4697392923649907,646,1310,0.4931297709923664,179,268,1084,0.4949261992619926,0.5
21,2020-02-04-19-eastern-michigan,50.0,11,10.3,4,93.0,78.8,26,0.395,62,0.355,22,0.242,15,0.867,13,9,200,87.3,45.7,16,21,62,,9.9,7,0.452,28,0.179,5,61.8,42,0.44799999999999995,18.9,16,34,0.5,17,0.609,14,"February 4, 2020",29.2,7,17.6,6,87.3,54.3,19,0.46399999999999997,56,0.429,24,0.41100000000000003,23,0.609,14,10,200,93.0,21.2,7,16,66,,16.9,12,0.304,17,0.235,4,38.2,26,0.493,15.4,12,39,0.513,20,0.545,12,"Convocation Center, Ypsilanti, Michigan",BUFFALO,Buffalo,70.5,Home,EASTERN-MICHIGAN,Eastern Michigan,Eastern Michigan,mac,21,True,False,True,Home,True,4,20,56,26,68,5,17,62,1,0,124,345,1124,0.4724199288256228,675,1368,0.4934210526315789,188,277,1132,0.4938162544169611,0.5238095238095238
22,2020-02-08-14-akron,36.8,7,13.0,3,89.4,81.8,27,0.526,38,0.5,19,1.0,38,0.474,18,11,200,87.9,18.5,5,24,58,,10.6,7,0.289,11,0.182,2,53.3,32,0.517,19.2,13,27,0.63,17,0.522,12,"February 8, 2020",72.2,13,7.4,2,87.9,81.5,22,0.40399999999999997,52,0.34600000000000003,18,0.40399999999999997,21,0.81,17,6,200,89.4,18.2,6,28,59,,3.0,2,0.5579999999999999,29,0.207,6,46.7,28,0.47600000000000003,15.2,11,23,0.522,12,0.7390000000000001,17,"James A. Rhodes Arena, Akron, Ohio",EASTERN-MICHIGAN,Eastern Michigan,65.5,Home,AKRON,Akron,Eastern Michigan,mac,22,False,False,False,Away,False,2,17,38,32,60,6,12,52,0,1,128,365,1180,0.4720338983050848,701,1436,0.4881615598885794,193,294,1194,0.4886934673366834,0.5454545454545454
23,2020-02-11-19-central-michigan,42.3,11,4.3,1,100.0,74.3,26,0.547,53,0.491,26,0.358,19,0.789,15,11,200,104.3,37.0,10,14,73,,7.1,5,0.34,18,0.33299999999999996,6,58.1,36,0.588,22.7,18,35,0.5710000000000001,20,0.542,13,"February 11, 2020",63.6,14,2.9,1,104.3,63.0,17,0.547,53,0.415,22,0.358,19,0.632,12,10,200,100.0,25.7,9,21,70,,17.1,12,0.5660000000000001,30,0.467,14,41.9,26,0.564,21.7,17,23,0.348,8,0.565,13,"McGuirk Arena, Mt. Pleasant, Michigan",CENTRAL-MICHIGAN,Central Michigan,70.0,Away,EASTERN-MICHIGAN,Eastern Michigan,Eastern Michigan,mac,23,False,False,False,Away,True,6,20,53,36,62,14,8,53,1,0,130,382,1218,0.4737274220032841,733,1496,0.4899732620320856,199,306,1246,0.4851524879614768,0.5217391304347826
24,2020-02-15-14-eastern-michigan,61.1,11,9.7,3,113.1,76.2,16,0.466,44,0.409,18,0.318,14,0.7140000000000001,10,14,200,83.6,32.0,8,14,51,,6.6,4,0.4320000000000001,19,0.263,5,52.2,24,0.503,26.4,18,25,0.52,13,0.44,11,"February 15, 2020",48.1,13,8.0,2,83.6,68.0,17,0.598,51,0.529,27,0.255,13,0.615,8,11,200,113.1,23.8,5,17,69,,18.0,11,0.392,20,0.35,7,47.8,22,0.603,15.0,10,31,0.645,20,0.56,14,"Convocation Center, Ypsilanti, Michigan",WESTERN-MICHIGAN,Western Michigan,61.4,Home,EASTERN-MICHIGAN,Eastern Michigan,Eastern Michigan,mac,24,True,False,True,Home,True,7,20,51,22,46,5,13,44,1,0,136,402,1271,0.4767899291896145,769,1558,0.4935815147625161,213,314,1299,0.4876828329484218,0.5416666666666666
25,2020-02-18-19-eastern-michigan,68.8,11,6.3,2,106.1,67.9,19,0.336,55,0.29100000000000004,16,0.364,20,0.6,12,9,200,74.2,34.2,13,23,49,,3.0,2,0.564,31,0.161,5,48.5,32,0.38,19.0,15,24,0.45799999999999996,11,0.654,17,"February 18, 2020",26.1,6,4.2,1,74.2,65.8,25,0.5429999999999999,46,0.5,23,0.674,31,0.645,20,11,200,106.1,32.1,9,19,70,,6.1,4,0.304,14,0.28600000000000003,4,51.5,34,0.5760000000000001,17.9,13,32,0.594,19,0.5770000000000001,15,"Convocation Center, Ypsilanti, Michigan",KENT-STATE,Kent State,65.6,Home,EASTERN-MICHIGAN,Eastern Michigan,Eastern Michigan,mac,25,True,False,True,Home,True,4,19,46,34,66,5,11,55,1,0,143,422,1322,0.4814674735249622,791,1604,0.493142144638404,218,327,1343,0.4869694713328369,0.56
26,2020-02-22-13-ball-state,33.3,8,15.8,3,110.3,70.0,14,0.5,51,0.47100000000000003,24,0.17600000000000002,9,0.444,4,12,200,94.8,21.4,6,9,55,,15.5,9,0.275,14,0.214,3,41.7,20,0.498,14.1,9,37,0.568,21,0.556,15,"February 22, 2020",82.6,19,5.4,2,94.8,78.6,22,0.6559999999999999,45,0.511,23,0.156,7,0.7140000000000001,5,12,200,110.3,30.0,6,11,64,,10.3,6,0.578,26,0.5,13,58.3,28,0.662,23.8,15,19,0.526,10,0.556,15,"Worthen Arena, Muncie, Indiana",EASTERN-MICHIGAN,Eastern Michigan,57.8,Home,BALL-STATE,Ball State,Eastern Michigan,mac,26,False,False,False,Away,False,3,21,51,20,48,13,10,45,0,1,147,441,1368,0.4835526315789474,825,1670,0.4940119760479042,223,338,1398,0.4810443490701001,0.5769230769230769
