,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,KENT-STATE_homegame,KENT-STATE_homegame2,KENT-STATE_home,KENT-STATE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-17-19-north-carolina-at,63.0,17,6.7,3,88.8,60.0,24,0.485,66,0.409,27,0.485,32,0.6559999999999999,21,2,225,106.3,26.8,11,23,85,,3.8,3,0.5,33,0.303,10,43.2,35,0.523,11.1,10,33,0.515,17,0.818,9,"December 17, 2019",59.1,13,9.1,3,106.3,73.2,30,0.42100000000000004,63,0.349,22,0.381,24,0.75,18,9,225,88.8,40.0,16,25,71,,5.0,4,0.28600000000000003,18,0.5,9,56.8,46,0.47700000000000004,22.2,21,45,0.289,13,0.25,3,"Don Haskins Center, El Paso, Texas",NORTH-CAROLINA-AT,North Carolina A&T,70.9,Away,KENT-STATE,Kent State,Kent State,mac,10,False,False,False,Away,True,10,17,66,35,81,9,13,63,1,0,89,201,644,0.5194099378881988,359,670,0.5358208955223881,69,161,598,0.4423076923076923,0.8
11,2019-12-21-19-kent-state,52.4,11,6.1,2,149.3,61.5,16,0.452,52,0.40399999999999997,21,0.442,23,0.7390000000000001,17,8,200,92.8,12.1,4,21,64,,2.9,2,0.327,17,0.294,5,33.9,20,0.509,16.2,12,35,0.457,16,0.33299999999999996,4,"December 21, 2019",48.6,17,8.6,3,92.8,87.9,29,0.68,61,0.574,35,0.41,25,0.8,20,2,200,149.3,38.5,10,22,103,,8.7,6,0.45899999999999996,28,0.46399999999999997,13,66.1,39,0.7070000000000001,6.5,5,33,0.667,22,0.833,10,"Memorial Athletic & Convocation Center, Kent, Ohio",HAMPTON,Hampton,69.4,Home,KENT-STATE,Kent State,Kent State,mac,11,True,False,True,Home,True,13,22,61,39,59,5,16,52,1,0,99,218,710,0.5161971830985915,394,751,0.5246338215712384,78,174,661,0.4402420574886536,0.8181818181818182
12,2019-12-30-20-mississippi-state,40.0,10,2.3,1,128.0,61.5,16,0.45899999999999996,61,0.41,25,0.262,16,0.75,12,3,200,90.7,25.0,9,26,68,,9.3,7,0.377,23,0.261,6,40.3,25,0.496,17.1,14,38,0.5,19,0.769,10,"December 30, 2019",61.3,19,13.2,5,90.7,75.0,27,0.598,56,0.5539999999999999,31,0.679,38,0.763,29,3,200,128.0,38.5,10,18,96,,9.3,7,0.23199999999999998,13,0.385,5,59.7,37,0.648,14.2,12,43,0.605,26,0.75,9,"Humphrey Coliseum, Starkville, Mississippi",KENT-STATE,Kent State,74.8,Home,MISSISSIPPI-STATE,Mississippi State,Kent State,mac,12,False,False,False,Away,False,6,19,61,25,62,5,26,56,0,1,112,240,771,0.5291828793774319,433,810,0.5345679012345679,83,190,713,0.44109396914446,0.8333333333333334
13,2020-01-03-21-bowling-green-state,50.0,15,2.6,1,82.4,83.3,30,0.5670000000000001,60,0.5,30,0.267,16,0.688,11,3,200,106.8,16.1,5,17,79,,9.5,7,0.28300000000000003,17,0.47100000000000003,8,52.2,35,0.584,15.2,12,43,0.512,22,0.7859999999999999,11,"January 3, 2020",26.9,7,2.3,1,106.8,83.9,26,0.444,62,0.419,26,0.19399999999999998,12,0.5,6,5,200,82.4,16.7,6,17,61,,2.7,2,0.371,23,0.13,3,47.8,32,0.451,14.1,11,39,0.59,23,0.643,9,"Stroh Center, Bowling Green, Ohio",BOWLING-GREEN-STATE,Bowling Green State,73.7,Away,KENT-STATE,Kent State,Kent State,mac,13,False,False,False,Away,True,8,22,60,35,67,3,23,62,1,0,118,259,832,0.5240384615384616,458,872,0.5252293577981652,88,216,769,0.4525357607282184,0.7692307692307693
14,2020-01-07-19-kent-state,70.8,17,0.0,0,120.0,57.7,15,0.5,60,0.4,24,0.35,21,0.81,17,7,200,110.0,37.5,12,14,77,,7.1,5,0.45,27,0.444,12,46.6,27,0.55,15.8,13,33,0.364,12,0.5329999999999999,8,"January 7, 2020",45.5,15,9.1,3,110.0,62.5,20,0.595,63,0.524,33,0.159,10,0.9,9,3,200,120.0,42.3,11,17,84,,10.0,7,0.302,19,0.474,9,53.4,31,0.62,15.1,12,44,0.545,24,0.8,12,"Memorial Athletic & Convocation Center, Kent, Ohio",TOLEDO,Toledo,69.9,Home,KENT-STATE,Kent State,Kent State,mac,14,True,False,True,Home,True,9,24,63,31,58,12,12,60,1,0,126,281,892,0.5269058295964125,493,939,0.5250266240681576,91,239,831,0.4518652226233454,0.7857142857142857
15,2020-01-11-15-kent-state,53.8,14,7.9,3,103.9,71.4,25,0.469,64,0.406,26,0.313,20,0.65,13,7,200,96.1,18.9,7,22,73,,9.2,7,0.344,22,0.364,8,44.4,32,0.4970000000000001,14.2,12,42,0.429,18,0.562,9,"January 11, 2020",55.6,15,7.1,3,96.1,81.1,30,0.534,59,0.45799999999999996,27,0.40700000000000003,24,0.667,16,3,200,103.9,28.6,10,24,79,,7.9,6,0.35600000000000004,21,0.429,9,55.6,40,0.561,16.8,14,38,0.474,18,0.812,13,"Memorial Athletic & Convocation Center, Kent, Ohio",CENTRAL-MICHIGAN,Central Michigan,76.5,Home,KENT-STATE,Kent State,Kent State,mac,15,True,False,True,Home,True,9,18,59,40,72,8,18,64,1,0,135,305,955,0.5314136125654451,524,997,0.5255767301905717,103,251,891,0.4551066217732884,0.8
16,2020-01-14-19-miami-oh,57.7,15,10.7,3,106.9,81.5,22,0.6,55,0.473,26,0.273,15,0.5329999999999999,8,4,200,102.8,17.2,5,26,74,,6.9,5,0.545,30,0.467,14,48.2,27,0.596,21.6,17,25,0.48,12,0.765,13,"January 14, 2020",47.8,11,8.0,2,102.8,82.8,24,0.5870000000000001,46,0.5,23,0.7609999999999999,35,0.657,23,9,200,106.9,18.5,5,18,77,,6.9,5,0.391,18,0.444,8,51.8,29,0.615,16.3,12,28,0.536,15,0.47100000000000003,8,"Millett Hall, Oxford, Ohio",KENT-STATE,Kent State,71.9,Home,MIAMI-OH,Miami (OH),Kent State,mac,16,False,False,False,Away,False,14,12,55,27,56,8,15,46,0,1,144,323,1014,0.5315581854043393,564,1069,0.5275958840037418,111,269,955,0.456020942408377,0.8125
17,2020-01-18-16-western-michigan,52.0,13,9.1,4,103.1,63.0,17,0.509,55,0.455,25,0.145,8,0.875,7,5,200,96.9,32.1,9,16,63,,9.2,6,0.345,19,0.316,6,47.3,26,0.536,18.2,13,36,0.528,19,0.722,13,"January 18, 2020",64.0,16,2.8,1,96.9,67.9,19,0.467,61,0.41,25,0.23,14,0.7140000000000001,10,9,200,103.1,37.0,10,15,67,,10.8,7,0.27899999999999997,17,0.41200000000000003,7,52.7,29,0.495,13.0,10,44,0.409,18,0.5,9,"University Arena, Kalamazoo, Michigan",KENT-STATE,Kent State,65.2,Home,WESTERN-MICHIGAN,Western Michigan,Kent State,mac,17,False,False,False,Away,False,6,19,55,26,55,7,18,61,0,1,158,335,1069,0.5350795135640786,591,1125,0.5253333333333333,119,284,1001,0.4620379620379621,0.7647058823529411
18,2020-01-21-19-kent-state,30.8,8,9.7,3,101.5,80.6,29,0.509,58,0.44799999999999995,26,0.36200000000000004,21,0.81,17,9,200,111.8,41.9,13,18,76,,7.4,5,0.259,15,0.467,7,62.7,42,0.5589999999999999,14.1,11,43,0.442,19,0.526,10,"January 21, 2020",48.0,12,16.3,7,111.8,58.1,18,0.4920000000000001,61,0.41,25,0.24600000000000002,15,0.6,9,6,200,101.5,19.4,7,19,69,,7.4,5,0.4920000000000001,30,0.33299999999999996,10,37.3,25,0.506,11.7,9,31,0.484,15,0.684,13,"Memorial Athletic & Convocation Center, Kent, Ohio",KENT-STATE,Kent State,68.1,Away,NORTHERN-ILLINOIS,Northern Illinois,Kent State,mac,18,False,True,True,Home,False,10,15,61,25,67,7,19,58,0,1,164,354,1124,0.5338078291814946,617,1180,0.5228813559322034,126,302,1062,0.4623352165725047,0.7222222222222222
19,2020-01-24-18-buffalo,37.0,10,17.5,7,91.7,63.2,24,0.517,60,0.45,27,0.133,8,1.0,8,6,200,97.2,34.5,10,16,70,,15.3,11,0.3670000000000001,22,0.364,8,50.7,34,0.5489999999999999,20.1,16,38,0.5,19,0.7,14,"January 24, 2020",51.9,14,10.5,4,97.2,65.5,19,0.47700000000000004,65,0.415,27,0.138,9,0.444,4,7,200,91.7,36.8,14,15,66,,9.7,7,0.385,25,0.32,8,49.3,33,0.47600000000000003,20.7,18,40,0.475,19,0.65,13,"Alumni Arena, Buffalo, New York",BUFFALO,Buffalo,71.5,Away,KENT-STATE,Kent State,Kent State,mac,19,False,False,False,Away,True,8,19,60,34,67,8,19,65,1,0,174,369,1185,0.5316455696202531,642,1247,0.5148356054530874,133,321,1120,0.4647321428571429,0.6842105263157895
20,2020-01-28-19-toledo,36.0,9,17.1,6,101.4,71.9,23,0.536,55,0.455,25,0.545,30,0.8,24,6,200,120.3,25.8,8,13,83,,14.5,10,0.4,22,0.409,9,49.2,31,0.599,9.3,7,33,0.485,16,0.7140000000000001,15,"January 28, 2020",57.1,16,3.0,1,120.3,74.2,23,0.525,61,0.45899999999999996,28,0.131,8,0.75,6,10,200,101.4,28.1,9,21,70,,2.9,2,0.426,26,0.308,8,50.8,32,0.54,17.8,14,35,0.5710000000000001,20,0.524,11,"John F. Savage Hall, Toledo, Ohio",TOLEDO,Toledo,69.0,Away,KENT-STATE,Kent State,Kent State,mac,20,False,False,False,Away,True,9,16,55,31,63,8,20,61,1,0,182,388,1245,0.5309236947791165,676,1314,0.5144596651445966,141,340,1185,0.4654008438818565,0.7
21,2020-01-31-18-kent-state,50.0,12,5.1,2,104.6,63.6,21,0.45799999999999996,60,0.4,24,0.233,14,0.857,12,6,200,103.1,45.5,15,16,67,,6.2,4,0.35,21,0.33299999999999996,7,54.5,36,0.503,17.5,14,39,0.436,17,0.727,16,"January 31, 2020",41.7,10,10.3,4,103.1,54.5,18,0.491,57,0.42100000000000004,24,0.263,15,0.8,12,6,200,104.6,36.4,12,18,68,,12.3,8,0.316,18,0.444,8,45.5,30,0.53,15.9,12,39,0.41,16,0.727,16,"Memorial Athletic & Convocation Center, Kent, Ohio",AKRON,Akron,64.9,Home,KENT-STATE,Kent State,Kent State,mac,21,True,False,True,Home,True,8,16,57,30,66,7,17,60,1,0,191,404,1300,0.5311538461538462,707,1377,0.5134350036310821,149,360,1246,0.4682985553772071,0.7142857142857143
22,2020-02-04-19-kent-state,63.2,12,12.5,5,79.4,71.8,28,0.414,58,0.32799999999999996,19,0.379,22,0.636,14,9,200,91.2,27.5,11,16,62,,7.4,5,0.466,27,0.37,10,49.4,39,0.45299999999999996,15.1,12,31,0.29,9,0.591,13,"February 4, 2020",43.5,10,6.5,2,91.2,72.5,29,0.392,60,0.38299999999999995,23,0.25,15,0.467,7,7,200,79.4,28.2,11,19,54,,7.4,5,0.33299999999999996,20,0.05,1,50.6,40,0.402,14.2,11,40,0.55,22,0.696,16,"Memorial Athletic & Convocation Center, Kent, Ohio",KENT-STATE,Kent State,68.3,Away,BALL-STATE,Ball State,Kent State,mac,22,False,True,True,Home,False,1,22,60,40,79,10,9,58,0,1,199,420,1357,0.5294767870302137,737,1443,0.5107415107415108,156,377,1306,0.4678407350689127,0.7272727272727273
23,2020-02-07-19-northern-illinois,66.7,12,4.9,2,91.9,77.1,27,0.429,49,0.3670000000000001,18,0.429,21,0.5710000000000001,12,8,200,87.1,33.3,12,14,54,,6.5,4,0.49,24,0.25,6,54.9,39,0.45799999999999996,20.5,15,25,0.48,12,0.667,16,"February 7, 2020",47.8,11,4.0,1,87.1,66.7,24,0.447,57,0.40399999999999997,23,0.193,11,0.545,6,9,200,91.9,22.9,8,16,57,,8.1,5,0.281,16,0.313,5,45.1,32,0.45799999999999996,11.5,8,41,0.439,18,0.625,15,"Convocation Center, DeKalb, Illinois",KENT-STATE,Kent State,62.1,Home,NORTHERN-ILLINOIS,Northern Illinois,Kent State,mac,23,False,False,False,Away,False,6,12,49,39,71,5,18,57,0,1,200,442,1417,0.5236414961185604,777,1522,0.5105124835742444,166,386,1364,0.4655425219941349,0.6956521739130435
24,2020-02-15-13-kent-state,74.1,20,0.0,0,122.5,79.2,19,0.5539999999999999,56,0.48200000000000004,27,0.304,17,0.588,10,13,200,101.4,33.3,10,14,72,,11.3,8,0.41100000000000003,23,0.348,8,53.7,29,0.562,22.1,18,33,0.5760000000000001,19,0.48,12,"February 15, 2020",57.7,15,9.1,3,101.4,66.7,20,0.7040000000000001,49,0.531,26,0.449,22,0.818,18,8,200,122.5,20.8,5,15,87,,12.7,9,0.633,31,0.5479999999999999,17,46.3,25,0.732,21.4,16,18,0.5,9,0.68,17,"Memorial Athletic & Convocation Center, Kent, Ohio",OHIO,Ohio,71.3,Home,KENT-STATE,Kent State,Kent State,mac,24,True,False,True,Home,True,17,9,49,25,54,8,19,56,1,0,206,454,1466,0.5204638472032742,816,1593,0.512241054613936,171,404,1421,0.4648135116115412,0.6666666666666666
25,2020-02-18-19-eastern-michigan,68.8,11,6.3,2,106.1,67.9,19,0.336,55,0.29100000000000004,16,0.364,20,0.6,12,9,200,74.2,34.2,13,23,49,,3.0,2,0.564,31,0.161,5,48.5,32,0.38,19.0,15,24,0.45799999999999996,11,0.654,17,"February 18, 2020",26.1,6,4.2,1,74.2,65.8,25,0.5429999999999999,46,0.5,23,0.674,31,0.645,20,11,200,106.1,32.1,9,19,70,,6.1,4,0.304,14,0.28600000000000003,4,51.5,34,0.5760000000000001,17.9,13,32,0.594,19,0.5770000000000001,15,"Convocation Center, Ypsilanti, Michigan",KENT-STATE,Kent State,65.6,Home,EASTERN-MICHIGAN,Eastern Michigan,Kent State,mac,25,False,False,False,Away,False,5,11,55,32,66,4,19,46,0,1,223,463,1515,0.5264026402640264,841,1647,0.5106253794778385,179,423,1477,0.468178740690589,0.68
26,2020-02-21-19-kent-state,45.7,16,1.9,1,108.9,68.6,24,0.574,74,0.473,35,0.33799999999999997,25,0.76,19,9,250,115.6,40.0,14,23,104,,6.7,6,0.419,31,0.484,15,54.3,38,0.606,15.8,16,43,0.465,20,0.667,18,"February 21, 2020",34.2,13,9.3,4,115.6,60.0,21,0.547,75,0.507,38,0.293,22,0.727,16,10,250,108.9,31.4,11,22,98,,6.7,6,0.293,22,0.273,6,45.7,32,0.573,16.7,17,53,0.604,32,0.63,17,"Memorial Athletic & Convocation Center, Kent, Ohio",KENT-STATE,Kent State,71.7,Away,BUFFALO,Buffalo,Kent State,mac,26,False,True,True,Home,False,6,32,75,32,70,15,20,74,0,1,228,474,1570,0.5197452229299363,873,1713,0.5096322241681261,183,442,1523,0.4704530531845042,0.6538461538461539
