,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,WILLIAM-MARY_homegame,WILLIAM-MARY_homegame2,WILLIAM-MARY_home,WILLIAM-MARY_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-12-15-12-william-mary,61.5,8,8.5,4,123.3,44.4,20,0.233,58,0.22399999999999998,13,0.069,4,0.75,3,0,200,41.1,7.5,3,15,30,,5.5,4,0.293,17,0.059000000000000004,1,27.1,23,0.25,22.1,17,41,0.293,12,0.0,0,"December 15, 2019",46.9,15,24.4,10,41.1,92.5,37,0.461,77,0.41600000000000004,32,0.33799999999999997,26,0.731,19,3,200,123.3,55.6,25,7,90,,15.1,11,0.39,30,0.233,7,72.9,62,0.504,8.3,8,47,0.532,25,0.727,8,"Kaplan Arena at William and Mary Hall, Williamsburg, Virginia","Goucher
			","Goucher
			",73.1,Home,WILLIAM-MARY,William & Mary,William & Mary,colonial,10,True,False,True,Home,True,7,25,77,62,85,1,12,58,1,0,83,179,552,0.5498188405797102,328,634,0.5173501577287066,60,203,622,0.4710610932475885,0.7
11,2019-12-19-19-saint-josephs,62.5,15,5.0,1,115.1,85.3,29,0.45899999999999996,61,0.39299999999999996,24,0.262,16,0.813,13,4,200,94.5,16.7,6,17,69,,6.8,5,0.426,26,0.308,8,50.0,35,0.503,12.8,10,35,0.457,16,0.667,8,"December 19, 2019",63.0,17,11.4,4,94.5,83.3,30,0.556,63,0.429,27,0.302,19,0.737,14,9,200,115.1,14.7,5,14,84,,6.8,5,0.6829999999999999,43,0.3720000000000001,16,50.0,35,0.583,7.8,6,20,0.55,11,0.25,3,"Hagan Arena, Philadelphia, Pennsylvania",WILLIAM-MARY,William & Mary,72.8,Home,SAINT-JOSEPHS,St. Joseph's,William & Mary,colonial,11,False,False,False,Away,False,8,16,61,35,70,16,11,63,0,1,90,204,629,0.5389507154213037,390,719,0.5424200278164116,61,215,680,0.4507352941176471,0.7272727272727273
12,2019-12-22-13-saint-francis-pa,40.7,11,12.5,5,111.4,78.8,26,0.583,54,0.5,27,0.33299999999999996,18,0.5,9,5,200,102.9,34.5,10,22,72,,4.3,3,0.40700000000000003,22,0.409,9,58.1,36,0.5760000000000001,21.5,17,32,0.563,18,0.615,8,"December 22, 2019",25.0,7,6.3,2,102.9,65.5,19,0.534,59,0.475,28,0.35600000000000004,21,0.7140000000000001,15,4,200,111.4,21.2,7,20,78,,15.7,11,0.322,19,0.368,7,41.9,26,0.565,10.5,8,40,0.525,21,0.636,7,"St. Elizabeths East Entertainment & Sports Arena, Washington, District of Columbia",WILLIAM-MARY,William & Mary,69.8,Home,SAINT-FRANCIS-PA,Saint Francis (PA),William & Mary,colonial,12,False,False,False,Away,False,9,18,54,36,62,7,21,59,0,1,98,220,690,0.5318840579710145,425,789,0.5386565272496832,77,226,743,0.4596231493943472,0.6666666666666666
13,2019-12-30-19-elon,51.9,14,6.7,2,112.3,76.9,20,0.598,51,0.529,27,0.33299999999999996,17,0.765,13,5,200,113.8,9.5,2,14,74,,9.2,6,0.373,19,0.368,7,46.8,22,0.626,14.6,10,32,0.625,20,0.643,9,"December 30, 2019",44.4,12,3.1,1,113.8,90.5,19,0.593,54,0.5,27,0.222,12,0.75,9,10,200,112.3,23.1,6,16,73,,3.1,2,0.444,24,0.41700000000000004,10,53.2,25,0.611,14.4,10,30,0.5670000000000001,17,0.28600000000000003,4,"Schar Center, Elon, North Carolina",ELON,Elon,65.4,Away,WILLIAM-MARY,William & Mary,William & Mary,colonial,13,False,False,False,Away,True,7,20,51,22,47,10,17,54,1,0,107,238,744,0.5356182795698925,461,851,0.5417156286721504,84,247,802,0.4650872817955112,0.6153846153846154
14,2020-01-02-19-hofstra,42.9,15,7.1,3,84.7,63.8,30,0.688,56,0.625,35,0.214,12,0.917,11,5,200,122.2,21.1,4,21,88,,8.3,6,0.33899999999999997,19,0.368,7,51.5,34,0.713,17.5,13,37,0.757,28,0.667,10,"January 2, 2020",34.8,8,0.0,0,122.2,78.9,15,0.373,67,0.34299999999999997,23,0.34299999999999997,23,0.478,11,5,200,84.7,36.2,17,12,61,,6.9,5,0.373,25,0.16,4,48.5,32,0.391,14.4,13,42,0.452,19,0.688,11,"Mack Sports Complex, Hempstead, New York",HOFSTRA,Hofstra,72.3,Away,WILLIAM-MARY,William & Mary,William & Mary,colonial,14,False,False,False,Away,True,7,28,56,34,66,4,19,67,1,0,114,258,795,0.539622641509434,483,898,0.5378619153674833,94,264,856,0.4731308411214954,0.6428571428571429
15,2020-01-04-16-northeastern,37.9,11,4.7,2,97.0,83.9,26,0.613,53,0.547,29,0.038,2,0.5,1,5,200,100.0,28.0,7,11,66,,3.0,2,0.34,18,0.389,7,58.9,33,0.612,24.0,17,35,0.629,22,0.688,11,"January 4, 2020",40.7,11,5.7,2,100.0,72.0,18,0.484,62,0.435,27,0.081,5,0.8,4,7,200,97.0,16.1,5,12,64,,16.7,11,0.306,19,0.316,6,41.1,23,0.4970000000000001,11.1,8,43,0.488,21,0.562,9,"Matthews Arena, Boston, Massachusetts",NORTHEASTERN,Northeastern,65.7,Away,WILLIAM-MARY,William & Mary,William & Mary,colonial,15,False,False,False,Away,True,7,22,53,33,56,6,21,62,1,0,121,286,851,0.5493537015276145,517,964,0.5363070539419087,98,283,923,0.4658721560130011,0.6666666666666666
16,2020-01-09-19-william-mary,38.1,8,5.9,2,111.3,64.5,20,0.40700000000000003,59,0.35600000000000004,21,0.33899999999999997,20,0.75,15,13,200,88.7,18.9,7,20,63,,11.3,8,0.33899999999999997,20,0.3,6,39.7,27,0.46,11.7,9,39,0.385,15,0.278,5,"January 9, 2020",68.0,17,2.6,1,88.7,81.1,30,0.509,56,0.446,25,0.446,25,0.88,22,5,200,111.3,35.5,11,13,79,,7.0,5,0.39299999999999996,22,0.318,7,60.3,41,0.5820000000000001,18.3,15,34,0.529,18,0.706,12,"Kaplan Arena at William and Mary Hall, Williamsburg, Virginia",NORTH-CAROLINA-WILMINGTON,UNC Wilmington,71.2,Home,WILLIAM-MARY,William & Mary,William & Mary,colonial,16,True,False,True,Home,True,7,18,56,41,68,6,15,59,1,0,128,308,904,0.5530973451327433,550,1020,0.5392156862745098,104,304,985,0.467005076142132,0.6875
17,2020-01-11-14-william-mary,36.8,7,14.7,5,108.1,77.4,24,0.391,55,0.345,19,0.309,17,0.765,13,7,200,90.3,25.0,9,18,56,,4.8,3,0.364,20,0.25,5,49.3,33,0.444,11.4,8,35,0.4,14,0.611,11,"January 11, 2020",65.2,15,8.6,3,90.3,75.0,27,0.509,54,0.426,23,0.33299999999999996,18,0.667,12,5,200,108.1,22.6,7,18,67,,6.5,4,0.37,20,0.45,9,50.7,34,0.536,8.8,6,34,0.41200000000000003,14,0.722,13,"Kaplan Arena at William and Mary Hall, Williamsburg, Virginia",COLLEGE-OF-CHARLESTON,College of Charleston,61.8,Home,WILLIAM-MARY,William & Mary,William & Mary,colonial,17,True,False,True,Home,True,9,14,54,34,67,5,14,55,1,0,135,326,960,0.5505208333333333,591,1088,0.5431985294117647,110,319,1044,0.4636015325670498,0.7058823529411765
18,2020-01-16-19-delaware,54.2,13,6.5,2,100.0,75.0,24,0.483,59,0.40700000000000003,24,0.39,23,0.87,20,5,200,113.2,34.4,11,12,77,,8.8,6,0.40700000000000003,24,0.375,9,54.7,35,0.551,9.2,7,35,0.429,15,0.737,14,"January 16, 2020",40.0,10,8.6,3,113.2,65.6,21,0.535,57,0.439,25,0.193,11,0.636,7,7,200,100.0,25.0,8,17,68,,5.9,4,0.456,26,0.423,11,45.3,29,0.546,19.5,15,31,0.452,14,0.632,12,"Bob Carpenter Center, Newark, Delaware",DELAWARE,Delaware,67.6,Away,WILLIAM-MARY,William & Mary,William & Mary,colonial,18,False,False,False,Away,True,9,15,59,35,64,11,14,57,1,0,144,340,1014,0.5483234714003945,625,1155,0.5411255411255411,115,333,1099,0.4599636032757052,0.7222222222222222
19,2020-01-18-14-drexel,40.9,9,10.8,4,127.3,72.7,16,0.415,59,0.373,22,0.18600000000000005,11,0.727,8,6,200,86.4,20.0,7,16,57,,4.5,3,0.373,22,0.22699999999999998,5,40.4,23,0.444,11.1,8,37,0.45899999999999996,17,0.7,14,"January 18, 2020",63.3,19,0.0,0,86.4,80.0,28,0.627,55,0.545,30,0.309,17,0.882,15,8,200,127.3,27.3,6,14,84,,10.6,7,0.327,18,0.5,9,59.6,34,0.6659999999999999,12.6,9,37,0.568,21,0.6,12,"Daskalakis Athletic Center, Philadelphia, Pennsylvania",WILLIAM-MARY,William & Mary,65.7,Home,DREXEL,Drexel,William & Mary,colonial,19,False,False,False,Away,False,5,17,59,23,57,9,21,55,0,1,153,355,1073,0.5447343895619757,660,1219,0.5414273995077933,126,347,1156,0.4636678200692042,0.7368421052631579
20,2020-01-23-19-william-mary,47.6,10,6.3,2,120.5,75.0,18,0.434,61,0.344,21,0.426,26,0.846,22,11,200,102.7,25.0,10,16,75,,15.1,11,0.475,29,0.379,11,43.8,28,0.511,11.1,9,32,0.313,10,0.42100000000000004,8,"January 23, 2020",69.7,23,37.5,12,102.7,75.0,30,0.684,57,0.579,33,0.24600000000000002,14,0.7140000000000001,10,6,200,120.5,25.0,6,19,88,,2.7,2,0.439,25,0.48,12,56.3,36,0.691,20.2,16,32,0.6559999999999999,21,0.7140000000000001,15,"Kaplan Arena at William and Mary Hall, Williamsburg, Virginia",JAMES-MADISON,James Madison,73.0,Home,WILLIAM-MARY,William & Mary,William & Mary,colonial,20,True,False,True,Home,True,12,21,57,36,64,11,10,61,1,0,158,372,1132,0.5379858657243817,683,1276,0.5352664576802508,135,368,1211,0.4710982658959538,0.7
21,2020-01-25-16-william-mary,34.6,9,13.8,4,92.1,81.5,22,0.5710000000000001,49,0.531,26,0.38799999999999996,19,0.737,14,9,200,111.1,32.0,8,16,70,,9.5,6,0.204,10,0.4,4,57.7,30,0.603,14.8,10,39,0.564,22,0.5710000000000001,12,"January 25, 2020",45.5,10,7.7,3,111.1,68.0,17,0.48,50,0.44,22,0.28,14,0.7140000000000001,10,7,200,92.1,18.5,5,19,58,,6.3,4,0.42,21,0.19,4,42.3,22,0.512,20.0,14,29,0.621,18,0.682,15,"Kaplan Arena at William and Mary Hall, Williamsburg, Virginia",WILLIAM-MARY,William & Mary,62.8,Away,TOWSON,Towson,William & Mary,colonial,21,False,True,True,Home,False,4,18,50,22,52,4,22,49,0,1,170,393,1189,0.5449957947855341,719,1340,0.5365671641791044,146,378,1272,0.4693396226415094,0.7142857142857143
22,2020-01-30-19-william-mary,41.7,10,2.9,1,89.4,76.7,23,0.49,52,0.462,24,0.26899999999999996,14,0.5,7,11,200,87.9,13.3,4,20,58,,10.6,7,0.212,11,0.273,3,45.0,27,0.494,17.1,12,41,0.512,21,0.5,11,"January 30, 2020",47.4,9,4.9,2,87.9,86.7,26,0.392,51,0.373,19,0.431,22,0.8640000000000001,19,7,200,89.4,23.3,7,16,59,,6.1,4,0.33299999999999996,17,0.11800000000000001,2,55.0,33,0.48,15.3,11,34,0.5,17,0.696,16,"Kaplan Arena at William and Mary Hall, Williamsburg, Virginia",NORTHEASTERN,Northeastern,66.1,Home,WILLIAM-MARY,William & Mary,William & Mary,colonial,22,True,False,True,Home,True,2,17,51,33,60,3,21,52,1,0,174,411,1239,0.5423728813559322,741,1392,0.5323275862068966,150,400,1321,0.4731264193792582,0.6818181818181818
23,2020-02-01-16-william-mary,43.8,14,10.5,4,90.9,68.8,22,0.636,59,0.542,32,0.203,12,0.667,8,7,200,125.8,19.2,5,12,83,,9.1,6,0.39,23,0.478,11,46.6,27,0.6409999999999999,9.8,7,36,0.583,21,0.708,17,"February 1, 2020",63.6,14,16.7,6,125.8,80.8,21,0.441,59,0.373,22,0.153,9,0.889,8,8,200,90.9,31.3,10,14,60,,6.1,4,0.35600000000000004,21,0.381,8,53.4,31,0.474,17.1,13,38,0.368,14,0.667,16,"Kaplan Arena at William and Mary Hall, Williamsburg, Virginia",WILLIAM-MARY,William & Mary,66.5,Away,HOFSTRA,Hofstra,William & Mary,colonial,23,False,True,True,Home,False,8,14,59,31,58,11,21,59,0,1,176,428,1290,0.5364341085271318,774,1452,0.5330578512396694,153,421,1373,0.4737800436999272,0.6956521739130435
24,2020-02-06-19-college-of-charleston,50.0,10,5.7,2,111.5,86.2,25,0.3670000000000001,60,0.33299999999999996,20,0.133,8,0.75,6,9,200,82.0,44.4,16,12,50,,1.6,1,0.38299999999999995,23,0.174,4,63.1,41,0.392,17.0,13,37,0.4320000000000001,16,0.64,16,"February 6, 2020",37.0,10,8.1,3,82.0,55.6,20,0.5529999999999999,57,0.474,27,0.12300000000000001,7,0.7140000000000001,5,9,200,111.5,13.8,4,10,68,,16.4,10,0.386,22,0.409,9,36.9,24,0.564,6.2,4,35,0.514,18,0.625,15,"TD Arena, Charleston, South Carolina",WILLIAM-MARY,William & Mary,60.6,Home,COLLEGE-OF-CHARLESTON,College of Charleston,William & Mary,colonial,24,False,False,False,Away,False,4,16,60,41,65,9,18,57,0,1,184,442,1349,0.5322461082283173,805,1510,0.5331125827814569,164,442,1432,0.4804469273743017,0.6666666666666666
25,2020-02-08-19-north-carolina-wilmington,48.0,12,4.7,2,106.1,83.9,26,0.58,50,0.5,25,0.2,10,0.6,6,10,200,97.0,25.0,6,19,64,,4.5,3,0.5,25,0.32,8,58.2,32,0.584,23.8,17,25,0.68,17,0.615,16,"February 8, 2020",38.5,10,12.0,3,97.0,75.0,18,0.509,54,0.48100000000000004,26,0.37,20,0.75,15,18,200,106.1,16.1,5,18,70,,21.2,14,0.204,11,0.273,3,41.8,23,0.551,11.3,8,43,0.535,23,0.308,8,"Trask Coliseum, Wilmington, North Carolina",WILLIAM-MARY,William & Mary,66.1,Home,NORTH-CAROLINA-WILMINGTON,UNC Wilmington,William & Mary,colonial,25,False,False,False,Away,False,8,17,50,32,55,3,23,54,0,1,188,458,1409,0.5251951738821861,846,1575,0.5371428571428571,173,460,1489,0.4832102081934184,0.64
26,2020-02-13-19-william-mary,58.3,14,5.9,2,110.0,84.4,27,0.527,55,0.436,24,0.382,21,0.667,14,13,200,102.9,11.4,4,25,72,,7.1,5,0.382,21,0.47600000000000003,10,46.3,31,0.5539999999999999,12.3,9,34,0.41200000000000003,14,0.5,13,"February 13, 2020",50.0,13,23.5,8,102.9,88.6,31,0.527,55,0.473,26,0.491,27,0.7040000000000001,19,10,200,110.0,15.6,5,20,77,,2.9,2,0.382,21,0.28600000000000003,6,53.7,36,0.568,9.5,7,34,0.588,20,0.63,17,"Kaplan Arena at William and Mary Hall, Williamsburg, Virginia",DREXEL,Drexel,69.9,Home,WILLIAM-MARY,William & Mary,William & Mary,colonial,26,True,False,True,Home,True,6,20,55,36,67,10,14,55,1,0,196,475,1459,0.5270733379026731,878,1630,0.5386503067484663,176,483,1543,0.4841218405703176,0.6153846153846154
