,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,NORTH-DAKOTA-STATE_homegame,NORTH-DAKOTA-STATE_homegame2,NORTH-DAKOTA-STATE_home,NORTH-DAKOTA-STATE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-15-20-north-dakota-state,46.4,13,4.2,1,101.4,90.9,20,0.455,67,0.418,28,0.149,10,0.6,6,6,200,91.8,20.5,8,22,67,,17.8,13,0.358,24,0.20800000000000002,5,45.9,28,0.467,12.3,10,43,0.535,23,0.4,4,"December 15, 2018",36.4,8,4.7,2,91.8,79.5,31,0.638,40,0.55,22,0.8,32,0.7190000000000001,23,7,200,101.4,9.1,2,14,74,,9.6,7,0.4,16,0.43799999999999994,7,54.1,33,0.67,26.0,19,24,0.625,15,0.364,4,"Scheels Center, Fargo, North Dakota",MISSOURI-STATE,Missouri State,73.0,Home,NORTH-DAKOTA-STATE,North Dakota State,North Dakota State,summit,10,True,False,True,Home,True,7,15,40,33,61,5,23,67,1,0,95,150,577,0.5069324090121318,271,603,0.4494195688225539,80,210,579,0.5699481865284974,0.3
11,2018-12-17-21-montana,47.1,8,0.0,0,100.0,85.2,23,0.452,42,0.405,17,0.405,17,0.882,15,8,200,88.3,13.0,3,18,53,,6.7,4,0.429,18,0.222,4,52.0,26,0.529,22.1,14,24,0.542,13,0.33299999999999996,4,"December 17, 2018",40.9,9,8.3,2,88.3,87.0,20,0.51,50,0.44,22,0.28,14,0.643,9,3,200,100.0,14.8,4,20,60,,5.0,3,0.34,17,0.41200000000000003,7,48.0,24,0.53,11.1,7,33,0.455,15,0.667,6,"Adams Center/Dahlberg Arena, Missoula, Montana",NORTH-DAKOTA-STATE,North Dakota State,60.4,Home,MONTANA,Montana,North Dakota State,summit,11,False,False,False,Away,False,4,13,42,26,50,7,15,50,0,1,102,165,617,0.5153970826580226,304,664,0.4578313253012048,85,233,646,0.5580495356037152,0.36363636363636365
12,2018-12-19-20-north-dakota-state,31.3,5,0.0,0,125.0,67.7,21,0.282,62,0.258,16,0.161,10,0.8,8,0,200,59.7,14.3,6,16,43,,8.3,6,0.32299999999999995,20,0.15,3,37.0,27,0.322,14.2,11,42,0.31,13,0.0,0,"December 19, 2018",43.8,14,7.1,3,59.7,85.7,36,0.573,62,0.516,32,0.32299999999999995,20,0.95,19,8,200,125.0,32.3,10,10,90,,6.9,5,0.387,24,0.292,7,63.0,46,0.629,13.4,11,38,0.6579999999999999,25,0.385,5,"Scheels Center, Fargo, North Dakota","Northland
			","Northland
			",72.1,Home,NORTH-DAKOTA-STATE,North Dakota State,North Dakota State,summit,12,True,False,True,Home,True,7,25,62,46,73,3,13,62,1,0,106,178,659,0.511380880121396,330,714,0.46218487394957986,92,248,696,0.5545977011494253,0.3333333333333333
13,2018-12-29-13-north-dakota-state,55.6,15,11.8,4,107.6,85.2,23,0.546,54,0.5,27,0.204,11,0.545,6,8,200,98.5,17.2,5,19,65,,1.5,1,0.204,11,0.455,5,50.0,28,0.5489999999999999,16.9,12,43,0.512,22,0.429,6,"December 29, 2018",50.0,12,9.3,4,98.5,82.8,24,0.5,56,0.429,24,0.33899999999999997,19,0.789,15,8,200,107.6,14.8,4,14,71,,9.1,6,0.39299999999999996,22,0.364,8,50.0,28,0.546,7.2,5,34,0.47100000000000003,16,0.429,6,"Scheels Center, Fargo, North Dakota",SOUTH-DAKOTA,South Dakota,66.1,Home,NORTH-DAKOTA-STATE,North Dakota State,North Dakota State,summit,13,True,False,True,Home,True,8,16,56,28,56,5,22,54,1,0,113,203,721,0.5166435506241331,376,787,0.4777636594663278,95,261,758,0.5323218997361477,0.38461538461538464
14,2018-12-30-17-north-dakota-state,33.3,12,10.3,3,117.6,78.6,22,0.631,65,0.5539999999999999,36,0.215,14,0.5710000000000001,8,7,225,121.6,20.7,6,21,90,,6.8,5,0.431,28,0.35700000000000004,10,49.1,28,0.628,12.3,10,37,0.703,26,0.588,10,"December 30, 2018",37.9,11,10.8,4,121.6,79.3,23,0.603,58,0.5,29,0.31,18,0.9440000000000001,17,9,225,117.6,21.4,6,15,87,,5.4,4,0.5,29,0.414,12,50.9,29,0.654,14.3,11,29,0.586,17,0.4,6,"Scheels Center, Fargo, North Dakota",NORTH-DAKOTA-STATE,North Dakota State,65.4,Away,IPFW,Purdue-Fort Wayne,North Dakota State,summit,14,False,True,True,Home,False,12,17,58,29,57,10,26,65,0,1,121,219,777,0.5154440154440154,404,843,0.4792408066429419,100,283,812,0.5332512315270936,0.42857142857142855
15,2019-01-02-20-nebraska-omaha,51.9,14,5.4,2,134.3,75.9,22,0.588,57,0.474,27,0.21100000000000002,12,0.833,10,10,200,114.9,19.4,6,15,77,,4.5,3,0.456,26,0.5,13,46.7,28,0.614,13.8,10,31,0.452,14,0.375,6,"January 2, 2019",52.9,18,6.5,2,114.9,80.6,25,0.648,61,0.557,34,0.24600000000000002,15,0.733,11,8,200,134.3,24.1,7,11,90,,6.0,4,0.39299999999999996,24,0.45799999999999996,11,53.3,32,0.6609999999999999,9.4,7,37,0.622,23,0.5,8,"Baxter Arena, Omaha, Nebraska",NORTH-DAKOTA-STATE,North Dakota State,67.4,Home,NEBRASKA-OMAHA,Omaha,North Dakota State,summit,15,False,False,False,Away,False,13,14,57,28,60,11,23,61,0,1,133,236,835,0.5215568862275449,433,900,0.4811111111111111,110,309,877,0.540478905359179,0.4
16,2019-01-06-15-north-dakota-state,40.0,8,2.6,1,123.2,81.0,17,0.402,56,0.35700000000000004,20,0.161,9,0.889,8,0,200,76.8,5.6,2,9,53,,5.8,4,0.304,17,0.294,5,33.3,19,0.44,16.7,12,39,0.385,15,0.0,0,"January 6, 2019",52.9,18,5.1,2,76.8,94.4,34,0.647,58,0.586,34,0.19,11,0.909,10,10,200,123.2,19.0,4,13,85,,10.1,7,0.345,20,0.35,7,66.7,38,0.672,12.5,9,38,0.711,27,0.41200000000000003,7,"Scheels Center, Fargo, North Dakota","Dickinson State (ND)
			","Dickinson State (ND)
			",69.3,Home,NORTH-DAKOTA-STATE,North Dakota State,North Dakota State,summit,16,True,False,True,Home,True,7,27,58,38,57,5,15,56,1,0,146,250,892,0.5257847533632287,461,960,0.48020833333333335,121,332,938,0.5474413646055437,0.375
17,2019-01-10-20-north-dakota-state,28.0,7,12.8,5,121.4,81.5,22,0.447,66,0.379,25,0.16699999999999998,11,0.909,10,11,200,98.6,17.1,7,12,69,,8.6,6,0.242,16,0.563,9,42.6,29,0.484,6.6,5,50,0.32,16,0.353,6,"January 10, 2019",50.0,16,2.0,1,98.6,82.9,34,0.605,62,0.516,32,0.19399999999999998,12,0.833,10,10,200,121.4,18.5,5,13,85,,2.9,2,0.371,23,0.478,11,57.4,39,0.628,11.8,9,39,0.5379999999999999,21,0.444,8,"Betty Engelstad Sioux Center , Grand Forks, North Dakota",WESTERN-ILLINOIS,Western Illinois,70.5,Home,NORTH-DAKOTA-STATE,North Dakota State,North Dakota State,summit,17,True,False,True,Home,True,11,21,62,39,68,9,16,66,1,0,153,277,950,0.533157894736842,499,1017,0.49065880039331367,126,347,994,0.5392354124748491,0.4117647058823529
18,2019-01-16-21-denver,45.5,10,2.6,1,115.9,82.1,23,0.446,56,0.39299999999999996,22,0.39299999999999996,22,0.682,15,11,200,94.2,20.5,8,18,65,,7.2,5,0.39299999999999996,22,0.273,6,46.3,31,0.489,14.3,11,34,0.47100000000000003,16,0.42100000000000004,8,"January 16, 2019",50.0,15,11.8,4,94.2,79.5,31,0.589,56,0.536,30,0.304,17,0.8240000000000001,14,14,200,115.9,17.9,5,20,80,,8.7,6,0.321,18,0.33299999999999996,6,53.7,36,0.624,13.6,10,38,0.632,24,0.3,6,"Magness Arena, Denver, Colorado",NORTH-DAKOTA-STATE,North Dakota State,69.3,Home,DENVER,Denver,North Dakota State,summit,18,False,False,False,Away,False,6,16,56,31,67,6,24,56,0,1,164,298,1012,0.5375494071146245,538,1085,0.49585253456221196,135,363,1060,0.5334905660377358,0.4444444444444444
19,2019-01-19-15-north-dakota-state,47.8,11,0.0,0,103.1,67.6,23,0.433,60,0.38299999999999995,23,0.28300000000000003,17,0.765,13,12,200,100.0,30.6,11,20,65,,9.2,6,0.33299999999999996,20,0.3,6,48.6,34,0.47700000000000004,10.6,8,40,0.425,17,0.4,8,"January 19, 2019",33.3,8,2.5,1,100.0,69.4,25,0.491,54,0.444,24,0.35200000000000004,19,0.737,14,11,200,103.1,32.4,11,15,67,,6.2,4,0.33299999999999996,18,0.278,5,51.4,36,0.532,16.1,12,36,0.528,19,0.45,9,"Scheels Center, Fargo, North Dakota",NORTH-DAKOTA,North Dakota,64.6,Home,NORTH-DAKOTA-STATE,North Dakota State,North Dakota State,summit,19,True,False,True,Home,True,5,19,54,36,70,6,17,60,1,0,170,314,1068,0.5327715355805244,569,1152,0.4939236111111111,141,387,1116,0.5362903225806451,0.42105263157894735
20,2019-01-24-20-south-dakota-state,58.3,14,2.7,1,111.5,90.0,27,0.49200000000000005,59,0.40700000000000003,24,0.22,13,0.846,11,12,200,88.5,13.5,5,15,69,,11.5,9,0.525,31,0.32299999999999995,10,47.8,32,0.529,20.8,17,28,0.5,14,0.429,9,"January 24, 2019",58.8,20,3.6,1,88.5,86.5,32,0.627,63,0.54,34,0.159,10,0.8,8,6,200,111.5,10.0,3,14,87,,12.8,10,0.413,26,0.423,11,52.2,35,0.642,17.2,14,37,0.622,23,0.727,16,"Frost Arena, Brookings, South Dakota",NORTH-DAKOTA-STATE,North Dakota State,78.0,Home,SOUTH-DAKOTA-STATE,South Dakota State,North Dakota State,summit,20,False,False,False,Away,False,10,14,59,32,67,11,23,63,0,1,175,333,1122,0.5307486631016043,605,1222,0.4950900163666121,147,404,1176,0.5310374149659864,0.45
21,2019-01-26-20-oral-roberts,66.7,14,6.7,2,86.4,80.0,24,0.491,54,0.389,21,0.444,24,0.583,14,12,200,101.5,20.6,7,12,67,,15.2,10,0.556,30,0.36700000000000005,11,48.4,31,0.512,8.5,6,24,0.41700000000000004,10,0.455,10,"January 26, 2019",42.9,9,20.8,5,101.5,79.4,27,0.445,55,0.382,21,0.2,11,0.727,8,15,200,86.4,20.0,6,18,57,,7.6,5,0.455,25,0.28,7,51.6,33,0.473,19.0,14,30,0.467,14,0.348,8,"Mabee Center, Tulsa, Oklahoma",ORAL-ROBERTS,Oral Roberts,66.3,Away,NORTH-DAKOTA-STATE,North Dakota State,North Dakota State,summit,21,False,False,False,Away,True,11,10,54,31,64,7,14,55,1,0,185,347,1181,0.5287891617273497,637,1289,0.49418153607447635,158,427,1239,0.5359160613397902,0.42857142857142855
22,2019-02-02-20-western-illinois,22.2,6,4.1,2,108.6,80.0,28,0.66,50,0.54,27,0.36,18,0.667,12,12,200,111.4,12.0,3,16,78,,2.9,2,0.56,28,0.429,12,51.7,31,0.6659999999999999,17.2,12,22,0.682,15,0.478,11,"February 2, 2019",23.3,7,0.0,0,111.4,88.0,22,0.508,65,0.462,30,0.215,14,0.7140000000000001,10,15,200,108.6,20.0,7,15,76,,7.1,5,0.24600000000000002,16,0.375,6,48.3,29,0.53,9.0,7,49,0.49,24,0.348,8,"Western Hall, Macomb, Illinois",WESTERN-ILLINOIS,Western Illinois,69.6,Away,NORTH-DAKOTA-STATE,North Dakota State,North Dakota State,summit,22,False,False,False,Away,True,12,15,50,31,60,6,24,65,1,0,196,357,1235,0.5271255060728745,668,1353,0.49371766444937176,165,441,1294,0.5320710973724884,0.45454545454545453
23,2019-02-06-20-north-dakota,42.3,11,4.1,2,97.2,79.4,27,0.612,49,0.531,26,0.38799999999999996,19,0.737,14,12,200,102.8,4.2,1,16,74,,6.9,5,0.408,20,0.4,8,48.3,28,0.638,19.6,14,29,0.621,18,0.5,12,"February 6, 2019",25.0,7,6.9,2,102.8,95.8,23,0.46799999999999997,63,0.444,28,0.27,17,0.647,11,15,200,97.2,20.6,7,15,70,,6.9,5,0.222,14,0.214,3,51.7,30,0.49200000000000005,10.2,8,49,0.51,25,0.375,9,"Betty Engelstad Sioux Center , Grand Forks, North Dakota",NORTH-DAKOTA,North Dakota,71.6,Away,NORTH-DAKOTA-STATE,North Dakota State,North Dakota State,summit,23,False,False,False,Away,True,8,18,49,28,58,3,25,63,1,0,208,372,1285,0.532295719844358,699,1413,0.49469214437367304,171,465,1359,0.5309050772626932,0.4782608695652174
24,2019-02-09-17-north-dakota-state,29.2,7,4.3,1,117.4,92.9,26,0.509,53,0.45299999999999996,24,0.377,20,0.85,17,18,200,102.9,13.3,4,21,71,,5.8,4,0.377,20,0.3,6,51.7,30,0.568,13.9,10,33,0.545,18,0.28,7,"February 9, 2019",56.0,14,0.0,0,102.9,86.7,26,0.575,53,0.47200000000000003,25,0.45299999999999996,24,0.833,20,12,200,117.4,7.1,2,13,81,,8.7,6,0.5660000000000001,30,0.36700000000000005,11,48.3,28,0.629,9.9,7,23,0.609,14,0.52,13,"Scheels Center, Fargo, North Dakota",DENVER,Denver,69.0,Home,NORTH-DAKOTA-STATE,North Dakota State,North Dakota State,summit,24,True,False,True,Home,True,11,14,53,28,58,6,18,53,1,0,216,390,1334,0.5352323838080959,727,1471,0.49422161794697483,174,490,1422,0.5281293952180028,0.5
25,2019-02-14-20-north-dakota-state,48.3,14,7.1,2,139.3,75.0,18,0.598,56,0.518,29,0.125,7,0.857,6,18,200,119.7,29.6,8,17,73,,3.3,2,0.429,24,0.375,9,51.0,26,0.615,14.5,10,32,0.625,20,0.35700000000000004,10,"February 14, 2019",43.3,13,3.1,1,119.7,70.4,19,0.682,55,0.545,30,0.218,12,0.833,10,12,200,139.3,25.0,6,11,85,,6.6,4,0.491,27,0.556,15,49.0,25,0.7,9.1,6,28,0.536,15,0.5379999999999999,14,"Scheels Center, Fargo, North Dakota",ORAL-ROBERTS,Oral Roberts,61.0,Home,NORTH-DAKOTA-STATE,North Dakota State,North Dakota State,summit,25,True,False,True,Home,True,15,15,55,25,51,9,20,56,1,0,227,404,1387,0.5367700072098054,755,1529,0.49378678875081755,180,508,1475,0.5274576271186441,0.52
26,2019-02-16-17-north-dakota-state,62.5,15,7.1,2,116.7,81.5,22,0.537,54,0.444,24,0.389,21,0.9520000000000001,20,7,200,118.2,28.6,8,16,78,,9.1,6,0.426,23,0.435,10,54.5,30,0.61,13.7,10,31,0.452,14,0.75,21,"February 16, 2019",60.7,17,19.4,6,118.2,71.4,20,0.605,57,0.491,28,0.193,11,0.727,8,13,200,116.7,18.5,5,14,77,,7.6,5,0.509,29,0.44799999999999995,13,45.5,25,0.619,11.5,8,28,0.536,15,0.519,14,"Scheels Center, Fargo, North Dakota",NORTH-DAKOTA-STATE,North Dakota State,65.6,Away,SOUTH-DAKOTA-STATE,South Dakota State,North Dakota State,summit,26,False,True,True,Home,False,13,15,57,25,55,10,14,54,0,1,242,419,1442,0.5423023578363384,780,1580,0.4936708860759494,189,528,1531,0.5300457217504899,0.5384615384615384
