,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,NORTH-CAROLINA-ASHEVILLE_homegame,NORTH-CAROLINA-ASHEVILLE_homegame2,NORTH-CAROLINA-ASHEVILLE_home,NORTH-CAROLINA-ASHEVILLE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-18-19-stetson,44.0,11,5.0,2,119.4,73.3,22,0.536,55,0.455,25,0.309,17,0.882,15,10,200,110.4,42.9,12,15,74,,7.5,5,0.382,21,0.429,9,58.6,34,0.5870000000000001,19.4,15,34,0.47100000000000003,16,0.091,1,"December 18, 2018",54.8,17,8.8,3,110.4,57.1,16,0.575,60,0.517,31,0.267,16,0.688,11,10,200,119.4,26.7,8,15,80,,7.5,5,0.33299999999999996,20,0.35,7,41.4,24,0.5920000000000001,11.8,9,40,0.6,24,0.231,3,"Edmunds Center, DeLand, Florida",NORTH-CAROLINA-ASHEVILLE,UNC Asheville,67.3,Home,STETSON,Stetson,UNC Asheville,big-south,10,False,False,False,Away,False,9,16,55,34,58,7,24,60,0,1,62,126,504,0.43452380952380953,271,593,0.45699831365935917,77,189,562,0.541814946619217,0.1
11,2018-12-21-14-north-carolina-asheville,63.0,17,10.3,4,128.4,58.1,18,0.556,54,0.5,27,0.426,23,0.696,16,0,200,113.4,32.1,9,16,76,,3.0,2,0.259,14,0.429,6,45.8,27,0.585,17.9,14,40,0.525,21,0.0,0,"December 21, 2018",58.1,18,10.0,4,113.4,67.9,19,0.605,62,0.5,31,0.258,16,0.688,11,10,200,128.4,41.9,13,20,86,,11.9,8,0.371,23,0.565,13,54.2,32,0.618,10.4,8,39,0.462,18,0.16699999999999998,2,"Kimmel Arena, Asheville, North Carolina","Milligan
			","Milligan
			",67.3,Home,NORTH-CAROLINA-ASHEVILLE,UNC Asheville,UNC Asheville,big-south,11,True,False,True,Home,True,13,18,62,32,59,6,21,54,1,0,71,142,559,0.4445438282647585,305,651,0.4685099846390169,84,213,622,0.545016077170418,0.09090909090909091
12,2018-12-29-14-north-carolina-asheville,55.2,16,6.5,2,100.0,71.4,20,0.733,45,0.644,29,0.467,21,0.667,14,0,200,127.0,11.8,2,9,80,,17.5,11,0.33299999999999996,15,0.5329999999999999,8,48.9,22,0.728,14.2,9,30,0.7,21,0.0,0,"December 29, 2018",61.5,16,3.3,1,127.0,88.2,15,0.536,56,0.46399999999999997,26,0.071,4,0.75,3,11,200,100.0,28.6,8,19,63,,7.9,5,0.446,25,0.32,8,51.1,23,0.544,19.5,14,31,0.581,18,0.154,2,"Kimmel Arena, Asheville, North Carolina",NORTH-CAROLINA-ASHEVILLE,UNC Asheville,62.9,Away,"Fayetteville State
			","Fayetteville State
			",UNC Asheville,big-south,12,False,True,True,Home,False,8,18,56,23,45,8,21,45,0,1,84,160,621,0.4605475040257649,337,710,0.47464788732394364,90,234,676,0.5458579881656804,0.16666666666666666
13,2018-12-31-14-vanderbilt,33.3,7,0.0,0,134.3,48.1,13,0.462,53,0.396,21,0.20800000000000002,11,0.909,10,12,200,88.1,19.4,6,27,59,,6.0,4,0.358,19,0.368,7,32.8,19,0.507,20.6,15,34,0.41200000000000003,14,0.14300000000000002,2,"December 31, 2018",59.3,16,20.6,7,88.1,80.6,25,0.615,48,0.563,27,0.833,40,0.775,31,3,200,134.3,51.9,14,15,90,,6.0,4,0.396,19,0.263,5,67.2,39,0.672,16.5,13,29,0.759,22,0.75,9,"Memorial Gymnasium, Nashville, Tennessee",NORTH-CAROLINA-ASHEVILLE,UNC Asheville,66.6,Home,VANDERBILT,Vanderbilt,UNC Asheville,big-south,13,False,False,False,Away,False,7,14,53,19,58,5,22,48,0,1,92,178,677,0.4667651403249631,360,755,0.4768211920529801,98,255,721,0.5575589459084604,0.15384615384615385
14,2019-01-05-14-north-carolina-asheville,69.2,18,10.8,4,92.9,80.6,29,0.524,63,0.413,26,0.349,22,0.636,14,5,200,114.3,48.7,19,17,80,,8.6,6,0.603,38,0.368,14,64.0,48,0.545,17.1,15,25,0.48,12,0.643,9,"January 5, 2019",57.9,11,16.0,4,114.3,51.3,20,0.40399999999999997,57,0.33299999999999996,19,0.368,21,0.905,19,13,200,92.9,19.4,7,20,65,,17.1,12,0.35100000000000003,20,0.4,8,36.0,27,0.485,14.2,11,37,0.297,11,0.133,2,"Kimmel Arena, Asheville, North Carolina",NORTH-CAROLINA-ASHEVILLE,UNC Asheville,70.2,Away,WINTHROP,Winthrop,UNC Asheville,big-south,14,False,True,True,Home,False,8,11,57,27,75,14,12,63,0,1,99,192,730,0.46643835616438356,379,813,0.4661746617466175,103,277,769,0.5611183355006502,0.14285714285714285
15,2019-01-10-19-longwood,43.5,10,18.2,4,104.7,68.8,22,0.465,57,0.40399999999999997,23,0.175,10,0.9,9,14,200,96.9,25.8,8,22,62,,9.4,6,0.596,34,0.20600000000000002,7,47.6,30,0.502,16.3,12,23,0.696,16,0.125,2,"January 10, 2019",66.7,12,13.0,3,96.9,74.2,23,0.479,47,0.38299999999999995,18,0.574,27,0.815,22,6,200,104.7,31.3,10,15,67,,12.5,8,0.532,25,0.36,9,52.4,33,0.56,18.1,13,22,0.409,9,0.647,11,"Willett Hall, Farmville, Virginia",NORTH-CAROLINA-ASHEVILLE,UNC Asheville,64.3,Home,LONGWOOD,Longwood,UNC Asheville,big-south,15,False,False,False,Away,False,7,16,57,30,63,9,9,47,0,1,107,203,787,0.4618805590851334,406,888,0.4572072072072072,117,289,832,0.5582932692307693,0.13333333333333333
16,2019-01-12-16-hampton,70.0,14,0.0,0,115.3,89.3,25,0.41700000000000004,60,0.33299999999999996,20,0.217,13,0.846,11,15,200,84.7,24.3,9,15,61,,6.9,5,0.5329999999999999,32,0.313,10,52.3,34,0.461,18.6,15,28,0.35700000000000004,10,0.11800000000000001,2,"January 12, 2019",65.5,19,7.1,2,84.7,75.7,28,0.625,56,0.518,29,0.304,17,0.765,13,8,200,115.3,10.7,3,9,83,,15.3,11,0.39299999999999996,22,0.545,12,47.7,31,0.648,14.8,11,34,0.5,17,0.467,7,"Hampton Convocation Center, Hampton, Virginia",NORTH-CAROLINA-ASHEVILLE,UNC Asheville,72.1,Home,HAMPTON,Hampton,UNC Asheville,big-south,16,False,False,False,Away,False,10,10,60,34,65,12,17,56,0,1,114,219,844,0.46208530805687204,436,951,0.45846477392218715,126,298,879,0.5540386803185438,0.125
17,2019-01-16-19-north-carolina-asheville,84.0,21,10.0,3,88.3,64.0,16,0.469,65,0.385,25,0.185,12,0.75,9,8,200,116.7,41.0,16,12,70,,10.0,6,0.385,25,0.44,11,50.0,32,0.495,9.1,7,40,0.35,14,0.529,9,"January 16, 2019",38.1,8,7.5,3,116.7,59.0,23,0.522,45,0.467,21,0.222,10,0.6,6,16,200,88.3,36.0,9,16,53,,6.7,4,0.33299999999999996,15,0.33299999999999996,5,50.0,32,0.5329999999999999,26.7,18,30,0.5329999999999999,16,0.111,2,"Kimmel Arena, Asheville, North Carolina",NORTH-CAROLINA-ASHEVILLE,UNC Asheville,60.2,Away,CAMPBELL,Campbell,UNC Asheville,big-south,17,False,True,True,Home,False,5,16,45,32,64,11,14,65,0,1,124,229,904,0.459070796460177,470,1016,0.4625984251968504,138,315,935,0.558288770053476,0.11764705882352941
18,2019-01-19-16-north-carolina-asheville,68.0,17,14.8,4,101.6,76.7,23,0.602,49,0.51,25,0.429,21,0.5710000000000001,12,6,200,114.5,44.4,12,16,71,,8.1,5,0.469,23,0.391,9,61.4,35,0.602,20.5,15,26,0.615,16,0.684,13,"January 19, 2019",54.5,12,11.5,3,114.5,55.6,15,0.48100000000000004,53,0.415,22,0.226,12,1.0,12,17,200,101.6,23.3,7,19,63,,11.3,7,0.491,26,0.26899999999999996,7,38.6,22,0.537,14.6,10,27,0.556,15,0.105,2,"Kimmel Arena, Asheville, North Carolina",NORTH-CAROLINA-ASHEVILLE,UNC Asheville,61.8,Away,RADFORD,Radford,UNC Asheville,big-south,18,False,True,True,Home,False,7,15,53,22,57,9,16,49,0,1,129,245,949,0.46206533192834565,502,1080,0.4648148148148148,149,329,1000,0.5525,0.1111111111111111
19,2019-01-21-14-winthrop,52.9,9,23.1,3,113.8,61.3,19,0.35200000000000004,54,0.315,17,0.204,11,0.636,7,18,200,77.6,25.7,9,19,45,,8.6,5,0.444,24,0.16699999999999998,4,42.4,28,0.38,12.0,8,30,0.433,13,0.1,2,"January 21, 2019",68.2,15,3.3,1,77.6,74.3,26,0.5379999999999999,53,0.415,22,0.28300000000000003,15,0.6,9,6,200,113.8,38.7,12,15,66,,6.9,4,0.755,40,0.325,13,57.6,38,0.5489999999999999,13.1,9,13,0.6920000000000001,9,0.684,13,"Winthrop Coliseum, Rock Hill, South Carolina",NORTH-CAROLINA-ASHEVILLE,UNC Asheville,57.7,Home,WINTHROP,Winthrop,UNC Asheville,big-south,19,False,False,False,Away,False,4,13,54,28,66,13,9,53,0,1,136,260,1002,0.4630738522954092,524,1137,0.4608619173262973,158,345,1049,0.5548141086749285,0.10526315789473684
20,2019-01-26-19-high-point,45.5,10,10.5,4,106.6,55.2,16,0.491,54,0.40700000000000003,22,0.204,11,0.727,8,19,200,100.0,29.4,10,15,61,,14.8,9,0.46299999999999997,25,0.36,9,41.3,26,0.515,15.8,11,29,0.44799999999999995,13,0.095,2,"January 26, 2019",50.0,12,24.1,7,100.0,70.6,24,0.491,53,0.45299999999999996,24,0.34,18,0.722,13,9,200,106.6,44.8,13,11,65,,13.1,8,0.28300000000000003,15,0.267,4,58.7,37,0.528,18.7,14,38,0.526,20,0.55,11,"Millis Center, High Point, North Carolina",NORTH-CAROLINA-ASHEVILLE,UNC Asheville,61.4,Home,HIGH-POINT,High Point,UNC Asheville,big-south,20,False,False,False,Away,False,9,13,54,26,63,4,20,53,0,1,140,273,1056,0.45738636363636365,552,1203,0.45885286783042395,171,354,1102,0.5539927404718693,0.1
21,2019-01-30-19-north-carolina-asheville,57.1,12,3.2,1,116.4,50.0,12,0.452,52,0.40399999999999997,21,0.442,23,0.652,15,18,200,101.6,25.7,9,24,62,,11.5,7,0.462,24,0.20800000000000002,5,35.6,21,0.493,11.4,8,28,0.5710000000000001,16,0.25,6,"January 30, 2019",47.8,11,10.7,3,101.6,74.3,26,0.5429999999999999,46,0.5,23,0.63,29,0.7240000000000001,21,19,200,116.4,50.0,12,17,71,,8.2,5,0.326,15,0.267,4,64.4,38,0.594,18.1,13,31,0.613,19,0.136,3,"Kimmel Arena, Asheville, North Carolina",SOUTH-CAROLINA-UPSTATE,USC Upstate,61.4,Home,NORTH-CAROLINA-ASHEVILLE,UNC Asheville,UNC Asheville,big-south,21,True,False,True,Home,True,4,19,46,38,59,5,16,52,1,0,149,286,1110,0.459009009009009,578,1266,0.4565560821484992,175,374,1155,0.5510822510822511,0.09523809523809523
22,2019-02-02-15-gardner-webb,50.0,14,6.5,2,126.2,76.0,19,0.667,51,0.5489999999999999,28,0.314,16,0.813,13,20,225,124.6,25.0,6,12,81,,7.7,5,0.451,23,0.522,12,51.0,25,0.691,17.1,12,28,0.5710000000000001,16,0.13,3,"February 2, 2019",68.8,22,7.1,2,124.6,75.0,18,0.6609999999999999,56,0.5710000000000001,32,0.214,12,0.667,8,9,225,126.2,24.0,6,10,82,,10.8,7,0.446,25,0.4,10,49.0,24,0.665,14.0,10,31,0.71,22,0.609,14,"Paul Porter Arena, Boiling Springs, North Carolina",NORTH-CAROLINA-ASHEVILLE,UNC Asheville,57.9,Home,GARDNER-WEBB,Gardner-Webb,UNC Asheville,big-south,22,False,False,False,Away,False,12,16,51,25,49,10,22,56,0,1,153,305,1156,0.4623702422145329,616,1325,0.4649056603773585,180,390,1207,0.5468102734051367,0.13636363636363635
23,2019-02-07-19-presbyterian,28.6,4,0.0,0,109.8,75.0,18,0.413,40,0.35,14,0.45,18,0.611,11,21,200,72.1,30.8,8,10,44,,4.9,3,0.425,17,0.294,5,52.0,26,0.45299999999999996,30.5,21,23,0.391,9,0.125,3,"February 7, 2019",88.5,23,0.0,0,72.1,69.2,18,0.585,53,0.491,26,0.113,6,0.833,5,11,200,109.8,25.0,6,17,67,,11.5,7,0.585,31,0.32299999999999995,10,48.0,24,0.6,15.2,10,22,0.727,16,0.56,14,"Ross E.Templeton Center, Clinton, South Carolina",NORTH-CAROLINA-ASHEVILLE,UNC Asheville,60.7,Home,PRESBYTERIAN,Presbyterian,UNC Asheville,big-south,23,False,False,False,Away,False,5,9,40,26,50,10,16,53,0,1,165,321,1207,0.47100248550124274,641,1374,0.46652110625909754,190,412,1263,0.5518606492478226,0.13043478260869565
24,2019-02-09-14-north-carolina-asheville,71.4,20,13.9,5,110.3,71.0,22,0.635,52,0.5379999999999999,28,0.442,23,0.826,19,12,200,125.0,36.0,9,10,85,,5.9,4,0.442,23,0.435,10,55.4,31,0.675,17.3,13,29,0.621,18,0.478,11,"February 9, 2019",34.5,10,0.0,0,125.0,64.0,16,0.532,62,0.46799999999999997,29,0.21,13,0.6920000000000001,9,22,200,110.3,29.0,9,17,75,,11.8,8,0.419,26,0.308,8,44.6,25,0.55,12.9,10,36,0.583,21,0.12,3,"Kimmel Arena, Asheville, North Carolina",NORTH-CAROLINA-ASHEVILLE,UNC Asheville,68.1,Away,CHARLESTON-SOUTHERN,Charleston Southern,UNC Asheville,big-south,24,False,True,True,Home,False,8,21,62,25,56,10,18,52,0,1,170,330,1247,0.46912590216519645,667,1424,0.4683988764044944,200,428,1316,0.5531914893617021,0.125
25,2019-02-13-19-south-carolina-upstate,36.4,8,16.7,4,98.1,57.1,16,0.447,57,0.386,22,0.12300000000000001,7,0.857,6,22,200,105.6,40.0,14,11,57,,11.1,6,0.42100000000000004,24,0.292,7,47.6,30,0.47200000000000003,9.1,6,33,0.455,15,0.154,4,"February 13, 2019",76.5,13,18.2,6,105.6,60.0,21,0.408,49,0.34700000000000003,17,0.306,15,0.867,13,21,200,98.1,42.9,12,12,53,,0.0,0,0.51,25,0.24,6,52.4,33,0.47200000000000003,16.5,11,24,0.45799999999999996,11,0.222,6,"G.B. Hodge Center, Spartanburg, South Carolina",SOUTH-CAROLINA-UPSTATE,USC Upstate,53.7,Away,NORTH-CAROLINA-ASHEVILLE,UNC Asheville,UNC Asheville,big-south,25,False,False,False,Away,True,7,15,57,30,63,6,11,49,1,0,178,351,1309,0.4721161191749427,692,1480,0.46756756756756757,210,446,1368,0.5562865497076024,0.12
