,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,MEMPHIS_homegame,MEMPHIS_homegame2,MEMPHIS_home,MEMPHIS_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-19-20-memphis,66.7,20,6.8,3,113.8,51.5,17,0.5920000000000001,60,0.5,30,0.5670000000000001,34,0.529,18,7,200,102.3,11.4,4,26,89,,13.8,12,0.433,26,0.423,11,30.9,21,0.584,16.7,15,34,0.5589999999999999,19,0.41700000000000004,5,"December 19, 2018",64.7,22,11.8,4,102.3,88.6,31,0.5660000000000001,68,0.5,34,0.441,30,0.733,22,5,200,113.8,48.5,16,27,99,,10.3,9,0.353,24,0.375,9,69.1,47,0.602,20.5,21,44,0.568,25,0.545,6,"FedExForum, Memphis, Tennessee",ARKANSAS-LITTLE-ROCK,Little Rock,87.2,Home,MEMPHIS,Memphis,Memphis,aac,10,True,False,True,Home,True,9,25,68,47,68,11,19,60,1,0,71,220,660,0.4946969696969697,338,676,0.5,82,188,581,0.5352839931153184,0.5
11,2018-12-22-15-memphis,60.0,6,2.6,1,112.5,69.6,16,0.21,62,0.161,10,0.435,27,0.556,15,8,200,46.6,25.0,12,32,41,,13.6,12,0.565,35,0.171,6,39.4,28,0.27399999999999997,23.7,23,27,0.14800000000000002,4,0.273,3,"December 22, 2018",73.3,22,25.9,7,46.6,75.0,36,0.65,50,0.6,30,0.9,45,0.7559999999999999,34,5,200,112.5,30.4,7,24,99,,11.4,10,0.24,12,0.41700000000000004,5,60.6,43,0.6940000000000001,26.4,25,38,0.6579999999999999,25,0.583,7,"FedExForum, Memphis, Tennessee",TENNESSEE-STATE,Tennessee State,87.6,Home,MEMPHIS,Memphis,Memphis,aac,11,True,False,True,Home,True,5,25,50,43,71,6,4,62,1,0,80,245,728,0.5013736263736264,385,744,0.5174731182795699,93,207,641,0.5405616224648986,0.5454545454545454
12,2018-12-29-13-memphis,64.0,16,6.5,2,133.3,72.0,18,0.58,50,0.5,25,0.16,8,0.875,7,12,200,90.3,12.5,3,23,65,,9.7,7,0.34,17,0.47100000000000003,8,42.9,21,0.604,28.2,21,33,0.515,17,0.2,3,"December 29, 2018",66.7,22,3.0,1,90.3,87.5,21,0.705,56,0.589,33,0.41100000000000003,23,0.7390000000000001,17,5,200,133.3,28.0,7,15,96,,18.1,13,0.446,25,0.52,13,57.1,28,0.7170000000000001,16.4,13,31,0.645,20,0.615,8,"FedExForum, Memphis, Tennessee",FLORIDA-AM,Florida A&M,72.4,Home,MEMPHIS,Memphis,Memphis,aac,12,True,False,True,Home,True,13,20,56,28,49,8,17,50,1,0,85,270,778,0.5109254498714653,428,815,0.5251533742331288,99,211,703,0.5113798008534851,0.5833333333333334
13,2019-01-03-21-memphis,72.4,21,14.3,6,110.4,83.3,20,0.515,66,0.439,29,0.091,6,1.0,6,6,200,96.1,18.8,6,22,74,,6.5,5,0.5,33,0.303,10,46.4,26,0.537,16.9,14,33,0.5760000000000001,19,0.5379999999999999,7,"January 3, 2019",42.9,12,6.1,2,96.1,81.3,26,0.536,56,0.5,28,0.5539999999999999,31,0.8059999999999999,25,5,200,110.4,16.7,4,16,85,,15.6,12,0.25,14,0.28600000000000003,4,53.6,30,0.601,13.6,11,42,0.5710000000000001,24,0.643,9,"FedExForum, Memphis, Tennessee",WICHITA-STATE,Wichita State,77.3,Home,MEMPHIS,Memphis,Memphis,aac,13,True,False,True,Home,True,4,24,56,30,56,10,19,66,1,0,98,290,834,0.5239808153477218,456,864,0.5277777777777778,107,228,753,0.5159362549800797,0.6153846153846154
14,2019-01-06-18-houston,52.0,13,2.6,1,123.3,55.0,22,0.5579999999999999,52,0.48100000000000004,25,0.462,24,0.792,19,6,200,105.5,25.9,7,19,77,,4.1,3,0.442,23,0.348,8,43.3,29,0.607,21.4,17,29,0.586,17,0.6,9,"January 6, 2019",60.6,20,13.8,4,105.5,74.1,20,0.534,73,0.452,33,0.21899999999999997,16,0.75,12,0,200,123.3,45.0,18,21,90,19.0,19.2,14,0.466,34,0.353,12,56.7,38,0.5579999999999999,11.1,10,39,0.5379999999999999,21,1.0,15,"Hofheinz Pavilion, Houston, Texas",MEMPHIS,Memphis,73.0,Home,HOUSTON,Houston,Memphis,aac,14,False,False,False,Away,False,8,17,52,29,67,12,21,73,0,1,102,314,890,0.5247191011235955,486,920,0.5282608695652173,117,247,819,0.5158730158730159,0.6428571428571429
15,2019-01-10-21-memphis,53.6,15,13.8,4,104.0,80.0,24,0.429,70,0.4,28,0.214,15,0.8,12,7,200,96.0,38.5,15,22,72,,13.3,10,0.314,22,0.182,4,56.5,39,0.467,16.4,15,48,0.5,24,0.5329999999999999,8,"January 10, 2019",68.0,17,14.6,7,96.0,61.5,24,0.5579999999999999,52,0.48100000000000004,25,0.5770000000000001,30,0.667,20,6,200,104.0,20.0,6,13,78,,10.7,8,0.442,23,0.348,8,43.5,30,0.589,16.6,13,29,0.586,17,0.625,10,"FedExForum, Memphis, Tennessee",EAST-CAROLINA,East Carolina,75.2,Home,MEMPHIS,Memphis,Memphis,aac,15,True,False,True,Home,True,8,17,52,30,69,4,24,70,1,0,110,331,942,0.5265392781316348,515,987,0.5217831813576495,129,268,892,0.5173766816143498,0.6
16,2019-01-13-18-tulane,41.4,12,8.5,4,102.6,61.0,25,0.5,64,0.45299999999999996,29,0.406,26,0.731,19,6,200,107.8,22.9,8,22,83,,9.1,7,0.32799999999999996,21,0.28600000000000003,6,43.4,33,0.544,10.7,9,43,0.535,23,0.647,11,"January 13, 2019",59.3,16,9.3,4,107.8,77.1,27,0.413,69,0.391,27,0.377,26,0.846,22,12,200,102.6,39.0,16,16,79,,5.2,4,0.319,22,0.136,3,56.6,43,0.486,12.0,11,47,0.511,24,0.25,4,"Devlin Fieldhouse, New Orleans, Louisiana",TULANE,Tulane,76.9,Away,MEMPHIS,Memphis,Memphis,aac,16,False,False,False,Away,True,6,23,64,33,76,3,24,69,1,0,118,348,994,0.528169014084507,545,1056,0.5160984848484849,133,292,962,0.510914760914761,0.625
17,2019-01-19-16-memphis,61.9,13,10.3,4,106.4,68.6,24,0.44799999999999995,58,0.36200000000000004,21,0.276,16,0.563,9,7,200,78.2,25.0,9,17,61,,6.4,5,0.569,33,0.303,10,46.5,33,0.465,24.4,21,25,0.44,11,0.611,11,"January 19, 2019",72.7,24,8.0,2,78.2,75.0,27,0.527,73,0.452,33,0.11,8,0.75,6,6,200,106.4,31.4,11,17,83,,12.8,10,0.466,34,0.324,11,53.5,38,0.54,13.6,12,39,0.564,22,0.667,12,"FedExForum, Memphis, Tennessee",SOUTHERN-METHODIST,SMU,77.7,Home,MEMPHIS,Memphis,Memphis,aac,17,True,False,True,Home,True,11,22,73,38,71,10,11,58,1,0,124,371,1058,0.5264650283553876,578,1132,0.5106007067137809,136,316,1031,0.504364694471387,0.6470588235294118
18,2019-01-24-19-temple,44.4,12,6.9,2,101.2,85.3,29,0.40399999999999997,68,0.397,27,0.441,30,0.7,21,7,200,90.5,35.1,13,21,76,,10.7,9,0.33799999999999997,23,0.043,1,59.2,42,0.462,17.3,17,45,0.578,26,0.632,12,"January 24, 2019",68.0,17,4.4,2,90.5,64.9,24,0.536,56,0.446,25,0.607,34,0.735,25,4,200,101.2,14.7,5,24,85,,13.1,11,0.48200000000000004,27,0.37,10,40.8,29,0.589,16.5,14,29,0.517,15,0.789,15,"Liacouras Center, Philadelphia, Pennsylvania",MEMPHIS,Memphis,83.7,Home,TEMPLE,Temple,Memphis,aac,18,False,False,False,Away,False,1,26,68,42,71,10,15,56,0,1,135,393,1131,0.5265251989389921,616,1203,0.5120532003325021,146,327,1089,0.5013774104683195,0.6666666666666666
19,2019-01-27-16-memphis,54.5,12,17.1,7,108.5,46.7,14,0.431,58,0.379,22,0.24100000000000002,14,0.5,7,4,200,80.3,28.6,10,17,57,,12.7,9,0.44799999999999995,26,0.231,6,36.9,24,0.441,18.9,15,32,0.5,16,0.789,15,"January 27, 2019",55.2,16,18.8,6,80.3,71.4,25,0.508,65,0.446,29,0.215,14,0.7859999999999999,11,7,200,108.5,53.3,16,15,77,,9.9,7,0.369,24,0.33299999999999996,8,63.1,41,0.537,18.4,16,41,0.512,21,0.65,13,"FedExForum, Memphis, Tennessee",CENTRAL-FLORIDA,UCF,70.7,Home,MEMPHIS,Memphis,Memphis,aac,19,True,False,True,Home,True,8,21,65,41,65,6,16,58,1,0,136,419,1199,0.5195996663886572,658,1274,0.5164835164835165,156,342,1145,0.503056768558952,0.631578947368421
20,2019-01-30-20-tulsa,42.9,12,2.9,1,118.8,76.9,20,0.47,66,0.424,28,0.39399999999999996,26,0.654,17,8,200,98.8,36.6,15,29,79,,11.3,9,0.364,24,0.25,6,52.2,35,0.504,18.0,17,42,0.524,22,0.619,13,"January 30, 2019",80.0,24,11.9,5,98.8,63.4,26,0.627,55,0.545,30,0.6,33,0.7879999999999999,26,9,200,118.8,23.1,6,21,95,,13.8,11,0.364,20,0.45,9,47.8,32,0.672,16.8,14,35,0.6,21,0.591,13,"Donald W. Reynolds Center, Tulsa, Oklahoma",MEMPHIS,Memphis,79.5,Home,TULSA,Tulsa,Memphis,aac,20,False,False,False,Away,False,6,22,66,35,67,9,21,55,0,1,144,440,1264,0.5189873417721519,699,1339,0.5220313666915609,162,358,1203,0.4995843724023275,0.65
21,2019-02-02-12-south-florida,56.0,14,17.4,4,96.6,81.0,17,0.449,69,0.36200000000000004,25,0.348,24,0.667,16,9,200,89.7,33.3,13,32,78,,14.9,13,0.377,26,0.462,12,50.0,30,0.485,20.1,20,43,0.302,13,0.591,13,"February 2, 2019",63.6,14,16.3,7,89.7,66.7,26,0.65,40,0.55,22,1.1,44,0.727,32,6,200,96.6,19.0,4,25,84,,12.6,11,0.425,17,0.47100000000000003,8,50.0,30,0.69,32.8,29,23,0.609,14,0.7140000000000001,15,"Sun Dome, Tampa, Florida",MEMPHIS,Memphis,86.7,Home,SOUTH-FLORIDA,South Florida,Memphis,aac,21,False,False,False,Away,False,12,13,69,30,60,8,14,40,0,1,150,462,1330,0.5165413533834586,734,1406,0.5220483641536273,171,379,1258,0.5051669316375199,0.6190476190476191
22,2019-02-07-19-memphis,73.9,17,11.1,3,98.5,76.7,23,0.491,58,0.397,23,0.379,22,0.545,12,3,200,106.2,37.8,14,15,69,25.0,9.2,6,0.5,29,0.379,11,55.2,37,0.504,11.7,9,29,0.414,12,0.87,20,"February 7, 2019",60.0,15,27.6,8,106.2,62.2,23,0.536,56,0.446,25,0.14300000000000002,8,0.5,4,10,200,98.5,23.3,7,21,64,,7.7,5,0.518,29,0.345,10,44.8,30,0.535,17.9,13,27,0.556,15,0.565,13,"FedExForum, Memphis, Tennessee",MEMPHIS,Memphis,64.6,Away,CINCINNATI,Cincinnati,Memphis,aac,22,False,True,True,Home,False,10,15,56,30,67,11,12,58,0,1,162,475,1399,0.5132237312365976,764,1466,0.5211459754433834,179,393,1298,0.5096302003081664,0.5909090909090909
23,2019-02-10-14-memphis,52.0,13,14.3,5,108.3,71.4,20,0.46799999999999997,62,0.40299999999999997,25,0.32299999999999995,20,0.65,13,11,200,98.6,48.5,16,21,71,,6.9,5,0.40299999999999997,25,0.32,8,59.0,36,0.49700000000000005,18.4,16,37,0.45899999999999996,17,0.542,13,"February 10, 2019",66.7,18,8.1,3,98.6,51.5,17,0.5539999999999999,56,0.48200000000000004,27,0.321,18,0.889,16,10,200,108.3,28.6,8,17,78,,8.3,6,0.375,21,0.381,8,41.0,25,0.604,20.0,16,35,0.5429999999999999,19,0.583,14,"FedExForum, Memphis, Tennessee",CONNECTICUT,UConn,72.0,Home,MEMPHIS,Memphis,Memphis,aac,23,True,False,True,Home,True,8,19,56,25,61,8,17,62,1,0,172,490,1455,0.5140893470790378,794,1533,0.5179386823222439,190,405,1356,0.5088495575221239,0.5652173913043478
24,2019-02-13-19-east-carolina,57.1,16,7.0,3,95.8,71.9,23,0.62,50,0.56,28,0.5,25,0.68,17,10,200,109.7,15.4,4,16,79,,6.9,5,0.34,17,0.353,6,46.6,27,0.638,16.4,12,33,0.667,22,0.6,15,"February 13, 2019",68.0,17,9.1,3,109.7,84.6,22,0.429,63,0.397,25,0.27,17,0.882,15,15,200,95.8,28.1,9,20,69,,8.3,6,0.317,20,0.2,4,53.4,31,0.485,14.5,12,43,0.488,21,0.375,9,"Williams Arena at Minges Coliseum, Greenville, North Carolina",EAST-CAROLINA,East Carolina,72.0,Away,MEMPHIS,Memphis,Memphis,aac,24,False,False,False,Away,True,6,22,50,27,58,4,21,63,1,0,180,509,1511,0.5155526141628061,819,1594,0.513801756587202,198,422,1418,0.5070521861777151,0.5833333333333334
25,2019-02-16-18-central-florida,44.4,12,10.3,4,106.8,73.3,22,0.484,61,0.44299999999999995,27,0.262,16,0.813,13,11,200,97.3,19.4,7,26,72,,6.8,5,0.32799999999999996,20,0.25,5,43.9,29,0.525,17.1,14,41,0.537,22,0.5770000000000001,15,"February 16, 2019",58.3,14,12.2,5,97.3,80.6,29,0.466,58,0.414,24,0.517,30,0.833,25,5,200,106.8,26.7,8,20,79,,9.5,7,0.32799999999999996,19,0.316,6,56.1,37,0.547,11.2,9,39,0.462,18,0.792,19,"CFE Arena, Orlando, Florida",MEMPHIS,Memphis,74.4,Home,CENTRAL-FLORIDA,UCF,Memphis,aac,25,False,False,False,Away,False,5,22,61,29,66,6,18,58,0,1,186,531,1561,0.5188981422165279,846,1652,0.5121065375302664,202,443,1481,0.5037137069547603,0.6
26,2019-02-20-19-memphis,66.7,18,16.0,8,122.9,55.8,24,0.423,71,0.38,27,0.268,19,0.8420000000000001,16,21,200,91.6,23.3,10,15,76,,7.2,6,0.39399999999999996,28,0.214,6,39.5,34,0.475,15.9,15,43,0.488,21,0.16,4,"February 20, 2019",55.3,21,11.6,5,91.6,76.7,33,0.551,79,0.48100000000000004,38,0.29100000000000004,23,0.652,15,11,200,122.9,44.2,19,17,102,,15.7,13,0.36700000000000005,29,0.379,11,60.5,52,0.5670000000000001,11.0,11,50,0.54,27,0.593,16,"FedExForum, Memphis, Tennessee",TULANE,Tulane,83.5,Home,MEMPHIS,Memphis,Memphis,aac,26,True,False,True,Home,True,11,27,79,52,86,6,21,71,1,0,191,553,1622,0.5175709001233045,875,1718,0.5093131548311991,208,461,1539,0.50227420402859,0.5769230769230769
27,2019-02-23-20-wichita-state,39.3,11,9.1,4,110.4,72.5,29,0.525,61,0.45899999999999996,28,0.541,33,0.727,24,11,200,114.3,21.2,7,17,88,,3.9,3,0.344,21,0.381,8,49.3,36,0.574,10.6,9,40,0.5,20,0.607,17,"February 23, 2019",68.8,22,7.5,3,114.3,78.8,26,0.529,70,0.457,32,0.243,17,0.647,11,13,200,110.4,27.5,11,24,85,,6.5,5,0.371,26,0.385,10,50.7,37,0.544,10.4,9,44,0.5,22,0.5,13,"Charles Koch Arena, Wichita, Kansas",WICHITA-STATE,Wichita State,77.4,Away,MEMPHIS,Memphis,Memphis,aac,27,False,False,False,Away,True,8,20,61,36,73,10,22,70,1,0,202,580,1701,0.5191064079952968,927,1804,0.5138580931263859,214,482,1610,0.49875776397515525,0.5925925925925926
