,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,SACRAMENTO-STATE_homegame,SACRAMENTO-STATE_homegame2,SACRAMENTO-STATE_home,SACRAMENTO-STATE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2019-01-03-21-montana,33.3,7,8.1,3,116.0,65.5,19,0.409,55,0.382,21,0.345,19,0.579,11,5,200,74.7,18.8,6,16,56,,13.3,10,0.255,14,0.214,3,41.0,25,0.43700000000000006,21.2,17,41,0.439,18,0.545,6,"January 3, 2019",61.3,19,2.4,1,74.7,81.3,26,0.6579999999999999,57,0.544,31,0.298,17,0.706,12,4,200,116.0,34.5,10,17,87,,12.0,9,0.35100000000000003,20,0.65,13,59.0,36,0.6679999999999999,22.8,19,37,0.486,18,0.7140000000000001,10,"Adams Center/Dahlberg Arena, Missoula, Montana",SACRAMENTO-STATE,Sacramento State,74.6,Home,MONTANA,Montana,Sacramento State,big-sky,10,False,False,False,Away,False,3,18,55,25,61,13,18,57,0,1,43,228,606,0.48267326732673266,361,677,0.5332348596750369,55,176,553,0.4674502712477396,0.6
11,2019-01-05-16-montana-state,53.8,14,8.8,3,112.0,66.7,18,0.508,61,0.426,26,0.18,11,0.727,8,6,200,93.3,23.3,7,32,70,,8.0,6,0.508,31,0.32299999999999995,10,43.9,25,0.529,20.5,17,30,0.5329999999999999,16,0.5,6,"January 5, 2019",56.5,13,6.7,2,93.3,76.7,23,0.531,48,0.479,23,0.875,42,0.7859999999999999,33,8,200,112.0,33.3,9,16,84,,13.3,10,0.292,14,0.35700000000000004,5,56.1,32,0.618,17.4,14,34,0.529,18,0.429,6,"Max Worthington Arena, Bozeman, Montana",SACRAMENTO-STATE,Sacramento State,74.6,Home,MONTANA-STATE,Montana State,Sacramento State,big-sky,11,False,False,False,Away,False,10,16,61,25,57,5,18,48,0,1,46,246,661,0.47655068078668683,386,738,0.5230352303523035,68,194,610,0.4852459016393443,0.5454545454545454
12,2019-01-12-22-sacramento-state,80.0,20,5.3,2,101.4,73.3,22,0.5,59,0.424,25,0.237,14,0.929,13,7,200,104.3,27.6,8,19,72,,5.8,4,0.441,26,0.34600000000000003,9,50.8,30,0.5479999999999999,17.7,14,33,0.485,16,0.5,7,"January 12, 2019",51.9,14,18.2,6,104.3,72.4,21,0.573,55,0.491,27,0.255,14,0.5,7,7,200,101.4,26.7,8,14,70,,7.2,5,0.309,17,0.529,9,49.2,29,0.568,16.4,12,38,0.474,18,0.462,6,"The Nest, Sacramento, California",SACRAMENTO-STATE,Sacramento State,68.7,Away,IDAHO-STATE,Idaho State,Sacramento State,big-sky,12,False,True,True,Home,False,9,18,55,29,59,9,16,59,0,1,56,262,722,0.4792243767313019,411,795,0.5169811320754717,73,212,658,0.4886018237082067,0.5
13,2019-01-17-20-northern-arizona,40.9,9,2.9,1,100.0,78.1,25,0.47100000000000003,52,0.423,22,0.519,27,0.63,17,7,200,103.1,33.3,11,19,66,,6.3,4,0.28800000000000003,15,0.33299999999999996,5,55.4,36,0.509,15.8,12,37,0.45899999999999996,17,0.5,7,"January 17, 2019",30.4,7,13.5,5,103.1,66.7,22,0.48200000000000004,55,0.418,23,0.345,19,0.579,11,12,200,100.0,21.9,7,23,64,,15.6,10,0.364,20,0.35,7,44.6,29,0.5,7.3,5,35,0.457,16,0.25,4,"Walkup Skydome, Flagstaff, Arizona",NORTHERN-ARIZONA,Northern Arizona,63.9,Away,SACRAMENTO-STATE,Sacramento State,Sacramento State,big-sky,13,False,False,False,Away,True,5,17,52,36,65,7,16,55,1,0,65,280,777,0.48584298584298585,440,854,0.5152224824355972,82,228,717,0.4895397489539749,0.46153846153846156
14,2019-01-19-15-southern-utah,50.0,12,18.8,6,97.4,66.7,10,0.41,67,0.358,24,0.299,20,0.8,16,8,200,91.0,19.0,8,21,71,,17.9,14,0.358,24,0.292,7,31.6,18,0.46399999999999997,10.6,9,43,0.395,17,0.467,7,"January 19, 2019",47.8,11,11.6,5,91.0,81.0,34,0.605,43,0.535,23,0.581,25,0.96,24,7,200,97.4,33.3,5,26,76,,6.4,5,0.256,11,0.545,6,68.4,39,0.6920000000000001,34.1,28,32,0.531,17,0.562,9,"Centrum, Cedar City, Utah",SACRAMENTO-STATE,Sacramento State,77.7,Home,SOUTHERN-UTAH,Southern Utah,Sacramento State,big-sky,14,False,False,False,Away,False,7,17,67,18,57,6,17,43,0,1,70,297,829,0.48492159227985526,476,919,0.5179542981501633,89,244,772,0.4889896373056995,0.5
15,2019-01-24-22-sacramento-state,76.5,13,3.0,1,115.0,71.4,20,0.455,44,0.386,17,0.25,11,0.727,8,14,200,80.0,14.3,4,16,48,,5.0,3,0.364,16,0.375,6,42.9,24,0.488,22.3,14,28,0.39299999999999996,11,0.222,4,"January 24, 2019",77.8,21,7.1,2,80.0,85.7,24,0.5770000000000001,52,0.519,27,0.25,13,0.6920000000000001,9,8,200,115.0,28.6,8,16,69,,10.0,6,0.365,19,0.316,6,57.1,32,0.593,16.0,11,33,0.636,21,0.5,8,"The Nest, Sacramento, California",IDAHO,Idaho,60.2,Home,SACRAMENTO-STATE,Sacramento State,Sacramento State,big-sky,15,True,False,True,Home,True,6,21,52,32,56,6,11,44,1,0,77,314,896,0.47935267857142855,494,976,0.5061475409836066,95,261,815,0.4950920245398773,0.4666666666666667
16,2019-01-26-22-sacramento-state,48.4,15,3.5,2,110.8,66.7,30,0.562,65,0.47700000000000004,31,0.4,26,0.8079999999999999,21,13,225,113.3,33.3,11,26,94,,4.8,4,0.369,24,0.45799999999999996,11,52.6,41,0.608,16.4,15,41,0.488,20,0.316,6,"January 26, 2019",38.7,12,7.3,3,113.3,66.7,22,0.45299999999999996,74,0.419,31,0.446,33,0.758,25,9,225,110.8,33.3,15,24,92,,8.4,7,0.23,17,0.294,5,47.4,37,0.513,10.2,10,57,0.456,26,0.47100000000000003,8,"The Nest, Sacramento, California",SACRAMENTO-STATE,Sacramento State,73.8,Away,EASTERN-WASHINGTON,Eastern Washington,Sacramento State,big-sky,16,False,True,True,Home,False,5,26,74,37,78,11,20,65,0,1,83,335,948,0.48470464135021096,526,1032,0.5096899224806202,101,272,859,0.4930151338766007,0.5
17,2019-01-31-21-idaho-state,46.4,13,16.7,4,85.3,87.5,28,0.608,51,0.5489999999999999,28,0.392,20,0.6,12,9,200,108.8,28.0,7,14,74,,8.8,6,0.255,13,0.462,6,61.4,35,0.612,19.0,14,38,0.579,22,0.5,9,"January 31, 2019",45.0,9,5.3,2,108.8,72.0,18,0.46,50,0.4,20,0.34,17,0.706,12,12,200,85.3,12.5,4,16,58,,13.2,9,0.52,26,0.231,6,38.6,22,0.499,20.7,15,24,0.583,14,0.368,7,"Holt Arena, Pocatello, Idaho",IDAHO-STATE,Idaho State,68.3,Away,SACRAMENTO-STATE,Sacramento State,Sacramento State,big-sky,17,False,False,False,Away,True,6,22,51,35,57,6,14,50,1,0,88,361,1022,0.48238747553816047,563,1110,0.5072072072072072,112,292,924,0.49783549783549785,0.47058823529411764
18,2019-02-02-21-weber-state,33.3,9,2.9,1,107.1,75.9,22,0.475,59,0.45799999999999996,27,0.18600000000000003,11,0.818,9,10,200,92.9,16.1,5,13,65,,8.6,6,0.203,12,0.16699999999999998,2,45.0,27,0.506,15.8,12,47,0.532,25,0.474,9,"February 2, 2019",51.9,14,4.3,2,92.9,83.9,26,0.534,58,0.466,27,0.22399999999999998,13,1.0,13,8,200,107.1,24.1,7,16,75,,7.1,5,0.397,23,0.348,8,55.0,33,0.584,14.7,11,35,0.5429999999999999,19,0.636,14,"Dee Events Center, Ogden, Utah",SACRAMENTO-STATE,Sacramento State,69.7,Home,WEBER-STATE,Weber State,Sacramento State,big-sky,18,False,False,False,Away,False,2,25,59,27,60,8,19,58,0,1,94,383,1073,0.48835041938490215,598,1167,0.5124250214224507,118,306,974,0.49589322381930184,0.5
19,2019-02-09-16-northern-colorado,26.1,6,14.3,3,103.2,75.8,25,0.45299999999999996,53,0.434,23,0.302,16,0.688,11,11,200,93.7,20.0,6,24,59,,12.7,8,0.151,8,0.25,2,49.2,31,0.48700000000000004,11.8,8,45,0.467,21,0.45,9,"February 9, 2019",55.0,11,2.2,1,93.7,80.0,24,0.49,49,0.408,20,0.531,26,0.654,17,8,200,103.2,24.2,8,17,65,,7.9,5,0.5710000000000001,28,0.28600000000000003,8,50.8,32,0.53,15.4,11,21,0.5710000000000001,12,0.667,16,"Bank of Colorado Arena, Greeley, Colorado",SACRAMENTO-STATE,Sacramento State,63.5,Home,NORTHERN-COLORADO,Northern Colorado,Sacramento State,big-sky,19,False,False,False,Away,False,2,21,53,31,63,8,12,49,0,1,96,408,1132,0.4876325088339223,625,1227,0.5093724531377343,126,325,1032,0.49806201550387597,0.47368421052631576
20,2019-02-11-22-sacramento-state,47.4,9,13.3,6,121.9,69.6,16,0.44299999999999995,53,0.358,19,0.45299999999999996,24,0.833,20,14,200,104.7,40.0,12,18,67,,7.8,5,0.45299999999999996,24,0.375,9,52.8,28,0.52,17.0,13,29,0.345,10,0.391,9,"February 11, 2019",50.0,16,20.7,6,104.7,60.0,18,0.63,54,0.593,32,0.278,15,0.667,10,11,200,121.9,30.4,7,19,78,,12.5,8,0.16699999999999998,9,0.444,4,47.2,25,0.638,12.9,9,45,0.622,28,0.47600000000000003,10,"The Nest, Sacramento, California",PORTLAND-STATE,Portland State,64.3,Home,SACRAMENTO-STATE,Sacramento State,Sacramento State,big-sky,20,True,False,True,Home,True,4,28,54,25,53,9,10,53,1,0,98,429,1185,0.4860759493670886,656,1290,0.5085271317829457,134,337,1081,0.4976873265494912,0.45
21,2019-02-14-22-sacramento-state,64.0,16,17.5,7,110.5,83.9,26,0.483,59,0.424,25,0.35600000000000004,21,0.762,16,11,200,96.1,12.5,4,24,73,,6.6,5,0.373,22,0.318,7,47.6,30,0.529,15.0,12,37,0.486,18,0.522,12,"February 14, 2019",53.8,14,8.1,3,96.1,87.5,28,0.527,56,0.46399999999999997,26,0.536,30,0.833,25,11,200,110.5,16.1,5,16,84,,9.2,7,0.28600000000000003,16,0.43799999999999994,7,52.4,33,0.598,11.5,9,40,0.475,19,0.5,11,"The Nest, Sacramento, California",SOUTHERN-UTAH,Southern Utah,75.6,Home,SACRAMENTO-STATE,Sacramento State,Sacramento State,big-sky,21,True,False,True,Home,True,7,19,56,33,63,7,18,59,1,0,102,457,1239,0.4923325262308313,681,1343,0.5070737155621743,143,347,1134,0.49514991181657847,0.47619047619047616
22,2019-02-16-22-sacramento-state,70.4,19,5.7,2,100.0,67.9,19,0.6809999999999999,47,0.574,27,0.426,20,0.7,14,17,200,118.2,22.7,5,18,78,,13.6,9,0.447,21,0.47600000000000003,10,48.0,24,0.69,20.1,14,26,0.654,17,0.32,8,"February 16, 2019",47.8,11,3.8,1,118.2,77.3,17,0.51,50,0.46,23,0.4,20,0.75,15,12,200,100.0,32.1,9,21,66,,10.6,7,0.3,15,0.33299999999999996,5,52.0,26,0.555,20.3,15,35,0.514,18,0.478,11,"The Nest, Sacramento, California",SACRAMENTO-STATE,Sacramento State,65.5,Away,NORTHERN-ARIZONA,Northern Arizona,Sacramento State,big-sky,22,False,True,True,Home,False,5,18,50,26,50,10,17,47,0,1,109,476,1295,0.49382239382239385,714,1406,0.5078236130867709,150,365,1193,0.4945515507124895,0.5
23,2019-02-21-22-sacramento-state,51.9,14,7.7,4,108.3,70.0,28,0.5820000000000001,55,0.491,27,0.327,18,0.667,12,11,200,105.6,3.4,1,20,76,,4.2,3,0.455,25,0.4,10,42.0,29,0.598,11.3,8,30,0.5670000000000001,17,0.593,16,"February 21, 2019",50.0,15,13.3,4,105.6,96.6,28,0.485,68,0.441,30,0.309,21,0.5710000000000001,12,12,200,108.3,30.0,12,16,78,,5.6,4,0.235,16,0.375,6,58.0,40,0.5,9.4,8,52,0.462,24,0.5,12,"The Nest, Sacramento, California",WEBER-STATE,Weber State,72.3,Home,SACRAMENTO-STATE,Sacramento State,Sacramento State,big-sky,23,True,False,True,Home,True,6,24,68,40,69,10,17,55,1,0,114,494,1345,0.4944237918215613,740,1456,0.5082417582417582,160,382,1240,0.5016129032258064,0.4782608695652174
24,2019-02-23-22-portland-state,63.2,12,15.4,6,98.5,62.5,20,0.377,53,0.358,19,0.434,23,0.7390000000000001,17,13,200,86.4,23.5,8,19,57,,15.2,10,0.20800000000000002,11,0.182,2,42.4,28,0.446,13.7,10,42,0.405,17,0.48,12,"February 23, 2019",40.9,9,23.8,10,86.4,76.5,26,0.455,55,0.4,22,0.4,22,0.682,15,14,200,98.5,37.5,12,18,65,,12.1,8,0.29100000000000004,16,0.375,6,57.6,38,0.49700000000000005,16.7,13,39,0.41,16,0.48100000000000004,13,"Peter W. Stott Center, Portland, Oregon",SACRAMENTO-STATE,Sacramento State,66.2,Home,PORTLAND-STATE,Portland State,Sacramento State,big-sky,24,False,False,False,Away,False,2,17,53,28,66,6,16,55,0,1,120,518,1413,0.49398443029016276,780,1525,0.5114754098360655,170,399,1295,0.505019305019305,0.5
25,2019-02-28-21-eastern-washington,73.7,14,8.0,2,81.2,76.5,26,0.45899999999999996,49,0.38799999999999996,19,0.34700000000000003,17,0.8240000000000001,14,13,200,85.5,3.6,1,21,59,,11.6,8,0.408,20,0.35,7,43.5,27,0.517,19.9,14,29,0.414,12,0.5,13,"February 28, 2019",68.8,11,20.7,6,85.5,96.4,27,0.406,48,0.33299999999999996,16,0.45799999999999996,22,0.773,17,17,200,81.2,23.5,8,20,56,,11.6,8,0.479,23,0.304,7,56.5,35,0.479,23.8,18,25,0.36,9,0.39299999999999996,11,"Reese Court, Cheney, Washington",EASTERN-WASHINGTON,Eastern Washington,69.3,Away,SACRAMENTO-STATE,Sacramento State,Sacramento State,big-sky,25,False,False,False,Away,True,7,12,49,27,62,7,9,48,1,0,122,535,1466,0.4897680763983629,808,1591,0.5078566939032055,176,415,1350,0.502962962962963,0.48
26,2019-03-02-22-idaho,71.4,20,0.0,0,130.6,75.0,18,0.5920000000000001,60,0.467,28,0.483,29,0.655,19,14,200,125.0,33.3,11,21,90,,8.3,6,0.5,30,0.5,15,50.9,29,0.61,11.0,9,30,0.433,13,0.48100000000000004,13,"March 2, 2019",51.7,15,3.3,1,125.0,66.7,22,0.6629999999999999,52,0.5579999999999999,29,0.5379999999999999,28,0.893,25,24,200,130.6,25.0,6,22,94,,5.6,4,0.385,20,0.55,11,49.1,28,0.72,15.7,12,32,0.563,18,0.172,5,"Cowan Spectrum, Moscow, Idaho",SACRAMENTO-STATE,Sacramento State,71.5,Home,IDAHO,Idaho,Sacramento State,big-sky,26,False,False,False,Away,False,15,13,60,29,57,11,18,52,0,1,129,547,1515,0.4887788778877888,835,1653,0.5051421657592257,183,424,1398,0.4996423462088698,0.5
