,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,SOUTH-DAKOTA-STATE_homegame,SOUTH-DAKOTA-STATE_homegame2,SOUTH-DAKOTA-STATE_home,SOUTH-DAKOTA-STATE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-07-20-south-dakota-state,67.7,21,0.0,0,138.4,92.9,13,0.609,64,0.484,31,0.23399999999999999,15,0.9329999999999999,14,8,200,126.0,25.8,8,29,92,,11.0,8,0.5,32,0.5,16,46.7,21,0.647,11.3,9,32,0.469,15,0.111,1,"December 7, 2018",51.6,16,3.1,1,126.0,74.2,23,0.767,45,0.6890000000000001,31,0.8,36,0.889,32,3,200,138.4,7.1,1,14,101,,4.1,3,0.33299999999999996,15,0.467,7,53.3,24,0.813,16.5,12,30,0.8,24,0.727,8,"Frost Arena, Brookings, South Dakota",SOUTHERN,Southern,72.6,Home,SOUTH-DAKOTA-STATE,South Dakota State,South Dakota State,summit,10,True,False,True,Home,True,7,24,45,24,45,16,15,64,1,0,88,196,576,0.5694444444444444,359,665,0.5398496240601504,77,172,627,0.4585326953748006,0.7
11,2018-12-11-20-south-dakota-state,48.1,13,7.5,4,151.1,72.2,26,0.418,79,0.342,27,0.139,11,0.545,6,8,200,78.3,13.5,7,14,72,,5.4,5,0.6579999999999999,52,0.231,12,37.5,33,0.42700000000000005,15.2,15,27,0.556,15,0.273,3,"December 11, 2018",60.4,32,14.8,4,78.3,86.5,45,0.741,87,0.609,53,0.184,16,0.625,10,3,200,151.1,27.8,10,10,139,,7.6,7,0.391,34,0.6759999999999999,23,62.5,55,0.735,7.8,8,53,0.5660000000000001,30,0.75,9,"Frost Arena, Brookings, South Dakota",SAVANNAH-STATE,Savannah State,92.4,Home,SOUTH-DAKOTA-STATE,South Dakota State,South Dakota State,summit,11,True,False,True,Home,True,23,30,87,55,88,12,15,79,1,0,95,220,621,0.5837359098228664,383,710,0.5394366197183098,93,187,691,0.4725036179450072,0.7272727272727273
12,2018-12-15-21-nevada,60.9,14,0.0,0,100.0,74.4,32,0.518,55,0.418,23,0.255,14,0.7859999999999999,11,4,200,94.4,10.7,3,24,68,,2.8,2,0.509,28,0.39299999999999996,11,49.3,35,0.552,18.6,14,27,0.444,12,0.6920000000000001,9,"December 15, 2018",68.2,15,22.2,6,94.4,89.3,25,0.415,65,0.33799999999999997,22,0.354,23,0.7829999999999999,18,0,200,100.0,25.6,11,12,72,7.0,5.6,4,0.6,39,0.256,10,50.7,36,0.474,7.4,6,26,0.462,12,1.0,11,"Lawlor Events Center, Reno, Nevada",SOUTH-DAKOTA-STATE,South Dakota State,71.8,Home,NEVADA,Nevada,South Dakota State,summit,12,False,False,False,Away,False,11,12,55,35,71,10,12,65,0,1,118,250,708,0.6031073446327684,438,798,0.5488721804511278,105,202,770,0.4668831168831169,0.75
13,2018-12-18-21-eastern-washington,39.1,9,12.5,2,88.9,85.7,30,0.491,54,0.426,23,0.46299999999999997,25,0.84,21,4,200,102.8,15.2,5,18,74,,9.7,7,0.46299999999999997,25,0.28,7,51.5,35,0.562,15.6,12,29,0.552,16,0.7140000000000001,10,"December 18, 2018",71.4,15,3.4,1,102.8,84.8,28,0.509,54,0.389,21,0.24100000000000002,13,0.6920000000000001,9,9,200,88.9,14.3,5,21,64,,6.9,5,0.7040000000000001,38,0.342,13,48.5,33,0.532,20.1,15,16,0.5,8,0.1,1,"Reese Court, Cheney, Washington",EASTERN-WASHINGTON,Eastern Washington,71.5,Away,SOUTH-DAKOTA-STATE,South Dakota State,South Dakota State,summit,13,False,False,False,Away,True,7,16,54,35,68,13,8,54,1,0,129,262,763,0.5969855832241153,473,869,0.5443037974683544,115,214,835,0.462874251497006,0.6923076923076923
14,2018-12-22-20-south-dakota-state,46.4,13,11.1,4,105.7,71.9,23,0.568,59,0.475,28,0.424,25,0.72,18,4,200,121.4,31.3,10,24,85,,7.1,5,0.475,28,0.39299999999999996,11,51.6,33,0.6,11.4,9,31,0.5479999999999999,17,0.636,7,"December 22, 2018",44.0,11,9.7,3,121.4,68.8,22,0.509,55,0.455,25,0.491,27,0.667,18,5,200,105.7,28.1,9,18,74,,5.7,4,0.345,19,0.316,6,48.4,31,0.546,15.2,12,36,0.528,19,0.667,10,"Frost Arena, Brookings, South Dakota",SOUTH-DAKOTA-STATE,South Dakota State,70.4,Away,MONTANA,Montana,South Dakota State,summit,14,False,True,True,Home,False,6,19,55,31,64,11,17,59,0,1,136,278,817,0.5899632802937577,508,937,0.5421558164354322,128,222,889,0.46569178852643417,0.7142857142857143
15,2018-12-28-17-western-illinois,44.4,16,6.1,2,81.7,78.6,33,0.733,58,0.621,36,0.36200000000000004,21,0.7140000000000001,15,5,200,140.8,20.0,5,22,100,,12.7,9,0.414,24,0.542,13,56.7,38,0.736,10.6,8,34,0.6759999999999999,23,0.688,11,"December 28, 2018",58.8,10,5.9,2,140.8,80.0,20,0.36200000000000004,58,0.293,17,0.397,23,0.696,16,9,200,81.7,21.4,9,18,58,,4.2,3,0.431,25,0.32,8,43.3,29,0.42100000000000004,15.0,12,33,0.273,9,0.35700000000000004,5,"Western Hall, Macomb, Illinois",WESTERN-ILLINOIS,Western Illinois,71.5,Away,SOUTH-DAKOTA-STATE,South Dakota State,South Dakota State,summit,15,False,False,False,Away,True,13,23,58,38,67,8,9,58,1,0,142,297,872,0.5848623853211009,539,1001,0.5384615384615384,139,239,948,0.4720464135021097,0.6666666666666666
16,2019-01-03-19-ipfw,51.5,17,8.3,2,126.8,79.3,23,0.528,71,0.465,33,0.239,17,0.765,13,6,200,107.3,22.2,8,22,88,,13.4,11,0.408,29,0.31,9,47.7,31,0.556,13.3,12,42,0.5710000000000001,24,0.647,11,"January 3, 2019",50.0,18,2.4,1,107.3,77.8,28,0.706,63,0.5710000000000001,36,0.33299999999999996,21,0.7140000000000001,15,7,200,126.8,20.7,6,15,104,,3.7,3,0.619,39,0.436,17,52.3,34,0.713,16.2,14,24,0.792,19,0.611,11,"Allen County War Memorial Coliseum, Fort Wayne, Indiana",SOUTH-DAKOTA-STATE,South Dakota State,82.0,Home,IPFW,Purdue-Fort Wayne,South Dakota State,summit,16,False,False,False,Away,False,9,24,71,31,65,17,19,63,0,1,155,320,930,0.5940860215053764,577,1068,0.5402621722846442,147,248,1006,0.46570576540755465,0.6875
17,2019-01-06-16-south-dakota,56.7,17,3.3,1,84.7,77.5,31,0.563,64,0.469,30,0.188,12,0.583,7,6,200,109.7,29.4,10,13,79,,9.7,7,0.42200000000000004,27,0.444,12,55.4,41,0.5670000000000001,14.8,12,37,0.486,18,0.667,12,"January 6, 2019",85.7,18,18.9,7,109.7,70.6,24,0.414,64,0.32799999999999996,21,0.172,11,0.727,8,9,200,84.7,22.5,9,16,61,,6.9,5,0.531,34,0.324,11,44.6,33,0.441,14.8,12,30,0.33299999999999996,10,0.43799999999999994,7,"Sanford Coyote Sports Center, Vermillon, South Dakota",SOUTH-DAKOTA,South Dakota,72.0,Away,SOUTH-DAKOTA-STATE,South Dakota State,South Dakota State,summit,17,False,False,False,Away,True,12,18,64,41,74,11,10,64,1,0,164,344,1001,0.5894105894105894,608,1133,0.5366284201235657,164,267,1069,0.47988774555659497,0.6470588235294118
18,2019-01-10-20-south-dakota-state,44.0,11,0.0,0,111.4,91.7,22,0.47,66,0.379,25,0.091,6,0.667,4,14,200,94.3,26.3,10,20,66,,8.6,6,0.379,25,0.48,12,51.6,32,0.479,15.9,13,41,0.317,13,0.263,5,"January 10, 2019",58.3,14,2.4,1,94.3,73.7,28,0.6559999999999999,45,0.5329999999999999,24,0.511,23,0.826,19,6,200,111.4,8.3,2,14,78,,4.3,3,0.556,25,0.44,11,48.4,30,0.6970000000000001,20.3,14,20,0.65,13,0.684,13,"Frost Arena, Brookings, South Dakota",DENVER,Denver,69.9,Home,SOUTH-DAKOTA-STATE,South Dakota State,South Dakota State,summit,18,True,False,True,Home,True,11,13,45,30,62,12,13,66,1,0,176,362,1065,0.5877934272300469,649,1207,0.5376967688483845,175,277,1133,0.4761694616063548,0.6666666666666666
19,2019-01-12-17-south-dakota-state,33.3,9,15.6,5,113.5,81.8,27,0.49200000000000005,63,0.429,27,0.111,7,0.429,3,13,200,87.8,32.4,11,18,65,,5.4,4,0.381,24,0.33299999999999996,8,56.7,38,0.49,21.4,18,39,0.48700000000000004,19,0.35,7,"January 12, 2019",70.0,21,0.0,0,87.8,67.6,23,0.563,63,0.47600000000000003,30,0.28600000000000003,18,0.722,13,6,200,113.5,18.2,6,11,84,,16.2,12,0.49200000000000005,31,0.355,11,43.3,29,0.5870000000000001,11.3,9,32,0.594,19,0.7,14,"Frost Arena, Brookings, South Dakota",ORAL-ROBERTS,Oral Roberts,73.9,Home,SOUTH-DAKOTA-STATE,South Dakota State,South Dakota State,summit,19,True,False,True,Home,True,11,19,63,29,67,8,19,63,1,0,187,375,1110,0.5905405405405405,679,1269,0.5350669818754925,187,290,1199,0.47581317764804004,0.6842105263157895
20,2019-01-16-20-north-dakota,31.0,9,9.4,3,102.8,88.2,30,0.542,60,0.483,29,0.33299999999999996,20,0.65,13,6,200,108.3,26.5,9,12,78,,8.3,6,0.36700000000000005,22,0.318,7,57.4,39,0.561,14.9,12,38,0.579,22,0.7140000000000001,15,"January 16, 2019",66.7,20,7.9,3,108.3,73.5,25,0.569,65,0.462,30,0.015,1,0.0,0,11,200,102.8,11.8,4,18,74,,9.7,7,0.508,33,0.424,14,42.6,29,0.565,14.4,11,32,0.5,16,0.42100000000000004,8,"Betty Engelstad Sioux Center , Grand Forks, North Dakota",NORTH-DAKOTA,North Dakota,72.5,Away,SOUTH-DAKOTA-STATE,South Dakota State,South Dakota State,summit,20,False,False,False,Away,True,7,22,60,39,68,14,16,65,1,0,198,394,1173,0.5890878090366581,708,1336,0.5299401197604791,195,309,1262,0.4766244057052298,0.7
21,2019-01-24-20-south-dakota-state,58.3,14,2.7,1,111.5,90.0,27,0.49200000000000005,59,0.40700000000000003,24,0.22,13,0.846,11,12,200,88.5,13.5,5,15,69,,11.5,9,0.525,31,0.32299999999999995,10,47.8,32,0.529,20.8,17,28,0.5,14,0.429,9,"January 24, 2019",58.8,20,3.6,1,88.5,86.5,32,0.627,63,0.54,34,0.159,10,0.8,8,6,200,111.5,10.0,3,14,87,,12.8,10,0.413,26,0.423,11,52.2,35,0.642,17.2,14,37,0.622,23,0.727,16,"Frost Arena, Brookings, South Dakota",NORTH-DAKOTA-STATE,North Dakota State,78.0,Home,SOUTH-DAKOTA-STATE,South Dakota State,South Dakota State,summit,21,True,False,True,Home,True,11,23,63,35,67,10,14,59,1,0,205,416,1233,0.5867802108678021,747,1404,0.532051282051282,209,325,1327,0.48116051243406177,0.7142857142857143
22,2019-01-26-17-south-dakota-state,29.6,8,0.0,0,112.2,74.2,23,0.5,66,0.409,27,0.136,9,0.778,7,9,200,98.6,22.9,8,13,73,,17.6,13,0.47,31,0.387,12,47.0,31,0.519,13.6,11,35,0.429,15,0.5710000000000001,12,"January 26, 2019",45.5,15,5.7,2,98.6,77.1,27,0.613,62,0.532,33,0.19399999999999998,12,0.583,7,6,200,112.2,25.8,8,12,83,,8.1,6,0.387,24,0.41700000000000004,10,53.0,35,0.613,18.2,15,38,0.605,23,0.7390000000000001,17,"Frost Arena, Brookings, South Dakota",NEBRASKA-OMAHA,Omaha,74.0,Home,SOUTH-DAKOTA-STATE,South Dakota State,South Dakota State,summit,22,True,False,True,Home,True,10,23,62,35,66,12,15,66,1,0,216,439,1296,0.5887345679012346,782,1471,0.5316111488783141,219,339,1386,0.4816017316017316,0.7272727272727273
23,2019-01-31-20-oral-roberts,50.0,15,9.1,4,105.3,73.8,31,0.593,59,0.508,30,0.322,19,0.8420000000000001,16,6,200,113.2,17.9,5,14,86,,9.2,7,0.39,23,0.435,10,51.4,36,0.632,15.1,12,36,0.556,20,0.75,18,"January 31, 2019",54.5,18,13.9,5,113.2,82.1,23,0.507,75,0.44,33,0.107,8,0.5,4,16,200,105.3,26.2,11,17,80,,3.9,3,0.413,31,0.32299999999999995,10,48.6,34,0.508,11.3,10,44,0.523,23,0.33299999999999996,8,"Mabee Center, Tulsa, Oklahoma",ORAL-ROBERTS,Oral Roberts,76.4,Away,SOUTH-DAKOTA-STATE,South Dakota State,South Dakota State,summit,23,False,False,False,Away,True,10,20,59,36,70,10,23,75,1,0,226,462,1358,0.5898379970544919,817,1537,0.531554977228367,231,354,1452,0.4824380165289256,0.7391304347826086
24,2019-02-03-15-denver,48.6,17,5.7,2,113.9,66.7,22,0.667,63,0.556,35,0.14300000000000002,9,0.889,8,6,200,127.8,17.9,5,22,92,,8.3,6,0.46,29,0.483,14,44.3,27,0.684,14.1,11,34,0.618,21,0.76,19,"February 3, 2019",28.0,7,5.9,2,127.8,82.1,23,0.49200000000000005,59,0.424,25,0.441,26,0.9229999999999999,24,16,200,113.9,33.3,11,15,82,,5.6,4,0.40700000000000003,24,0.33299999999999996,8,55.7,34,0.575,13.5,11,35,0.486,17,0.304,7,"Magness Arena, Denver, Colorado",DENVER,Denver,72.3,Away,SOUTH-DAKOTA-STATE,South Dakota State,South Dakota State,summit,24,False,False,False,Away,True,14,21,63,27,61,8,17,59,1,0,236,482,1417,0.5899788285109386,853,1607,0.5308027380211574,241,377,1527,0.48362802881466926,0.75
25,2019-02-09-17-south-dakota-state,65.0,13,0.0,0,108.1,83.3,25,0.42200000000000004,58,0.345,20,0.22399999999999998,13,0.462,6,16,200,74.3,10.3,4,15,55,,4.1,3,0.466,27,0.33299999999999996,9,42.0,29,0.429,16.9,13,31,0.355,11,0.36,9,"February 9, 2019",53.3,16,0.0,0,74.3,89.7,35,0.525,60,0.5,30,0.317,19,0.895,17,6,200,108.1,16.7,5,14,80,,12.2,9,0.41700000000000004,25,0.12,3,58.0,40,0.58,12.8,10,35,0.7709999999999999,27,0.769,20,"Frost Arena, Brookings, South Dakota",NORTH-DAKOTA,North Dakota,73.6,Home,SOUTH-DAKOTA-STATE,South Dakota State,South Dakota State,summit,25,True,False,True,Home,True,3,27,60,40,69,9,11,58,1,0,250,503,1480,0.5932432432432433,880,1668,0.5275779376498801,249,394,1586,0.483921815889029,0.76
26,2019-02-14-20-nebraska-omaha,55.2,16,2.2,1,116.4,76.3,29,0.595,63,0.46,29,0.175,11,0.818,9,7,200,115.1,19.4,6,16,84,,6.8,5,0.54,34,0.5,17,50.7,35,0.616,15.0,12,29,0.414,12,0.741,20,"February 14, 2019",52.8,19,6.9,2,115.1,80.6,25,0.563,72,0.5,36,0.125,9,0.444,4,9,200,116.4,23.7,9,18,85,,6.8,5,0.375,27,0.33299999999999996,9,49.3,34,0.557,6.2,5,45,0.6,27,0.625,15,"Baxter Arena, Omaha, Nebraska",SOUTH-DAKOTA-STATE,South Dakota State,73.3,Home,NEBRASKA-OMAHA,Omaha,South Dakota State,summit,26,False,False,False,Away,False,17,12,63,35,69,9,27,72,0,1,253,530,1540,0.5905844155844155,920,1737,0.5296488198042603,258,405,1644,0.48175182481751827,0.7692307692307693
