,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,CAL-STATE-NORTHRIDGE_homegame,CAL-STATE-NORTHRIDGE_homegame2,CAL-STATE-NORTHRIDGE_home,CAL-STATE-NORTHRIDGE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-19-21-new-mexico-state,28.6,6,11.8,4,137.3,61.8,21,0.48,49,0.429,21,0.327,16,0.625,10,8,200,85.1,12.9,4,13,57,,1.5,1,0.449,22,0.22699999999999998,5,38.5,25,0.504,17.6,12,27,0.593,16,0.273,3,"December 19, 2018",60.0,21,3.7,1,85.1,87.1,27,0.599,71,0.493,35,0.113,8,0.875,7,2,200,137.3,38.2,13,16,92,,9.0,6,0.521,37,0.405,15,61.5,40,0.615,9.7,8,34,0.588,20,0.818,9,"Pan American Center, Las Cruces, New Mexico",CAL-STATE-NORTHRIDGE,Cal State Northridge,67.2,Home,NEW-MEXICO-STATE,New Mexico State,Cal State Northridge,big-west,10,False,False,False,Away,False,5,16,49,25,65,15,20,71,0,1,61,231,616,0.523538961038961,310,641,0.4836193447737909,91,202,614,0.5513029315960912,0.3
11,2018-12-22-14-southern-illinois-edwardsville,51.6,16,16.7,8,96.3,58.5,24,0.632,57,0.544,31,0.386,22,0.591,13,8,200,103.7,18.5,5,20,85,,8.5,7,0.298,17,0.588,10,42.6,29,0.63,22.2,19,40,0.525,21,0.33299999999999996,4,"December 22, 2018",40.7,11,7.5,3,103.7,81.5,22,0.431,72,0.375,27,0.361,26,0.654,17,8,200,96.3,41.5,17,19,79,,9.8,8,0.33299999999999996,24,0.33299999999999996,8,57.4,39,0.46799999999999997,16.1,16,48,0.396,19,0.2,2,"Orleans Arena, Paradise, Nevada",SOUTHERN-ILLINOIS-EDWARDSVILLE,SIU-Edwardsville,82.4,Away,CAL-STATE-NORTHRIDGE,Cal State Northridge,Cal State Northridge,big-west,11,False,False,False,Away,True,10,21,57,29,68,8,19,72,1,0,66,247,665,0.5203007518796993,335,706,0.4745042492917847,106,222,685,0.5562043795620438,0.2727272727272727
12,2018-12-23-16-rider,48.5,16,5.6,2,123.1,70.0,21,0.636,59,0.5589999999999999,33,0.203,12,0.5,6,8,200,124.6,34.6,9,22,81,,3.1,2,0.33899999999999997,20,0.45,9,53.6,30,0.626,11.1,8,39,0.615,24,0.385,5,"December 23, 2018",42.3,11,2.6,1,124.6,65.4,17,0.527,55,0.473,26,0.509,28,0.7859999999999999,22,6,200,123.1,30.0,9,14,80,,7.7,5,0.345,19,0.316,6,46.4,26,0.586,8.2,6,36,0.556,20,0.455,5,"Orleans Arena, Paradise, Nevada",RIDER,Rider,64.5,Away,CAL-STATE-NORTHRIDGE,Cal State Northridge,Cal State Northridge,big-west,12,False,False,False,Away,True,9,24,59,30,56,6,20,55,1,0,76,268,722,0.5290858725761773,364,774,0.4702842377260982,114,241,757,0.5442536327608983,0.3333333333333333
13,2018-12-29-22-cal-state-northridge,34.4,11,7.0,3,110.6,61.8,21,0.43799999999999994,80,0.4,32,0.275,22,0.727,16,7,200,101.2,27.3,12,26,86,,9.4,8,0.15,12,0.5,6,42.3,33,0.475,9.1,9,68,0.382,26,0.41700000000000004,5,"December 29, 2018",57.6,19,16.2,11,101.2,72.7,32,0.578,64,0.516,33,0.484,31,0.645,20,8,200,110.6,38.2,13,21,94,,8.2,7,0.32799999999999996,21,0.381,8,57.7,45,0.597,18.0,17,43,0.581,25,0.429,6,"The Matadome, Northridge, California",MORGAN-STATE,Morgan State,85.1,Home,CAL-STATE-NORTHRIDGE,Cal State Northridge,Cal State Northridge,big-west,13,True,False,True,Home,True,8,25,64,45,78,6,26,80,1,0,85,292,781,0.5371318822023048,394,830,0.4746987951807229,120,261,812,0.5431034482758621,0.38461538461538464
14,2019-01-01-15-san-diego-state,61.9,13,8.1,3,94.2,71.4,25,0.377,61,0.344,21,0.27899999999999997,17,0.8240000000000001,14,9,200,87.0,29.7,11,15,60,,10.1,7,0.32799999999999996,20,0.2,4,50.0,36,0.434,16.0,13,41,0.415,17,0.4,6,"January 1, 2019",64.0,16,9.8,4,87.0,70.3,26,0.46799999999999997,62,0.40299999999999997,25,0.145,9,0.778,7,5,200,94.2,28.6,10,14,65,,11.6,8,0.40299999999999997,25,0.32,8,50.0,36,0.49,14.3,11,37,0.45899999999999996,17,0.615,8,"Viejas Arena, San Diego, California",CAL-STATE-NORTHRIDGE,Cal State Northridge,69.2,Home,SAN-DIEGO-STATE,San Diego State,Cal State Northridge,big-west,14,False,False,False,Away,False,4,17,61,36,72,8,17,62,0,1,93,317,845,0.5402366863905326,439,908,0.4834801762114537,126,287,892,0.5336322869955157,0.42857142857142855
15,2019-01-05-22-cal-state-northridge,64.7,22,7.5,4,107.1,66.7,30,0.5589999999999999,68,0.5,34,0.426,29,0.621,18,3,225,111.9,33.3,11,24,94,,4.8,4,0.27899999999999997,19,0.42100000000000004,8,52.6,41,0.575,14.8,14,49,0.531,26,0.75,9,"January 5, 2019",50.0,15,10.2,5,111.9,66.7,22,0.44799999999999995,77,0.39,30,0.40299999999999997,31,0.677,21,10,225,107.1,33.3,15,24,90,,10.7,9,0.312,24,0.375,9,47.4,37,0.491,7.2,7,53,0.396,21,0.375,6,"The Matadome, Northridge, California",CAL-STATE-NORTHRIDGE,Cal State Northridge,74.9,Away,YALE,Yale,Cal State Northridge,big-west,15,False,True,True,Home,False,9,21,77,37,78,8,26,68,0,1,97,334,906,0.5292494481236203,475,980,0.4846938775510204,134,304,954,0.5293501048218029,0.4
16,2019-01-09-22-california-riverside,55.2,16,7.1,2,118.6,80.8,21,0.609,55,0.527,29,0.509,28,0.607,17,10,200,120.0,25.8,8,16,84,,8.6,6,0.29100000000000004,16,0.563,9,50.9,29,0.615,11.8,9,39,0.513,20,0.41200000000000003,7,"January 9, 2019",77.8,21,2.6,1,120.0,74.2,23,0.586,58,0.466,27,0.276,16,0.938,15,11,200,118.6,19.2,5,23,83,,8.6,6,0.517,30,0.467,14,49.1,28,0.633,13.3,10,28,0.46399999999999997,13,0.353,6,"UC Riverside Student Recreation Center, Riverside, California",CALIFORNIA-RIVERSIDE,UC-Riverside,70.0,Away,CAL-STATE-NORTHRIDGE,Cal State Northridge,Cal State Northridge,big-west,16,False,False,False,Away,True,9,20,55,29,57,14,13,58,1,0,106,355,983,0.5228891149542217,512,1058,0.4839319470699433,142,330,1022,0.5313111545988258,0.375
17,2019-01-12-22-cal-poly,62.1,18,20.0,7,93.7,75.6,34,0.55,60,0.483,29,0.433,26,0.462,12,10,225,98.7,16.7,6,14,78,,6.3,5,0.33299999999999996,20,0.4,8,49.4,40,0.539,12.3,10,40,0.525,21,0.444,8,"January 12, 2019",36.0,9,20.0,8,98.7,83.3,30,0.43200000000000005,73,0.342,25,0.21899999999999997,16,0.688,11,11,225,93.7,24.4,11,19,74,,6.3,5,0.521,38,0.342,13,50.6,41,0.45899999999999996,13.0,12,35,0.34299999999999997,12,0.267,4,"Robert A. Mott Gymnasium, San Luis Obispo, California",CAL-POLY,Cal Poly,70.2,Away,CAL-STATE-NORTHRIDGE,Cal State Northridge,Cal State Northridge,big-west,17,False,False,False,Away,True,8,21,60,40,81,13,12,73,1,0,115,375,1038,0.5274566473988439,541,1115,0.4852017937219731,156,343,1080,0.5342592592592592,0.4117647058823529
18,2019-01-17-22-cal-state-northridge,64.3,18,0.0,0,112.9,71.9,23,0.5429999999999999,58,0.483,28,0.534,31,0.677,21,5,200,120.0,31.3,10,17,84,,8.6,6,0.36200000000000004,21,0.33299999999999996,7,51.6,33,0.578,8.9,7,37,0.568,21,0.688,11,"January 17, 2019",48.3,14,8.1,3,120.0,68.8,22,0.5479999999999999,63,0.46,29,0.175,11,0.909,10,11,200,112.9,28.1,9,24,79,,4.3,3,0.397,25,0.44,11,48.4,31,0.579,14.0,11,38,0.474,18,0.42100000000000004,8,"The Matadome, Northridge, California",CAL-STATE-NORTHRIDGE,Cal State Northridge,70.0,Away,HAWAII,Hawaii,Cal State Northridge,big-west,18,False,True,True,Home,False,11,18,63,31,64,7,21,58,0,1,123,396,1098,0.5286885245901639,581,1196,0.48578595317725753,169,355,1153,0.5277536860364267,0.4444444444444444
19,2019-01-19-18-cal-state-northridge,62.5,15,5.0,2,103.0,78.6,22,0.44,67,0.358,24,0.32799999999999996,22,0.682,15,5,200,112.1,53.7,22,17,74,,6.1,4,0.373,25,0.44,11,63.8,44,0.478,11.5,10,42,0.31,13,0.75,15,"January 19, 2019",53.6,15,14.3,6,112.1,46.3,19,0.542,60,0.467,28,0.183,11,0.273,3,12,200,103.0,21.4,6,20,68,,9.1,6,0.33299999999999996,20,0.45,9,36.2,25,0.521,11.0,8,40,0.475,19,0.4,8,"The Matadome, Northridge, California",CAL-STATE-NORTHRIDGE,Cal State Northridge,66.3,Away,CALIFORNIA-IRVINE,UC-Irvine,Cal State Northridge,big-west,19,False,True,True,Home,False,9,19,60,25,69,11,13,67,0,1,134,414,1161,0.5297157622739018,612,1260,0.4857142857142857,176,376,1211,0.5284888521882741,0.42105263157894735
20,2019-01-23-22-cal-state-northridge,60.7,17,6.8,3,121.1,66.7,18,0.552,58,0.483,28,0.138,8,0.875,7,12,200,100.0,22.2,6,15,71,,8.5,6,0.276,16,0.5,8,44.4,24,0.574,19.6,15,42,0.47600000000000003,20,0.4,8,"January 23, 2019",57.6,19,9.5,4,100.0,77.8,21,0.569,65,0.508,33,0.215,14,0.857,12,12,200,121.1,33.3,9,14,86,,14.1,10,0.32299999999999995,21,0.381,8,55.6,30,0.6,11.2,9,44,0.568,25,0.429,9,"The Matadome, Northridge, California",LONG-BEACH-STATE,Long Beach State,71.2,Home,CAL-STATE-NORTHRIDGE,Cal State Northridge,Cal State Northridge,big-west,20,True,False,True,Home,True,8,25,65,30,54,8,20,58,1,0,143,433,1221,0.5303030303030303,637,1329,0.47930775018811134,187,389,1278,0.5238654147104851,0.4
21,2019-01-30-22-cal-state-fullerton,38.7,12,6.5,3,105.4,60.6,20,0.465,71,0.43700000000000006,31,0.183,13,0.385,5,13,200,95.9,31.7,13,21,71,,6.8,5,0.239,17,0.235,4,44.6,33,0.46,10.5,9,54,0.5,27,0.409,9,"January 30, 2019",46.4,13,13.0,7,95.9,68.3,28,0.484,63,0.444,28,0.365,23,0.7390000000000001,17,12,200,105.4,39.4,13,17,78,,2.7,2,0.27,17,0.294,5,55.4,41,0.528,15.1,13,46,0.5,23,0.429,9,"Titan Gym, Fullerton, California",CAL-STATE-NORTHRIDGE,Cal State Northridge,73.6,Home,CAL-STATE-FULLERTON,Cal State Fullerton,Cal State Northridge,big-west,21,False,False,False,Away,False,4,27,71,33,74,5,23,63,0,1,151,458,1286,0.5322706065318819,667,1383,0.4822848879248012,195,409,1336,0.5250748502994012,0.42857142857142855
22,2019-02-02-22-cal-state-northridge,33.3,8,8.7,4,125.8,72.7,24,0.451,61,0.39299999999999996,24,0.361,22,0.455,10,15,200,98.5,35.9,14,19,65,,3.0,2,0.344,21,0.33299999999999996,7,52.8,38,0.455,9.0,7,40,0.425,17,0.25,5,"February 2, 2019",46.4,13,12.5,5,98.5,64.1,25,0.508,62,0.452,28,0.371,23,0.87,20,13,200,125.8,27.3,9,19,83,,4.5,3,0.258,16,0.43799999999999994,7,47.2,34,0.569,4.0,3,46,0.457,21,0.435,10,"The Matadome, Northridge, California",CAL-POLY,Cal Poly,65.7,Home,CAL-STATE-NORTHRIDGE,Cal State Northridge,Cal State Northridge,big-west,22,True,False,True,Home,True,7,21,62,34,72,7,17,61,1,0,155,485,1357,0.5287398673544583,700,1457,0.4804392587508579,200,432,1399,0.5232308791994281,0.4090909090909091
23,2019-02-06-22-california-santa-barbara,51.9,14,0.0,0,107.7,60.7,17,0.444,62,0.435,27,0.258,16,0.563,9,14,200,98.5,28.6,10,21,64,,9.2,6,0.33899999999999997,21,0.048,1,42.9,27,0.46,10.4,8,41,0.634,26,0.41700000000000004,10,"February 6, 2019",50.0,11,9.8,4,98.5,71.4,25,0.521,48,0.45799999999999996,22,0.542,26,0.769,20,5,200,107.7,39.3,11,15,70,,3.1,2,0.33299999999999996,16,0.375,6,57.1,36,0.58,19.1,14,32,0.5,16,0.773,17,"The Thunderdome, Santa Barbara, California",CAL-STATE-NORTHRIDGE,Cal State Northridge,65.5,Home,CALIFORNIA-SANTA-BARBARA,UCSB,Cal State Northridge,big-west,23,False,False,False,Away,False,1,26,62,27,63,6,16,48,0,1,162,506,1419,0.5278365045806906,734,1529,0.48005232177894047,207,449,1460,0.5202054794520548,0.43478260869565216
24,2019-02-13-22-california-davis,52.4,11,22.6,7,115.2,81.5,22,0.462,53,0.396,21,0.302,16,0.625,10,15,200,89.4,9.7,3,13,59,,9.1,6,0.34,18,0.389,7,43.1,25,0.48700000000000004,14.3,10,35,0.4,14,0.4,10,"February 13, 2019",74.1,20,8.6,3,89.4,90.3,28,0.589,56,0.48200000000000004,27,0.196,11,0.909,10,14,200,115.2,18.5,5,14,76,,12.1,8,0.446,25,0.48,12,56.9,33,0.621,12.9,9,31,0.484,15,0.391,9,"The Pavilion, Davis, California",CAL-STATE-NORTHRIDGE,Cal State Northridge,66.4,Home,CALIFORNIA-DAVIS,UC-Davis,Cal State Northridge,big-west,24,False,False,False,Away,False,7,14,53,25,58,12,15,56,0,1,163,532,1481,0.5243079000675219,761,1592,0.4780150753768844,213,465,1508,0.5202254641909815,0.4166666666666667
25,2019-02-16-22-cal-state-northridge,51.7,15,8.5,4,93.4,65.2,30,0.574,54,0.537,29,0.48100000000000004,26,0.615,16,13,200,102.6,21.9,7,21,78,,9.2,7,0.24100000000000002,13,0.308,4,47.4,37,0.588,18.6,15,41,0.61,25,0.48,12,"February 16, 2019",48.0,12,7.3,3,102.6,78.1,25,0.413,69,0.36200000000000004,25,0.33299999999999996,23,0.609,14,16,200,93.4,34.8,16,21,71,,9.2,7,0.319,22,0.318,7,52.6,41,0.444,15.0,14,47,0.38299999999999995,18,0.385,10,"The Matadome, Northridge, California",CAL-STATE-NORTHRIDGE,Cal State Northridge,76.1,Away,CAL-STATE-FULLERTON,Cal State Fullerton,Cal State Northridge,big-west,25,False,True,True,Home,False,7,18,69,41,78,4,25,54,0,1,170,546,1534,0.5221642764015645,786,1650,0.4763636363636364,225,480,1564,0.5226982097186701,0.4
