,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,BOSTON-COLLEGE_homegame,BOSTON-COLLEGE_homegame2,BOSTON-COLLEGE_home,BOSTON-COLLEGE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-22-15-depaul,38.5,10,8.5,4,81.6,61.0,25,0.423,65,0.4,26,0.2,13,0.769,10,2,200,85.5,21.6,8,11,65,,11.8,9,0.27699999999999997,18,0.16699999999999998,3,42.3,33,0.457,17.5,15,47,0.489,23,0.818,9,"December 22, 2018",53.8,14,12.8,6,85.5,78.4,29,0.39399999999999996,71,0.366,26,0.113,8,0.75,6,3,200,81.6,39.0,16,18,62,,11.8,9,0.33799999999999997,24,0.16699999999999998,4,57.7,45,0.414,17.7,16,47,0.46799999999999997,22,0.727,8,"Wintrust Arena, Chicago, Illinois",DEPAUL,DePaul,76.5,Away,BOSTON-COLLEGE,Boston College,Boston College,acc,10,False,False,False,Away,True,3,23,65,33,78,4,22,71,1,0,68,191,565,0.5185840707964602,372,694,0.5360230547550432,90,150,615,0.4634146341463415,0.8
11,2018-12-31-13-boston-college,40.0,10,2.8,1,101.3,62.5,20,0.483,58,0.431,25,0.5,29,0.7929999999999999,23,8,225,102.6,21.9,7,16,79,,16.9,13,0.397,23,0.261,6,42.2,27,0.55,14.5,12,35,0.5429999999999999,19,0.467,7,"December 31, 2018",33.3,9,17.1,6,102.6,78.1,25,0.525,59,0.45799999999999996,27,0.373,22,0.727,16,3,225,101.3,37.5,12,24,78,,6.5,5,0.39,23,0.348,8,57.8,37,0.562,21.7,19,36,0.528,19,0.75,9,"Silvio O. Conte Forum, Chestnut Hill, Massachusetts",BOSTON-COLLEGE,Boston College,68.1,Away,HARTFORD,Hartford,Boston College,acc,11,False,True,True,Home,False,8,19,59,37,64,6,19,58,0,1,71,214,630,0.5087301587301587,405,772,0.5246113989637305,94,172,686,0.45626822157434405,0.8181818181818182
12,2019-01-05-12-virginia-tech,52.6,10,6.3,2,113.2,71.4,20,0.479,48,0.396,19,0.521,25,0.8,20,4,200,97.1,17.9,5,22,66,,5.9,4,0.563,27,0.29600000000000004,8,44.6,25,0.551,16.9,12,21,0.524,11,0.6920000000000001,9,"January 5, 2019",52.0,13,9.5,2,97.1,82.1,23,0.519,54,0.46299999999999997,25,0.46299999999999997,25,0.84,21,1,200,113.2,28.6,8,18,77,10.0,7.4,5,0.40700000000000003,22,0.273,6,55.4,31,0.584,14.5,11,32,0.594,19,0.929,13,"Cassell Coliseum, Blacksburg, Virginia",BOSTON-COLLEGE,Boston College,67.9,Home,VIRGINIA-TECH,Virginia Tech,Boston College,acc,12,False,False,False,Away,False,8,11,48,25,56,6,19,54,0,1,79,233,689,0.5101596516690856,442,836,0.5287081339712919,100,191,744,0.4583333333333333,0.75
13,2019-01-09-21-boston-college,51.5,17,18.8,6,86.2,88.6,31,0.6729999999999999,55,0.6,33,0.255,14,0.643,9,0,200,127.7,33.3,7,16,83,4.0,7.7,5,0.345,19,0.42100000000000004,8,67.9,38,0.6729999999999999,14.1,10,36,0.6940000000000001,25,1.0,14,"January 9, 2019",27.3,6,0.0,0,127.7,66.7,14,0.447,57,0.386,22,0.158,9,0.556,5,5,200,86.2,11.4,4,12,56,,6.2,4,0.439,25,0.28,7,32.1,18,0.457,11.6,8,32,0.469,15,0.643,9,"Silvio O. Conte Forum, Chestnut Hill, Massachusetts",BOSTON-COLLEGE,Boston College,65.0,Away,VIRGINIA,Virginia,Boston College,acc,13,False,True,True,Home,False,7,15,57,18,56,8,25,55,0,1,87,244,737,0.5081411126187245,467,892,0.523542600896861,106,210,798,0.462406015037594,0.6923076923076923
14,2019-01-12-12-notre-dame,34.6,9,8.6,3,95.8,74.4,29,0.446,65,0.4,26,0.154,10,0.8,8,6,200,91.7,24.3,9,19,66,,5.6,4,0.32299999999999995,21,0.28600000000000003,6,50.0,38,0.473,14.7,12,44,0.455,20,0.6,9,"January 12, 2019",52.4,11,11.4,5,91.7,75.7,28,0.402,61,0.344,21,0.377,23,0.87,20,5,200,95.8,25.6,10,15,69,,9.7,7,0.426,26,0.26899999999999996,7,50.0,38,0.48,12.3,10,35,0.4,14,0.688,11,"Purcell Pavilion at the Joyce Center, South Bend, Indiana",BOSTON-COLLEGE,Boston College,72.3,Home,NOTRE-DAME,Notre Dame,Boston College,acc,14,False,False,False,Away,False,6,20,65,38,76,7,14,61,0,1,94,259,794,0.5037783375314862,485,948,0.5116033755274262,114,235,853,0.47596717467760846,0.6428571428571429
15,2019-01-16-19-louisville,51.9,14,9.1,3,114.3,66.7,24,0.508,60,0.45,27,0.2,12,0.75,9,7,200,100.0,17.1,6,15,70,,8.6,6,0.38299999999999995,23,0.304,7,42.3,30,0.5329999999999999,15.5,12,37,0.541,20,0.562,9,"January 16, 2019",55.2,16,5.4,2,100.0,82.9,29,0.565,62,0.46799999999999997,29,0.226,14,0.7140000000000001,10,5,200,114.3,33.3,12,11,80,,8.6,6,0.46799999999999997,29,0.414,12,57.7,41,0.583,15.0,12,33,0.515,17,0.706,12,"KFC Yum! Center, Louisville, Kentucky",BOSTON-COLLEGE,Boston College,70.2,Home,LOUISVILLE,Louisville,Boston College,acc,15,False,False,False,Away,False,7,20,60,30,71,12,17,62,0,1,100,279,859,0.49941792782305006,523,1024,0.5107421875,121,249,914,0.4710065645514223,0.6
16,2019-01-20-12-boston-college,42.9,12,11.8,4,122.5,66.7,20,0.478,67,0.418,28,0.358,24,0.75,18,5,200,115.5,41.0,16,25,82,11.0,5.6,4,0.373,25,0.32,8,52.2,36,0.523,10.4,9,42,0.47600000000000003,20,0.722,13,"January 20, 2019",59.3,16,9.5,4,115.5,59.0,23,0.609,55,0.491,27,0.509,28,0.7140000000000001,20,7,200,122.5,33.3,10,20,87,,8.5,6,0.382,21,0.619,13,47.8,33,0.637,16.2,13,34,0.41200000000000003,14,0.588,10,"Silvio O. Conte Forum, Chestnut Hill, Massachusetts",FLORIDA-STATE,Florida State,71.4,Home,BOSTON-COLLEGE,Boston College,Boston College,acc,16,True,False,True,Home,True,13,14,55,33,69,8,20,67,1,0,107,299,919,0.5,553,1095,0.5050228310502283,133,266,976,0.4769467213114754,0.5625
17,2019-01-26-16-wake-forest,63.0,17,6.1,2,92.4,67.9,19,0.469,65,0.415,27,0.154,10,0.4,4,7,200,98.5,23.7,9,13,65,,9.1,6,0.354,23,0.304,7,42.4,28,0.466,8.0,6,42,0.47600000000000003,20,0.611,11,"January 26, 2019",48.0,12,7.1,3,98.5,76.3,29,0.491,56,0.446,25,0.107,6,1.0,6,11,200,92.4,32.1,9,10,61,,3.0,2,0.41100000000000003,23,0.217,5,57.6,38,0.518,21.4,16,33,0.606,20,0.42100000000000004,8,"Lawrence Joel Coliseum, Winston-Salem, North Carolina",WAKE-FOREST,Wake Forest,66.3,Away,BOSTON-COLLEGE,Boston College,Boston College,acc,17,False,False,False,Away,True,7,20,65,28,66,5,20,56,1,0,120,313,974,0.5061601642710473,586,1164,0.5034364261168385,141,286,1043,0.4769894534995206,0.5882352941176471
18,2019-01-30-20-boston-college,37.9,11,4.3,1,114.5,72.7,16,0.6629999999999999,52,0.5579999999999999,29,0.28800000000000003,15,0.5329999999999999,8,6,200,124.2,29.2,7,19,77,,9.7,6,0.5,26,0.423,11,50.0,23,0.6509999999999999,15.8,11,26,0.6920000000000001,18,0.7140000000000001,15,"January 30, 2019",61.9,13,0.0,0,124.2,70.8,17,0.5670000000000001,45,0.467,21,0.511,23,0.87,20,8,200,114.5,27.3,6,19,71,,8.1,5,0.489,22,0.409,9,50.0,23,0.635,16.6,11,23,0.522,12,0.579,11,"Silvio O. Conte Forum, Chestnut Hill, Massachusetts",BOSTON-COLLEGE,Boston College,62.0,Away,SYRACUSE,Syracuse,Boston College,acc,18,False,True,True,Home,False,9,12,45,23,46,11,18,52,0,1,127,333,1039,0.5038498556304138,614,1230,0.4991869918699187,146,306,1099,0.47770700636942676,0.6111111111111112
19,2019-02-02-14-boston-college,37.0,10,6.8,3,112.3,60.0,21,0.627,51,0.529,27,0.353,18,0.833,15,10,200,121.5,16.7,4,13,79,,4.6,3,0.392,20,0.5,10,42.4,25,0.6629999999999999,13.3,9,31,0.5479999999999999,17,0.545,12,"February 2, 2019",54.8,17,6.5,2,121.5,83.3,20,0.515,67,0.46299999999999997,31,0.11900000000000001,8,0.5,4,9,200,112.3,40.0,14,13,73,,6.2,4,0.34299999999999997,23,0.304,7,57.6,34,0.516,11.3,9,44,0.545,24,0.55,11,"Silvio O. Conte Forum, Chestnut Hill, Massachusetts",BOSTON-COLLEGE,Boston College,65.2,Away,NOTRE-DAME,Notre Dame,Boston College,acc,19,False,True,True,Home,False,7,24,67,34,59,10,17,51,0,1,136,345,1084,0.5064575645756457,637,1276,0.4992163009404389,157,324,1151,0.4860990443092963,0.5789473684210527
20,2019-02-05-19-duke,45.0,9,0.0,0,115.9,64.1,25,0.41100000000000003,56,0.35700000000000004,20,0.196,11,0.818,9,10,200,79.7,15.6,5,15,55,,1.4,1,0.304,17,0.353,6,42.3,30,0.449,18.7,14,39,0.359,14,0.524,11,"February 5, 2019",48.3,14,23.1,9,79.7,84.4,27,0.5,65,0.446,29,0.33799999999999997,22,0.682,15,2,200,115.9,35.9,14,13,80,2.0,13.0,9,0.369,24,0.292,7,57.7,41,0.53,8.6,7,41,0.537,22,0.909,20,"Cameron Indoor Stadium, Durham, North Carolina",BOSTON-COLLEGE,Boston College,69.3,Home,DUKE,Duke,Boston College,acc,20,False,False,False,Away,False,6,14,56,30,71,7,22,65,0,1,143,369,1151,0.5069504778453519,671,1335,0.5026217228464419,167,341,1202,0.4920965058236273,0.55
21,2019-02-09-14-syracuse,66.7,12,2.9,1,100.0,67.9,19,0.39799999999999996,54,0.33299999999999996,18,0.35200000000000004,19,0.684,13,11,200,83.6,30.3,10,20,56,,6.0,4,0.426,23,0.304,7,47.5,29,0.444,20.4,16,31,0.355,11,0.5,11,"February 9, 2019",45.5,10,19.4,6,83.6,69.7,23,0.48100000000000004,53,0.415,22,0.377,20,0.8,16,7,200,100.0,32.1,9,16,67,,17.9,12,0.358,19,0.368,7,52.5,32,0.536,15.1,11,34,0.441,15,0.708,17,"Carrier Dome, Syracuse, New York",BOSTON-COLLEGE,Boston College,66.8,Home,SYRACUSE,Syracuse,Boston College,acc,21,False,False,False,Away,False,7,11,54,29,61,7,15,53,0,1,149,383,1207,0.5024855012427506,701,1406,0.49857752489331436,174,363,1267,0.4925019731649566,0.5238095238095238
22,2019-02-12-19-boston-college,65.0,13,5.9,2,97.1,65.7,23,0.36200000000000004,69,0.29,20,0.174,12,0.583,7,13,200,83.8,31.8,14,18,57,,14.7,10,0.536,37,0.27,10,46.8,37,0.382,11.9,10,32,0.313,10,0.48,12,"February 12, 2019",58.3,14,21.9,7,83.8,68.2,30,0.5379999999999999,52,0.462,24,0.365,19,0.526,10,11,200,97.1,34.3,12,16,66,,7.4,5,0.34600000000000003,18,0.444,8,53.2,42,0.541,21.0,16,34,0.47100000000000003,16,0.522,12,"Silvio O. Conte Forum, Chestnut Hill, Massachusetts",PITTSBURGH,Pitt,67.9,Home,BOSTON-COLLEGE,Boston College,Boston College,acc,22,True,False,True,Home,True,8,16,52,42,79,10,10,69,1,0,156,394,1261,0.4980174464710547,730,1467,0.49761417859577367,181,378,1320,0.49204545454545456,0.5
23,2019-02-17-18-boston-college,50.0,11,5.1,2,98.5,64.3,18,0.4,60,0.36700000000000005,22,0.2,12,0.75,9,14,200,87.7,21.1,8,15,57,,7.7,5,0.433,26,0.154,4,39.4,26,0.434,12.1,9,34,0.529,18,0.44,11,"February 17, 2019",45.8,11,5.9,2,87.7,78.9,30,0.5,54,0.444,24,0.222,12,0.833,10,11,200,98.5,35.7,10,12,64,,7.7,5,0.278,15,0.4,6,60.6,40,0.536,19.1,14,39,0.462,18,0.542,13,"Silvio O. Conte Forum, Chestnut Hill, Massachusetts",MIAMI-FL,Miami (FL),65.2,Home,BOSTON-COLLEGE,Boston College,Boston College,acc,23,True,False,True,Home,True,6,18,54,40,66,4,18,60,1,0,164,410,1313,0.49961919268849964,772,1546,0.49935316946959896,191,388,1389,0.48560115190784736,0.5217391304347826
24,2019-02-20-19-north-carolina-state,43.3,13,9.5,4,118.7,60.5,23,0.555,64,0.469,30,0.23399999999999999,15,0.6,9,12,225,106.7,40.0,14,19,80,,5.3,4,0.45299999999999996,29,0.379,11,50.7,37,0.562,18.5,16,35,0.5429999999999999,19,0.52,13,"February 20, 2019",48.3,14,0.0,0,106.7,60.0,21,0.5,67,0.433,29,0.38799999999999996,26,0.846,22,8,225,118.7,39.5,15,18,89,,14.7,11,0.373,25,0.36,9,49.3,36,0.561,14.2,13,42,0.47600000000000003,20,0.7040000000000001,19,"PNC Arena, Raleigh, North Carolina",BOSTON-COLLEGE,Boston College,66.9,Home,NORTH-CAROLINA-STATE,NC State,Boston College,acc,24,False,False,False,Away,False,11,19,64,37,73,9,20,67,0,1,170,428,1367,0.4996342355523043,812,1612,0.5037220843672456,195,406,1449,0.48205659075224294,0.5416666666666666
25,2019-02-23-12-clemson,32.0,8,2.9,1,113.4,76.9,20,0.467,61,0.41,25,0.213,13,0.6920000000000001,9,13,200,98.5,33.3,12,16,66,,4.5,3,0.41,25,0.28,7,51.6,32,0.491,16.3,13,36,0.5,18,0.5,13,"February 23, 2019",55.6,15,8.3,3,98.5,66.7,24,0.596,52,0.519,27,0.34600000000000003,18,0.778,14,11,200,113.4,23.1,6,11,76,,11.9,8,0.327,17,0.47100000000000003,8,48.4,30,0.628,16.7,12,35,0.5429999999999999,19,0.593,16,"Littlejohn Coliseum, Clemson, South Carolina",BOSTON-COLLEGE,Boston College,67.4,Home,CLEMSON,Clemson,Boston College,acc,25,False,False,False,Away,False,7,18,61,32,62,8,19,52,0,1,181,447,1431,0.5020964360587002,849,1685,0.5038575667655787,204,426,1516,0.48284960422163586,0.52
26,2019-02-27-21-boston-college,45.5,10,2.5,1,94.3,82.5,33,0.366,67,0.32799999999999996,22,0.19399999999999998,13,0.769,10,11,200,84.3,32.6,14,17,59,,4.3,3,0.358,24,0.20800000000000002,5,56.6,47,0.40299999999999997,14.2,12,43,0.395,17,0.621,18,"February 27, 2019",54.5,12,9.3,4,84.3,67.4,29,0.41,61,0.361,22,0.39299999999999996,24,0.667,16,13,200,94.3,17.5,7,13,66,,8.6,6,0.344,21,0.28600000000000003,6,43.4,36,0.456,5.3,4,40,0.4,16,0.519,14,"Silvio O. Conte Forum, Chestnut Hill, Massachusetts",LOUISVILLE,Louisville,70.3,Home,BOSTON-COLLEGE,Boston College,Boston College,acc,26,True,False,True,Home,True,6,16,61,36,83,5,17,67,1,0,188,465,1492,0.5006702412868632,881,1747,0.5042930738408701,212,445,1568,0.48660714285714285,0.5
