,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,NORTH-CAROLINA-WILMINGTON_homegame,NORTH-CAROLINA-WILMINGTON_homegame2,NORTH-CAROLINA-WILMINGTON_home,NORTH-CAROLINA-WILMINGTON_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-15-16-furman,52.4,11,3.3,1,132.9,63.9,23,0.36700000000000005,60,0.35,21,0.15,9,0.667,6,7,200,71.4,23.7,9,12,50,,2.9,2,0.217,13,0.154,2,43.2,32,0.389,19.0,15,47,0.40399999999999997,19,0.364,4,"December 15, 2018",66.7,24,14.9,7,71.4,76.3,29,0.586,76,0.474,36,0.066,5,0.8,4,0,200,132.9,36.1,13,10,93,23.0,15.7,11,0.605,46,0.37,17,56.8,42,0.593,6.0,5,30,0.633,19,1.0,12,"Timmons Arena, Greenville, South Carolina",NORTH-CAROLINA-WILMINGTON,UNC Wilmington,70.3,Home,FURMAN,Furman,UNC Wilmington,colonial,10,False,False,False,Away,False,2,19,60,32,74,17,19,76,0,1,87,183,585,0.5358974358974359,360,664,0.5421686746987951,85,206,629,0.5302066772655007,0.4
11,2018-12-19-19-georgia-state,68.0,17,10.3,3,122.9,83.3,20,0.604,53,0.47200000000000003,25,0.226,12,0.583,7,8,200,101.4,39.1,9,14,71,,11.4,8,0.5660000000000001,30,0.467,14,61.7,29,0.605,26.5,21,23,0.478,11,0.33299999999999996,4,"December 19, 2018",51.6,16,13.0,3,101.4,60.9,14,0.679,56,0.5539999999999999,31,0.23199999999999998,13,0.769,10,4,200,122.9,16.7,4,15,86,,17.1,12,0.48200000000000004,27,0.519,14,38.3,18,0.6920000000000001,15.1,11,29,0.586,17,0.667,8,"GSU Sports Arena, Atlanta, Georgia",NORTH-CAROLINA-WILMINGTON,UNC Wilmington,69.9,Home,GEORGIA-STATE,Georgia State,UNC Wilmington,colonial,11,False,False,False,Away,False,14,11,53,29,47,14,17,56,0,1,89,202,645,0.5201550387596899,392,738,0.5311653116531165,102,225,705,0.5361702127659574,0.36363636363636365
12,2018-12-21-19-mercer,60.0,15,7.1,2,110.0,88.5,23,0.475,60,0.41700000000000004,25,0.33299999999999996,20,0.8,16,9,200,104.3,31.0,9,17,73,,2.9,2,0.45,27,0.259,7,58.2,32,0.525,13.8,11,33,0.545,18,0.308,4,"December 21, 2018",48.1,13,15.2,5,104.3,69.0,20,0.637,51,0.529,27,0.392,20,0.6,12,7,200,110.0,11.5,3,22,77,,5.7,4,0.451,23,0.478,11,41.8,23,0.636,15.5,11,28,0.5710000000000001,16,0.41700000000000004,5,"Hawkins Arena, Macon, Georgia",NORTH-CAROLINA-WILMINGTON,UNC Wilmington,70.0,Home,MERCER,Mercer,UNC Wilmington,colonial,12,False,False,False,Away,False,7,18,60,32,55,11,16,51,0,1,103,213,698,0.5265042979942693,421,785,0.5363057324840764,116,242,761,0.5466491458607096,0.3333333333333333
13,2018-12-29-19-north-carolina-wilmington,42.9,9,2.8,1,104.8,62.1,18,0.48100000000000004,54,0.389,21,0.48100000000000004,26,0.8079999999999999,21,2,200,115.9,28.6,10,11,73,,4.8,3,0.389,21,0.47600000000000003,10,43.8,28,0.55,9.7,7,33,0.33299999999999996,11,0.857,12,"December 29, 2018",81.5,22,6.1,2,115.9,71.4,25,0.5539999999999999,56,0.48200000000000004,27,0.14300000000000002,8,0.5,4,10,200,104.8,37.9,11,17,66,,4.8,3,0.35700000000000004,20,0.4,8,56.3,36,0.552,17.9,13,36,0.528,19,0.28600000000000003,4,"Trask Coliseum, Wilmington, North Carolina",NORTH-CAROLINA-WILMINGTON,UNC Wilmington,62.6,Away,COLLEGE-OF-CHARLESTON,College of Charleston,UNC Wilmington,colonial,13,False,True,True,Home,False,8,19,56,36,64,10,11,54,0,1,110,231,758,0.5224274406332454,453,840,0.5392857142857143,127,258,812,0.5523399014778325,0.3076923076923077
14,2019-01-03-19-james-madison,65.6,21,0.0,0,107.8,82.5,33,0.48,75,0.42700000000000005,32,0.253,19,0.737,14,10,250,111.7,37.5,15,18,86,,2.6,2,0.36,27,0.29600000000000004,8,60.0,48,0.512,11.7,11,48,0.5,24,0.33299999999999996,5,"January 3, 2019",61.5,16,0.0,0,111.7,62.5,25,0.541,61,0.426,26,0.426,26,0.654,17,9,250,107.8,17.5,7,20,83,,5.2,4,0.574,35,0.4,14,40.0,32,0.5660000000000001,8.8,7,26,0.462,12,0.43799999999999994,7,"JMU Convocation Center, Harrisonburg, Virginia",JAMES-MADISON,James Madison,61.4,Away,NORTH-CAROLINA-WILMINGTON,UNC Wilmington,UNC Wilmington,colonial,14,False,False,False,Away,True,8,24,75,48,80,14,12,61,1,0,118,250,814,0.5245700245700246,489,904,0.540929203539823,137,269,866,0.5479214780600462,0.2857142857142857
15,2019-01-05-14-towson,80.8,21,8.5,4,92.4,63.2,24,0.5,60,0.433,26,0.16699999999999998,10,0.7,7,10,200,101.5,31.3,10,13,67,,3.0,2,0.4,24,0.33299999999999996,8,48.6,34,0.517,14.6,11,36,0.5,18,0.375,6,"January 5, 2019",34.8,8,2.8,1,101.5,68.8,22,0.397,63,0.365,23,0.222,14,0.7859999999999999,11,11,200,92.4,36.8,14,16,61,,7.6,5,0.254,16,0.25,4,51.4,36,0.43799999999999994,13.7,11,47,0.40399999999999997,19,0.312,5,"SECU Arena, Towson, Maryland",TOWSON,Towson,66.2,Away,NORTH-CAROLINA-WILMINGTON,UNC Wilmington,UNC Wilmington,colonial,15,False,False,False,Away,True,8,18,60,34,70,4,19,63,1,0,126,274,889,0.5208098987626547,537,984,0.5457317073170732,151,281,927,0.5474649406688241,0.3333333333333333
16,2019-01-10-19-north-carolina-wilmington,59.3,16,0.0,0,109.5,68.4,26,0.6629999999999999,52,0.519,27,0.26899999999999996,14,0.929,13,6,200,130.2,16.7,4,14,82,,3.2,2,0.6729999999999999,35,0.429,15,48.4,30,0.6990000000000001,12.1,8,17,0.706,12,0.667,12,"January 10, 2019",33.3,8,5.9,1,130.2,83.3,20,0.467,60,0.4,24,0.35,21,0.619,13,11,200,109.5,31.6,12,14,69,,3.2,2,0.36700000000000005,22,0.364,8,51.6,32,0.493,6.7,5,38,0.42100000000000004,16,0.353,6,"Trask Coliseum, Wilmington, North Carolina",NORTH-CAROLINA-WILMINGTON,UNC Wilmington,62.8,Away,DELAWARE,Delaware,UNC Wilmington,colonial,16,False,True,True,Home,False,8,16,60,32,62,15,12,52,0,1,134,292,949,0.5194942044257113,571,1054,0.5417457305502846,155,300,990,0.5378787878787878,0.375
17,2019-01-12-14-north-carolina-wilmington,45.2,14,0.0,0,126.0,68.8,22,0.536,69,0.449,31,0.145,10,0.9,9,11,200,107.8,17.1,6,21,83,,3.9,3,0.522,36,0.33299999999999996,12,41.8,28,0.563,12.0,10,33,0.5760000000000001,19,0.42100000000000004,8,"January 12, 2019",61.3,19,6.1,2,107.8,82.9,29,0.589,62,0.5,31,0.452,28,0.857,24,11,200,126.0,31.3,10,12,97,,3.9,3,0.40299999999999997,25,0.44,11,58.2,39,0.644,12.9,11,37,0.541,20,0.389,7,"Trask Coliseum, Wilmington, North Carolina",DREXEL,Drexel,77.0,Home,NORTH-CAROLINA-WILMINGTON,UNC Wilmington,UNC Wilmington,colonial,17,True,False,True,Home,True,11,20,62,39,67,12,19,69,1,0,142,308,1009,0.5163528245787908,603,1116,0.5403225806451613,170,312,1042,0.5441458733205374,0.35294117647058826
18,2019-01-17-19-hofstra,60.7,17,2.8,1,129.9,69.0,20,0.542,60,0.467,28,0.15,9,0.778,7,12,200,107.5,27.3,9,18,72,,7.5,5,0.28300000000000003,17,0.529,9,46.8,29,0.56,14.7,11,43,0.442,19,0.368,7,"January 17, 2019",55.6,15,9.3,4,107.5,72.7,24,0.561,57,0.474,27,0.456,26,0.885,23,3,200,129.9,31.0,9,12,87,,9.0,6,0.368,21,0.47600000000000003,10,53.2,33,0.627,9.3,7,36,0.47200000000000003,17,0.8420000000000001,16,"Mack Sports Complex, Hempstead, New York",NORTH-CAROLINA-WILMINGTON,UNC Wilmington,66.8,Home,HOFSTRA,Hofstra,UNC Wilmington,colonial,18,False,False,False,Away,False,9,19,60,29,62,10,17,57,0,1,153,328,1071,0.5205415499533147,642,1183,0.5426880811496196,182,331,1111,0.5436543654365437,0.3888888888888889
19,2019-01-19-12-northeastern,39.3,11,3.2,1,129.4,81.3,26,0.526,58,0.483,28,0.293,17,0.588,10,13,200,104.4,33.3,11,17,71,,4.4,3,0.259,15,0.33299999999999996,5,56.9,37,0.537,15.5,12,43,0.535,23,0.35,7,"January 19, 2019",53.3,16,0.0,0,104.4,66.7,22,0.5820000000000001,61,0.49200000000000005,30,0.361,22,0.773,17,8,200,129.4,18.8,6,18,88,,10.3,7,0.49200000000000005,30,0.36700000000000005,11,43.1,28,0.616,5.4,4,31,0.613,19,0.579,11,"Matthews Arena, Boston, Massachusetts",NORTH-CAROLINA-WILMINGTON,UNC Wilmington,68.3,Home,NORTHEASTERN,Northeastern,UNC Wilmington,colonial,19,False,False,False,Away,False,5,23,58,37,65,11,19,61,0,1,162,347,1131,0.5216622458001768,671,1245,0.5389558232931727,192,348,1168,0.5445205479452054,0.3684210526315789
20,2019-01-24-19-north-carolina-wilmington,61.3,19,4.3,2,127.4,65.6,21,0.633,60,0.517,31,0.25,15,0.8,12,13,200,120.5,21.4,6,25,88,,1.4,1,0.617,37,0.37799999999999995,14,45.0,27,0.655,15.3,12,23,0.7390000000000001,17,0.35,7,"January 24, 2019",53.3,16,0.0,0,120.5,78.6,22,0.551,59,0.508,30,0.593,35,0.8,28,13,200,127.4,34.4,11,13,93,,11.0,8,0.203,12,0.41700000000000004,5,55.0,33,0.615,9.7,8,47,0.532,25,0.381,8,"Trask Coliseum, Wilmington, North Carolina",WILLIAM-MARY,William & Mary,72.9,Home,NORTH-CAROLINA-WILMINGTON,UNC Wilmington,UNC Wilmington,colonial,20,True,False,True,Home,True,5,25,59,33,60,14,17,60,1,0,167,370,1189,0.5218671152228763,708,1310,0.5404580152671755,203,367,1229,0.5463791700569569,0.35
21,2019-01-26-16-north-carolina-wilmington,45.2,14,0.0,0,107.9,69.2,27,0.595,63,0.49200000000000005,31,0.27,17,0.8240000000000001,14,15,200,117.1,23.5,8,18,89,,2.6,2,0.5710000000000001,36,0.361,13,47.9,35,0.626,13.5,11,27,0.667,18,0.318,7,"January 26, 2019",60.7,17,0.0,0,117.1,76.5,26,0.485,68,0.41200000000000003,28,0.33799999999999997,23,0.696,16,14,200,107.9,30.8,12,17,82,,7.9,6,0.574,39,0.256,10,52.1,38,0.519,11.3,10,29,0.621,18,0.364,8,"Trask Coliseum, Wilmington, North Carolina",NORTH-CAROLINA-WILMINGTON,UNC Wilmington,75.5,Away,ELON,Elon,UNC Wilmington,colonial,21,False,True,True,Home,False,10,18,68,38,73,13,18,63,0,1,172,395,1248,0.5232371794871795,741,1370,0.5408759124087591,217,384,1289,0.5504266873545384,0.38095238095238093
22,2019-01-31-19-north-carolina-wilmington,46.7,14,13.5,5,116.9,73.5,25,0.657,51,0.588,30,0.353,18,0.556,10,15,200,118.5,29.2,7,23,77,,6.2,4,0.294,15,0.467,7,55.2,32,0.647,14.5,10,36,0.639,23,0.348,8,"January 31, 2019",58.3,14,0.0,0,118.5,70.8,17,0.491,57,0.42100000000000004,24,0.474,27,0.741,20,15,200,116.9,26.5,9,20,76,,7.7,5,0.35100000000000003,20,0.4,8,44.8,26,0.544,9.2,7,37,0.43200000000000005,16,0.348,8,"Trask Coliseum, Wilmington, North Carolina",NORTH-CAROLINA-WILMINGTON,UNC Wilmington,65.2,Away,TOWSON,Towson,UNC Wilmington,colonial,22,False,True,True,Home,False,8,16,57,26,58,7,23,51,0,1,182,413,1316,0.5212765957446809,779,1443,0.5398475398475399,230,402,1352,0.5525147928994083,0.36363636363636365
23,2019-02-02-19-north-carolina-wilmington,40.6,13,2.4,1,125.0,57.6,19,0.685,54,0.593,32,0.611,33,0.909,30,14,200,136.8,9.1,2,25,104,,9.2,7,0.35200000000000004,19,0.526,10,38.2,21,0.746,12.7,10,35,0.629,22,0.41700000000000004,10,"February 2, 2019",45.5,15,11.4,4,136.8,90.9,20,0.5870000000000001,63,0.524,33,0.444,28,0.75,21,16,200,125.0,42.4,14,24,95,,7.9,6,0.33299999999999996,21,0.381,8,61.8,34,0.623,14.7,13,42,0.595,25,0.33299999999999996,8,"Trask Coliseum, Wilmington, North Carolina",NORTH-CAROLINA-WILMINGTON,UNC Wilmington,76.5,Away,JAMES-MADISON,James Madison,UNC Wilmington,colonial,23,False,True,True,Home,False,8,25,63,34,55,10,22,54,0,1,190,429,1373,0.5200291332847778,805,1501,0.536309127248501,237,425,1403,0.5563079116179616,0.34782608695652173
24,2019-02-07-19-drexel,50.0,12,12.1,4,104.5,73.1,19,0.397,63,0.381,24,0.254,16,0.43799999999999994,7,17,200,86.4,29.3,12,14,57,,3.0,2,0.28600000000000003,18,0.111,2,46.3,31,0.40399999999999997,12.5,10,45,0.489,22,0.32,8,"February 7, 2019",66.7,16,2.2,1,86.4,70.7,29,0.509,55,0.436,24,0.309,17,0.765,13,13,200,104.5,26.9,7,13,69,,10.6,7,0.4,22,0.364,8,53.7,36,0.547,10.1,7,33,0.485,16,0.48,12,"Daskalakis Athletic Center, Philadelphia, Pennsylvania",NORTH-CAROLINA-WILMINGTON,UNC Wilmington,65.8,Home,DREXEL,Drexel,UNC Wilmington,colonial,24,False,False,False,Away,False,2,22,63,31,67,8,16,55,0,1,198,454,1436,0.5229805013927576,839,1556,0.5392030848329049,247,447,1457,0.5610844200411805,0.3333333333333333
25,2019-02-09-19-delaware,62.5,15,3.3,1,107.7,82.1,23,0.452,62,0.387,24,0.19399999999999998,12,0.833,10,18,200,101.5,28.2,11,20,66,,7.7,5,0.33899999999999997,21,0.381,8,50.7,34,0.48700000000000004,11.8,9,41,0.39,16,0.308,8,"February 9, 2019",51.9,14,4.9,2,101.5,71.8,28,0.618,51,0.529,27,0.314,16,0.43799999999999994,7,11,200,107.7,17.9,5,14,70,,9.2,6,0.41200000000000003,21,0.429,9,49.3,33,0.597,15.9,11,30,0.6,18,0.5770000000000001,15,"Bob Carpenter Center, Newark, Delaware",NORTH-CAROLINA-WILMINGTON,UNC Wilmington,65.2,Home,DELAWARE,Delaware,UNC Wilmington,colonial,25,False,False,False,Away,False,8,16,62,34,67,9,18,51,0,1,200,476,1499,0.5176784523015343,870,1623,0.5360443622920518,255,463,1512,0.5591931216931217,0.32
