,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,NORTH-CAROLINA-GREENSBORO_homegame,NORTH-CAROLINA-GREENSBORO_homegame2,NORTH-CAROLINA-GREENSBORO_home,NORTH-CAROLINA-GREENSBORO_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-12-19-north-carolina-greensboro,21.1,4,12.5,4,110.0,88.9,24,0.353,58,0.32799999999999996,19,0.397,23,0.565,13,12,200,77.1,39.5,15,21,54,,4.3,3,0.397,23,0.13,3,60.0,39,0.392,19.0,16,35,0.457,16,0.0,0,"December 12, 2018",50.0,13,0.0,0,77.1,60.5,23,0.575,53,0.491,26,0.45299999999999996,24,0.667,16,2,200,110.0,11.1,3,22,77,,12.9,9,0.396,21,0.429,9,40.0,26,0.598,11.2,8,32,0.531,17,0.818,9,"Greensboro Coliseum, Greensboro, North Carolina",COPPIN-STATE,Coppin State,69.7,Home,NORTH-CAROLINA-GREENSBORO,UNC Greensboro,UNC Greensboro,southern,10,True,False,True,Home,True,9,17,53,26,65,3,16,58,1,0,87,230,621,0.5805152979066023,312,613,0.5089722675367048,73,162,542,0.5009225092250923,0.8
11,2018-12-15-17-north-carolina-greensboro,36.8,7,15.0,6,84.1,71.4,30,0.39299999999999996,56,0.33899999999999997,19,0.107,6,0.667,4,8,200,76.2,24.2,8,21,48,,4.8,3,0.429,24,0.25,6,50.7,38,0.408,18.1,13,32,0.406,13,0.273,3,"December 15, 2018",33.3,6,9.4,3,76.2,75.8,25,0.33299999999999996,60,0.3,18,0.317,19,0.684,13,2,200,84.1,28.6,12,12,53,,12.7,8,0.33299999999999996,20,0.2,4,49.3,37,0.384,6.8,5,40,0.35,14,0.833,10,"Fleming Gymnasium, Greensboro, North Carolina",NORTH-ALABAMA,North Alabama,62.9,Home,NORTH-CAROLINA-GREENSBORO,UNC Greensboro,UNC Greensboro,southern,11,True,False,True,Home,True,4,14,60,37,75,6,13,56,1,0,96,247,674,0.5801186943620178,338,678,0.49852507374631266,76,178,600,0.4866666666666667,0.8181818181818182
12,2018-12-18-19-north-carolina-greensboro,47.8,11,6.5,2,104.8,66.7,18,0.442,60,0.38299999999999995,23,0.1,6,0.833,5,5,200,93.5,35.3,12,13,58,,6.5,4,0.4,24,0.292,7,49.2,30,0.461,13.8,10,36,0.444,16,0.545,6,"December 18, 2018",48.0,12,13.9,5,93.5,64.7,22,0.5379999999999999,53,0.47200000000000003,25,0.20800000000000002,11,0.727,8,2,200,104.8,33.3,9,11,65,,9.7,6,0.415,22,0.318,7,50.8,31,0.5579999999999999,18.4,13,31,0.581,18,0.846,11,"Greensboro Coliseum, Greensboro, North Carolina",RADFORD,Radford,61.5,Home,NORTH-CAROLINA-GREENSBORO,UNC Greensboro,UNC Greensboro,southern,12,True,False,True,Home,True,7,18,53,31,61,7,16,60,1,0,100,261,734,0.5599455040871935,375,753,0.49800796812749004,82,191,656,0.47865853658536583,0.8333333333333334
13,2018-12-22-15-samford,44.0,11,2.9,1,105.6,72.4,21,0.519,54,0.46299999999999997,25,0.667,36,0.75,27,2,200,116.9,27.3,9,21,83,,9.9,7,0.33299999999999996,18,0.33299999999999996,6,48.4,30,0.584,14.7,12,36,0.528,19,0.857,12,"December 22, 2018",60.9,14,13.9,5,116.9,72.7,24,0.531,48,0.479,23,0.667,32,0.75,24,4,200,105.6,27.6,8,22,75,,12.7,9,0.292,14,0.35700000000000004,5,51.6,32,0.593,17.3,13,34,0.529,18,0.7140000000000001,10,"Pete Hanna Center, Birmingham, Alabama",SAMFORD,Samford,71.2,Away,NORTH-CAROLINA-GREENSBORO,UNC Greensboro,UNC Greensboro,southern,13,False,False,False,Away,True,6,19,54,30,62,5,18,48,1,0,107,279,787,0.5584498094027954,406,814,0.4987714987714988,89,207,716,0.4755586592178771,0.8461538461538461
14,2018-12-29-17-north-carolina-greensboro,37.0,10,0.0,0,118.1,63.3,19,0.569,51,0.529,27,0.431,22,0.636,14,9,200,100.0,15.4,4,20,72,,4.2,3,0.196,10,0.4,4,41.1,23,0.586,19.8,15,41,0.561,23,0.4,6,"December 29, 2018",48.3,14,2.4,1,100.0,84.6,22,0.516,63,0.46,29,0.349,22,0.909,20,2,200,118.1,36.7,11,25,85,,13.9,10,0.349,22,0.318,7,58.9,33,0.579,12.1,10,41,0.537,22,0.867,13,"Greensboro Coliseum, Greensboro, North Carolina",CHATTANOOGA,Chattanooga,72.5,Home,NORTH-CAROLINA-GREENSBORO,UNC Greensboro,UNC Greensboro,southern,14,True,False,True,Home,True,7,22,63,33,56,4,23,51,1,0,113,298,841,0.5558858501783591,436,876,0.4977168949771689,94,225,764,0.4790575916230366,0.8571428571428571
15,2019-01-05-13-virginia-military-institute,42.9,9,12.1,4,90.7,78.6,22,0.38299999999999995,64,0.32799999999999996,21,0.42200000000000004,27,0.815,22,2,200,94.7,26.2,11,15,71,,14.7,11,0.344,22,0.318,7,47.1,33,0.462,10.6,9,42,0.33299999999999996,14,0.875,14,"January 5, 2019",56.5,13,7.1,3,94.7,73.8,31,0.5,54,0.426,23,0.33299999999999996,18,0.778,14,9,200,90.7,21.4,6,19,68,,9.3,7,0.389,21,0.381,8,52.9,37,0.544,23.5,19,33,0.455,15,0.4,6,"Cameron Hall, Lexington, Virginia",VIRGINIA-MILITARY-INSTITUTE,VMI,75.2,Away,NORTH-CAROLINA-GREENSBORO,UNC Greensboro,UNC Greensboro,southern,15,False,False,False,Away,True,7,14,64,33,70,8,15,54,1,0,120,320,904,0.5530973451327433,469,932,0.5032188841201717,98,248,815,0.48466257668711654,0.8666666666666667
16,2019-01-10-19-north-carolina-greensboro,36.0,9,9.1,3,71.7,78.1,25,0.5770000000000001,52,0.48100000000000004,25,0.327,17,0.706,12,4,200,120.0,40.0,10,15,72,,1.7,1,0.40399999999999997,21,0.47600000000000003,10,61.4,35,0.599,15.6,11,31,0.484,15,0.765,13,"January 10, 2019",23.5,4,19.4,6,120.0,60.0,15,0.365,52,0.327,17,0.231,12,0.41700000000000004,5,3,200,71.7,21.9,7,17,43,,8.3,5,0.365,19,0.21100000000000002,4,38.6,22,0.373,13.6,9,33,0.39399999999999996,13,0.8240000000000001,14,"Greensboro Coliseum, Greensboro, North Carolina",NORTH-CAROLINA-GREENSBORO,UNC Greensboro,60.4,Away,WOFFORD,Wofford,UNC Greensboro,southern,16,False,True,True,Home,False,4,13,52,22,57,10,15,52,0,1,127,334,968,0.5418388429752066,502,1002,0.500998003992016,106,263,869,0.4856156501726122,0.875
17,2019-01-12-17-north-carolina-greensboro,40.7,11,2.6,1,125.4,53.6,15,0.627,51,0.529,27,0.33299999999999996,17,0.882,15,3,200,111.3,34.8,8,20,79,,11.3,8,0.353,18,0.556,10,45.1,23,0.669,25.5,20,33,0.515,17,0.833,15,"January 12, 2019",46.9,15,21.2,7,111.3,65.2,15,0.605,62,0.516,32,0.29,18,0.778,14,3,200,125.4,46.4,13,19,89,,14.1,10,0.387,24,0.45799999999999996,11,54.9,28,0.631,15.7,13,38,0.5529999999999999,21,0.833,15,"Greensboro Coliseum, Greensboro, North Carolina",FURMAN,Furman,70.8,Home,NORTH-CAROLINA-GREENSBORO,UNC Greensboro,UNC Greensboro,southern,17,True,False,True,Home,True,11,21,62,28,51,10,17,51,1,0,131,347,1020,0.532843137254902,524,1059,0.4948064211520302,116,278,921,0.49077090119435396,0.8235294117647058
18,2019-01-17-19-western-carolina,36.0,9,7.9,3,89.6,66.7,20,0.435,62,0.40299999999999997,25,0.33899999999999997,21,0.7140000000000001,15,3,200,103.0,40.0,16,20,69,,7.5,5,0.29,18,0.222,4,51.4,36,0.479,12.3,10,44,0.47700000000000004,21,0.8420000000000001,16,"January 17, 2019",25.0,6,4.5,2,103.0,60.0,24,0.5,51,0.47100000000000003,24,0.33299999999999996,17,0.529,9,15,200,89.6,33.3,10,21,60,,3.0,2,0.255,13,0.231,3,48.6,34,0.508,23.5,18,38,0.5529999999999999,21,0.25,5,"Ramsey Center, Cullowhee, North Carolina",WESTERN-CAROLINA,Western Carolina,66.5,Away,NORTH-CAROLINA-GREENSBORO,UNC Greensboro,UNC Greensboro,southern,18,False,False,False,Away,True,4,21,62,36,70,3,21,51,1,0,142,368,1082,0.5369685767097967,552,1110,0.4972972972972973,126,295,972,0.49794238683127573,0.8333333333333334
19,2019-01-19-16-east-tennessee-state,71.4,20,16.7,6,97.1,61.1,22,0.54,62,0.452,28,0.145,9,0.889,8,3,200,107.1,29.4,10,19,75,,17.1,12,0.355,22,0.5,11,45.7,32,0.5660000000000001,17.5,14,40,0.425,17,0.85,17,"January 19, 2019",57.7,15,20.0,8,107.1,70.6,24,0.509,58,0.44799999999999995,26,0.31,18,0.5,9,5,200,97.1,38.9,14,15,68,,15.7,11,0.379,22,0.318,7,54.3,38,0.511,20.5,17,36,0.528,19,0.762,16,"Freedom Hall Civic Center, Johnson City, Tennessee",EAST-TENNESSEE-STATE,ETSU,69.9,Away,NORTH-CAROLINA-GREENSBORO,UNC Greensboro,UNC Greensboro,southern,19,False,False,False,Away,True,11,17,62,32,70,7,19,58,1,0,146,389,1144,0.5314685314685315,588,1180,0.49830508474576274,129,316,1023,0.4980449657869013,0.8421052631578947
20,2019-01-24-19-north-carolina-greensboro,45.8,11,0.0,0,110.7,71.4,25,0.46,62,0.387,24,0.145,9,0.33299999999999996,3,10,200,80.0,17.5,7,16,60,,4.0,3,0.46799999999999997,29,0.31,9,42.7,32,0.45299999999999996,19.5,16,33,0.455,15,0.474,9,"January 24, 2019",60.0,18,12.1,4,80.0,82.5,33,0.5379999999999999,65,0.462,30,0.292,19,0.684,13,3,200,110.7,28.6,10,16,83,,14.7,11,0.523,34,0.294,10,57.3,43,0.561,12.0,10,31,0.645,20,0.857,18,"Greensboro Coliseum, Greensboro, North Carolina",CITADEL,Citadel,74.7,Home,NORTH-CAROLINA-GREENSBORO,UNC Greensboro,UNC Greensboro,southern,20,True,False,True,Home,True,10,20,65,43,75,9,15,62,1,0,157,406,1206,0.5319237147595357,620,1250,0.496,136,335,1081,0.49861239592969475,0.85
21,2019-01-26-17-north-carolina-greensboro,52.2,12,4.3,2,110.0,63.9,23,0.52,50,0.46,23,0.66,33,0.879,29,13,200,101.3,43.3,13,21,81,,8.8,7,0.38,19,0.316,6,54.5,36,0.617,27.1,24,31,0.5479999999999999,17,0.381,8,"January 26, 2019",36.4,12,29.0,9,101.3,56.7,17,0.521,71,0.465,33,0.35200000000000004,25,0.56,14,3,200,110.0,36.1,13,25,88,,17.5,14,0.35200000000000004,25,0.32,8,45.5,30,0.531,13.7,13,46,0.5429999999999999,25,0.8640000000000001,19,"Greensboro Coliseum, Greensboro, North Carolina",MERCER,Mercer,79.8,Home,NORTH-CAROLINA-GREENSBORO,UNC Greensboro,UNC Greensboro,southern,21,True,False,True,Home,True,8,25,71,30,66,6,17,50,1,0,167,426,1271,0.532258064516129,663,1325,0.5003773584905661,145,350,1143,0.49650043744531935,0.8571428571428571
22,2019-01-31-19-north-carolina-greensboro,50.0,11,7.5,3,131.0,56.0,14,0.45,60,0.36700000000000005,22,0.3,18,0.667,12,15,200,93.0,24.4,10,18,66,,5.6,4,0.4,24,0.41700000000000004,10,36.4,24,0.48100000000000004,13.9,11,36,0.33299999999999996,12,0.318,7,"January 31, 2019",30.6,11,8.3,3,93.0,75.6,31,0.645,62,0.581,36,0.355,22,0.591,13,3,200,131.0,44.0,11,17,93,,7.0,5,0.355,22,0.364,8,63.6,42,0.642,13.3,11,40,0.7,28,0.87,20,"Greensboro Coliseum, Greensboro, North Carolina",VIRGINIA-MILITARY-INSTITUTE,VMI,71.0,Home,NORTH-CAROLINA-GREENSBORO,UNC Greensboro,UNC Greensboro,southern,22,True,False,True,Home,True,8,28,62,42,66,10,12,60,1,0,175,451,1342,0.5316691505216096,693,1391,0.4982027318475917,151,367,1193,0.4974853310980721,0.8636363636363636
23,2019-02-07-19-north-carolina-greensboro,41.7,10,13.2,5,98.7,69.4,25,0.528,53,0.45299999999999996,24,0.245,13,0.846,11,11,200,88.2,20.0,5,16,67,,11.8,9,0.377,20,0.4,8,49.2,30,0.5660000000000001,26.3,21,33,0.485,16,0.56,14,"February 7, 2019",55.2,16,15.2,5,88.2,80.0,20,0.507,67,0.433,29,0.19399999999999998,13,0.5379999999999999,7,3,200,98.7,30.6,11,14,75,,17.1,13,0.433,29,0.345,10,50.8,31,0.512,17.1,15,38,0.5,19,0.875,21,"Greensboro Coliseum, Greensboro, North Carolina",SAMFORD,Samford,76.2,Home,NORTH-CAROLINA-GREENSBORO,UNC Greensboro,UNC Greensboro,southern,23,True,False,True,Home,True,10,19,67,31,61,8,16,53,1,0,183,479,1404,0.5366809116809117,735,1457,0.5044612216884008,161,379,1253,0.49521149241819634,0.8695652173913043
24,2019-02-09-19-chattanooga,35.5,11,13.3,4,92.6,63.2,12,0.5379999999999999,65,0.47700000000000004,31,0.2,13,0.615,8,3,200,114.7,31.3,10,13,78,,17.6,12,0.354,23,0.348,8,43.1,22,0.5479999999999999,9.0,7,42,0.5479999999999999,23,0.88,22,"February 9, 2019",41.7,10,4.8,2,114.7,68.8,22,0.551,49,0.49,24,0.204,10,0.9,9,15,200,92.6,36.8,7,18,63,,5.9,4,0.38799999999999996,19,0.316,6,56.9,29,0.586,28.2,21,30,0.6,18,0.423,11,"The McKenzie Arena, Chattanooga, Tennessee",CHATTANOOGA,Chattanooga,68.0,Away,NORTH-CAROLINA-GREENSBORO,UNC Greensboro,UNC Greensboro,southern,24,False,False,False,Away,True,8,23,65,22,51,6,18,49,1,0,193,498,1471,0.535350101971448,766,1518,0.5046113306982872,169,395,1306,0.49655436447166923,0.875
25,2019-02-14-19-furman,50.0,11,20.0,7,95.7,68.8,22,0.40299999999999997,62,0.355,22,0.145,9,0.778,7,4,200,81.4,34.4,11,14,57,,12.9,9,0.371,23,0.261,6,51.6,33,0.43,20.5,17,39,0.41,16,0.846,22,"February 14, 2019",48.0,12,25.6,10,81.4,65.6,21,0.491,58,0.431,25,0.24100000000000002,14,0.7140000000000001,10,5,200,95.7,31.3,10,10,67,,18.6,13,0.397,23,0.304,7,48.4,31,0.518,16.8,13,35,0.514,18,0.8079999999999999,21,"Timmons Arena, Greenville, South Carolina",NORTH-CAROLINA-GREENSBORO,UNC Greensboro,70.0,Home,FURMAN,Furman,UNC Greensboro,southern,25,False,False,False,Away,False,6,16,62,33,64,7,18,58,0,1,201,521,1536,0.5354817708333334,788,1569,0.5022307202039515,175,413,1355,0.4985239852398524,0.88
