,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,XAVIER_homegame,XAVIER_homegame2,XAVIER_home,XAVIER_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-15-20-xavier,63.3,19,3.0,1,110.5,84.2,16,0.5,72,0.41700000000000004,30,0.20800000000000002,15,0.33299999999999996,5,5,200,89.5,31.8,14,23,77,,17.4,15,0.528,38,0.316,12,47.6,30,0.48700000000000004,21.9,22,34,0.529,18,0.545,6,"December 15, 2018",65.7,23,11.8,4,89.5,68.2,30,0.7859999999999999,49,0.7140000000000001,35,0.51,25,0.72,18,4,200,110.5,15.8,3,20,95,,14.0,12,0.327,16,0.43799999999999994,7,52.4,33,0.78,30.2,26,33,0.848,28,0.636,7,"Cintas Center, Cincinnati, Ohio",EASTERN-KENTUCKY,Eastern Kentucky,85.5,Home,XAVIER,Xavier,Xavier,big-east,10,True,False,True,Home,True,7,28,49,33,63,12,18,72,1,0,74,206,583,0.5437392795883362,345,648,0.5324074074074074,97,156,579,0.5207253886010362,0.6
11,2018-12-18-19-missouri,63.2,12,2.9,1,104.4,65.6,21,0.449,49,0.38799999999999996,19,0.429,21,0.5710000000000001,12,5,200,82.4,21.2,7,16,56,,7.4,5,0.38799999999999996,19,0.316,6,43.1,28,0.475,22.6,17,30,0.433,13,0.583,7,"December 18, 2018",46.2,12,10.0,3,82.4,78.8,26,0.517,58,0.44799999999999995,26,0.259,15,0.733,11,3,200,104.4,34.4,11,19,71,,13.2,9,0.397,23,0.348,8,56.9,37,0.545,16.8,13,35,0.514,18,0.7,7,"Mizzou Arena, Columbia, Missouri",XAVIER,Xavier,68.1,Home,MISSOURI,Missouri,Xavier,big-east,11,False,False,False,Away,False,6,13,49,28,65,8,18,58,0,1,81,234,632,0.5625,378,711,0.5316455696202531,109,174,651,0.5184331797235023,0.6363636363636364
12,2018-12-21-19-xavier,45.5,10,0.0,0,101.5,63.3,19,0.368,68,0.324,22,0.132,9,0.556,5,9,200,80.9,32.6,14,18,55,,16.2,11,0.397,27,0.222,6,45.2,33,0.38,13.3,11,41,0.39,16,0.25,3,"December 21, 2018",90.9,20,22.0,9,80.9,67.4,29,0.52,50,0.44,22,0.46,23,0.7390000000000001,17,5,200,101.5,36.7,11,9,69,,8.8,6,0.38,19,0.42100000000000004,8,54.8,40,0.5660000000000001,21.0,16,31,0.452,14,0.615,8,"Cintas Center, Cincinnati, Ohio",DETROIT-MERCY,Detroit,67.6,Home,XAVIER,Xavier,Xavier,big-east,12,True,False,True,Home,True,8,14,50,40,73,6,16,68,1,0,87,247,681,0.5543318649045521,406,776,0.5231958762886598,117,192,709,0.5183356840620592,0.5833333333333334
13,2018-12-29-14-depaul,69.6,16,7.9,3,95.6,87.1,27,0.56,50,0.46,23,0.44,22,0.818,18,5,200,108.8,15.4,4,21,74,,10.3,7,0.52,26,0.385,10,54.4,31,0.612,15.6,11,24,0.542,13,0.643,9,"December 29, 2018",47.6,10,4.2,1,108.8,84.6,22,0.433,52,0.40399999999999997,21,0.442,23,0.87,20,4,200,95.6,12.9,4,20,65,,4.4,3,0.26899999999999996,14,0.214,3,45.6,26,0.516,13.9,10,38,0.474,18,0.667,8,"Wintrust Arena, Chicago, Illinois",DEPAUL,DePaul,68.2,Away,XAVIER,Xavier,Xavier,big-east,13,False,False,False,Away,True,10,13,50,31,57,3,18,52,1,0,95,261,731,0.551983584131327,446,849,0.525323910482921,123,208,777,0.5051480051480052,0.6153846153846154
14,2019-01-02-18-xavier,64.5,20,16.3,7,100.0,65.5,19,0.5660000000000001,61,0.508,31,0.27899999999999997,17,0.647,11,3,200,114.3,33.3,11,15,80,,11.4,8,0.32799999999999996,20,0.35,7,48.4,30,0.579,13.8,11,41,0.585,24,0.7859999999999999,11,"January 2, 2019",51.9,14,4.9,2,114.3,66.7,22,0.5,58,0.466,27,0.293,17,0.706,12,6,200,100.0,34.5,10,14,70,,7.1,5,0.259,15,0.267,4,51.6,32,0.53,17.6,14,43,0.535,23,0.6,9,"Cintas Center, Cincinnati, Ohio",XAVIER,Xavier,69.6,Away,SETON-HALL,Seton Hall,Xavier,big-east,14,False,True,True,Home,False,4,23,58,32,62,7,24,61,0,1,105,274,781,0.5524967989756722,477,906,0.5264900662251656,126,226,829,0.5006031363088058,0.6428571428571429
15,2019-01-06-12-marquette,23.5,4,8.8,3,97.2,82.4,28,0.324,54,0.315,17,0.48100000000000004,26,0.654,17,7,200,72.2,17.9,7,18,52,,4.2,3,0.259,14,0.071,1,47.9,35,0.392,16.6,13,40,0.4,16,0.562,9,"January 6, 2019",55.6,15,2.5,1,72.2,82.1,32,0.508,63,0.429,27,0.159,10,0.6,6,3,200,97.2,17.6,6,21,70,16.0,6.9,5,0.46,29,0.345,10,52.1,38,0.517,12.9,10,34,0.5,17,0.8,12,"Fiserv Forum, Milwaukee, Wisconsin",XAVIER,Xavier,72.1,Home,MARQUETTE,Marquette,Xavier,big-east,15,False,False,False,Away,False,1,16,54,35,73,10,17,63,0,1,109,297,839,0.5488676996424314,509,968,0.5258264462809917,133,250,890,0.505056179775281,0.6
16,2019-01-09-18-xavier,76.0,19,6.4,3,122.7,67.6,23,0.517,58,0.431,25,0.31,18,0.833,15,5,200,113.6,25.0,8,21,75,,3.0,2,0.466,27,0.37,10,47.0,31,0.563,9.6,7,31,0.484,15,0.688,11,"January 9, 2019",46.4,13,9.7,3,113.6,75.0,24,0.49200000000000005,60,0.467,28,0.467,28,0.7859999999999999,22,7,200,122.7,32.4,11,13,81,,6.1,4,0.217,13,0.231,3,53.0,35,0.5529999999999999,5.2,4,47,0.532,25,0.588,10,"Cintas Center, Cincinnati, Ohio",GEORGETOWN,Georgetown,65.9,Home,XAVIER,Xavier,Xavier,big-east,16,True,False,True,Home,True,3,25,60,35,66,10,15,58,1,0,110,313,893,0.5352743561030235,544,1041,0.5225744476464937,143,267,953,0.5052465897166841,0.5625
17,2019-01-13-12-xavier,61.5,16,7.1,2,109.4,57.6,19,0.555,55,0.473,26,0.218,12,0.667,8,7,200,107.8,26.9,7,24,69,,6.3,4,0.4,22,0.409,9,44.1,26,0.568,15.4,11,33,0.515,17,0.588,10,"January 13, 2019",72.7,16,18.2,6,107.8,73.1,19,0.455,56,0.39299999999999996,22,0.446,25,0.76,19,7,200,109.4,42.4,14,15,70,,6.3,4,0.5,28,0.25,7,55.9,33,0.516,13.0,10,28,0.536,15,0.611,11,"Cintas Center, Cincinnati, Ohio",BUTLER,Butler,64.3,Home,XAVIER,Xavier,Xavier,big-east,17,True,False,True,Home,True,7,15,56,33,59,9,17,55,1,0,113,338,953,0.5325288562434418,579,1107,0.5230352303523035,153,282,1011,0.5059347181008902,0.5882352941176471
18,2019-01-18-20-villanova,57.1,16,3.8,1,128.8,62.1,18,0.484,64,0.43799999999999994,28,0.313,20,0.65,13,8,200,113.6,39.5,15,12,75,,7.6,5,0.281,18,0.33299999999999996,6,49.3,33,0.51,8.8,7,46,0.478,22,0.579,11,"January 18, 2019",70.0,21,4.3,2,113.6,60.5,23,0.625,60,0.5,30,0.267,16,0.625,10,4,200,128.8,37.9,11,19,85,22.0,6.1,4,0.5670000000000001,34,0.441,15,50.7,34,0.629,13.0,10,26,0.5770000000000001,15,0.778,14,"Wells Fargo Center, Philadelphia, Pennsylvania",XAVIER,Xavier,66.1,Home,VILLANOVA,Villanova,Xavier,big-east,18,False,False,False,Away,False,6,22,64,33,67,15,15,60,0,1,120,353,1009,0.5282457879088206,612,1166,0.5248713550600344,162,299,1066,0.5084427767354597,0.6111111111111112
19,2019-01-23-18-xavier,64.0,16,14.3,5,96.9,66.7,14,0.45899999999999996,61,0.41,25,0.16399999999999998,10,0.8,8,7,200,100.0,37.1,13,12,64,,17.2,11,0.361,22,0.273,6,48.2,27,0.48700000000000004,13.3,10,39,0.48700000000000004,19,0.632,12,"January 23, 2019",56.0,14,7.7,3,100.0,62.9,22,0.5379999999999999,52,0.48100000000000004,25,0.115,6,1.0,6,9,200,96.9,33.3,7,14,62,,7.8,5,0.327,17,0.353,6,51.8,29,0.565,24.8,18,35,0.5429999999999999,19,0.55,11,"Cintas Center, Cincinnati, Ohio",XAVIER,Xavier,64.3,Away,PROVIDENCE,Providence,Xavier,big-east,19,False,True,True,Home,False,6,19,52,29,56,6,19,61,0,1,126,375,1073,0.5256290773532153,645,1233,0.5231143552311436,177,314,1126,0.5146536412078153,0.5789473684210527
20,2019-01-26-14-xavier,35.7,10,10.0,4,115.5,80.0,24,0.603,58,0.483,28,0.345,20,0.85,17,3,200,122.5,19.4,6,16,87,12.0,9.9,7,0.431,25,0.56,14,49.2,30,0.644,11.9,9,33,0.424,14,0.857,18,"January 26, 2019",51.7,15,15.2,5,122.5,80.6,25,0.569,58,0.5,29,0.379,22,0.727,16,10,200,115.5,20.0,6,14,82,,8.5,6,0.31,18,0.444,8,50.8,31,0.599,12.9,10,40,0.525,21,0.524,11,"Cintas Center, Cincinnati, Ohio",XAVIER,Xavier,71.5,Away,MARQUETTE,Marquette,Xavier,big-east,20,False,True,True,Home,False,8,21,58,31,61,14,14,58,0,1,132,394,1125,0.5262222222222223,674,1289,0.5228859581070597,183,333,1187,0.5117944397641112,0.55
21,2019-01-31-20-georgetown,59.3,16,11.1,4,119.4,82.8,24,0.569,58,0.466,27,0.19,11,0.636,7,11,200,109.0,35.5,11,18,73,,4.5,3,0.431,25,0.48,12,58.3,35,0.5770000000000001,18.2,14,33,0.455,15,0.5,11,"January 31, 2019",60.7,17,15.2,5,109.0,64.5,20,0.5710000000000001,56,0.5,28,0.375,21,0.762,16,7,200,119.4,17.2,5,10,80,,14.9,10,0.35700000000000004,20,0.4,8,41.7,25,0.606,8.4,6,36,0.556,20,0.667,14,"Capital One Arena, Washington, District of Columbia",XAVIER,Xavier,66.6,Home,GEORGETOWN,Georgetown,Xavier,big-east,21,False,False,False,Away,False,12,15,58,35,60,8,20,56,0,1,140,415,1183,0.5283178360101437,705,1350,0.5222222222222223,197,347,1245,0.5160642570281124,0.5238095238095238
22,2019-02-03-13-creighton,90.5,19,9.1,3,120.6,77.8,14,0.5,49,0.429,21,0.14300000000000002,7,0.7140000000000001,5,12,200,85.7,30.4,7,15,54,,7.9,5,0.49,24,0.292,7,51.2,21,0.516,25.7,18,25,0.56,14,0.478,11,"February 3, 2019",50.0,14,16.0,4,85.7,69.6,16,0.6559999999999999,48,0.583,28,0.271,13,1.0,13,9,200,120.6,22.2,4,15,76,,11.1,7,0.313,15,0.467,7,48.8,20,0.701,18.3,12,33,0.636,21,0.591,13,"CenturyLink Center, Omaha, Nebraska",XAVIER,Xavier,62.8,Home,CREIGHTON,Creighton,Xavier,big-east,22,False,False,False,Away,False,7,14,49,21,41,7,21,48,0,1,152,430,1241,0.5302175664786463,740,1410,0.524822695035461,205,367,1301,0.5184473481936972,0.5
23,2019-02-09-20-xavier,39.3,11,8.8,3,88.6,78.1,25,0.484,62,0.452,28,0.306,19,0.737,14,9,200,105.7,36.8,14,17,74,,12.9,9,0.29,18,0.222,4,55.7,39,0.521,14.6,12,44,0.545,24,0.591,13,"February 9, 2019",57.1,12,13.6,6,105.7,63.2,24,0.452,52,0.40399999999999997,21,0.385,20,0.75,15,13,200,88.6,21.9,7,17,62,,5.7,4,0.34600000000000003,18,0.278,5,44.3,31,0.504,20.8,16,34,0.47100000000000003,16,0.45799999999999996,11,"Cintas Center, Cincinnati, Ohio",XAVIER,Xavier,69.8,Away,DEPAUL,DePaul,Xavier,big-east,23,False,True,True,Home,False,5,16,52,31,70,4,24,62,0,1,159,444,1290,0.5290697674418605,761,1451,0.5244658855961406,212,388,1349,0.5233506300963677,0.4782608695652174
24,2019-02-13-20-xavier,65.2,15,18.4,7,90.1,75.0,30,0.43,64,0.359,23,0.156,10,0.6,6,12,225,85.9,26.2,11,13,61,,16.9,12,0.45299999999999996,29,0.31,9,50.0,41,0.444,14.9,12,35,0.4,14,0.52,13,"February 13, 2019",69.2,18,25.7,9,85.9,73.8,31,0.469,64,0.406,26,0.125,8,0.5,4,13,225,90.1,25.0,10,16,64,,9.9,7,0.406,26,0.308,8,50.0,41,0.47200000000000003,18.2,15,38,0.474,18,0.48,12,"Cintas Center, Cincinnati, Ohio",CREIGHTON,Creighton,63.4,Home,XAVIER,Xavier,Xavier,big-east,24,True,False,True,Home,True,8,18,64,41,82,9,14,64,1,0,164,460,1342,0.526080476900149,792,1521,0.5207100591715976,216,412,1411,0.5216158752657689,0.4583333333333333
25,2019-02-16-14-providence,62.1,18,7.9,3,88.4,80.6,29,0.6729999999999999,49,0.5920000000000001,29,0.306,15,0.6,9,13,200,108.7,26.3,5,15,75,,8.7,6,0.28600000000000003,14,0.5710000000000001,8,61.8,34,0.6679999999999999,23.4,17,35,0.6,21,0.5,13,"February 16, 2019",45.0,9,11.4,4,108.7,73.7,14,0.41100000000000003,56,0.35700000000000004,20,0.39299999999999996,22,0.682,15,12,200,88.4,19.4,7,15,61,,15.9,11,0.321,18,0.33299999999999996,6,38.2,21,0.45899999999999996,13.2,10,38,0.368,14,0.5379999999999999,14,"Dunkin' Donuts Center, Providence, Rhode Island",PROVIDENCE,Providence,68.8,Away,XAVIER,Xavier,Xavier,big-east,25,False,False,False,Away,True,8,21,49,34,55,6,14,56,1,0,172,478,1406,0.5234708392603129,833,1603,0.519650655021834,225,426,1475,0.5176271186440679,0.48
26,2019-02-20-19-seton-hall,66.7,18,12.8,5,98.6,69.2,27,0.535,57,0.474,27,0.281,16,0.563,9,13,200,100.0,31.3,10,19,70,,4.3,3,0.33299999999999996,19,0.368,7,52.1,37,0.542,20.0,16,38,0.526,20,0.519,14,"February 20, 2019",51.9,14,5.3,2,100.0,68.8,22,0.462,65,0.415,27,0.215,14,0.643,9,10,200,98.6,30.8,12,16,69,,12.9,9,0.4,26,0.231,6,47.9,34,0.48200000000000004,11.2,9,39,0.5379999999999999,21,0.615,16,"Prudential Center, Newark, New Jersey",SETON-HALL,Seton Hall,69.6,Away,XAVIER,Xavier,Xavier,big-east,26,False,False,False,Away,True,7,20,57,37,71,6,21,65,1,0,180,499,1455,0.5285223367697595,867,1658,0.52291917973462,231,440,1531,0.5137165251469628,0.5
27,2019-02-24-13-xavier,65.0,13,12.0,3,111.9,79.2,19,0.424,59,0.33899999999999997,20,0.068,4,1.0,4,8,200,91.5,28.2,11,18,54,17.0,8.5,5,0.61,36,0.278,10,47.6,30,0.44299999999999995,11.6,8,23,0.435,10,0.7140000000000001,20,"February 24, 2019",50.0,12,17.4,4,91.5,71.8,28,0.596,47,0.511,24,0.38299999999999995,18,0.556,10,13,200,111.9,20.8,5,13,66,,5.1,3,0.46799999999999997,22,0.364,8,52.4,33,0.594,14.1,9,25,0.64,16,0.536,15,"Cintas Center, Cincinnati, Ohio",VILLANOVA,Villanova,58.7,Home,XAVIER,Xavier,Xavier,big-east,27,True,False,True,Home,True,8,16,47,33,63,10,10,59,1,0,187,519,1512,0.5287698412698413,904,1729,0.5228455754771544,237,461,1596,0.5115914786967418,0.5185185185185185
