,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,GRAND-CANYON_homegame,GRAND-CANYON_homegame2,GRAND-CANYON_home,GRAND-CANYON_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-19-20-northern-iowa,53.8,14,9.4,3,93.9,80.6,25,0.5,58,0.44799999999999995,26,0.36200000000000004,21,0.7140000000000001,15,5,200,110.6,40.6,13,14,73,,10.6,7,0.431,25,0.24,6,60.3,38,0.537,12.9,10,33,0.606,20,0.545,6,"December 19, 2018",47.6,10,6.1,2,110.6,59.4,19,0.5,53,0.396,21,0.226,12,0.75,9,7,200,93.9,19.4,6,19,62,,3.0,2,0.396,21,0.524,11,39.7,25,0.528,19.4,14,32,0.313,10,0.364,4,"McLeod Center, Cedar Falls, Iowa",NORTHERN-IOWA,Northern Iowa,65.8,Away,GRAND-CANYON,Grand Canyon,Grand Canyon,wac,10,False,False,False,Away,True,6,20,58,38,63,11,10,53,1,0,74,188,593,0.5042158516020236,329,634,0.5189274447949527,72,178,548,0.5218978102189781,0.5
11,2018-12-22-21-grand-canyon,40.0,10,2.9,1,119.7,70.4,19,0.5,56,0.446,25,0.179,10,0.8,8,12,200,90.1,17.9,5,22,64,,7.0,5,0.23199999999999998,13,0.462,6,43.6,24,0.527,19.9,15,43,0.442,19,0.14300000000000002,2,"December 22, 2018",70.0,21,4.7,2,90.1,82.1,23,0.578,58,0.517,30,0.414,24,0.75,18,5,200,119.7,29.6,8,13,85,,12.7,9,0.397,23,0.304,7,56.4,31,0.612,11.6,9,35,0.657,23,0.583,7,"Grand Canyon University Arena, Phoenix, Arizona",MISSISSIPPI-VALLEY-STATE,Mississippi Valley State,70.6,Home,GRAND-CANYON,Grand Canyon,Grand Canyon,wac,11,True,False,True,Home,True,7,23,58,31,55,6,19,56,1,0,80,208,651,0.5038402457757296,367,697,0.5265423242467718,83,188,601,0.5199667221297837,0.5454545454545454
12,2018-12-29-22-san-diego,47.6,10,6.3,2,98.4,82.1,23,0.444,54,0.389,21,0.24100000000000002,13,0.769,10,6,200,93.5,14.7,5,18,58,,11.3,7,0.315,17,0.353,6,45.2,28,0.48200000000000004,9.1,6,37,0.405,15,0.5379999999999999,7,"December 29, 2018",65.0,13,16.2,6,93.5,85.3,29,0.479,48,0.41700000000000004,20,0.375,18,0.833,15,4,200,98.4,17.9,5,12,61,,4.8,3,0.33299999999999996,16,0.375,6,54.8,34,0.539,16.4,11,32,0.43799999999999994,14,0.733,11,"Jenny Craig Pavillion, San Diego, California",GRAND-CANYON,Grand Canyon,61.9,Home,SAN-DIEGO,San Diego,Grand Canyon,wac,12,False,False,False,Away,False,6,15,54,28,62,6,14,48,0,1,87,231,709,0.5098730606488011,398,752,0.5292553191489362,89,207,657,0.5182648401826484,0.5833333333333334
13,2019-01-03-20-grand-canyon,14.3,3,7.5,3,97.3,73.0,27,0.402,56,0.375,21,0.28600000000000003,16,0.938,15,5,200,82.2,21.2,7,21,60,,4.1,3,0.268,15,0.2,3,48.6,34,0.47200000000000003,20.2,16,41,0.439,18,0.688,11,"January 3, 2019",70.8,17,7.3,3,82.2,78.8,26,0.406,64,0.375,24,0.375,24,0.792,19,6,200,97.3,27.0,10,17,71,,12.3,9,0.375,24,0.16699999999999998,4,51.4,36,0.47100000000000003,9.7,8,40,0.5,20,0.5710000000000001,8,"Grand Canyon University Arena, Phoenix, Arizona",UTAH-VALLEY,Utah Valley,73.0,Home,GRAND-CANYON,Grand Canyon,Grand Canyon,wac,13,True,False,True,Home,True,4,20,64,36,70,3,18,56,1,0,93,246,763,0.5052424639580603,426,814,0.5233415233415234,95,221,705,0.5156028368794326,0.5384615384615384
14,2019-01-05-20-grand-canyon,31.6,6,2.4,1,98.6,76.7,23,0.384,56,0.33899999999999997,19,0.35700000000000004,20,0.7,14,5,200,79.2,13.9,5,18,57,,6.9,5,0.179,10,0.5,5,42.4,28,0.435,14.5,11,46,0.304,14,0.706,12,"January 5, 2019",64.3,18,2.2,1,79.2,86.1,31,0.525,60,0.467,28,0.16699999999999998,10,0.8,8,6,200,98.6,23.3,7,20,71,,5.6,4,0.3,18,0.389,7,57.6,38,0.5479999999999999,17.9,14,42,0.5,21,0.6,9,"Grand Canyon University Arena, Phoenix, Arizona",SEATTLE,Seattle,71.6,Home,GRAND-CANYON,Grand Canyon,Grand Canyon,wac,14,True,False,True,Home,True,7,21,60,38,66,5,14,56,1,0,97,266,827,0.49758162031438935,462,884,0.5226244343891403,98,239,761,0.507227332457293,0.5714285714285714
15,2019-01-10-21-new-mexico-state,28.6,8,7.7,3,108.5,75.0,27,0.542,59,0.475,28,0.254,15,0.733,11,7,200,105.6,30.3,10,24,75,,8.5,6,0.424,25,0.32,8,53.6,37,0.5670000000000001,16.5,13,34,0.588,20,0.562,9,"January 10, 2019",46.7,14,8.8,3,105.6,69.7,23,0.575,60,0.5,30,0.317,19,0.42100000000000004,8,4,200,108.5,25.0,9,18,77,,4.2,3,0.35,21,0.429,9,46.4,32,0.5579999999999999,16.0,13,39,0.5379999999999999,21,0.75,12,"Pan American Center, Las Cruces, New Mexico",GRAND-CANYON,Grand Canyon,71.1,Home,NEW-MEXICO-STATE,New Mexico State,Grand Canyon,wac,15,False,False,False,Away,False,8,20,59,37,69,9,21,60,0,1,104,287,887,0.49943630214205187,500,950,0.5263157894736842,103,253,817,0.49877600979192166,0.6
16,2019-01-12-20-texas-pan-american,52.2,12,2.2,1,91.5,85.7,24,0.518,56,0.41100000000000003,23,0.321,18,0.611,11,7,200,97.2,34.4,11,19,69,,5.6,4,0.446,25,0.48,12,58.3,35,0.534,22.0,18,31,0.355,11,0.588,10,"January 12, 2019",61.9,13,19.4,6,97.2,65.6,21,0.433,52,0.40399999999999997,21,0.462,24,0.833,20,10,200,91.5,14.3,4,21,65,,14.1,10,0.135,7,0.429,3,41.7,25,0.513,15.0,11,45,0.4,18,0.474,9,"UTRGV Fieldhouse, Edinburg, Texas",TEXAS-PAN-AMERICAN,Texas-Rio Grande Valley,71.0,Away,GRAND-CANYON,Grand Canyon,Grand Canyon,wac,16,False,False,False,Away,True,12,11,56,35,60,3,18,52,1,0,112,307,946,0.5021141649048626,537,1019,0.5269872423945045,112,274,877,0.5039908779931584,0.5625
17,2019-01-17-21-grand-canyon,40.0,8,8.8,3,105.3,78.1,25,0.392,51,0.392,20,0.21600000000000003,11,0.545,6,15,200,60.5,15.6,5,23,46,,9.2,7,0.196,10,0.0,0,46.9,30,0.409,29.2,23,41,0.488,20,0.16699999999999998,3,"January 17, 2019",69.0,20,2.4,1,60.5,84.4,27,0.58,56,0.518,29,0.446,25,0.6,15,7,200,105.3,21.9,7,13,80,,13.2,10,0.39299999999999996,22,0.318,7,53.1,34,0.589,19.3,16,34,0.647,22,0.611,11,"Grand Canyon University Arena, Phoenix, Arizona",CHICAGO-STATE,Chicago State,75.6,Home,GRAND-CANYON,Grand Canyon,Grand Canyon,wac,17,True,False,True,Home,True,7,22,56,34,64,0,20,51,1,0,124,318,1002,0.5029940119760479,572,1079,0.5301204819277109,115,292,929,0.5,0.5882352941176471
18,2019-01-19-21-grand-canyon,40.0,8,6.3,2,109.9,50.0,13,0.379,58,0.345,20,0.155,9,0.667,6,12,200,70.4,26.5,9,24,50,,14.1,10,0.32799999999999996,19,0.21100000000000002,4,36.7,22,0.401,24.4,20,39,0.41,16,0.368,7,"January 19, 2019",54.2,13,2.6,1,70.4,73.5,25,0.573,48,0.5,24,0.563,27,0.852,23,7,200,109.9,50.0,13,12,78,,15.5,11,0.33299999999999996,16,0.43799999999999994,7,63.3,38,0.6409999999999999,25.0,20,32,0.531,17,0.632,12,"Grand Canyon University Arena, Phoenix, Arizona",MISSOURI-KANSAS-CITY,UMKC,70.6,Home,GRAND-CANYON,Grand Canyon,Grand Canyon,wac,18,True,False,True,Home,True,7,17,48,38,60,4,16,58,1,0,131,340,1058,0.5070888468809074,606,1143,0.5301837270341208,115,312,980,0.4943877551020408,0.6111111111111112
19,2019-01-26-22-california-baptist,35.3,12,3.4,1,105.8,72.7,16,0.568,66,0.515,34,0.33299999999999996,22,0.682,15,7,200,130.4,38.7,12,21,90,,14.5,10,0.348,23,0.304,7,52.8,28,0.589,7.3,6,43,0.628,27,0.65,13,"January 26, 2019",56.0,14,7.0,3,130.4,61.3,19,0.622,49,0.51,25,0.34700000000000003,17,0.706,12,9,200,105.8,27.3,6,20,73,,1.4,1,0.408,20,0.55,11,47.2,25,0.64,22.1,16,29,0.483,14,0.526,10,"CBU Events Center, Riverside, California",CALIFORNIA-BAPTIST,California Baptist,68.8,Away,GRAND-CANYON,Grand Canyon,Grand Canyon,wac,19,False,False,False,Away,True,7,27,66,28,53,11,14,49,1,0,138,357,1106,0.5099457504520796,644,1203,0.5353283458021613,119,328,1038,0.48795761078998073,0.631578947368421
20,2019-02-02-22-cal-state-bakersfield,57.9,11,7.5,3,86.8,68.4,26,0.5,45,0.42200000000000004,19,0.6890000000000001,31,0.871,27,7,200,105.9,8.0,2,13,72,,8.8,6,0.35600000000000004,16,0.43799999999999994,7,44.4,28,0.603,17.0,12,29,0.414,12,0.667,14,"February 2, 2019",41.7,10,10.3,3,105.9,92.0,23,0.42200000000000004,64,0.375,24,0.188,12,0.41700000000000004,5,7,200,86.8,31.6,12,21,59,,10.3,7,0.375,24,0.25,6,55.6,35,0.423,11.5,9,40,0.45,18,0.682,15,"Icardo Center, Bakersfield, California",CAL-STATE-BAKERSFIELD,Cal State Bakersfield,68.2,Away,GRAND-CANYON,Grand Canyon,Grand Canyon,wac,20,False,False,False,Away,True,7,12,45,28,63,6,18,64,1,0,145,384,1172,0.5132252559726962,672,1256,0.535031847133758,130,342,1087,0.49402023919043236,0.65
21,2019-02-07-21-grand-canyon,28.6,8,8.1,3,100.0,65.5,19,0.484,62,0.452,28,0.242,15,0.8,12,12,200,104.3,35.5,11,24,72,,8.7,6,0.242,15,0.267,4,50.0,30,0.521,12.7,10,47,0.511,24,0.52,13,"February 7, 2019",54.2,13,10.6,5,104.3,64.5,20,0.48100000000000004,53,0.45299999999999996,24,0.491,26,0.6920000000000001,18,8,200,100.0,34.5,10,19,69,,5.8,4,0.302,16,0.188,3,50.0,30,0.528,17.8,14,37,0.568,21,0.636,14,"Grand Canyon University Arena, Phoenix, Arizona",GRAND-CANYON,Grand Canyon,68.7,Away,TEXAS-PAN-AMERICAN,Texas-Rio Grande Valley,Grand Canyon,wac,21,False,True,True,Home,False,3,21,53,30,60,4,24,62,0,1,152,396,1217,0.5127362366474938,700,1319,0.530705079605762,136,360,1151,0.4900086880973067,0.6666666666666666
22,2019-02-09-21-grand-canyon,61.5,16,3.8,1,103.2,84.0,21,0.526,58,0.44799999999999995,26,0.172,10,0.6,6,4,200,108.1,42.4,14,16,67,,6.5,4,0.44799999999999995,26,0.34600000000000003,9,60.3,35,0.534,16.1,12,32,0.531,17,0.833,20,"February 9, 2019",59.1,13,3.1,1,108.1,57.6,19,0.531,49,0.449,22,0.327,16,0.75,12,9,200,103.2,16.0,4,16,64,,9.7,6,0.469,23,0.348,8,39.7,23,0.565,16.4,11,26,0.5379999999999999,14,0.609,14,"Grand Canyon University Arena, Phoenix, Arizona",GRAND-CANYON,Grand Canyon,62.2,Away,NEW-MEXICO-STATE,New Mexico State,Grand Canyon,wac,22,False,True,True,Home,False,8,14,49,23,58,9,17,58,0,1,155,417,1270,0.5114173228346457,730,1379,0.5293691080493111,140,384,1213,0.4896949711459192,0.6363636363636364
23,2019-02-14-19-missouri-kansas-city,48.4,15,6.7,2,120.8,89.7,26,0.486,70,0.44299999999999995,31,0.157,11,0.636,7,10,225,104.2,41.0,16,25,75,,2.8,2,0.371,26,0.231,6,61.8,42,0.499,12.8,11,44,0.568,25,0.583,14,"February 14, 2019",42.3,11,6.8,3,104.2,59.0,23,0.525,61,0.426,26,0.41,25,0.92,23,16,225,120.8,10.3,3,17,87,,4.2,3,0.508,31,0.387,12,38.2,26,0.597,5.3,4,30,0.467,14,0.36,9,"Swinney Recreation Center, Kansas City, Missouri",GRAND-CANYON,Grand Canyon,64.0,Home,MISSOURI-KANSAS-CITY,UMKC,Grand Canyon,wac,23,False,False,False,Away,False,6,25,70,42,68,12,14,61,0,1,163,431,1319,0.5121304018195603,753,1437,0.524008350730689,149,401,1271,0.491345397324941,0.6086956521739131
24,2019-02-16-15-chicago-state,54.3,19,2.6,1,83.1,90.6,29,0.648,64,0.547,35,0.21899999999999997,14,0.5,7,10,200,126.8,37.5,12,16,90,,12.7,9,0.406,26,0.5,13,64.1,41,0.637,13.6,11,38,0.579,22,0.6,15,"February 16, 2019",54.2,13,5.3,2,126.8,62.5,20,0.473,56,0.429,24,0.214,12,0.5,6,23,200,83.1,9.4,3,16,59,,7.0,5,0.304,17,0.294,5,35.9,23,0.478,17.5,13,39,0.48700000000000004,19,0.115,3,"Emil and Patricia Jones Convocation Center, Chicago, Illinois",CHICAGO-STATE,Chicago State,70.7,Away,GRAND-CANYON,Grand Canyon,Grand Canyon,wac,24,False,False,False,Away,True,13,22,64,41,64,5,19,56,1,0,169,456,1389,0.5107991360691144,795,1505,0.5282392026578073,161,415,1332,0.49286786786786785,0.5833333333333334
25,2019-02-21-21-grand-canyon,26.1,6,3.3,1,124.7,76.7,23,0.41100000000000003,62,0.371,23,0.129,8,0.875,7,11,200,79.5,23.1,9,15,58,,4.1,3,0.419,26,0.192,5,46.4,32,0.441,20.6,17,36,0.5,18,0.56,14,"February 21, 2019",70.0,21,13.9,5,79.5,76.9,30,0.619,59,0.508,30,0.33899999999999997,20,0.9,18,10,200,124.7,23.3,7,15,91,,11.0,8,0.49200000000000005,29,0.44799999999999995,13,53.6,37,0.664,12.9,10,30,0.5670000000000001,17,0.615,16,"Grand Canyon University Arena, Phoenix, Arizona",CALIFORNIA-BAPTIST,California Baptist,72.7,Home,GRAND-CANYON,Grand Canyon,Grand Canyon,wac,25,True,False,True,Home,True,13,17,59,37,69,5,18,62,1,0,182,478,1453,0.5168616655196145,836,1569,0.532823454429573,166,434,1388,0.4920749279538905,0.6
26,2019-02-27-21-grand-canyon,36.4,8,6.3,3,121.8,67.7,21,0.455,55,0.4,22,0.382,21,0.667,14,0,200,82.1,15.8,6,16,64,,10.3,8,0.436,24,0.25,6,39.1,27,0.49200000000000005,22.8,19,31,0.516,16,0.0,0,"February 27, 2019",81.6,31,3.2,1,82.1,84.2,32,0.601,69,0.551,38,0.217,15,0.8,12,10,200,121.8,32.3,10,17,95,,10.3,8,0.304,21,0.33299999999999996,7,60.9,42,0.624,13.7,12,48,0.6459999999999999,31,0.63,17,"Grand Canyon University Arena, Phoenix, Arizona","Eastern New Mexico
			","Eastern New Mexico
			",78.1,Home,GRAND-CANYON,Grand Canyon,Grand Canyon,wac,26,True,False,True,Home,True,7,31,69,42,69,6,16,55,1,0,195,495,1512,0.5208333333333334,873,1638,0.532967032967033,171,452,1450,0.4886206896551724,0.6153846153846154
