,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,FAIRFIELD_homegame,FAIRFIELD_homegame2,FAIRFIELD_home,FAIRFIELD_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-16-13-boston-college,76.9,20,2.7,1,101.3,76.3,29,0.516,64,0.406,26,0.031,2,0.5,1,9,200,88.2,8.6,3,18,67,,3.9,3,0.625,40,0.35,14,43.8,32,0.516,18.8,15,24,0.5,12,0.182,2,"December 16, 2018",41.7,10,25.0,6,88.2,91.4,32,0.483,58,0.414,24,0.5,29,0.7240000000000001,21,2,200,101.3,23.7,9,8,77,,13.2,10,0.36200000000000004,21,0.381,8,56.2,41,0.536,15.5,13,37,0.43200000000000005,16,0.8,8,"Silvio O. Conte Forum, Chestnut Hill, Massachusetts",FAIRFIELD,Fairfield,76.4,Home,BOSTON-COLLEGE,Boston College,Fairfield,maac,10,False,False,False,Away,False,14,12,64,32,73,8,16,58,0,1,95,163,597,0.5117252931323283,267,612,0.4362745098039216,73,190,537,0.5577281191806331,0.2
11,2018-12-22-13-new-hampshire,10.0,2,4.5,1,83.8,93.1,27,0.449,49,0.408,20,0.51,25,0.76,19,9,200,92.6,22.6,7,20,63,,5.9,4,0.36700000000000005,18,0.222,4,56.7,34,0.517,21.1,16,31,0.516,16,0.25,3,"December 22, 2018",35.0,7,6.5,2,92.6,77.4,24,0.5,48,0.41700000000000004,20,0.271,13,0.6920000000000001,9,10,200,83.8,6.9,2,21,57,,7.4,5,0.542,26,0.308,8,43.3,26,0.526,19.5,13,22,0.545,12,0.16699999999999998,2,"Lundholm Gymnasium, Durham, New Hampshire",NEW-HAMPSHIRE,New Hampshire,67.5,Away,FAIRFIELD,Fairfield,Fairfield,maac,11,False,False,False,Away,True,4,16,49,34,60,8,12,48,1,0,109,175,661,0.5121028744326778,299,685,0.4364963503649635,81,206,595,0.5504201680672269,0.18181818181818182
12,2019-01-03-19-fairfield,42.4,14,10.7,3,106.5,85.2,23,0.5,68,0.485,33,0.368,25,0.6,15,7,200,107.8,32.5,13,13,83,,14.3,11,0.10300000000000001,7,0.28600000000000003,2,53.7,36,0.52,11.2,10,61,0.508,31,0.462,6,"January 3, 2019",78.1,25,1.6,1,107.8,67.5,27,0.688,56,0.5710000000000001,32,0.179,10,0.5,5,10,200,106.5,14.8,4,21,82,,2.6,2,0.5,28,0.46399999999999997,13,46.3,31,0.675,24.9,20,28,0.679,19,0.231,3,"George Bisacca Court at Alumni Hall, Fairfield, Connecticut",FAIRFIELD,Fairfield,76.8,Away,RIDER,Rider,Fairfield,maac,12,False,True,True,Home,False,13,19,56,31,67,2,31,68,0,1,113,191,710,0.5077464788732394,333,745,0.4469798657718121,89,218,643,0.5466562986003111,0.25
13,2019-01-05-13-iona,67.7,21,7.5,3,119.0,74.3,26,0.609,64,0.484,31,0.172,11,0.818,9,11,200,110.1,26.5,9,25,87,,7.6,6,0.516,33,0.485,16,50.7,35,0.628,20.7,18,31,0.484,15,0.214,3,"January 5, 2019",54.8,17,0.0,0,110.1,73.5,25,0.563,64,0.484,31,0.45299999999999996,29,0.759,22,9,200,119.0,25.7,9,16,94,,13.9,11,0.375,24,0.41700000000000004,10,49.3,34,0.604,12.5,11,40,0.525,21,0.308,4,"Hynes Athletics Center, New Rochelle, New York",FAIRFIELD,Fairfield,79.0,Home,IONA,Iona,Fairfield,maac,13,False,False,False,Away,False,16,15,64,35,69,10,21,64,0,1,126,210,766,0.52088772845953,364,812,0.4482758620689655,91,249,711,0.5421940928270043,0.23076923076923078
14,2019-01-07-19-fairfield,45.5,10,2.6,1,105.5,64.3,18,0.455,55,0.4,22,0.23600000000000002,13,0.6920000000000001,9,8,200,80.8,16.7,6,15,59,,8.2,6,0.382,21,0.28600000000000003,6,37.5,24,0.48200000000000004,21.9,17,34,0.47100000000000003,16,0.467,7,"January 7, 2019",61.3,19,5.9,2,80.8,83.3,30,0.557,61,0.508,31,0.18,11,0.818,9,11,200,105.5,35.7,10,18,77,,12.3,9,0.361,22,0.273,6,62.5,40,0.581,20.5,17,39,0.6409999999999999,25,0.267,4,"George Bisacca Court at Alumni Hall, Fairfield, Connecticut",NIAGARA,Niagara,72.7,Home,FAIRFIELD,Fairfield,Fairfield,maac,14,True,False,True,Home,True,6,25,61,40,64,6,16,55,1,0,142,225,830,0.5277108433734939,399,881,0.452894438138479,101,270,775,0.5438709677419354,0.21428571428571427
15,2019-01-10-19-fairfield,65.0,13,5.7,2,96.8,73.9,17,0.462,53,0.377,20,0.245,13,0.615,8,11,200,91.9,32.4,11,14,57,,16.1,10,0.491,26,0.34600000000000003,9,49.1,28,0.48200000000000004,20.3,15,27,0.40700000000000003,11,0.267,4,"January 10, 2019",64.0,16,7.4,2,91.9,67.6,23,0.573,48,0.521,25,0.188,9,0.556,5,11,200,96.8,26.1,6,15,60,,11.3,7,0.271,13,0.385,5,50.9,29,0.574,22.4,15,35,0.5710000000000001,20,0.312,5,"Webster Bank Arena, Bridgeport, Connecticut",SAINT-PETERS,St. Peter's,62.2,Home,FAIRFIELD,Fairfield,Fairfield,maac,15,True,False,True,Home,True,5,20,48,29,57,9,11,53,1,0,148,250,891,0.5297418630751964,439,945,0.46455026455026455,107,286,830,0.5379518072289157,0.26666666666666666
16,2019-01-13-14-quinnipiac,41.9,13,16.0,4,117.6,59.1,13,0.57,64,0.484,31,0.125,8,0.625,5,12,200,114.7,25.0,8,23,78,,13.2,9,0.484,31,0.355,11,38.9,21,0.575,10.6,8,33,0.606,20,0.294,5,"January 13, 2019",75.0,18,3.0,1,114.7,75.0,24,0.622,49,0.49,24,0.49,24,0.792,19,7,200,117.6,40.9,9,14,80,,8.8,6,0.49,24,0.542,13,61.1,33,0.662,22.2,17,25,0.44,11,0.5329999999999999,8,"TD Bank Sports Center, Hamden, Connecticut",FAIRFIELD,Fairfield,68.1,Home,QUINNIPIAC,Quinnipiac,Fairfield,maac,16,False,False,False,Away,False,11,20,64,21,54,13,11,49,0,1,153,270,939,0.5319488817891374,468,1002,0.46706586826347307,116,297,883,0.5334088335220838,0.3125
17,2019-01-17-19-monmouth,65.0,13,6.1,2,101.4,76.7,23,0.429,56,0.35700000000000004,20,0.39299999999999996,22,0.409,9,13,200,78.1,25.0,10,19,57,,9.6,7,0.48200000000000004,27,0.29600000000000004,8,47.1,33,0.429,19.6,16,29,0.414,12,0.278,5,"January 17, 2019",65.2,15,20.7,6,78.1,75.0,30,0.519,53,0.434,23,0.434,23,0.826,19,14,200,101.4,23.3,7,17,74,,13.7,10,0.377,20,0.45,9,52.9,37,0.579,20.2,16,33,0.424,14,0.263,5,"Multipurpose Activity Center, West Long Branch, New Jersey",FAIRFIELD,Fairfield,72.7,Home,MONMOUTH,Monmouth,Fairfield,maac,17,False,False,False,Away,False,8,12,56,33,70,9,14,53,0,1,164,290,1003,0.5343968095712861,489,1056,0.4630681818181818,129,308,932,0.5380901287553648,0.29411764705882354
18,2019-01-19-13-fairfield,65.4,17,7.5,3,94.4,74.3,26,0.5670000000000001,52,0.5,26,0.385,20,0.7,14,11,200,101.4,16.1,5,21,73,,11.1,8,0.365,19,0.368,7,47.0,31,0.593,18.7,14,33,0.5760000000000001,19,0.389,7,"January 19, 2019",36.0,9,0.0,0,101.4,83.9,26,0.45799999999999996,59,0.424,25,0.373,22,0.636,14,14,200,94.4,25.7,9,22,68,,5.6,4,0.322,19,0.21100000000000002,4,53.0,35,0.49,16.9,14,40,0.525,21,0.263,5,"George Bisacca Court at Alumni Hall, Fairfield, Connecticut",FAIRFIELD,Fairfield,72.5,Away,CANISIUS,Canisius,Fairfield,maac,18,False,True,True,Home,False,4,21,59,35,66,7,19,52,0,1,172,302,1059,0.5288007554296507,522,1126,0.4635879218472469,138,322,985,0.5370558375634518,0.2777777777777778
19,2019-01-24-19-fairfield,45.0,9,12.1,4,72.7,71.4,25,0.479,47,0.426,20,0.40399999999999997,19,0.632,12,11,200,86.4,20.7,6,13,57,,12.1,8,0.36200000000000004,17,0.294,5,48.4,31,0.509,20.2,14,30,0.5,15,0.42100000000000004,8,"January 24, 2019",40.0,8,10.0,3,86.4,79.3,23,0.39299999999999996,56,0.35700000000000004,20,0.125,7,0.5710000000000001,4,15,200,72.7,28.6,10,17,48,,16.7,11,0.41100000000000003,23,0.174,4,51.6,33,0.405,23.4,18,33,0.485,16,0.25,5,"Webster Bank Arena, Bridgeport, Connecticut",FAIRFIELD,Fairfield,65.7,Away,SIENA,Siena,Fairfield,maac,19,False,True,True,Home,False,4,16,56,33,64,5,15,47,0,1,176,323,1118,0.5250447227191414,557,1192,0.4672818791946309,145,341,1037,0.5385728061716489,0.2631578947368421
20,2019-01-27-13-fairfield,25.0,6,7.5,3,108.1,72.4,21,0.52,49,0.49,24,0.551,27,0.63,17,12,200,91.9,22.2,6,23,68,,5.4,4,0.28600000000000003,14,0.214,3,48.2,27,0.55,23.8,19,35,0.6,21,0.368,7,"January 27, 2019",44.4,12,5.7,2,91.9,77.8,21,0.508,59,0.45799999999999996,27,0.424,25,0.8,20,15,200,108.1,27.6,8,23,80,,10.8,8,0.322,19,0.316,6,51.8,29,0.564,13.6,11,40,0.525,21,0.28600000000000003,6,"Webster Bank Arena, Bridgeport, Connecticut",IONA,Iona,74.4,Home,FAIRFIELD,Fairfield,Fairfield,maac,20,True,False,True,Home,True,6,21,59,29,56,3,21,49,1,0,180,339,1174,0.5187393526405452,590,1256,0.4697452229299363,150,356,1084,0.5359778597785978,0.25
21,2019-01-31-19-manhattan,76.5,13,16.7,5,98.4,63.6,14,0.408,49,0.34700000000000003,17,0.38799999999999996,19,0.474,9,16,200,77.8,27.8,10,19,49,,11.1,7,0.5710000000000001,28,0.214,6,41.4,24,0.42200000000000004,22.9,17,21,0.524,11,0.273,6,"January 31, 2019",60.9,14,4.8,1,77.8,72.2,26,0.6,45,0.511,23,0.267,12,0.667,8,16,200,98.4,36.4,8,19,62,,12.7,8,0.33299999999999996,15,0.5329999999999999,8,58.6,34,0.611,27.4,19,30,0.5,15,0.23800000000000002,5,"Draddy Gymnasium, Riverdale, New York",FAIRFIELD,Fairfield,63.4,Home,MANHATTAN,Manhattan,Fairfield,maac,21,False,False,False,Away,False,6,11,49,24,58,8,15,45,0,1,186,360,1233,0.5182481751824818,619,1312,0.4717987804878049,153,377,1133,0.5353045013239188,0.2857142857142857
22,2019-02-02-19-marist,45.0,9,12.1,4,77.6,86.7,26,0.511,44,0.455,20,0.455,20,0.6,12,16,200,85.1,16.0,4,14,57,,9.0,6,0.409,18,0.278,5,54.5,30,0.5329999999999999,26.5,19,26,0.5770000000000001,15,0.304,7,"February 2, 2019",33.3,7,3.8,1,85.1,84.0,21,0.451,51,0.41200000000000003,21,0.21600000000000003,11,0.545,6,14,200,77.6,13.3,4,21,52,,14.9,10,0.353,18,0.222,4,45.5,25,0.462,20.0,14,33,0.515,17,0.364,8,"McCann Recreation Center, Poughkeepsie, New York",MARIST,Marist,67.4,Away,FAIRFIELD,Fairfield,Fairfield,maac,22,False,False,False,Away,True,5,15,44,30,55,4,17,51,1,0,192,371,1282,0.5140405616224649,643,1370,0.46934306569343065,161,392,1178,0.5377758913412564,0.2727272727272727
23,2019-02-04-19-siena,55.0,11,3.1,1,107.0,77.8,21,0.5,49,0.408,20,0.02,1,1.0,1,17,200,87.7,29.2,7,12,50,,8.8,5,0.49,24,0.375,9,54.9,28,0.505,24.4,16,25,0.44,11,0.292,7,"February 4, 2019",56.5,13,12.0,3,87.7,70.8,17,0.573,48,0.479,23,0.20800000000000002,10,0.6,6,12,200,107.0,22.2,6,10,61,,10.5,6,0.33299999999999996,16,0.563,9,45.1,23,0.578,13.2,8,32,0.43799999999999994,14,0.478,11,"Times Union Center , Albany, New York",FAIRFIELD,Fairfield,56.6,Home,SIENA,Siena,Fairfield,maac,23,False,False,False,Away,False,9,11,49,28,51,9,14,48,0,1,197,386,1326,0.5139517345399698,673,1425,0.47228070175438597,165,409,1229,0.5341741253051261,0.30434782608695654
24,2019-02-09-13-fairfield,50.0,12,15.4,4,70.0,73.8,31,0.46399999999999997,56,0.429,24,0.304,17,0.529,9,16,200,87.1,23.3,7,14,61,,7.1,5,0.179,10,0.4,4,52.8,38,0.47600000000000003,17.0,13,46,0.435,20,0.385,10,"February 9, 2019",56.3,9,10.9,5,87.1,76.7,23,0.314,59,0.271,16,0.254,15,0.8,12,18,200,70.0,26.2,11,18,49,,8.6,6,0.5589999999999999,33,0.152,5,47.2,34,0.371,18.6,15,26,0.423,11,0.28,7,"Webster Bank Arena, Bridgeport, Connecticut",FAIRFIELD,Fairfield,70.1,Away,MONMOUTH,Monmouth,Fairfield,maac,24,False,True,True,Home,False,5,11,59,34,72,4,20,56,0,1,206,397,1375,0.5134545454545455,701,1476,0.4749322493224932,174,423,1277,0.5356303837118246,0.2916666666666667
25,2019-02-15-19-canisius,38.5,10,3.4,1,100.0,80.0,20,0.5,57,0.456,26,0.228,13,0.846,11,19,200,94.4,25.0,6,17,68,,8.3,6,0.281,16,0.313,5,53.1,26,0.5379999999999999,20.3,16,41,0.512,21,0.26899999999999996,7,"February 15, 2019",72.0,18,19.5,8,94.4,75.0,18,0.556,54,0.46299999999999997,25,0.33299999999999996,18,0.667,12,13,200,100.0,20.0,5,16,72,,13.9,10,0.46299999999999997,25,0.4,10,46.9,23,0.5760000000000001,17.4,13,29,0.517,15,0.48,12,"Koessler Athletic Center, Buffalo, New York",FAIRFIELD,Fairfield,71.9,Home,CANISIUS,Canisius,Fairfield,maac,25,False,False,False,Away,False,5,21,57,26,49,10,15,54,0,1,211,408,1434,0.5052301255230126,735,1548,0.4748062015503876,178,443,1333,0.5326331582895724,0.28
26,2019-02-17-14-niagara,46.7,14,3.0,1,102.6,83.3,25,0.515,67,0.44799999999999995,30,0.06,4,1.0,4,20,200,96.1,14.3,5,27,73,,13.2,10,0.34299999999999997,23,0.391,9,46.2,30,0.53,14.9,12,44,0.47700000000000004,21,0.259,7,"February 17, 2019",44.0,11,11.4,5,96.1,85.7,30,0.5670000000000001,52,0.48100000000000004,25,0.5579999999999999,29,0.655,19,15,200,102.6,16.7,5,10,78,,5.3,4,0.365,19,0.474,9,53.8,35,0.593,19.8,16,33,0.485,16,0.444,12,"Gallagher Center, Niagara University, New York",FAIRFIELD,Fairfield,76.3,Home,NIAGARA,Niagara,Fairfield,maac,26,False,False,False,Away,False,9,21,67,30,65,9,16,52,0,1,216,429,1491,0.5050301810865191,761,1597,0.4765184721352536,188,458,1387,0.5335255948089401,0.2692307692307692
