,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,CENTRAL-ARKANSAS_homegame,CENTRAL-ARKANSAS_homegame2,CENTRAL-ARKANSAS_home,CENTRAL-ARKANSAS_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-19-19-indiana,75.0,15,5.0,2,116.2,76.9,20,0.38299999999999995,64,0.313,20,0.094,6,0.667,4,7,200,71.6,20.0,9,14,53,,8.1,6,0.359,23,0.391,9,40.8,29,0.396,19.4,16,41,0.268,11,0.364,4,"December 19, 2018",69.4,25,14.6,6,71.6,80.0,36,0.633,64,0.563,36,0.156,10,0.5,5,2,200,116.2,23.1,6,9,86,22.0,9.5,7,0.375,24,0.375,9,59.2,42,0.625,14.9,12,40,0.675,27,0.833,10,"Assembly Hall, Bloomington, Indiana",CENTRAL-ARKANSAS,Central Arkansas,74.3,Home,INDIANA,Indiana,Central Arkansas,southland,10,False,False,False,Away,False,9,11,64,29,71,9,27,64,0,1,82,183,613,0.499184339314845,339,688,0.49273255813953487,77,193,602,0.5124584717607974,0.4
11,2018-12-21-13-oklahoma-state,58.3,14,3.4,1,113.9,58.8,20,0.519,54,0.444,24,0.48100000000000004,26,0.654,17,8,200,101.4,18.2,6,22,73,,6.9,5,0.444,24,0.33299999999999996,8,38.8,26,0.55,15.5,12,30,0.5329999999999999,16,0.33299999999999996,4,"December 21, 2018",62.5,15,6.7,2,101.4,81.8,27,0.508,59,0.40700000000000003,24,0.45799999999999996,27,0.815,22,6,200,113.9,41.2,14,21,82,,4.2,3,0.508,30,0.4,12,61.2,41,0.5710000000000001,15.5,13,29,0.414,12,0.455,5,"Gallagher-Iba Arena, Stillwater, Oklahoma",CENTRAL-ARKANSAS,Central Arkansas,71.6,Home,OKLAHOMA-STATE,Oklahoma State,Central Arkansas,southland,11,False,False,False,Away,False,8,16,54,26,67,12,12,59,0,1,91,194,677,0.4881831610044313,368,759,0.48484848484848486,86,220,666,0.524024024024024,0.36363636363636365
12,2018-12-30-17-central-arkansas,66.7,12,4.0,1,89.9,83.3,25,0.40399999999999997,52,0.34600000000000003,18,0.212,11,0.455,5,0,200,68.1,8.8,3,21,47,,8.7,6,0.308,16,0.375,6,43.8,28,0.41100000000000003,20.9,15,36,0.33299999999999996,12,0.0,0,"December 30, 2018",61.9,13,22.2,8,68.1,91.2,31,0.51,48,0.43799999999999994,21,0.396,19,0.684,13,8,200,89.9,16.7,5,16,62,,11.6,8,0.479,23,0.304,7,56.3,36,0.544,23.2,17,25,0.56,14,0.385,5,"Jeff Farris Center, Conway, Arkansas","Lyon
			","Lyon
			",69.1,Home,CENTRAL-ARKANSAS,Central Arkansas,Central Arkansas,southland,12,True,False,True,Home,True,7,14,48,36,64,6,12,52,1,0,99,210,731,0.4904240766073871,394,826,0.47699757869249393,98,232,725,0.5227586206896552,0.3333333333333333
13,2019-01-02-20-texas-am-corpus-christi,76.0,19,13.3,6,110.1,67.6,25,0.551,59,0.424,25,0.203,12,0.833,10,9,200,94.9,9.4,3,24,75,,7.6,6,0.525,31,0.484,15,40.6,28,0.58,21.9,18,28,0.35700000000000004,10,0.35700000000000004,5,"January 2, 2019",64.3,18,3.6,1,94.9,90.6,29,0.484,62,0.452,28,0.565,35,0.7709999999999999,27,8,200,110.1,32.4,12,11,87,,11.4,9,0.27399999999999997,17,0.235,4,59.4,41,0.5529999999999999,12.4,11,45,0.5329999999999999,24,0.429,6,"American Bank Center, Corpus Christi, Texas",CENTRAL-ARKANSAS,Central Arkansas,78.7,Home,TEXAS-AM-CORPUS-CHRISTI,Texas A&M-Corpus Christi,Central Arkansas,southland,13,False,False,False,Away,False,15,10,59,28,69,4,24,62,0,1,106,224,779,0.49165596919127086,430,890,0.48314606741573035,104,244,777,0.5148005148005148,0.38461538461538464
14,2019-01-05-17-southeastern-louisiana,30.8,8,4.2,1,97.3,66.7,18,0.604,48,0.542,26,0.396,19,0.789,15,9,200,100.0,8.7,2,17,73,,13.7,10,0.271,13,0.462,6,40.0,20,0.64,23.2,17,35,0.5710000000000001,20,0.4,6,"January 5, 2019",64.0,16,8.6,3,100.0,91.3,21,0.527,56,0.446,25,0.23199999999999998,13,0.9229999999999999,12,11,200,97.3,33.3,9,17,71,,12.3,9,0.5710000000000001,32,0.281,9,60.0,30,0.5710000000000001,24.5,20,24,0.667,16,0.267,4,"University Center, Hammond, Louisiana",SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,72.6,Away,CENTRAL-ARKANSAS,Central Arkansas,Central Arkansas,southland,14,False,False,False,Away,True,6,20,48,20,50,9,16,56,1,0,121,234,838,0.4958233890214797,458,959,0.47758081334723673,108,268,839,0.5125148986889154,0.35714285714285715
15,2019-01-09-20-central-arkansas,48.1,13,10.3,3,93.2,67.6,23,0.534,59,0.45799999999999996,27,0.33899999999999997,20,0.75,15,8,200,105.4,16.1,5,21,78,,9.5,7,0.424,25,0.36,9,43.1,28,0.569,12.9,10,34,0.529,18,0.467,7,"January 9, 2019",40.0,8,8.8,3,105.4,83.9,26,0.436,55,0.364,20,0.473,26,0.8079999999999999,21,10,200,93.2,32.4,11,22,69,,5.4,4,0.473,26,0.308,8,56.9,37,0.512,21.3,18,29,0.414,12,0.375,6,"Jeff Farris Center, Conway, Arkansas",CENTRAL-ARKANSAS,Central Arkansas,73.9,Away,SAM-HOUSTON-STATE,Sam Houston State,Central Arkansas,southland,15,False,True,True,Home,False,8,12,55,37,65,9,18,59,0,1,127,254,886,0.5016930022573364,478,1009,0.47373637264618434,117,284,895,0.5134078212290503,0.4
16,2019-01-12-16-central-arkansas,54.5,12,0.0,0,110.3,73.9,17,0.42200000000000004,58,0.379,22,0.466,27,0.7040000000000001,19,9,200,100.0,43.8,14,18,68,,7.4,5,0.259,15,0.33299999999999996,5,56.4,31,0.48,15.7,13,43,0.395,17,0.47100000000000003,8,"January 12, 2019",88.5,23,7.0,3,100.0,56.3,18,0.653,49,0.531,26,0.327,16,0.688,11,10,200,110.3,26.1,6,21,75,,5.9,4,0.469,23,0.522,12,43.6,24,0.6629999999999999,22.2,16,26,0.5379999999999999,14,0.41200000000000003,7,"Jeff Farris Center, Conway, Arkansas",LAMAR,Lamar,68.2,Home,CENTRAL-ARKANSAS,Central Arkansas,Central Arkansas,southland,16,True,False,True,Home,True,12,14,49,24,55,5,17,58,1,0,135,266,941,0.49787460148777896,515,1074,0.4795158286778399,126,302,954,0.5146750524109015,0.375
17,2019-01-16-20-incarnate-word,53.6,15,9.7,3,88.2,75.0,21,0.561,57,0.491,28,0.33299999999999996,19,0.684,13,10,200,113.2,25.9,7,15,77,,11.8,8,0.456,26,0.308,8,50.9,28,0.583,12.1,9,31,0.645,20,0.444,8,"January 16, 2019",36.4,8,0.0,0,113.2,74.1,20,0.47100000000000003,52,0.423,22,0.25,13,0.846,11,11,200,88.2,25.0,7,20,60,,4.4,3,0.40399999999999997,21,0.23800000000000002,5,49.1,27,0.516,22.8,17,31,0.5479999999999999,17,0.353,6,"McDermott Center, San Antonio, Texas",INCARNATE-WORD,Incarnate Word,68.1,Away,CENTRAL-ARKANSAS,Central Arkansas,Central Arkansas,southland,17,False,False,False,Away,True,8,20,57,28,55,5,17,52,1,0,147,280,990,0.5055555555555555,539,1129,0.47741364038972545,131,319,1012,0.5093873517786561,0.4117647058823529
18,2019-01-19-17-central-arkansas,60.9,14,5.6,2,105.7,87.1,27,0.49200000000000005,62,0.371,23,0.19399999999999998,12,0.583,7,9,200,97.1,32.4,12,16,68,,10.0,7,0.532,33,0.455,15,57.4,39,0.502,16.2,13,29,0.276,8,0.526,10,"January 19, 2019",62.1,18,20.7,6,97.1,67.6,25,0.5539999999999999,56,0.518,29,0.33899999999999997,19,0.632,12,10,200,105.7,12.9,4,11,74,,11.4,8,0.35700000000000004,20,0.2,4,42.6,29,0.569,13.4,10,36,0.6940000000000001,25,0.474,9,"Jeff Farris Center, Conway, Arkansas",NICHOLLS-STATE,Nicholls State,69.9,Home,CENTRAL-ARKANSAS,Central Arkansas,Central Arkansas,southland,18,True,False,True,Home,True,4,25,56,29,68,15,8,62,1,0,155,300,1047,0.5085959885386819,567,1184,0.47888513513513514,136,336,1064,0.5075187969924813,0.4444444444444444
19,2019-01-23-20-central-arkansas,37.0,10,11.5,3,104.1,72.4,21,0.426,74,0.365,27,0.162,12,0.667,8,9,200,97.3,38.3,18,19,71,,15.1,11,0.284,21,0.429,9,51.3,39,0.445,11.2,10,53,0.34,18,0.5,9,"January 23, 2019",54.2,13,18.9,10,97.3,61.7,29,0.5589999999999999,51,0.47100000000000003,24,0.51,26,0.731,19,10,200,104.1,27.6,8,15,76,,6.8,5,0.49,25,0.36,9,48.7,37,0.6,22.4,18,26,0.5770000000000001,15,0.5,10,"Jeff Farris Center, Conway, Arkansas",NEW-ORLEANS,New Orleans,72.5,Home,CENTRAL-ARKANSAS,Central Arkansas,Central Arkansas,southland,19,True,False,True,Home,True,9,15,51,37,76,9,18,74,1,0,159,325,1103,0.5108794197642792,596,1252,0.476038338658147,151,344,1126,0.5066607460035524,0.47368421052631576
20,2019-01-26-16-abilene-christian,46.7,7,7.5,3,105.3,69.7,23,0.34,50,0.3,15,0.6,30,0.733,22,11,200,74.7,24.2,8,16,56,,9.3,7,0.4,20,0.2,4,47.0,31,0.436,24.0,20,30,0.36700000000000005,11,0.47600000000000003,10,"January 26, 2019",64.3,18,20.0,6,74.7,75.8,25,0.517,60,0.467,28,0.4,24,0.708,17,4,200,105.3,30.3,10,21,79,,13.3,10,0.33299999999999996,20,0.3,6,53.0,35,0.5529999999999999,14.5,12,40,0.55,22,0.81,17,"Moody Coliseum , Abilene, Texas",CENTRAL-ARKANSAS,Central Arkansas,74.8,Home,ABILENE-CHRISTIAN,Abilene Christian,Central Arkansas,southland,20,False,False,False,Away,False,4,11,50,31,66,6,22,60,0,1,168,340,1154,0.512998266897747,633,1328,0.4766566265060241,160,362,1200,0.5016666666666667,0.5
21,2019-01-30-19-stephen-f-austin,67.7,21,2.3,1,123.5,60.5,23,0.535,71,0.43700000000000006,31,0.493,35,0.657,23,12,225,116.5,26.3,10,24,99,,11.8,10,0.465,33,0.424,14,43.4,33,0.565,9.4,9,38,0.447,17,0.455,10,"January 30, 2019",54.3,19,15.8,6,116.5,73.7,28,0.5870000000000001,69,0.507,35,0.478,33,0.727,24,8,225,123.5,39.5,15,25,105,,3.5,3,0.36200000000000004,25,0.44,11,56.6,43,0.62,14.4,14,44,0.545,24,0.579,11,"William Johnson Coliseum, Nacogdoches, Texas",CENTRAL-ARKANSAS,Central Arkansas,75.7,Home,STEPHEN-F-AUSTIN,Stephen F. Austin,Central Arkansas,southland,21,False,False,False,Away,False,14,17,71,33,76,11,24,69,0,1,172,351,1204,0.5058139534883721,664,1394,0.4763271162123386,166,384,1260,0.5023809523809524,0.47619047619047616
22,2019-02-02-17-central-arkansas,39.3,11,5.7,2,98.7,74.2,23,0.63,50,0.56,28,0.62,31,0.5479999999999999,17,14,200,105.3,25.0,6,24,80,,11.8,9,0.3,15,0.467,7,52.7,29,0.618,22.0,18,35,0.6,21,0.364,8,"February 2, 2019",48.0,12,8.6,3,105.3,75.0,18,0.509,55,0.455,25,0.527,29,0.655,19,13,200,98.7,25.8,8,24,75,,11.8,9,0.364,20,0.3,6,47.3,26,0.545,18.1,15,35,0.5429999999999999,19,0.435,10,"Jeff Farris Center, Conway, Arkansas",CENTRAL-ARKANSAS,Central Arkansas,76.3,Away,NORTHWESTERN-STATE,Northwestern State,Central Arkansas,southland,22,False,True,True,Home,False,6,19,55,26,55,7,21,50,0,1,186,368,1275,0.5074509803921569,697,1470,0.4741496598639456,177,408,1329,0.5067720090293454,0.45454545454545453
23,2019-02-09-17-central-arkansas,65.0,13,3.4,1,95.7,78.1,25,0.544,45,0.444,20,0.711,32,0.813,26,13,200,107.1,50.0,12,22,75,,1.4,1,0.556,25,0.36,9,66.1,37,0.623,25.3,20,20,0.55,11,0.45799999999999996,11,"February 9, 2019",50.0,9,0.0,0,107.1,50.0,12,0.396,53,0.34,18,0.585,31,0.8059999999999999,25,14,200,95.7,21.9,7,26,67,,10.0,7,0.45299999999999996,24,0.25,6,33.9,19,0.495,14.2,11,29,0.414,12,0.41700000000000004,10,"Jeff Farris Center, Conway, Arkansas",CENTRAL-ARKANSAS,Central Arkansas,70.0,Away,SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,Central Arkansas,southland,23,False,True,True,Home,False,6,12,53,19,56,9,11,45,0,1,192,387,1330,0.5075187969924813,723,1525,0.4740983606557377,184,429,1379,0.5112400290065264,0.43478260869565216
24,2019-02-13-20-central-arkansas,61.5,16,2.4,1,92.2,65.1,28,0.46299999999999997,68,0.382,26,0.235,16,0.75,12,14,200,97.4,27.3,12,22,75,,15.6,12,0.382,26,0.423,11,46.0,40,0.496,13.8,12,42,0.35700000000000004,15,0.364,8,"February 13, 2019",50.0,12,28.6,12,97.4,72.7,32,0.415,65,0.369,24,0.354,23,0.7390000000000001,17,15,200,92.2,34.9,15,17,71,,6.5,5,0.369,24,0.25,6,54.0,47,0.46799999999999997,18.5,17,41,0.439,18,0.4,10,"Jeff Farris Center, Conway, Arkansas",CENTRAL-ARKANSAS,Central Arkansas,76.8,Away,HOUSTON-BAPTIST,Houston Baptist,Central Arkansas,southland,24,False,True,True,Home,False,6,18,65,47,87,11,15,68,0,1,198,399,1383,0.5032537960954447,742,1581,0.4693232131562302,193,440,1424,0.5122893258426966,0.4166666666666667
25,2019-02-20-19-mcneese-state,45.2,14,13.2,5,106.4,72.5,29,0.466,74,0.419,31,0.10800000000000001,8,0.75,6,16,225,96.2,18.6,8,17,75,,3.8,3,0.37799999999999995,28,0.25,7,44.6,37,0.48200000000000004,11.4,10,46,0.522,24,0.385,10,"February 20, 2019",73.3,22,4.3,2,96.2,81.4,35,0.515,68,0.441,30,0.265,18,0.722,13,18,225,106.4,27.5,11,10,83,,5.1,4,0.441,30,0.33299999999999996,10,55.4,46,0.542,12.7,11,38,0.526,20,0.308,8,"H&HP Complex, Lake Charles, Louisiana",CENTRAL-ARKANSAS,Central Arkansas,69.5,Home,MCNEESE-STATE,McNeese State,Central Arkansas,southland,25,False,False,False,Away,False,7,24,74,37,83,10,20,68,0,1,204,417,1448,0.4993093922651934,789,1668,0.47302158273381295,204,455,1492,0.510053619302949,0.4
