,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,EASTERN-WASHINGTON_homegame,EASTERN-WASHINGTON_homegame2,EASTERN-WASHINGTON_home,EASTERN-WASHINGTON_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
14,2019-01-07-21-northern-colorado,45.8,11,12.5,3,107.1,88.0,22,0.426,61,0.39299999999999996,24,0.262,16,0.688,11,12,200,90.0,25.0,9,18,63,,11.4,8,0.213,13,0.308,4,50.8,31,0.45899999999999996,16.0,13,48,0.41700000000000004,20,0.2,3,"January 7, 2019",64.0,16,8.3,4,90.0,75.0,27,0.615,48,0.521,25,0.45799999999999996,22,0.727,16,5,200,107.1,12.0,3,15,75,,7.1,5,0.5,24,0.375,9,49.2,30,0.642,17.2,12,24,0.667,16,0.667,10,"Bank of Colorado Arena, Greeley, Colorado",EASTERN-WASHINGTON,Eastern Washington,70.0,Home,NORTHERN-COLORADO,Northern Colorado,Eastern Washington,big-sky,14,False,False,False,Away,False,4,20,61,31,61,9,16,48,0,1,126,209,862,0.4617169373549884,437,952,0.45903361344537813,128,248,802,0.5486284289276808,0.21428571428571427
15,2019-01-10-21-eastern-washington,51.9,14,0.0,0,114.7,79.3,23,0.518,56,0.48200000000000004,27,0.33899999999999997,19,0.684,13,6,200,104.4,27.3,9,23,71,,7.4,5,0.33899999999999997,19,0.21100000000000002,4,51.6,32,0.546,16.8,13,37,0.622,23,0.625,10,"January 10, 2019",45.8,11,0.0,0,104.4,72.7,24,0.57,50,0.48,24,0.54,27,0.778,21,12,200,114.7,20.7,6,19,78,,8.8,6,0.34,17,0.529,9,48.4,30,0.621,15.1,11,33,0.455,15,0.25,4,"Reese Court, Cheney, Washington",MONTANA,Montana,68.4,Home,EASTERN-WASHINGTON,Eastern Washington,Eastern Washington,big-sky,15,True,False,True,Home,True,9,15,50,30,62,4,23,56,1,0,130,229,923,0.4593716143011918,468,1013,0.46199407699901285,137,264,850,0.5523529411764706,0.2
16,2019-01-19-17-eastern-washington,34.5,10,3.2,1,119.7,80.8,21,0.532,63,0.46,29,0.302,19,0.737,14,10,200,114.1,26.3,10,15,81,,15.5,11,0.349,22,0.409,9,48.4,31,0.562,11.2,9,41,0.488,20,0.41200000000000003,7,"January 19, 2019",42.4,14,12.2,5,114.1,73.7,28,0.684,57,0.579,33,0.175,10,0.7,7,12,200,119.7,19.2,5,15,85,,9.9,7,0.456,26,0.462,12,51.6,33,0.688,19.6,15,31,0.677,21,0.294,5,"Reese Court, Cheney, Washington",MONTANA-STATE,Montana State,71.4,Home,EASTERN-WASHINGTON,Eastern Washington,Eastern Washington,big-sky,16,True,False,True,Home,True,12,21,57,33,64,9,20,63,1,0,139,244,973,0.46505652620760535,498,1075,0.46325581395348836,141,287,906,0.5502207505518764,0.25
17,2019-01-24-22-portland-state,44.0,11,3.6,1,132.2,64.7,11,0.5,58,0.431,25,0.22399999999999998,13,0.5379999999999999,7,13,200,110.2,43.8,14,15,65,,6.8,4,0.36200000000000004,21,0.381,8,51.0,25,0.506,14.7,11,37,0.45899999999999996,17,0.278,5,"January 24, 2019",75.9,22,8.1,3,110.2,56.3,18,0.688,48,0.604,29,0.313,15,0.8,12,11,200,132.2,35.3,6,15,78,,10.2,6,0.41700000000000004,20,0.4,8,49.0,24,0.7070000000000001,12.8,8,28,0.75,21,0.389,7,"Pamplin Sports Center, Portland, Oregon",EASTERN-WASHINGTON,Eastern Washington,59.2,Home,PORTLAND-STATE,Portland State,Eastern Washington,big-sky,17,False,False,False,Away,False,8,17,58,25,49,8,21,48,0,1,151,265,1030,0.4771844660194175,531,1139,0.466198419666374,150,307,969,0.5490196078431373,0.29411764705882354
18,2019-01-26-22-sacramento-state,48.4,15,3.5,2,110.8,66.7,30,0.562,65,0.47700000000000004,31,0.4,26,0.8079999999999999,21,13,225,113.3,33.3,11,26,94,,4.8,4,0.369,24,0.45799999999999996,11,52.6,41,0.608,16.4,15,41,0.488,20,0.316,6,"January 26, 2019",38.7,12,7.3,3,113.3,66.7,22,0.45299999999999996,74,0.419,31,0.446,33,0.758,25,9,225,110.8,33.3,15,24,92,,8.4,7,0.23,17,0.294,5,47.4,37,0.513,10.2,10,57,0.456,26,0.47100000000000003,8,"The Nest, Sacramento, California",SACRAMENTO-STATE,Sacramento State,73.8,Away,EASTERN-WASHINGTON,Eastern Washington,Eastern Washington,big-sky,18,False,False,False,Away,True,11,20,65,41,78,5,26,74,1,0,159,282,1088,0.47840073529411764,556,1188,0.468013468013468,158,328,1017,0.5555555555555556,0.2777777777777778
19,2019-02-02-17-eastern-washington,53.8,14,12.9,4,106.5,81.3,26,0.5529999999999999,57,0.456,26,0.35100000000000003,20,0.8,16,10,200,102.6,13.3,4,23,79,,3.9,3,0.474,27,0.40700000000000003,11,48.4,30,0.594,19.6,16,30,0.5,15,0.474,9,"February 2, 2019",44.4,12,20.0,6,102.6,86.7,26,0.57,57,0.474,27,0.40399999999999997,23,0.7390000000000001,17,13,200,106.5,18.8,6,16,82,,7.8,6,0.456,26,0.423,11,51.6,32,0.604,16.2,13,31,0.516,16,0.35,7,"Reese Court, Cheney, Washington",SOUTHERN-UTAH,Southern Utah,76.7,Home,EASTERN-WASHINGTON,Eastern Washington,Eastern Washington,big-sky,19,True,False,True,Home,True,11,16,57,32,62,11,15,57,1,0,170,302,1153,0.48308759757155245,597,1266,0.471563981042654,163,354,1091,0.5485792850595783,0.3157894736842105
20,2019-02-04-21-eastern-washington,65.0,13,7.4,2,112.3,74.2,23,0.441,59,0.33899999999999997,20,0.305,18,0.667,12,14,200,87.7,20.0,8,15,64,,5.5,4,0.5589999999999999,33,0.364,12,43.7,31,0.474,17.3,14,26,0.308,8,0.33299999999999996,7,"February 4, 2019",72.4,21,26.9,7,87.7,80.0,32,0.574,61,0.475,29,0.213,13,0.9229999999999999,12,13,200,112.3,25.8,8,18,82,,8.2,6,0.557,34,0.353,12,56.3,40,0.61,17.3,14,27,0.63,17,0.381,8,"Reese Court, Cheney, Washington",NORTHERN-ARIZONA,Northern Arizona,73.4,Home,EASTERN-WASHINGTON,Eastern Washington,Eastern Washington,big-sky,20,True,False,True,Home,True,12,17,61,40,71,12,8,59,1,0,181,318,1210,0.4871900826446281,629,1328,0.473644578313253,174,369,1148,0.5487804878048781,0.35
21,2019-02-07-21-montana-state,40.7,11,5.0,2,97.4,80.0,24,0.469,65,0.415,27,0.12300000000000001,8,0.625,5,14,200,86.8,20.0,7,17,66,,10.5,8,0.385,25,0.28,7,47.7,31,0.48,18.0,15,40,0.5,20,0.364,8,"February 7, 2019",72.0,18,10.0,4,86.8,80.0,28,0.5,55,0.455,25,0.436,24,0.792,19,12,200,97.4,20.0,6,12,74,,14.5,11,0.273,15,0.33299999999999996,5,52.3,34,0.557,18.6,15,40,0.5,20,0.455,10,"Max Worthington Arena, Bozeman, Montana",EASTERN-WASHINGTON,Eastern Washington,76.1,Home,MONTANA-STATE,Montana State,Eastern Washington,big-sky,21,False,False,False,Away,False,7,20,65,31,65,5,20,55,0,1,193,335,1271,0.491345397324941,669,1399,0.4781987133666905,186,377,1207,0.5434962717481359,0.38095238095238093
22,2019-02-09-21-montana,57.7,15,6.7,2,108.7,80.0,24,0.545,56,0.46399999999999997,26,0.321,18,0.722,13,15,200,107.2,16.7,5,20,74,,5.8,4,0.35700000000000004,20,0.45,9,48.3,29,0.573,12.3,9,36,0.47200000000000003,17,0.348,8,"February 9, 2019",60.0,15,11.1,4,107.2,83.3,25,0.5660000000000001,53,0.47200000000000003,25,0.45299999999999996,24,0.625,15,6,200,108.7,20.0,6,18,75,,5.8,4,0.434,23,0.435,10,51.7,31,0.5820000000000001,14.8,11,30,0.5,15,0.7390000000000001,17,"Adams Center/Dahlberg Arena, Missoula, Montana",EASTERN-WASHINGTON,Eastern Washington,69.0,Home,MONTANA,Montana,Eastern Washington,big-sky,22,False,False,False,Away,False,9,17,56,29,60,10,15,53,0,1,200,355,1336,0.4902694610778443,700,1464,0.4781420765027322,191,397,1262,0.5416006339144216,0.36363636363636365
23,2019-02-16-17-eastern-washington,44.8,13,8.3,4,115.8,74.2,23,0.557,61,0.475,29,0.262,16,0.625,10,9,225,102.6,30.3,10,16,78,,10.5,8,0.344,21,0.47600000000000003,10,51.6,33,0.569,19.0,16,40,0.475,19,0.654,17,"February 16, 2019",47.2,17,10.0,4,102.6,69.7,23,0.614,66,0.545,36,0.182,12,0.583,7,15,225,115.8,25.8,8,15,88,,10.5,8,0.273,18,0.5,9,48.4,31,0.614,15.4,13,48,0.563,27,0.375,9,"Reese Court, Cheney, Washington",NORTHERN-COLORADO,Northern Colorado,67.2,Home,EASTERN-WASHINGTON,Eastern Washington,Eastern Washington,big-sky,23,True,False,True,Home,True,9,27,66,31,64,10,19,61,1,0,209,372,1392,0.49245689655172414,729,1524,0.47834645669291337,201,412,1315,0.5425855513307984,0.34782608695652173
24,2019-02-18-19-eastern-washington,65.2,15,7.9,3,126.2,63.3,19,0.473,56,0.41100000000000003,23,0.071,4,1.0,4,21,200,87.7,10.3,3,11,57,,6.2,4,0.41100000000000003,23,0.304,7,37.3,22,0.49200000000000005,16.0,11,33,0.485,16,0.16,4,"February 18, 2019",72.7,24,15.2,5,87.7,89.7,26,0.589,62,0.532,33,0.177,11,0.818,9,15,200,126.2,36.7,11,11,82,,9.2,6,0.387,24,0.292,7,62.7,37,0.61,10.7,8,38,0.684,26,0.4,10,"Reese Court, Cheney, Washington",IDAHO,Idaho,65.1,Home,EASTERN-WASHINGTON,Eastern Washington,Eastern Washington,big-sky,24,True,False,True,Home,True,7,26,62,37,59,7,16,56,1,0,218,399,1458,0.49794238683127573,760,1588,0.47858942065491183,211,431,1376,0.5432412790697675,0.375
25,2019-02-21-20-southern-utah,45.0,9,16.7,6,107.0,75.0,21,0.42,56,0.35700000000000004,20,0.41100000000000003,23,0.652,15,16,200,87.3,14.7,5,19,62,,9.9,7,0.321,18,0.389,7,41.9,26,0.46299999999999997,13.1,10,38,0.342,13,0.385,10,"February 21, 2019",46.2,12,7.9,3,87.3,85.3,29,0.573,55,0.473,26,0.327,18,0.722,13,12,200,107.0,25.0,7,22,76,,5.6,4,0.345,19,0.579,11,58.1,36,0.598,17.1,13,36,0.41700000000000004,15,0.52,13,"Centrum, Cedar City, Utah",EASTERN-WASHINGTON,Eastern Washington,70.7,Home,SOUTHERN-UTAH,Southern Utah,Eastern Washington,big-sky,25,False,False,False,Away,False,7,13,56,26,62,11,15,55,0,1,225,425,1520,0.5016447368421053,797,1647,0.4839101396478446,218,447,1432,0.5405027932960894,0.4
26,2019-02-23-16-northern-arizona,60.0,15,12.8,5,96.1,76.1,35,0.5329999999999999,60,0.41700000000000004,25,0.517,31,0.71,22,16,200,113.2,20.0,7,21,86,,3.9,3,0.55,33,0.424,14,51.9,42,0.575,9.8,8,27,0.40700000000000003,11,0.40700000000000003,11,"February 23, 2019",23.8,5,7.4,2,113.2,80.0,28,0.35700000000000004,63,0.33299999999999996,21,0.54,34,0.8240000000000001,28,18,200,96.1,23.9,11,21,73,,6.6,5,0.381,24,0.125,3,48.1,39,0.461,9.3,8,39,0.462,18,0.33299999999999996,9,"Walkup Skydome, Flagstaff, Arizona",NORTHERN-ARIZONA,Northern Arizona,75.9,Away,EASTERN-WASHINGTON,Eastern Washington,Eastern Washington,big-sky,26,False,False,False,Away,True,14,11,60,42,81,3,18,63,1,0,232,438,1576,0.4987309644670051,823,1709,0.4815681685196021,229,462,1487,0.5416946872898454,0.38461538461538464
