,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,LAFAYETTE_homegame,LAFAYETTE_homegame2,LAFAYETTE_home,LAFAYETTE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-21-19-lafayette,23.3,7,3.1,1,103.9,82.4,28,0.493,69,0.435,30,0.275,19,0.684,13,5,200,106.6,20.0,8,16,81,,5.3,4,0.36200000000000004,25,0.32,8,48.6,36,0.519,3.7,3,44,0.5,22,0.545,6,"December 21, 2018",50.0,13,2.3,1,106.6,80.0,32,0.484,63,0.413,26,0.365,23,0.7829999999999999,18,8,200,103.9,17.6,6,14,79,,2.6,2,0.49200000000000005,31,0.29,9,51.4,38,0.534,13.1,11,32,0.531,17,0.273,3,"Kirby Sports Center, Easton, Pennsylvania",LAFAYETTE,Lafayette,76.0,Away,PRINCETON,Princeton,Lafayette,patriot,10,False,True,True,Home,False,9,17,63,38,74,8,22,69,0,1,81,192,622,0.5040192926045016,350,680,0.5147058823529411,101,175,629,0.5190779014308426,0.3
11,2019-01-02-19-lehigh,66.7,20,5.9,2,122.9,88.2,15,0.617,60,0.5,30,0.183,11,0.818,9,9,200,118.6,14.8,4,19,83,,8.6,6,0.483,29,0.483,14,43.2,19,0.636,12.2,9,31,0.516,16,0.25,3,"January 2, 2019",53.6,15,3.2,1,118.6,85.2,23,0.698,48,0.583,28,0.41700000000000004,20,0.95,19,4,200,122.9,11.8,2,16,86,,1.4,1,0.292,14,0.7859999999999999,11,56.8,25,0.748,19.8,14,34,0.5,17,0.667,8,"Stabler Arena, Bethlehem, Pennsylvania",LAFAYETTE,Lafayette,69.9,Home,LEHIGH,Lehigh,Lafayette,patriot,11,False,False,False,Away,False,14,16,60,19,44,11,17,48,0,1,90,209,685,0.5021897810218978,388,754,0.5145888594164456,109,197,698,0.5164756446991404,0.2727272727272727
12,2019-01-05-13-army,56.7,17,12.8,5,106.9,75.0,21,0.5,69,0.435,30,0.0,0,,0,10,200,95.8,18.9,7,13,69,,18.1,13,0.29,20,0.45,9,43.1,28,0.5,13.8,11,49,0.429,21,0.231,3,"January 5, 2019",70.0,21,8.2,4,95.8,81.1,30,0.588,57,0.526,30,0.21100000000000002,12,0.833,10,9,200,106.9,25.0,7,8,77,,4.2,3,0.316,18,0.389,7,56.9,37,0.614,19.4,15,39,0.59,23,0.4,6,"Christl Arena, West Point, New York",LAFAYETTE,Lafayette,71.9,Home,ARMY,Army,Lafayette,patriot,12,False,False,False,Away,False,9,21,69,28,65,7,23,57,0,1,104,225,745,0.5114093959731544,407,798,0.5100250626566416,120,214,746,0.5281501340482574,0.25
13,2019-01-09-19-lafayette,25.9,7,0.0,0,114.9,70.8,17,0.46,62,0.435,27,0.242,15,0.867,13,12,200,94.6,29.4,10,14,70,,12.2,9,0.29,18,0.16699999999999998,3,46.6,27,0.506,18.9,16,44,0.545,24,0.25,4,"January 9, 2019",56.3,18,11.4,5,94.6,70.6,24,0.647,58,0.552,32,0.207,12,0.833,10,10,200,114.9,29.2,7,17,85,,9.5,7,0.345,20,0.55,11,53.4,31,0.667,20.2,16,38,0.5529999999999999,21,0.28600000000000003,4,"Kirby Sports Center, Easton, Pennsylvania",LOYOLA-MD,Loyola (MD),73.9,Home,LAFAYETTE,Lafayette,Lafayette,patriot,13,True,False,True,Home,True,11,21,58,31,58,3,24,62,1,0,113,246,814,0.5104422604422605,435,863,0.5040556199304751,127,237,803,0.5323785803237858,0.23076923076923078
14,2019-01-12-15-holy-cross,51.9,14,7.5,3,126.2,74.1,20,0.605,57,0.474,27,0.018000000000000002,1,1.0,1,11,200,114.8,14.8,4,13,70,,3.3,2,0.491,28,0.536,15,44.4,24,0.609,12.2,8,29,0.414,12,0.267,4,"January 12, 2019",60.0,18,13.8,4,114.8,85.2,23,0.63,54,0.556,30,0.278,15,0.6,9,6,200,126.2,25.9,7,6,77,,8.2,5,0.259,14,0.5710000000000001,8,55.6,30,0.63,10.4,7,40,0.55,22,0.647,11,"Hart Recreation Center, Worcester, Massachusetts",LAFAYETTE,Lafayette,61.3,Home,HOLY-CROSS,Holy Cross,Lafayette,patriot,14,False,False,False,Away,False,15,12,57,24,54,8,22,54,0,1,124,267,872,0.5194954128440367,466,921,0.505971769815418,130,261,865,0.5271676300578034,0.2857142857142857
15,2019-01-16-19-lafayette,40.7,11,3.0,1,106.9,83.9,26,0.573,55,0.491,27,0.509,28,0.7859999999999999,22,10,200,118.1,29.6,8,17,85,,6.9,5,0.345,19,0.474,9,58.6,34,0.622,15.1,12,36,0.5,18,0.375,6,"January 16, 2019",51.9,14,25.0,9,118.1,70.4,19,0.525,61,0.44299999999999995,27,0.24600000000000002,15,0.867,13,12,200,106.9,16.1,5,22,77,,9.7,7,0.45899999999999996,28,0.35700000000000004,10,41.4,24,0.565,11.7,9,33,0.515,17,0.25,4,"Kirby Sports Center, Easton, Pennsylvania",LAFAYETTE,Lafayette,72.2,Away,NAVY,Navy,Lafayette,patriot,15,False,True,True,Home,False,10,17,61,24,58,9,18,55,0,1,139,279,929,0.5247578040904198,490,975,0.5025641025641026,138,283,919,0.5331882480957563,0.26666666666666666
16,2019-01-19-14-american,57.7,15,12.8,5,103.9,67.6,23,0.518,56,0.46399999999999997,26,0.5710000000000001,32,0.813,26,12,224,110.5,14.7,5,22,84,,10.5,8,0.304,17,0.353,6,41.2,28,0.59,11.4,9,39,0.513,20,0.294,5,"January 19, 2019",48.0,12,2.6,1,110.5,85.3,29,0.528,54,0.46299999999999997,25,0.574,31,0.71,22,9,224,103.9,32.4,11,19,79,,9.2,7,0.278,15,0.467,7,58.8,40,0.575,21.9,19,39,0.462,18,0.47100000000000003,8,"Bender Arena, Washington, District of Columbia",AMERICAN,American,67.8,Away,LAFAYETTE,Lafayette,Lafayette,patriot,16,False,False,False,Away,True,6,20,56,28,68,7,18,54,1,0,149,296,990,0.5247474747474747,514,1033,0.4975798644724105,147,301,974,0.5354209445585215,0.25
17,2019-01-23-19-colgate,55.6,10,16.7,6,85.1,92.9,26,0.40700000000000003,54,0.33299999999999996,18,0.07400000000000001,4,0.75,3,13,200,70.1,0.0,0,17,47,,9.0,6,0.444,24,0.33299999999999996,8,44.1,26,0.42,16.5,11,30,0.33299999999999996,10,0.278,5,"January 23, 2019",52.4,11,3.3,1,70.1,100.0,31,0.45899999999999996,49,0.429,21,0.327,16,0.75,12,8,200,85.1,7.1,2,10,57,,10.4,7,0.265,13,0.231,3,55.9,33,0.504,18.8,13,36,0.5,18,0.6,12,"Cotterell Court, Hamilton, New York",LAFAYETTE,Lafayette,67.3,Home,COLGATE,Colgate,Lafayette,patriot,17,False,False,False,Away,False,8,10,54,26,59,3,18,49,0,1,155,316,1046,0.5243785850860421,542,1101,0.49227974568574023,154,319,1028,0.5350194552529183,0.29411764705882354
18,2019-01-26-14-lafayette,56.0,14,6.5,2,88.7,96.4,27,0.509,55,0.455,25,0.345,19,0.684,13,10,200,97.2,18.2,6,14,69,,15.5,11,0.4,22,0.273,6,54.1,33,0.539,15.9,12,33,0.5760000000000001,19,0.524,11,"January 26, 2019",43.5,10,9.1,3,97.2,81.8,27,0.519,53,0.434,23,0.151,8,1.0,8,14,200,88.7,3.6,1,17,63,,2.8,2,0.415,22,0.409,9,45.9,28,0.555,23.1,17,31,0.452,14,0.263,5,"Kirby Sports Center, Easton, Pennsylvania",LAFAYETTE,Lafayette,71.4,Away,ARMY,Army,Lafayette,patriot,18,False,True,True,Home,False,9,14,53,28,61,6,19,55,0,1,163,326,1100,0.5186363636363637,568,1160,0.4896551724137931,157,337,1077,0.531569173630455,0.2777777777777778
19,2019-01-30-20-lafayette,20.6,7,12.1,4,103.6,85.7,24,0.5920000000000001,65,0.523,34,0.308,20,0.8,16,6,225,112.0,11.1,3,19,93,,10.8,9,0.385,25,0.36,9,49.1,27,0.624,15.0,13,40,0.625,25,0.7,14,"January 30, 2019",53.3,16,12.5,5,112.0,88.9,24,0.59,61,0.49200000000000005,30,0.27899999999999997,17,0.8240000000000001,14,15,225,103.6,14.3,4,20,86,,9.6,8,0.45899999999999996,28,0.429,12,50.9,28,0.623,19.9,17,33,0.545,18,0.25,5,"Kirby Sports Center, Easton, Pennsylvania",LAFAYETTE,Lafayette,74.0,Away,LEHIGH,Lehigh,Lafayette,patriot,19,False,True,True,Home,False,12,18,61,28,55,9,25,65,0,1,172,340,1153,0.5186470078057241,596,1221,0.4881244881244881,163,356,1132,0.5304770318021201,0.2631578947368421
20,2019-02-02-14-lafayette,42.4,14,9.5,4,83.5,81.0,34,0.537,67,0.493,33,0.40299999999999997,27,0.815,22,8,200,119.0,30.6,11,17,94,,8.9,7,0.373,25,0.24,6,57.7,45,0.589,9.2,8,42,0.643,27,0.636,14,"February 2, 2019",29.2,7,11.9,5,119.0,69.4,25,0.39299999999999996,70,0.34299999999999997,24,0.22899999999999998,16,0.688,11,16,200,83.5,19.0,8,21,66,,7.6,6,0.4,28,0.25,7,42.3,33,0.425,13.5,12,42,0.405,17,0.23800000000000002,5,"Kirby Sports Center, Easton, Pennsylvania",LAFAYETTE,Lafayette,79.2,Away,BUCKNELL,Bucknell,Lafayette,patriot,20,False,True,True,Home,False,7,17,70,33,78,6,27,67,0,1,184,358,1214,0.5222405271828665,624,1276,0.4890282131661442,172,381,1197,0.5338345864661654,0.25
21,2019-02-06-19-boston-university,48.4,15,14.0,7,110.8,66.7,24,0.632,57,0.544,31,0.228,13,0.5379999999999999,7,16,200,121.5,23.1,6,13,79,,3.1,2,0.40399999999999997,23,0.435,10,48.4,30,0.625,10.0,7,34,0.618,21,0.273,6,"February 6, 2019",34.5,10,5.9,2,121.5,76.9,20,0.485,67,0.433,29,0.16399999999999998,11,0.636,7,13,200,110.8,33.3,12,14,72,,3.1,2,0.254,17,0.41200000000000003,7,51.6,32,0.498,7.7,6,50,0.44,22,0.45799999999999996,11,"Case Gym, Boston, Massachusetts",BOSTON-UNIVERSITY,Boston University,65.2,Away,LAFAYETTE,Lafayette,Lafayette,patriot,21,False,False,False,Away,True,10,21,57,30,62,7,22,67,1,0,191,375,1284,0.5151869158878505,657,1354,0.48522895125553916,178,408,1264,0.5340189873417721,0.23809523809523808
22,2019-02-10-12-lafayette,46.4,13,8.7,2,103.0,71.4,20,0.544,57,0.491,28,0.21100000000000002,12,0.41700000000000004,5,12,200,100.0,25.9,7,15,67,,13.4,9,0.281,16,0.375,6,49.1,27,0.534,16.2,12,41,0.537,22,0.52,13,"February 10, 2019",85.7,18,9.8,4,100.0,74.1,20,0.5379999999999999,52,0.40399999999999997,21,0.308,16,0.813,13,16,200,103.0,28.6,8,10,69,,13.4,9,0.5579999999999999,29,0.483,14,50.9,28,0.579,20.3,15,23,0.304,7,0.304,7,"Kirby Sports Center, Easton, Pennsylvania",HOLY-CROSS,Holy Cross,67.2,Home,LAFAYETTE,Lafayette,Lafayette,patriot,22,True,False,True,Home,True,14,7,52,28,55,6,22,57,1,0,201,396,1341,0.5201342281879194,687,1416,0.4851694915254237,185,430,1331,0.5315552216378663,0.2727272727272727
23,2019-02-13-19-navy,70.0,21,18.6,8,102.8,60.6,20,0.5920000000000001,60,0.5,30,0.3,18,0.5,9,16,200,111.1,26.5,9,17,80,,9.7,7,0.45,27,0.40700000000000003,11,43.3,29,0.584,13.9,11,33,0.5760000000000001,19,0.33299999999999996,8,"February 13, 2019",65.4,17,0.0,0,111.1,73.5,25,0.475,61,0.426,26,0.311,19,0.8420000000000001,16,16,200,102.8,39.4,13,15,74,,9.7,7,0.295,18,0.33299999999999996,6,56.7,38,0.528,19.7,17,43,0.465,20,0.33299999999999996,8,"Alumni Hall, Annapolis, Maryland",NAVY,Navy,72.3,Away,LAFAYETTE,Lafayette,Lafayette,patriot,23,False,False,False,Away,True,11,19,60,29,67,6,20,61,1,0,215,403,1393,0.5208183776022972,715,1471,0.4860639021074099,191,452,1388,0.5320605187319885,0.30434782608695654
24,2019-02-17-14-loyola-md,65.4,17,16.7,7,90.1,79.5,31,0.575,53,0.491,26,0.18899999999999997,10,0.8,8,16,200,97.2,25.0,6,19,69,,9.9,7,0.377,20,0.45,9,58.7,37,0.597,25.8,20,33,0.515,17,0.36,9,"February 17, 2019",52.2,12,3.0,1,97.2,75.0,18,0.447,57,0.40399999999999997,23,0.386,22,0.591,13,18,200,90.1,20.5,8,15,64,,16.9,12,0.263,15,0.33299999999999996,5,41.3,26,0.474,13.0,10,42,0.429,18,0.33299999999999996,9,"Reitz Arena, Baltimore, Maryland",LOYOLA-MD,Loyola (MD),70.6,Away,LAFAYETTE,Lafayette,Lafayette,patriot,24,False,False,False,Away,True,9,17,53,37,63,5,18,57,1,0,226,422,1453,0.5237439779766001,744,1538,0.4837451235370611,197,472,1449,0.5296756383712905,0.3333333333333333
25,2019-02-20-19-lafayette,37.0,10,7.5,3,98.6,86.2,25,0.537,54,0.5,27,0.24100000000000002,13,0.769,10,13,200,95.8,16.0,4,16,68,,9.9,7,0.222,12,0.33299999999999996,4,53.7,29,0.565,16.7,12,42,0.5479999999999999,23,0.5,13,"February 20, 2019",38.5,10,9.5,4,95.8,84.0,21,0.491,58,0.44799999999999995,26,0.259,15,0.867,13,16,200,98.6,13.8,4,13,70,,5.6,4,0.31,18,0.278,5,46.3,25,0.537,15.7,12,40,0.525,21,0.385,10,"Kirby Sports Center, Easton, Pennsylvania",AMERICAN,American,70.7,Home,LAFAYETTE,Lafayette,Lafayette,patriot,25,True,False,True,Home,True,5,21,58,25,54,4,23,54,1,0,235,439,1506,0.5255644090305445,781,1601,0.48782011242973145,202,490,1506,0.5265604249667994,0.36
26,2019-02-24-14-bucknell,63.0,17,8.8,3,155.3,73.1,19,0.541,61,0.44299999999999995,27,0.311,19,0.526,10,17,200,100.0,10.8,4,10,76,,6.6,5,0.45899999999999996,28,0.429,12,36.5,23,0.5429999999999999,11.5,9,33,0.455,15,0.37,10,"February 24, 2019",64.4,29,15.2,5,100.0,89.2,33,0.7929999999999999,70,0.643,45,0.157,11,0.636,7,10,200,155.3,26.9,7,19,118,,5.3,4,0.514,36,0.583,21,63.5,40,0.784,10.7,9,34,0.706,24,0.643,18,"Sojka Pavilion, Lewisburg, Pennsylvania",LAFAYETTE,Lafayette,76.1,Home,BUCKNELL,Bucknell,Lafayette,patriot,26,False,False,False,Away,False,12,15,61,23,63,21,24,70,0,1,240,460,1564,0.5242966751918159,806,1655,0.48700906344410877,206,513,1560,0.5269230769230769,0.38461538461538464
