,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,ARMY_homegame,ARMY_homegame2,ARMY_home,ARMY_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-08-16-air-force,47.8,11,14.3,4,83.6,83.9,26,0.42700000000000005,62,0.371,23,0.355,22,0.591,13,6,200,90.4,12.8,5,21,66,,13.7,10,0.5,31,0.226,7,44.3,31,0.455,7.7,6,31,0.516,16,0.455,5,"December 8, 2018",66.7,14,12.9,4,90.4,87.2,34,0.521,48,0.43799999999999994,21,0.5,24,0.45799999999999996,11,6,200,83.6,16.1,5,18,61,,5.5,4,0.41700000000000004,20,0.4,8,55.7,39,0.513,24.5,19,28,0.46399999999999997,13,0.4,4,"Clune Arena , Colorado Springs, Colorado",AIR-FORCE,Air Force,73.4,Away,ARMY,Army,Army,patriot,10,False,False,False,Away,True,7,16,62,31,70,8,13,48,1,0,90,182,654,0.4847094801223242,342,701,0.48787446504992865,90,177,587,0.5315161839863713,0.4
11,2018-12-12-19-fairleigh-dickinson,61.3,19,3.1,1,116.3,67.7,21,0.5529999999999999,66,0.47,31,0.212,14,0.7859999999999999,11,7,200,105.0,22.9,8,21,84,,7.5,6,0.424,28,0.39299999999999996,11,43.9,29,0.578,19.1,17,38,0.526,20,0.41700000000000004,5,"December 12, 2018",61.3,19,23.7,9,105.0,77.1,27,0.627,59,0.525,31,0.49200000000000005,29,0.655,19,4,200,116.3,32.3,10,18,93,,15.0,12,0.45799999999999996,27,0.444,12,56.1,37,0.639,17.3,15,32,0.594,19,0.5,4,"Rothman Center, Teaneck, New Jersey",ARMY,Army,79.7,Home,FAIRLEIGH-DICKINSON,Fairleigh Dickinson,Army,patriot,11,False,False,False,Away,False,11,20,66,29,66,12,19,59,0,1,97,198,716,0.4797486033519553,373,771,0.48378728923476005,98,190,635,0.5307086614173229,0.45454545454545453
12,2018-12-22-13-army,36.7,11,15.0,6,79.5,85.7,36,0.532,63,0.47600000000000003,30,0.23800000000000002,15,0.733,11,5,200,94.0,15.6,5,13,78,,8.4,7,0.33299999999999996,21,0.33299999999999996,7,55.4,41,0.556,20.5,18,42,0.5479999999999999,23,0.545,6,"December 22, 2018",73.9,17,0.0,0,94.0,84.4,27,0.441,68,0.33799999999999997,23,0.162,11,0.545,6,8,200,79.5,14.3,6,16,66,,7.2,6,0.41200000000000003,28,0.5,14,44.6,33,0.451,17.1,15,40,0.225,9,0.385,5,"Christl Arena, West Point, New York",ARMY,Army,82.7,Away,NIAGARA,Niagara,Army,patriot,12,False,True,True,Home,False,14,9,68,33,74,7,23,63,0,1,108,218,782,0.4859335038363171,402,837,0.48028673835125446,110,209,694,0.5389048991354467,0.4166666666666667
13,2019-01-02-19-army,68.2,15,5.9,2,86.3,87.2,34,0.456,57,0.386,22,0.281,16,0.75,12,6,200,87.7,16.7,6,18,64,,2.7,2,0.491,28,0.28600000000000003,8,53.3,40,0.495,17.9,14,29,0.483,14,0.5379999999999999,7,"January 2, 2019",52.0,13,3.4,1,87.7,83.3,30,0.43799999999999994,65,0.385,25,0.154,10,0.6,6,9,200,86.3,12.8,5,18,63,,5.5,4,0.47700000000000004,31,0.226,7,46.7,35,0.452,11.5,9,34,0.529,18,0.35700000000000004,5,"Christl Arena, West Point, New York",ARMY,Army,73.2,Away,BUCKNELL,Bucknell,Army,patriot,13,False,True,True,Home,False,7,18,65,35,75,8,14,57,0,1,122,227,850,0.4823529411764706,435,911,0.4774972557628979,117,232,757,0.5383091149273448,0.38461538461538464
14,2019-01-05-13-army,56.7,17,12.8,5,106.9,75.0,21,0.5,69,0.435,30,0.0,0,,0,10,200,95.8,18.9,7,13,69,,18.1,13,0.29,20,0.45,9,43.1,28,0.5,13.8,11,49,0.429,21,0.231,3,"January 5, 2019",70.0,21,8.2,4,95.8,81.1,30,0.588,57,0.526,30,0.21100000000000002,12,0.833,10,9,200,106.9,25.0,7,8,77,,4.2,3,0.316,18,0.389,7,56.9,37,0.614,19.4,15,39,0.59,23,0.4,6,"Christl Arena, West Point, New York",LAFAYETTE,Lafayette,71.9,Home,ARMY,Army,Army,patriot,14,True,False,True,Home,True,7,23,57,37,65,9,21,69,1,0,129,245,915,0.4792349726775956,470,986,0.4766734279918864,125,246,814,0.5325552825552825,0.35714285714285715
15,2019-01-09-19-boston-university,41.9,13,6.8,3,107.9,82.1,23,0.589,62,0.5,31,0.355,22,0.591,13,9,200,113.2,14.7,5,15,86,,6.6,5,0.419,26,0.423,11,45.2,28,0.594,11.2,9,36,0.556,20,0.43799999999999994,7,"January 9, 2019",45.5,15,13.9,5,113.2,85.3,29,0.589,62,0.532,33,0.19399999999999998,12,0.75,9,8,200,107.9,17.9,5,20,82,,2.6,2,0.29,18,0.389,7,54.8,34,0.606,16.2,13,44,0.591,26,0.5,8,"Case Gym, Boston, Massachusetts",BOSTON-UNIVERSITY,Boston University,76.1,Away,ARMY,Army,Army,patriot,15,False,False,False,Away,True,11,20,62,28,62,7,26,62,1,0,136,268,972,0.48559670781893005,507,1051,0.48239771646051377,134,267,883,0.5300113250283126,0.4
16,2019-01-12-14-loyola-md,41.7,10,0.0,0,91.7,76.7,23,0.429,63,0.381,24,0.20600000000000002,13,0.769,10,10,200,88.9,25.0,9,21,64,,8.3,6,0.317,20,0.3,6,48.5,32,0.46299999999999997,15.9,13,43,0.419,18,0.41200000000000003,7,"January 12, 2019",63.6,14,11.6,5,88.9,75.0,27,0.5,50,0.44,22,0.44,22,0.727,16,12,200,91.7,23.3,7,17,66,,12.5,9,0.34,17,0.353,6,51.5,34,0.546,22.2,17,33,0.485,16,0.294,5,"Reitz Arena, Baltimore, Maryland",ARMY,Army,71.8,Home,LOYOLA-MD,Loyola (MD),Army,patriot,16,False,False,False,Away,False,6,18,63,32,66,6,16,50,0,1,147,288,1034,0.49177949709864605,535,1113,0.4806828391734052,141,293,945,0.5338624338624338,0.4375
17,2019-01-16-19-army,40.6,13,6.7,2,124.7,87.0,20,0.5660000000000001,68,0.47100000000000003,32,0.10300000000000001,7,0.5710000000000001,4,8,200,111.0,35.1,13,19,81,,11.0,8,0.397,27,0.48100000000000004,13,55.0,33,0.568,16.5,14,41,0.46299999999999997,19,0.556,10,"January 16, 2019",45.2,14,0.0,0,111.0,64.9,24,0.7120000000000001,52,0.596,31,0.48100000000000004,25,0.68,17,10,200,124.7,13.0,3,14,91,,9.6,7,0.423,22,0.545,12,45.0,27,0.7120000000000001,16.0,12,30,0.633,19,0.444,8,"Christl Arena, West Point, New York",COLGATE,Colgate,72.6,Home,ARMY,Army,Army,patriot,17,True,False,True,Home,True,12,19,52,27,60,13,19,68,1,0,153,306,1097,0.48814949863263446,567,1179,0.48091603053435117,147,309,995,0.5321608040201005,0.4117647058823529
18,2019-01-19-14-army,38.5,10,14.8,4,105.9,88.9,24,0.418,67,0.38799999999999996,26,0.11900000000000001,8,0.625,5,11,200,89.7,38.5,15,14,61,,2.9,2,0.32799999999999996,22,0.182,4,59.1,39,0.431,13.5,11,45,0.489,22,0.353,6,"January 19, 2019",70.8,17,11.1,5,89.7,61.5,24,0.518,55,0.436,24,0.309,17,0.882,15,10,200,105.9,11.1,3,13,72,,4.4,3,0.509,28,0.321,9,40.9,27,0.5710000000000001,12.6,9,27,0.556,15,0.474,9,"Christl Arena, West Point, New York",NAVY,Navy,67.9,Home,ARMY,Army,Army,patriot,18,True,False,True,Home,True,9,15,55,27,66,4,22,67,1,0,165,325,1149,0.49825935596170584,594,1239,0.4794188861985472,160,328,1063,0.5343367826904986,0.4444444444444444
19,2019-01-23-19-army,39.1,9,14.3,3,124.6,78.9,15,0.48200000000000004,55,0.418,23,0.16399999999999998,9,0.444,4,9,200,93.4,15.2,5,18,57,,16.4,10,0.418,23,0.304,7,38.5,20,0.48100000000000004,10.6,7,32,0.5,16,0.55,11,"January 23, 2019",80.8,21,0.0,0,93.4,84.8,28,0.7,45,0.578,26,0.37799999999999995,17,0.765,13,10,200,124.6,21.1,4,13,76,,6.6,4,0.5329999999999999,24,0.45799999999999996,11,61.5,32,0.716,18.6,12,21,0.7140000000000001,15,0.5,10,"Christl Arena, West Point, New York",HOLY-CROSS,Holy Cross,61.2,Home,ARMY,Army,Army,patriot,19,True,False,True,Home,True,11,15,45,32,52,7,16,55,1,0,174,340,1204,0.49916943521594687,621,1305,0.47586206896551725,164,350,1130,0.5274336283185841,0.47368421052631576
20,2019-01-26-14-lafayette,56.0,14,6.5,2,88.7,96.4,27,0.509,55,0.455,25,0.345,19,0.684,13,10,200,97.2,18.2,6,14,69,,15.5,11,0.4,22,0.273,6,54.1,33,0.539,15.9,12,33,0.5760000000000001,19,0.524,11,"January 26, 2019",43.5,10,9.1,3,97.2,81.8,27,0.519,53,0.434,23,0.151,8,1.0,8,14,200,88.7,3.6,1,17,63,,2.8,2,0.415,22,0.409,9,45.9,28,0.555,23.1,17,31,0.452,14,0.263,5,"Kirby Sports Center, Easton, Pennsylvania",LAFAYETTE,Lafayette,71.4,Away,ARMY,Army,Army,patriot,20,False,False,False,Away,True,6,19,55,33,61,9,14,53,1,0,185,355,1249,0.5064051240992794,653,1357,0.4812085482682388,171,366,1185,0.5253164556962026,0.5
21,2019-01-30-19-colgate,73.7,14,0.0,0,120.6,78.3,18,0.47,50,0.38,19,0.26,13,0.6920000000000001,9,11,200,88.9,9.7,3,11,56,,7.9,5,0.58,29,0.31,9,38.9,21,0.498,15.2,10,21,0.47600000000000003,10,0.5,11,"January 30, 2019",46.7,14,19.0,4,88.9,90.3,28,0.63,54,0.556,30,0.185,10,0.8,8,9,200,120.6,21.7,5,15,76,,12.7,8,0.37,20,0.4,8,61.1,33,0.647,14.6,10,34,0.647,22,0.591,13,"Cotterell Court, Hamilton, New York",ARMY,Army,63.5,Home,COLGATE,Colgate,Army,patriot,21,False,False,False,Away,False,9,10,50,21,54,8,22,54,0,1,191,374,1304,0.5065184049079755,686,1418,0.4837799717912553,180,380,1238,0.5250403877221325,0.5238095238095238
22,2019-02-02-13-army,53.8,14,9.7,3,98.6,85.0,34,0.593,54,0.48100000000000004,26,0.259,14,0.7859999999999999,11,6,200,105.6,10.0,3,10,75,,8.5,6,0.5,27,0.444,12,52.9,37,0.618,16.6,12,27,0.519,14,0.7140000000000001,15,"February 2, 2019",70.4,19,7.4,2,105.6,90.0,27,0.516,64,0.42200000000000004,27,0.156,10,0.4,4,12,200,98.6,15.0,6,15,70,,11.3,8,0.516,33,0.364,12,47.1,33,0.509,12.8,10,31,0.484,15,0.478,11,"Christl Arena, West Point, New York",ARMY,Army,71.2,Away,LEHIGH,Lehigh,Army,patriot,22,False,True,True,Home,False,12,15,64,33,70,12,14,54,0,1,200,384,1354,0.5051698670605613,707,1472,0.48029891304347827,188,402,1292,0.5294117647058824,0.5
23,2019-02-06-19-holy-cross,78.6,11,5.3,2,81.2,93.8,30,0.321,53,0.264,14,0.18899999999999997,10,0.8,8,13,200,60.9,20.6,7,11,42,,4.3,3,0.547,29,0.207,6,56.1,37,0.364,24.9,19,24,0.33299999999999996,8,0.45799999999999996,11,"February 6, 2019",58.3,14,25.0,6,60.9,79.4,27,0.449,59,0.40700000000000003,24,0.068,4,0.75,3,11,200,81.2,6.3,2,12,56,,20.3,14,0.35600000000000004,21,0.23800000000000002,5,43.9,29,0.46,12.9,9,38,0.5,19,0.542,13,"Hart Recreation Center, Worcester, Massachusetts",ARMY,Army,68.8,Home,HOLY-CROSS,Holy Cross,Army,patriot,23,False,False,False,Away,False,6,8,53,37,66,5,19,59,0,1,212,399,1418,0.5056417489421721,740,1542,0.4798962386511025,200,416,1346,0.5319465081723626,0.4782608695652174
24,2019-02-09-14-american,34.6,9,5.3,2,102.9,80.8,21,0.426,61,0.426,26,0.344,21,0.762,16,14,200,98.6,27.0,10,17,68,,5.8,4,0.262,16,0.0,0,49.2,31,0.479,9.1,7,45,0.578,26,0.44,11,"February 9, 2019",59.3,16,20.0,9,98.6,73.0,27,0.537,54,0.5,27,0.315,17,0.765,13,10,200,102.9,19.2,5,20,71,,8.7,6,0.29600000000000004,16,0.25,4,50.8,32,0.5720000000000001,16.3,12,38,0.605,23,0.565,13,"Bender Arena, Washington, District of Columbia",ARMY,Army,68.5,Home,AMERICAN,American,Army,patriot,24,False,False,False,Away,False,0,26,61,31,63,4,23,54,0,1,218,407,1471,0.4989802855200544,777,1608,0.4832089552238806,205,435,1405,0.5284697508896797,0.4583333333333333
25,2019-02-13-11-army,40.0,10,9.7,3,106.0,86.4,19,0.491,57,0.439,25,0.175,10,0.5,5,15,200,91.0,15.2,5,15,61,,11.9,8,0.368,21,0.28600000000000003,6,43.6,24,0.494,16.3,12,36,0.528,19,0.423,11,"February 13, 2019",61.5,16,0.0,0,91.0,84.8,28,0.602,49,0.531,26,0.306,15,0.8,12,14,200,106.0,13.6,3,11,71,,7.5,5,0.36700000000000005,18,0.389,7,56.4,31,0.633,17.8,12,31,0.613,19,0.462,12,"Christl Arena, West Point, New York",BOSTON-UNIVERSITY,Boston University,66.9,Home,ARMY,Army,Army,patriot,25,True,False,True,Home,True,7,19,49,31,55,6,19,57,1,0,218,433,1532,0.4960835509138381,808,1671,0.48354278874925194,209,458,1459,0.5287868403015764,0.44
26,2019-02-16-14-navy,51.9,14,9.7,3,108.2,85.7,24,0.431,72,0.375,27,0.139,10,0.6,6,15,200,93.2,15.6,7,19,68,,11.0,8,0.41700000000000004,30,0.267,8,42.5,31,0.44299999999999995,6.1,5,42,0.452,19,0.444,12,"February 16, 2019",74.1,20,9.5,4,93.2,84.4,38,0.653,49,0.551,27,0.51,25,0.6,15,16,200,108.2,14.3,4,14,79,,2.7,2,0.36700000000000005,18,0.556,10,57.5,42,0.649,18.9,14,31,0.5479999999999999,17,0.36,9,"Alumni Hall, Annapolis, Maryland",ARMY,Army,72.8,Home,NAVY,Navy,Army,patriot,26,False,False,False,Away,False,8,19,72,31,73,10,17,49,0,1,225,452,1581,0.4993674889310563,839,1726,0.4860950173812283,215,477,1516,0.5273746701846965,0.46153846153846156
27,2019-02-20-19-lehigh,73.3,22,7.9,3,115.2,83.9,26,0.486,73,0.41100000000000003,30,0.16399999999999998,12,0.833,10,16,200,102.5,17.5,7,21,81,,7.6,6,0.521,38,0.289,11,46.5,33,0.515,10.3,9,35,0.5429999999999999,19,0.429,12,"February 20, 2019",69.0,20,11.4,4,102.5,82.5,33,0.586,58,0.5,29,0.483,28,0.821,23,8,200,115.2,16.1,5,16,91,,5.1,4,0.345,20,0.5,10,53.5,38,0.638,13.5,11,38,0.5,19,0.6920000000000001,18,"Stabler Arena, Bethlehem, Pennsylvania",ARMY,Army,79.0,Home,LEHIGH,Lehigh,Army,patriot,27,False,False,False,Away,False,11,19,73,33,71,10,19,58,0,1,233,471,1653,0.49637023593466423,870,1799,0.48360200111172874,225,494,1565,0.5313099041533547,0.4444444444444444
