,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,COASTAL-CAROLINA_homegame,COASTAL-CAROLINA_homegame2,COASTAL-CAROLINA_home,COASTAL-CAROLINA_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-16-14-coastal-carolina,60.9,14,7.4,2,100.0,80.0,20,0.529,51,0.451,23,0.275,14,0.7859999999999999,11,8,200,94.2,29.2,7,18,65,,17.4,12,0.47100000000000003,24,0.33299999999999996,8,55.1,27,0.564,23.9,18,27,0.556,15,0.33299999999999996,4,"December 16, 2018",60.0,12,14.8,4,94.2,70.8,17,0.522,46,0.435,20,0.5429999999999999,25,0.84,21,5,200,100.0,20.0,5,16,69,,8.7,6,0.413,19,0.42100000000000004,8,44.9,22,0.596,23.0,17,27,0.444,12,0.545,6,"The HTC Center, Conway, South Carolina",NORTH-CAROLINA-CENTRAL,North Carolina Central,69.3,Home,COASTAL-CAROLINA,Coastal Carolina,Coastal Carolina,sun-belt,10,True,False,True,Home,True,8,12,46,22,49,8,15,51,1,0,80,181,556,0.5413669064748201,359,650,0.5523076923076923,85,134,551,0.4745916515426497,0.5
11,2018-12-21-19-college-of-charleston,48.3,14,4.9,2,107.4,74.3,26,0.598,56,0.518,29,0.08900000000000001,5,0.8,4,6,200,104.4,15.4,4,15,71,,4.4,3,0.41100000000000003,23,0.391,9,49.2,30,0.608,19.4,14,33,0.606,20,0.5,6,"December 21, 2018",46.4,13,3.0,1,104.4,84.6,22,0.47700000000000004,64,0.43799999999999994,28,0.25,16,0.75,12,2,200,107.4,25.7,9,8,73,,10.3,7,0.359,23,0.217,5,50.8,31,0.51,7.8,6,41,0.561,23,0.846,11,"TD Arena, Charleston, South Carolina",COASTAL-CAROLINA,Coastal Carolina,68.5,Home,COLLEGE-OF-CHARLESTON,College of Charleston,Coastal Carolina,sun-belt,11,False,False,False,Away,False,9,20,56,30,61,5,23,64,0,1,88,193,602,0.5398671096345515,381,699,0.5450643776824035,93,149,602,0.4792358803986711,0.5454545454545454
12,2019-01-03-19-troy,46.7,14,0.0,0,102.7,66.7,22,0.647,58,0.517,30,0.345,20,0.65,13,6,200,120.5,25.9,7,21,88,,6.8,5,0.431,25,0.6,15,48.3,29,0.652,16.3,13,33,0.455,15,0.5379999999999999,7,"January 3, 2019",24.0,6,27.3,9,120.5,74.1,20,0.5,57,0.439,25,0.456,26,0.6920000000000001,18,6,200,102.7,33.3,11,17,75,,8.2,6,0.509,29,0.24100000000000002,7,51.7,31,0.541,17.0,14,28,0.643,18,0.5379999999999999,7,"Trojan Arena, Troy, Alabama",TROY,Troy,72.9,Away,COASTAL-CAROLINA,Coastal Carolina,Coastal Carolina,sun-belt,12,False,False,False,Away,True,15,15,58,29,60,7,18,57,1,0,97,213,658,0.5448328267477204,411,760,0.5407894736842105,98,172,666,0.47897897897897895,0.5
13,2019-01-05-16-south-alabama,35.5,11,9.1,3,97.7,82.5,33,0.45899999999999996,74,0.419,31,0.243,18,0.5,9,7,250,89.5,34.1,15,25,77,,5.8,5,0.203,15,0.4,6,57.1,48,0.466,19.6,20,59,0.424,25,0.5,7,"January 5, 2019",53.6,15,13.6,8,89.5,65.9,29,0.508,65,0.431,28,0.446,29,0.621,18,6,250,97.7,17.5,7,19,84,,10.5,9,0.49200000000000005,32,0.313,10,42.9,36,0.5329999999999999,14.3,13,33,0.545,18,0.6,9,"Mitchell Center, Mobile, Alabama",COASTAL-CAROLINA,Coastal Carolina,68.9,Home,SOUTH-ALABAMA,South Alabama,Coastal Carolina,sun-belt,13,False,False,False,Away,False,6,25,74,48,84,10,18,65,0,1,112,228,716,0.553072625698324,440,820,0.5365853658536586,105,190,723,0.4806362378976487,0.5384615384615384
14,2019-01-10-19-coastal-carolina,52.0,13,3.4,1,92.4,75.0,24,0.527,56,0.446,25,0.214,12,0.5,6,3,200,98.5,20.0,7,24,65,,6.1,4,0.429,24,0.375,9,46.3,31,0.527,12.8,9,32,0.5,16,0.812,13,"January 10, 2019",52.6,10,9.4,3,98.5,80.0,28,0.42700000000000005,48,0.396,19,0.583,28,0.7140000000000001,20,8,200,92.4,25.0,8,16,61,,3.0,2,0.396,19,0.158,3,53.7,36,0.498,18.8,14,29,0.552,16,0.467,7,"The HTC Center, Conway, South Carolina",COASTAL-CAROLINA,Coastal Carolina,65.5,Away,TEXAS-STATE,Texas State,Coastal Carolina,sun-belt,14,False,True,True,Home,False,3,16,48,36,67,9,16,56,0,1,118,253,790,0.5443037974683544,488,904,0.5398230088495575,115,208,788,0.48286802030456855,0.5
15,2019-01-12-14-coastal-carolina,60.0,12,9.4,3,90.6,75.9,22,0.49,52,0.385,20,0.26899999999999996,14,0.7140000000000001,10,11,200,95.3,25.0,8,17,61,,7.8,5,0.596,31,0.355,11,49.2,30,0.52,15.9,11,21,0.429,9,0.353,6,"January 12, 2019",57.9,11,0.0,0,95.3,75.0,24,0.45899999999999996,49,0.38799999999999996,19,0.408,20,0.65,13,9,200,90.6,24.1,7,17,58,,6.3,4,0.34700000000000003,17,0.41200000000000003,7,50.8,31,0.496,19.5,14,32,0.375,12,0.43799999999999994,7,"The HTC Center, Conway, South Carolina",COASTAL-CAROLINA,Coastal Carolina,63.6,Away,TEXAS-ARLINGTON,Texas-Arlington,Coastal Carolina,sun-belt,15,False,True,True,Home,False,7,12,49,31,61,11,9,52,0,1,121,269,838,0.5375894988066826,524,971,0.5396498455200824,124,224,844,0.48578199052132703,0.4666666666666667
16,2019-01-19-14-coastal-carolina,47.6,10,2.7,1,118.7,70.0,21,0.509,53,0.396,21,0.434,23,0.7829999999999999,18,13,200,96.0,17.6,6,17,72,,10.7,8,0.604,32,0.375,12,42.2,27,0.563,20.2,16,21,0.429,9,0.278,5,"January 19, 2019",62.1,18,4.8,1,96.0,82.4,28,0.586,58,0.5,29,0.466,27,0.778,21,9,200,118.7,30.0,9,21,89,,17.3,13,0.36200000000000004,21,0.47600000000000003,10,57.8,37,0.628,16.7,14,37,0.514,19,0.47100000000000003,8,"The HTC Center, Conway, South Carolina",APPALACHIAN-STATE,Appalachian State,74.9,Home,COASTAL-CAROLINA,Coastal Carolina,Coastal Carolina,sun-belt,16,True,False,True,Home,True,10,19,58,37,64,12,9,53,1,0,128,281,887,0.5332581736189402,555,1032,0.5377906976744186,135,233,896,0.48604910714285715,0.4375
17,2019-01-24-19-arkansas-little-rock,50.0,12,5.4,2,102.9,65.6,21,0.527,56,0.429,24,0.33899999999999997,19,0.684,13,9,200,104.3,40.6,13,23,72,,4.3,3,0.48200000000000004,27,0.40700000000000003,11,53.1,34,0.5539999999999999,20.9,17,29,0.44799999999999995,13,0.5,9,"January 24, 2019",44.0,11,13.8,4,104.3,59.4,19,0.5,55,0.455,25,0.382,21,0.762,16,13,200,102.9,34.4,11,17,71,,4.3,3,0.327,18,0.278,5,46.9,30,0.546,18.9,15,37,0.541,20,0.35,7,"Jack Stephens Center, Little Rock, Arkansas",ARKANSAS-LITTLE-ROCK,Little Rock,69.0,Away,COASTAL-CAROLINA,Coastal Carolina,Coastal Carolina,sun-belt,17,False,False,False,Away,True,11,13,56,34,64,5,20,55,1,0,138,300,945,0.5365079365079365,592,1096,0.5401459854014599,147,242,949,0.48735511064278186,0.47058823529411764
18,2019-01-26-17-arkansas-state,46.4,13,9.7,3,86.5,65.6,21,0.569,58,0.483,28,0.31,18,0.611,11,9,200,104.1,30.0,9,22,77,,16.2,12,0.36200000000000004,21,0.47600000000000003,10,48.4,30,0.579,22.4,19,37,0.486,18,0.526,10,"January 26, 2019",68.2,15,10.8,4,104.1,70.0,21,0.45399999999999996,54,0.40700000000000003,22,0.444,24,0.625,15,12,200,86.5,34.4,11,15,64,,13.5,10,0.426,23,0.217,5,51.6,32,0.489,21.8,18,31,0.5479999999999999,17,0.429,9,"Convocation Center, Jonesboro, Arkansas",ARKANSAS-STATE,Arkansas State,74.5,Away,COASTAL-CAROLINA,Coastal Carolina,Coastal Carolina,sun-belt,18,False,False,False,Away,True,10,18,58,30,62,5,17,54,1,0,149,313,1001,0.535964035964036,626,1160,0.5396551724137931,152,262,1004,0.48804780876494025,0.5
19,2019-01-31-19-coastal-carolina,58.3,14,0.0,0,137.3,70.8,17,0.575,53,0.45299999999999996,24,0.491,26,0.769,20,9,200,120.9,31.0,9,20,81,,7.5,5,0.547,29,0.44799999999999995,13,49.1,26,0.62,13.4,10,24,0.45799999999999996,11,0.55,11,"January 31, 2019",59.3,16,0.0,0,120.9,69.0,20,0.637,51,0.529,27,0.667,34,0.794,27,9,200,137.3,29.2,7,22,92,,10.4,7,0.41200000000000003,21,0.524,11,50.9,27,0.685,10.8,8,30,0.5329999999999999,16,0.55,11,"The HTC Center, Conway, South Carolina",LOUISIANA-MONROE,Louisiana-Monroe,67.3,Home,COASTAL-CAROLINA,Coastal Carolina,Coastal Carolina,sun-belt,19,True,False,True,Home,True,11,16,51,27,53,13,11,53,1,0,159,331,1059,0.5377714825306893,656,1222,0.5368248772504092,157,279,1058,0.4862948960302457,0.5263157894736842
20,2019-02-02-14-coastal-carolina,55.2,16,2.9,1,124.7,70.4,19,0.478,68,0.426,29,0.324,22,0.636,14,9,200,102.6,30.4,14,21,79,,10.4,8,0.41200000000000003,28,0.25,7,45.2,33,0.504,14.3,13,40,0.55,22,0.591,13,"February 2, 2019",60.6,20,7.5,3,102.6,69.6,32,0.693,57,0.579,33,0.456,26,0.654,17,9,200,124.7,29.6,8,20,96,,9.1,7,0.40399999999999997,23,0.565,13,54.8,40,0.6920000000000001,18.0,15,34,0.588,20,0.5710000000000001,12,"The HTC Center, Conway, South Carolina",LOUISIANA-LAFAYETTE,Louisiana,76.9,Home,COASTAL-CAROLINA,Coastal Carolina,Coastal Carolina,sun-belt,20,True,False,True,Home,True,13,20,57,40,73,7,22,68,1,0,170,347,1110,0.5423423423423424,683,1275,0.5356862745098039,170,290,1111,0.49054905490549056,0.55
21,2019-02-07-20-texas-arlington,64.3,9,10.0,4,105.7,55.3,21,0.258,62,0.226,14,0.516,32,0.688,22,10,200,77.1,27.1,13,18,54,,12.9,9,0.33899999999999997,21,0.19,4,39.5,34,0.35,10.6,9,41,0.244,10,0.545,12,"February 7, 2019",61.5,16,14.6,6,77.1,72.9,35,0.46799999999999997,62,0.419,26,0.32299999999999995,20,0.8,16,12,200,105.7,44.7,17,24,74,,4.3,3,0.355,22,0.273,6,60.5,52,0.517,15.5,13,40,0.5,20,0.478,11,"College Park Center, Arlington, Texas",COASTAL-CAROLINA,Coastal Carolina,70.4,Home,TEXAS-ARLINGTON,Texas-Arlington,Coastal Carolina,sun-belt,21,False,False,False,Away,False,4,10,62,34,86,6,20,62,0,1,183,367,1167,0.5497000856898029,723,1348,0.5363501483679525,177,312,1179,0.48982188295165396,0.5714285714285714
22,2019-02-09-17-texas-state,52.9,9,6.9,2,97.0,64.3,18,0.37799999999999995,49,0.34700000000000003,17,0.449,22,0.909,20,11,200,85.1,23.1,6,20,57,,19.4,13,0.408,20,0.15,3,44.4,24,0.479,19.3,14,29,0.483,14,0.522,12,"February 9, 2019",59.1,13,6.9,2,85.1,76.9,20,0.531,48,0.45799999999999996,22,0.45799999999999996,22,0.636,14,5,200,97.0,35.7,10,19,65,,10.4,7,0.396,19,0.368,7,55.6,30,0.556,23.8,18,29,0.517,15,0.792,19,"Strahan Coliseum, San Marcos, Texas",COASTAL-CAROLINA,Coastal Carolina,67.0,Home,TEXAS-STATE,Texas State,Coastal Carolina,sun-belt,22,False,False,False,Away,False,3,14,49,24,54,7,15,48,0,1,187,377,1229,0.5349877949552482,757,1434,0.5278940027894002,183,332,1241,0.4887187751813054,0.5454545454545454
23,2019-02-16-14-appalachian-state,26.9,7,6.1,2,115.8,65.6,21,0.419,68,0.382,26,0.353,24,0.917,22,12,200,103.9,32.5,13,29,79,,10.5,8,0.324,22,0.22699999999999998,5,47.2,34,0.49700000000000005,12.3,11,46,0.457,21,0.5,12,"February 16, 2019",34.5,10,10.9,5,103.9,67.5,27,0.611,54,0.537,29,0.667,36,0.611,22,16,200,115.8,34.4,11,20,88,,5.3,4,0.389,21,0.381,8,52.8,38,0.619,16.7,14,33,0.636,21,0.36,9,"Holmes Convocation Center, Boone, North Carolina",COASTAL-CAROLINA,Coastal Carolina,75.8,Home,APPALACHIAN-STATE,Appalachian State,Coastal Carolina,sun-belt,23,False,False,False,Away,False,5,21,68,34,72,8,21,54,0,1,190,391,1278,0.5289514866979655,781,1488,0.5248655913978495,190,347,1289,0.4903025601241272,0.5217391304347826
24,2019-02-21-19-coastal-carolina,32.0,8,5.4,2,102.8,69.7,23,0.509,53,0.47200000000000003,25,0.5660000000000001,30,0.833,25,10,200,109.7,34.5,10,18,79,,6.9,5,0.264,14,0.28600000000000003,4,53.2,33,0.5870000000000001,17.5,14,39,0.5379999999999999,21,0.63,17,"February 21, 2019",48.1,13,5.1,2,109.7,65.5,19,0.5,62,0.435,27,0.226,14,0.857,12,13,200,102.8,30.3,10,27,74,,9.7,7,0.40299999999999997,25,0.32,8,46.8,29,0.539,18.0,15,37,0.514,19,0.48,12,"The HTC Center, Conway, South Carolina",COASTAL-CAROLINA,Coastal Carolina,72.5,Away,GEORGIA-SOUTHERN,Georgia Southern,Coastal Carolina,sun-belt,24,False,True,True,Home,False,8,19,62,29,62,4,21,53,0,1,195,412,1346,0.5234026745913819,815,1560,0.5224358974358975,198,368,1343,0.4951600893521966,0.5
25,2019-02-23-14-coastal-carolina,35.7,10,12.9,4,114.5,59.0,23,0.485,66,0.424,28,0.39399999999999996,26,0.6920000000000001,18,9,200,98.8,10.5,4,20,82,,12.0,10,0.424,28,0.28600000000000003,8,35.1,27,0.523,10.4,9,38,0.526,20,0.679,19,"February 23, 2019",61.3,19,5.3,2,98.8,89.5,34,0.5429999999999999,70,0.44299999999999995,31,0.386,27,0.7040000000000001,19,13,200,114.5,41.0,16,22,95,,4.8,4,0.557,39,0.359,14,64.9,50,0.573,15.5,15,31,0.5479999999999999,17,0.5,13,"The HTC Center, Conway, South Carolina",GEORGIA-STATE,Georgia State,82.6,Home,COASTAL-CAROLINA,Coastal Carolina,Coastal Carolina,sun-belt,25,True,False,True,Home,True,14,17,70,50,77,8,20,66,1,0,203,431,1408,0.5223721590909091,844,1622,0.5203452527743526,202,389,1396,0.49570200573065903,0.48
