,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,CENTRAL-FLORIDA_homegame,CENTRAL-FLORIDA_homegame2,CENTRAL-FLORIDA_home,CENTRAL-FLORIDA_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-16-15-central-florida,43.5,10,2.9,1,121.6,75.8,25,0.384,69,0.33299999999999996,23,0.23199999999999998,16,0.75,12,10,200,87.8,23.8,10,24,65,,8.1,6,0.377,26,0.26899999999999996,7,46.7,35,0.424,8.4,7,43,0.37200000000000005,16,0.16699999999999998,2,"December 16, 2018",62.1,18,16.3,7,87.8,76.2,32,0.5479999999999999,62,0.46799999999999997,29,0.5,31,0.71,22,2,200,121.6,24.2,8,15,90,,5.4,4,0.452,28,0.35700000000000004,10,53.3,40,0.5870000000000001,7.3,6,34,0.5589999999999999,19,0.818,9,"CFE Arena, Orlando, Florida",STETSON,Stetson,74.2,Home,CENTRAL-FLORIDA,UCF,Central Florida,aac,10,True,False,True,Home,True,10,19,62,40,75,7,16,69,1,0,71,185,538,0.54182156133829,352,652,0.5398773006134969,71,167,615,0.44471544715447153,0.8
11,2018-12-21-19-central-florida,73.7,14,2.4,1,118.5,64.3,18,0.434,53,0.358,19,0.245,13,0.769,10,6,200,86.2,27.3,9,19,56,,0.0,0,0.528,28,0.28600000000000003,8,44.3,27,0.473,21.4,16,25,0.44,11,0.5379999999999999,7,"December 21, 2018",46.7,14,20.0,5,86.2,72.7,24,0.568,59,0.508,30,0.254,15,0.667,10,2,200,118.5,35.7,10,14,77,,13.8,9,0.305,18,0.389,7,55.7,34,0.5820000000000001,10.9,8,41,0.561,23,0.833,10,"CFE Arena, Orlando, Florida",ILLINOIS-STATE,Illinois State,65.2,Home,CENTRAL-FLORIDA,UCF,Central Florida,aac,11,True,False,True,Home,True,7,23,59,34,61,8,11,53,1,0,81,204,600,0.5425,392,727,0.5392022008253095,78,183,684,0.43859649122807015,0.8181818181818182
12,2019-01-02-19-central-florida,79.2,19,8.1,3,114.7,68.2,15,0.575,53,0.45299999999999996,24,0.28300000000000003,15,0.8,12,3,200,107.4,16.0,4,21,73,,17.6,12,0.509,27,0.48100000000000004,13,40.4,19,0.607,16.8,12,26,0.423,11,0.769,10,"January 2, 2019",58.6,17,11.5,3,107.4,84.0,21,0.6459999999999999,48,0.604,29,0.583,28,0.5710000000000001,16,2,200,114.7,31.8,7,15,78,,5.9,4,0.22899999999999998,11,0.364,4,59.6,28,0.636,18.8,14,37,0.6759999999999999,25,0.846,11,"CFE Arena, Orlando, Florida",TEMPLE,Temple,68.2,Home,CENTRAL-FLORIDA,UCF,Central Florida,aac,12,True,False,True,Home,True,4,25,48,28,47,13,11,53,1,0,88,227,659,0.5447647951441578,426,788,0.5406091370558376,86,194,737,0.43826322930800543,0.8333333333333334
13,2019-01-05-12-connecticut,55.0,11,7.7,3,79.1,60.6,20,0.643,35,0.5710000000000001,20,0.8290000000000001,29,0.69,20,2,200,97.0,0.0,0,12,65,,17.9,12,0.314,11,0.455,5,40.8,20,0.6659999999999999,25.1,16,24,0.625,15,0.857,12,"January 5, 2019",47.4,9,0.0,0,97.0,100.0,16,0.373,59,0.322,19,0.18600000000000003,11,0.818,9,6,200,79.1,39.4,13,24,53,,7.5,5,0.33899999999999997,20,0.3,6,59.2,29,0.413,21.0,17,39,0.33299999999999996,13,0.6,9,"XL Center, Hartford, Connecticut",CONNECTICUT,UConn,66.5,Away,CENTRAL-FLORIDA,UCF,Central Florida,aac,13,False,False,False,Away,True,5,15,35,20,49,6,13,59,1,0,92,252,707,0.5516265912305516,454,835,0.5437125748502994,99,205,790,0.44746835443037974,0.8461538461538461
14,2019-01-13-16-central-florida,52.2,12,0.0,0,101.3,65.9,27,0.44,58,0.397,23,0.414,24,0.583,14,8,200,86.7,22.2,8,31,65,,6.7,5,0.32799999999999996,19,0.263,5,45.5,35,0.46799999999999997,17.0,14,39,0.462,18,0.5,8,"January 13, 2019",54.2,13,7.7,3,86.7,77.8,28,0.466,58,0.414,24,0.7070000000000001,41,0.537,22,2,200,101.3,34.1,14,19,76,,14.7,11,0.431,25,0.24,6,54.5,42,0.49,12.6,11,33,0.545,18,0.867,13,"CFE Arena, Orlando, Florida",EAST-CAROLINA,East Carolina,74.9,Home,CENTRAL-FLORIDA,UCF,Central Florida,aac,14,True,False,True,Home,True,6,18,58,42,77,5,18,58,1,0,97,267,742,0.5559299191374663,474,884,0.5361990950226244,105,218,849,0.44228504122497053,0.8571428571428571
15,2019-01-16-22-wichita-state,45.5,10,8.1,3,113.6,71.4,15,0.51,52,0.423,22,0.385,20,0.7,14,3,200,101.5,13.8,4,19,67,,7.6,5,0.385,20,0.45,9,38.0,19,0.545,11.6,8,32,0.406,13,0.812,13,"January 16, 2019",48.1,13,15.6,5,101.5,86.2,25,0.5579999999999999,52,0.519,27,0.34600000000000003,18,0.9440000000000001,17,8,200,113.6,28.6,6,20,75,,3.0,2,0.28800000000000003,15,0.267,4,62.0,31,0.619,15.5,11,37,0.622,23,0.5,8,"Charles Koch Arena, Wichita, Kansas",CENTRAL-FLORIDA,UCF,65.5,Home,WICHITA-STATE,Wichita State,Central Florida,aac,15,False,False,False,Away,False,9,13,52,19,50,4,23,52,0,1,103,285,800,0.549375,516,961,0.5369406867845994,110,236,907,0.4421168687982359,0.8666666666666667
16,2019-01-19-12-central-florida,68.4,13,9.7,3,94.1,78.4,29,0.479,47,0.40399999999999997,19,0.489,23,0.7390000000000001,17,7,200,91.2,12.9,4,29,62,,11.8,8,0.40399999999999997,19,0.368,7,48.5,33,0.535,18.5,13,28,0.429,12,0.632,12,"January 19, 2019",68.4,13,7.1,2,91.2,87.1,27,0.41200000000000003,51,0.373,19,0.608,31,0.71,22,3,200,94.1,21.6,8,21,64,,7.4,5,0.392,20,0.2,4,51.5,35,0.48700000000000004,15.7,12,31,0.484,15,0.8240000000000001,14,"CFE Arena, Orlando, Florida",TULSA,Tulsa,68.3,Home,CENTRAL-FLORIDA,UCF,Central Florida,aac,16,True,False,True,Home,True,4,15,51,35,68,7,12,47,1,0,112,298,852,0.5469483568075117,535,1011,0.5291790306627102,114,259,959,0.4483837330552659,0.8125
17,2019-01-23-20-tulane,29.0,9,9.5,4,67.6,76.5,26,0.493,71,0.43700000000000006,31,0.141,10,0.5,5,3,200,101.4,25.0,9,17,75,,16.2,12,0.39399999999999996,28,0.28600000000000003,8,50.0,35,0.495,11.7,10,43,0.535,23,0.833,15,"January 23, 2019",50.0,9,16.3,7,101.4,75.0,27,0.361,54,0.33299999999999996,18,0.29600000000000004,16,0.688,11,14,200,67.6,23.5,8,10,50,,9.5,7,0.222,12,0.25,3,50.0,35,0.406,22.8,18,42,0.35700000000000004,15,0.222,4,"Devlin Fieldhouse, New Orleans, Louisiana",TULANE,Tulane,74.2,Away,CENTRAL-FLORIDA,UCF,Central Florida,aac,17,False,False,False,Away,True,8,23,71,35,70,3,15,54,1,0,116,313,903,0.5393133997785161,570,1079,0.5282669138090825,121,271,1006,0.44980119284294234,0.8235294117647058
18,2019-01-27-16-memphis,54.5,12,17.1,7,108.5,46.7,14,0.431,58,0.379,22,0.24100000000000002,14,0.5,7,4,200,80.3,28.6,10,17,57,,12.7,9,0.44799999999999995,26,0.231,6,36.9,24,0.441,18.9,15,32,0.5,16,0.789,15,"January 27, 2019",55.2,16,18.8,6,80.3,71.4,25,0.508,65,0.446,29,0.215,14,0.7859999999999999,11,7,200,108.5,53.3,16,15,77,,9.9,7,0.369,24,0.33299999999999996,8,63.1,41,0.537,18.4,16,41,0.512,21,0.65,13,"FedExForum, Memphis, Tennessee",CENTRAL-FLORIDA,UCF,70.7,Home,MEMPHIS,Memphis,Central Florida,aac,18,False,False,False,Away,False,6,16,58,24,65,8,21,65,0,1,124,336,974,0.5359342915811088,605,1149,0.5265448215839861,124,286,1060,0.44528301886792454,0.8333333333333334
19,2019-01-31-21-central-florida,50.0,12,8.8,3,107.4,75.0,18,0.528,54,0.444,24,0.24100000000000002,13,0.769,10,9,200,98.5,25.9,7,24,67,,5.9,4,0.40700000000000003,22,0.409,9,49.0,25,0.557,19.0,14,32,0.469,15,0.5710000000000001,12,"January 31, 2019",50.0,11,9.4,3,98.5,74.1,20,0.5329999999999999,45,0.489,22,0.8,36,0.6940000000000001,25,4,200,107.4,25.0,6,15,73,,10.3,7,0.244,11,0.364,4,51.0,26,0.588,16.5,12,34,0.529,18,0.8,16,"CFE Arena, Orlando, Florida",CONNECTICUT,UConn,67.6,Home,CENTRAL-FLORIDA,UCF,Central Florida,aac,19,True,False,True,Home,True,4,18,45,26,51,9,15,54,1,0,130,352,1032,0.5300387596899225,629,1214,0.5181219110378913,132,307,1125,0.4488888888888889,0.7894736842105263
20,2019-02-07-19-central-florida,52.0,13,10.0,3,94.4,82.4,28,0.5,57,0.439,25,0.491,28,0.7140000000000001,20,1,200,106.9,25.8,8,23,77,12.0,9.7,7,0.474,27,0.259,7,55.4,36,0.5479999999999999,12.6,10,30,0.6,18,0.9570000000000001,22,"February 7, 2019",52.2,12,16.7,5,106.9,74.2,23,0.5,54,0.426,23,0.5,27,0.519,14,5,200,94.4,17.6,6,23,68,,5.6,4,0.444,24,0.33299999999999996,8,44.6,29,0.509,14.3,11,30,0.5,15,0.762,16,"CFE Arena, Orlando, Florida",CENTRAL-FLORIDA,UCF,72.1,Away,HOUSTON,Houston,Central Florida,aac,20,False,True,True,Home,False,8,15,54,29,65,7,18,57,0,1,134,370,1077,0.5301764159702879,655,1265,0.5177865612648221,141,322,1179,0.45250212044105176,0.8
21,2019-02-10-14-southern-methodist,61.5,16,15.4,4,101.6,68.8,22,0.59,50,0.52,26,0.26,13,0.9229999999999999,12,5,200,110.9,21.7,5,12,71,,7.8,5,0.32,16,0.43799999999999994,7,49.1,27,0.632,17.7,12,34,0.5589999999999999,19,0.773,17,"February 10, 2019",64.0,16,17.6,6,110.9,78.3,18,0.47600000000000003,63,0.397,25,0.159,10,0.5,5,11,200,101.6,31.3,10,14,65,,10.9,7,0.5870000000000001,37,0.27,10,50.9,28,0.48,10.6,8,26,0.5770000000000001,15,0.522,12,"Moody Coliseum, Dallas, Texas",SOUTHERN-METHODIST,SMU,64.5,Away,CENTRAL-FLORIDA,UCF,Central Florida,aac,21,False,False,False,Away,True,7,19,50,27,55,10,15,63,1,0,142,385,1131,0.5287356321839081,684,1330,0.5142857142857142,148,340,1236,0.4546925566343042,0.7619047619047619
22,2019-02-13-19-central-florida,57.1,12,6.1,2,116.4,61.5,16,0.447,57,0.368,21,0.474,27,0.519,14,7,200,97.0,29.4,10,31,65,,9.0,6,0.42100000000000004,24,0.375,9,43.3,26,0.465,12.7,10,33,0.364,12,0.708,17,"February 13, 2019",66.7,16,21.2,7,97.0,70.6,24,0.602,44,0.545,24,1.0,44,0.568,25,5,200,116.4,38.5,10,22,78,,7.5,5,0.25,11,0.455,5,56.7,34,0.601,13.6,10,33,0.5760000000000001,19,0.7829999999999999,18,"CFE Arena, Orlando, Florida",SOUTH-FLORIDA,South Florida,67.4,Home,CENTRAL-FLORIDA,UCF,Central Florida,aac,22,True,False,True,Home,True,5,19,44,34,60,9,12,57,1,0,149,404,1181,0.5313293818797629,711,1385,0.5133574007220216,158,355,1299,0.45573518090839105,0.7727272727272727
23,2019-02-16-18-central-florida,44.4,12,10.3,4,106.8,73.3,22,0.484,61,0.44299999999999995,27,0.262,16,0.813,13,11,200,97.3,19.4,7,26,72,,6.8,5,0.32799999999999996,20,0.25,5,43.9,29,0.525,17.1,14,41,0.537,22,0.5770000000000001,15,"February 16, 2019",58.3,14,12.2,5,97.3,80.6,29,0.466,58,0.414,24,0.517,30,0.833,25,5,200,106.8,26.7,8,20,79,,9.5,7,0.32799999999999996,19,0.316,6,56.1,37,0.547,11.2,9,39,0.462,18,0.792,19,"CFE Arena, Orlando, Florida",MEMPHIS,Memphis,74.4,Home,CENTRAL-FLORIDA,UCF,Central Florida,aac,23,True,False,True,Home,True,6,18,58,37,66,5,22,61,1,0,154,423,1225,0.5338775510204081,745,1445,0.5155709342560554,167,367,1356,0.4553834808259587,0.782608695652174
24,2019-02-21-19-cincinnati,52.4,11,13.2,5,100.0,60.0,15,0.5670000000000001,45,0.467,21,0.156,7,0.5710000000000001,4,6,200,91.7,21.1,4,11,55,,6.7,4,0.444,20,0.45,9,43.2,19,0.569,23.8,15,25,0.48,12,0.76,19,"February 21, 2019",61.9,13,16.0,4,91.7,78.9,15,0.47100000000000003,52,0.40399999999999997,21,0.231,12,0.917,11,4,200,100.0,40.0,10,13,60,,5.0,3,0.26899999999999996,14,0.5,7,56.8,25,0.52,18.5,13,38,0.368,14,0.846,22,"Fifth Third Arena, Cincinnati, Ohio",CENTRAL-FLORIDA,UCF,60.0,Home,CINCINNATI,Cincinnati,Central Florida,aac,24,False,False,False,Away,False,9,12,45,19,44,7,14,52,0,1,160,441,1283,0.5307872174590803,782,1511,0.5175380542686963,172,389,1417,0.4565984474241355,0.7916666666666666
25,2019-02-24-12-central-florida,35.3,6,4.7,2,131.9,64.7,22,0.297,69,0.24600000000000002,17,0.159,11,0.636,7,13,200,66.7,15.4,8,21,48,,4.2,3,0.46399999999999997,32,0.21899999999999997,7,34.9,30,0.32299999999999995,5.1,4,37,0.27,10,0.5,13,"February 24, 2019",50.0,17,5.4,2,66.7,84.6,44,0.5720000000000001,69,0.493,34,0.36200000000000004,25,0.64,16,6,200,131.9,35.3,12,16,95,,2.8,2,0.377,26,0.423,11,65.1,56,0.5870000000000001,4.8,4,43,0.535,23,0.769,20,"CFE Arena, Orlando, Florida",SOUTHERN-METHODIST,SMU,71.6,Home,CENTRAL-FLORIDA,UCF,Central Florida,aac,25,True,False,True,Home,True,11,23,69,56,86,7,10,69,1,0,169,453,1328,0.5320030120481928,801,1555,0.5151125401929261,179,403,1469,0.4571136827773996,0.76
26,2019-02-27-19-south-florida,76.0,19,14.3,3,96.9,77.8,21,0.611,45,0.556,25,0.644,29,0.69,20,6,200,115.4,33.3,7,20,75,,9.2,6,0.267,12,0.41700000000000004,5,58.3,28,0.638,17.2,12,33,0.606,20,0.778,21,"February 27, 2019",76.2,16,6.1,2,115.4,66.7,14,0.522,46,0.457,21,0.522,24,0.625,15,10,200,96.9,22.2,6,25,63,,6.2,4,0.5429999999999999,25,0.24,6,41.7,20,0.5489999999999999,19.8,14,21,0.7140000000000001,15,0.643,18,"Sun Dome, Tampa, Florida",SOUTH-FLORIDA,South Florida,64.6,Away,CENTRAL-FLORIDA,UCF,Central Florida,aac,26,False,False,False,Away,True,5,20,45,28,48,6,15,46,1,0,180,476,1397,0.5340014316392269,857,1641,0.52224253503961,186,413,1538,0.44993498049414826,0.7692307692307693
