,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,TENNESSEE-TECH_homegame,TENNESSEE-TECH_homegame2,TENNESSEE-TECH_home,TENNESSEE-TECH_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-15-16-kennesaw-state,41.7,10,9.5,4,107.4,61.3,19,0.491,57,0.42100000000000004,24,0.316,18,0.667,12,8,200,100.0,37.5,12,21,68,,16.2,11,0.33299999999999996,19,0.42100000000000004,8,49.2,31,0.519,16.7,13,38,0.42100000000000004,16,0.273,3,"December 15, 2018",73.1,19,15.8,6,100.0,62.5,20,0.527,55,0.473,26,0.455,25,0.6,15,9,200,107.4,38.7,12,18,73,,10.3,7,0.23600000000000002,13,0.462,6,50.8,32,0.546,17.5,14,42,0.47600000000000003,20,0.182,2,"KSU Convocation Center , Kennesaw, Georgia",TENNESSEE-TECH,Tennessee Tech,67.7,Home,KENNESAW-STATE,Kennesaw State,Tennessee Tech,ovc,10,False,False,False,Away,False,8,16,57,31,63,6,20,55,0,1,67,204,617,0.49351701782820095,344,692,0.49710982658959535,100,192,668,0.5119760479041916,0.3
11,2018-12-20-19-tennessee-tech,51.5,17,11.5,6,121.3,65.9,27,0.5770000000000001,65,0.508,33,0.12300000000000001,8,0.625,5,10,200,106.7,32.3,10,23,80,,5.3,4,0.415,27,0.33299999999999996,9,51.4,37,0.581,18.9,16,38,0.632,24,0.231,3,"December 20, 2018",53.3,16,5.3,2,106.7,67.7,21,0.486,69,0.435,30,0.493,34,0.706,24,8,200,121.3,34.1,14,10,91,,12.0,9,0.24600000000000002,17,0.41200000000000003,7,48.6,35,0.534,5.6,5,52,0.442,23,0.33299999999999996,4,"Eblen Center, Cookeville, Tennessee",SAVANNAH-STATE,Savannah State,75.5,Home,TENNESSEE-TECH,Tennessee Tech,Tennessee Tech,ovc,11,True,False,True,Home,True,7,23,69,35,72,9,24,65,1,0,75,220,674,0.49332344213649854,375,755,0.4966887417218543,106,212,723,0.5131396957123098,0.2727272727272727
12,2018-12-29-13-tennessee,52.4,11,2.0,1,131.5,61.9,13,0.42100000000000004,57,0.368,21,0.35100000000000003,20,0.25,5,9,200,72.6,27.5,11,15,53,,11.0,8,0.33299999999999996,19,0.316,6,39.3,24,0.39799999999999996,20.5,17,38,0.395,15,0.308,4,"December 29, 2018",67.6,25,31.6,12,72.6,72.5,29,0.672,58,0.638,37,0.379,22,0.818,18,1,200,131.5,38.1,8,16,96,3.0,13.7,10,0.138,8,0.5,4,60.7,37,0.701,16.1,13,50,0.66,33,0.917,11,"Thompson-Boling Arena, Knoxville, Tennessee",TENNESSEE-TECH,Tennessee Tech,73.0,Home,TENNESSEE,Tennessee,Tennessee Tech,ovc,12,False,False,False,Away,False,6,15,57,24,61,4,33,58,0,1,82,243,743,0.49259757738896365,410,827,0.4957678355501814,115,236,788,0.5184010152284264,0.3333333333333333
13,2019-01-03-20-tennessee-state,25.0,5,13.3,4,86.5,59.4,19,0.524,42,0.47600000000000003,20,0.857,36,0.611,22,9,200,89.2,3.6,1,21,66,,8.1,6,0.28600000000000003,12,0.33299999999999996,4,33.3,20,0.5579999999999999,19.5,14,30,0.5329999999999999,16,0.35700000000000004,5,"January 3, 2019",40.0,8,6.7,2,89.2,96.4,27,0.423,52,0.385,20,0.615,32,0.625,20,10,200,86.5,40.6,13,27,64,,6.8,5,0.423,22,0.182,4,66.7,40,0.47600000000000003,25.0,22,30,0.5329999999999999,16,0.231,3,"Gentry Center Complex, Nashville, Tennessee",TENNESSEE-STATE,Tennessee State,74.2,Away,TENNESSEE-TECH,Tennessee Tech,Tennessee Tech,ovc,13,False,False,False,Away,True,4,16,42,20,60,4,16,52,1,0,88,258,800,0.4875,434,888,0.48873873873873874,119,269,846,0.5289598108747045,0.3076923076923077
14,2019-01-05-18-belmont,30.4,7,8.3,3,116.2,63.3,19,0.5,49,0.469,23,0.6940000000000001,34,0.529,18,10,200,98.5,28.1,9,18,67,,7.4,5,0.34700000000000003,17,0.17600000000000002,3,45.2,28,0.514,15.8,12,32,0.625,20,0.33299999999999996,5,"January 5, 2019",58.6,17,9.4,3,98.5,71.9,23,0.551,59,0.49200000000000005,29,0.33899999999999997,20,0.7,14,3,200,116.2,36.7,11,24,79,,8.8,6,0.39,23,0.304,7,54.8,34,0.5770000000000001,12.9,10,36,0.611,22,0.769,10,"Curb Event Center, Nashville, Tennessee",TENNESSEE-TECH,Tennessee Tech,67.8,Home,BELMONT,Belmont,Tennessee Tech,ovc,14,False,False,False,Away,False,3,20,49,28,62,7,22,59,0,1,92,274,842,0.48931116389548696,454,948,0.47890295358649787,123,285,898,0.5228285077951003,0.35714285714285715
15,2019-01-10-20-tennessee-tech,76.0,19,0.0,0,98.7,82.6,19,0.395,76,0.32899999999999996,25,0.21100000000000002,16,0.563,9,10,225,87.3,19.6,9,23,69,,11.4,9,0.368,28,0.35700000000000004,10,40.6,28,0.413,7.8,7,48,0.313,15,0.33299999999999996,5,"January 10, 2019",73.1,19,12.5,6,87.3,80.4,37,0.615,48,0.542,26,0.625,30,0.633,19,10,225,98.7,17.4,4,15,78,,6.3,5,0.41700000000000004,20,0.35,7,59.4,41,0.627,22.7,18,28,0.679,19,0.375,6,"Eblen Center, Cookeville, Tennessee",SOUTHERN-ILLINOIS-EDWARDSVILLE,SIU-Edwardsville,70.2,Home,TENNESSEE-TECH,Tennessee Tech,Tennessee Tech,ovc,15,True,False,True,Home,True,7,19,48,41,69,10,15,76,1,0,95,294,891,0.4898989898989899,482,1010,0.4772277227722772,130,307,957,0.5245559038662487,0.3333333333333333
16,2019-01-12-20-tennessee-tech,58.3,14,4.3,1,85.7,96.2,25,0.414,64,0.375,24,0.281,18,0.778,14,7,200,95.7,42.9,15,14,67,,12.9,9,0.297,19,0.263,5,65.6,40,0.462,14.3,12,45,0.42200000000000004,19,0.588,10,"January 12, 2019",68.2,15,11.1,5,95.7,57.1,20,0.5529999999999999,47,0.46799999999999997,22,0.298,14,0.5710000000000001,8,11,200,85.7,3.8,1,19,60,,12.9,9,0.511,24,0.33299999999999996,8,34.4,21,0.5589999999999999,24.2,17,23,0.609,14,0.353,6,"Eblen Center, Cookeville, Tennessee",TENNESSEE-TECH,Tennessee Tech,69.6,Away,EASTERN-ILLINOIS,Eastern Illinois,Tennessee Tech,ovc,16,False,True,True,Home,False,8,14,47,21,61,5,19,64,0,1,102,313,939,0.49627263045793396,523,1079,0.484708063021316,140,322,1033,0.5150048402710552,0.375
17,2019-01-17-19-tennessee-tech,64.3,18,3.3,1,88.6,70.4,19,0.56,58,0.483,28,0.397,23,0.609,14,12,200,112.9,33.3,10,20,79,,20.0,14,0.414,24,0.375,9,50.9,29,0.573,13.9,11,34,0.5589999999999999,19,0.294,5,"January 17, 2019",40.0,8,20.6,7,112.9,66.7,20,0.51,48,0.41700000000000004,20,0.41700000000000004,20,0.65,13,12,200,88.6,29.6,8,18,62,,11.4,8,0.375,18,0.5,9,49.1,28,0.539,26.0,20,30,0.36700000000000005,11,0.33299999999999996,6,"Eblen Center, Cookeville, Tennessee",TENNESSEE-TECH,Tennessee Tech,69.7,Away,TENNESSEE-STATE,Tennessee State,Tennessee Tech,ovc,17,False,True,True,Home,False,9,11,48,28,57,9,19,58,0,1,110,327,986,0.49898580121703856,544,1140,0.47719298245614034,145,341,1097,0.5091157702825889,0.35294117647058826
18,2019-01-19-20-jacksonville-state,50.0,8,6.8,3,97.0,67.9,19,0.363,51,0.314,16,0.314,16,0.688,11,13,200,71.6,22.9,8,16,48,,9.0,6,0.294,15,0.33299999999999996,5,42.9,27,0.41,21.6,16,36,0.306,11,0.316,6,"January 19, 2019",36.0,9,19.4,7,71.6,77.1,27,0.47200000000000003,54,0.46299999999999997,25,0.315,17,0.8240000000000001,14,5,200,97.0,32.1,9,14,65,,9.0,6,0.185,10,0.1,1,57.1,36,0.524,19.6,15,44,0.545,24,0.737,14,"Pete Mathews Coliseum, Jacksonville, Alabama",TENNESSEE-TECH,Tennessee Tech,67.3,Home,JACKSONVILLE-STATE,Jacksonville State,Tennessee Tech,ovc,18,False,False,False,Away,False,5,11,51,27,63,1,24,54,0,1,119,338,1034,0.4995164410058027,572,1197,0.4778613199665831,154,360,1155,0.5116883116883116,0.3333333333333333
19,2019-01-24-19-morehead-state,40.9,9,14.7,5,97.1,79.3,23,0.385,65,0.33799999999999997,22,0.231,15,0.733,11,14,200,88.4,35.0,14,22,61,,4.3,3,0.32299999999999995,21,0.28600000000000003,6,53.6,37,0.423,13.3,11,44,0.364,16,0.3,6,"January 24, 2019",59.1,13,6.8,3,88.4,65.0,26,0.5,51,0.431,22,0.47100000000000003,24,0.667,16,12,200,97.1,20.7,6,17,67,,5.8,4,0.33299999999999996,17,0.41200000000000003,7,46.4,32,0.537,16.3,12,34,0.441,15,0.4,8,"Ellis T. Johnson Arena, Morehead, Kentucky",TENNESSEE-TECH,Tennessee Tech,68.8,Home,MOREHEAD-STATE,Morehead State,Tennessee Tech,ovc,19,False,False,False,Away,False,6,16,65,37,69,7,15,51,0,1,124,349,1085,0.4930875576036866,599,1260,0.4753968253968254,155,384,1209,0.5099255583126551,0.3157894736842105
20,2019-01-26-19-eastern-kentucky,68.8,22,0.0,0,100.0,81.8,27,0.636,59,0.542,32,0.475,28,0.5710000000000001,16,14,200,107.1,18.8,6,20,91,,14.1,12,0.373,22,0.5,11,50.8,33,0.629,21.9,20,37,0.568,21,0.33299999999999996,7,"January 26, 2019",57.7,15,2.7,1,107.1,81.3,26,0.517,58,0.44799999999999995,26,0.466,27,0.9259999999999999,25,11,200,100.0,18.2,6,27,85,,16.5,14,0.36200000000000004,21,0.381,8,49.2,32,0.6,20.5,18,37,0.486,18,0.47600000000000003,10,"Davis-Reid Alumni Gym, Georgetown, Kentucky",EASTERN-KENTUCKY,Eastern Kentucky,84.6,Away,TENNESSEE-TECH,Tennessee Tech,Tennessee Tech,ovc,20,False,False,False,Away,True,11,21,59,33,65,8,18,58,1,0,130,365,1150,0.48695652173913045,636,1329,0.4785553047404063,162,399,1260,0.5095238095238095,0.3
21,2019-01-31-19-tennessee-tech,42.9,12,14.7,5,88.0,61.3,19,0.47700000000000004,65,0.431,28,0.32299999999999995,21,0.7140000000000001,15,7,200,102.7,26.3,10,21,77,,16.0,12,0.27699999999999997,18,0.33299999999999996,6,42.0,29,0.514,10.8,9,47,0.46799999999999997,22,0.682,15,"January 31, 2019",60.0,12,6.4,3,102.7,73.7,28,0.44299999999999995,53,0.377,20,0.45299999999999996,24,0.792,19,15,200,88.0,38.7,12,23,66,,6.7,5,0.358,19,0.368,7,58.0,40,0.512,27.4,24,34,0.382,13,0.318,7,"Eblen Center, Cookeville, Tennessee",TENNESSEE-TECH,Tennessee Tech,75.2,Away,AUSTIN-PEAY,Austin Peay,Tennessee Tech,ovc,21,False,True,True,Home,False,7,13,53,40,69,6,22,65,0,1,141,386,1209,0.49421009098428453,669,1394,0.4799139167862267,170,417,1318,0.5098634294385432,0.3333333333333333
22,2019-02-02-20-tennessee-tech,62.5,15,10.0,4,86.3,70.6,24,0.5,53,0.45299999999999996,24,0.396,21,0.667,14,4,200,91.8,25.0,8,17,67,,9.6,7,0.28300000000000003,15,0.33299999999999996,5,48.5,32,0.532,21.5,17,38,0.5,19,0.81,17,"February 2, 2019",52.4,11,10.5,4,91.8,75.0,24,0.41200000000000003,57,0.368,21,0.368,21,0.762,16,16,200,86.3,29.4,10,19,63,,8.2,6,0.298,17,0.294,5,51.5,34,0.47,20.4,17,40,0.4,16,0.304,7,"Eblen Center, Cookeville, Tennessee",TENNESSEE-TECH,Tennessee Tech,73.0,Away,MURRAY-STATE,Murray State,Tennessee Tech,ovc,22,False,True,True,Home,False,5,16,57,34,66,5,19,53,0,1,148,399,1262,0.4920760697305864,709,1463,0.48462064251537934,176,439,1383,0.5083152566883586,0.3181818181818182
23,2019-02-07-20-southeast-missouri-state,44.4,8,12.2,5,91.0,67.6,23,0.418,49,0.36700000000000005,18,0.6940000000000001,34,0.735,25,17,225,84.6,17.9,5,18,66,,9.0,7,0.408,20,0.25,5,45.2,28,0.507,22.9,19,29,0.44799999999999995,13,0.292,7,"February 7, 2019",36.0,9,10.3,3,84.6,82.1,23,0.48200000000000004,55,0.455,25,0.473,26,0.6920000000000001,18,16,225,91.0,32.4,11,21,71,,11.5,9,0.255,14,0.214,3,54.8,34,0.527,23.1,20,41,0.537,22,0.33299999999999996,8,"Show Me Center, Cape Girardeau, Missouri",TENNESSEE-TECH,Tennessee Tech,69.1,Home,SOUTHEAST-MISSOURI-STATE,Southeast Missouri State,Tennessee Tech,ovc,23,False,False,False,Away,False,5,13,49,28,62,3,22,55,0,1,153,415,1319,0.4886277482941622,743,1529,0.48593852190974496,181,458,1436,0.508008356545961,0.30434782608695654
24,2019-02-09-16-tennessee-martin,70.0,14,10.8,4,110.0,69.2,18,0.426,61,0.32799999999999996,20,0.213,13,0.462,6,18,200,82.9,30.2,13,17,58,,5.7,4,0.44299999999999995,27,0.444,12,44.9,31,0.43200000000000005,20.3,17,34,0.235,8,0.28,7,"February 9, 2019",55.6,15,14.7,5,82.9,69.8,30,0.536,56,0.48200000000000004,27,0.375,21,0.81,17,15,200,110.0,30.8,8,15,77,,15.7,11,0.33899999999999997,19,0.316,6,55.1,38,0.584,13.3,10,37,0.568,21,0.348,8,"Skyhawk Arena, Martin, Tennessee",TENNESSEE-TECH,Tennessee Tech,69.6,Home,TENNESSEE-MARTIN,UT-Martin,Tennessee Tech,ovc,24,False,False,False,Away,False,12,8,61,31,69,6,21,56,0,1,158,428,1368,0.4861111111111111,771,1591,0.4846008799497172,184,480,1491,0.5070422535211268,0.2916666666666667
25,2019-02-14-20-tennessee-tech,61.5,16,10.3,4,82.6,69.7,23,0.461,64,0.406,26,0.188,12,0.667,8,8,200,97.1,50.0,18,15,67,,8.7,6,0.344,22,0.318,7,59.4,41,0.48100000000000004,19.7,17,42,0.452,19,0.6920000000000001,18,"February 14, 2019",52.4,11,4.8,2,97.1,50.0,18,0.39299999999999996,61,0.344,21,0.18,11,0.818,9,19,200,82.6,30.3,10,16,57,,13.0,9,0.361,22,0.273,6,40.6,28,0.43,16.5,13,39,0.385,15,0.26899999999999996,7,"Eblen Center, Cookeville, Tennessee",TENNESSEE-TECH,Tennessee Tech,69.0,Away,JACKSONVILLE-STATE,Jacksonville State,Tennessee Tech,ovc,25,False,True,True,Home,False,6,15,61,28,69,7,19,64,0,1,170,436,1429,0.483554933519944,802,1660,0.4831325301204819,190,501,1547,0.5080801551389786,0.28
