,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,NEW-ORLEANS_homegame,NEW-ORLEANS_homegame2,NEW-ORLEANS_home,NEW-ORLEANS_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-29-18-baylor,50.0,8,11.8,4,113.5,69.0,20,0.32,61,0.262,16,0.131,8,0.625,5,6,200,59.5,26.8,11,15,44,,9.5,7,0.361,22,0.318,7,44.3,31,0.34,24.6,21,39,0.231,9,0.455,5,"December 29, 2018",71.0,22,30.8,12,59.5,73.2,30,0.61,59,0.525,31,0.322,19,0.632,12,4,200,113.5,31.0,9,13,84,,18.9,14,0.424,25,0.4,10,55.7,39,0.617,17.2,14,34,0.618,21,0.667,8,"Ferrell Center, Waco, Texas",NEW-ORLEANS,New Orleans,73.9,Home,BAYLOR,Baylor,New Orleans,southland,10,False,False,False,Away,False,7,9,61,31,70,10,21,59,0,1,53,238,630,0.503968253968254,332,666,0.4984984984984985,68,182,580,0.4896551724137931,0.5
11,2019-01-02-20-abilene-christian,42.9,9,2.8,1,95.8,66.7,18,0.41200000000000003,51,0.41200000000000003,21,0.529,27,0.593,16,7,200,81.7,28.1,9,20,58,,11.3,8,0.157,8,0.0,0,45.8,27,0.45399999999999996,23.2,19,43,0.488,21,0.41700000000000004,5,"January 2, 2019",50.0,12,9.3,4,81.7,71.9,23,0.528,53,0.45299999999999996,24,0.302,16,0.75,12,2,200,95.8,33.3,9,20,68,,15.5,11,0.321,17,0.47100000000000003,8,54.2,32,0.561,22.1,17,36,0.444,16,0.857,12,"Moody Coliseum , Abilene, Texas",NEW-ORLEANS,New Orleans,71.2,Home,ABILENE-CHRISTIAN,Abilene Christian,New Orleans,southland,11,False,False,False,Away,False,0,21,51,27,59,8,16,53,0,1,60,247,691,0.487698986975398,363,736,0.49320652173913043,78,203,639,0.5007824726134585,0.45454545454545453
12,2019-01-05-15-new-orleans,42.9,12,3.8,2,100.0,62.9,22,0.397,73,0.384,28,0.27399999999999997,20,0.9,18,8,225,93.8,48.7,19,18,76,,11.1,9,0.247,18,0.111,2,55.4,41,0.461,18.8,19,55,0.473,26,0.385,5,"January 5, 2019",56.3,18,20.0,11,93.8,51.3,20,0.515,67,0.478,32,0.209,14,0.857,12,7,225,100.0,37.1,13,23,81,,9.9,8,0.209,14,0.35700000000000004,5,44.6,33,0.55,20.6,19,53,0.509,27,0.462,6,"Kiefer Lakefront Arena, New Orleans , Louisiana",HOUSTON-BAPTIST,Houston Baptist,72.1,Home,NEW-ORLEANS,New Orleans,New Orleans,southland,12,True,False,True,Home,True,5,27,67,33,74,2,26,73,1,0,60,268,742,0.48247978436657685,390,795,0.49056603773584906,86,219,692,0.5028901734104047,0.4166666666666667
13,2019-01-09-20-lamar,46.4,13,11.1,5,86.6,61.5,24,0.525,60,0.467,28,0.33299999999999996,20,0.75,15,7,225,95.1,23.3,7,28,78,,12.2,10,0.317,19,0.368,7,44.9,31,0.561,21.6,19,41,0.512,21,0.5,7,"January 9, 2019",54.5,12,9.8,4,95.1,76.7,23,0.39799999999999996,59,0.373,22,0.6609999999999999,39,0.615,24,8,225,86.6,38.5,15,19,71,,13.4,11,0.237,14,0.214,3,55.1,38,0.45799999999999996,20.8,20,45,0.42200000000000004,19,0.5,8,"Montagne Center, Beaumont, Texas",LAMAR,Lamar,72.9,Away,NEW-ORLEANS,New Orleans,New Orleans,southland,13,False,False,False,Away,True,7,21,60,31,69,3,19,59,1,0,65,295,809,0.48516687268232384,423,869,0.48676639815880324,88,245,765,0.4928104575163399,0.46153846153846156
14,2019-01-12-17-new-orleans,30.4,7,21.4,6,112.9,63.0,17,0.49,49,0.469,23,0.469,23,0.7829999999999999,18,12,200,94.3,36.0,9,20,66,,11.4,8,0.245,12,0.16699999999999998,2,50.0,26,0.551,23.3,18,37,0.568,21,0.294,5,"January 12, 2019",60.0,15,5.4,2,94.3,64.0,16,0.569,51,0.49,25,0.5489999999999999,28,0.75,21,7,200,112.9,37.0,10,19,79,,12.9,9,0.451,23,0.348,8,50.0,26,0.614,21.2,17,28,0.607,17,0.5329999999999999,8,"Kiefer Lakefront Arena, New Orleans , Louisiana",MCNEESE-STATE,McNeese State,70.1,Home,NEW-ORLEANS,New Orleans,New Orleans,southland,14,True,False,True,Home,True,8,17,51,26,52,2,21,49,1,0,72,316,869,0.48791714614499426,454,938,0.4840085287846482,91,264,824,0.48604368932038833,0.5
15,2019-01-16-20-new-orleans,38.1,8,15.6,5,90.7,78.6,22,0.4,60,0.35,21,0.28300000000000003,17,0.765,13,8,200,81.3,35.3,12,21,61,,13.3,10,0.35,21,0.28600000000000003,6,54.8,34,0.44799999999999995,23.7,21,39,0.385,15,0.5,8,"January 16, 2019",65.2,15,12.8,5,81.3,64.7,22,0.54,50,0.46,23,0.46,23,0.609,14,7,200,90.7,21.4,6,17,68,,14.7,11,0.36,18,0.444,8,45.2,28,0.5579999999999999,22.0,17,32,0.469,15,0.562,9,"Kiefer Lakefront Arena, New Orleans , Louisiana",STEPHEN-F-AUSTIN,Stephen F. Austin,74.5,Home,NEW-ORLEANS,New Orleans,New Orleans,southland,15,True,False,True,Home,True,8,15,50,28,62,6,15,60,1,0,80,333,920,0.4923913043478261,480,990,0.48484848484848486,93,285,873,0.48625429553264604,0.5333333333333333
16,2019-01-19-18-texas-am-corpus-christi,35.0,7,2.9,1,104.1,75.0,18,0.418,49,0.408,20,0.51,25,0.8,20,8,200,83.6,23.3,7,20,61,,11.0,8,0.204,10,0.1,1,46.3,25,0.501,25.9,21,39,0.48700000000000004,19,0.529,9,"January 19, 2019",69.0,20,10.3,4,83.6,76.7,23,0.593,54,0.537,29,0.315,17,0.706,12,10,200,104.1,25.0,6,19,76,,11.0,8,0.35200000000000004,19,0.316,6,53.7,29,0.612,19.6,15,35,0.657,23,0.444,8,"American Bank Center, Corpus Christi, Texas",NEW-ORLEANS,New Orleans,73.0,Home,TEXAS-AM-CORPUS-CHRISTI,Texas A&M-Corpus Christi,New Orleans,southland,16,False,False,False,Away,False,1,19,49,25,54,6,23,54,0,1,88,348,970,0.4948453608247423,508,1052,0.4828897338403042,99,300,933,0.4807073954983923,0.5625
17,2019-01-23-20-central-arkansas,37.0,10,11.5,3,104.1,72.4,21,0.426,74,0.365,27,0.162,12,0.667,8,9,200,97.3,38.3,18,19,71,,15.1,11,0.284,21,0.429,9,51.3,39,0.445,11.2,10,53,0.34,18,0.5,9,"January 23, 2019",54.2,13,18.9,10,97.3,61.7,29,0.5589999999999999,51,0.47100000000000003,24,0.51,26,0.731,19,10,200,104.1,27.6,8,15,76,,6.8,5,0.49,25,0.36,9,48.7,37,0.6,22.4,18,26,0.5770000000000001,15,0.5,10,"Jeff Farris Center, Conway, Arkansas",NEW-ORLEANS,New Orleans,72.5,Home,CENTRAL-ARKANSAS,Central Arkansas,New Orleans,southland,17,False,False,False,Away,False,9,18,74,39,76,9,15,51,0,1,89,367,1019,0.49116781157998035,533,1106,0.4819168173598553,105,323,987,0.4868287740628166,0.5294117647058824
18,2019-01-26-16-incarnate-word,60.0,12,8.0,2,89.7,70.0,14,0.46,50,0.4,20,0.38,19,0.789,15,9,200,105.2,33.3,8,10,61,,15.5,9,0.42,21,0.28600000000000003,6,50.0,22,0.517,14.6,10,29,0.483,14,0.526,10,"January 26, 2019",52.4,11,17.2,5,105.2,66.7,16,0.547,43,0.488,21,0.14,6,0.833,5,14,200,89.7,30.0,6,19,52,,12.1,7,0.419,18,0.278,5,50.0,22,0.5670000000000001,26.0,16,25,0.64,16,0.3,6,"McDermott Center, San Antonio, Texas",INCARNATE-WORD,Incarnate Word,58.4,Away,NEW-ORLEANS,New Orleans,New Orleans,southland,18,False,False,False,Away,True,6,14,50,22,44,5,16,43,1,0,98,385,1093,0.4867337602927722,572,1182,0.48392554991539766,114,338,1038,0.4903660886319846,0.5
19,2019-01-30-20-new-orleans,39.1,9,13.3,4,100.0,65.6,21,0.405,63,0.365,23,0.302,19,0.684,13,14,200,88.9,27.8,10,17,64,,5.6,4,0.23800000000000002,15,0.33299999999999996,5,45.6,31,0.444,16.4,14,48,0.375,18,0.33299999999999996,7,"January 30, 2019",77.3,17,12.5,6,88.9,72.2,26,0.491,53,0.415,22,0.509,27,0.741,20,9,200,100.0,34.4,11,19,72,,11.1,8,0.434,23,0.348,8,54.4,37,0.547,17.7,14,30,0.467,14,0.55,11,"Kiefer Lakefront Arena, New Orleans , Louisiana",NORTHWESTERN-STATE,Northwestern State,72.4,Home,NEW-ORLEANS,New Orleans,New Orleans,southland,19,True,False,True,Home,True,8,14,53,37,68,5,18,63,1,0,104,399,1143,0.48556430446194226,594,1226,0.48450244698205547,119,354,1081,0.4925994449583719,0.5263157894736842
20,2019-02-02-17-new-orleans,55.0,11,7.0,3,114.1,72.4,21,0.5,46,0.435,20,0.804,37,0.703,26,16,200,92.3,15.2,5,29,72,,9.0,7,0.413,19,0.316,6,41.9,26,0.5660000000000001,22.4,18,27,0.519,14,0.273,6,"February 2, 2019",51.9,14,18.5,5,92.3,84.8,28,0.547,53,0.509,27,0.8109999999999999,43,0.721,31,9,200,114.1,27.6,8,29,89,,12.8,10,0.18899999999999997,10,0.4,4,58.1,36,0.606,16.3,14,43,0.535,23,0.5710000000000001,12,"Kiefer Lakefront Arena, New Orleans , Louisiana",INCARNATE-WORD,Incarnate Word,78.0,Home,NEW-ORLEANS,New Orleans,New Orleans,southland,20,True,False,True,Home,True,4,23,53,36,62,6,14,46,1,0,112,413,1196,0.48578595317725753,631,1294,0.48763523956723337,124,372,1144,0.48776223776223776,0.55
21,2019-02-06-19-northwestern-state,55.6,15,6.1,3,90.1,65.6,21,0.436,70,0.386,27,0.371,26,0.769,20,9,225,100.0,31.0,13,18,81,,17.3,14,0.214,15,0.467,7,45.9,34,0.49200000000000005,11.9,11,55,0.364,20,0.591,13,"February 6, 2019",46.7,14,18.2,10,100.0,69.0,29,0.525,59,0.508,30,0.35600000000000004,21,0.524,11,15,225,90.1,34.4,11,21,73,,11.1,9,0.16899999999999998,10,0.2,2,54.1,40,0.529,25.2,23,49,0.5710000000000001,28,0.348,8,"Prather Coliseum, Natchitoches, Louisiana",NORTHWESTERN-STATE,Northwestern State,71.7,Away,NEW-ORLEANS,New Orleans,New Orleans,southland,21,False,False,False,Away,True,7,20,70,34,74,2,28,59,1,0,116,436,1249,0.48839071257005606,667,1356,0.4918879056047198,130,386,1190,0.48823529411764705,0.5714285714285714
22,2019-02-09-17-new-orleans,79.2,19,12.8,5,96.9,58.1,18,0.536,56,0.429,24,0.161,9,0.444,4,12,200,98.5,26.5,9,16,64,,10.8,7,0.446,25,0.48,12,41.5,27,0.531,16.7,12,31,0.387,12,0.478,11,"February 9, 2019",44.0,11,19.4,6,98.5,73.5,25,0.48200000000000004,56,0.446,25,0.268,15,0.6,9,10,200,96.9,41.9,13,14,63,,7.7,5,0.304,17,0.235,4,58.5,38,0.499,20.4,16,39,0.5379999999999999,21,0.565,13,"Kiefer Lakefront Arena, New Orleans , Louisiana",NEW-ORLEANS,New Orleans,64.7,Away,NICHOLLS-STATE,Nicholls State,New Orleans,southland,22,False,True,True,Home,False,4,21,56,38,65,12,12,56,0,1,123,456,1319,0.48559514783927216,701,1430,0.4902097902097902,132,414,1249,0.4899919935948759,0.5909090909090909
23,2019-02-16-17-new-orleans,42.9,9,5.6,2,98.6,83.3,20,0.431,51,0.41200000000000003,21,0.41200000000000003,21,0.667,14,15,200,84.1,33.3,11,22,58,,7.2,5,0.275,14,0.14300000000000002,2,54.4,31,0.47600000000000003,24.0,19,37,0.514,19,0.4,10,"February 16, 2019",57.1,12,16.2,6,84.1,66.7,22,0.511,47,0.447,21,0.511,24,0.833,20,10,200,98.6,16.7,4,20,68,,8.7,6,0.23399999999999999,11,0.545,6,45.6,26,0.5820000000000001,19.6,14,36,0.41700000000000004,15,0.583,14,"Kiefer Lakefront Arena, New Orleans , Louisiana",TEXAS-AM-CORPUS-CHRISTI,Texas A&M-Corpus Christi,68.7,Home,NEW-ORLEANS,New Orleans,New Orleans,southland,23,True,False,True,Home,True,6,15,47,26,57,2,19,51,1,0,127,477,1375,0.48545454545454547,739,1495,0.494314381270903,144,426,1305,0.49195402298850577,0.5652173913043478
24,2019-02-20-20-new-orleans,36.0,9,12.0,3,132.8,59.1,13,0.415,65,0.385,25,0.33799999999999997,22,0.636,14,14,200,101.5,47.5,19,15,68,,13.4,9,0.32299999999999995,21,0.19,4,51.6,32,0.451,12.8,11,44,0.47700000000000004,21,0.48100000000000004,13,"February 20, 2019",69.0,20,15.9,7,101.5,52.5,21,0.75,48,0.604,29,0.542,26,0.654,17,10,200,132.8,40.9,9,21,89,,7.5,5,0.479,23,0.609,14,48.4,30,0.737,20.2,15,25,0.6,15,0.6,15,"Kiefer Lakefront Arena, New Orleans , Louisiana",SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,66.9,Home,NEW-ORLEANS,New Orleans,New Orleans,southland,24,True,False,True,Home,True,14,15,48,30,62,4,21,65,1,0,133,492,1422,0.48628691983122363,765,1552,0.49291237113402064,146,445,1356,0.4896755162241888,0.5833333333333334
25,2019-02-23-16-mcneese-state,45.5,10,0.0,0,75.0,89.7,26,0.40399999999999997,57,0.386,22,0.298,17,0.8240000000000001,14,10,200,88.2,20.0,7,18,60,,11.8,8,0.21100000000000002,12,0.16699999999999998,2,51.6,33,0.461,13.4,10,45,0.444,20,0.615,16,"February 23, 2019",77.8,14,6.7,3,88.2,80.0,28,0.424,46,0.391,18,0.37,17,0.706,12,19,200,75.0,10.3,3,16,51,,4.4,3,0.391,18,0.16699999999999998,3,48.4,31,0.47200000000000003,23.0,16,28,0.536,15,0.29600000000000004,8,"H&HP Complex, Lake Charles, Louisiana",MCNEESE-STATE,McNeese State,67.6,Away,NEW-ORLEANS,New Orleans,New Orleans,southland,25,False,False,False,Away,True,2,20,57,33,64,3,15,46,1,0,147,507,1470,0.49489795918367346,795,1614,0.49256505576208176,150,466,1421,0.48627726952850103,0.6
26,2019-02-27-20-new-orleans,65.2,15,7.1,2,85.7,79.2,19,0.49200000000000005,59,0.39,23,0.254,15,0.867,13,9,200,101.4,41.9,13,19,71,,12.9,9,0.441,26,0.462,12,58.2,32,0.537,21.5,18,33,0.33299999999999996,11,0.69,20,"February 27, 2019",76.2,16,21.2,7,101.4,58.1,18,0.5,47,0.447,21,0.40399999999999997,19,0.684,13,11,200,85.7,20.8,5,18,60,,10.0,7,0.40399999999999997,19,0.263,5,41.8,23,0.535,24.5,18,28,0.5710000000000001,16,0.593,16,"Kiefer Lakefront Arena, New Orleans , Louisiana",NEW-ORLEANS,New Orleans,70.1,Away,SAM-HOUSTON-STATE,Sam Houston State,New Orleans,southland,26,False,True,True,Home,False,5,16,47,23,55,12,11,59,0,1,149,527,1527,0.491486574983628,828,1678,0.4934445768772348,153,481,1467,0.4843217450579414,0.6153846153846154
