,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,ALBANY-NY_homegame,ALBANY-NY_homegame2,ALBANY-NY_home,ALBANY-NY_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-15-15-albany-ny,68.2,15,11.1,4,80.0,85.7,36,0.48100000000000004,53,0.415,22,0.302,16,0.625,10,5,200,93.8,22.2,6,18,61,,1.5,1,0.45299999999999996,24,0.292,7,60.9,42,0.503,15.5,11,29,0.517,15,0.615,8,"December 15, 2018",38.9,7,6.9,2,93.8,77.8,21,0.36700000000000005,60,0.3,18,0.233,14,0.5710000000000001,8,8,200,80.0,14.3,6,16,52,,6.2,4,0.4,24,0.33299999999999996,8,39.1,27,0.39,5.7,4,36,0.278,10,0.273,3,"SEFCU Arena, Albany, New York",ALBANY-NY,Albany (NY),65.1,Away,DARTMOUTH,Dartmouth,Albany (NY),america-east,10,False,True,True,Home,False,8,10,60,27,69,7,15,53,0,1,85,152,572,0.48863636363636365,324,642,0.5046728971962616,85,181,577,0.5346620450606586,0.3
11,2018-12-18-19-providence,33.3,5,5.1,2,100.0,68.8,22,0.36,50,0.3,15,0.26,13,0.5379999999999999,7,9,200,58.9,14.7,5,27,43,,8.2,6,0.5,25,0.24,6,40.9,27,0.38299999999999995,28.3,22,25,0.36,9,0.25,3,"December 18, 2018",50.0,12,16.0,4,58.9,85.3,29,0.474,57,0.42100000000000004,24,0.42100000000000004,24,0.792,19,3,200,100.0,31.3,10,17,73,,12.3,9,0.316,18,0.33299999999999996,6,59.1,39,0.534,17.2,14,39,0.462,18,0.75,9,"Dunkin' Donuts Center, Providence, Rhode Island",ALBANY-NY,Albany (NY),72.8,Home,PROVIDENCE,Providence,Albany (NY),america-east,11,False,False,False,Away,False,6,9,50,27,66,6,18,57,0,1,93,162,632,0.47705696202531644,351,711,0.4936708860759494,92,196,630,0.5301587301587302,0.2727272727272727
12,2018-12-20-19-albany-ny,66.7,18,10.0,2,113.2,66.7,14,0.517,58,0.466,27,0.22399999999999998,13,0.5379999999999999,7,9,200,98.5,23.3,7,27,67,,16.2,11,0.31,18,0.33299999999999996,6,41.2,21,0.522,16.9,13,40,0.525,21,0.182,2,"December 20, 2018",80.0,16,10.0,4,98.5,76.7,23,0.613,40,0.5,20,0.875,35,0.8,28,9,200,113.2,33.3,7,18,77,,10.3,7,0.5,20,0.45,9,58.8,30,0.68,22.4,16,20,0.55,11,0.308,4,"SEFCU Arena, Albany, New York",MANHATTAN,Manhattan,67.9,Home,ALBANY-NY,Albany (NY),Albany (NY),america-east,12,True,False,True,Home,True,9,11,40,30,51,6,21,58,1,0,99,171,682,0.46847507331378296,378,777,0.4864864864864865,98,214,687,0.5254730713245997,0.25
13,2018-12-28-19-kent-state,37.5,9,7.9,3,100.0,82.9,29,0.528,53,0.45299999999999996,24,0.28300000000000003,15,0.8,12,10,200,97.1,19.2,5,18,68,,2.9,2,0.434,23,0.348,8,55.7,34,0.565,20.1,15,30,0.5329999999999999,16,0.28600000000000003,4,"December 28, 2018",50.0,12,16.7,5,97.1,80.8,21,0.45,60,0.4,24,0.33299999999999996,20,0.8,16,2,200,100.0,17.1,6,15,70,,14.3,10,0.36700000000000005,22,0.273,6,44.3,27,0.504,8.0,6,38,0.474,18,0.833,10,"Memorial Athletic & Convocation Center, Kent, Ohio",ALBANY-NY,Albany (NY),69.8,Home,KENT-STATE,Kent State,Albany (NY),america-east,13,False,False,False,Away,False,8,16,53,34,61,6,18,60,0,1,108,182,722,0.47645429362880887,408,828,0.4927536231884058,104,235,745,0.5248322147651007,0.3076923076923077
14,2018-12-31-15-niagara,44.8,13,0.0,0,101.4,74.4,29,0.531,64,0.45299999999999996,29,0.203,13,0.846,11,10,200,108.2,27.3,9,22,79,,8.2,6,0.43799999999999994,28,0.35700000000000004,10,52.8,38,0.563,14.7,12,36,0.528,19,0.33299999999999996,5,"December 31, 2018",36.4,8,16.7,6,108.2,72.7,24,0.433,60,0.36700000000000005,22,0.5,30,0.733,22,6,200,101.4,25.6,10,17,74,,5.5,4,0.36700000000000005,22,0.364,8,47.2,34,0.498,9.9,8,38,0.368,14,0.5379999999999999,7,"Gallagher Center, Niagara University, New York",NIAGARA,Niagara,72.7,Away,ALBANY-NY,Albany (NY),Albany (NY),america-east,14,False,False,False,Away,True,10,19,64,38,72,8,14,60,1,0,116,198,775,0.48,442,889,0.49718785151856015,110,253,805,0.5192546583850932,0.2857142857142857
15,2019-01-05-19-albany-ny,54.8,17,12.1,4,76.1,87.9,29,0.632,57,0.544,31,0.228,13,0.615,8,4,200,119.4,29.6,8,15,80,,7.5,5,0.456,26,0.385,10,61.7,37,0.633,16.1,12,31,0.677,21,0.733,11,"January 5, 2019",52.6,10,6.5,2,119.4,70.4,19,0.39799999999999996,54,0.35200000000000004,19,0.204,11,0.727,8,11,200,76.1,12.1,4,16,51,,13.4,9,0.389,21,0.23800000000000002,5,38.3,23,0.431,16.9,12,33,0.424,14,0.312,5,"SEFCU Arena, Albany, New York",ALBANY-NY,Albany (NY),67.2,Away,VERMONT,Vermont,Albany (NY),america-east,15,False,True,True,Home,False,5,14,54,23,60,10,21,57,0,1,126,217,839,0.48390941597139453,480,961,0.4994797086368366,118,267,865,0.5132947976878612,0.3333333333333333
16,2019-01-12-15-albany-ny,77.3,17,26.3,5,96.9,77.8,21,0.5489999999999999,51,0.431,22,0.255,13,0.769,10,15,200,103.1,17.2,5,16,66,,15.6,10,0.5489999999999999,28,0.429,12,46.4,26,0.5770000000000001,13.7,9,23,0.435,10,0.16699999999999998,3,"January 12, 2019",65.0,13,4.3,1,103.1,82.8,24,0.52,49,0.408,20,0.408,20,0.55,11,12,200,96.9,22.2,6,15,62,,9.4,6,0.612,30,0.36700000000000005,11,53.6,30,0.53,19.5,14,19,0.474,9,0.294,5,"SEFCU Arena, Albany, New York",ALBANY-NY,Albany (NY),63.8,Away,MAINE,Maine,Albany (NY),america-east,16,False,True,True,Home,False,11,9,49,30,56,12,10,51,0,1,131,231,893,0.4787234042553192,503,1021,0.4926542605288932,128,288,922,0.5206073752711496,0.3125
17,2019-01-16-19-massachusetts-lowell,46.4,13,2.9,1,133.3,66.7,16,0.5710000000000001,56,0.5,28,0.161,9,0.889,8,13,200,114.3,26.9,7,18,72,,6.3,4,0.39299999999999996,22,0.364,8,46.0,23,0.597,16.7,12,34,0.588,20,0.278,5,"January 16, 2019",45.2,14,8.8,3,114.3,73.1,19,0.66,53,0.585,31,0.302,16,0.875,14,9,200,133.3,33.3,8,17,84,,4.8,3,0.358,19,0.42100000000000004,8,54.0,27,0.693,13.0,9,34,0.6759999999999999,23,0.526,10,"Costello Athletic Center, Lowell, Massachusetts",ALBANY-NY,Albany (NY),63.4,Home,MASSACHUSETTS-LOWELL,UMass-Lowell,Albany (NY),america-east,17,False,False,False,Away,False,8,20,56,23,50,8,23,53,0,1,142,240,942,0.48089171974522293,533,1077,0.4948932219127205,140,298,973,0.5220966084275437,0.29411764705882354
18,2019-01-19-13-maryland-baltimore-county,57.1,12,2.6,1,97.0,85.3,29,0.5,52,0.40399999999999997,21,0.327,17,0.706,12,14,225,95.5,23.3,7,19,64,,6.0,4,0.5579999999999999,29,0.345,10,56.3,36,0.5329999999999999,17.9,13,23,0.478,11,0.263,5,"January 19, 2019",41.7,10,4.3,1,95.5,76.7,23,0.48200000000000004,56,0.429,24,0.268,15,0.733,11,9,225,97.0,14.7,5,18,65,,10.4,7,0.321,18,0.33299999999999996,6,43.8,28,0.515,13.8,10,38,0.474,18,0.55,11,"UMBC Event Center, Baltimore, Maryland",ALBANY-NY,Albany (NY),59.6,Home,MARYLAND-BALTIMORE-COUNTY,UMBC,Albany (NY),america-east,18,False,False,False,Away,False,10,11,52,36,64,6,18,56,0,1,150,260,998,0.48597194388777554,556,1127,0.4933451641526176,148,321,1026,0.5292397660818714,0.2777777777777778
19,2019-01-23-19-albany-ny,46.2,12,16.7,6,95.7,63.4,26,0.47600000000000003,62,0.419,26,0.226,14,0.5710000000000001,8,3,225,97.1,32.4,12,13,67,,7.2,5,0.355,22,0.318,7,48.7,38,0.488,16.0,13,40,0.475,19,0.85,17,"January 23, 2019",82.6,19,10.0,4,97.1,67.6,25,0.40299999999999997,67,0.34299999999999997,23,0.239,16,0.75,12,15,225,95.7,36.6,15,14,66,,10.1,7,0.46299999999999997,31,0.258,8,51.3,40,0.442,9.8,8,36,0.41700000000000004,15,0.25,5,"SEFCU Arena, Albany, New York",ALBANY-NY,Albany (NY),61.0,Away,STONY-BROOK,Stony Brook,Albany (NY),america-east,19,False,True,True,Home,False,8,15,67,40,78,7,19,62,0,1,160,271,1050,0.4866666666666667,592,1191,0.49706129303106633,154,339,1082,0.5268022181146026,0.2631578947368421
20,2019-01-26-15-albany-ny,66.7,16,14.8,4,112.0,69.2,18,0.578,51,0.47100000000000003,24,0.51,26,0.6920000000000001,18,11,200,102.7,21.4,6,22,77,,12.0,9,0.451,23,0.478,11,44.4,24,0.608,20.4,16,28,0.46399999999999997,13,0.47600000000000003,10,"January 26, 2019",64.0,16,10.7,3,102.7,78.6,22,0.5770000000000001,52,0.48100000000000004,25,0.635,33,0.727,24,15,200,112.0,30.8,8,22,84,,13.3,10,0.48100000000000004,25,0.4,10,55.6,30,0.621,19.4,16,27,0.556,15,0.28600000000000003,6,"SEFCU Arena, Albany, New York",HARTFORD,Hartford,74.5,Home,ALBANY-NY,Albany (NY),Albany (NY),america-east,20,True,False,True,Home,True,10,15,52,30,54,11,13,51,1,0,168,286,1117,0.4816472694717995,632,1269,0.4980299448384555,161,358,1144,0.5240384615384616,0.25
21,2019-01-30-19-new-hampshire,44.4,8,3.7,1,62.7,67.6,25,0.469,48,0.375,18,0.479,23,0.7390000000000001,17,15,200,92.5,19.4,6,22,62,,10.4,7,0.479,23,0.391,9,45.6,31,0.526,17.1,12,25,0.36,9,0.318,7,"January 30, 2019",30.8,4,8.0,2,92.5,80.6,25,0.306,54,0.24100000000000002,13,0.33299999999999996,18,0.5,9,17,200,62.7,32.4,12,19,42,,3.0,2,0.5,27,0.259,7,54.4,37,0.336,22.5,18,27,0.222,6,0.15,3,"Lundholm Gymnasium, Durham, New Hampshire",NEW-HAMPSHIRE,New Hampshire,66.7,Away,ALBANY-NY,Albany (NY),Albany (NY),america-east,21,False,False,False,Away,True,9,9,48,31,68,7,6,54,1,0,178,301,1169,0.48588537211291705,662,1323,0.5003779289493575,172,371,1195,0.5263598326359833,0.2857142857142857
22,2019-02-02-19-albany-ny,52.9,9,10.3,3,97.0,71.4,25,0.415,47,0.36200000000000004,17,0.447,21,0.524,11,17,200,75.8,6.5,2,13,50,,10.6,7,0.36200000000000004,17,0.294,5,40.9,27,0.439,17.6,12,30,0.4,12,0.261,6,"February 2, 2019",70.8,17,3.3,1,75.8,93.5,29,0.49200000000000005,61,0.39299999999999996,24,0.14800000000000002,9,0.444,4,15,200,97.0,28.6,10,18,64,,9.1,6,0.525,32,0.375,12,59.1,39,0.49,13.3,10,29,0.414,12,0.348,8,"SEFCU Arena, Albany, New York",BINGHAMTON,Binghamton,66.1,Home,ALBANY-NY,Albany (NY),Albany (NY),america-east,22,True,False,True,Home,True,12,12,61,39,66,5,12,47,1,0,187,310,1217,0.48520953163516845,693,1391,0.4982027318475917,179,377,1249,0.5168134507606085,0.3181818181818182
23,2019-02-09-14-vermont,50.0,9,2.9,1,106.3,69.0,20,0.449,49,0.36700000000000005,18,0.184,9,0.556,5,16,200,77.8,21.2,7,13,49,,11.1,7,0.408,20,0.4,8,43.5,27,0.46,22.1,15,29,0.345,10,0.33299999999999996,8,"February 9, 2019",50.0,12,24.1,7,77.8,78.8,26,0.49200000000000005,59,0.40700000000000003,24,0.153,9,1.0,9,5,200,106.3,31.0,9,13,67,,9.5,6,0.424,25,0.4,10,56.5,35,0.529,14.9,11,34,0.41200000000000003,14,0.792,19,"Roy L. Patrick Gymnasium, Burlington, Vermont",ALBANY-NY,Albany (NY),63.3,Home,VERMONT,Vermont,Albany (NY),america-east,23,False,False,False,Away,False,8,10,49,27,62,10,14,59,0,1,199,322,1278,0.4855242566510172,732,1457,0.5024021962937543,184,389,1296,0.5131172839506173,0.34782608695652173
24,2019-02-13-19-albany-ny,61.8,21,17.1,6,74.0,81.6,31,0.644,59,0.5760000000000001,34,0.22,13,0.769,10,12,200,117.8,39.1,9,15,86,,12.3,9,0.35600000000000004,21,0.381,8,65.6,40,0.66,21.8,18,38,0.684,26,0.5379999999999999,14,"February 13, 2019",78.3,18,10.5,4,117.8,60.9,14,0.41,61,0.377,23,0.16399999999999998,10,0.4,4,17,200,74.0,18.4,7,15,54,,13.7,10,0.426,26,0.154,4,34.4,21,0.41100000000000003,17.6,14,35,0.5429999999999999,19,0.32,8,"SEFCU Arena, Albany, New York",ALBANY-NY,Albany (NY),73.5,Away,MASSACHUSETTS-LOWELL,UMass-Lowell,Albany (NY),america-east,24,False,True,True,Home,False,4,19,61,21,61,8,26,59,0,1,207,332,1327,0.4841748304446119,759,1519,0.49967083607636603,194,403,1355,0.5121771217712177,0.3333333333333333
25,2019-02-17-13-maine,68.2,15,0.0,0,84.4,85.2,23,0.531,49,0.449,22,0.265,13,0.846,11,17,200,98.4,29.2,7,14,63,,12.5,8,0.469,23,0.348,8,58.8,30,0.5710000000000001,20.4,14,26,0.5379999999999999,14,0.34600000000000003,9,"February 17, 2019",69.6,16,23.1,6,98.4,70.8,17,0.48,51,0.451,23,0.157,8,0.625,5,22,200,84.4,14.8,4,16,54,,9.4,6,0.235,12,0.25,3,41.2,21,0.493,22.7,16,39,0.513,20,0.185,5,"Cross Insurance Center, Bangor, Maine",MAINE,Maine,64.5,Away,ALBANY-NY,Albany (NY),Albany (NY),america-east,25,False,False,False,Away,True,8,14,49,30,51,3,20,51,1,0,211,351,1388,0.4809077809798271,780,1580,0.4936708860759494,202,429,1414,0.5176803394625177,0.32
26,2019-02-21-19-stony-brook,50.0,11,16.3,7,93.3,70.0,28,0.519,53,0.415,22,0.509,27,0.7040000000000001,19,17,200,98.7,26.7,8,22,74,,8.0,6,0.509,27,0.40700000000000003,11,51.4,36,0.562,19.8,16,26,0.423,11,0.37,10,"February 21, 2019",46.2,12,7.7,2,98.7,73.3,22,0.43799999999999994,65,0.4,26,0.369,24,0.542,13,6,200,93.3,30.0,12,22,70,,8.0,6,0.33799999999999997,22,0.22699999999999998,5,48.6,34,0.45799999999999996,12.7,11,43,0.488,21,0.778,21,"Island Federal Credit Union, Stony Brook, New York",STONY-BROOK,Stony Brook,74.6,Away,ALBANY-NY,Albany (NY),Albany (NY),america-east,26,False,False,False,Away,True,11,11,53,36,70,5,21,65,1,0,219,365,1437,0.4826026443980515,810,1631,0.49662783568362967,205,449,1465,0.5163822525597269,0.34615384615384615
