,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,VILLANOVA_homegame,VILLANOVA_homegame2,VILLANOVA_home,VILLANOVA_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-11-19-pennsylvania,25.0,6,3.4,1,118.2,62.5,15,0.594,48,0.5,24,0.563,27,0.667,18,3,200,113.6,25.0,6,27,75,17.0,7.6,5,0.542,26,0.34600000000000003,9,43.8,21,0.617,15.5,11,22,0.682,15,0.727,8,"December 11, 2018",65.2,15,4.5,1,113.6,75.0,18,0.589,45,0.511,23,0.8220000000000001,37,0.6759999999999999,25,2,200,118.2,37.5,9,22,78,,7.6,5,0.35600000000000004,16,0.43799999999999994,7,56.3,27,0.623,17.5,13,29,0.552,16,0.818,9,"The Palestra, Philadelphia, Pennsylvania",VILLANOVA,Villanova,66.2,Home,PENNSYLVANIA,Penn,Villanova,big-east,10,False,False,False,Away,False,9,15,48,21,48,7,16,45,0,1,102,150,572,0.5297202797202797,347,611,0.5679214402618658,62,178,561,0.483065953654189,0.8
11,2018-12-15-12-kansas,33.3,8,6.5,2,110.4,65.2,15,0.475,59,0.40700000000000003,24,0.322,19,0.789,15,4,200,106.0,30.3,10,21,71,17.0,7.5,5,0.475,28,0.28600000000000003,8,44.6,25,0.522,11.8,9,31,0.516,16,0.667,8,"December 15, 2018",39.1,9,6.5,2,106.0,69.7,23,0.5539999999999999,46,0.5,23,0.652,30,0.767,23,0,200,110.4,34.8,8,19,74,1.0,6.0,4,0.326,15,0.33299999999999996,5,55.4,31,0.614,19.1,14,31,0.581,18,1.0,9,"Allen Fieldhouse, Lawrence, Kansas",VILLANOVA,Villanova,66.6,Home,KANSAS,Kansas,Villanova,big-east,11,False,False,False,Away,False,8,16,59,25,56,5,18,46,0,1,111,165,620,0.5346774193548387,368,659,0.5584218512898331,69,194,606,0.4909240924092409,0.7272727272727273
12,2018-12-22-12-villanova,50.0,11,20.8,5,114.1,69.6,16,0.47200000000000003,54,0.40700000000000003,22,0.259,14,0.5,7,4,200,81.7,15.2,5,21,58,,7.0,5,0.33299999999999996,18,0.389,7,37.5,21,0.478,21.0,16,36,0.41700000000000004,15,0.6920000000000001,9,"December 22, 2018",74.1,20,5.6,2,81.7,84.8,28,0.7020000000000001,47,0.574,27,0.511,24,0.625,15,4,200,114.1,30.4,7,18,81,,12.7,9,0.489,23,0.522,12,62.5,35,0.693,24.8,19,24,0.625,15,0.6920000000000001,9,"Madison Square Garden (IV), New York, New York",CONNECTICUT,UConn,71.0,Home,VILLANOVA,Villanova,Villanova,big-east,12,True,False,True,Home,True,12,15,47,35,56,7,15,54,1,0,119,181,679,0.5294550810014728,393,715,0.5496503496503496,74,212,652,0.495398773006135,0.6666666666666666
13,2019-01-02-20-villanova,60.7,17,8.7,2,110.6,84.4,27,0.604,53,0.528,28,0.113,6,0.667,4,5,200,103.0,31.8,7,16,68,,4.5,3,0.377,20,0.4,8,63.0,34,0.609,24.4,18,33,0.606,20,0.615,8,"January 2, 2019",60.9,14,3.0,1,103.0,68.2,15,0.518,55,0.418,23,0.327,18,0.889,16,4,200,110.6,15.6,5,13,73,,12.1,8,0.5820000000000001,32,0.344,11,37.0,20,0.574,8.7,6,23,0.522,12,0.7140000000000001,10,"Finneran Pavilion, Villanova, Pennsylvania",DEPAUL,DePaul,65.7,Home,VILLANOVA,Villanova,Villanova,big-east,13,True,False,True,Home,True,11,12,55,20,54,8,20,53,1,0,131,196,726,0.540633608815427,428,771,0.5551232166018158,81,227,706,0.4936260623229462,0.6923076923076923
14,2019-01-05-14-providence,34.8,8,6.1,2,89.4,64.3,27,0.52,51,0.451,23,0.294,15,0.8,12,4,200,98.5,21.4,6,25,65,,12.1,8,0.431,22,0.318,7,47.1,33,0.5589999999999999,18.4,13,29,0.552,16,0.733,11,"January 5, 2019",55.0,11,10.3,3,98.5,78.6,22,0.397,58,0.345,20,0.431,25,0.52,13,5,200,89.4,35.7,15,16,59,,9.1,6,0.431,25,0.24,6,52.9,37,0.42200000000000004,14.8,12,33,0.424,14,0.667,10,"Dunkin' Donuts Center, Providence, Rhode Island",PROVIDENCE,Providence,66.0,Away,VILLANOVA,Villanova,Villanova,big-east,14,False,False,False,Away,True,7,16,51,33,70,6,14,58,1,0,142,208,781,0.5390524967989757,448,825,0.5430303030303031,89,247,759,0.5013175230566534,0.7142857142857143
15,2019-01-08-19-villanova,65.4,17,9.1,2,113.4,71.0,22,0.5329999999999999,61,0.426,26,0.131,8,0.75,6,2,200,106.0,14.7,5,18,71,24.0,9.0,6,0.574,35,0.371,13,41.5,27,0.5479999999999999,11.0,8,26,0.5,13,0.875,14,"January 8, 2019",58.3,14,7.7,2,106.0,85.3,29,0.556,54,0.444,24,0.40700000000000003,22,0.727,16,4,200,113.4,29.0,9,10,76,,7.5,5,0.593,32,0.375,12,58.5,38,0.59,13.6,10,22,0.545,12,0.75,12,"Finneran Pavilion, Villanova, Pennsylvania",ST-JOHNS-NY,St. John's (NY),66.6,Home,VILLANOVA,Villanova,Villanova,big-east,15,True,False,True,Home,True,12,12,54,38,65,13,13,61,1,0,149,224,832,0.5378605769230769,481,895,0.5374301675977654,95,261,817,0.4938800489596083,0.7333333333333333
16,2019-01-13-12-creighton,64.5,20,7.4,2,108.3,81.3,26,0.638,58,0.534,31,0.32799999999999996,19,0.8420000000000001,16,4,200,125.0,19.2,5,13,90,,11.1,8,0.466,27,0.444,12,53.4,31,0.6709999999999999,11.9,9,31,0.613,19,0.765,13,"January 13, 2019",82.1,23,6.5,2,125.0,80.8,21,0.565,62,0.452,28,0.145,9,0.889,8,7,200,108.3,18.8,6,20,78,,9.7,7,0.565,35,0.4,14,46.6,27,0.588,15.4,12,27,0.519,14,0.588,10,"CenturyLink Center, Omaha, Nebraska",CREIGHTON,Creighton,71.7,Away,VILLANOVA,Villanova,Villanova,big-east,16,False,False,False,Away,True,12,19,58,31,58,14,14,62,1,0,161,236,886,0.5389390519187359,519,960,0.540625,108,274,878,0.49658314350797267,0.75
17,2019-01-18-20-villanova,57.1,16,3.8,1,128.8,62.1,18,0.484,64,0.43799999999999994,28,0.313,20,0.65,13,8,200,113.6,39.5,15,12,75,,7.6,5,0.281,18,0.33299999999999996,6,49.3,33,0.51,8.8,7,46,0.478,22,0.579,11,"January 18, 2019",70.0,21,4.3,2,113.6,60.5,23,0.625,60,0.5,30,0.267,16,0.625,10,4,200,128.8,37.9,11,19,85,22.0,6.1,4,0.5670000000000001,34,0.441,15,50.7,34,0.629,13.0,10,26,0.5770000000000001,15,0.778,14,"Wells Fargo Center, Philadelphia, Pennsylvania",XAVIER,Xavier,66.1,Home,VILLANOVA,Villanova,Villanova,big-east,17,True,False,True,Home,True,15,15,60,34,67,6,22,64,1,0,173,255,944,0.545021186440678,550,1018,0.5402750491159135,122,288,940,0.5010638297872341,0.7647058823529411
18,2019-01-22-19-butler,46.2,12,9.7,3,116.1,76.9,20,0.604,53,0.491,26,0.34,18,0.889,16,4,200,129.0,36.0,9,12,80,18.0,4.8,3,0.491,26,0.462,12,56.9,29,0.65,11.6,8,27,0.519,14,0.789,15,"January 22, 2019",44.8,13,3.7,1,129.0,64.0,16,0.575,60,0.483,29,0.083,5,0.6,3,8,200,116.1,23.1,6,15,72,,3.2,2,0.483,29,0.379,11,43.1,22,0.5770000000000001,11.4,8,31,0.581,18,0.6,12,"Hinkle Fieldhouse, Indianapolis, Indiana",BUTLER,Butler,62.5,Away,VILLANOVA,Villanova,Villanova,big-east,18,False,False,False,Away,True,12,14,53,29,51,11,18,60,1,0,188,270,1004,0.549800796812749,584,1085,0.5382488479262673,128,310,1004,0.5,0.7777777777777778
19,2019-01-27-14-villanova,55.6,10,18.8,3,115.9,70.0,21,0.413,52,0.34600000000000003,18,0.26899999999999996,14,0.643,9,8,200,75.4,21.2,7,16,52,,11.6,8,0.442,23,0.304,7,44.4,28,0.44299999999999995,22.6,17,29,0.379,11,0.6,12,"January 27, 2019",57.1,16,13.8,4,75.4,78.8,26,0.629,58,0.483,28,0.22399999999999998,13,0.5379999999999999,7,4,200,115.9,30.0,9,16,80,18.0,13.0,9,0.7240000000000001,42,0.405,17,55.6,35,0.623,18.0,14,16,0.688,11,0.8,16,"Wells Fargo Center, Philadelphia, Pennsylvania",SETON-HALL,Seton Hall,68.9,Home,VILLANOVA,Villanova,Villanova,big-east,19,True,False,True,Home,True,17,11,58,35,63,7,11,52,1,0,200,284,1057,0.5525070955534531,613,1136,0.539612676056338,139,328,1064,0.5042293233082706,0.7894736842105263
20,2019-01-30-20-depaul,51.6,16,5.7,2,117.5,84.0,21,0.583,66,0.47,31,0.22699999999999998,15,0.6,9,4,200,136.5,36.8,14,14,86,14.0,7.9,5,0.53,35,0.429,15,55.6,35,0.588,1.4,1,31,0.516,16,0.81,17,"January 30, 2019",55.6,15,12.9,4,136.5,63.2,24,0.598,51,0.529,27,0.33299999999999996,17,0.765,13,9,200,117.5,16.0,4,17,74,,1.6,1,0.314,16,0.43799999999999994,7,44.4,28,0.626,15.8,11,35,0.5710000000000001,20,0.55,11,"Wintrust Arena, Chicago, Illinois",DEPAUL,DePaul,63.1,Away,VILLANOVA,Villanova,Villanova,big-east,20,False,False,False,Away,True,15,16,66,35,63,7,20,51,1,0,217,295,1115,0.5565022421524664,648,1199,0.5404503753127606,146,339,1116,0.5,0.8
21,2019-02-03-12-villanova,69.6,16,11.5,3,104.1,81.3,26,0.397,68,0.33799999999999997,23,0.265,18,0.611,11,8,200,87.8,20.9,9,27,65,,6.8,5,0.382,26,0.308,8,46.7,35,0.425,7.3,6,42,0.35700000000000004,15,0.636,14,"February 3, 2019",54.2,13,7.1,3,87.8,79.1,34,0.5,57,0.42100000000000004,24,0.544,31,0.645,20,4,200,104.1,18.8,6,18,77,14.0,5.4,4,0.544,31,0.29,9,53.3,40,0.537,10.2,8,26,0.5770000000000001,15,0.818,18,"Wells Fargo Center, Philadelphia, Pennsylvania",GEORGETOWN,Georgetown,73.6,Home,VILLANOVA,Villanova,Villanova,big-east,21,True,False,True,Home,True,9,15,57,40,75,8,15,68,1,0,232,311,1181,0.5580016934801016,683,1262,0.5412044374009509,153,359,1167,0.5042844901456727,0.8095238095238095
22,2019-02-06-20-villanova,33.3,8,9.1,2,106.5,67.6,23,0.5,53,0.45299999999999996,24,0.17,9,0.667,6,10,225,95.2,23.1,6,21,59,,3.2,2,0.321,17,0.294,5,48.3,29,0.515,16.2,11,36,0.528,19,0.565,13,"February 6, 2019",66.7,14,11.1,4,95.2,76.9,20,0.46399999999999997,56,0.375,21,0.39299999999999996,22,0.636,14,4,225,106.5,32.4,11,12,66,14.0,8.1,5,0.607,34,0.294,10,51.7,31,0.49700000000000005,8.4,6,22,0.5,11,0.826,19,"Finneran Pavilion, Villanova, Pennsylvania",CREIGHTON,Creighton,55.0,Home,VILLANOVA,Villanova,Villanova,big-east,22,True,False,True,Home,True,10,11,56,31,60,5,19,53,1,0,241,326,1238,0.5553311793214862,723,1337,0.5407629020194465,161,374,1235,0.4983805668016194,0.8181818181818182
23,2019-02-09-14-marquette,43.5,10,9.1,3,106.5,76.9,20,0.48200000000000004,57,0.40399999999999997,23,0.263,15,0.667,10,5,200,104.8,25.0,8,10,65,14.0,14.5,9,0.509,29,0.31,9,48.3,28,0.507,9.9,7,28,0.5,14,0.792,19,"February 9, 2019",50.0,13,7.1,2,104.8,75.0,24,0.578,51,0.51,26,0.196,10,0.7,7,4,200,106.5,23.1,6,14,66,10.0,6.5,4,0.353,18,0.389,7,51.7,30,0.5920000000000001,17.8,12,33,0.5760000000000001,19,0.833,20,"Fiserv Forum, Milwaukee, Wisconsin",VILLANOVA,Villanova,62.4,Home,MARQUETTE,Marquette,Villanova,big-east,23,False,False,False,Away,False,9,14,57,28,58,7,19,51,0,1,251,337,1294,0.5513910355486863,754,1397,0.5397279885468862,166,393,1288,0.4984472049689441,0.8260869565217391
24,2019-02-13-18-villanova,70.8,17,0.0,0,125.0,70.4,19,0.474,57,0.42100000000000004,24,0.281,16,0.813,13,11,200,98.5,40.7,11,23,67,,8.8,6,0.368,21,0.28600000000000003,6,55.6,30,0.519,17.9,14,36,0.5,18,0.56,14,"February 13, 2019",67.9,19,13.9,5,98.5,59.3,16,0.611,54,0.519,28,0.48100000000000004,26,0.731,19,5,200,125.0,29.6,8,20,85,13.0,7.4,5,0.426,23,0.435,10,44.4,24,0.6409999999999999,14.4,11,31,0.581,18,0.8,20,"Finneran Pavilion, Villanova, Pennsylvania",PROVIDENCE,Providence,68.5,Home,VILLANOVA,Villanova,Villanova,big-east,24,True,False,True,Home,True,10,18,54,24,54,6,18,57,1,0,260,351,1351,0.5484826054774241,782,1455,0.5374570446735395,173,412,1339,0.5014936519790889,0.7916666666666666
25,2019-02-17-17-st-johns-ny,77.8,14,3.0,1,100.0,80.0,32,0.435,54,0.33299999999999996,18,0.444,24,0.75,18,6,200,91.5,27.0,10,23,65,13.0,7.0,5,0.648,35,0.314,11,54.5,42,0.49700000000000005,19.9,16,19,0.368,7,0.769,20,"February 17, 2019",52.6,10,10.5,2,91.5,73.0,27,0.41100000000000003,56,0.33899999999999997,19,0.589,33,0.758,25,7,200,100.0,20.0,8,19,71,,11.3,8,0.41100000000000003,23,0.348,8,45.5,35,0.495,9.0,7,33,0.33299999999999996,11,0.731,19,"Madison Square Garden (IV), New York, New York",VILLANOVA,Villanova,71.0,Home,ST-JOHNS-NY,St. John's (NY),Villanova,big-east,25,False,False,False,Away,False,11,7,54,42,77,8,11,56,0,1,270,369,1405,0.5508896797153024,806,1509,0.534128561961564,179,430,1396,0.5003581661891118,0.8
26,2019-02-20-18-georgetown,64.0,16,6.9,2,121.4,67.9,19,0.45399999999999996,65,0.385,25,0.292,19,0.737,14,7,200,104.3,28.2,11,19,73,17.0,8.6,6,0.585,38,0.237,9,44.8,30,0.493,9.8,8,27,0.593,16,0.741,20,"February 20, 2019",79.3,23,3.7,1,104.3,71.8,28,0.605,57,0.509,29,0.35100000000000003,20,0.8,16,10,200,121.4,32.1,9,19,85,,8.6,6,0.491,28,0.39299999999999996,11,55.2,37,0.639,15.4,12,29,0.621,18,0.615,16,"Capital One Arena, Washington, District of Columbia",VILLANOVA,Villanova,70.3,Home,GEORGETOWN,Georgetown,Villanova,big-east,26,False,False,False,Away,False,9,16,65,30,67,11,18,57,0,1,281,376,1459,0.5466072652501713,848,1586,0.5346784363177806,187,441,1452,0.496900826446281,0.7692307692307693
27,2019-02-24-13-xavier,65.0,13,12.0,3,111.9,79.2,19,0.424,59,0.33899999999999997,20,0.068,4,1.0,4,8,200,91.5,28.2,11,18,54,17.0,8.5,5,0.61,36,0.278,10,47.6,30,0.44299999999999995,11.6,8,23,0.435,10,0.7140000000000001,20,"February 24, 2019",50.0,12,17.4,4,91.5,71.8,28,0.596,47,0.511,24,0.38299999999999995,18,0.556,10,13,200,111.9,20.8,5,13,66,,5.1,3,0.46799999999999997,22,0.364,8,52.4,33,0.594,14.1,9,25,0.64,16,0.536,15,"Cintas Center, Cincinnati, Ohio",VILLANOVA,Villanova,58.7,Home,XAVIER,Xavier,Villanova,big-east,27,False,False,False,Away,False,10,10,59,30,63,8,16,47,0,1,290,392,1524,0.5426509186351706,878,1653,0.5311554748941318,198,459,1509,0.5009940357852882,0.7407407407407407
