,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,SOUTHERN_homegame,SOUTHERN_homegame2,SOUTHERN_home,SOUTHERN_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-15-20-northwestern-state,68.2,15,6.5,2,93.2,76.5,26,0.49,51,0.431,22,0.392,20,0.8,16,10,200,89.2,25.9,7,30,66,,8.1,6,0.21600000000000003,11,0.545,6,54.1,33,0.545,27.8,23,40,0.4,16,0.091,1,"December 15, 2018",52.4,11,2.5,1,89.2,74.1,20,0.479,48,0.43799999999999994,21,0.813,39,0.59,23,8,200,93.2,23.5,8,18,69,,20.3,15,0.354,17,0.235,4,45.9,28,0.519,16.6,13,31,0.5479999999999999,17,0.273,3,"Gold Dome, Shreveport, Louisiana",SOUTHERN,Southern,74.0,Home,NORTHWESTERN-STATE,Northwestern State,Southern,swac,10,False,False,False,Away,False,6,16,51,33,61,4,17,48,0,1,64,184,568,0.49295774647887325,259,582,0.44501718213058417,86,201,545,0.6055045871559633,0.1
11,2018-12-19-15-southern,35.7,10,2.9,1,105.6,76.9,20,0.6629999999999999,46,0.609,28,0.5,23,0.7829999999999999,18,5,200,109.7,25.0,4,23,79,,4.2,3,0.217,10,0.5,5,57.1,24,0.6940000000000001,24.3,18,36,0.639,23,0.583,7,"December 19, 2018",42.3,11,2.8,1,109.7,75.0,12,0.5579999999999999,52,0.5,26,0.442,23,0.7829999999999999,18,11,200,105.6,23.1,6,22,76,,6.9,5,0.34600000000000003,18,0.33299999999999996,6,42.9,18,0.604,20.5,16,34,0.588,20,0.083,1,"F. G. Clark Activity Center, Baton Rouge, Louisiana",SOUTHERN,Southern,71.9,Away,CALIFORNIA-BAPTIST,California Baptist,Southern,swac,11,False,True,True,Home,False,6,20,52,18,42,5,23,46,0,1,70,200,619,0.4927302100161551,292,643,0.45412130637636083,90,218,593,0.5952782462057336,0.09090909090909091
12,2018-12-28-20-marquette,64.3,9,2.6,1,115.1,53.3,16,0.278,54,0.259,14,0.33299999999999996,18,0.611,11,12,200,56.2,14.6,6,22,41,,11.0,8,0.29600000000000004,16,0.125,2,31.0,22,0.32799999999999996,20.5,16,38,0.316,12,0.077,1,"December 28, 2018",37.0,10,10.5,4,56.2,85.4,35,0.525,60,0.45,27,0.5,30,0.7,21,2,200,115.1,46.7,14,18,84,18.0,15.1,11,0.35,21,0.429,9,69.0,49,0.5660000000000001,16.1,14,39,0.462,18,0.846,11,"Fiserv Forum, Milwaukee, Wisconsin",SOUTHERN,Southern,73.4,Home,MARQUETTE,Marquette,Southern,swac,12,False,False,False,Away,False,2,12,54,22,71,9,18,60,0,1,76,220,671,0.4977645305514158,310,685,0.45255474452554745,95,241,639,0.6001564945226917,0.08333333333333333
13,2019-01-05-18-southern,51.6,16,3.0,1,100.0,60.0,21,0.595,58,0.534,31,0.36200000000000004,21,0.619,13,11,200,112.3,21.4,6,23,82,,13.7,10,0.259,15,0.467,7,42.9,27,0.603,12.9,10,43,0.5579999999999999,24,0.214,3,"January 5, 2019",40.7,11,7.0,3,112.3,78.6,22,0.518,56,0.48200000000000004,27,0.5,28,0.536,15,13,200,100.0,40.0,14,24,73,,4.1,3,0.41100000000000003,23,0.174,4,57.1,36,0.527,21.8,19,33,0.6970000000000001,23,0.071,1,"F. G. Clark Activity Center, Baton Rouge, Louisiana",SOUTHERN,Southern,73.1,Away,PRAIRIE-VIEW,Prairie View,Southern,swac,13,False,True,True,Home,False,4,23,56,36,63,7,24,58,0,1,78,232,725,0.48137931034482756,332,756,0.43915343915343913,104,259,699,0.5937052932761088,0.07692307692307693
14,2019-01-07-20-southern,30.8,8,12.8,5,91.8,60.6,20,0.517,58,0.44799999999999995,26,0.466,27,0.63,17,8,200,105.5,33.3,11,14,77,,6.8,5,0.414,24,0.33299999999999996,8,47.0,31,0.544,16.7,14,34,0.529,18,0.467,7,"January 7, 2019",56.0,14,11.8,4,105.5,66.7,22,0.467,61,0.41,25,0.262,16,0.625,10,14,200,91.8,39.4,13,23,67,,9.6,7,0.361,22,0.318,7,53.0,35,0.488,19.0,16,39,0.462,18,0.067,1,"F. G. Clark Activity Center, Baton Rouge, Louisiana",SOUTHERN,Southern,72.7,Away,TEXAS-SOUTHERN,Texas Southern,Southern,swac,14,False,True,True,Home,False,7,18,61,35,66,8,18,58,0,1,82,255,781,0.4839948783610755,368,819,0.44932844932844934,111,283,757,0.5937912813738441,0.07142857142857142
15,2019-01-12-18-grambling,39.1,9,5.9,2,98.6,65.2,15,0.491,53,0.434,23,0.28300000000000003,15,0.733,11,15,200,90.0,25.8,8,24,63,,10.0,7,0.245,13,0.462,6,42.6,23,0.524,23.2,18,40,0.425,17,0.062,1,"January 12, 2019",50.0,12,7.5,3,90.0,74.2,23,0.561,49,0.49,24,0.449,22,0.636,14,9,200,98.6,34.8,8,16,69,,8.6,6,0.306,15,0.467,7,57.4,31,0.58,23.5,18,34,0.5,17,0.43799999999999994,7,"Assembly Center, Grambling, Louisiana",SOUTHERN,Southern,69.8,Home,GRAMBLING,Grambling,Southern,swac,15,False,False,False,Away,False,6,17,53,23,54,7,17,49,0,1,89,273,842,0.4827790973871734,403,885,0.4553672316384181,119,301,815,0.5883435582822086,0.06666666666666667
16,2019-01-14-20-jackson-state,31.6,6,11.8,4,95.5,74.3,26,0.5529999999999999,38,0.5,19,0.579,22,0.727,16,16,200,86.6,15.8,3,26,58,,9.0,6,0.316,12,0.33299999999999996,4,53.7,29,0.599,31.6,22,26,0.5770000000000001,15,0.059000000000000004,1,"January 14, 2019",50.0,10,11.5,3,86.6,84.2,16,0.44,50,0.4,20,0.68,34,0.588,20,11,200,95.5,25.7,9,20,64,,13.4,9,0.32,16,0.25,4,46.3,25,0.484,13.3,10,34,0.47100000000000003,16,0.353,6,"Lee E. Williams Athletics and Assembly Center, Jackson, Mississippi",SOUTHERN,Southern,67.3,Home,JACKSON-STATE,Jackson State,Southern,swac,16,False,False,False,Away,False,4,15,38,29,54,4,16,50,0,1,95,290,895,0.48324022346368717,426,939,0.4536741214057508,126,318,864,0.5868055555555556,0.0625
17,2019-01-19-18-southern,33.3,7,2.9,1,104.5,59.3,16,0.556,45,0.467,21,0.556,25,0.68,17,11,225,101.5,23.1,6,16,67,,13.6,9,0.37799999999999995,17,0.47100000000000003,8,41.5,22,0.589,20.0,14,28,0.46399999999999997,13,0.353,6,"January 19, 2019",66.7,16,17.9,5,101.5,76.9,20,0.528,53,0.45299999999999996,24,0.302,16,0.813,13,16,225,104.5,40.7,11,21,69,,9.1,6,0.358,19,0.42100000000000004,8,58.5,31,0.569,22.1,17,34,0.47100000000000003,16,0.111,2,"F. G. Clark Activity Center, Baton Rouge, Louisiana",ARKANSAS-PINE-BLUFF,Arkansas-Pine Bluff,58.4,Home,SOUTHERN,Southern,Southern,swac,17,True,False,True,Home,True,8,16,53,31,53,8,13,45,1,0,99,305,933,0.48606645230439444,455,993,0.45820745216515607,130,334,914,0.5787746170678337,0.058823529411764705
18,2019-01-21-20-southern,65.0,13,5.1,2,114.3,64.0,16,0.452,52,0.385,20,0.385,20,0.45,9,16,200,80.0,11.4,4,18,56,,10.0,7,0.442,23,0.304,7,33.3,20,0.455,17.6,13,29,0.44799999999999995,13,0.158,3,"January 21, 2019",63.3,19,13.8,4,80.0,88.6,31,0.609,55,0.545,30,0.345,19,0.684,13,16,200,114.3,36.0,9,20,80,,4.3,3,0.29100000000000004,16,0.43799999999999994,7,66.7,40,0.625,18.1,14,39,0.59,23,0.158,3,"F. G. Clark Activity Center, Baton Rouge, Louisiana",MISSISSIPPI-VALLEY-STATE,Mississippi Valley State,69.8,Home,SOUTHERN,Southern,Southern,swac,18,True,False,True,Home,True,7,23,55,40,60,7,13,52,1,0,107,321,986,0.4883367139959432,486,1046,0.4646271510516252,138,347,959,0.5776850886339937,0.1111111111111111
19,2019-01-26-19-alabama-am,47.6,10,10.8,4,93.2,70.8,17,0.5,46,0.457,21,0.674,31,0.516,16,17,200,84.9,28.6,8,17,62,,16.4,12,0.326,15,0.267,4,48.1,25,0.51,24.2,19,31,0.5479999999999999,17,0.15,3,"January 26, 2019",52.0,13,6.5,2,84.9,71.4,20,0.539,51,0.49,25,0.33299999999999996,17,0.765,13,17,200,93.2,29.2,7,19,68,,12.3,9,0.275,14,0.35700000000000004,5,51.9,27,0.5760000000000001,28.2,23,37,0.541,20,0.15,3,"Elmore Health Science Building , Normal, Alabama",SOUTHERN,Southern,73.4,Home,ALABAMA-AM,Alabama A&M,Southern,swac,19,False,False,False,Away,False,4,17,46,25,52,5,20,51,0,1,114,344,1041,0.494716618635927,526,1106,0.4755877034358047,145,360,1011,0.5712166172106825,0.15789473684210525
20,2019-01-28-20-alabama-state,44.0,11,0.0,0,89.6,66.7,18,0.45799999999999996,60,0.41700000000000004,25,0.28300000000000003,17,0.588,10,18,200,84.4,34.2,13,29,65,,14.3,11,0.233,14,0.35700000000000004,5,47.7,31,0.47700000000000004,23.7,21,46,0.435,20,0.14300000000000002,3,"January 28, 2019",33.3,7,10.9,5,84.4,65.8,25,0.5,46,0.457,21,0.87,40,0.575,23,10,200,89.6,33.3,9,20,69,,7.8,6,0.261,12,0.33299999999999996,4,52.3,34,0.531,24.8,21,34,0.5,17,0.444,8,,SOUTHERN,Southern,76.5,Home,ALABAMA-STATE,Alabama State,Southern,swac,20,False,False,False,Away,False,5,20,60,31,65,4,17,46,0,1,118,361,1087,0.49494020239190434,551,1158,0.4758203799654577,150,380,1062,0.5696798493408662,0.15
21,2019-02-02-18-alcorn-state,69.2,18,7.7,2,113.4,71.4,15,0.528,54,0.48100000000000004,26,0.259,14,0.5,7,19,200,95.5,17.9,5,18,64,,14.9,10,0.24100000000000002,13,0.385,5,40.8,20,0.528,17.8,13,41,0.512,21,0.136,3,"February 2, 2019",80.0,20,14.6,6,95.5,82.1,23,0.7090000000000001,43,0.581,25,0.442,19,0.789,15,14,200,113.4,28.6,6,16,76,,11.9,8,0.395,17,0.647,11,59.2,29,0.73,27.0,19,26,0.5379999999999999,14,0.33299999999999996,7,"Davey L. Whitney Complex, Alcorn State, Mississippi",SOUTHERN,Southern,66.8,Home,ALCORN-STATE,Alcorn State,Southern,swac,21,False,False,False,Away,False,5,21,54,20,49,11,14,43,0,1,123,381,1147,0.493025283347864,582,1223,0.4758789860997547,154,397,1108,0.5667870036101083,0.14285714285714285
22,2019-02-09-18-southern,35.0,7,7.1,3,62.5,78.4,29,0.43799999999999994,48,0.41700000000000004,20,0.521,25,0.68,17,11,200,92.2,33.3,8,13,59,,6.3,4,0.188,9,0.222,2,60.7,37,0.493,18.1,13,39,0.462,18,0.522,12,"February 9, 2019",50.0,9,17.9,7,92.2,66.7,16,0.327,55,0.327,18,0.16399999999999998,9,0.444,4,20,200,62.5,21.6,8,20,40,,7.8,5,0.23600000000000002,13,0.0,0,39.3,24,0.337,15.7,11,42,0.429,18,0.13,3,"F. G. Clark Activity Center, Baton Rouge, Louisiana",SOUTHERN,Southern,63.6,Away,GRAMBLING,Grambling,Southern,swac,22,False,True,True,Home,False,0,18,55,24,61,2,18,48,0,1,128,402,1201,0.4945878434637802,602,1272,0.47327044025157233,165,411,1151,0.5721112076455256,0.13636363636363635
23,2019-02-11-20-southern,35.0,7,9.5,2,108.6,81.8,18,0.426,54,0.37,20,0.556,30,0.7,21,15,200,95.7,45.5,15,27,67,,8.6,6,0.35200000000000004,19,0.316,6,60.0,33,0.491,22.0,19,35,0.4,14,0.375,9,"February 11, 2019",55.0,11,11.4,4,95.7,54.5,18,0.622,41,0.488,20,0.927,38,0.6579999999999999,25,20,200,108.6,18.2,4,26,76,,15.7,11,0.488,20,0.55,11,40.0,22,0.644,17.2,12,21,0.429,9,0.16699999999999998,4,"F. G. Clark Activity Center, Baton Rouge, Louisiana",JACKSON-STATE,Jackson State,69.7,Home,SOUTHERN,Southern,Southern,swac,23,True,False,True,Home,True,11,9,41,22,55,6,14,54,1,0,128,420,1256,0.4872611464968153,626,1333,0.4696174043510878,167,429,1199,0.5667222685571309,0.13043478260869565
24,2019-02-16-20-arkansas-pine-bluff,55.6,10,4.0,1,100.0,81.0,17,0.44,42,0.429,18,0.28600000000000003,12,0.667,8,21,200,73.8,19.0,4,12,45,,8.2,5,0.19,8,0.125,1,50.0,21,0.47200000000000003,28.7,19,34,0.5,17,0.16,4,"February 16, 2019",40.9,9,8.8,3,73.8,81.0,17,0.583,42,0.524,22,0.33299999999999996,14,0.857,12,15,200,100.0,19.0,4,15,61,,9.8,6,0.405,17,0.294,5,50.0,21,0.627,22.5,14,25,0.68,17,0.4,10,"H.O. Clemmons Arena, Pine Bluff, Arkansas",SOUTHERN,Southern,60.7,Home,ARKANSAS-PINE-BLUFF,Arkansas-Pine Bluff,Southern,swac,24,False,False,False,Away,False,1,17,42,21,42,5,17,42,0,1,139,429,1297,0.4915188897455667,648,1388,0.4668587896253602,173,443,1253,0.5606544293695132,0.16666666666666666
25,2019-02-18-20-mississippi-valley-state,38.5,10,8.3,3,98.6,71.0,22,0.431,65,0.4,26,0.12300000000000001,8,0.375,3,22,200,83.1,24.4,10,26,59,,8.5,6,0.27699999999999997,18,0.222,4,44.4,32,0.429,14.9,12,47,0.46799999999999997,22,0.154,4,"February 18, 2019",65.2,15,2.1,1,83.1,75.6,31,0.48100000000000004,53,0.434,23,0.491,26,0.731,19,22,200,98.6,29.0,9,13,70,,1.4,1,0.321,17,0.294,5,55.6,40,0.536,17.8,14,36,0.5,18,0.185,5,"Harrison HPER Complex, Itta Bena, Mississippi",SOUTHERN,Southern,70.6,Home,MISSISSIPPI-VALLEY-STATE,Mississippi Valley State,Southern,swac,25,False,False,False,Away,False,4,22,65,32,72,5,18,53,0,1,140,446,1339,0.4899178491411501,669,1430,0.46783216783216786,178,460,1295,0.5613899613899614,0.16
26,2019-02-23-20-southern,42.1,8,12.1,4,98.3,65.4,17,0.45899999999999996,49,0.38799999999999996,19,0.122,6,0.667,4,22,200,81.7,26.9,7,11,49,,5.0,3,0.408,20,0.35,7,46.2,24,0.473,24.8,17,29,0.414,12,0.185,5,"February 23, 2019",52.2,12,3.4,1,81.7,73.1,19,0.491,53,0.434,23,0.18899999999999997,10,0.7,7,22,200,98.3,34.6,9,9,59,,11.7,7,0.377,20,0.3,6,53.8,28,0.511,14.8,10,33,0.515,17,0.185,5,"F. G. Clark Activity Center, Baton Rouge, Louisiana",ALABAMA-AM,Alabama A&M,60.3,Home,SOUTHERN,Southern,Southern,swac,26,True,False,True,Home,True,6,17,53,28,52,7,12,49,1,0,144,468,1404,0.48717948717948717,701,1502,0.466711051930759,183,478,1348,0.5582344213649851,0.15384615384615385
