,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,SAINT-PETERS_homegame,SAINT-PETERS_homegame2,SAINT-PETERS_home,SAINT-PETERS_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-19-19-fairleigh-dickinson,30.8,8,6.9,2,115.3,70.0,14,0.5589999999999999,51,0.51,26,0.392,20,0.85,17,9,200,102.8,34.8,8,30,74,,6.9,5,0.314,16,0.313,5,51.2,22,0.612,25.1,20,35,0.6,21,0.182,2,"December 19, 2018",58.3,14,11.4,4,102.8,65.2,15,0.563,48,0.5,24,0.708,34,0.853,29,5,200,115.3,30.0,6,17,83,,18.1,13,0.396,19,0.316,6,48.8,21,0.647,18.2,14,29,0.621,18,0.5,5,"Rothman Center, Teaneck, New Jersey",SAINT-PETERS,St. Peter's,72.3,Home,FAIRLEIGH-DICKINSON,Fairleigh Dickinson,Saint Peter's,maac,10,False,False,False,Away,False,5,21,51,22,43,6,18,48,0,1,66,158,555,0.46306306306306305,299,629,0.4753577106518283,100,147,561,0.5294117647058824,0.2
11,2018-12-29-13-saint-peters,58.3,14,4.4,2,112.2,67.6,23,0.475,61,0.39299999999999996,24,0.44299999999999995,27,0.815,22,8,225,108.1,30.3,10,24,80,,4.1,3,0.426,26,0.385,10,49.3,33,0.542,13.1,11,35,0.4,14,0.385,5,"December 29, 2018",46.7,14,22.9,8,108.1,69.7,23,0.5489999999999999,61,0.49200000000000005,30,0.39299999999999996,24,0.667,16,9,225,112.2,32.4,11,22,83,,4.1,3,0.262,16,0.43799999999999994,7,50.7,34,0.573,13.3,11,45,0.511,23,0.25,3,"Yanitelli Center, Jersey City, New Jersey",HAMPTON,Hampton,65.4,Home,SAINT-PETERS,St. Peter's,Saint Peter's,maac,11,True,False,True,Home,True,7,23,61,34,67,10,14,61,1,0,71,179,606,0.47112211221122113,321,672,0.47767857142857145,106,165,609,0.5320197044334976,0.18181818181818182
12,2019-01-03-16-saint-peters,40.0,10,8.3,3,118.2,73.1,19,0.5820000000000001,49,0.51,25,0.122,6,0.5,3,9,200,109.1,17.4,4,12,60,,9.1,5,0.408,20,0.35,7,46.9,23,0.579,11.9,7,29,0.621,18,0.35700000000000004,5,"January 3, 2019",38.5,10,3.4,1,109.1,82.6,19,0.58,50,0.52,26,0.2,10,0.7,7,9,200,118.2,26.9,7,6,65,,5.5,3,0.28,14,0.429,6,53.1,26,0.594,11.4,7,36,0.556,20,0.308,4,"Yanitelli Center, Jersey City, New Jersey",SIENA,Siena,54.8,Home,SAINT-PETERS,St. Peter's,Saint Peter's,maac,12,True,False,True,Home,True,6,20,50,26,49,7,18,49,1,0,78,202,667,0.4782608695652174,355,739,0.4803788903924222,116,179,670,0.5268656716417911,0.25
13,2019-01-05-14-monmouth,46.7,7,17.9,5,93.8,70.8,17,0.389,45,0.33299999999999996,15,0.311,14,0.643,9,10,200,67.7,23.5,8,24,44,,10.8,7,0.444,20,0.25,5,43.1,25,0.426,30.1,22,25,0.4,10,0.28600000000000003,4,"January 5, 2019",52.9,9,4.0,1,67.7,76.5,26,0.513,38,0.447,17,0.789,30,0.733,22,13,200,93.8,29.2,7,16,61,,9.2,6,0.263,10,0.5,5,56.9,33,0.584,28.1,20,28,0.429,12,0.133,2,"Multipurpose Activity Center, West Long Branch, New Jersey",SAINT-PETERS,St. Peter's,65.5,Home,MONMOUTH,Monmouth,Saint Peter's,maac,13,False,False,False,Away,False,5,10,45,25,58,5,12,38,0,1,84,222,717,0.48535564853556484,381,788,0.48350253807106597,123,197,719,0.5305980528511822,0.3076923076923077
14,2019-01-10-19-fairfield,65.0,13,5.7,2,96.8,73.9,17,0.462,53,0.377,20,0.245,13,0.615,8,11,200,91.9,32.4,11,14,57,,16.1,10,0.491,26,0.34600000000000003,9,49.1,28,0.48200000000000004,20.3,15,27,0.40700000000000003,11,0.267,4,"January 10, 2019",64.0,16,7.4,2,91.9,67.6,23,0.573,48,0.521,25,0.188,9,0.556,5,11,200,96.8,26.1,6,15,60,,11.3,7,0.271,13,0.385,5,50.9,29,0.574,22.4,15,35,0.5710000000000001,20,0.312,5,"Webster Bank Arena, Bridgeport, Connecticut",SAINT-PETERS,St. Peter's,62.2,Home,FAIRFIELD,Fairfield,Saint Peter's,maac,14,False,False,False,Away,False,9,11,53,28,57,5,20,48,0,1,89,232,762,0.47965879265091865,406,846,0.4799054373522459,128,209,757,0.5297225891677675,0.2857142857142857
15,2019-01-13-13-saint-peters,50.0,11,4.3,1,110.8,57.7,15,0.5,49,0.449,22,0.469,23,0.609,14,10,200,96.9,14.8,4,25,63,,15.4,10,0.429,21,0.23800000000000002,5,35.8,19,0.526,11.9,8,28,0.607,17,0.375,6,"January 13, 2019",44.4,8,10.7,3,96.9,85.2,23,0.467,45,0.4,18,0.867,39,0.769,30,11,200,110.8,42.3,11,19,72,,4.6,3,0.489,22,0.273,6,64.2,34,0.5670000000000001,18.4,14,23,0.522,12,0.312,5,"Yanitelli Center, Jersey City, New Jersey",MARIST,Marist,65.2,Home,SAINT-PETERS,St. Peter's,Saint Peter's,maac,15,True,False,True,Home,True,6,12,45,34,53,5,17,49,1,0,98,243,815,0.4785276073619632,434,903,0.4806201550387597,133,229,805,0.5322981366459627,0.26666666666666666
16,2019-01-17-19-saint-peters,58.3,14,7.1,2,94.9,66.7,16,0.54,50,0.48,24,0.18,9,0.444,4,13,200,98.3,25.9,7,21,58,,18.6,11,0.36,18,0.33299999999999996,6,45.1,23,0.534,18.2,12,32,0.563,18,0.235,4,"January 17, 2019",42.9,6,6.3,2,98.3,74.1,20,0.35700000000000004,42,0.33299999999999996,14,0.667,28,0.929,26,12,200,94.9,33.3,8,14,56,,10.2,6,0.33299999999999996,14,0.14300000000000002,2,54.9,28,0.506,18.1,12,28,0.429,12,0.294,5,"Yanitelli Center, Jersey City, New Jersey",SAINT-PETERS,St. Peter's,59.3,Away,MANHATTAN,Manhattan,Saint Peter's,maac,16,False,True,True,Home,False,2,12,42,28,51,6,18,50,0,1,104,255,860,0.47790697674418603,468,956,0.4895397489539749,138,246,854,0.5304449648711944,0.3125
17,2019-01-22-20-niagara,37.0,10,20.0,5,110.8,92.0,23,0.598,51,0.529,27,0.33299999999999996,17,0.765,13,12,200,113.8,36.0,9,17,74,,7.7,5,0.255,13,0.5379999999999999,7,64.0,32,0.626,18.2,13,38,0.526,20,0.33299999999999996,6,"January 22, 2019",61.9,13,7.9,3,113.8,64.0,16,0.5870000000000001,46,0.457,21,0.5,23,0.7829999999999999,18,11,200,110.8,8.0,2,13,72,,9.2,6,0.457,21,0.5710000000000001,12,36.0,18,0.632,17.6,12,25,0.36,9,0.45,9,"Gallagher Center, Niagara University, New York",NIAGARA,Niagara,65.0,Away,SAINT-PETERS,St. Peter's,Saint Peter's,maac,17,False,False,False,Away,True,7,20,51,32,50,12,9,46,1,0,106,267,902,0.4722838137472284,496,1007,0.4925521350546177,144,264,904,0.5309734513274337,0.29411764705882354
18,2019-01-27-14-quinnipiac,47.8,11,13.6,3,122.2,78.3,18,0.47200000000000003,54,0.426,23,0.185,10,0.7,7,13,200,92.1,23.1,6,23,58,,3.2,2,0.29600000000000004,16,0.313,5,49.0,24,0.494,14.6,10,38,0.474,18,0.316,6,"January 27, 2019",47.8,11,5.3,2,92.1,76.9,20,0.598,46,0.5,23,0.5429999999999999,25,0.88,22,9,200,122.2,21.7,5,11,77,,9.5,6,0.522,24,0.375,9,51.0,25,0.665,14.9,10,22,0.636,14,0.526,10,"TD Bank Sports Center, Hamden, Connecticut",SAINT-PETERS,St. Peter's,62.8,Home,QUINNIPIAC,Quinnipiac,Saint Peter's,maac,18,False,False,False,Away,False,5,18,54,24,49,9,14,46,0,1,113,287,953,0.4790136411332634,528,1057,0.49952696310312206,156,273,950,0.5336842105263158,0.3333333333333333
19,2019-01-31-19-rider,45.0,9,17.0,8,79.7,62.5,25,0.423,52,0.385,20,0.25,13,0.5379999999999999,7,14,200,68.9,17.9,5,23,51,,10.8,8,0.327,17,0.235,4,44.1,30,0.43799999999999994,27.6,22,35,0.457,16,0.3,6,"January 31, 2019",47.6,10,17.1,6,68.9,82.1,23,0.344,61,0.344,21,0.41,25,0.68,17,8,200,79.7,37.5,15,14,59,,13.5,10,0.23,14,0.0,0,55.9,38,0.405,16.3,14,47,0.447,21,0.6,12,"Alumni Gymnasium, Lawrenceville, New Jersey",SAINT-PETERS,St. Peter's,73.5,Home,RIDER,Rider,Saint Peter's,maac,19,False,False,False,Away,False,4,16,52,30,68,0,21,61,0,1,118,305,1007,0.4786494538232373,552,1106,0.49909584086799275,165,287,996,0.5366465863453815,0.3157894736842105
20,2019-02-02-19-manhattan,33.3,5,22.2,6,98.5,82.8,24,0.4,40,0.375,15,0.65,26,0.6920000000000001,18,15,200,76.9,39.3,11,23,50,,7.7,5,0.25,10,0.2,2,61.4,35,0.478,29.0,21,30,0.433,13,0.28600000000000003,6,"February 2, 2019",52.6,10,13.3,4,76.9,60.7,17,0.479,48,0.396,19,0.521,25,0.72,18,16,200,98.5,17.2,5,27,64,,20.0,13,0.43799999999999994,21,0.381,8,38.6,22,0.534,16.9,12,27,0.40700000000000003,11,0.273,6,"Draddy Gymnasium, Riverdale, New York",SAINT-PETERS,St. Peter's,64.6,Home,MANHATTAN,Manhattan,Saint Peter's,maac,20,False,False,False,Away,False,2,13,40,35,57,8,11,48,0,1,122,321,1059,0.47592067988668557,582,1174,0.4957410562180579,165,308,1057,0.5255439924314097,0.3
21,2019-02-07-19-saint-peters,28.6,4,6.7,1,79.7,87.5,21,0.33,47,0.298,14,0.532,25,0.88,22,16,200,82.8,21.4,6,14,53,,9.4,6,0.23399999999999999,11,0.273,3,51.9,27,0.45,17.1,12,36,0.306,11,0.36,9,"February 7, 2019",62.5,10,30.6,11,82.8,78.6,22,0.488,42,0.381,16,0.31,13,0.769,10,16,200,79.7,12.5,3,21,51,,7.8,5,0.643,27,0.33299999999999996,9,48.1,25,0.529,26.3,17,15,0.467,7,0.273,6,"Yanitelli Center, Jersey City, New Jersey",SAINT-PETERS,St. Peter's,63.5,Away,MONMOUTH,Monmouth,Saint Peter's,maac,21,False,True,True,Home,False,9,7,42,25,52,3,11,47,0,1,124,334,1099,0.4731574158325751,617,1231,0.5012185215272137,173,319,1105,0.5235294117647059,0.2857142857142857
22,2019-02-10-13-saint-peters,56.0,14,9.7,3,96.8,60.9,14,0.5670000000000001,52,0.48100000000000004,25,0.115,6,0.833,5,13,200,103.2,9.1,2,15,64,,12.9,8,0.462,24,0.375,9,35.6,16,0.583,14.1,9,28,0.5710000000000001,16,0.45799999999999996,11,"February 10, 2019",42.9,9,17.9,5,103.2,90.9,20,0.49,48,0.43799999999999994,21,0.33299999999999996,16,0.813,13,17,200,96.8,39.1,9,11,60,,9.7,6,0.354,17,0.294,5,64.4,29,0.54,22.5,16,31,0.516,16,0.261,6,"Yanitelli Center, Jersey City, New Jersey",SAINT-PETERS,St. Peter's,62.2,Away,CANISIUS,Canisius,Saint Peter's,maac,22,False,True,True,Home,False,5,16,48,29,45,9,16,52,0,1,133,341,1141,0.47370727432077125,642,1283,0.5003897116134061,176,330,1152,0.515625,0.2727272727272727
23,2019-02-15-19-iona,50.0,9,27.8,10,98.4,70.6,24,0.415,53,0.34,18,0.132,7,0.28600000000000003,2,18,200,73.0,18.8,6,10,46,,3.2,2,0.377,20,0.4,8,45.5,30,0.408,18.8,13,33,0.303,10,0.25,6,"February 15, 2019",69.6,16,18.2,6,73.0,81.3,26,0.45799999999999996,60,0.38299999999999995,23,0.133,8,0.875,7,15,200,98.4,29.4,10,11,62,,12.7,8,0.4,24,0.375,9,54.5,36,0.486,12.4,9,36,0.389,14,0.4,10,"Hynes Athletics Center, New Rochelle, New York",SAINT-PETERS,St. Peter's,63.1,Home,IONA,Iona,Saint Peter's,maac,23,False,False,False,Away,False,8,10,53,30,66,9,14,60,0,1,138,357,1189,0.47434819175777965,671,1328,0.5052710843373494,185,346,1204,0.5178571428571429,0.2608695652173913
24,2019-02-17-14-saint-peters,54.5,12,20.0,8,95.6,73.9,17,0.48100000000000004,54,0.40700000000000003,22,0.556,30,0.633,19,13,200,104.4,34.4,11,23,71,,8.8,6,0.33299999999999996,18,0.444,8,50.9,28,0.52,13.0,10,36,0.389,14,0.519,14,"February 17, 2019",30.4,7,16.7,6,104.4,65.6,21,0.461,51,0.451,23,0.431,22,0.818,18,19,200,95.6,26.1,6,25,65,,8.8,6,0.21600000000000003,11,0.091,1,49.1,27,0.529,18.7,14,40,0.55,22,0.24,6,"Yanitelli Center, Jersey City, New Jersey",SAINT-PETERS,St. Peter's,68.4,Away,RIDER,Rider,Saint Peter's,maac,24,False,True,True,Home,False,1,22,51,27,55,8,14,54,0,1,146,367,1242,0.4718196457326892,701,1394,0.5028694404591105,194,360,1264,0.5150316455696202,0.25
25,2019-02-19-19-siena,16.7,4,25.9,7,122.0,76.0,19,0.5539999999999999,46,0.522,24,0.413,19,0.579,11,20,200,105.1,36.4,8,20,62,,3.4,2,0.196,9,0.33299999999999996,3,57.4,27,0.563,19.3,13,37,0.568,21,0.231,6,"February 19, 2019",59.1,13,5.4,2,105.1,63.6,14,0.551,49,0.449,22,0.449,22,0.818,18,14,200,122.0,24.0,6,17,72,,11.9,7,0.449,22,0.455,10,42.6,20,0.606,6.4,4,27,0.444,12,0.5,14,"Times Union Center , Albany, New York",SAINT-PETERS,St. Peter's,58.7,Home,SIENA,Siena,Saint Peter's,maac,25,False,False,False,Away,False,3,21,46,27,47,10,12,49,0,1,147,389,1293,0.47138437741686,728,1449,0.5024154589371981,202,374,1318,0.5136570561456753,0.24
26,2019-02-22-19-marist,34.8,8,23.3,7,101.7,63.0,17,0.591,44,0.523,23,0.409,18,0.722,13,20,200,112.1,31.6,6,18,65,,6.9,4,0.43200000000000005,19,0.316,6,50.0,23,0.618,18.8,12,25,0.68,17,0.259,7,"February 22, 2019",35.0,7,0.0,0,112.1,68.4,13,0.451,51,0.392,20,0.353,18,0.722,13,15,200,101.7,37.0,10,17,59,,6.9,4,0.41200000000000003,21,0.28600000000000003,6,50.0,23,0.495,12.0,8,30,0.467,14,0.444,12,"McCann Recreation Center, Poughkeepsie, New York",MARIST,Marist,58.1,Away,SAINT-PETERS,St. Peter's,Saint Peter's,maac,26,False,False,False,Away,True,6,17,44,23,46,6,14,51,1,0,150,410,1339,0.47423450336071693,755,1496,0.5046791443850267,212,386,1367,0.514996342355523,0.23076923076923078
