,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,LOYOLA-MD_homegame,LOYOLA-MD_homegame2,LOYOLA-MD_home,LOYOLA-MD_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-11-19-maryland,50.0,14,12.8,6,127.0,66.7,20,0.568,59,0.475,28,0.136,8,0.5,4,7,200,95.9,10.0,3,17,71,,9.5,7,0.35600000000000004,21,0.524,11,38.3,23,0.565,17.2,13,38,0.447,17,0.364,4,"December 11, 2018",57.6,19,21.1,8,95.9,90.0,27,0.5660000000000001,68,0.485,33,0.27899999999999997,19,0.895,17,2,200,127.0,33.3,10,10,94,,5.4,4,0.309,21,0.524,11,61.7,37,0.61,9.5,8,47,0.46799999999999997,22,0.818,9,"Xfinity Center, College Park, Maryland",LOYOLA-MD,Loyola (MD),73.9,Home,MARYLAND,Maryland,Loyola (MD),patriot,10,False,False,False,Away,False,11,17,59,23,60,11,22,68,0,1,68,192,571,0.5148861646234676,317,629,0.5039745627980922,81,181,595,0.5084033613445378,0.4
11,2018-12-21-19-massachusetts-lowell,42.9,12,5.6,2,121.3,80.0,20,0.508,61,0.45899999999999996,28,0.32799999999999996,20,0.85,17,8,200,98.8,15.2,5,22,79,,10.0,8,0.295,18,0.33299999999999996,6,43.1,25,0.56,17.7,15,43,0.512,22,0.33299999999999996,4,"December 21, 2018",54.3,19,4.7,2,98.8,84.8,28,0.69,58,0.603,35,0.414,24,0.708,17,7,200,121.3,20.0,5,18,97,,8.8,7,0.379,22,0.455,10,56.9,33,0.6990000000000001,18.9,16,36,0.6940000000000001,25,0.5,7,"Costello Athletic Center, Lowell, Massachusetts",LOYOLA-MD,Loyola (MD),80.5,Home,MASSACHUSETTS-LOWELL,UMass-Lowell,Loyola (MD),patriot,11,False,False,False,Away,False,6,22,61,25,58,10,25,58,0,1,79,209,630,0.5198412698412699,340,689,0.4934687953555878,92,203,663,0.5143288084464555,0.36363636363636365
12,2018-12-28-19-north-carolina-state,56.5,13,4.2,2,122.8,58.3,14,0.455,56,0.41100000000000003,23,0.321,18,0.722,13,9,200,81.0,18.2,6,14,64,,12.7,10,0.25,14,0.35700000000000004,5,35.1,20,0.496,23.8,20,42,0.429,18,0.308,4,"December 28, 2018",62.5,25,31.0,13,81.0,81.8,27,0.68,64,0.625,40,0.188,12,0.833,10,1,200,122.8,41.7,10,18,97,20.0,11.4,9,0.25,16,0.43799999999999994,7,64.9,37,0.696,21.5,19,48,0.688,33,0.9229999999999999,12,"PNC Arena, Raleigh, North Carolina",LOYOLA-MD,Loyola (MD),78.6,Home,NORTH-CAROLINA-STATE,NC State,Loyola (MD),patriot,12,False,False,False,Away,False,5,18,56,20,57,7,33,64,0,1,85,231,691,0.5188133140376266,365,747,0.4886211512717537,102,228,721,0.5284327323162274,0.3333333333333333
13,2019-01-03-19-loyola-md,73.1,19,12.5,4,102.8,86.4,19,0.588,51,0.51,26,0.5489999999999999,28,0.7140000000000001,20,4,200,112.7,24.1,7,14,80,,14.1,10,0.353,18,0.444,8,51.0,26,0.622,15.9,12,33,0.545,18,0.7140000000000001,10,"January 3, 2019",38.5,10,6.1,2,112.7,75.9,22,0.57,50,0.52,26,0.42,21,0.762,16,10,200,102.8,13.6,3,20,73,,8.5,6,0.36,18,0.278,5,49.0,25,0.609,21.3,16,32,0.6559999999999999,21,0.28600000000000003,4,"Reitz Arena, Baltimore, Maryland",LOYOLA-MD,Loyola (MD),71.1,Away,HOLY-CROSS,Holy Cross,Loyola (MD),patriot,13,False,True,True,Home,False,5,21,50,25,51,8,18,51,0,1,90,249,747,0.5140562248995983,385,804,0.47885572139303484,109,261,785,0.5407643312101911,0.3076923076923077
14,2019-01-06-14-lehigh,46.2,12,7.0,3,115.6,76.9,20,0.49200000000000005,61,0.426,26,0.295,18,0.667,12,11,200,93.5,13.9,5,17,72,,9.1,7,0.39299999999999996,24,0.33299999999999996,8,40.3,25,0.518,14.8,12,37,0.486,18,0.267,4,"January 6, 2019",60.6,20,0.0,0,93.5,86.1,31,0.617,60,0.55,33,0.33299999999999996,20,0.75,15,4,200,115.6,23.1,6,18,89,,11.7,9,0.28300000000000003,17,0.47100000000000003,8,59.7,37,0.64,15.9,13,43,0.581,25,0.6920000000000001,9,"Stabler Arena, Bethlehem, Pennsylvania",LOYOLA-MD,Loyola (MD),76.5,Home,LEHIGH,Lehigh,Loyola (MD),patriot,14,False,False,False,Away,False,8,18,61,25,62,8,25,60,0,1,95,270,797,0.5175658720200753,410,855,0.47953216374269003,117,279,836,0.5436602870813397,0.2857142857142857
15,2019-01-09-19-lafayette,25.9,7,0.0,0,114.9,70.8,17,0.46,62,0.435,27,0.242,15,0.867,13,12,200,94.6,29.4,10,14,70,,12.2,9,0.29,18,0.16699999999999998,3,46.6,27,0.506,18.9,16,44,0.545,24,0.25,4,"January 9, 2019",56.3,18,11.4,5,94.6,70.6,24,0.647,58,0.552,32,0.207,12,0.833,10,10,200,114.9,29.2,7,17,85,,9.5,7,0.345,20,0.55,11,53.4,31,0.667,20.2,16,38,0.5529999999999999,21,0.28600000000000003,4,"Kirby Sports Center, Easton, Pennsylvania",LOYOLA-MD,Loyola (MD),73.9,Home,LAFAYETTE,Lafayette,Loyola (MD),patriot,15,False,False,False,Away,False,3,24,62,27,58,11,21,58,0,1,103,288,858,0.5157342657342657,435,917,0.4743729552889858,125,304,896,0.5485491071428571,0.26666666666666666
16,2019-01-12-14-loyola-md,41.7,10,0.0,0,91.7,76.7,23,0.429,63,0.381,24,0.20600000000000002,13,0.769,10,10,200,88.9,25.0,9,21,64,,8.3,6,0.317,20,0.3,6,48.5,32,0.46299999999999997,15.9,13,43,0.419,18,0.41200000000000003,7,"January 12, 2019",63.6,14,11.6,5,88.9,75.0,27,0.5,50,0.44,22,0.44,22,0.727,16,12,200,91.7,23.3,7,17,66,,12.5,9,0.34,17,0.353,6,51.5,34,0.546,22.2,17,33,0.485,16,0.294,5,"Reitz Arena, Baltimore, Maryland",ARMY,Army,71.8,Home,LOYOLA-MD,Loyola (MD),Loyola (MD),patriot,16,True,False,True,Home,True,6,16,50,34,66,6,18,63,1,0,106,312,920,0.5119565217391304,462,975,0.47384615384615386,136,325,954,0.5545073375262054,0.25
17,2019-01-16-19-loyola-md,59.3,16,20.0,9,96.4,75.0,21,0.517,59,0.45799999999999996,27,0.22,13,0.9229999999999999,12,9,225,86.9,20.0,6,26,73,,11.9,10,0.373,22,0.318,7,46.6,27,0.56,25.4,22,37,0.541,20,0.5,9,"January 16, 2019",53.8,14,0.0,0,86.9,80.0,24,0.46799999999999997,62,0.419,26,0.5479999999999999,34,0.6759999999999999,23,12,225,96.4,25.0,7,15,81,,16.7,14,0.27399999999999997,17,0.353,6,53.4,31,0.518,17.2,16,45,0.444,20,0.33299999999999996,6,"Reitz Arena, Baltimore, Maryland",BOSTON-UNIVERSITY,Boston University,74.8,Home,LOYOLA-MD,Loyola (MD),Loyola (MD),patriot,17,True,False,True,Home,True,6,20,62,31,58,7,20,59,1,0,112,328,970,0.511340206185567,496,1041,0.47646493756003844,142,343,1017,0.5467059980334317,0.29411764705882354
18,2019-01-19-12-holy-cross,48.1,13,3.7,1,100.0,75.0,21,0.5579999999999999,52,0.519,27,0.231,12,0.75,9,12,225,103.1,33.3,8,12,67,,20.0,13,0.26899999999999996,14,0.28600000000000003,4,55.8,29,0.581,22.9,17,38,0.605,23,0.368,7,"January 19, 2019",54.2,13,10.5,4,103.1,66.7,16,0.5670000000000001,52,0.462,24,0.17300000000000001,9,0.667,6,8,225,100.0,25.0,7,13,65,,23.1,15,0.48100000000000004,25,0.44,11,44.2,23,0.578,20.0,14,27,0.48100000000000004,13,0.579,11,"Hart Recreation Center, Worcester, Massachusetts",HOLY-CROSS,Holy Cross,57.8,Away,LOYOLA-MD,Loyola (MD),Loyola (MD),patriot,18,False,False,False,Away,True,4,23,52,29,52,11,13,52,1,0,118,348,1032,0.5087209302325582,527,1099,0.47952684258416745,149,363,1076,0.5450743494423792,0.3333333333333333
19,2019-01-23-19-bucknell,56.0,14,6.3,2,102.9,74.1,20,0.509,54,0.46299999999999997,25,0.35200000000000004,19,0.684,13,13,200,98.6,24.0,6,18,68,,11.6,8,0.33299999999999996,18,0.278,5,50.0,26,0.539,17.3,13,36,0.556,20,0.35,7,"January 23, 2019",72.0,18,13.9,5,98.6,76.0,19,0.545,55,0.455,25,0.2,11,1.0,11,7,200,102.9,25.9,7,20,71,,8.7,6,0.418,23,0.435,10,50.0,26,0.589,19.0,14,32,0.469,15,0.632,12,"Sojka Pavilion, Lewisburg, Pennsylvania",LOYOLA-MD,Loyola (MD),68.6,Home,BUCKNELL,Bucknell,Loyola (MD),patriot,19,False,False,False,Away,False,5,20,54,26,52,10,15,55,0,1,122,371,1084,0.511070110701107,556,1151,0.48305821025195483,160,376,1128,0.5460992907801419,0.3684210526315789
20,2019-01-26-12-loyola-md,62.1,18,8.8,3,111.3,65.7,23,0.5820000000000001,55,0.527,29,0.16399999999999998,9,0.889,8,9,225,101.4,37.5,9,20,72,,7.0,5,0.364,20,0.3,6,54.2,32,0.607,25.3,20,35,0.657,23,0.5710000000000001,12,"January 26, 2019",53.6,15,2.9,1,101.4,62.5,15,0.532,62,0.452,28,0.33899999999999997,21,0.619,13,13,225,111.3,34.3,12,13,79,,21.1,15,0.452,28,0.35700000000000004,10,45.8,27,0.5489999999999999,14.4,12,34,0.529,18,0.381,8,"Reitz Arena, Baltimore, Maryland",COLGATE,Colgate,63.2,Home,LOYOLA-MD,Loyola (MD),Loyola (MD),patriot,20,True,False,True,Home,True,10,18,62,27,59,6,23,55,1,0,127,391,1138,0.5109841827768014,582,1203,0.4837905236907731,170,391,1183,0.5460693153000845,0.35
21,2019-01-30-19-loyola-md,64.0,16,2.6,1,94.4,73.1,19,0.563,48,0.521,25,0.563,27,0.741,20,9,200,102.8,17.4,4,14,74,,19.4,14,0.188,9,0.444,4,46.9,23,0.608,20.0,15,39,0.5379999999999999,21,0.55,11,"January 30, 2019",45.8,11,12.8,5,102.8,82.6,19,0.48100000000000004,52,0.462,24,0.40399999999999997,21,0.857,18,14,200,94.4,26.9,7,21,68,,15.3,11,0.25,13,0.154,2,53.1,26,0.5489999999999999,22.7,18,39,0.564,22,0.364,8,"Reitz Arena, Baltimore, Maryland",LOYOLA-MD,Loyola (MD),72.4,Away,AMERICAN,American,Loyola (MD),patriot,21,False,True,True,Home,False,2,22,52,26,49,4,21,48,0,1,137,409,1200,0.5120833333333333,609,1262,0.48256735340729,176,414,1238,0.5476575121163166,0.38095238095238093
22,2019-02-02-14-navy,64.3,18,9.1,3,93.4,63.3,19,0.5,63,0.444,28,0.159,10,0.5,5,15,200,89.5,17.1,6,20,68,,18.4,14,0.33299999999999996,21,0.33299999999999996,7,38.5,25,0.502,20.1,17,42,0.5,21,0.348,8,"February 2, 2019",61.5,16,2.4,1,89.5,82.9,29,0.545,56,0.46399999999999997,26,0.321,18,0.556,10,14,200,93.4,36.7,11,17,71,,13.2,10,0.41100000000000003,23,0.391,9,61.5,40,0.55,23.8,20,33,0.515,17,0.33299999999999996,7,"Alumni Hall, Annapolis, Maryland",LOYOLA-MD,Loyola (MD),76.2,Home,NAVY,Navy,Loyola (MD),patriot,22,False,False,False,Away,False,7,21,63,25,65,9,17,56,0,1,139,431,1252,0.5107827476038339,635,1311,0.4843630816170862,180,435,1286,0.5482115085536547,0.36363636363636365
23,2019-02-06-19-loyola-md,65.4,17,8.0,4,93.5,66.7,26,0.544,57,0.456,26,0.439,25,0.88,22,8,200,109.1,32.0,8,16,84,,6.5,5,0.439,25,0.4,10,53.1,34,0.61,19.0,16,32,0.5,16,0.652,15,"February 6, 2019",42.9,12,9.4,3,109.1,68.0,17,0.447,66,0.424,28,0.303,20,0.65,13,16,200,93.5,33.3,13,24,72,,14.3,11,0.242,16,0.188,3,46.9,30,0.47700000000000004,15.8,14,50,0.5,25,0.33299999999999996,8,"Reitz Arena, Baltimore, Maryland",LOYOLA-MD,Loyola (MD),76.7,Away,BUCKNELL,Bucknell,Loyola (MD),patriot,23,False,True,True,Home,False,3,25,66,30,64,10,16,57,0,1,146,452,1315,0.5102661596958175,660,1376,0.4796511627906977,189,452,1342,0.5480625931445604,0.34782608695652173
24,2019-02-09-14-colgate,55.6,15,10.3,3,115.4,60.9,14,0.5429999999999999,58,0.466,27,0.19,11,0.818,9,17,200,110.8,29.6,8,22,72,,9.2,6,0.36200000000000004,21,0.429,9,44.0,22,0.569,13.7,10,37,0.486,18,0.32,8,"February 9, 2019",76.0,19,13.5,5,110.8,70.4,19,0.628,47,0.532,25,0.447,21,0.762,16,10,200,115.4,39.1,9,16,75,,7.7,5,0.38299999999999995,18,0.5,9,56.0,28,0.6579999999999999,22.1,16,29,0.552,16,0.6,15,"Cotterell Court, Hamilton, New York",LOYOLA-MD,Loyola (MD),64.6,Home,COLGATE,Colgate,Loyola (MD),patriot,24,False,False,False,Away,False,9,18,58,22,50,9,16,47,0,1,149,477,1381,0.5072411296162201,690,1440,0.4791666666666667,199,468,1399,0.547891350964975,0.3333333333333333
25,2019-02-13-19-american,42.4,14,2.9,1,120.0,82.4,14,0.565,62,0.532,33,0.40299999999999997,25,0.64,16,17,200,122.9,40.6,13,17,86,,14.3,10,0.226,14,0.28600000000000003,4,55.1,27,0.5820000000000001,11.0,9,48,0.604,29,0.34600000000000003,9,"February 13, 2019",71.0,22,8.3,4,122.9,59.4,19,0.698,48,0.6459999999999999,31,0.5,24,0.708,17,11,200,120.0,17.6,3,21,84,,7.1,5,0.292,14,0.35700000000000004,5,44.9,22,0.7070000000000001,18.2,13,34,0.765,26,0.542,13,"Bender Arena, Washington, District of Columbia",AMERICAN,American,69.6,Away,LOYOLA-MD,Loyola (MD),Loyola (MD),patriot,25,False,False,False,Away,True,4,29,62,27,49,5,26,48,1,0,158,495,1439,0.5086865879082696,712,1490,0.4778523489932886,208,484,1446,0.5504840940525588,0.32
26,2019-02-17-14-loyola-md,65.4,17,16.7,7,90.1,79.5,31,0.575,53,0.491,26,0.18899999999999997,10,0.8,8,16,200,97.2,25.0,6,19,69,,9.9,7,0.377,20,0.45,9,58.7,37,0.597,25.8,20,33,0.515,17,0.36,9,"February 17, 2019",52.2,12,3.0,1,97.2,75.0,18,0.447,57,0.40399999999999997,23,0.386,22,0.591,13,18,200,90.1,20.5,8,15,64,,16.9,12,0.263,15,0.33299999999999996,5,41.3,26,0.474,13.0,10,42,0.429,18,0.33299999999999996,9,"Reitz Arena, Baltimore, Maryland",LOYOLA-MD,Loyola (MD),70.6,Away,LAFAYETTE,Lafayette,Loyola (MD),patriot,26,False,True,True,Home,False,5,18,57,26,63,9,17,53,0,1,162,524,1501,0.5109926715522984,739,1539,0.4801819363222872,213,510,1494,0.5552208835341366,0.34615384615384615
