,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,MICHIGAN-STATE_homegame,MICHIGAN-STATE_homegame2,MICHIGAN-STATE_home,MICHIGAN-STATE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-16-17-michigan-state,60.0,18,8.5,4,119.5,65.0,26,0.486,74,0.405,30,0.203,15,0.733,11,6,200,95.4,7.1,3,22,83,,6.9,6,0.365,27,0.444,12,35.4,29,0.512,9.0,8,47,0.38299999999999995,18,0.5,6,"December 16, 2018",81.6,31,25.5,12,95.4,92.9,39,0.58,75,0.507,38,0.34700000000000003,26,0.654,17,2,200,119.5,35.0,14,20,104,9.0,8.0,7,0.373,28,0.39299999999999996,11,64.6,53,0.595,13.9,14,47,0.574,27,0.818,9,"Breslin Events Center, East Lansing, Michigan",GREEN-BAY,Green Bay,86.7,Home,MICHIGAN-STATE,Michigan State,Michigan State,big-ten,10,True,False,True,Home,True,11,27,75,53,82,12,18,74,1,0,85,217,614,0.5610749185667753,397,681,0.5829662261380323,68,156,609,0.4236453201970443,0.8
11,2018-12-21-19-michigan-state,42.3,11,2.9,1,139.4,73.1,19,0.5,65,0.4,26,0.12300000000000001,8,0.5,4,9,200,97.2,23.1,9,18,69,,5.6,4,0.354,23,0.565,13,43.1,28,0.501,14.9,12,42,0.31,13,0.308,4,"December 21, 2018",71.1,27,14.3,6,97.2,76.9,30,0.685,65,0.585,38,0.185,12,0.833,10,2,200,139.4,26.9,7,14,99,10.0,9.9,7,0.462,30,0.433,13,56.9,37,0.7,9.1,7,35,0.7140000000000001,25,0.833,10,"Breslin Events Center, East Lansing, Michigan",OAKLAND,Oakland,71.3,Home,MICHIGAN-STATE,Michigan State,Michigan State,big-ten,11,True,False,True,Home,True,13,25,65,37,65,13,13,65,1,0,96,244,689,0.5631349782293179,450,763,0.5897771952817824,80,174,683,0.43045387994143486,0.8181818181818182
12,2018-12-29-14-michigan-state,32.0,8,0.0,0,118.9,73.3,22,0.373,75,0.33299999999999996,25,0.107,8,0.5,4,6,200,81.1,27.1,13,20,60,,4.1,3,0.307,23,0.261,6,44.9,35,0.381,10.3,9,52,0.365,19,0.5379999999999999,7,"December 29, 2018",86.2,25,13.5,7,81.1,72.9,35,0.632,57,0.509,29,0.40399999999999997,23,0.696,16,2,200,118.9,26.7,8,13,88,8.0,2.7,2,0.509,29,0.483,14,55.1,43,0.648,17.3,14,28,0.536,15,0.846,11,"Breslin Events Center, East Lansing, Michigan",NORTHERN-ILLINOIS,Northern Illinois,74.4,Home,MICHIGAN-STATE,Michigan State,Michigan State,big-ten,12,True,False,True,Home,True,14,15,57,43,78,6,19,75,1,0,109,269,754,0.5736074270557029,487,828,0.5881642512077294,93,187,748,0.4364973262032086,0.8333333333333334
13,2019-01-02-20-michigan-state,72.7,16,4.3,2,114.1,66.7,16,0.36700000000000005,64,0.344,22,0.188,12,0.667,8,5,200,77.5,11.6,5,20,55,,5.6,4,0.281,18,0.16699999999999998,3,31.3,21,0.395,10.4,8,46,0.413,19,0.643,9,"January 2, 2019",82.4,28,15.2,7,77.5,88.4,38,0.629,58,0.586,34,0.259,15,0.5329999999999999,8,2,200,114.1,33.3,8,18,81,8.0,5.6,4,0.207,12,0.41700000000000004,5,68.7,46,0.622,16.8,13,46,0.63,29,0.857,12,"Breslin Events Center, East Lansing, Michigan",NORTHWESTERN,Northwestern,71.4,Home,MICHIGAN-STATE,Michigan State,Michigan State,big-ten,13,True,False,True,Home,True,5,29,58,46,67,3,19,64,1,0,123,284,811,0.5776818742293465,530,906,0.5849889624724062,99,206,823,0.4307411907654921,0.8461538461538461
14,2019-01-05-12-ohio-state,56.0,14,10.5,4,111.6,78.9,30,0.609,46,0.5429999999999999,25,0.804,37,0.8109999999999999,30,2,200,124.6,25.0,6,20,86,8.0,5.8,4,0.391,18,0.33299999999999996,6,58.1,36,0.6759999999999999,16.2,12,28,0.679,19,0.867,13,"January 5, 2019",55.6,15,0.0,0,124.6,75.0,18,0.49200000000000005,62,0.435,27,0.33899999999999997,21,0.762,16,2,200,111.6,21.1,8,26,77,14.0,10.1,7,0.387,24,0.292,7,41.9,26,0.535,6.6,5,38,0.526,20,0.857,12,"Value City Arena, Columbus, Ohio",OHIO-STATE,Ohio State,69.3,Away,MICHIGAN-STATE,Michigan State,Michigan State,big-ten,14,False,False,False,Away,True,6,19,46,36,62,7,20,62,1,0,128,313,869,0.5811277330264673,576,973,0.591983556012333,102,225,887,0.42615558060879366,0.8571428571428571
15,2019-01-08-21-michigan-state,60.0,12,6.5,2,116.7,51.7,15,0.36700000000000005,64,0.313,20,0.344,22,0.545,12,6,200,89.4,40.9,18,17,59,,10.6,7,0.484,31,0.226,7,45.2,33,0.396,10.9,9,33,0.39399999999999996,13,0.6,9,"January 8, 2019",76.9,20,21.2,7,89.4,59.1,26,0.526,58,0.44799999999999995,26,0.32799999999999996,19,0.8420000000000001,16,2,200,116.7,48.3,14,22,77,6.0,7.6,5,0.466,27,0.33299999999999996,9,54.8,40,0.574,16.4,13,31,0.5479999999999999,17,0.875,14,"Breslin Events Center, East Lansing, Michigan",PURDUE,Purdue,65.7,Home,MICHIGAN-STATE,Michigan State,Michigan State,big-ten,15,True,False,True,Home,True,9,17,58,40,73,7,13,64,1,0,134,332,915,0.5825136612021858,612,1035,0.591304347826087,109,245,949,0.43045310853530033,0.8666666666666667
16,2019-01-13-16-penn-state,76.0,19,13.2,5,81.2,79.4,27,0.569,51,0.49,25,0.373,19,0.684,13,2,200,102.9,33.3,9,15,71,6.0,7.2,5,0.392,20,0.4,8,59.0,36,0.591,22.3,17,31,0.5479999999999999,17,0.882,15,"January 13, 2019",50.0,11,12.9,4,102.9,66.7,18,0.408,60,0.36700000000000005,22,0.16699999999999998,10,0.7,7,10,200,81.2,20.6,7,19,56,,11.6,8,0.36700000000000005,22,0.22699999999999998,5,41.0,25,0.43200000000000005,16.8,13,38,0.447,17,0.41200000000000003,7,"Bryce Jordan Center, University Park, Pennsylvania",PENN-STATE,Penn State,69.4,Away,MICHIGAN-STATE,Michigan State,Michigan State,big-ten,16,False,False,False,Away,True,8,17,51,36,61,5,17,60,1,0,143,349,973,0.579136690647482,652,1108,0.5884476534296029,116,258,1013,0.42645607107601186,0.875
17,2019-01-17-20-nebraska,54.2,13,9.8,4,91.4,72.7,32,0.491,55,0.436,24,0.327,18,0.889,16,2,200,100.0,35.7,10,19,70,6.0,7.1,5,0.364,20,0.3,6,58.3,42,0.551,18.2,14,35,0.514,18,0.889,16,"January 17, 2019",50.0,11,5.7,2,100.0,64.3,18,0.366,67,0.32799999999999996,22,0.284,19,0.789,15,5,200,91.4,27.3,12,19,64,,12.9,9,0.38799999999999996,26,0.192,5,41.7,30,0.42100000000000004,10.7,9,41,0.415,17,0.722,13,"Pinnacle Bank Arena, Lincoln, Nebraska",NEBRASKA,Nebraska,70.3,Away,MICHIGAN-STATE,Michigan State,Michigan State,big-ten,17,False,False,False,Away,True,6,18,55,42,72,5,17,67,1,0,151,366,1024,0.57861328125,688,1169,0.5885372112917023,121,275,1073,0.4254426840633737,0.8823529411764706
18,2019-01-21-18-michigan-state,81.0,17,11.4,4,109.5,68.6,24,0.418,61,0.344,21,0.115,7,0.5710000000000001,4,4,200,87.3,35.9,14,14,55,13.0,3.2,2,0.426,26,0.34600000000000003,9,51.4,38,0.428,15.8,12,35,0.34299999999999997,12,0.8,16,"January 21, 2019",75.0,21,25.7,9,87.3,64.1,25,0.508,61,0.45899999999999996,28,0.18,11,0.636,7,2,200,109.5,31.4,11,12,69,6.0,14.3,9,0.426,26,0.231,6,48.6,36,0.521,10.8,8,35,0.629,22,0.895,17,"Breslin Events Center, East Lansing, Michigan",MARYLAND,Maryland,62.8,Home,MICHIGAN-STATE,Michigan State,Michigan State,big-ten,18,True,False,True,Home,True,6,22,61,36,74,9,12,61,1,0,157,384,1079,0.5741427247451344,730,1241,0.5882352941176471,126,292,1140,0.4219298245614035,0.8888888888888888
19,2019-01-24-19-iowa,59.3,16,4.3,2,100.0,75.0,30,0.608,51,0.529,27,0.41200000000000003,21,0.9520000000000001,20,2,200,122.4,45.8,11,13,82,6.0,4.5,3,0.373,19,0.42100000000000004,8,64.1,41,0.672,21.0,16,32,0.594,19,0.9,18,"January 24, 2019",48.1,13,0.0,0,122.4,54.2,13,0.42100000000000004,70,0.386,27,0.114,8,1.0,8,4,200,100.0,25.0,10,16,67,19.0,13.4,9,0.34299999999999997,24,0.20800000000000002,5,35.9,23,0.45399999999999996,6.4,5,46,0.478,22,0.8,16,"Carver-Hawkeye Arena, Iowa City, Iowa",IOWA,Iowa,67.4,Away,MICHIGAN-STATE,Michigan State,Michigan State,big-ten,19,False,False,False,Away,True,8,19,51,41,64,5,22,70,1,0,163,406,1140,0.5706140350877194,766,1315,0.5825095057034221,135,304,1201,0.42173189009159034,0.8947368421052632
20,2019-01-27-13-purdue,54.5,12,25.0,9,110.6,63.9,23,0.473,56,0.39299999999999996,22,0.268,15,0.667,10,3,200,95.5,27.3,9,16,63,6.0,12.1,8,0.46399999999999997,26,0.34600000000000003,9,46.4,32,0.499,16.1,12,30,0.433,13,0.857,18,"January 27, 2019",58.3,14,16.7,5,95.5,72.7,24,0.469,64,0.375,24,0.23399999999999999,15,0.867,13,6,200,110.6,36.1,13,15,73,,10.6,7,0.43799999999999994,28,0.429,12,53.6,37,0.513,10.2,8,36,0.33299999999999996,12,0.7,14,"Mackey Arena, West Lafayette, Indiana",MICHIGAN-STATE,Michigan State,66.1,Home,PURDUE,Purdue,Michigan State,big-ten,20,False,False,False,Away,False,9,13,56,32,69,12,12,64,0,1,171,425,1191,0.572208228379513,807,1379,0.5852066715010877,140,326,1271,0.4217151848937844,0.9
21,2019-02-02-18-michigan-state,75.0,21,16.3,7,100.0,70.0,28,0.45799999999999996,72,0.389,28,0.264,19,0.684,13,9,225,105.3,37.8,14,21,79,,4.0,3,0.278,20,0.5,10,54.5,42,0.488,12.0,11,52,0.34600000000000003,18,0.591,13,"February 2, 2019",79.3,23,26.9,14,105.3,62.2,23,0.523,64,0.45299999999999996,29,0.344,22,0.364,8,4,225,100.0,30.0,12,19,75,6.0,9.3,7,0.32799999999999996,21,0.429,9,45.5,35,0.504,12.0,10,43,0.465,20,0.818,18,"Breslin Events Center, East Lansing, Michigan",MICHIGAN-STATE,Michigan State,66.9,Away,INDIANA,Indiana,Michigan State,big-ten,21,False,True,True,Home,False,9,20,64,35,77,10,18,72,0,1,180,438,1247,0.5677626303127506,839,1448,0.5794198895027625,152,338,1335,0.4239700374531835,0.8571428571428571
22,2019-02-05-19-illinois,68.2,15,2.9,1,109.7,70.0,21,0.593,43,0.512,22,0.581,25,0.92,23,5,200,102.8,35.0,7,18,74,9.0,8.3,6,0.442,19,0.368,7,56.0,28,0.674,30.8,24,24,0.625,15,0.7829999999999999,18,"February 5, 2019",46.2,12,12.5,3,102.8,65.0,13,0.526,58,0.44799999999999995,26,0.379,22,0.818,18,15,200,109.7,30.0,9,21,79,,16.7,12,0.414,24,0.375,9,44.0,22,0.5770000000000001,16.1,13,34,0.5,17,0.348,8,"State Farm Center, Champaign, Illinois",MICHIGAN-STATE,Michigan State,72.2,Home,ILLINOIS,Illinois,Michigan State,big-ten,22,False,False,False,Away,False,7,15,43,28,50,9,17,58,0,1,189,458,1311,0.5655987795575896,874,1525,0.5731147540983607,162,356,1407,0.425728500355366,0.8181818181818182
23,2019-02-09-14-michigan-state,77.8,14,2.2,1,119.7,69.7,23,0.418,49,0.36700000000000005,18,0.469,23,0.609,14,8,200,83.3,18.2,6,14,55,,1.5,1,0.28600000000000003,14,0.35700000000000004,5,43.9,29,0.45899999999999996,16.9,12,35,0.371,13,0.667,16,"February 9, 2019",87.1,27,5.7,2,83.3,81.8,27,0.5670000000000001,60,0.517,31,0.267,16,0.688,11,5,200,119.7,30.3,10,18,79,9.0,9.1,6,0.25,15,0.4,6,56.1,37,0.584,10.7,8,45,0.556,25,0.792,19,"Breslin Events Center, East Lansing, Michigan",MINNESOTA,Minnesota,65.8,Home,MICHIGAN-STATE,Michigan State,Michigan State,big-ten,23,True,False,True,Home,True,6,25,60,37,66,5,13,49,1,0,196,473,1354,0.5664697193500738,902,1575,0.5726984126984127,171,373,1465,0.4296928327645051,0.782608695652174
24,2019-02-12-19-wisconsin,44.0,11,19.4,7,88.1,85.7,30,0.518,57,0.439,25,0.193,11,0.727,8,5,200,100.0,26.7,8,12,67,11.0,7.5,5,0.386,22,0.409,9,58.5,38,0.5379999999999999,17.4,13,35,0.457,16,0.8,20,"February 12, 2019",41.7,10,14.3,5,100.0,73.3,22,0.48200000000000004,56,0.429,24,0.214,12,0.41700000000000004,5,8,200,88.1,14.3,5,12,59,20.0,10.4,7,0.35700000000000004,20,0.3,6,41.5,27,0.478,14.0,10,36,0.5,18,0.68,17,"Kohl Center, Madison, Wisconsin",WISCONSIN,Wisconsin,67.0,Away,MICHIGAN-STATE,Michigan State,Michigan State,big-ten,24,False,False,False,Away,True,9,16,57,38,65,6,18,56,1,0,202,498,1414,0.5664780763790664,939,1641,0.5722120658135283,176,386,1514,0.42932628797886396,0.7916666666666666
25,2019-02-17-13-michigan-state,50.0,9,6.9,2,93.9,79.4,27,0.35700000000000004,56,0.321,18,0.161,9,0.444,4,9,200,66.7,18.9,7,18,44,,10.6,7,0.268,15,0.267,4,47.9,34,0.365,20.0,15,41,0.341,14,0.64,16,"February 17, 2019",81.0,17,19.5,8,66.7,81.1,30,0.473,55,0.382,21,0.218,12,0.833,10,5,200,93.9,20.6,7,15,62,11.0,10.6,7,0.473,26,0.385,10,52.1,37,0.511,14.2,10,29,0.379,11,0.8079999999999999,21,"Breslin Events Center, East Lansing, Michigan",OHIO-STATE,Ohio State,66.0,Home,MICHIGAN-STATE,Michigan State,Michigan State,big-ten,25,True,False,True,Home,True,10,11,55,37,71,4,14,56,1,0,211,514,1471,0.5645819170632222,977,1706,0.5726846424384525,182,404,1570,0.43121019108280256,0.8
26,2019-02-20-18-michigan-state,52.2,12,11.4,4,107.6,56.3,18,0.44,58,0.397,23,0.293,17,0.529,9,14,200,90.9,24.3,9,17,60,,10.6,7,0.345,20,0.25,5,39.1,27,0.45399999999999996,12.1,9,38,0.474,18,0.462,12,"February 20, 2019",63.6,14,2.6,1,90.9,75.7,28,0.46399999999999997,55,0.4,22,0.4,22,0.909,20,5,200,107.6,43.8,14,14,71,10.0,6.1,4,0.364,20,0.35,7,60.9,42,0.542,17.8,14,35,0.429,15,0.815,22,"Breslin Events Center, East Lansing, Michigan",RUTGERS,Rutgers,65.8,Home,MICHIGAN-STATE,Michigan State,Michigan State,big-ten,26,True,False,True,Home,True,7,15,55,42,69,5,18,58,1,0,221,525,1526,0.5612712975098296,1014,1777,0.5706246482836241,186,418,1626,0.42865928659286595,0.8076923076923077
