,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,PENNSYLVANIA_homegame,PENNSYLVANIA_homegame2,PENNSYLVANIA_home,PENNSYLVANIA_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-11-19-pennsylvania,25.0,6,3.4,1,118.2,62.5,15,0.594,48,0.5,24,0.563,27,0.667,18,3,200,113.6,25.0,6,27,75,17.0,7.6,5,0.542,26,0.34600000000000003,9,43.8,21,0.617,15.5,11,22,0.682,15,0.727,8,"December 11, 2018",65.2,15,4.5,1,113.6,75.0,18,0.589,45,0.511,23,0.8220000000000001,37,0.6759999999999999,25,2,200,118.2,37.5,9,22,78,,7.6,5,0.35600000000000004,16,0.43799999999999994,7,56.3,27,0.623,17.5,13,29,0.552,16,0.818,9,"The Palestra, Philadelphia, Pennsylvania",VILLANOVA,Villanova,66.2,Home,PENNSYLVANIA,Penn,Pennsylvania,ivy,10,True,False,True,Home,True,7,16,45,27,48,9,15,48,1,0,100,191,585,0.582905982905983,326,635,0.5133858267716536,55,197,594,0.47053872053872053,0.8
11,2018-12-22-16-new-mexico,62.1,18,2.6,1,84.4,76.3,29,0.525,61,0.475,29,0.295,18,0.611,11,2,200,97.4,20.6,7,19,75,,7.8,6,0.32799999999999996,20,0.3,6,50.0,36,0.539,16.9,14,41,0.561,23,0.833,10,"December 22, 2018",70.8,17,4.9,2,97.4,79.4,27,0.451,61,0.39299999999999996,24,0.377,23,0.435,10,6,200,84.4,23.7,9,21,65,,10.4,8,0.361,22,0.318,7,50.0,36,0.452,17.4,15,39,0.436,17,0.455,5,"The Pit, Albuquerque, New Mexico",NEW-MEXICO,New Mexico,77.2,Away,PENNSYLVANIA,Penn,Pennsylvania,ivy,11,False,False,False,Away,True,6,23,61,36,72,7,17,61,1,0,107,207,630,0.5833333333333334,353,683,0.5168374816983895,64,212,642,0.4797507788161994,0.8181818181818182
12,2018-12-29-14-toledo,38.9,7,6.8,3,111.6,71.4,25,0.34700000000000003,59,0.305,18,0.18600000000000003,11,0.364,4,3,200,65.2,22.0,9,17,45,,8.7,6,0.373,22,0.22699999999999998,5,44.7,34,0.35,16.9,13,37,0.35100000000000003,13,0.769,10,"December 29, 2018",45.2,14,16.2,6,65.2,78.0,32,0.5479999999999999,63,0.49200000000000005,31,0.222,14,0.5710000000000001,8,1,200,111.6,28.6,10,13,77,,10.1,7,0.302,19,0.368,7,55.3,42,0.5529999999999999,12.6,10,44,0.545,24,0.9229999999999999,12,"John F. Savage Hall, Toledo, Ohio",PENNSYLVANIA,Penn,68.9,Home,TOLEDO,Toledo,Pennsylvania,ivy,12,False,False,False,Away,False,5,13,59,34,76,7,24,63,0,1,113,230,691,0.5781476121562952,389,755,0.5152317880794702,71,229,703,0.4772403982930299,0.8333333333333334
13,2018-12-31-13-pennsylvania,37.0,10,6.9,2,100.0,63.4,26,0.47600000000000003,62,0.435,27,0.371,23,0.7390000000000001,17,12,225,102.7,43.2,16,25,76,,8.1,6,0.21,13,0.385,5,53.8,42,0.521,17.2,15,49,0.449,22,0.077,1,"December 31, 2018",63.6,14,4.1,2,102.7,56.8,21,0.43700000000000006,63,0.349,22,0.49200000000000005,31,0.613,19,4,225,100.0,36.6,15,19,74,,16.2,12,0.54,34,0.324,11,46.2,36,0.47600000000000003,15.4,14,29,0.379,11,0.7140000000000001,10,"The Palestra, Philadelphia, Pennsylvania",PENNSYLVANIA,Penn,66.1,Away,MONMOUTH,Monmouth,Pennsylvania,ivy,13,False,True,True,Home,False,11,11,63,36,78,5,22,62,0,1,118,243,750,0.56,423,831,0.5090252707581228,78,253,766,0.4830287206266319,0.7692307692307693
14,2019-01-05-17-princeton,26.9,7,8.2,4,90.7,75.0,33,0.46,62,0.419,26,0.21,13,0.615,8,5,225,86.7,24.3,9,14,65,,4.0,3,0.32299999999999995,20,0.25,5,51.9,42,0.47700000000000004,18.1,15,42,0.5,21,0.667,10,"January 5, 2019",39.3,11,4.8,2,86.7,75.7,28,0.419,74,0.37799999999999995,28,0.162,12,0.5,6,5,225,90.7,25.0,11,13,68,,9.3,7,0.33799999999999997,25,0.24,6,48.1,39,0.42700000000000005,9.2,8,49,0.449,22,0.615,8,"Jadwin Gymnasium, Princeton, New Jersey",PENNSYLVANIA,Penn,67.1,Home,PRINCETON,Princeton,Pennsylvania,ivy,14,False,False,False,Away,False,5,21,62,42,81,6,22,74,0,1,129,254,813,0.550430504305043,459,909,0.504950495049505,83,275,828,0.482487922705314,0.7142857142857143
15,2019-01-12-14-pennsylvania,25.0,5,5.0,2,73.6,86.0,37,0.34700000000000003,62,0.32299999999999995,20,0.33899999999999997,21,0.905,19,5,200,86.1,30.6,11,17,62,,2.8,2,0.258,16,0.188,3,60.8,48,0.431,15.4,13,46,0.37,17,0.643,9,"January 12, 2019",45.0,9,13.0,6,86.1,69.4,25,0.377,61,0.32799999999999996,20,0.213,13,0.5379999999999999,7,6,200,73.6,14.0,6,19,53,,5.6,4,0.344,21,0.28600000000000003,6,39.2,31,0.39399999999999996,10.7,8,40,0.35,14,0.625,10,"The Palestra, Philadelphia, Pennsylvania",PENNSYLVANIA,Penn,71.6,Away,PRINCETON,Princeton,Pennsylvania,ivy,15,False,True,True,Home,False,6,14,61,31,79,3,17,62,0,1,134,275,875,0.544,501,990,0.5060606060606061,89,297,902,0.4772727272727273,0.6666666666666666
16,2019-01-19-17-temple,75.0,21,3.4,2,102.9,68.4,26,0.642,53,0.528,28,0.226,12,0.75,9,6,200,113.2,11.1,3,12,77,,7.4,5,0.5660000000000001,30,0.4,12,44.6,29,0.6559999999999999,15.9,11,23,0.696,16,0.647,11,"January 19, 2019",30.0,9,0.0,0,113.2,88.9,24,0.457,69,0.435,30,0.13,9,0.778,7,4,200,102.9,31.6,12,14,70,,10.3,7,0.159,11,0.273,3,55.4,36,0.478,11.0,9,58,0.466,27,0.778,14,"Liacouras Center, Philadelphia, Pennsylvania",TEMPLE,Temple,68.5,Away,PENNSYLVANIA,Penn,Pennsylvania,ivy,16,False,False,False,Away,True,12,16,53,29,65,3,27,69,1,0,140,289,936,0.5331196581196581,532,1069,0.4976613657623948,92,314,964,0.46887966804979253,0.625
17,2019-01-26-19-pennsylvania,34.5,10,12.0,3,106.8,82.9,29,0.424,72,0.40299999999999997,29,0.20800000000000002,15,0.6,9,11,200,95.9,33.3,14,16,70,,1.4,1,0.33299999999999996,24,0.125,3,55.8,43,0.442,10.3,9,48,0.542,26,0.45,9,"January 26, 2019",70.4,19,6.3,3,95.9,66.7,28,0.54,63,0.429,27,0.23800000000000002,15,0.667,10,6,200,106.8,17.1,6,16,78,,8.2,6,0.603,38,0.368,14,44.2,34,0.556,9.1,7,25,0.52,13,0.667,12,"The Palestra, Philadelphia, Pennsylvania",SAINT-JOSEPHS,St. Joseph's,72.6,Home,PENNSYLVANIA,Penn,Pennsylvania,ivy,17,True,False,True,Home,True,14,13,63,34,77,3,26,72,1,0,152,305,989,0.538928210313448,561,1134,0.4947089947089947,95,341,1033,0.468054211035818,0.6470588235294118
18,2019-02-01-17-cornell,51.9,14,7.3,3,101.3,93.1,27,0.493,67,0.40299999999999997,27,0.19399999999999998,13,0.385,5,7,200,89.9,30.8,12,28,71,,5.1,4,0.507,34,0.353,12,57.4,39,0.485,21.6,20,33,0.455,15,0.632,12,"February 1, 2019",48.0,12,12.1,4,89.9,69.2,27,0.509,54,0.46299999999999997,25,0.667,36,0.6940000000000001,25,9,200,101.3,6.9,2,17,80,,10.1,8,0.24100000000000002,13,0.385,5,42.6,29,0.563,10.3,8,41,0.488,20,0.526,10,"Newman Arena, Ithaca, New York",PENNSYLVANIA,Penn,79.1,Home,CORNELL,Cornell,Pennsylvania,ivy,18,False,False,False,Away,False,12,15,67,39,68,5,20,54,0,1,166,318,1052,0.5389733840304183,595,1211,0.4913294797687861,98,367,1105,0.465158371040724,0.6666666666666666
19,2019-02-02-20-columbia,56.5,13,2.5,1,104.5,92.0,23,0.5539999999999999,46,0.5,23,0.5870000000000001,27,0.778,21,7,200,107.5,25.0,6,14,72,,9.0,6,0.435,20,0.25,5,59.2,29,0.612,18.3,13,26,0.6920000000000001,18,0.65,13,"February 2, 2019",38.7,12,0.0,0,107.5,75.0,18,0.632,53,0.585,31,0.113,6,0.5,3,12,200,104.5,8.0,2,24,70,,9.0,6,0.245,13,0.385,5,40.8,20,0.627,20.1,14,40,0.65,26,0.33299999999999996,6,"Levien Gym, New York, New York",COLUMBIA,Columbia,66.8,Away,PENNSYLVANIA,Penn,Pennsylvania,ivy,19,False,False,False,Away,True,5,18,46,29,49,5,26,53,1,0,178,333,1119,0.5361930294906166,634,1279,0.49569976544175137,103,387,1159,0.4672131147540984,0.631578947368421
20,2019-02-08-19-brown,58.1,18,5.3,2,112.3,66.7,24,0.708,53,0.585,31,0.528,28,0.607,17,7,200,126.0,22.7,5,18,92,,9.6,7,0.47200000000000003,25,0.52,13,50.0,29,0.6940000000000001,14.4,11,28,0.643,18,0.667,14,"February 8, 2019",51.7,15,10.7,3,126.0,77.3,17,0.515,67,0.433,29,0.284,19,0.684,13,8,200,112.3,33.3,12,22,82,,6.8,5,0.433,29,0.379,11,50.0,29,0.539,11.7,10,38,0.474,18,0.619,13,"Pizzitola Sports Center, Providence, Rhode Island",BROWN,Brown,73.2,Away,PENNSYLVANIA,Penn,Pennsylvania,ivy,20,False,False,False,Away,True,13,18,53,29,58,11,18,67,1,0,183,351,1165,0.5369098712446352,663,1328,0.4992469879518072,108,413,1212,0.4744224422442244,0.65
21,2019-02-09-19-yale,53.8,14,0.0,0,109.9,79.3,23,0.41200000000000003,74,0.35100000000000003,26,0.095,7,0.5710000000000001,4,8,200,91.5,28.3,13,12,65,,11.3,8,0.45899999999999996,34,0.265,9,48.0,36,0.42,8.3,7,40,0.425,17,0.636,14,"February 9, 2019",62.1,18,15.0,6,91.5,71.7,33,0.551,59,0.49200000000000005,29,0.254,15,0.867,13,4,200,109.9,20.7,6,10,78,,5.6,4,0.305,18,0.389,7,52.0,39,0.59,13.2,10,41,0.537,22,0.789,15,"John J. Lee Ampitheater, New Haven, Connecticut",PENNSYLVANIA,Penn,70.7,Home,YALE,Yale,Pennsylvania,ivy,21,False,False,False,Away,False,9,17,74,36,75,7,22,59,0,1,196,369,1218,0.5443349753694581,692,1386,0.49927849927849927,119,431,1279,0.4765441751368256,0.6666666666666666
22,2019-02-15-19-pennsylvania,46.9,15,2.9,1,110.8,80.0,16,0.522,68,0.47100000000000003,32,0.147,10,0.8,8,12,225,106.8,22.9,8,18,79,,16.2,12,0.324,22,0.318,7,43.6,24,0.5429999999999999,11.1,9,46,0.5429999999999999,25,0.478,11,"February 15, 2019",43.8,14,6.5,3,106.8,77.1,27,0.655,55,0.5820000000000001,32,0.273,15,0.667,10,8,225,110.8,20.0,4,11,82,,5.4,4,0.382,21,0.381,8,56.4,31,0.66,20.6,16,34,0.706,24,0.652,15,"The Palestra, Philadelphia, Pennsylvania",DARTMOUTH,Dartmouth,65.7,Home,PENNSYLVANIA,Penn,Pennsylvania,ivy,22,True,False,True,Home,True,8,24,55,31,55,7,25,68,1,0,205,386,1292,0.5367647058823529,728,1461,0.49828884325804246,126,453,1338,0.4798206278026906,0.6363636363636364
23,2019-02-16-19-pennsylvania,14.3,4,11.8,4,89.5,87.1,27,0.54,63,0.444,28,0.175,11,0.636,7,8,225,98.7,29.7,11,14,75,,13.2,10,0.413,26,0.462,12,55.9,38,0.55,21.0,18,37,0.43200000000000005,16,0.619,13,"February 16, 2019",42.3,11,2.7,1,98.7,70.3,26,0.47600000000000003,62,0.419,26,0.177,11,0.818,9,9,225,89.5,12.9,4,14,68,,6.6,5,0.452,28,0.25,7,44.1,30,0.506,17.3,14,34,0.5589999999999999,19,0.625,15,"The Palestra, Philadelphia, Pennsylvania",PENNSYLVANIA,Penn,67.8,Away,HARVARD,Harvard,Pennsylvania,ivy,23,False,True,True,Home,False,7,19,62,30,68,12,16,63,0,1,213,410,1347,0.5415738678544915,759,1516,0.5006596306068601,133,478,1406,0.4818634423897582,0.6521739130434783
24,2019-02-22-20-pennsylvania,52.9,18,13.8,4,105.5,78.8,26,0.585,65,0.523,34,0.077,5,0.6,3,16,225,108.2,14.3,4,19,79,,9.6,7,0.33799999999999997,22,0.364,8,49.2,30,0.586,13.0,10,43,0.605,26,0.304,7,"February 22, 2019",70.4,19,4.7,2,108.2,85.7,24,0.551,59,0.45799999999999996,27,0.322,19,0.632,12,10,225,105.5,21.2,7,11,77,,5.5,4,0.508,30,0.36700000000000005,11,50.8,31,0.5660000000000001,15.1,12,29,0.552,16,0.6,15,"The Palestra, Philadelphia, Pennsylvania",PENNSYLVANIA,Penn,65.1,Away,COLUMBIA,Columbia,Pennsylvania,ivy,24,False,True,True,Home,False,11,16,59,31,61,8,26,65,0,1,220,429,1409,0.5386799148332151,789,1584,0.4981060606060606,145,494,1469,0.4843430905377808,0.625
25,2019-02-23-19-pennsylvania,33.3,6,11.1,3,106.3,84.8,28,0.44,50,0.36,18,0.18,9,0.667,6,13,200,78.1,9.7,3,14,50,,12.5,8,0.44,22,0.364,8,48.4,31,0.461,18.2,12,28,0.35700000000000004,10,0.5,13,"February 23, 2019",66.7,16,14.3,4,78.1,90.3,28,0.527,56,0.429,24,0.214,12,0.75,9,10,200,106.3,15.2,5,13,68,,9.4,6,0.518,29,0.379,11,51.6,33,0.551,11.5,8,27,0.48100000000000004,13,0.615,16,"The Palestra, Philadelphia, Pennsylvania",CORNELL,Cornell,64.0,Home,PENNSYLVANIA,Penn,Pennsylvania,ivy,25,True,False,True,Home,True,11,13,56,33,64,8,10,50,1,0,231,445,1468,0.5391689373297003,820,1645,0.49848024316109424,153,520,1534,0.48859191655801826,0.6
26,2019-03-01-19-harvard,50.0,10,7.1,2,86.8,86.7,26,0.405,58,0.345,20,0.22399999999999998,13,0.462,6,11,200,77.9,18.4,7,15,53,,10.3,7,0.44799999999999995,26,0.26899999999999996,7,48.5,33,0.413,18.0,14,32,0.406,13,0.593,16,"March 1, 2019",75.0,15,9.4,3,77.9,81.6,31,0.51,48,0.41700000000000004,20,0.375,18,0.556,10,9,200,86.8,13.3,4,16,59,,8.8,6,0.41700000000000004,20,0.45,9,51.5,35,0.522,18.9,13,28,0.39299999999999996,11,0.625,15,"Lavietes Pavilion, Boston, Massachusetts",PENNSYLVANIA,Penn,68.4,Home,HARVARD,Harvard,Pennsylvania,ivy,26,False,False,False,Away,False,7,13,58,33,68,9,11,48,0,1,242,458,1524,0.5387139107611548,853,1709,0.49912229373902867,161,530,1584,0.48705808080808083,0.6153846153846154
