,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,RHODE-ISLAND_homegame,RHODE-ISLAND_homegame2,RHODE-ISLAND_home,RHODE-ISLAND_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-25-15-rhode-island,40.0,10,2.6,1,89.6,68.8,22,0.474,58,0.431,25,0.31,18,0.722,13,5,200,101.5,28.1,9,13,68,,4.5,3,0.397,23,0.217,5,48.4,31,0.511,14.3,11,35,0.5710000000000001,20,0.615,8,"December 25, 2018",41.7,10,8.6,3,101.5,71.9,23,0.45,60,0.4,24,0.2,12,0.5,6,5,200,89.6,31.3,10,18,60,,11.9,8,0.36700000000000005,22,0.273,6,51.6,33,0.457,13.3,10,38,0.474,18,0.545,6,"Stan Sheriff Center, Honolulu, Hawaii",RHODE-ISLAND,Rhode Island,67.1,Away,HAWAII,Hawaii,Rhode Island,atlantic-10,10,False,True,True,Home,False,6,18,60,33,64,5,20,58,0,1,51,206,627,0.45055821371610844,363,688,0.5276162790697675,57,159,535,0.4570093457943925,0.6
11,2018-12-30-17-rhode-island,39.1,9,15.2,5,102.9,64.5,20,0.45799999999999996,60,0.38299999999999995,23,0.183,11,0.455,5,10,200,85.7,32.4,11,16,60,,12.9,9,0.35,21,0.429,9,47.7,31,0.46,19.8,16,39,0.359,14,0.231,3,"December 30, 2018",66.7,16,12.8,5,85.7,67.6,23,0.491,57,0.42100000000000004,24,0.33299999999999996,19,0.8420000000000001,16,5,200,102.9,35.5,11,14,72,,14.3,10,0.42100000000000004,24,0.33299999999999996,8,52.3,34,0.545,17.6,14,33,0.485,16,0.583,7,"Ryan Center, Kingston, Rhode Island",MIDDLE-TENNESSEE,Middle Tennessee,69.6,Home,RHODE-ISLAND,Rhode Island,Rhode Island,atlantic-10,11,True,False,True,Home,True,8,16,57,34,65,9,14,60,1,0,57,224,687,0.450509461426492,396,752,0.526595744680851,62,179,593,0.45868465430016864,0.5454545454545454
12,2019-01-06-16-saint-louis,55.6,10,8.8,3,88.2,73.0,27,0.40399999999999997,52,0.34600000000000003,18,0.308,16,0.688,11,6,200,77.9,22.9,8,18,53,,11.8,8,0.34600000000000003,18,0.33299999999999996,6,48.6,35,0.445,22.4,17,34,0.353,12,0.5379999999999999,7,"January 6, 2019",61.9,13,14.7,5,77.9,77.1,27,0.445,55,0.382,21,0.418,23,0.478,11,4,200,88.2,27.0,10,14,60,,13.2,9,0.382,21,0.33299999999999996,7,51.4,37,0.455,15.6,12,34,0.41200000000000003,14,0.7140000000000001,10,"Chaifetz Arena, St. Louis, Missouri",RHODE-ISLAND,Rhode Island,68.3,Home,SAINT-LOUIS,Saint Louis,Rhode Island,atlantic-10,12,False,False,False,Away,False,6,12,52,35,72,7,14,55,0,1,65,240,744,0.4536290322580645,430,817,0.5263157894736842,71,193,653,0.45865237366003064,0.5833333333333334
13,2019-01-09-19-richmond,53.8,14,3.0,1,98.5,86.1,31,0.667,45,0.578,26,0.622,28,0.643,18,6,200,114.7,15.0,3,17,78,,10.3,7,0.4,18,0.444,8,60.7,34,0.669,18.5,13,27,0.667,18,0.5710000000000001,8,"January 9, 2019",53.8,14,0.0,0,114.7,85.0,17,0.544,57,0.456,26,0.193,11,0.455,5,9,200,98.5,13.9,5,21,67,,11.8,8,0.42100000000000004,24,0.41700000000000004,10,39.3,22,0.5379999999999999,13.9,10,33,0.485,16,0.4,6,"Robins Center, Richmond, Virginia",RICHMOND,Richmond,67.8,Away,RHODE-ISLAND,Rhode Island,Rhode Island,atlantic-10,13,False,False,False,Away,True,8,18,45,34,56,10,16,57,1,0,71,252,796,0.45037688442211055,465,889,0.5230596175478065,78,207,708,0.4576271186440678,0.5384615384615384
14,2019-01-13-17-rhode-island,40.0,12,5.0,2,94.4,61.5,24,0.578,58,0.517,30,0.31,18,0.9440000000000001,17,8,200,118.3,30.4,7,16,84,,5.6,4,0.293,17,0.41200000000000003,7,50.0,31,0.631,17.5,14,41,0.561,23,0.529,9,"January 13, 2019",48.1,13,14.6,6,118.3,69.6,16,0.43799999999999994,65,0.415,27,0.262,17,0.588,10,7,200,94.4,38.5,15,17,67,,9.9,7,0.385,25,0.12,3,50.0,31,0.45799999999999996,13.2,11,40,0.6,24,0.5329999999999999,8,"Ryan Center, Kingston, Rhode Island",RHODE-ISLAND,Rhode Island,71.3,Away,GEORGE-MASON,George Mason,Rhode Island,atlantic-10,14,False,True,True,Home,False,3,24,65,31,62,7,23,58,0,1,79,270,841,0.4619500594530321,499,945,0.5280423280423281,88,223,765,0.46405228758169936,0.5714285714285714
15,2019-01-16-18-rhode-island,33.3,7,9.1,3,107.1,76.2,16,0.435,54,0.389,21,0.389,21,0.762,16,11,200,90.0,30.3,10,22,63,,10.0,7,0.33299999999999996,18,0.278,5,48.1,26,0.49200000000000005,21.2,17,36,0.444,16,0.353,6,"January 16, 2019",60.0,15,5.6,2,90.0,69.7,23,0.598,46,0.5429999999999999,25,0.565,26,0.769,20,7,200,107.1,23.8,5,20,75,,12.9,9,0.28300000000000003,13,0.385,5,51.9,28,0.643,21.8,16,33,0.606,20,0.562,9,"Ryan Center, Kingston, Rhode Island",ST-BONAVENTURE,St. Bonaventure,70.2,Home,RHODE-ISLAND,Rhode Island,Rhode Island,atlantic-10,15,True,False,True,Home,True,5,20,46,28,54,5,16,54,1,0,82,294,906,0.4602649006622517,530,1007,0.5263157894736842,95,246,823,0.47205346294046174,0.5333333333333333
16,2019-01-19-14-la-salle,39.3,11,9.3,4,90.5,73.9,34,0.602,49,0.5710000000000001,28,0.6940000000000001,34,0.5589999999999999,19,7,200,105.4,22.2,6,15,78,,8.1,6,0.163,8,0.375,3,54.8,40,0.599,22.0,18,41,0.61,25,0.588,10,"January 19, 2019",56.5,13,7.3,3,105.4,77.8,21,0.431,65,0.354,23,0.24600000000000002,16,0.688,11,14,200,90.5,26.1,12,24,67,,14.9,11,0.33799999999999997,22,0.455,10,45.2,33,0.461,13.2,11,43,0.302,13,0.17600000000000002,3,"Tom Gola Arena, Philadelphia, Pennsylvania",LA-SALLE,La Salle,74.4,Away,RHODE-ISLAND,Rhode Island,Rhode Island,atlantic-10,16,False,False,False,Away,True,3,25,49,40,73,10,13,65,1,0,87,314,952,0.46691176470588236,558,1061,0.525918944392083,100,262,877,0.4697833523375142,0.5625
17,2019-01-23-19-rhode-island,31.8,7,17.3,9,97.3,64.9,24,0.451,51,0.431,22,0.49,25,0.76,19,6,200,89.0,25.8,8,22,65,,11.0,8,0.235,12,0.16699999999999998,2,47.1,32,0.517,22.5,18,39,0.513,20,0.684,13,"January 23, 2019",36.0,9,10.3,4,89.0,74.2,23,0.418,61,0.41,25,0.426,26,0.769,20,7,200,97.3,35.1,13,20,71,,8.2,6,0.14800000000000002,9,0.111,1,52.9,36,0.484,15.2,13,52,0.462,24,0.611,11,"Ryan Center, Kingston, Rhode Island",VIRGINIA-COMMONWEALTH,VCU,73.1,Home,RHODE-ISLAND,Rhode Island,Rhode Island,atlantic-10,17,True,False,True,Home,True,1,24,61,36,68,2,20,51,1,0,90,339,1001,0.47352647352647353,598,1134,0.527336860670194,110,275,942,0.46709129511677283,0.5882352941176471
18,2019-01-27-14-massachusetts,72.0,18,6.7,2,118.5,76.2,16,0.5820000000000001,49,0.51,25,0.327,16,0.813,13,8,200,107.7,28.6,6,18,70,,7.7,5,0.429,21,0.33299999999999996,7,52.4,22,0.618,22.2,16,28,0.643,18,0.579,11,"January 27, 2019",70.4,19,14.3,4,107.7,71.4,15,0.618,51,0.529,27,0.353,18,0.778,14,12,200,118.5,23.8,5,17,77,,4.6,3,0.41200000000000003,21,0.429,9,47.6,20,0.647,12.0,8,30,0.6,18,0.4,8,"Mullins Center, Amherst, Massachusetts",RHODE-ISLAND,Rhode Island,64.6,Home,MASSACHUSETTS,UMass,Rhode Island,atlantic-10,18,False,False,False,Away,False,7,18,49,22,42,9,18,51,0,1,91,363,1062,0.4703389830508475,634,1202,0.5274542429284526,112,295,993,0.4662638469284995,0.6111111111111112
19,2019-01-30-19-duquesne,64.3,18,10.7,3,105.6,53.1,17,0.534,59,0.475,28,0.322,19,0.474,9,9,200,101.4,27.6,8,15,72,,12.7,9,0.305,18,0.389,7,41.0,25,0.529,12.9,10,41,0.512,21,0.55,11,"January 30, 2019",46.2,12,14.6,6,101.4,72.4,21,0.516,61,0.426,26,0.27899999999999997,17,0.706,12,6,200,105.6,46.9,15,12,75,,5.6,4,0.541,33,0.33299999999999996,11,59.0,36,0.5429999999999999,19.9,17,28,0.536,15,0.7140000000000001,15,"A.J. Palumbo Center, Pittsburgh, Pennsylvania",RHODE-ISLAND,Rhode Island,70.6,Home,DUQUESNE,Duquesne,Rhode Island,atlantic-10,19,False,False,False,Away,False,7,21,59,25,61,11,15,61,0,1,98,381,1111,0.4752475247524752,656,1244,0.5273311897106109,121,313,1044,0.4736590038314176,0.5789473684210527
20,2019-02-02-16-rhode-island,30.4,7,8.8,3,106.6,75.9,22,0.444,54,0.426,23,0.29600000000000004,16,0.375,6,8,200,88.5,33.3,12,18,54,,3.3,2,0.14800000000000002,8,0.25,2,52.3,34,0.43799999999999994,16.4,12,46,0.457,21,0.636,14,"February 2, 2019",59.1,13,17.4,8,88.5,66.7,24,0.462,52,0.423,22,0.423,22,0.773,17,9,200,106.6,24.1,7,14,65,,11.5,7,0.34600000000000003,18,0.222,4,47.7,31,0.52,7.5,5,34,0.529,18,0.5710000000000001,12,"Ryan Center, Kingston, Rhode Island",SAINT-LOUIS,Saint Louis,61.0,Home,RHODE-ISLAND,Rhode Island,Rhode Island,atlantic-10,20,True,False,True,Home,True,4,18,52,31,65,2,21,54,1,0,105,402,1170,0.4782051282051282,681,1305,0.5218390804597701,132,328,1105,0.4760180995475113,0.55
21,2019-02-06-19-davidson,34.8,8,0.0,0,111.5,84.0,21,0.36,68,0.33799999999999997,23,0.17600000000000002,12,0.33299999999999996,4,10,200,86.9,31.9,15,20,53,,8.2,5,0.353,24,0.125,3,50.0,36,0.36,5.2,4,44,0.455,20,0.545,12,"February 6, 2019",66.7,14,13.6,6,86.9,68.1,32,0.593,43,0.488,21,0.5579999999999999,24,0.708,17,5,200,111.5,16.0,4,17,68,,4.9,3,0.512,22,0.409,9,50.0,36,0.625,14.4,9,21,0.5710000000000001,12,0.773,17,"Belk Arena, Davidson, North Carolina",RHODE-ISLAND,Rhode Island,61.1,Home,DAVIDSON,Davidson,Rhode Island,atlantic-10,21,False,False,False,Away,False,3,20,68,36,72,9,12,43,0,1,109,420,1222,0.4774959083469722,712,1370,0.5197080291970803,134,349,1159,0.4745470232959448,0.5714285714285714
22,2019-02-09-16-rhode-island,54.8,17,5.7,2,78.7,68.4,26,0.6940000000000001,49,0.633,31,0.245,12,0.75,9,8,200,126.2,35.3,6,18,77,,9.8,6,0.245,12,0.5,6,58.2,32,0.7040000000000001,15.6,10,37,0.6759999999999999,25,0.667,16,"February 9, 2019",68.8,11,16.2,6,126.2,64.7,11,0.324,54,0.29600000000000004,16,0.37,20,0.65,13,11,200,78.7,31.6,12,13,48,,6.6,4,0.35200000000000004,19,0.158,3,41.8,23,0.37799999999999995,16.0,12,35,0.371,13,0.522,12,"Ryan Center, Kingston, Rhode Island",RHODE-ISLAND,Rhode Island,61.1,Away,DAYTON,Dayton,Rhode Island,atlantic-10,22,False,True,True,Home,False,3,13,54,23,55,6,25,49,0,1,112,440,1290,0.47131782945736433,748,1442,0.5187239944521498,143,361,1202,0.47878535773710484,0.5454545454545454
23,2019-02-16-14-rhode-island,54.2,13,9.3,4,81.8,61.1,22,0.406,69,0.348,24,0.188,13,0.769,10,14,225,85.7,19.5,8,24,66,,13.0,10,0.304,21,0.381,8,39.0,30,0.439,14.8,13,48,0.33299999999999996,16,0.44,11,"February 16, 2019",50.0,9,31.3,15,85.7,80.5,33,0.336,55,0.327,18,0.6729999999999999,37,0.703,26,12,225,81.8,38.9,14,14,63,,9.1,7,0.218,12,0.083,1,61.0,47,0.434,17.4,15,43,0.395,17,0.5,12,"Ryan Center, Kingston, Rhode Island",RHODE-ISLAND,Rhode Island,68.3,Away,FORDHAM,Fordham,Rhode Island,atlantic-10,23,False,True,True,Home,False,1,17,55,47,77,8,16,69,0,1,115,453,1344,0.4654017857142857,771,1497,0.5150300601202404,149,386,1251,0.48721023181454837,0.5217391304347826
24,2019-02-19-20-virginia-commonwealth,61.5,8,5.7,2,122.6,75.0,21,0.326,43,0.302,13,0.419,18,0.778,14,13,200,67.7,28.1,9,15,42,,4.8,3,0.256,11,0.182,2,50.0,30,0.40700000000000003,27.2,19,32,0.344,11,0.48,12,"February 19, 2019",74.2,23,3.1,1,67.7,71.9,23,0.589,62,0.5,31,0.065,4,0.75,3,6,200,122.6,25.0,7,19,76,,16.1,10,0.435,27,0.40700000000000003,11,50.0,30,0.595,8.6,6,35,0.5710000000000001,20,0.769,20,"Stuart Siegel Center, Richmond, Virginia",RHODE-ISLAND,Rhode Island,62.2,Home,VIRGINIA-COMMONWEALTH,VCU,Rhode Island,atlantic-10,24,False,False,False,Away,False,2,11,43,30,60,11,20,62,0,1,116,470,1399,0.4603288062902073,818,1574,0.5196950444726811,157,402,1320,0.48295454545454547,0.5
25,2019-02-22-21-rhode-island,68.2,15,2.7,1,97.1,62.9,22,0.736,36,0.611,22,0.861,31,0.71,22,7,200,110.3,6.3,1,19,75,,14.7,10,0.361,13,0.6920000000000001,9,45.1,23,0.7390000000000001,25.5,17,23,0.565,13,0.741,20,"February 22, 2019",47.6,10,4.3,1,110.3,93.8,15,0.43799999999999994,56,0.375,21,0.41100000000000003,23,0.7390000000000001,17,14,200,97.1,37.1,13,21,66,,10.3,7,0.33899999999999997,19,0.368,7,54.9,28,0.493,19.5,16,37,0.37799999999999995,14,0.462,12,"Ryan Center, Kingston, Rhode Island",RHODE-ISLAND,Rhode Island,68.3,Away,DAVIDSON,Davidson,Rhode Island,atlantic-10,25,False,True,True,Home,False,7,14,56,28,51,9,13,36,0,1,118,481,1442,0.4563106796116505,848,1634,0.5189718482252142,168,422,1382,0.487698986975398,0.48
26,2019-02-26-19-rhode-island,30.0,6,2.6,1,121.2,75.9,22,0.392,51,0.392,20,0.353,18,0.722,13,20,200,80.3,36.7,11,11,53,,1.5,1,0.21600000000000003,11,0.0,0,55.9,33,0.445,24.4,19,40,0.5,20,0.28600000000000003,8,"February 26, 2019",62.5,20,5.0,2,80.3,63.3,19,0.627,59,0.542,32,0.22,13,0.462,6,14,200,121.2,24.1,7,16,80,,22.7,15,0.35600000000000004,21,0.47600000000000003,10,44.1,26,0.614,9.8,7,38,0.579,22,0.48100000000000004,13,"Ryan Center, Kingston, Rhode Island",GEORGE-WASHINGTON,George Washington,66.4,Home,RHODE-ISLAND,Rhode Island,Rhode Island,atlantic-10,26,True,False,True,Home,True,10,22,59,26,59,0,20,51,1,0,125,495,1498,0.45560747663551404,876,1685,0.5198813056379822,177,435,1418,0.4940056417489422,0.46153846153846156
