,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,COPPIN-STATE_homegame,COPPIN-STATE_homegame2,COPPIN-STATE_home,COPPIN-STATE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-09-15-coppin-state,29.2,7,12.5,3,72.4,80.0,24,0.46399999999999997,56,0.429,24,0.41100000000000003,23,0.522,12,5,200,84.2,28.1,9,23,64,,17.1,13,0.25,14,0.28600000000000003,4,53.2,33,0.478,21.4,18,42,0.47600000000000003,20,0.375,3,"December 9, 2018",55.6,10,11.9,5,84.2,71.9,23,0.436,47,0.38299999999999995,18,0.511,24,0.583,14,11,200,72.4,20.0,6,20,55,,2.6,2,0.489,23,0.217,5,46.8,29,0.47100000000000003,28.6,23,24,0.542,13,0.0,0,"Physical Education Complex, Baltimore, Maryland",COPPIN-STATE,Coppin State,75.7,Away,TENNESSEE-STATE,Tennessee State,Coppin State,meac,10,False,True,True,Home,False,5,13,47,29,62,4,20,56,0,1,67,138,566,0.4213780918727915,305,673,0.45319465081723626,104,192,614,0.5667752442996743,0.0
11,2018-12-12-19-north-carolina-greensboro,21.1,4,12.5,4,110.0,88.9,24,0.353,58,0.32799999999999996,19,0.397,23,0.565,13,12,200,77.1,39.5,15,21,54,,4.3,3,0.397,23,0.13,3,60.0,39,0.392,19.0,16,35,0.457,16,0.0,0,"December 12, 2018",50.0,13,0.0,0,77.1,60.5,23,0.575,53,0.491,26,0.45299999999999996,24,0.667,16,2,200,110.0,11.1,3,22,77,,12.9,9,0.396,21,0.429,9,40.0,26,0.598,11.2,8,32,0.531,17,0.818,9,"Greensboro Coliseum, Greensboro, North Carolina",COPPIN-STATE,Coppin State,69.7,Home,NORTH-CAROLINA-GREENSBORO,UNC Greensboro,Coppin State,meac,11,False,False,False,Away,False,3,16,58,39,65,9,17,53,0,1,72,151,613,0.42251223491027734,334,735,0.454421768707483,108,212,670,0.5582089552238806,0.0
12,2018-12-21-20-louisiana-monroe,50.0,13,11.1,3,117.6,88.5,23,0.517,58,0.44799999999999995,26,0.121,7,0.429,3,13,200,92.6,25.8,8,22,63,,5.9,4,0.345,20,0.4,8,54.4,31,0.514,19.7,15,38,0.474,18,0.0,0,"December 21, 2018",57.7,15,0.0,0,92.6,74.2,23,0.625,52,0.5,26,0.40399999999999997,21,0.7140000000000001,15,4,200,117.6,11.5,3,15,80,,8.8,6,0.48100000000000004,25,0.52,13,45.6,26,0.645,12.8,9,27,0.48100000000000004,13,0.636,7,"Fant-Ewing Coliseum, Monroe, Louisiana",COPPIN-STATE,Coppin State,68.2,Home,LOUISIANA-MONROE,Louisiana-Monroe,Coppin State,meac,12,False,False,False,Away,False,8,18,58,31,57,13,13,52,0,1,75,167,671,0.4165424739195231,373,800,0.46625,117,229,723,0.5594744121715076,0.0
13,2018-12-23-16-houston,42.9,6,7.5,3,94.9,80.6,29,0.26899999999999996,65,0.215,14,0.16899999999999998,11,0.818,9,14,200,55.7,13.0,6,16,44,,6.3,5,0.585,38,0.184,7,42.7,35,0.313,17.7,15,27,0.259,7,0.0,0,"December 23, 2018",60.7,17,22.2,6,55.7,87.0,40,0.485,65,0.431,28,0.27699999999999997,18,0.667,12,0,200,94.9,19.4,7,11,75,21.0,8.9,7,0.385,25,0.28,7,57.3,47,0.51,14.1,12,40,0.525,21,1.0,12,"Hofheinz Pavilion, Houston, Texas",COPPIN-STATE,Coppin State,78.9,Home,HOUSTON,Houston,Coppin State,meac,13,False,False,False,Away,False,7,7,65,35,82,7,21,65,0,1,83,185,729,0.42455418381344306,404,857,0.47141190198366395,130,242,775,0.5638709677419355,0.0
14,2018-12-29-12-notre-dame,36.4,8,10.3,3,100.0,76.2,32,0.41,61,0.361,22,0.14800000000000002,9,0.667,6,15,200,88.9,39.5,15,17,56,,3.2,2,0.377,23,0.261,6,58.8,47,0.429,15.6,12,38,0.42100000000000004,16,0.0,0,"December 29, 2018",65.0,13,21.1,8,88.9,60.5,23,0.415,59,0.33899999999999997,20,0.322,19,0.737,14,3,200,100.0,23.8,10,8,63,,9.5,6,0.508,30,0.3,9,41.3,33,0.46299999999999997,6.9,5,29,0.379,11,0.769,10,"Purcell Pavilion at the Joyce Center, South Bend, Indiana",COPPIN-STATE,Coppin State,62.7,Home,NOTRE-DAME,Notre Dame,Coppin State,meac,14,False,False,False,Away,False,6,16,61,47,80,9,11,59,0,1,90,192,794,0.41183879093198994,439,939,0.46751863684771033,137,263,840,0.5577380952380953,0.0
15,2019-01-05-16-coppin-state,50.0,11,12.9,4,91.3,82.9,29,0.35600000000000004,73,0.301,22,0.342,25,0.6,15,12,200,83.8,26.9,14,22,67,,8.8,7,0.6579999999999999,48,0.16699999999999998,8,49.4,43,0.395,10.6,10,25,0.56,14,0.2,3,"January 5, 2019",43.5,10,16.0,4,83.8,73.1,38,0.48200000000000004,55,0.418,23,0.473,26,0.769,20,15,200,91.3,17.1,6,18,73,,6.3,5,0.436,24,0.292,7,50.6,44,0.542,20.4,17,31,0.516,16,0.062,1,"Physical Education Complex, Baltimore, Maryland",SAVANNAH-STATE,Savannah State,79.6,Home,COPPIN-STATE,Coppin State,Coppin State,meac,15,True,False,True,Home,True,7,16,55,44,87,8,14,73,1,0,96,208,855,0.41169590643274856,486,1019,0.47693817468105987,146,274,899,0.5483870967741935,0.0
16,2019-01-07-19-delaware-state,30.0,6,8.6,3,82.2,73.7,28,0.439,49,0.408,20,0.7140000000000001,35,0.6,21,15,200,87.7,24.2,8,13,64,,13.7,10,0.306,15,0.2,3,50.7,36,0.488,17.9,14,34,0.5,17,0.11800000000000001,2,"January 7, 2019",40.9,9,5.9,2,87.7,75.8,25,0.39399999999999996,66,0.33299999999999996,22,0.182,12,0.667,8,12,200,82.2,26.3,10,21,60,,11.0,8,0.47,31,0.258,8,49.3,35,0.418,15.4,13,35,0.4,14,0.2,3,"Memorial Hall, Dover, Delaware",DELAWARE-STATE,Delaware State,73.2,Away,COPPIN-STATE,Coppin State,Coppin State,meac,16,False,False,False,Away,True,3,17,49,36,71,8,14,66,1,0,103,224,910,0.41593406593406596,530,1106,0.47920433996383366,154,288,972,0.5339506172839507,0.0625
17,2019-01-12-16-coppin-state,50.0,14,4.2,1,97.1,80.0,24,0.604,53,0.528,28,0.358,19,0.8420000000000001,16,10,200,117.6,24.0,6,19,80,,16.2,11,0.34,18,0.444,8,54.5,30,0.645,17.5,13,35,0.5710000000000001,20,0.444,8,"January 12, 2019",28.6,6,5.7,2,117.6,76.0,19,0.511,47,0.447,21,0.532,25,0.72,18,16,200,97.1,20.0,6,17,66,,8.8,6,0.489,23,0.261,6,45.5,25,0.561,20.5,15,24,0.625,15,0.111,2,"Physical Education Complex, Baltimore, Maryland",COPPIN-STATE,Coppin State,68.5,Away,NORFOLK-STATE,Norfolk State,Coppin State,meac,17,False,True,True,Home,False,6,15,47,25,55,8,20,53,0,1,106,241,959,0.4171011470281543,566,1177,0.48088360237892946,162,302,1038,0.5250481695568401,0.11764705882352941
18,2019-01-14-19-coppin-state,56.5,13,0.0,0,97.1,67.9,19,0.414,64,0.359,23,0.266,17,1.0,17,15,200,100.0,35.1,13,21,70,,4.3,3,0.32799999999999996,21,0.33299999999999996,7,49.2,32,0.486,13.3,11,43,0.37200000000000005,16,0.21100000000000002,4,"January 14, 2019",47.6,10,20.9,9,100.0,64.9,24,0.47100000000000003,52,0.40399999999999997,21,0.462,24,0.792,19,17,200,97.1,32.1,9,19,68,,10.0,7,0.5,26,0.26899999999999996,7,50.8,33,0.536,19.3,15,26,0.5379999999999999,14,0.105,2,"Physical Education Complex, Baltimore, Maryland",COPPIN-STATE,Coppin State,69.7,Away,SOUTH-CAROLINA-STATE,South Carolina State,Coppin State,meac,18,False,True,True,Home,False,7,14,52,33,65,7,16,64,0,1,112,256,1006,0.42147117296222664,591,1232,0.4797077922077922,170,322,1091,0.5288725939505041,0.1111111111111111
19,2019-01-19-16-north-carolina-central,30.4,7,2.6,1,81.1,70.6,24,0.419,62,0.371,23,0.27399999999999997,17,0.706,12,17,200,86.5,28.2,11,19,64,,8.1,6,0.387,24,0.25,6,47.9,35,0.457,15.8,13,38,0.447,17,0.15,3,"January 19, 2019",61.9,13,2.6,1,86.5,71.8,28,0.42,56,0.375,21,0.33899999999999997,19,0.684,13,10,200,81.1,29.4,10,19,60,,9.5,7,0.304,17,0.294,5,52.1,38,0.461,23.7,20,39,0.41,16,0.444,8,"McLendon-McDougald Gym, Durham, North Carolina",NORTH-CAROLINA-CENTRAL,North Carolina Central,73.6,Away,COPPIN-STATE,Coppin State,Coppin State,meac,19,False,False,False,Away,True,6,17,62,35,73,5,16,56,1,0,119,270,1058,0.42391304347826086,624,1297,0.4811102544333076,177,338,1155,0.5225108225108225,0.10526315789473684
20,2019-01-21-19-north-carolina-at,38.5,10,5.3,2,106.7,87.5,21,0.5529999999999999,57,0.456,26,0.228,13,0.615,8,18,200,94.7,12.5,4,19,71,,8.0,6,0.509,29,0.379,11,44.6,25,0.562,20.3,16,28,0.536,15,0.14300000000000002,3,"January 21, 2019",56.7,17,10.7,3,94.7,87.5,28,0.6,55,0.545,30,0.455,25,0.56,14,9,200,106.7,12.5,3,13,80,,8.0,6,0.309,17,0.353,6,55.4,31,0.598,14.3,11,38,0.632,24,0.526,10,"Ellis Corbett Sports Center, Greensboro, North Carolina",COPPIN-STATE,Coppin State,75.0,Home,NORTH-CAROLINA-AT,North Carolina A&T,Coppin State,meac,20,False,False,False,Away,False,11,15,57,25,56,6,24,55,0,1,125,287,1120,0.4236607142857143,659,1370,0.481021897810219,182,354,1211,0.5177539223781998,0.15
21,2019-01-26-16-coppin-state,56.0,14,13.8,4,92.1,80.6,25,0.528,54,0.46299999999999997,25,0.40700000000000003,22,0.682,15,14,200,94.7,37.5,12,26,72,,6.6,5,0.35200000000000004,19,0.368,7,58.7,37,0.5589999999999999,27.4,24,35,0.514,18,0.33299999999999996,7,"January 26, 2019",50.0,11,8.6,3,94.7,62.5,20,0.49,52,0.423,22,0.5579999999999999,29,0.655,19,19,200,92.1,19.4,6,22,70,,7.9,6,0.442,23,0.304,7,41.3,26,0.532,18.8,15,29,0.517,15,0.136,3,"Physical Education Complex, Baltimore, Maryland",COPPIN-STATE,Coppin State,75.6,Away,FLORIDA-AM,Florida A&M,Coppin State,meac,21,False,True,True,Home,False,7,15,52,26,63,7,18,54,0,1,136,302,1177,0.42990654205607476,684,1426,0.4796633941093969,188,378,1266,0.5213270142180095,0.14285714285714285
22,2019-01-28-19-coppin-state,48.3,14,2.6,1,115.9,67.6,25,0.5660000000000001,61,0.475,29,0.623,38,0.579,22,13,200,111.0,35.0,14,25,91,,11.0,9,0.41,25,0.44,11,50.6,39,0.5760000000000001,14.3,13,36,0.5,18,0.381,8,"January 28, 2019",63.3,19,8.3,3,111.0,65.0,26,0.547,64,0.469,30,0.563,36,0.6940000000000001,25,19,200,115.9,32.4,12,24,95,,9.8,8,0.391,25,0.4,10,49.4,38,0.586,16.7,16,39,0.513,20,0.174,4,"Physical Education Complex, Baltimore, Maryland",BETHUNE-COOKMAN,Bethune-Cookman,81.6,Home,COPPIN-STATE,Coppin State,Coppin State,meac,22,True,False,True,Home,True,10,20,64,38,77,11,18,61,1,0,143,317,1229,0.4324654190398698,710,1489,0.4768300873069174,195,396,1320,0.5215909090909091,0.13636363636363635
23,2019-02-02-16-coppin-state,40.0,10,2.9,1,92.4,67.5,27,0.40700000000000003,70,0.35700000000000004,25,0.314,22,0.636,14,14,200,89.9,30.4,14,18,71,,13.9,11,0.2,14,0.5,7,47.7,41,0.441,14.0,13,56,0.321,18,0.364,8,"February 2, 2019",57.7,15,14.3,8,89.9,69.6,32,0.49200000000000005,65,0.4,26,0.262,17,0.529,9,19,200,92.4,32.5,13,17,73,,7.6,6,0.462,30,0.4,12,52.3,45,0.499,19.9,18,35,0.4,14,0.20800000000000002,5,"Physical Education Complex, Baltimore, Maryland",MORGAN-STATE,Morgan State,78.8,Home,COPPIN-STATE,Coppin State,Coppin State,meac,23,True,False,True,Home,True,12,14,65,45,86,7,18,70,1,0,153,337,1293,0.4381283836040217,748,1566,0.4776500638569604,206,414,1381,0.5235336712527154,0.17391304347826086
24,2019-02-09-18-savannah-state,76.5,13,0.0,0,97.3,71.8,28,0.46799999999999997,47,0.36200000000000004,17,0.46799999999999997,22,0.818,18,20,200,84.9,3.2,1,17,62,,11.0,8,0.66,31,0.32299999999999995,10,41.4,29,0.54,22.0,16,16,0.43799999999999994,7,0.2,5,"February 9, 2019",77.3,17,0.0,0,84.9,96.8,30,0.484,62,0.355,22,0.306,19,0.579,11,15,200,97.3,28.2,11,19,71,,11.0,8,0.774,48,0.33299999999999996,16,58.6,41,0.5,16.6,14,14,0.429,6,0.348,8,"Tiger Arena, Savannah, Georgia",COPPIN-STATE,Coppin State,73.2,Home,SAVANNAH-STATE,Savannah State,Coppin State,meac,24,False,False,False,Away,False,10,7,47,29,70,16,6,62,0,1,165,351,1358,0.44072164948453607,793,1652,0.48002421307506055,213,432,1451,0.5179186767746382,0.20833333333333334
25,2019-02-11-19-south-carolina-state,45.2,14,3.1,1,116.4,80.0,20,0.645,55,0.564,31,0.436,24,0.542,13,21,200,115.1,27.6,8,20,84,,8.2,6,0.4,22,0.409,9,51.9,28,0.633,18.6,15,33,0.667,22,0.192,5,"February 11, 2019",57.1,16,3.0,1,115.1,72.4,21,0.63,54,0.519,28,0.389,21,0.81,17,20,200,116.4,20.0,5,20,85,,6.8,5,0.40700000000000003,22,0.545,12,48.1,26,0.664,18.1,14,32,0.5,16,0.231,6,"SHM Memorial Center, Orangeburg, South Carolina",COPPIN-STATE,Coppin State,73.2,Home,SOUTH-CAROLINA-STATE,South Carolina State,Coppin State,meac,25,False,False,False,Away,False,9,22,55,28,54,12,16,54,0,1,175,358,1405,0.44163701067615657,822,1722,0.47735191637630664,229,438,1513,0.5165234633179114,0.2
26,2019-02-16-16-maryland-eastern-shore,22.2,4,13.6,3,80.9,77.1,27,0.44299999999999995,44,0.409,18,0.614,27,0.7040000000000001,19,21,200,85.3,20.0,6,16,58,,4.4,3,0.386,17,0.17600000000000002,3,50.8,33,0.51,24.4,18,27,0.556,15,0.222,6,"February 16, 2019",88.9,16,7.4,2,85.3,80.0,24,0.41100000000000003,56,0.321,18,0.23199999999999998,13,0.6920000000000001,9,24,200,80.9,22.9,8,20,55,,5.9,4,0.607,34,0.294,10,49.2,32,0.442,16.3,12,22,0.364,8,0.14300000000000002,4,"Hytche Athletic Center, Princess Anne, Maryland",MARYLAND-EASTERN-SHORE,Maryland-Eastern Shore,67.5,Away,COPPIN-STATE,Coppin State,Coppin State,meac,26,False,False,False,Away,True,3,15,44,33,65,10,8,56,1,0,184,380,1460,0.44931506849315067,850,1776,0.4786036036036036,241,454,1567,0.5204211869814933,0.19230769230769232
