,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,DUKE_homegame,DUKE_homegame2,DUKE_home,DUKE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-18-18-duke,72.2,13,0.0,0,131.2,51.6,16,0.369,61,0.295,18,0.098,6,0.833,5,5,200,64.9,8.8,3,16,50,,11.7,9,0.541,33,0.273,9,29.2,19,0.392,22.0,18,28,0.321,9,0.5,5,"December 18, 2018",65.7,23,50.0,14,64.9,91.2,31,0.597,67,0.522,35,0.373,25,0.84,21,1,200,131.2,48.4,15,10,101,2.0,15.6,12,0.38799999999999996,26,0.385,10,70.8,46,0.64,12.4,11,41,0.61,25,0.909,10,"Cameron Indoor Stadium, Durham, North Carolina",PRINCETON,Princeton,76.9,Home,DUKE,Duke,Duke,acc,10,True,False,True,Home,True,10,25,67,46,65,9,9,61,1,0,83,261,688,0.5603197674418605,434,762,0.5695538057742782,64,180,652,0.4233128834355828,0.9
11,2018-12-20-19-duke,40.9,9,7.5,3,85.2,75.0,27,0.43,57,0.386,22,0.228,13,0.6920000000000001,9,1,200,71.6,18.8,6,18,58,12.0,7.4,6,0.281,16,0.313,5,48.5,33,0.45899999999999996,26.8,23,41,0.415,17,0.909,10,"December 20, 2018",47.8,11,17.1,7,71.6,81.3,26,0.408,60,0.38299999999999995,23,0.41700000000000004,25,0.8,20,1,200,85.2,25.0,9,17,69,2.0,18.5,15,0.33299999999999996,20,0.15,3,51.5,35,0.48,21.1,19,40,0.5,20,0.917,11,"Madison Square Garden (IV), New York, New York",TEXAS-TECH,Texas Tech,81.0,Home,DUKE,Duke,Duke,acc,11,True,False,True,Home,True,3,20,60,35,68,5,17,57,1,0,93,286,755,0.5635761589403974,480,827,0.5804111245465539,73,189,713,0.41865357643758766,0.9090909090909091
12,2019-01-05-20-duke,51.9,14,4.5,2,114.5,68.4,26,0.47600000000000003,63,0.429,27,0.19,12,0.667,8,4,200,89.5,25.0,9,16,68,,7.9,6,0.23800000000000002,15,0.4,6,47.3,35,0.495,19.0,16,48,0.43799999999999994,21,0.7140000000000001,10,"January 5, 2019",50.0,16,12.5,6,89.5,75.0,27,0.53,67,0.478,32,0.313,21,0.762,16,1,200,114.5,31.6,12,15,87,1.0,17.1,13,0.34299999999999997,23,0.304,7,52.7,39,0.565,13.6,12,44,0.568,25,0.9229999999999999,12,"Cameron Indoor Stadium, Durham, North Carolina",CLEMSON,Clemson,76.3,Home,DUKE,Duke,Duke,acc,12,True,False,True,Home,True,7,25,67,39,74,6,21,63,1,0,96,306,815,0.5521472392638037,515,895,0.5754189944134078,78,206,770,0.41948051948051945,0.9166666666666666
13,2019-01-08-19-wake-forest,66.7,24,27.7,13,85.5,64.3,27,0.637,62,0.581,36,0.258,16,0.5,8,1,200,114.5,42.9,12,22,87,1.0,9.2,7,0.371,23,0.304,7,55.7,39,0.625,19.8,17,39,0.7440000000000001,29,0.929,13,"January 8, 2019",27.3,6,0.0,0,114.5,57.1,16,0.369,65,0.33799999999999997,22,0.431,28,0.607,17,7,200,85.5,35.7,15,16,65,,6.6,5,0.27699999999999997,18,0.222,4,44.3,31,0.415,16.2,15,47,0.38299999999999995,18,0.5,7,"Lawrence Joel Coliseum, Winston-Salem, North Carolina",WAKE-FOREST,Wake Forest,76.5,Away,DUKE,Duke,Duke,acc,13,False,False,False,Away,True,7,29,62,39,70,4,18,65,1,0,103,331,882,0.550453514739229,554,969,0.5717234262125903,84,227,833,0.4237695078031212,0.9230769230769231
14,2019-01-12-14-florida-state,46.7,14,8.1,3,102.6,52.9,18,0.546,65,0.462,30,0.231,15,0.6,9,1,200,105.3,31.0,9,15,80,1.0,9.2,7,0.369,24,0.45799999999999996,11,42.9,27,0.555,16.4,14,41,0.46299999999999997,19,0.9329999999999999,14,"January 12, 2019",64.0,16,17.1,7,105.3,69.0,20,0.46799999999999997,62,0.40299999999999997,25,0.387,24,0.833,20,3,200,102.6,47.1,16,14,78,13.0,10.5,8,0.40299999999999997,25,0.32,8,57.1,36,0.531,19.0,17,37,0.45899999999999996,17,0.812,13,"Donald L. Tucker Center, Tallahassee, Florida",FLORIDA-STATE,Florida State,75.8,Away,DUKE,Duke,Duke,acc,14,False,False,False,Away,True,11,19,65,27,63,8,17,62,1,0,110,360,944,0.5561440677966102,593,1039,0.5707410972088547,88,245,898,0.4198218262806236,0.9285714285714286
15,2019-01-14-19-duke,37.1,13,13.5,5,100.0,70.2,33,0.506,80,0.43799999999999994,35,0.23800000000000002,19,0.737,14,5,225,104.4,24.4,11,20,95,,3.3,3,0.313,25,0.44,11,47.8,44,0.534,13.7,14,55,0.436,24,0.706,12,"January 14, 2019",67.7,21,21.8,12,104.4,75.6,34,0.444,80,0.38799999999999996,31,0.33799999999999997,27,0.741,20,2,225,100.0,29.8,14,20,91,1.0,8.8,8,0.5379999999999999,43,0.209,9,52.2,48,0.49,10.7,11,37,0.595,22,0.875,14,"Cameron Indoor Stadium, Durham, North Carolina",DUKE,Duke,80.8,Away,SYRACUSE,Syracuse,Duke,acc,15,False,True,True,Home,False,9,22,80,48,92,11,24,80,0,1,121,379,1009,0.5555004955401388,620,1102,0.5626134301270418,96,262,960,0.42291666666666666,0.9333333333333333
16,2019-01-19-18-duke,28.6,8,10.8,4,112.5,72.4,21,0.557,53,0.528,28,0.321,17,0.647,11,1,199,109.4,21.4,6,20,70,4.0,6.3,4,0.321,17,0.17600000000000002,3,47.4,27,0.573,11.7,8,36,0.6940000000000001,25,0.941,16,"January 19, 2019",23.1,6,2.8,1,109.4,78.6,22,0.529,51,0.51,26,0.608,31,0.581,18,2,199,112.5,27.6,8,18,72,1.0,7.8,5,0.275,14,0.14300000000000002,2,52.6,30,0.5479999999999999,11.0,8,37,0.649,24,0.882,15,"Cameron Indoor Stadium, Durham, North Carolina",VIRGINIA,Virginia,64.7,Home,DUKE,Duke,Duke,acc,16,True,False,True,Home,True,2,24,51,30,57,3,25,53,1,0,130,401,1089,0.5472910927456383,668,1194,0.559463986599665,107,286,1040,0.42932692307692305,0.875
17,2019-01-22-21-pittsburgh,53.6,15,18.4,7,90.1,72.4,21,0.485,65,0.431,28,0.308,20,0.8,16,2,200,111.3,38.9,14,17,79,2.0,12.7,9,0.354,23,0.304,7,53.8,35,0.53,14.0,12,42,0.5,21,0.889,16,"January 22, 2019",27.3,6,7.1,3,111.3,61.1,22,0.44299999999999995,53,0.415,22,0.377,20,0.85,17,7,200,90.1,27.6,8,17,64,,7.0,5,0.28300000000000003,15,0.2,3,46.2,30,0.512,18.5,14,38,0.5,19,0.632,12,"Petersen Events Center, Pittsburgh, Pennsylvania",PITTSBURGH,Pitt,70.5,Away,DUKE,Duke,Duke,acc,17,False,False,False,Away,True,7,21,65,35,65,3,19,53,1,0,132,425,1140,0.5464912280701755,698,1251,0.5579536370903277,110,311,1093,0.4354986276303751,0.8823529411764706
18,2019-01-26-12-duke,45.8,11,8.1,3,95.7,67.6,23,0.44,58,0.414,24,0.10300000000000001,6,0.33299999999999996,2,9,200,76.8,25.0,9,17,53,,14.5,10,0.172,10,0.3,3,45.7,32,0.435,22.9,18,48,0.43799999999999994,21,0.55,11,"January 26, 2019",58.3,14,14.6,7,76.8,75.0,27,0.431,58,0.414,24,0.32799999999999996,19,0.8420000000000001,16,2,200,95.7,32.4,11,13,66,2.0,18.8,13,0.36200000000000004,21,0.095,2,54.3,38,0.49200000000000005,15.3,12,37,0.595,22,0.895,17,"Cameron Indoor Stadium, Durham, North Carolina",GEORGIA-TECH,Georgia Tech,68.9,Home,DUKE,Duke,Duke,acc,18,True,False,True,Home,True,2,22,58,38,70,3,21,58,1,0,139,446,1205,0.5431535269709543,733,1316,0.5569908814589666,113,330,1146,0.43586387434554974,0.8888888888888888
19,2019-01-28-19-notre-dame,40.6,13,14.3,6,96.8,65.0,26,0.627,59,0.542,32,0.271,16,0.563,9,2,200,131.7,41.9,13,15,83,2.0,12.7,8,0.322,19,0.526,10,54.9,39,0.623,10.8,8,40,0.55,22,0.9,18,"January 28, 2019",39.1,9,7.5,3,131.7,58.1,18,0.409,66,0.348,23,0.136,9,0.778,7,10,200,96.8,35.0,14,14,61,,11.1,7,0.364,24,0.33299999999999996,8,45.1,32,0.434,11.4,9,42,0.35700000000000004,15,0.524,11,"Purcell Pavilion at the Joyce Center, South Bend, Indiana",NOTRE-DAME,Notre Dame,63.4,Away,DUKE,Duke,Duke,acc,19,False,False,False,Away,True,10,22,59,39,71,8,15,66,1,0,141,468,1263,0.5380047505938242,771,1386,0.5562770562770563,116,351,1204,0.436046511627907,0.8947368421052632
20,2019-02-02-12-duke,52.2,12,2.7,1,116.7,53.3,16,0.375,68,0.33799999999999997,23,0.17600000000000002,12,0.833,10,6,200,78.2,23.3,10,17,61,,12.8,10,0.382,26,0.192,5,35.6,26,0.414,17.0,15,42,0.429,18,0.727,16,"February 2, 2019",42.9,15,14.3,6,78.2,76.7,33,0.611,63,0.556,35,0.365,23,0.609,14,2,200,116.7,46.7,14,13,91,2.0,15.4,12,0.413,26,0.26899999999999996,7,64.4,47,0.615,19.8,18,37,0.757,28,0.905,19,"Cameron Indoor Stadium, Durham, North Carolina",ST-JOHNS-NY,St. John's (NY),78.3,Home,DUKE,Duke,Duke,acc,20,True,False,True,Home,True,7,28,63,47,73,5,18,68,1,0,151,490,1322,0.541981845688351,810,1457,0.5559368565545642,124,366,1270,0.4346456692913386,0.9
21,2019-02-05-19-duke,45.0,9,0.0,0,115.9,64.1,25,0.41100000000000003,56,0.35700000000000004,20,0.196,11,0.818,9,10,200,79.7,15.6,5,15,55,,1.4,1,0.304,17,0.353,6,42.3,30,0.449,18.7,14,39,0.359,14,0.524,11,"February 5, 2019",48.3,14,23.1,9,79.7,84.4,27,0.5,65,0.446,29,0.33799999999999997,22,0.682,15,2,200,115.9,35.9,14,13,80,2.0,13.0,9,0.369,24,0.292,7,57.7,41,0.53,8.6,7,41,0.537,22,0.909,20,"Cameron Indoor Stadium, Durham, North Carolina",BOSTON-COLLEGE,Boston College,69.3,Home,DUKE,Duke,Duke,acc,21,True,False,True,Home,True,7,22,65,41,71,6,14,56,1,0,158,518,1385,0.5451263537906137,857,1530,0.5601307189542484,129,384,1338,0.4316143497757848,0.9047619047619048
22,2019-02-09-18-virginia,69.2,18,13.9,5,109.2,60.7,17,0.722,45,0.578,26,0.511,23,0.696,16,2,200,124.6,33.3,7,9,81,2.0,18.5,12,0.467,21,0.619,13,49.0,24,0.7240000000000001,21.4,15,24,0.542,13,0.9129999999999999,21,"February 9, 2019",53.6,15,20.8,5,124.6,66.7,14,0.55,60,0.467,28,0.11699999999999999,7,0.7140000000000001,5,2,200,109.2,39.3,11,17,71,3.0,12.3,8,0.4,24,0.41700000000000004,10,51.0,25,0.561,17.1,13,36,0.5,18,0.909,20,"John Paul Jones Arena, Charlottesville, Virginia",VIRGINIA,Virginia,64.6,Away,DUKE,Duke,Duke,acc,22,False,False,False,Away,True,13,13,45,24,49,10,18,60,1,0,165,540,1450,0.5431034482758621,898,1601,0.5608994378513429,135,398,1394,0.43077474892395984,0.9090909090909091
23,2019-02-12-21-louisville,43.5,10,6.1,2,93.2,75.7,28,0.42100000000000004,63,0.365,23,0.381,24,0.75,18,2,200,95.9,27.5,11,17,71,2.0,16.2,12,0.444,28,0.25,7,50.6,39,0.47700000000000004,13.0,11,35,0.457,16,0.917,22,"February 12, 2019",68.0,17,8.6,3,95.9,72.5,29,0.49200000000000005,60,0.41700000000000004,25,0.217,13,0.769,10,8,200,93.2,24.3,9,17,69,16.0,8.1,6,0.45,27,0.33299999999999996,9,49.4,38,0.521,20.6,17,33,0.485,16,0.68,17,"KFC Yum! Center, Louisville, Kentucky",LOUISVILLE,Louisville,74.3,Away,DUKE,Duke,Duke,acc,23,False,False,False,Away,True,7,16,63,39,77,9,16,60,1,0,178,553,1495,0.5484949832775919,922,1650,0.5587878787878788,145,416,1454,0.4356946354883081,0.9130434782608695
24,2019-02-16-18-duke,48.5,16,6.0,3,120.5,57.6,19,0.545,66,0.5,33,0.16699999999999998,11,0.545,6,8,200,100.0,12.1,4,19,78,,10.3,8,0.28800000000000003,19,0.316,6,34.8,23,0.5479999999999999,14.5,12,47,0.574,27,0.6920000000000001,18,"February 16, 2019",60.0,21,14.9,7,100.0,87.9,29,0.5529999999999999,66,0.53,35,0.424,28,0.75,21,2,200,120.5,42.4,14,16,94,2.0,11.5,9,0.242,16,0.188,3,65.2,43,0.593,13.3,12,50,0.64,32,0.92,23,"Cameron Indoor Stadium, Durham, North Carolina",NORTH-CAROLINA-STATE,NC State,78.3,Home,DUKE,Duke,Duke,acc,24,True,False,True,Home,True,3,32,66,43,66,6,27,66,1,0,185,569,1558,0.5433247753530167,961,1727,0.5564562825709323,154,432,1514,0.4379128137384412,0.9166666666666666
25,2019-02-20-21-duke,55.3,21,6.1,2,81.8,76.6,36,0.52,75,0.507,38,0.187,14,0.7140000000000001,10,5,200,100.0,25.7,9,15,88,8.0,11.4,10,0.267,20,0.1,2,54.9,45,0.539,14.7,14,55,0.655,36,0.8079999999999999,21,"February 20, 2019",36.0,9,14.5,8,100.0,74.3,26,0.40299999999999997,72,0.34700000000000003,25,0.264,19,0.737,14,3,200,81.8,23.4,11,17,72,1.0,12.5,11,0.542,39,0.205,8,45.1,37,0.444,19.9,20,33,0.515,17,0.885,23,"Cameron Indoor Stadium, Durham, North Carolina",DUKE,Duke,88.3,Away,NORTH-CAROLINA,UNC,Duke,acc,25,False,True,True,Home,False,8,17,72,37,82,2,36,75,0,1,188,601,1624,0.5437192118226601,1004,1793,0.5599553820412716,160,459,1580,0.44240506329113927,0.92
26,2019-02-23-18-syracuse,61.5,16,12.8,6,95.6,61.4,27,0.517,59,0.441,26,0.271,16,0.875,14,3,200,110.3,35.5,11,16,75,1.0,2.9,2,0.49200000000000005,29,0.31,9,50.7,38,0.563,16.4,13,30,0.5670000000000001,17,0.889,24,"February 23, 2019",50.0,12,16.7,5,110.3,64.5,20,0.379,70,0.34299999999999997,24,0.271,19,0.632,12,9,200,95.6,38.6,17,16,65,,13.2,9,0.32899999999999996,23,0.217,5,49.3,37,0.41100000000000003,6.0,5,47,0.40399999999999997,19,0.667,18,"Carrier Dome, Syracuse, New York",SYRACUSE,Syracuse,67.8,Away,DUKE,Duke,Duke,acc,26,False,False,False,Away,True,9,17,59,38,75,5,19,70,1,0,196,618,1696,0.5377358490566038,1041,1875,0.5552,162,495,1655,0.4459214501510574,0.8846153846153846
27,2019-02-26-19-virginia-tech,44.0,11,16.7,4,122.2,78.6,22,0.57,50,0.5,25,0.38,19,0.789,15,4,200,114.3,25.9,7,20,72,3.0,1.6,1,0.42,21,0.33299999999999996,7,52.7,29,0.61,17.1,12,29,0.621,18,0.857,24,"February 26, 2019",52.2,12,3.4,1,114.3,74.1,20,0.54,50,0.46,23,0.58,29,0.7929999999999999,23,6,200,122.2,21.4,6,15,77,20.0,9.5,6,0.52,26,0.308,8,47.3,26,0.604,7.4,5,24,0.625,15,0.7859999999999999,22,"Cassell Coliseum, Blacksburg, Virginia",DUKE,Duke,63.4,Home,VIRGINIA-TECH,Virginia Tech,Duke,acc,27,False,False,False,Away,False,7,18,50,29,55,8,15,50,0,1,205,635,1755,0.5370370370370371,1079,1950,0.5533333333333333,167,514,1725,0.44318840579710145,0.8888888888888888
