,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,DUQUESNE_homegame,DUQUESNE_homegame2,DUQUESNE_home,DUQUESNE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-19-19-duquesne,54.2,13,15.4,4,94.4,79.3,23,0.475,59,0.40700000000000003,24,0.441,26,0.654,17,5,200,102.8,43.9,18,21,73,,11.3,8,0.28800000000000003,17,0.47100000000000003,8,58.6,41,0.512,19.4,17,42,0.381,16,0.545,6,"December 19, 2018",56.3,9,7.1,3,102.8,56.1,23,0.42200000000000004,45,0.35600000000000004,16,0.711,32,0.9059999999999999,29,3,200,94.4,20.7,6,21,67,,18.3,13,0.42200000000000004,19,0.316,6,41.4,29,0.556,23.4,18,26,0.385,10,0.727,8,"CONSOL Energy Center, Pittsburgh, Pennsylvania",DUQUESNE,Duquesne,71.3,Away,PENN-STATE,Penn State,Duquesne,atlantic-10,10,False,True,True,Home,False,6,10,45,29,70,8,16,59,0,1,89,171,595,0.5117647058823529,335,655,0.5114503816793893,75,168,562,0.4991103202846975,0.8
11,2018-12-22-14-duquesne,71.9,23,15.4,6,90.4,78.0,32,0.467,75,0.42700000000000005,32,0.24,18,0.778,14,6,225,89.4,17.9,7,23,84,,11.7,11,0.36,27,0.222,6,48.8,39,0.503,19.4,20,48,0.542,26,0.5,6,"December 22, 2018",50.0,14,12.5,6,89.4,82.1,32,0.485,65,0.431,28,0.49200000000000005,32,0.688,22,3,225,90.4,22.0,9,19,85,,12.8,12,0.4,26,0.26899999999999996,7,51.3,41,0.53,21.0,21,39,0.5379999999999999,21,0.75,9,"A.J. Palumbo Center, Pittsburgh, Pennsylvania",EASTERN-KENTUCKY,Eastern Kentucky,83.9,Home,DUQUESNE,Duquesne,Duquesne,atlantic-10,11,True,False,True,Home,True,7,21,65,41,80,6,26,75,1,0,95,181,640,0.50546875,364,725,0.5020689655172413,83,184,621,0.4967793880837359,0.7272727272727273
12,2018-12-31-14-duquesne,67.9,19,5.1,2,90.5,63.6,28,0.542,59,0.475,28,0.28800000000000003,17,0.8240000000000001,14,3,200,105.4,41.9,13,16,78,,12.2,9,0.33899999999999997,20,0.4,8,54.7,41,0.581,24.0,21,39,0.513,20,0.8,12,"December 31, 2018",54.2,13,10.3,4,105.4,58.1,18,0.40299999999999997,67,0.358,24,0.299,20,0.65,13,4,200,90.5,36.4,16,18,67,,13.5,10,0.418,28,0.214,6,45.3,34,0.43799999999999994,14.6,13,39,0.462,18,0.6920000000000001,9,"A.J. Palumbo Center, Pittsburgh, Pennsylvania",DUQUESNE,Duquesne,74.3,Away,NJIT,NJIT,Duquesne,atlantic-10,12,False,True,True,Home,False,6,18,67,34,75,8,20,59,0,1,102,202,705,0.5035460992907801,405,805,0.5031055900621118,89,210,696,0.49353448275862066,0.75
13,2019-01-05-18-davidson,26.9,7,19.0,4,101.6,82.6,19,0.491,58,0.44799999999999995,26,0.10300000000000001,6,0.667,4,5,200,95.3,32.3,10,20,61,,9.4,6,0.36200000000000004,21,0.23800000000000002,5,53.7,29,0.501,17.7,13,37,0.568,21,0.643,9,"January 5, 2019",54.5,12,5.4,2,95.3,67.7,21,0.565,46,0.478,22,0.391,18,0.722,13,4,200,101.6,17.4,4,12,65,,7.8,5,0.5429999999999999,25,0.32,8,46.3,25,0.596,20.6,14,21,0.667,14,0.7140000000000001,10,"Belk Arena, Davidson, North Carolina",DUQUESNE,Duquesne,64.2,Home,DAVIDSON,Davidson,Duquesne,atlantic-10,13,False,False,False,Away,False,5,21,58,29,54,8,14,46,0,1,108,220,772,0.4948186528497409,439,880,0.49886363636363634,97,230,755,0.49735099337748345,0.6923076923076923
14,2019-01-09-20-duquesne,54.2,13,11.5,3,100.0,75.9,22,0.447,66,0.364,24,0.121,8,0.25,2,6,200,92.4,28.6,12,21,61,,7.6,5,0.47,31,0.355,11,47.9,34,0.43700000000000006,13.7,11,35,0.371,13,0.6,9,"January 9, 2019",59.1,13,5.7,2,92.4,71.4,30,0.532,47,0.46799999999999997,22,0.489,23,0.696,16,5,200,100.0,24.1,7,14,66,,7.6,5,0.447,21,0.28600000000000003,6,52.1,37,0.57,17.4,12,26,0.615,16,0.667,10,"A.J. Palumbo Center, Pittsburgh, Pennsylvania",FORDHAM,Fordham,65.9,Home,DUQUESNE,Duquesne,Duquesne,atlantic-10,14,True,False,True,Home,True,6,16,47,37,71,11,13,66,1,0,113,241,830,0.49457831325301205,468,934,0.5010706638115632,105,244,801,0.5012484394506866,0.6428571428571429
15,2019-01-12-16-duquesne,50.0,15,23.3,7,111.8,79.4,27,0.5479999999999999,63,0.47600000000000003,30,0.28600000000000003,18,0.833,15,9,200,110.5,19.4,6,17,84,,10.5,8,0.381,24,0.375,9,50.8,33,0.5870000000000001,13.4,11,39,0.5379999999999999,21,0.43799999999999994,7,"January 12, 2019",48.3,14,12.8,5,110.5,80.6,25,0.602,59,0.49200000000000005,29,0.373,22,0.636,14,5,200,111.8,20.6,7,17,85,,9.2,7,0.49200000000000005,29,0.44799999999999995,13,49.2,32,0.612,15.9,13,30,0.5329999999999999,16,0.688,11,"A.J. Palumbo Center, Pittsburgh, Pennsylvania",SAINT-JOSEPHS,St. Joseph's,76.0,Home,DUQUESNE,Duquesne,Duquesne,atlantic-10,15,True,False,True,Home,True,13,16,59,32,65,9,21,63,1,0,119,257,877,0.4965792474344356,505,1005,0.5024875621890548,116,257,867,0.497116493656286,0.6666666666666666
16,2019-01-16-19-richmond,57.7,15,11.9,5,100.0,91.7,22,0.5539999999999999,56,0.46399999999999997,26,0.25,14,0.857,12,5,200,108.8,25.8,8,16,74,,8.8,6,0.518,29,0.345,10,54.5,30,0.591,17.3,13,27,0.593,16,0.706,12,"January 16, 2019",46.4,13,0.0,0,108.8,74.2,23,0.547,53,0.528,28,0.34,18,0.556,10,10,200,100.0,8.3,2,15,68,,13.2,9,0.20800000000000002,11,0.182,2,45.5,25,0.552,12.9,9,42,0.619,26,0.41200000000000003,7,"Robins Center, Richmond, Virginia",RICHMOND,Richmond,68.1,Away,DUQUESNE,Duquesne,Duquesne,atlantic-10,16,False,False,False,Away,True,10,16,56,30,55,2,26,53,1,0,132,273,936,0.5032051282051282,537,1070,0.5018691588785047,125,278,930,0.5005376344086021,0.6875
17,2019-01-20-16-george-washington,68.8,22,18.8,9,103.7,71.8,28,0.537,67,0.478,32,0.34299999999999997,23,0.826,19,5,225,111.0,33.3,12,20,91,,6.1,5,0.34299999999999997,23,0.348,8,53.3,40,0.584,16.3,15,44,0.545,24,0.722,13,"January 20, 2019",53.1,17,11.4,5,111.0,66.7,24,0.473,75,0.42700000000000005,32,0.267,20,0.7,14,12,225,103.7,28.2,11,20,85,,9.8,8,0.36,27,0.259,7,46.7,35,0.503,10.7,10,48,0.521,25,0.33299999999999996,6,"Charles E. Smith Center, Washington, District of Columbia",GEORGE-WASHINGTON,George Washington,73.1,Away,DUQUESNE,Duquesne,Duquesne,atlantic-10,17,False,False,False,Away,True,8,24,67,40,75,7,25,75,1,0,142,289,992,0.5060483870967742,567,1125,0.504,127,304,983,0.5030518819938963,0.7058823529411765
18,2019-01-23-20-duquesne,38.5,10,12.5,4,97.5,73.8,31,0.40299999999999997,67,0.38799999999999996,26,0.32799999999999996,22,0.8640000000000001,19,5,200,92.4,56.4,22,28,73,,8.9,7,0.299,20,0.1,2,65.4,53,0.47100000000000003,23.1,23,47,0.511,24,0.737,14,"January 23, 2019",60.9,14,14.9,7,92.4,43.6,17,0.426,61,0.377,23,0.623,38,0.6579999999999999,25,5,200,97.5,26.2,11,17,77,,8.9,7,0.475,29,0.207,6,34.6,28,0.48700000000000004,12.4,11,32,0.531,17,0.737,14,"A.J. Palumbo Center, Pittsburgh, Pennsylvania",SAINT-LOUIS,Saint Louis,78.8,Home,DUQUESNE,Duquesne,Duquesne,atlantic-10,18,True,False,True,Home,True,6,17,61,28,81,2,24,67,1,0,150,313,1059,0.5080264400377715,607,1200,0.5058333333333334,134,329,1058,0.500945179584121,0.7222222222222222
19,2019-01-26-14-duquesne,51.9,14,13.3,4,98.7,78.4,29,0.509,56,0.48200000000000004,27,0.5710000000000001,32,0.7190000000000001,23,6,200,106.7,41.9,13,20,80,,13.3,10,0.23199999999999998,13,0.231,3,61.8,42,0.562,15.6,13,43,0.5579999999999999,24,0.7,14,"January 26, 2019",64.0,16,18.6,8,106.7,58.1,18,0.526,57,0.439,25,0.439,25,0.56,14,6,200,98.7,21.6,8,25,74,,8.0,6,0.474,27,0.37,10,38.2,26,0.537,20.0,17,30,0.5,15,0.7,14,"A.J. Palumbo Center, Pittsburgh, Pennsylvania",DUQUESNE,Duquesne,74.5,Away,VIRGINIA-COMMONWEALTH,VCU,Duquesne,atlantic-10,19,False,True,True,Home,False,10,15,57,26,68,3,24,56,0,1,156,330,1120,0.5035714285714286,635,1281,0.4957064793130367,136,353,1125,0.4951111111111111,0.7368421052631579
20,2019-01-30-19-duquesne,64.3,18,10.7,3,105.6,53.1,17,0.534,59,0.475,28,0.322,19,0.474,9,9,200,101.4,27.6,8,15,72,,12.7,9,0.305,18,0.389,7,41.0,25,0.529,12.9,10,41,0.512,21,0.55,11,"January 30, 2019",46.2,12,14.6,6,101.4,72.4,21,0.516,61,0.426,26,0.27899999999999997,17,0.706,12,6,200,105.6,46.9,15,12,75,,5.6,4,0.541,33,0.33299999999999996,11,59.0,36,0.5429999999999999,19.9,17,28,0.536,15,0.7140000000000001,15,"A.J. Palumbo Center, Pittsburgh, Pennsylvania",RHODE-ISLAND,Rhode Island,70.6,Home,DUQUESNE,Duquesne,Duquesne,atlantic-10,20,True,False,True,Home,True,11,15,61,36,61,7,21,59,1,0,166,345,1177,0.5046728971962616,661,1349,0.4899925871015567,139,377,1181,0.49576629974597797,0.7
21,2019-02-02-14-dayton,40.0,10,15.4,6,107.9,63.3,19,0.439,66,0.379,25,0.121,8,0.75,6,7,200,101.6,44.7,17,16,64,,9.5,6,0.424,28,0.28600000000000003,8,52.9,36,0.45799999999999996,11.5,9,38,0.447,17,0.682,15,"February 2, 2019",46.2,12,10.5,4,101.6,55.3,21,0.518,55,0.473,26,0.327,18,0.611,11,7,200,107.9,36.7,11,10,68,,11.1,7,0.29100000000000004,16,0.313,5,47.1,32,0.535,16.0,12,39,0.5379999999999999,21,0.682,15,"University of Dayton Arena, Dayton, Ohio",DUQUESNE,Duquesne,63.2,Home,DAYTON,Dayton,Duquesne,atlantic-10,21,False,False,False,Away,False,8,17,66,36,68,5,21,55,0,1,177,360,1238,0.5052504038772213,697,1410,0.49432624113475176,146,398,1240,0.4975806451612903,0.7142857142857143
22,2019-02-06-19-duquesne,50.0,10,30.3,10,68.1,81.1,30,0.3,70,0.28600000000000003,20,0.2,14,0.643,9,13,200,70.8,34.6,18,18,51,,4.2,3,0.243,17,0.11800000000000001,2,53.9,48,0.33299999999999996,15.5,14,53,0.34,18,0.409,9,"February 6, 2019",42.1,8,15.1,8,70.8,65.4,34,0.391,55,0.345,19,0.29100000000000004,16,0.375,6,8,200,68.1,18.9,7,16,49,,5.6,4,0.4,22,0.22699999999999998,5,46.1,41,0.391,19.5,15,33,0.424,14,0.652,15,"A.J. Palumbo Center, Pittsburgh, Pennsylvania",DUQUESNE,Duquesne,71.6,Away,ST-BONAVENTURE,St. Bonaventure,Duquesne,atlantic-10,22,False,True,True,Home,False,5,14,55,41,89,2,18,70,0,1,185,377,1304,0.5019171779141104,733,1478,0.4959404600811908,151,419,1295,0.49845559845559845,0.6818181818181818
23,2019-02-09-14-fordham,69.6,16,11.8,4,89.2,77.8,35,0.528,54,0.426,23,0.444,24,0.708,17,8,200,100.0,20.0,6,17,74,,10.8,8,0.5,27,0.40700000000000003,11,54.7,41,0.5660000000000001,18.9,15,27,0.444,12,0.667,16,"February 9, 2019",54.2,13,7.4,2,100.0,80.0,24,0.426,68,0.353,24,0.17600000000000002,12,0.667,8,13,200,89.2,22.2,10,19,66,,12.2,9,0.5,34,0.294,10,45.3,34,0.44799999999999995,12.0,10,34,0.41200000000000003,14,0.435,10,"Rose Hill Gym, Bronx, New York",FORDHAM,Fordham,74.1,Away,DUQUESNE,Duquesne,Duquesne,atlantic-10,23,False,False,False,Away,True,11,12,54,41,75,10,14,68,1,0,190,391,1359,0.4974245768947756,774,1567,0.49393746011486916,153,437,1365,0.48827838827838826,0.6521739130434783
24,2019-02-13-19-la-salle,44.4,12,7.5,3,100.0,54.3,19,0.49200000000000005,60,0.45,27,0.317,19,0.684,13,9,200,98.6,28.6,8,18,72,,15.1,11,0.35,21,0.23800000000000002,5,42.9,27,0.522,18.0,15,39,0.564,22,0.64,16,"February 13, 2019",41.4,12,10.3,4,98.6,71.4,20,0.524,63,0.46,29,0.175,11,0.636,7,15,200,100.0,45.7,16,21,73,,11.0,8,0.365,23,0.348,8,57.1,36,0.535,20.0,17,40,0.525,21,0.348,8,"Tom Gola Arena, Philadelphia, Pennsylvania",DUQUESNE,Duquesne,72.6,Home,LA-SALLE,La Salle,Duquesne,atlantic-10,24,False,False,False,Away,False,5,22,60,27,63,8,21,63,0,1,201,403,1413,0.4985845718329795,815,1642,0.49634591961023145,163,451,1433,0.4853454291695743,0.6666666666666666
25,2019-02-16-12-duquesne,53.8,14,0.0,0,130.8,58.3,21,0.5870000000000001,52,0.5,26,0.231,12,0.667,8,18,200,106.2,28.6,8,15,69,,3.1,2,0.385,20,0.45,9,45.3,29,0.598,21.8,16,32,0.531,17,0.28,7,"February 16, 2019",55.2,16,15.6,5,106.2,71.4,20,0.53,66,0.439,29,0.303,20,0.75,15,9,200,130.8,41.7,15,13,85,,13.8,9,0.53,35,0.34299999999999997,12,54.7,35,0.563,5.1,4,31,0.5479999999999999,17,0.654,17,"A.J. Palumbo Center, Pittsburgh, Pennsylvania",GEORGE-WASHINGTON,George Washington,65.1,Home,DUQUESNE,Duquesne,Duquesne,atlantic-10,25,True,False,True,Home,True,12,17,66,35,64,9,17,52,1,0,206,425,1473,0.4983027834351663,842,1705,0.493841642228739,171,472,1496,0.4869652406417112,0.64
26,2019-02-23-16-george-mason,33.3,9,6.8,3,118.2,47.1,16,0.5329999999999999,60,0.45,27,0.28300000000000003,17,0.882,15,9,200,119.7,51.5,17,16,79,,15.2,10,0.517,31,0.32299999999999995,10,49.3,33,0.58,17.2,14,29,0.586,17,0.667,18,"February 23, 2019",50.0,16,3.4,1,119.7,48.5,16,0.546,65,0.49200000000000005,32,0.2,13,0.5379999999999999,7,12,200,118.2,52.9,18,16,78,,15.2,10,0.32299999999999995,21,0.33299999999999996,7,50.7,34,0.5479999999999999,15.5,13,44,0.568,25,0.556,15,"EagleBank Arena, Fairfax, Virginia",GEORGE-MASON,George Mason,65.6,Away,DUQUESNE,Duquesne,Duquesne,atlantic-10,26,False,False,False,Away,True,10,17,60,33,67,7,25,65,1,0,218,442,1539,0.4996751137102014,877,1769,0.49576031656302993,180,489,1548,0.4903100775193798,0.6538461538461539
