,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,TEXAS-PAN-AMERICAN_homegame,TEXAS-PAN-AMERICAN_homegame2,TEXAS-PAN-AMERICAN_home,TEXAS-PAN-AMERICAN_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
14,2018-12-28-19-texas-tech,43.8,7,5.3,2,107.6,59.1,13,0.37799999999999995,49,0.327,16,0.28600000000000003,14,0.643,9,7,200,69.7,23.3,7,17,46,,18.2,12,0.327,16,0.313,5,38.5,20,0.413,24.6,18,33,0.33299999999999996,11,0.5329999999999999,8,"December 28, 2018",57.1,16,6.1,2,69.7,76.7,23,0.5770000000000001,52,0.5379999999999999,28,0.308,16,0.688,11,1,200,107.6,40.9,9,13,71,11.0,16.7,11,0.26899999999999996,14,0.28600000000000003,4,61.5,32,0.596,19.2,14,38,0.632,24,0.917,11,"United Supermarkets Arena, Lubbock, Texas",TEXAS-PAN-AMERICAN,Texas-Rio Grande Valley,65.6,Home,TEXAS-TECH,Texas Tech,Texas-Rio Grande Valley,wac,14,False,False,False,Away,False,5,11,49,20,52,4,24,52,0,1,71,257,844,0.4306872037914692,431,955,0.4513089005235602,75,254,771,0.47535667963683526,0.5714285714285714
15,2019-01-03-22-california-irvine,42.3,11,3.0,1,109.0,80.8,21,0.415,71,0.366,26,0.268,19,0.789,15,8,200,94.9,26.2,11,21,74,,16.7,13,0.268,19,0.368,7,47.1,32,0.462,12.2,11,52,0.365,19,0.5,8,"January 3, 2019",69.0,20,11.5,6,94.9,73.8,31,0.6629999999999999,52,0.5579999999999999,29,0.5,26,0.615,16,4,200,109.0,19.2,5,20,85,,7.7,6,0.365,19,0.579,11,52.9,36,0.66,21.1,17,33,0.545,18,0.75,12,"Bren Events Center, Irvine, California",TEXAS-PAN-AMERICAN,Texas-Rio Grande Valley,78.2,Home,CALIFORNIA-IRVINE,UC-Irvine,Texas-Rio Grande Valley,wac,15,False,False,False,Away,False,7,19,71,32,68,11,18,52,0,1,76,268,893,0.42777155655095184,451,1007,0.44786494538232374,79,278,823,0.48177399756986633,0.5333333333333333
16,2019-01-05-22-california-baptist,29.6,8,3.1,1,96.1,73.7,28,0.5,57,0.474,27,0.614,35,0.6859999999999999,24,8,200,105.2,18.2,6,24,81,,11.7,9,0.12300000000000001,7,0.429,3,47.9,34,0.55,12.1,10,50,0.48,24,0.529,9,"January 5, 2019",41.7,10,12.0,6,105.2,81.8,27,0.474,58,0.414,24,0.431,25,0.76,19,6,200,96.1,26.3,10,27,74,,2.6,2,0.44799999999999995,26,0.26899999999999996,7,52.1,37,0.53,19.8,17,32,0.531,17,0.6,9,"CBU Events Center, Riverside, California",CALIFORNIA-BAPTIST,California Baptist,77.3,Away,TEXAS-PAN-AMERICAN,Texas-Rio Grande Valley,Texas-Rio Grande Valley,wac,16,False,False,False,Away,True,3,24,57,34,71,7,17,58,1,0,83,287,964,0.42686721991701243,483,1075,0.4493023255813953,90,296,875,0.49257142857142855,0.5
17,2019-01-10-20-texas-pan-american,68.0,17,12.8,5,88.5,80.0,28,0.45799999999999996,60,0.41700000000000004,25,0.5,30,0.667,20,5,200,96.2,36.6,15,25,75,,7.7,6,0.35,21,0.23800000000000002,5,56.6,43,0.505,19.7,18,39,0.513,20,0.688,11,"January 10, 2019",68.2,15,7.7,3,96.2,63.4,26,0.431,58,0.379,22,0.44799999999999995,26,0.731,19,9,200,88.5,20.0,7,27,69,,11.5,9,0.32799999999999996,19,0.316,6,43.4,33,0.49,17.8,15,39,0.41,16,0.5,9,"UTRGV Fieldhouse, Edinburg, Texas",TEXAS-PAN-AMERICAN,Texas-Rio Grande Valley,77.8,Away,CAL-STATE-BAKERSFIELD,Cal State Bakersfield,Texas-Rio Grande Valley,wac,17,False,True,True,Home,False,6,16,58,33,76,5,20,60,0,1,86,311,1021,0.4309500489715965,517,1146,0.4511343804537522,97,313,933,0.49142550911039656,0.5294117647058824
18,2019-01-12-20-texas-pan-american,52.2,12,2.2,1,91.5,85.7,24,0.518,56,0.41100000000000003,23,0.321,18,0.611,11,7,200,97.2,34.4,11,19,69,,5.6,4,0.446,25,0.48,12,58.3,35,0.534,22.0,18,31,0.355,11,0.588,10,"January 12, 2019",61.9,13,19.4,6,97.2,65.6,21,0.433,52,0.40399999999999997,21,0.462,24,0.833,20,10,200,91.5,14.3,4,21,65,,14.1,10,0.135,7,0.429,3,41.7,25,0.513,15.0,11,45,0.4,18,0.474,9,"UTRGV Fieldhouse, Edinburg, Texas",TEXAS-PAN-AMERICAN,Texas-Rio Grande Valley,71.0,Away,GRAND-CANYON,Grand Canyon,Texas-Rio Grande Valley,wac,18,False,True,True,Home,False,3,18,52,25,60,12,11,56,0,1,92,327,1079,0.4309545875810936,550,1222,0.4500818330605565,102,333,993,0.48942598187311176,0.5
19,2019-01-17-21-utah-valley,35.0,7,4.0,1,109.3,82.6,19,0.36200000000000004,58,0.345,20,0.466,27,0.7040000000000001,19,11,200,81.3,23.7,9,23,61,,13.3,10,0.207,12,0.16699999999999998,2,45.9,28,0.431,17.7,15,46,0.391,18,0.45,9,"January 17, 2019",60.0,15,13.0,6,81.3,76.3,29,0.682,44,0.568,25,0.682,30,0.733,22,6,200,109.3,17.4,4,23,82,,12.0,9,0.43200000000000005,19,0.526,10,54.1,33,0.7040000000000001,24.9,19,25,0.6,15,0.684,13,"UCCU Center, Orem, Utah",TEXAS-PAN-AMERICAN,Texas-Rio Grande Valley,75.0,Home,UTAH-VALLEY,Utah Valley,Texas-Rio Grande Valley,wac,19,False,False,False,Away,False,2,18,58,28,61,10,15,44,0,1,95,345,1131,0.43103448275862066,575,1282,0.4485179407176287,114,344,1049,0.4909437559580553,0.47368421052631576
20,2019-01-19-22-seattle,45.8,11,4.8,2,91.2,74.3,26,0.54,50,0.48,24,0.46,23,0.565,13,11,200,98.5,17.2,5,23,67,,11.8,8,0.3,15,0.4,6,48.4,31,0.55,15.5,11,35,0.514,18,0.47600000000000003,10,"January 19, 2019",50.0,10,11.4,4,98.5,82.8,24,0.40399999999999997,52,0.385,20,0.48100000000000004,25,0.8,20,8,200,91.2,25.7,9,20,62,,8.8,6,0.192,10,0.2,2,51.6,33,0.485,18.2,14,42,0.429,18,0.6,12,"Connolly Center, Seattle, Washington",SEATTLE,Seattle,67.9,Away,TEXAS-PAN-AMERICAN,Texas-Rio Grande Valley,Texas-Rio Grande Valley,wac,20,False,False,False,Away,True,6,18,50,31,64,2,18,52,1,0,97,363,1189,0.42767031118587046,603,1343,0.44899478778853313,124,359,1093,0.4986276303751144,0.45
21,2019-01-26-20-texas-pan-american,77.3,17,5.1,2,88.4,92.6,25,0.48,51,0.431,22,0.47100000000000003,24,0.583,14,4,200,91.3,37.9,11,19,63,,13.0,9,0.431,22,0.22699999999999998,5,64.3,36,0.505,20.6,16,29,0.586,17,0.8,16,"January 26, 2019",59.1,13,3.4,1,91.3,62.1,18,0.48,51,0.431,22,0.275,14,0.857,12,12,200,88.4,7.4,2,21,61,,8.7,6,0.235,12,0.41700000000000004,5,35.7,20,0.529,19.7,14,39,0.436,17,0.455,10,"UTRGV Fieldhouse, Edinburg, Texas",TEXAS-PAN-AMERICAN,Texas-Rio Grande Valley,68.5,Away,NEW-MEXICO-STATE,New Mexico State,Texas-Rio Grande Valley,wac,21,False,True,True,Home,False,5,17,51,20,56,5,17,51,0,1,103,381,1239,0.4322033898305085,634,1407,0.4506041222459133,126,377,1145,0.4943231441048035,0.47619047619047616
22,2019-01-31-20-texas-pan-american,53.3,8,0.0,0,104.1,70.6,24,0.36,43,0.349,15,0.512,22,0.682,15,19,200,62.2,10.0,3,20,46,,9.5,7,0.256,11,0.091,1,42.2,27,0.43,29.5,22,32,0.43799999999999994,14,0.136,3,"January 31, 2019",85.2,23,15.6,5,62.2,90.0,27,0.5329999999999999,61,0.44299999999999995,27,0.377,23,0.522,12,12,200,104.1,29.4,10,21,77,,16.2,12,0.426,26,0.423,11,57.8,37,0.535,15.5,13,35,0.457,16,0.478,11,"UTRGV Fieldhouse, Edinburg, Texas",CHICAGO-STATE,Chicago State,73.7,Home,TEXAS-PAN-AMERICAN,Texas-Rio Grande Valley,Texas-Rio Grande Valley,wac,22,True,False,True,Home,True,11,16,61,37,64,1,14,43,1,0,108,398,1290,0.43410852713178294,654,1463,0.4470266575529733,131,394,1196,0.49372909698996653,0.45454545454545453
23,2019-02-02-20-texas-pan-american,73.9,17,6.5,2,107.1,79.3,23,0.473,55,0.418,23,0.29100000000000004,16,0.688,11,15,200,90.0,30.0,9,24,63,,5.7,4,0.4,22,0.273,6,54.2,32,0.503,21.5,17,33,0.515,17,0.348,8,"February 2, 2019",95.5,21,3.0,1,90.0,70.0,21,0.573,48,0.45799999999999996,22,0.563,27,0.741,20,12,200,107.1,20.7,6,17,75,,14.3,10,0.354,17,0.647,11,45.8,27,0.617,18.9,14,31,0.355,11,0.5,12,"UTRGV Fieldhouse, Edinburg, Texas",MISSOURI-KANSAS-CITY,UMKC,69.7,Home,TEXAS-PAN-AMERICAN,Texas-Rio Grande Valley,Texas-Rio Grande Valley,wac,23,True,False,True,Home,True,11,11,48,27,59,6,17,55,1,0,119,414,1351,0.43856402664692823,691,1527,0.45252128356254095,132,408,1239,0.4891041162227603,0.4782608695652174
24,2019-02-07-21-grand-canyon,28.6,8,8.1,3,100.0,65.5,19,0.484,62,0.452,28,0.242,15,0.8,12,12,200,104.3,35.5,11,24,72,,8.7,6,0.242,15,0.267,4,50.0,30,0.521,12.7,10,47,0.511,24,0.52,13,"February 7, 2019",54.2,13,10.6,5,104.3,64.5,20,0.48100000000000004,53,0.45299999999999996,24,0.491,26,0.6920000000000001,18,8,200,100.0,34.5,10,19,69,,5.8,4,0.302,16,0.188,3,50.0,30,0.528,17.8,14,37,0.568,21,0.636,14,"Grand Canyon University Arena, Phoenix, Arizona",GRAND-CANYON,Grand Canyon,68.7,Away,TEXAS-PAN-AMERICAN,Texas-Rio Grande Valley,Texas-Rio Grande Valley,wac,24,False,False,False,Away,True,4,24,62,30,60,3,21,53,1,0,130,425,1399,0.4431736954967834,718,1586,0.4527112232030265,138,425,1294,0.4884080370942813,0.5
