,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,SOUTH-CAROLINA-UPSTATE_homegame,SOUTH-CAROLINA-UPSTATE_homegame2,SOUTH-CAROLINA-UPSTATE_home,SOUTH-CAROLINA-UPSTATE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-15-16-south-carolina-upstate,38.7,12,6.7,2,117.3,77.8,21,0.47100000000000003,69,0.449,31,0.406,28,0.679,19,11,200,112.0,41.2,14,19,84,,9.3,7,0.217,15,0.2,3,57.4,35,0.51,10.0,9,54,0.519,28,0.154,2,"December 15, 2018",70.0,21,9.3,5,112.0,58.8,20,0.645,55,0.545,30,0.418,23,0.7390000000000001,17,8,200,117.3,22.2,6,24,88,,2.7,2,0.455,25,0.44,11,42.6,26,0.667,16.6,13,30,0.633,19,0.273,3,"G.B. Hodge Center, Spartanburg, South Carolina",SOUTH-CAROLINA-STATE,South Carolina State,75.1,Home,SOUTH-CAROLINA-UPSTATE,USC Upstate,South Carolina Upstate,big-south,10,True,False,True,Home,True,11,19,55,26,61,3,28,69,1,0,80,161,610,0.460655737704918,338,696,0.48563218390804597,67,178,587,0.4744463373083475,0.2
11,2018-12-19-11-south-carolina-upstate,60.0,12,14.8,4,125.0,65.2,15,0.355,62,0.32299999999999995,20,0.27399999999999997,17,0.588,10,0,200,79.4,41.5,17,15,54,,13.2,9,0.242,15,0.267,4,50.0,32,0.385,19.7,17,47,0.34,16,0.0,0,"December 19, 2018",86.7,26,10.6,5,79.4,58.5,24,0.6890000000000001,53,0.5660000000000001,30,0.28300000000000003,15,0.8,12,8,200,125.0,34.8,8,15,85,,10.3,7,0.491,26,0.5,13,50.0,32,0.7070000000000001,19.0,14,27,0.63,17,0.33299999999999996,4,"G.B. Hodge Center, Spartanburg, South Carolina","Truett-McConnell
			","Truett-McConnell
			",68.1,Home,SOUTH-CAROLINA-UPSTATE,USC Upstate,South Carolina Upstate,big-south,11,True,False,True,Home,True,13,17,53,32,64,4,16,62,1,0,91,180,665,0.47593984962406016,364,757,0.4808454425363276,70,206,656,0.4740853658536585,0.2727272727272727
12,2018-12-22-12-north-carolina-state,50.0,14,6.5,3,125.6,42.9,12,0.525,60,0.467,28,0.16699999999999998,10,0.8,8,9,200,91.0,20.0,6,17,71,,10.3,8,0.41700000000000004,25,0.28,7,31.0,18,0.5479999999999999,23.7,20,35,0.6,21,0.308,4,"December 22, 2018",63.9,23,11.4,4,91.0,80.0,24,0.604,67,0.537,36,0.358,24,0.708,17,1,200,125.6,57.1,16,15,98,,10.3,8,0.313,21,0.429,9,69.0,40,0.625,15.3,14,46,0.5870000000000001,27,0.917,11,"PNC Arena, Raleigh, North Carolina",SOUTH-CAROLINA-UPSTATE,USC Upstate,77.6,Home,NORTH-CAROLINA-STATE,NC State,South Carolina Upstate,big-south,12,False,False,False,Away,False,7,21,60,18,58,9,27,67,0,1,104,197,718,0.49164345403899723,396,821,0.4823386114494519,74,222,718,0.4637883008356546,0.3333333333333333
13,2018-12-29-16-south-carolina-upstate,26.9,7,8.5,4,123.6,56.3,18,0.57,50,0.52,26,0.42,21,0.5710000000000001,12,0,200,95.8,28.6,8,16,69,,6.9,5,0.2,10,0.5,5,43.3,26,0.575,25.2,20,40,0.525,21,0.0,0,"December 29, 2018",51.5,17,2.5,1,95.8,71.4,20,0.568,66,0.5,33,0.273,18,0.778,14,9,200,123.6,43.8,14,17,89,,16.7,12,0.28800000000000003,19,0.474,9,56.7,34,0.597,13.0,11,47,0.511,24,0.35700000000000004,5,"G.B. Hodge Center, Spartanburg, South Carolina","Coker
			","Coker
			",71.8,Home,SOUTH-CAROLINA-UPSTATE,USC Upstate,South Carolina Upstate,big-south,13,True,False,True,Home,True,9,24,66,34,60,5,21,50,1,0,111,218,778,0.49421593830334193,414,879,0.4709897610921502,83,249,785,0.47579617834394905,0.3076923076923077
14,2019-01-02-19-georgia-tech,60.0,12,2.9,1,105.3,87.5,21,0.36200000000000004,65,0.308,20,0.4,26,0.615,16,10,200,84.0,26.8,11,20,63,,13.3,10,0.47700000000000004,31,0.226,7,49.2,32,0.40700000000000003,10.5,9,34,0.382,13,0.33299999999999996,5,"January 2, 2019",75.9,22,20.6,7,84.0,73.2,30,0.63,50,0.58,29,0.46,23,0.696,16,5,200,105.3,12.5,3,18,79,,4.0,3,0.32,16,0.313,5,50.8,33,0.648,21.0,16,34,0.706,24,0.615,8,"McCamish Pavilion, Atlanta, Georgia",SOUTH-CAROLINA-UPSTATE,USC Upstate,74.6,Home,GEORGIA-TECH,Georgia Tech,South Carolina Upstate,big-south,14,False,False,False,Away,False,7,13,65,32,65,5,24,50,0,1,120,242,844,0.5,448,939,0.47710330138445156,88,270,835,0.481437125748503,0.35714285714285715
15,2019-01-05-16-presbyterian,39.1,9,9.7,3,92.8,78.3,18,0.48200000000000004,57,0.40399999999999997,23,0.12300000000000001,7,0.857,6,11,200,88.4,10.0,3,23,61,,11.6,8,0.526,30,0.3,9,39.6,21,0.506,16.6,12,27,0.519,14,0.312,5,"January 5, 2019",33.3,6,11.1,3,88.4,90.0,27,0.45299999999999996,43,0.419,18,0.767,33,0.758,25,7,200,92.8,21.7,5,13,64,,7.2,5,0.27899999999999997,12,0.25,3,60.4,32,0.545,20.7,15,31,0.484,15,0.562,9,"Ross E.Templeton Center, Clinton, South Carolina",SOUTH-CAROLINA-UPSTATE,USC Upstate,69.0,Home,PRESBYTERIAN,Presbyterian,South Carolina Upstate,big-south,15,False,False,False,Away,False,9,14,57,21,53,3,15,43,0,1,127,255,909,0.4900990099009901,480,1004,0.47808764940239046,93,294,885,0.48983050847457626,0.3333333333333333
16,2019-01-10-19-south-carolina-upstate,57.1,16,0.0,0,102.9,75.9,22,0.62,50,0.56,28,0.5,25,0.68,17,6,200,112.9,24.0,6,16,79,,14.3,10,0.28,14,0.429,6,51.9,28,0.638,20.8,16,36,0.611,22,0.625,10,"January 10, 2019",50.0,13,2.8,1,112.9,76.0,19,0.596,52,0.5,26,0.308,16,0.625,10,12,200,102.9,24.1,7,24,72,,7.1,5,0.5579999999999999,29,0.345,10,48.1,26,0.604,21.3,16,23,0.696,16,0.294,5,"G.B. Hodge Center, Spartanburg, South Carolina",SOUTH-CAROLINA-UPSTATE,USC Upstate,70.2,Away,RADFORD,Radford,South Carolina Upstate,big-south,16,False,True,True,Home,False,10,16,52,26,54,6,22,50,0,1,136,269,966,0.489648033126294,501,1057,0.4739829706717124,96,309,928,0.48814655172413796,0.3125
17,2019-01-12-17-gardner-webb,55.0,11,3.2,1,95.5,77.3,17,0.51,50,0.4,20,0.16,8,1.0,8,13,200,88.1,23.1,6,21,59,,11.9,8,0.62,31,0.355,11,47.9,23,0.5479999999999999,27.2,20,19,0.474,9,0.278,5,"January 12, 2019",55.0,11,26.3,5,88.1,76.9,20,0.56,42,0.47600000000000003,20,0.524,22,0.773,17,6,200,95.5,22.7,5,11,64,,11.9,8,0.262,11,0.636,7,52.1,25,0.61,25.8,18,31,0.419,13,0.647,11,"Paul Porter Arena, Boiling Springs, North Carolina",SOUTH-CAROLINA-UPSTATE,USC Upstate,66.6,Home,GARDNER-WEBB,Gardner-Webb,South Carolina Upstate,big-south,17,False,False,False,Away,False,11,9,50,23,48,7,13,42,0,1,146,285,1018,0.4950884086444008,527,1111,0.47434743474347435,102,331,978,0.4948875255623722,0.29411764705882354
18,2019-01-16-19-high-point,33.3,7,14.0,6,102.9,63.3,19,0.385,61,0.344,21,0.131,8,0.875,7,14,200,78.3,11.8,4,15,54,,4.3,3,0.39299999999999996,24,0.20800000000000002,5,35.9,23,0.41700000000000004,12.2,9,37,0.43200000000000005,16,0.263,5,"January 16, 2019",50.0,15,18.9,7,78.3,88.2,30,0.525,61,0.49200000000000005,30,0.18,11,0.636,7,8,200,102.9,36.7,11,11,71,,4.3,3,0.295,18,0.222,4,64.1,41,0.536,15.4,12,43,0.605,26,0.556,10,"Millis Center, High Point, North Carolina",SOUTH-CAROLINA-UPSTATE,USC Upstate,68.5,Home,HIGH-POINT,High Point,South Carolina Upstate,big-south,18,False,False,False,Away,False,5,16,61,23,64,4,26,61,0,1,157,294,1068,0.4957865168539326,550,1159,0.4745470232959448,109,344,1020,0.49754901960784315,0.2777777777777778
19,2019-01-19-16-south-carolina-upstate,42.9,12,17.6,6,93.5,94.7,36,0.532,63,0.444,28,0.33299999999999996,21,0.7140000000000001,15,6,200,106.5,26.3,10,15,82,,3.9,3,0.46,29,0.379,11,60.5,46,0.562,15.3,13,34,0.5,17,0.667,12,"January 19, 2019",58.3,14,14.7,5,106.5,73.7,28,0.46799999999999997,63,0.381,24,0.27,17,0.765,13,15,200,93.5,5.3,2,19,72,,11.7,9,0.46,29,0.379,11,39.5,30,0.507,11.3,9,34,0.382,13,0.25,5,"G.B. Hodge Center, Spartanburg, South Carolina",SOUTH-CAROLINA-UPSTATE,USC Upstate,77.0,Away,WINTHROP,Winthrop,South Carolina Upstate,big-south,19,False,True,True,Home,False,11,13,63,30,76,11,17,63,0,1,162,310,1129,0.48981399468556247,573,1223,0.46852003270645953,113,370,1081,0.49907493061979646,0.2631578947368421
20,2019-01-21-16-south-carolina-upstate,65.0,13,3.0,1,90.8,71.9,23,0.58,44,0.455,20,0.591,26,0.654,17,9,200,104.6,14.8,4,13,68,,7.7,5,0.523,23,0.478,11,45.8,27,0.603,16.6,11,21,0.429,9,0.5710000000000001,12,"January 21, 2019",70.0,14,9.5,2,104.6,85.2,23,0.43799999999999994,56,0.35700000000000004,20,0.321,18,0.556,10,16,200,90.8,28.1,9,21,59,,4.6,3,0.41100000000000003,23,0.391,9,54.2,32,0.457,15.8,12,33,0.33299999999999996,11,0.23800000000000002,5,"G.B. Hodge Center, Spartanburg, South Carolina",SOUTH-CAROLINA-UPSTATE,USC Upstate,65.5,Away,PRESBYTERIAN,Presbyterian,South Carolina Upstate,big-south,20,False,True,True,Home,False,9,11,56,32,59,11,9,44,0,1,173,323,1192,0.4886744966442953,603,1299,0.46420323325635104,124,387,1144,0.5008741258741258,0.25
21,2019-01-24-19-hampton,60.7,17,1.9,1,108.6,66.7,26,0.5,62,0.452,28,0.226,14,0.5710000000000001,8,17,200,86.4,21.9,7,18,70,,2.5,2,0.387,24,0.25,6,46.5,33,0.51,20.9,18,38,0.579,22,0.22699999999999998,5,"January 24, 2019",54.8,17,13.2,5,86.4,78.1,25,0.479,70,0.44299999999999995,31,0.371,26,0.8079999999999999,21,10,200,108.6,33.3,13,12,88,,14.8,12,0.22899999999999998,16,0.313,5,53.5,38,0.534,12.8,12,54,0.48100000000000004,26,0.444,8,"Hampton Convocation Center, Hampton, Virginia",SOUTH-CAROLINA-UPSTATE,USC Upstate,80.5,Home,HAMPTON,Hampton,South Carolina Upstate,big-south,21,False,False,False,Away,False,6,22,62,33,71,5,26,70,0,1,182,334,1248,0.4863782051282051,635,1358,0.46759941089838,135,396,1188,0.5037878787878788,0.23809523809523808
22,2019-01-26-16-south-carolina-upstate,30.0,6,6.1,2,108.1,72.7,24,0.373,59,0.33899999999999997,20,0.39,23,0.826,19,10,200,85.1,32.4,11,14,63,,5.4,4,0.45799999999999996,27,0.14800000000000002,4,52.2,35,0.45,20.7,18,32,0.5,16,0.565,13,"January 26, 2019",67.9,19,15.6,5,85.1,67.6,23,0.557,61,0.45899999999999996,28,0.23,14,0.857,12,17,200,108.1,27.3,9,20,80,,10.8,8,0.45899999999999996,28,0.429,12,47.8,32,0.591,15.2,12,33,0.485,16,0.261,6,"G.B. Hodge Center, Spartanburg, South Carolina",LONGWOOD,Longwood,73.8,Home,SOUTH-CAROLINA-UPSTATE,USC Upstate,South Carolina Upstate,big-south,22,True,False,True,Home,True,12,16,61,32,67,4,16,59,1,0,188,356,1310,0.4870229007633588,668,1429,0.46745976207137857,140,422,1258,0.5023847376788553,0.22727272727272727
23,2019-01-30-19-north-carolina-asheville,57.1,12,3.2,1,116.4,50.0,12,0.452,52,0.40399999999999997,21,0.442,23,0.652,15,18,200,101.6,25.7,9,24,62,,11.5,7,0.462,24,0.20800000000000002,5,35.6,21,0.493,11.4,8,28,0.5710000000000001,16,0.25,6,"January 30, 2019",47.8,11,10.7,3,101.6,74.3,26,0.5429999999999999,46,0.5,23,0.63,29,0.7240000000000001,21,19,200,116.4,50.0,12,17,71,,8.2,5,0.326,15,0.267,4,64.4,38,0.594,18.1,13,31,0.613,19,0.136,3,"Kimmel Arena, Asheville, North Carolina",SOUTH-CAROLINA-UPSTATE,USC Upstate,61.4,Home,NORTH-CAROLINA-ASHEVILLE,UNC Asheville,South Carolina Upstate,big-south,23,False,False,False,Away,False,5,16,52,21,59,4,19,46,0,1,200,372,1371,0.49015317286652077,700,1496,0.4679144385026738,144,438,1317,0.49658314350797267,0.2608695652173913
24,2019-02-02-16-south-carolina-upstate,55.9,19,4.4,2,97.3,79.4,27,0.6779999999999999,59,0.5760000000000001,34,0.254,15,0.667,10,11,200,123.3,30.4,7,12,90,,5.5,4,0.40700000000000003,24,0.5,12,59.6,34,0.6809999999999999,18.6,15,35,0.629,22,0.47600000000000003,10,"February 2, 2019",46.4,13,5.7,2,123.3,69.6,16,0.484,63,0.444,28,0.19,12,0.833,10,19,200,97.3,20.6,7,13,71,,12.3,9,0.28600000000000003,18,0.278,5,40.4,23,0.517,13.9,11,45,0.511,23,0.24,6,"G.B. Hodge Center, Spartanburg, South Carolina",SOUTH-CAROLINA-UPSTATE,USC Upstate,73.4,Away,CHARLESTON-SOUTHERN,Charleston Southern,South Carolina Upstate,big-south,24,False,True,True,Home,False,5,23,63,23,57,12,22,59,0,1,205,388,1423,0.488756148981026,721,1555,0.46366559485530545,148,457,1363,0.49816581071166544,0.25
25,2019-02-09-16-campbell,42.9,9,0.0,0,120.6,95.0,19,0.48,49,0.429,21,0.51,25,0.76,19,20,200,97.1,20.0,6,21,66,,4.4,3,0.36700000000000005,18,0.278,5,50.0,25,0.542,20.0,15,31,0.516,16,0.231,6,"February 9, 2019",53.8,14,3.2,1,97.1,80.0,24,0.682,44,0.591,26,0.614,27,0.815,22,10,200,120.6,5.0,1,21,82,,10.3,7,0.455,20,0.4,8,50.0,25,0.722,15.2,10,24,0.75,18,0.583,14,"John W. Pope Jr. Convocation Center, Buies Creek, North Carolina",SOUTH-CAROLINA-UPSTATE,USC Upstate,67.9,Home,CAMPBELL,Campbell,South Carolina Upstate,big-south,25,False,False,False,Away,False,5,16,49,25,50,8,18,44,0,1,210,411,1486,0.48855989232839836,744,1612,0.46153846153846156,160,479,1422,0.5056258790436006,0.24
