,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,HARTFORD_homegame,HARTFORD_homegame2,HARTFORD_home,HARTFORD_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-12-19-bryant,73.3,22,3.3,1,102.8,75.9,22,0.76,48,0.625,30,0.521,25,0.72,18,7,200,126.4,13.6,3,20,91,,8.3,6,0.41700000000000004,20,0.65,13,49.0,25,0.76,19.2,14,28,0.607,17,0.364,4,"December 12, 2018",76.0,19,3.6,1,126.4,86.4,19,0.483,59,0.424,25,0.35600000000000004,21,0.81,17,7,200,102.8,24.1,7,23,74,,2.8,2,0.49200000000000005,29,0.24100000000000002,7,51.0,26,0.536,15.0,12,30,0.6,18,0.222,2,"Chace Athletic Center , Smithfield, Rhode Island",BRYANT,Bryant,72.4,Away,HARTFORD,Hartford,Hartford,america-east,10,False,False,False,Away,True,13,17,48,25,51,7,18,59,1,0,86,158,586,0.48976109215017066,279,640,0.4359375,63,219,597,0.5251256281407035,0.3
11,2018-12-16-16-hartford,69.0,20,6.9,2,135.9,68.2,15,0.644,59,0.49200000000000005,29,0.16899999999999998,10,0.6,6,7,200,128.1,35.7,10,18,82,,6.3,4,0.644,38,0.474,18,50.0,25,0.643,15.9,12,21,0.524,11,0.364,4,"December 16, 2018",59.3,16,9.5,2,128.1,64.3,18,0.633,49,0.551,27,0.5920000000000001,29,0.862,25,7,200,135.9,31.8,7,14,87,,12.5,8,0.408,20,0.4,8,50.0,25,0.693,10.2,7,29,0.655,19,0.41700000000000004,5,"Chase Family Arena, Hartford, Connecticut",OAKLAND,Oakland,64.3,Home,HARTFORD,Hartford,Hartford,america-east,11,True,False,True,Home,True,8,19,49,25,50,18,11,59,1,0,99,175,634,0.5102523659305994,304,691,0.4399421128798842,70,237,656,0.5213414634146342,0.36363636363636365
12,2018-12-22-14-wagner,40.9,9,0.0,0,105.5,68.0,17,0.529,51,0.431,22,0.33299999999999996,17,0.8240000000000001,14,8,200,93.2,26.1,6,27,68,,9.6,7,0.5489999999999999,28,0.35700000000000004,10,47.9,23,0.5760000000000001,26.4,21,23,0.522,12,0.385,5,"December 22, 2018",57.9,11,26.1,6,93.2,73.9,17,0.469,48,0.396,19,0.75,36,0.889,32,5,200,105.5,32.0,8,18,77,,11.0,8,0.521,25,0.28,7,52.1,25,0.591,19.0,15,23,0.522,12,0.5,5,"Spiro Sports Center, Staten Island, New York",HARTFORD,Hartford,73.1,Home,WAGNER,Wagner,Hartford,america-east,12,False,False,False,Away,False,10,12,51,23,48,7,12,48,0,1,107,194,683,0.5190336749633968,329,741,0.44399460188933876,88,248,715,0.5314685314685315,0.4166666666666667
13,2018-12-29-14-hartford,40.9,9,22.2,6,100.0,75.0,21,0.491,54,0.40700000000000003,22,0.07400000000000001,4,0.75,3,7,200,86.2,17.2,5,14,56,,15.4,10,0.444,24,0.375,9,45.6,26,0.501,21.2,15,30,0.433,13,0.41700000000000004,5,"December 29, 2018",39.1,9,23.3,7,86.2,82.8,24,0.5479999999999999,52,0.442,23,0.231,12,0.667,8,8,200,100.0,25.0,7,7,65,,16.9,11,0.48100000000000004,25,0.44,11,54.4,31,0.563,19.6,14,27,0.444,12,0.429,6,"Chase Family Arena, Hartford, Connecticut",MARIST,Marist,65.3,Home,HARTFORD,Hartford,Hartford,america-east,13,True,False,True,Home,True,11,12,52,31,57,9,13,54,1,0,117,206,734,0.5197547683923706,352,789,0.4461343472750317,95,260,763,0.5275229357798165,0.38461538461538464
14,2018-12-31-13-boston-college,40.0,10,2.8,1,101.3,62.5,20,0.483,58,0.431,25,0.5,29,0.7929999999999999,23,8,225,102.6,21.9,7,16,79,,16.9,13,0.397,23,0.261,6,42.2,27,0.55,14.5,12,35,0.5429999999999999,19,0.467,7,"December 31, 2018",33.3,9,17.1,6,102.6,78.1,25,0.525,59,0.45799999999999996,27,0.373,22,0.727,16,3,225,101.3,37.5,12,24,78,,6.5,5,0.39,23,0.348,8,57.8,37,0.562,21.7,19,36,0.528,19,0.75,9,"Silvio O. Conte Forum, Chestnut Hill, Massachusetts",BOSTON-COLLEGE,Boston College,68.1,Away,HARTFORD,Hartford,Hartford,america-east,14,False,False,False,Away,True,6,19,58,27,64,8,19,59,1,0,128,218,786,0.5216284987277354,383,846,0.45271867612293143,104,273,817,0.5250917992656059,0.42857142857142855
15,2019-01-09-19-hartford,39.1,9,8.3,2,100.0,72.7,24,0.46399999999999997,56,0.41100000000000003,23,0.33899999999999997,19,0.632,12,8,225,97.0,24.2,8,15,64,,9.1,6,0.321,18,0.33299999999999996,6,48.5,32,0.49200000000000005,14.6,11,38,0.447,17,0.529,9,"January 9, 2019",52.2,12,7.9,3,97.0,75.8,25,0.509,55,0.418,23,0.255,14,0.7140000000000001,10,8,225,100.0,27.3,9,18,66,,7.6,5,0.564,31,0.32299999999999995,10,51.5,34,0.535,15.2,11,24,0.542,13,0.5,8,"Chase Family Arena, Hartford, Connecticut",MARYLAND-BALTIMORE-COUNTY,UMBC,58.5,Home,HARTFORD,Hartford,Hartford,america-east,15,True,False,True,Home,True,10,13,55,34,66,6,17,56,1,0,134,237,844,0.518957345971564,410,910,0.45054945054945056,112,292,876,0.5251141552511416,0.4666666666666667
16,2019-01-12-19-vermont,50.0,10,3.0,1,122.7,65.2,15,0.45299999999999996,53,0.377,20,0.396,21,0.667,14,9,200,93.9,16.7,5,21,62,,10.6,7,0.321,17,0.47100000000000003,8,37.7,20,0.49200000000000005,12.6,9,36,0.33299999999999996,12,0.47100000000000003,8,"January 12, 2019",46.4,13,16.7,6,93.9,83.3,25,0.64,50,0.56,28,0.44,22,0.773,17,4,200,122.7,34.8,8,20,81,,7.6,5,0.34,17,0.47100000000000003,8,62.3,33,0.67,17.9,13,33,0.606,20,0.765,13,"Roy L. Patrick Gymnasium, Burlington, Vermont",HARTFORD,Hartford,66.2,Home,VERMONT,Vermont,Hartford,america-east,16,False,False,False,Away,False,8,12,53,20,53,8,20,50,0,1,144,250,899,0.5183537263626251,444,976,0.45491803278688525,118,309,932,0.5214592274678111,0.5
17,2019-01-16-19-maine,47.8,11,0.0,0,107.0,61.3,19,0.5489999999999999,51,0.451,23,0.5489999999999999,28,0.75,21,9,200,108.5,19.4,6,15,77,,12.7,9,0.588,30,0.33299999999999996,10,40.3,25,0.599,15.9,12,21,0.619,13,0.5,9,"January 16, 2019",60.7,17,23.8,5,108.5,80.6,25,0.541,61,0.45899999999999996,28,0.262,16,0.625,10,16,200,107.0,38.7,12,20,76,,9.9,7,0.377,23,0.435,10,59.7,37,0.5539999999999999,18.1,15,38,0.474,18,0.158,3,"Cross Insurance Center, Bangor, Maine",MAINE,Maine,71.0,Away,HARTFORD,Hartford,Hartford,america-east,17,False,False,False,Away,True,10,13,51,25,62,10,18,61,1,0,152,262,952,0.5147058823529411,464,1029,0.4509232264334305,126,329,982,0.5274949083503055,0.47058823529411764
18,2019-01-19-14-hartford,64.0,16,7.5,3,107.4,68.8,22,0.6,50,0.5,25,0.38,19,0.8420000000000001,16,9,200,111.8,20.8,5,14,76,,5.9,4,0.46,23,0.435,10,48.2,27,0.644,18.2,13,27,0.556,15,0.55,11,"January 19, 2019",51.7,15,18.5,5,111.8,79.2,19,0.524,63,0.46,29,0.19,12,0.583,7,10,200,107.4,31.3,10,18,73,,11.8,8,0.365,23,0.348,8,51.8,29,0.531,13.9,11,40,0.525,21,0.474,9,"Chase Family Arena, Hartford, Connecticut",HARTFORD,Hartford,68.4,Away,MASSACHUSETTS-LOWELL,UMass-Lowell,Hartford,america-east,18,False,True,True,Home,False,8,21,63,29,56,10,15,50,0,1,162,275,1003,0.5164506480558325,489,1091,0.44821264894592117,136,347,1043,0.5282837967401726,0.5
19,2019-01-23-19-hartford,46.7,7,12.5,4,112.1,77.4,24,0.273,66,0.22699999999999998,15,0.136,9,0.33299999999999996,3,15,200,59.1,22.0,11,13,39,,4.5,3,0.439,29,0.207,6,43.2,35,0.27699999999999997,7.9,6,37,0.243,9,0.16699999999999998,3,"January 23, 2019",42.9,12,5.4,2,59.1,78.0,39,0.5479999999999999,62,0.452,28,0.129,8,0.75,6,10,200,112.1,22.6,7,19,74,,4.5,3,0.484,30,0.4,12,56.8,46,0.562,9.7,7,32,0.5,16,0.5,10,"Chase Family Arena, Hartford, Connecticut",NEW-HAMPSHIRE,New Hampshire,65.5,Home,HARTFORD,Hartford,Hartford,america-east,19,True,False,True,Home,True,12,16,62,46,81,6,9,66,1,0,170,296,1066,0.5168855534709194,518,1147,0.45161290322580644,146,362,1093,0.5315645013723697,0.47368421052631576
20,2019-01-26-15-albany-ny,66.7,16,14.8,4,112.0,69.2,18,0.578,51,0.47100000000000003,24,0.51,26,0.6920000000000001,18,11,200,102.7,21.4,6,22,77,,12.0,9,0.451,23,0.478,11,44.4,24,0.608,20.4,16,28,0.46399999999999997,13,0.47600000000000003,10,"January 26, 2019",64.0,16,10.7,3,102.7,78.6,22,0.5770000000000001,52,0.48100000000000004,25,0.635,33,0.727,24,15,200,112.0,30.8,8,22,84,,13.3,10,0.48100000000000004,25,0.4,10,55.6,30,0.621,19.4,16,27,0.556,15,0.28600000000000003,6,"SEFCU Arena, Albany, New York",HARTFORD,Hartford,74.5,Home,ALBANY-NY,Albany (NY),Hartford,america-east,20,False,False,False,Away,False,11,13,51,24,54,10,15,52,0,1,182,312,1128,0.5186170212765957,564,1228,0.4592833876221498,152,371,1159,0.5168248490077653,0.5
21,2019-01-30-19-hartford,40.9,9,11.1,3,130.3,78.6,22,0.445,55,0.4,22,0.273,15,0.733,11,16,200,90.9,18.2,6,9,60,,7.6,5,0.545,30,0.16699999999999998,5,45.9,28,0.483,15.2,11,25,0.68,17,0.273,6,"January 30, 2019",75.0,24,0.0,0,90.9,81.8,27,0.703,59,0.542,32,0.102,6,0.5,3,11,200,130.3,21.4,6,16,86,,4.5,3,0.542,32,0.594,19,54.1,33,0.695,12.7,9,27,0.48100000000000004,13,0.5,11,"Chase Family Arena, Hartford, Connecticut",BINGHAMTON,Binghamton,66.0,Home,HARTFORD,Hartford,Hartford,america-east,21,True,False,True,Home,True,19,13,59,33,61,5,17,55,1,0,193,325,1179,0.5212044105173876,588,1282,0.45865834633385333,162,386,1211,0.5194054500412882,0.47619047619047616
22,2019-02-02-19-stony-brook,56.0,14,0.0,0,113.2,63.4,26,0.42100000000000004,70,0.35700000000000004,25,0.32899999999999996,23,0.7829999999999999,18,12,200,101.3,22.7,10,17,77,,9.2,7,0.486,34,0.265,9,42.4,36,0.47600000000000003,8.0,7,36,0.444,16,0.478,11,"February 2, 2019",44.8,13,11.1,4,101.3,77.3,34,0.507,67,0.433,29,0.373,25,0.72,18,5,200,113.2,36.6,15,21,86,,3.9,3,0.40299999999999997,27,0.37,10,57.6,49,0.545,11.4,10,40,0.475,19,0.7829999999999999,18,"Island Federal Credit Union, Stony Brook, New York",HARTFORD,Hartford,75.9,Home,STONY-BROOK,Stony Brook,Hartford,america-east,22,False,False,False,Away,False,9,16,70,36,85,10,19,67,0,1,212,338,1238,0.529886914378029,621,1343,0.462397617274758,167,403,1266,0.5161927330173776,0.5
23,2019-02-06-19-maryland-baltimore-county,78.9,15,6.5,2,87.1,93.8,30,0.49,49,0.38799999999999996,19,0.5710000000000001,28,0.7859999999999999,22,12,200,100.0,12.1,4,13,70,,7.1,5,0.633,31,0.32299999999999995,10,52.3,34,0.562,16.4,12,18,0.5,9,0.5,12,"February 6, 2019",42.9,9,22.2,4,100.0,87.9,29,0.47200000000000003,53,0.396,21,0.302,16,0.688,11,10,200,87.1,6.3,2,21,61,,10.0,7,0.415,22,0.364,8,47.7,31,0.503,15.5,11,31,0.419,13,0.583,14,"UMBC Event Center, Baltimore, Maryland",MARYLAND-BALTIMORE-COUNTY,UMBC,70.0,Away,HARTFORD,Hartford,Hartford,america-east,23,False,False,False,Away,True,10,9,49,34,65,8,13,53,1,0,221,354,1308,0.5240825688073395,657,1428,0.46008403361344535,177,422,1333,0.5157539384846211,0.4782608695652174
24,2019-02-13-19-hartford,75.9,22,6.9,2,126.6,77.8,21,0.598,56,0.518,29,0.214,12,0.5,6,21,200,114.1,24.0,6,20,73,,7.8,5,0.33899999999999997,19,0.474,9,51.9,27,0.5920000000000001,15.2,11,37,0.541,20,0.192,5,"February 13, 2019",63.3,19,5.4,2,114.1,76.0,19,0.6829999999999999,52,0.5770000000000001,30,0.327,17,0.588,10,12,200,126.6,22.2,6,12,81,,10.9,7,0.442,23,0.478,11,48.1,25,0.674,11.9,8,29,0.655,19,0.52,13,"Chase Family Arena, Hartford, Connecticut",MAINE,Maine,64.4,Home,HARTFORD,Hartford,Hartford,america-east,24,True,False,True,Home,True,11,19,52,25,52,9,20,56,1,0,231,363,1357,0.5228445099484156,691,1493,0.46282652377762895,185,435,1386,0.5140692640692641,0.5
25,2019-02-16-17-hartford,46.2,12,9.7,3,111.9,90.9,20,0.557,53,0.491,26,0.396,21,0.857,18,5,200,114.9,22.2,6,12,77,,7.5,5,0.34,18,0.389,7,53.1,26,0.611,12.6,9,35,0.5429999999999999,19,0.8079999999999999,21,"February 16, 2019",53.6,15,8.6,3,114.9,77.8,21,0.642,53,0.528,28,0.132,7,1.0,7,13,200,111.9,9.1,2,20,75,,4.5,3,0.415,22,0.545,12,46.9,23,0.6659999999999999,20.0,14,31,0.516,16,0.5,13,"Chase Family Arena, Hartford, Connecticut",HARTFORD,Hartford,67.2,Away,VERMONT,Vermont,Hartford,america-east,25,False,True,True,Home,False,12,16,53,23,49,7,19,53,0,1,242,382,1409,0.5287437899219305,716,1545,0.4634304207119741,194,455,1442,0.5173370319001387,0.52
26,2019-02-21-19-new-hampshire,40.7,11,9.1,3,76.9,71.4,30,0.5820000000000001,55,0.491,27,0.218,12,0.5,6,13,200,107.7,13.3,4,16,70,,9.2,6,0.382,21,0.47600000000000003,10,47.2,34,0.5770000000000001,11.7,8,34,0.5,17,0.519,14,"February 21, 2019",58.8,10,2.9,1,107.7,86.7,26,0.345,58,0.293,17,0.24100000000000002,14,0.7140000000000001,10,23,200,76.9,28.6,12,10,50,,4.6,3,0.431,25,0.24,6,52.8,38,0.387,15.8,12,33,0.33299999999999996,11,0.115,3,"Lundholm Gymnasium, Durham, New Hampshire",NEW-HAMPSHIRE,New Hampshire,64.7,Away,HARTFORD,Hartford,Hartford,america-east,26,False,False,False,Away,True,10,17,55,34,72,6,11,58,1,0,254,398,1462,0.5328317373461012,739,1594,0.46361355081555833,201,474,1495,0.5187290969899666,0.5
