,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,MINNESOTA_homegame,MINNESOTA_homegame2,MINNESOTA_home,MINNESOTA_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-11-21-minnesota,61.5,16,17.3,9,108.1,52.2,24,0.47600000000000003,63,0.413,26,0.19,12,0.917,11,6,200,95.9,20.6,7,24,71,,4.1,3,0.349,22,0.364,8,38.8,31,0.517,16.0,13,41,0.439,18,0.4,4,"December 11, 2018",61.5,16,9.8,4,95.9,79.4,27,0.396,67,0.38799999999999996,26,0.5820000000000001,39,0.6920000000000001,27,2,200,108.1,47.8,22,12,80,,9.5,7,0.22399999999999998,15,0.067,1,61.3,49,0.46799999999999997,10.6,10,52,0.48100000000000004,25,0.818,9,"Williams Arena, Minneapolis, Minnesota",NORTH-FLORIDA,North Florida,74.1,Home,MINNESOTA,Minnesota,Minnesota,big-ten,10,True,False,True,Home,True,1,25,67,49,80,8,18,63,1,0,61,192,568,0.49911971830985913,339,642,0.5280373831775701,68,185,588,0.4880952380952381,0.8
11,2018-12-21-20-minnesota,48.0,12,11.1,6,111.7,54.8,23,0.48200000000000004,57,0.439,25,0.298,17,0.706,12,8,200,87.0,18.8,6,16,67,,5.2,4,0.263,15,0.33299999999999996,5,39.2,29,0.515,18.9,15,42,0.47600000000000003,20,0.33299999999999996,4,"December 21, 2018",70.6,24,16.7,7,87.0,81.3,26,0.486,74,0.45899999999999996,34,0.311,23,0.609,14,2,200,111.7,45.2,19,17,86,,14.3,11,0.27,20,0.2,4,60.8,45,0.506,13.4,13,54,0.556,30,0.833,10,"Williams Arena, Minneapolis, Minnesota",NORTH-CAROLINA-AT,North Carolina A&T,76.5,Home,MINNESOTA,Minnesota,Minnesota,big-ten,11,True,False,True,Home,True,4,30,74,45,74,5,20,57,1,0,62,217,635,0.4881889763779528,388,722,0.5373961218836565,76,203,651,0.4869431643625192,0.8181818181818182
12,2018-12-30-16-minnesota,60.0,12,15.2,5,102.9,69.7,23,0.40700000000000003,59,0.33899999999999997,20,0.16899999999999998,10,0.5,5,10,200,76.8,21.6,8,23,53,,5.8,4,0.40700000000000003,24,0.33299999999999996,8,44.3,31,0.41600000000000004,18.1,14,35,0.34299999999999997,12,0.231,3,"December 30, 2018",59.1,13,25.7,9,76.8,78.4,29,0.462,52,0.423,22,0.5770000000000001,30,0.767,23,2,200,102.9,30.3,10,15,71,,8.7,6,0.365,19,0.21100000000000002,4,55.7,39,0.536,15.5,12,33,0.545,18,0.846,11,"Williams Arena, Minneapolis, Minnesota",MOUNT-ST-MARYS,Mount St. Mary's,69.0,Home,MINNESOTA,Minnesota,Minnesota,big-ten,12,True,False,True,Home,True,4,18,52,39,70,8,12,59,1,0,66,247,709,0.48801128349788436,433,796,0.5439698492462312,81,223,708,0.4865819209039548,0.8333333333333334
13,2019-01-03-21-wisconsin,38.1,8,0.0,0,81.3,93.5,29,0.5,48,0.43799999999999994,21,0.354,17,0.647,11,2,200,92.2,18.5,5,19,59,,10.9,7,0.292,14,0.429,6,58.6,34,0.526,19.0,13,34,0.441,15,0.857,12,"January 3, 2019",25.0,5,14.7,5,92.2,81.5,22,0.469,48,0.41700000000000004,20,0.354,17,0.41200000000000003,7,4,200,81.3,6.5,2,17,52,22.0,12.5,8,0.45799999999999996,22,0.22699999999999998,5,41.4,24,0.46399999999999997,15.3,10,26,0.5770000000000001,15,0.7140000000000001,10,"Kohl Center, Madison, Wisconsin",WISCONSIN,Wisconsin,64.1,Away,MINNESOTA,Minnesota,Minnesota,big-ten,13,False,False,False,Away,True,6,15,48,34,58,5,15,48,1,0,70,265,761,0.48620236530880423,472,866,0.5450346420323325,89,235,767,0.4804432855280313,0.8461538461538461
14,2019-01-08-19-minnesota,50.0,13,8.7,4,100.0,78.0,32,0.604,48,0.542,26,0.563,27,0.889,24,3,200,122.4,31.8,7,18,82,,4.5,3,0.20800000000000002,10,0.6,6,61.9,39,0.674,15.5,11,38,0.526,20,0.812,13,"January 8, 2019",69.2,18,7.9,3,122.4,68.2,15,0.46799999999999997,62,0.419,26,0.371,23,0.391,9,3,200,100.0,22.0,9,19,67,,9.0,6,0.258,16,0.375,6,38.1,24,0.45899999999999996,7.7,6,46,0.435,20,0.8,12,"Williams Arena, Minneapolis, Minnesota",MINNESOTA,Minnesota,67.4,Away,MARYLAND,Maryland,Minnesota,big-ten,14,False,True,True,Home,False,6,20,62,24,63,6,20,48,0,1,76,280,809,0.48702101359703337,506,924,0.5476190476190477,94,250,815,0.47975460122699387,0.8571428571428571
15,2019-01-12-12-minnesota,42.9,12,2.9,1,122.2,75.9,22,0.44799999999999995,67,0.418,28,0.239,16,0.625,10,7,200,97.2,34.2,13,17,70,,4.2,3,0.26899999999999996,18,0.222,4,52.2,35,0.469,12.9,11,49,0.49,24,0.5329999999999999,8,"January 12, 2019",82.8,24,10.2,5,97.2,65.8,25,0.586,58,0.5,29,0.431,25,0.8,20,3,200,122.2,24.1,7,14,88,,9.7,7,0.414,24,0.41700000000000004,10,47.8,32,0.63,10.4,8,34,0.5589999999999999,19,0.812,13,"Williams Arena, Minneapolis, Minnesota",RUTGERS,Rutgers,71.7,Home,MINNESOTA,Minnesota,Minnesota,big-ten,15,True,False,True,Home,True,10,19,58,32,67,4,24,67,1,0,82,300,871,0.4856486796785304,530,987,0.5369807497467072,100,270,863,0.48667439165701043,0.8
16,2019-01-16-21-illinois,30.8,8,8.0,4,125.0,64.0,16,0.466,59,0.441,26,0.322,19,0.684,13,4,200,89.5,25.7,9,15,68,,9.2,7,0.237,14,0.214,3,41.7,25,0.5,16.2,13,45,0.511,23,0.765,13,"January 16, 2019",29.7,11,0.0,0,89.5,74.3,26,0.621,66,0.561,37,0.22699999999999998,15,0.867,13,12,200,125.0,36.0,9,20,95,,10.5,8,0.242,16,0.5,8,58.3,35,0.65,18.1,16,50,0.58,29,0.294,5,"State Farm Center, Champaign, Illinois",MINNESOTA,Minnesota,76.1,Home,ILLINOIS,Illinois,Minnesota,big-ten,16,False,False,False,Away,False,3,23,59,25,60,8,29,66,0,1,92,319,929,0.49192680301399355,562,1054,0.5332068311195446,104,294,930,0.4838709677419355,0.8125
17,2019-01-19-20-minnesota,59.1,13,11.1,4,97.0,73.3,22,0.5,52,0.423,22,0.385,20,0.6,12,12,200,95.5,24.1,7,22,64,,11.9,8,0.327,17,0.47100000000000003,8,49.2,29,0.52,16.5,12,35,0.4,14,0.368,7,"January 19, 2019",80.0,16,11.4,4,95.5,75.9,22,0.43,50,0.4,20,0.6,30,0.733,22,4,200,97.0,26.7,8,20,65,,10.4,7,0.28,14,0.214,3,50.8,30,0.506,14.8,11,36,0.47200000000000003,17,0.778,14,"Williams Arena, Minneapolis, Minnesota",PENN-STATE,Penn State,66.9,Home,MINNESOTA,Minnesota,Minnesota,big-ten,17,True,False,True,Home,True,3,17,50,30,59,8,14,52,1,0,95,342,988,0.49038461538461536,587,1114,0.5269299820466786,112,323,996,0.4929718875502008,0.7647058823529411
18,2019-01-22-19-michigan,38.1,8,10.0,4,89.4,72.2,26,0.452,52,0.40399999999999997,21,0.26899999999999996,14,0.7140000000000001,10,5,200,86.4,35.5,11,17,57,,3.0,2,0.28800000000000003,15,0.33299999999999996,5,55.2,37,0.486,21.6,16,37,0.43200000000000005,16,0.737,14,"January 22, 2019",33.3,7,10.8,4,86.4,64.5,20,0.363,62,0.33899999999999997,21,0.355,22,0.636,14,1,200,89.4,27.8,10,13,59,5.0,13.6,9,0.355,22,0.136,3,44.8,30,0.40700000000000003,7.7,6,40,0.45,18,0.9470000000000001,18,"Crisler Arena, Ann Arbor, Michigan",MINNESOTA,Minnesota,66.1,Home,MICHIGAN,Michigan,Minnesota,big-ten,18,False,False,False,Away,False,5,16,52,37,67,3,18,62,0,1,98,359,1038,0.48747591522157996,617,1173,0.526001705029838,120,337,1048,0.4933206106870229,0.7777777777777778
19,2019-01-27-17-minnesota,71.9,23,2.6,1,126.0,78.6,22,0.627,59,0.542,32,0.35600000000000004,21,0.619,13,5,200,119.2,34.6,9,23,87,19.0,9.6,7,0.305,18,0.556,10,57.4,31,0.631,16.0,13,41,0.537,22,0.762,16,"January 27, 2019",78.1,25,7.3,3,119.2,65.4,17,0.634,56,0.5710000000000001,32,0.5539999999999999,31,0.677,21,5,200,126.0,21.4,6,17,92,,9.6,7,0.321,18,0.389,7,42.6,23,0.65,11.4,9,38,0.6579999999999999,25,0.75,15,"Williams Arena, Minneapolis, Minnesota",IOWA,Iowa,73.4,Home,MINNESOTA,Minnesota,Minnesota,big-ten,19,True,False,True,Home,True,7,25,56,23,54,10,22,59,1,0,103,375,1090,0.48577981651376145,654,1240,0.5274193548387097,123,355,1110,0.486036036036036,0.7368421052631579
20,2019-01-30-21-minnesota,46.2,12,4.9,2,122.9,69.0,20,0.509,58,0.44799999999999995,26,0.379,22,0.727,16,15,200,107.1,28.1,9,23,75,,5.7,4,0.414,24,0.292,7,47.5,29,0.5479999999999999,11.7,9,34,0.5589999999999999,19,0.28600000000000003,6,"January 30, 2019",53.3,16,5.9,2,107.1,71.9,23,0.55,60,0.5,30,0.433,26,0.769,20,5,200,122.9,31.0,9,18,86,,2.9,2,0.317,19,0.316,6,52.5,32,0.594,10.1,8,41,0.585,24,0.762,16,"Williams Arena, Minneapolis, Minnesota",ILLINOIS,Illinois,69.9,Home,MINNESOTA,Minnesota,Minnesota,big-ten,20,True,False,True,Home,True,6,24,60,32,61,7,19,58,1,0,110,400,1146,0.4930191972076789,677,1294,0.5231839258114374,133,377,1169,0.4931565440547476,0.75
21,2019-02-03-12-purdue,62.5,15,8.1,3,110.6,69.7,23,0.439,57,0.42100000000000004,24,0.281,16,0.813,13,6,200,95.5,25.8,8,15,63,,4.5,3,0.281,16,0.125,2,48.4,31,0.488,13.5,10,41,0.537,22,0.727,16,"February 3, 2019",51.7,15,14.6,6,95.5,74.2,23,0.516,61,0.475,29,0.27899999999999997,17,0.588,10,6,200,110.6,30.3,10,14,73,17.0,7.6,5,0.39299999999999996,24,0.20800000000000002,5,51.6,33,0.528,9.3,7,37,0.649,24,0.727,16,"Mackey Arena, West Lafayette, Indiana",MINNESOTA,Minnesota,66.3,Home,PURDUE,Purdue,Minnesota,big-ten,21,False,False,False,Away,False,2,22,57,31,64,5,24,61,0,1,116,424,1206,0.49585406301824214,709,1355,0.5232472324723247,140,396,1227,0.4938875305623472,0.7619047619047619
22,2019-02-06-21-minnesota,52.6,10,18.2,8,85.0,62.5,20,0.4,55,0.345,19,0.327,18,0.667,12,6,200,93.3,21.6,8,13,56,19.0,8.3,5,0.4,22,0.273,6,40.6,28,0.441,7.4,5,33,0.39399999999999996,13,0.7390000000000001,17,"February 6, 2019",50.0,10,24.2,8,93.3,78.4,29,0.36,57,0.35100000000000003,20,0.228,13,0.769,10,7,200,85.0,37.5,12,16,51,,6.7,4,0.228,13,0.077,1,59.4,41,0.40399999999999997,12.5,9,44,0.43200000000000005,19,0.696,16,"Williams Arena, Minneapolis, Minnesota",MINNESOTA,Minnesota,60.4,Away,WISCONSIN,Wisconsin,Minnesota,big-ten,22,False,True,True,Home,False,1,19,57,41,69,6,13,55,0,1,118,446,1263,0.4932699920823436,740,1419,0.5214940098661028,145,420,1288,0.49495341614906835,0.7272727272727273
23,2019-02-09-14-michigan-state,77.8,14,2.2,1,119.7,69.7,23,0.418,49,0.36700000000000005,18,0.469,23,0.609,14,8,200,83.3,18.2,6,14,55,,1.5,1,0.28600000000000003,14,0.35700000000000004,5,43.9,29,0.45899999999999996,16.9,12,35,0.371,13,0.667,16,"February 9, 2019",87.1,27,5.7,2,83.3,81.8,27,0.5670000000000001,60,0.517,31,0.267,16,0.688,11,5,200,119.7,30.3,10,18,79,9.0,9.1,6,0.25,15,0.4,6,56.1,37,0.584,10.7,8,45,0.556,25,0.792,19,"Breslin Events Center, East Lansing, Michigan",MINNESOTA,Minnesota,65.8,Home,MICHIGAN-STATE,Michigan State,Minnesota,big-ten,23,False,False,False,Away,False,5,13,49,29,66,6,25,60,0,1,119,465,1320,0.4875,781,1488,0.5248655913978495,151,433,1343,0.49106478034251677,0.6956521739130435
24,2019-02-13-21-nebraska,48.0,12,11.8,4,101.6,90.0,18,0.519,54,0.46299999999999997,25,0.14800000000000002,8,0.625,5,9,200,100.0,25.9,7,14,61,,6.6,4,0.259,14,0.429,6,53.2,25,0.528,13.5,9,40,0.475,19,0.64,16,"February 13, 2019",45.8,11,10.0,4,100.0,74.1,20,0.552,48,0.5,24,0.271,13,0.6920000000000001,9,11,200,101.6,10.0,2,14,62,,4.9,3,0.292,14,0.35700000000000004,5,46.8,22,0.5720000000000001,17.0,11,34,0.5589999999999999,19,0.56,14,"Pinnacle Bank Arena, Lincoln, Nebraska",MINNESOTA,Minnesota,61.5,Home,NEBRASKA,Nebraska,Minnesota,big-ten,24,False,False,False,Away,False,6,19,54,25,47,5,19,48,0,1,124,478,1369,0.4850255661066472,810,1554,0.5212355212355212,157,458,1403,0.4942979330007128,0.6666666666666666
25,2019-02-16-14-minnesota,40.0,8,27.8,10,118.3,71.9,23,0.396,53,0.377,20,0.528,28,0.75,21,12,200,88.7,21.9,7,19,63,,9.9,7,0.321,17,0.11800000000000001,2,46.9,30,0.475,15.5,12,36,0.5,18,0.52,13,"February 16, 2019",67.9,19,2.8,1,88.7,78.1,25,0.586,58,0.483,28,0.397,23,0.696,16,9,200,118.3,28.1,9,19,84,,4.2,3,0.379,22,0.545,12,53.1,34,0.609,12.8,10,36,0.444,16,0.654,17,"Williams Arena, Minneapolis, Minnesota",INDIANA,Indiana,70.6,Home,MINNESOTA,Minnesota,Minnesota,big-ten,25,True,False,True,Home,True,12,16,58,34,64,2,18,53,1,0,130,497,1423,0.4862965565706254,835,1601,0.5215490318550906,162,477,1451,0.4962095106822881,0.64
26,2019-02-21-19-minnesota,80.0,20,12.3,7,87.0,69.8,30,0.5529999999999999,57,0.439,25,0.193,11,0.545,6,3,200,100.0,12.1,4,13,69,7.0,8.7,6,0.491,28,0.46399999999999997,13,44.7,34,0.5539999999999999,12.7,9,29,0.414,12,0.889,24,"February 21, 2019",52.0,13,6.9,2,100.0,87.9,29,0.381,67,0.373,25,0.26899999999999996,18,0.5,9,10,200,87.0,30.2,13,13,60,,5.8,4,0.149,10,0.1,1,55.3,42,0.397,9.6,8,57,0.42100000000000004,24,0.63,17,"Williams Arena, Minneapolis, Minnesota",MINNESOTA,Minnesota,68.9,Away,MICHIGAN,Michigan,Minnesota,big-ten,26,False,True,True,Home,False,1,24,67,42,76,13,12,57,0,1,142,513,1481,0.4902093180283592,869,1665,0.5219219219219219,164,495,1504,0.49268617021276595,0.6538461538461539
