,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,CALIFORNIA-RIVERSIDE_homegame,CALIFORNIA-RIVERSIDE_homegame2,CALIFORNIA-RIVERSIDE_home,CALIFORNIA-RIVERSIDE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-16-15-texas-el-paso,68.4,13,0.0,0,100.0,79.3,23,0.511,47,0.40399999999999997,19,0.298,14,0.5710000000000001,8,8,200,82.4,17.9,5,23,56,,5.9,4,0.46799999999999997,22,0.455,10,49.1,28,0.522,26.3,19,25,0.36,9,0.273,3,"December 16, 2018",76.2,16,0.0,0,82.4,82.1,23,0.489,47,0.447,21,0.6809999999999999,32,0.688,22,5,200,100.0,20.7,6,13,68,,13.2,9,0.34,16,0.25,4,50.9,29,0.547,17.5,13,31,0.5479999999999999,17,0.444,4,"Don Haskins Center, El Paso, Texas",CALIFORNIA-RIVERSIDE,UC-Riverside,68.4,Home,TEXAS-EL-PASO,UTEP,UC Riverside,big-west,10,False,False,False,Away,False,10,9,47,28,57,4,17,47,0,1,78,142,506,0.5118577075098815,270,553,0.488245931283906,61,194,537,0.5316573556797021,0.3
11,2018-12-19-22-california-riverside,60.0,9,4.0,1,131.8,60.9,14,0.41100000000000003,45,0.33299999999999996,15,0.35600000000000004,16,0.813,13,0,200,75.8,6.9,2,16,50,,7.6,5,0.489,22,0.318,7,30.8,16,0.475,22.4,15,23,0.348,8,0.0,0,"December 19, 2018",72.4,21,13.0,3,75.8,93.1,27,0.643,56,0.518,29,0.28600000000000003,16,0.938,15,8,200,131.8,39.1,9,19,87,,12.1,8,0.5539999999999999,31,0.452,14,69.2,36,0.684,16.0,12,25,0.6,15,0.33299999999999996,4,"UC Riverside Student Recreation Center, Riverside, California","Life Pacific
			","Life Pacific
			",66.1,Home,CALIFORNIA-RIVERSIDE,UC-Riverside,UC Riverside,big-west,11,True,False,True,Home,True,14,15,56,36,52,7,8,45,1,0,88,151,553,0.5117540687160941,298,610,0.4885245901639344,65,211,584,0.5282534246575342,0.2727272727272727
12,2018-12-22-17-california-riverside,45.0,9,0.0,0,96.8,80.0,24,0.467,46,0.435,20,0.435,20,0.5,10,2,200,85.5,29.6,8,19,53,,9.7,6,0.348,16,0.188,3,56.1,32,0.47700000000000004,22.6,16,30,0.5670000000000001,17,0.846,11,"December 22, 2018",73.7,14,0.0,0,85.5,70.4,19,0.46,50,0.38,19,0.38,19,0.737,14,8,200,96.8,20.0,6,19,60,,11.3,7,0.56,28,0.28600000000000003,8,43.9,25,0.508,12.1,8,22,0.5,11,0.385,5,"UC Riverside Student Recreation Center, Riverside, California",LOYOLA-MARYMOUNT,Loyola Marymount,62.3,Home,CALIFORNIA-RIVERSIDE,UC-Riverside,UC Riverside,big-west,12,True,False,True,Home,True,8,11,50,25,57,3,17,46,1,0,102,166,609,0.5238095238095238,334,662,0.5045317220543807,72,219,629,0.519872813990461,0.3333333333333333
13,2018-12-28-20-air-force,45.5,10,3.4,1,112.5,71.4,15,0.51,52,0.423,22,0.192,10,0.7,7,9,200,93.8,14.3,4,16,60,,9.4,6,0.462,24,0.375,9,38.8,19,0.529,17.5,12,28,0.46399999999999997,13,0.35700000000000004,5,"December 28, 2018",40.0,10,7.1,2,93.8,85.7,24,0.644,45,0.556,25,0.42200000000000004,19,0.737,14,7,200,112.5,28.6,6,14,72,,7.8,5,0.35600000000000004,16,0.5,8,61.2,30,0.6659999999999999,21.9,15,29,0.586,17,0.41700000000000004,5,"Clune Arena , Colorado Springs, Colorado",CALIFORNIA-RIVERSIDE,UC-Riverside,63.9,Home,AIR-FORCE,Air Force,UC Riverside,big-west,13,False,False,False,Away,False,9,13,52,19,49,8,17,45,0,1,110,177,659,0.5189681335356601,359,719,0.4993045897079277,75,236,675,0.5162962962962963,0.38461538461538464
14,2018-12-30-16-western-michigan,40.0,10,10.3,3,107.4,72.2,26,0.46799999999999997,63,0.397,25,0.095,6,0.833,5,10,200,94.1,18.8,6,19,64,,8.8,6,0.381,24,0.375,9,47.1,32,0.486,10.9,8,39,0.41,16,0.33299999999999996,5,"December 30, 2018",68.2,15,2.6,1,94.1,81.3,26,0.447,57,0.386,22,0.474,27,0.815,22,7,200,107.4,27.8,10,11,73,,7.4,5,0.491,28,0.25,7,52.9,36,0.523,11.6,9,29,0.517,15,0.462,6,"University Arena, Kalamazoo, Michigan",CALIFORNIA-RIVERSIDE,UC-Riverside,68.3,Home,WESTERN-MICHIGAN,Western Michigan,UC Riverside,big-west,14,False,False,False,Away,False,9,16,63,32,68,7,15,57,0,1,119,190,711,0.5182841068917018,378,768,0.4921875,83,253,720,0.5243055555555556,0.35714285714285715
15,2019-01-04-22-california-riverside,53.3,8,2.3,1,160.0,38.5,15,0.34,50,0.3,15,0.28,14,0.929,13,0,200,67.1,6.5,2,15,47,,4.3,3,0.42,21,0.19,4,24.3,17,0.415,21.1,15,29,0.379,11,0.0,0,"January 4, 2019",68.9,31,0.0,0,67.1,93.5,29,0.6,85,0.529,45,0.17600000000000002,15,0.667,10,10,200,160.0,61.5,24,13,112,,14.3,10,0.494,42,0.28600000000000003,12,75.7,53,0.608,3.2,3,43,0.767,33,0.375,6,"UC Riverside Student Recreation Center, Riverside, California","Bethesda University (CA)
			","Bethesda University (CA)
			",70.4,Home,CALIFORNIA-RIVERSIDE,UC-Riverside,UC Riverside,big-west,15,True,False,True,Home,True,12,33,85,53,70,4,11,50,1,0,128,206,774,0.5142118863049095,410,836,0.4904306220095694,90,268,777,0.5186615186615187,0.3333333333333333
16,2019-01-09-22-california-riverside,55.2,16,7.1,2,118.6,80.8,21,0.609,55,0.527,29,0.509,28,0.607,17,10,200,120.0,25.8,8,16,84,,8.6,6,0.29100000000000004,16,0.563,9,50.9,29,0.615,11.8,9,39,0.513,20,0.41200000000000003,7,"January 9, 2019",77.8,21,2.6,1,120.0,74.2,23,0.586,58,0.466,27,0.276,16,0.938,15,11,200,118.6,19.2,5,23,83,,8.6,6,0.517,30,0.467,14,49.1,28,0.633,13.3,10,28,0.46399999999999997,13,0.353,6,"UC Riverside Student Recreation Center, Riverside, California",CALIFORNIA-RIVERSIDE,UC-Riverside,70.0,Away,CAL-STATE-NORTHRIDGE,Cal State Northridge,UC Riverside,big-west,16,False,True,True,Home,False,14,13,58,28,57,9,20,55,0,1,140,239,859,0.5227008149010477,463,906,0.5110375275938189,94,279,827,0.5078597339782346,0.375
17,2019-01-12-22-california-santa-barbara,57.7,15,7.1,3,118.0,74.2,23,0.526,58,0.44799999999999995,26,0.10300000000000001,6,0.5,3,12,200,104.9,41.9,13,16,64,,1.6,1,0.36200000000000004,21,0.429,9,58.1,36,0.526,17.7,13,37,0.45899999999999996,17,0.33299999999999996,6,"January 12, 2019",55.6,15,5.4,2,104.9,58.1,18,0.527,55,0.491,27,0.345,19,0.737,14,3,200,118.0,25.8,8,11,72,,4.9,3,0.23600000000000002,13,0.308,4,41.9,26,0.562,8.7,6,42,0.5479999999999999,23,0.812,13,"The Thunderdome, Santa Barbara, California",CALIFORNIA-RIVERSIDE,UC-Riverside,61.4,Home,CALIFORNIA-SANTA-BARBARA,UCSB,UC Riverside,big-west,17,False,False,False,Away,False,9,17,58,36,62,4,23,55,0,1,154,252,917,0.5267175572519084,491,963,0.509865005192108,103,299,882,0.514172335600907,0.35294117647058826
18,2019-01-17-22-cal-state-fullerton,41.7,10,4.2,1,106.2,92.3,24,0.51,51,0.47100000000000003,24,0.235,12,0.75,9,13,200,93.8,14.8,4,16,61,,3.1,2,0.314,16,0.25,4,52.8,28,0.5379999999999999,19.9,14,35,0.5710000000000001,20,0.316,6,"January 17, 2019",60.9,14,5.7,2,93.8,85.2,23,0.609,46,0.5,23,0.435,20,0.65,13,12,200,106.2,7.7,2,12,69,,7.7,5,0.478,22,0.455,10,47.2,25,0.622,14.1,9,24,0.542,13,0.294,5,"Titan Gym, Fullerton, California",CALIFORNIA-RIVERSIDE,UC-Riverside,64.6,Home,CAL-STATE-FULLERTON,Cal State Fullerton,UC Riverside,big-west,18,False,False,False,Away,False,4,20,51,28,53,10,13,46,0,1,163,269,975,0.5266666666666666,527,1025,0.5141463414634146,107,322,937,0.5149413020277481,0.3333333333333333
19,2019-01-19-20-california-riverside,86.2,25,0.0,0,123.0,78.6,22,0.644,52,0.5579999999999999,29,0.154,8,0.5,4,6,200,116.4,20.0,5,16,71,,13.1,8,0.462,24,0.375,9,50.9,27,0.636,13.9,9,28,0.7140000000000001,20,0.647,11,"January 19, 2019",89.7,26,3.6,1,116.4,80.0,20,0.657,54,0.537,29,0.14800000000000002,8,0.5,4,13,200,123.0,21.4,6,10,75,,6.6,4,0.46299999999999997,25,0.52,13,49.1,26,0.649,14.8,10,29,0.552,16,0.35,7,"UC Riverside Student Recreation Center, Riverside, California",HAWAII,Hawaii,60.8,Home,CALIFORNIA-RIVERSIDE,UC-Riverside,UC Riverside,big-west,19,True,False,True,Home,True,13,16,54,26,53,9,20,52,1,0,167,289,1026,0.5258284600389863,555,1078,0.5148423005565863,117,335,983,0.5193285859613428,0.3157894736842105
20,2019-01-23-22-cal-poly,55.2,16,0.0,0,81.0,85.7,30,0.586,58,0.5,29,0.121,7,0.857,6,13,200,117.5,46.4,13,10,74,,4.8,3,0.345,20,0.5,10,68.3,43,0.603,18.6,14,38,0.5,19,0.381,8,"January 23, 2019",55.0,11,7.9,3,117.5,53.6,15,0.40700000000000003,59,0.33899999999999997,20,0.102,6,0.5,3,13,200,81.0,14.3,5,11,51,,9.5,6,0.542,32,0.25,8,31.7,20,0.41200000000000003,8.9,6,27,0.444,12,0.235,4,"Robert A. Mott Gymnasium, San Luis Obispo, California",CAL-POLY,Cal Poly,62.6,Away,CALIFORNIA-RIVERSIDE,UC-Riverside,UC Riverside,big-west,20,False,False,False,Away,True,10,19,58,43,63,8,12,59,1,0,180,305,1080,0.5324074074074074,581,1131,0.5137046861184792,126,355,1035,0.5256038647342995,0.35
21,2019-01-26-22-california-irvine,40.9,9,0.0,0,132.3,67.9,19,0.449,59,0.373,22,0.22,13,0.846,11,14,200,103.2,24.3,9,11,64,,4.8,3,0.373,22,0.409,9,43.1,28,0.491,8.5,6,37,0.35100000000000003,13,0.364,8,"January 26, 2019",61.3,19,10.8,4,103.2,75.7,28,0.61,59,0.525,31,0.203,12,0.833,10,5,200,132.3,32.1,9,14,82,,1.6,1,0.305,18,0.556,10,56.9,37,0.634,8.5,6,41,0.512,21,0.773,17,"Bren Events Center, Irvine, California",CALIFORNIA-RIVERSIDE,UC-Riverside,61.9,Home,CALIFORNIA-IRVINE,UC-Irvine,UC Riverside,big-west,21,False,False,False,Away,False,9,13,59,28,65,10,21,59,0,1,190,324,1138,0.5351493848857645,624,1194,0.5226130653266332,134,367,1094,0.5191956124314442,0.38095238095238093
22,2019-01-31-22-california-riverside,63.0,17,9.4,3,78.9,76.9,20,0.635,52,0.519,27,0.17300000000000001,9,0.556,5,14,200,124.6,18.2,4,12,71,,1.8,1,0.423,22,0.545,12,50.0,24,0.631,11.1,7,30,0.5,15,0.263,5,"January 31, 2019",58.8,10,30.0,9,124.6,81.8,18,0.38299999999999995,47,0.36200000000000004,17,0.23399999999999999,11,0.818,9,15,200,78.9,23.1,6,17,45,,7.0,4,0.319,15,0.133,2,50.0,24,0.431,13.4,8,32,0.469,15,0.348,8,"UC Riverside Student Recreation Center, Riverside, California",CALIFORNIA-RIVERSIDE,UC-Riverside,56.8,Away,CAL-POLY,Cal Poly,UC Riverside,big-west,22,False,True,True,Home,False,2,15,47,24,48,12,15,52,0,1,199,337,1197,0.5309106098579783,652,1259,0.5178713264495631,144,388,1153,0.5238508239375542,0.36363636363636365
23,2019-02-02-21-california-riverside,65.4,17,6.3,2,109.2,59.3,16,0.622,49,0.531,26,0.469,23,1.0,23,14,200,129.2,33.3,7,16,84,,15.4,10,0.36700000000000005,18,0.5,9,47.9,23,0.701,15.7,11,31,0.5479999999999999,17,0.3,6,"February 2, 2019",48.0,12,6.5,2,129.2,66.7,14,0.58,50,0.5,25,0.42,21,0.619,13,16,200,109.2,40.7,11,21,71,,10.8,7,0.36,18,0.444,8,52.1,25,0.5920000000000001,22.3,17,32,0.531,17,0.33299999999999996,8,"UC Riverside Student Recreation Center, Riverside, California",CALIFORNIA-RIVERSIDE,UC-Riverside,65.0,Away,CALIFORNIA-DAVIS,UC-Davis,UC Riverside,big-west,23,False,True,True,Home,False,8,17,50,25,48,9,17,49,0,1,201,352,1244,0.5253215434083601,676,1307,0.5172149961744453,156,403,1205,0.5286307053941909,0.34782608695652173
24,2019-02-09-20-california-riverside,66.7,18,16.7,7,78.3,67.6,25,0.585,53,0.509,27,0.358,19,0.789,15,13,200,111.6,20.0,5,14,77,,7.2,5,0.245,13,0.615,8,48.4,30,0.621,15.2,11,40,0.475,19,0.435,10,"February 9, 2019",50.0,11,2.5,1,111.6,80.0,20,0.375,64,0.344,22,0.21899999999999997,14,0.429,6,17,200,78.3,32.4,12,17,54,,8.7,6,0.344,22,0.182,4,51.6,32,0.382,14.6,12,42,0.429,18,0.32,8,"UC Riverside Student Recreation Center, Riverside, California",CALIFORNIA-RIVERSIDE,UC-Riverside,69.3,Away,CAL-STATE-FULLERTON,Cal State Fullerton,UC Riverside,big-west,24,False,True,True,Home,False,4,18,64,32,62,8,19,53,0,1,209,369,1294,0.5274343122102009,701,1355,0.5173431734317343,165,420,1254,0.5322966507177034,0.3333333333333333
25,2019-02-14-22-california-riverside,21.1,4,14.3,4,107.6,80.0,16,0.43799999999999994,48,0.396,19,0.41700000000000004,20,0.75,15,7,200,86.4,20.0,5,15,57,,6.1,4,0.45799999999999996,22,0.182,4,46.7,21,0.496,19.8,14,26,0.5770000000000001,15,0.708,17,"February 14, 2019",57.7,15,0.0,0,86.4,80.0,20,0.7,45,0.578,26,0.267,12,0.667,8,17,200,107.6,20.0,4,21,71,,6.1,4,0.37799999999999995,17,0.647,11,53.3,24,0.7,27.4,19,28,0.536,15,0.34600000000000003,9,"UC Riverside Student Recreation Center, Riverside, California",CALIFORNIA-SANTA-BARBARA,UCSB,66.1,Home,CALIFORNIA-RIVERSIDE,UC-Riverside,UC Riverside,big-west,25,True,False,True,Home,True,11,15,45,24,45,4,15,48,1,0,213,387,1358,0.5202503681885126,733,1417,0.5172900494001411,173,439,1307,0.5344299923488905,0.32
