,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,ALABAMA-BIRMINGHAM_homegame,ALABAMA-BIRMINGHAM_homegame2,ALABAMA-BIRMINGHAM_home,ALABAMA-BIRMINGHAM_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-18-16-alabama-birmingham,43.8,7,3.3,1,122.6,77.8,14,0.38,50,0.32,16,0.26,13,0.846,11,7,200,79.0,16.7,5,12,49,,8.1,5,0.44,22,0.273,6,39.6,19,0.436,17.7,12,28,0.35700000000000004,10,0.364,4,"December 18, 2018",51.7,15,7.1,2,79.0,83.3,25,0.677,48,0.604,29,0.313,15,0.733,11,4,200,122.6,22.2,4,15,76,,9.7,6,0.375,18,0.389,7,60.4,29,0.6890000000000001,15.5,10,30,0.733,22,0.636,7,"Bartow Arena, Birmingham, Alabama",ALCORN-STATE,Alcorn State,62.2,Home,ALABAMA-BIRMINGHAM,Alabama-Birmingham,UAB,cusa,10,True,False,True,Home,True,7,22,48,29,48,6,10,50,1,0,62,198,590,0.49322033898305084,339,610,0.5557377049180328,67,166,538,0.49535315985130113,0.6
11,2018-12-21-20-alabama-birmingham,53.8,14,7.5,3,104.3,66.7,26,0.557,53,0.491,26,0.34,18,0.833,15,5,200,105.7,12.5,3,21,74,,4.3,3,0.434,23,0.304,7,46.0,29,0.601,18.7,14,30,0.633,19,0.545,6,"December 21, 2018",46.7,14,3.3,1,105.7,87.5,21,0.532,62,0.484,30,0.355,22,0.318,7,5,200,104.3,33.3,13,17,73,,8.6,6,0.355,22,0.273,6,54.0,34,0.504,10.0,8,40,0.6,24,0.583,7,"Bartow Arena, Birmingham, Alabama",ALABAMA-BIRMINGHAM,Alabama-Birmingham,70.0,Away,TROY,Troy,UAB,cusa,11,False,True,True,Home,False,6,24,62,34,63,7,19,53,0,1,69,220,638,0.5070532915360502,368,658,0.5592705167173252,73,176,588,0.48554421768707484,0.6363636363636364
12,2018-12-29-14-alabama-birmingham,39.1,9,14.3,5,107.1,78.6,22,0.452,62,0.371,23,0.226,14,0.7859999999999999,11,0,200,95.7,20.0,7,17,67,,7.1,5,0.387,24,0.41700000000000004,10,46.0,29,0.488,11.7,9,38,0.342,13,0.0,0,"December 29, 2018",57.7,15,13.2,5,95.7,80.0,28,0.565,54,0.48100000000000004,26,0.33299999999999996,18,0.778,14,5,200,107.1,21.4,6,10,75,,2.9,2,0.35200000000000004,19,0.474,9,54.0,34,0.6,16.2,12,35,0.486,17,0.615,8,"Bartow Arena, Birmingham, Alabama","Arkansas-Monticello
			","Arkansas-Monticello
			",69.6,Home,ALABAMA-BIRMINGHAM,Alabama-Birmingham,UAB,cusa,12,True,False,True,Home,True,9,17,54,34,63,10,13,62,1,0,75,244,700,0.5092857142857142,402,721,0.5575589459084604,80,195,641,0.4914196567862715,0.5833333333333334
13,2019-01-03-20-alabama-birmingham,60.0,12,4.5,2,98.5,71.4,20,0.39799999999999996,59,0.33899999999999997,20,0.136,8,0.375,3,5,200,73.5,21.1,8,6,50,,8.8,6,0.45799999999999996,27,0.259,7,42.4,28,0.39799999999999996,17.2,13,32,0.406,13,0.643,9,"January 3, 2019",53.6,15,12.5,4,73.5,78.9,30,0.525,59,0.475,28,0.11900000000000001,7,0.7140000000000001,5,5,200,98.5,28.6,8,12,67,,17.6,12,0.254,15,0.4,6,57.6,38,0.5379999999999999,17.3,13,44,0.5,22,0.643,9,"Bartow Arena, Birmingham, Alabama",FLORIDA-ATLANTIC,Florida Atlantic,67.6,Home,ALABAMA-BIRMINGHAM,Alabama-Birmingham,UAB,cusa,13,True,False,True,Home,True,6,22,59,38,66,7,13,59,1,0,84,261,754,0.513262599469496,436,784,0.5561224489795918,90,208,703,0.4879089615931721,0.6153846153846154
14,2019-01-05-20-alabama-birmingham,46.7,7,4.5,2,110.5,66.7,18,0.336,55,0.273,15,0.7090000000000001,39,0.718,28,5,200,85.5,11.9,5,17,65,,11.8,9,0.564,31,0.226,7,33.3,23,0.442,11.1,9,24,0.33299999999999996,8,0.667,10,"January 5, 2019",54.5,18,16.7,4,85.5,88.1,37,0.5920000000000001,60,0.55,33,0.3,18,0.722,13,5,200,110.5,33.3,9,23,84,,7.9,6,0.267,16,0.313,5,66.7,46,0.613,18.1,15,44,0.636,28,0.667,10,"Bartow Arena, Birmingham, Alabama",FLORIDA-INTERNATIONAL,Florida International,76.0,Home,ALABAMA-BIRMINGHAM,Alabama-Birmingham,UAB,cusa,14,True,False,True,Home,True,5,28,60,46,69,7,8,55,1,0,90,283,813,0.5141451414514145,474,850,0.5576470588235294,97,221,762,0.4809711286089239,0.6428571428571429
15,2019-01-10-19-louisiana-tech,38.1,8,8.3,3,100.0,76.5,26,0.446,56,0.375,21,0.08900000000000001,5,0.6,3,6,200,82.8,18.8,6,13,53,,3.1,2,0.446,25,0.32,8,48.5,32,0.45399999999999996,18.3,13,31,0.419,13,0.625,10,"January 10, 2019",68.0,17,12.9,4,82.8,81.3,26,0.5,58,0.431,25,0.207,12,0.5,6,5,200,100.0,23.5,8,6,64,,10.9,7,0.379,22,0.364,8,51.5,34,0.502,10.0,7,36,0.47200000000000003,17,0.706,12,"Thomas Assembly Center, Ruston, Louisiana",ALABAMA-BIRMINGHAM,Alabama-Birmingham,64.0,Home,LOUISIANA-TECH,Louisiana Tech,UAB,cusa,15,False,False,False,Away,False,8,13,56,32,66,8,17,58,0,1,95,311,873,0.5194730813287515,520,919,0.5658324265505985,104,229,817,0.47123623011015914,0.6666666666666666
16,2019-01-12-17-southern-mississippi,46.4,13,7.1,2,110.6,78.8,26,0.46299999999999997,67,0.418,28,0.16399999999999998,11,0.545,6,7,200,103.0,22.2,8,19,68,,3.0,2,0.34299999999999997,23,0.261,6,49.3,34,0.47100000000000003,6.5,5,44,0.5,22,0.588,10,"January 12, 2019",69.6,16,6.8,3,103.0,77.8,28,0.528,54,0.426,23,0.389,21,0.762,16,7,200,110.6,21.2,7,14,73,,7.6,5,0.48100000000000004,26,0.423,11,50.7,35,0.5710000000000001,8.7,6,28,0.429,12,0.588,10,"Reed Green Coliseum, Hattiesburg, Mississippi",ALABAMA-BIRMINGHAM,Alabama-Birmingham,66.1,Home,SOUTHERN-MISSISSIPPI,Southern Miss,UAB,cusa,16,False,False,False,Away,False,6,22,67,34,69,11,12,54,0,1,103,324,929,0.515069967707212,552,985,0.5604060913705584,112,246,875,0.47314285714285714,0.625
17,2019-01-17-20-alabama-birmingham,55.0,11,2.4,1,122.6,65.4,17,0.49,51,0.392,20,0.353,18,0.722,13,10,200,101.6,25.8,8,15,63,,6.5,4,0.49,25,0.4,10,43.9,25,0.529,15.7,11,26,0.385,10,0.375,6,"January 17, 2019",44.8,13,3.8,1,101.6,74.2,23,0.591,55,0.527,29,0.255,14,0.7859999999999999,11,7,200,122.6,34.6,9,16,76,,8.1,5,0.23600000000000002,13,0.5379999999999999,7,56.1,32,0.616,12.8,9,42,0.524,22,0.611,11,"Bartow Arena, Birmingham, Alabama",TEXAS-EL-PASO,UTEP,62.1,Home,ALABAMA-BIRMINGHAM,Alabama-Birmingham,UAB,cusa,17,True,False,True,Home,True,7,22,55,32,57,10,10,51,1,0,109,346,996,0.5115461847389559,586,1054,0.5559772296015181,123,258,929,0.47631862217438103,0.5882352941176471
18,2019-01-19-20-alabama-birmingham,57.7,15,2.9,1,115.3,83.9,26,0.45899999999999996,73,0.35600000000000004,26,0.11,8,0.75,6,9,200,101.4,25.0,11,18,73,,5.6,4,0.562,41,0.366,15,49.3,37,0.475,10.5,9,32,0.344,11,0.526,10,"January 19, 2019",30.0,9,12.5,4,101.4,75.0,33,0.589,56,0.536,30,0.41100000000000003,23,0.7390000000000001,17,7,200,115.3,16.1,5,13,83,,11.1,8,0.39299999999999996,22,0.273,6,50.7,38,0.62,10.8,8,34,0.706,24,0.632,12,"Bartow Arena, Birmingham, Alabama",TEXAS-SAN-ANTONIO,UTSA,72.4,Home,ALABAMA-BIRMINGHAM,Alabama-Birmingham,UAB,cusa,18,True,False,True,Home,True,6,24,56,38,75,15,11,73,1,0,116,368,1051,0.5156993339676499,618,1111,0.5562556255625563,133,268,980,0.4770408163265306,0.6111111111111112
19,2019-01-24-20-north-texas,42.1,8,14.3,3,79.0,77.5,31,0.39299999999999996,56,0.33899999999999997,19,0.268,15,0.5329999999999999,8,7,200,83.9,26.3,10,11,52,,9.7,6,0.41100000000000003,23,0.261,6,52.6,41,0.41200000000000003,13.8,10,33,0.39399999999999996,13,0.65,13,"January 24, 2019",77.8,14,6.1,2,83.9,73.7,28,0.414,58,0.31,18,0.10300000000000001,6,0.16699999999999998,1,3,200,79.0,22.5,9,13,49,,8.1,5,0.638,37,0.324,12,47.4,37,0.40299999999999997,14.2,10,21,0.28600000000000003,6,0.85,17,"UNT Coliseum, Denton, Texas",NORTH-TEXAS,North Texas,62.5,Away,ALABAMA-BIRMINGHAM,Alabama-Birmingham,UAB,cusa,19,False,False,False,Away,True,6,13,56,41,78,12,6,58,1,0,122,392,1107,0.5194218608852755,656,1186,0.5531197301854974,148,279,1053,0.4757834757834758,0.631578947368421
20,2019-01-26-20-rice,50.0,15,8.0,2,124.6,67.9,19,0.556,63,0.47600000000000003,30,0.381,24,0.792,19,7,200,129.0,27.3,9,21,89,,10.1,7,0.33299999999999996,21,0.47600000000000003,10,45.9,28,0.598,3.9,3,42,0.47600000000000003,20,0.667,14,"January 26, 2019",59.3,16,9.5,4,129.0,72.7,24,0.635,52,0.519,27,0.5770000000000001,30,0.667,20,13,200,124.6,32.1,9,20,86,,0.0,0,0.519,27,0.444,12,54.1,33,0.649,16.6,13,25,0.6,15,0.381,8,"Tudor Fieldhouse, Houston, Texas",RICE,Rice,69.3,Away,ALABAMA-BIRMINGHAM,Alabama-Birmingham,UAB,cusa,20,False,False,False,Away,True,10,20,63,28,61,12,15,52,1,0,128,405,1163,0.5133276010318143,697,1264,0.5514240506329114,160,285,1111,0.47254725472547254,0.65
21,2019-01-30-19-middle-tennessee,30.4,7,6.3,2,95.9,78.8,26,0.446,56,0.41100000000000003,23,0.39299999999999996,22,0.682,15,8,200,87.8,12.5,4,14,65,,14.9,11,0.33899999999999997,19,0.21100000000000002,4,46.2,30,0.489,14.3,11,37,0.514,19,0.636,14,"January 30, 2019",52.0,13,2.7,1,87.8,87.5,28,0.526,57,0.439,25,0.316,18,0.611,11,16,200,95.9,21.2,7,16,71,,4.1,3,0.439,25,0.4,10,53.8,35,0.542,19.8,16,32,0.469,15,0.273,6,"Murphy Athletic Center, Murfreesboro, Tennessee",ALABAMA-BIRMINGHAM,Alabama-Birmingham,74.0,Home,MIDDLE-TENNESSEE,Middle Tennessee,UAB,cusa,21,False,False,False,Away,False,4,19,56,30,65,10,15,57,0,1,138,425,1226,0.5154975530179445,725,1325,0.5471698113207547,172,300,1163,0.47979363714531387,0.6666666666666666
22,2019-02-02-20-alabama-birmingham,40.7,11,5.1,2,120.0,80.0,24,0.593,54,0.5,27,0.35200000000000004,19,0.789,15,16,200,121.5,35.7,10,17,79,,6.2,4,0.37,20,0.5,10,58.6,34,0.627,17.3,13,34,0.5,17,0.304,7,"February 2, 2019",42.9,12,2.9,1,121.5,64.3,18,0.591,55,0.509,28,0.364,20,0.65,13,9,200,120.0,20.0,6,13,78,,9.2,6,0.29100000000000004,16,0.563,9,41.4,24,0.605,7.3,5,39,0.48700000000000004,19,0.609,14,"Bartow Arena, Birmingham, Alabama",ALABAMA-BIRMINGHAM,Alabama-Birmingham,64.8,Away,MIDDLE-TENNESSEE,Middle Tennessee,UAB,cusa,22,False,True,True,Home,False,9,19,55,24,58,10,17,54,0,1,142,444,1282,0.5124804992199687,755,1390,0.5431654676258992,182,315,1220,0.4819672131147541,0.6363636363636364
23,2019-02-07-20-alabama-birmingham,53.8,14,17.6,6,98.3,68.6,24,0.517,58,0.44799999999999995,26,0.259,15,0.667,10,6,200,116.7,33.3,11,12,70,,1.7,1,0.397,23,0.348,8,51.5,35,0.537,7.2,5,35,0.514,18,0.76,19,"February 7, 2019",40.9,9,2.9,1,116.7,66.7,22,0.424,59,0.373,22,0.271,16,0.563,9,10,200,98.3,31.4,11,16,59,,5.0,3,0.424,25,0.24,6,48.5,33,0.44299999999999995,8.3,6,34,0.47100000000000003,16,0.583,14,"Bartow Arena, Birmingham, Alabama",ALABAMA-BIRMINGHAM,Alabama-Birmingham,60.4,Away,OLD-DOMINION,Old Dominion,UAB,cusa,23,False,True,True,Home,False,6,16,59,33,68,8,18,58,0,1,151,463,1337,0.5157068062827225,779,1448,0.5379834254143646,192,332,1274,0.48665620094191525,0.6086956521739131
24,2019-02-09-20-alabama-birmingham,60.9,14,13.5,5,91.2,68.8,22,0.5,60,0.38299999999999995,23,0.217,13,0.6920000000000001,9,18,200,101.5,17.6,6,21,69,,8.8,6,0.633,38,0.368,14,42.4,28,0.521,12.0,9,22,0.409,9,0.25,6,"February 9, 2019",50.0,10,18.2,4,101.5,82.4,28,0.433,52,0.385,20,0.48100000000000004,25,0.68,17,11,200,91.2,31.3,10,14,62,,5.9,4,0.28800000000000003,15,0.33299999999999996,5,57.6,38,0.485,16.0,12,37,0.405,15,0.56,14,"Bartow Arena, Birmingham, Alabama",ALABAMA-BIRMINGHAM,Alabama-Birmingham,67.5,Away,CHARLOTTE,Charlotte,UAB,cusa,24,False,True,True,Home,False,5,15,52,38,66,14,9,60,0,1,157,479,1396,0.5118194842406877,812,1516,0.5356200527704486,200,350,1332,0.487987987987988,0.5833333333333334
25,2019-02-14-20-marshall,39.3,11,11.1,3,94.4,75.0,24,0.457,69,0.406,28,0.24600000000000002,17,0.8240000000000001,14,11,200,106.9,30.6,11,13,77,,12.5,9,0.33299999999999996,23,0.304,7,51.5,35,0.5,7.3,6,46,0.457,21,0.5770000000000001,15,"February 14, 2019",52.2,12,13.0,6,106.9,69.4,25,0.491,57,0.40399999999999997,23,0.281,16,0.75,12,13,200,94.4,25.0,8,16,68,,4.2,3,0.526,30,0.33299999999999996,10,48.5,33,0.526,19.0,15,27,0.48100000000000004,13,0.5,13,"Henderson Center, Huntington, West Virginia",MARSHALL,Marshall,71.8,Away,ALABAMA-BIRMINGHAM,Alabama-Birmingham,UAB,cusa,25,False,False,False,Away,True,7,21,69,35,68,10,13,57,1,0,162,494,1448,0.5089779005524862,850,1582,0.5372945638432364,214,359,1392,0.4885057471264368,0.56
