,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,TULANE_homegame,TULANE_homegame2,TULANE_home,TULANE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-21-17-tulane,37.0,10,14.8,4,83.3,92.9,26,0.49200000000000005,60,0.45,27,0.317,19,0.737,14,7,200,110.6,47.1,16,14,73,,3.0,2,0.25,15,0.33299999999999996,5,67.7,42,0.529,18.0,15,45,0.489,22,0.364,4,"December 21, 2018",72.2,13,6.7,3,110.6,52.9,18,0.447,47,0.38299999999999995,18,0.36200000000000004,17,0.765,13,7,200,83.3,7.1,2,18,55,,13.6,9,0.426,20,0.3,6,32.3,20,0.499,16.8,11,27,0.444,12,0.364,4,"Boardwalk Hall, Atlantic City, New Jersey",TULANE,Tulane,66.1,Away,TOWSON,Towson,Tulane,aac,10,False,True,True,Home,False,6,12,47,20,62,5,22,60,0,1,70,179,549,0.517304189435337,317,650,0.4876923076923077,82,184,630,0.4873015873015873,0.4
11,2018-12-22-12-alabama-am,59.1,13,5.3,2,95.7,73.0,27,0.425,60,0.36700000000000005,22,0.25,15,0.5329999999999999,8,8,200,84.3,28.9,11,13,59,,4.3,3,0.483,29,0.24100000000000002,7,50.7,38,0.439,17.4,14,31,0.484,15,0.33299999999999996,4,"December 22, 2018",48.1,13,6.5,2,84.3,71.1,27,0.49200000000000005,63,0.429,27,0.175,11,0.455,5,11,200,95.7,27.0,10,15,67,,14.3,10,0.397,25,0.32,8,49.3,37,0.491,15.0,12,38,0.5,19,0.083,1,"Boardwalk Hall, Atlantic City, New Jersey",TULANE,Tulane,70.2,Home,ALABAMA-AM,Alabama A&M,Tulane,aac,11,False,False,False,Away,False,7,15,60,38,75,8,19,63,0,1,76,191,596,0.511744966442953,337,712,0.47331460674157305,87,206,690,0.48768115942028983,0.36363636363636365
12,2019-01-02-18-cincinnati,66.7,14,6.5,3,134.8,57.1,16,0.447,57,0.368,21,0.24600000000000002,14,0.7140000000000001,10,9,200,88.4,29.0,9,16,61,,1.4,1,0.386,22,0.409,9,42.4,25,0.479,16.0,12,35,0.34299999999999997,12,0.308,4,"January 2, 2019",62.5,20,22.9,8,88.4,71.0,22,0.552,67,0.478,32,0.34299999999999997,23,0.826,19,2,200,134.8,42.9,12,17,93,,7.2,5,0.313,21,0.47600000000000003,10,57.6,34,0.597,6.1,5,46,0.478,22,0.857,12,"Fifth Third Arena, Cincinnati, Ohio",TULANE,Tulane,68.8,Home,CINCINNATI,Cincinnati,Tulane,aac,12,False,False,False,Away,False,9,12,57,25,59,10,22,67,0,1,83,206,656,0.5038109756097561,375,787,0.4764930114358323,95,225,753,0.48804780876494025,0.3333333333333333
13,2019-01-04-19-tulane,58.3,14,13.9,5,89.0,66.7,22,0.45799999999999996,60,0.4,24,0.433,26,0.731,19,4,200,101.4,28.9,11,18,74,,8.2,6,0.317,19,0.368,7,46.5,33,0.511,13.3,11,41,0.415,17,0.7140000000000001,10,"January 4, 2019",54.5,12,4.9,2,101.4,71.1,27,0.391,64,0.344,22,0.297,19,0.789,15,10,200,89.0,33.3,11,19,65,,5.5,4,0.43799999999999994,28,0.214,6,53.5,38,0.445,13.2,11,36,0.444,16,0.28600000000000003,4,"Devlin Fieldhouse, New Orleans, Louisiana",TULANE,Tulane,72.7,Away,SOUTHERN-METHODIST,SMU,Tulane,aac,13,False,True,True,Home,False,6,16,64,38,71,7,17,60,0,1,92,218,713,0.4992987377279102,400,846,0.4728132387706856,105,247,820,0.49329268292682926,0.3076923076923077
14,2019-01-09-19-south-florida,70.6,12,9.4,3,89.2,87.1,27,0.44299999999999995,44,0.386,17,0.341,15,0.6,9,11,200,64.9,18.5,5,23,48,,4.1,3,0.47700000000000004,21,0.23800000000000002,5,55.2,32,0.469,33.9,26,23,0.522,12,0.267,4,"January 9, 2019",65.2,15,13.0,3,64.9,81.5,22,0.48100000000000004,53,0.434,23,0.434,23,0.652,15,3,200,89.2,12.9,4,21,66,,16.2,12,0.396,21,0.23800000000000002,5,44.8,26,0.516,19.2,15,32,0.563,18,0.8,12,"Sun Dome, Tampa, Florida",TULANE,Tulane,73.5,Home,SOUTH-FLORIDA,South Florida,Tulane,aac,14,False,False,False,Away,False,5,12,44,32,58,5,18,53,0,1,98,234,777,0.49034749034749037,438,917,0.4776444929116685,112,264,880,0.4909090909090909,0.2857142857142857
15,2019-01-13-18-tulane,41.4,12,8.5,4,102.6,61.0,25,0.5,64,0.45299999999999996,29,0.406,26,0.731,19,6,200,107.8,22.9,8,22,83,,9.1,7,0.32799999999999996,21,0.28600000000000003,6,43.4,33,0.544,10.7,9,43,0.535,23,0.647,11,"January 13, 2019",59.3,16,9.3,4,107.8,77.1,27,0.413,69,0.391,27,0.377,26,0.846,22,12,200,102.6,39.0,16,16,79,,5.2,4,0.319,22,0.136,3,56.6,43,0.486,12.0,11,47,0.511,24,0.25,4,"Devlin Fieldhouse, New Orleans, Louisiana",TULANE,Tulane,76.9,Away,MEMPHIS,Memphis,Tulane,aac,15,False,True,True,Home,False,3,24,69,43,76,6,23,64,0,1,103,246,821,0.4878197320341047,470,975,0.48205128205128206,117,282,933,0.4903536977491961,0.26666666666666666
16,2019-01-19-14-connecticut,63.3,19,8.7,4,114.5,83.3,25,0.516,61,0.49200000000000005,30,0.18,11,0.727,8,13,200,93.4,16.1,5,8,71,,6.6,5,0.262,16,0.188,3,49.2,30,0.536,17.5,14,45,0.6,27,0.235,4,"January 19, 2019",38.9,14,11.1,5,93.4,83.9,26,0.57,71,0.507,36,0.099,7,0.857,6,8,200,114.5,16.7,5,13,87,,11.8,9,0.35200000000000004,25,0.36,9,50.8,31,0.585,9.7,8,46,0.5870000000000001,27,0.579,11,"Harry A. Gampel Pavilion, Storrs, Connecticut",TULANE,Tulane,76.3,Home,CONNECTICUT,UConn,Tulane,aac,16,False,False,False,Away,False,3,27,61,30,61,9,27,71,0,1,106,270,890,0.4820224719101124,513,1051,0.48810656517602286,123,305,997,0.4909729187562688,0.25
17,2019-01-23-20-tulane,29.0,9,9.5,4,67.6,76.5,26,0.493,71,0.43700000000000006,31,0.141,10,0.5,5,3,200,101.4,25.0,9,17,75,,16.2,12,0.39399999999999996,28,0.28600000000000003,8,50.0,35,0.495,11.7,10,43,0.535,23,0.833,15,"January 23, 2019",50.0,9,16.3,7,101.4,75.0,27,0.361,54,0.33299999999999996,18,0.29600000000000004,16,0.688,11,14,200,67.6,23.5,8,10,50,,9.5,7,0.222,12,0.25,3,50.0,35,0.406,22.8,18,42,0.35700000000000004,15,0.222,4,"Devlin Fieldhouse, New Orleans, Louisiana",TULANE,Tulane,74.2,Away,CENTRAL-FLORIDA,UCF,Tulane,aac,17,False,True,True,Home,False,3,15,54,35,70,8,23,71,0,1,109,297,951,0.4842271293375394,543,1112,0.48830935251798563,132,332,1068,0.49625468164794007,0.23529411764705882
18,2019-01-26-18-southern-methodist,76.0,19,2.8,1,118.1,72.7,24,0.527,56,0.446,25,0.39299999999999996,22,0.727,16,15,200,104.2,31.3,10,19,75,,5.6,4,0.41100000000000003,23,0.391,9,52.3,34,0.564,19.6,16,33,0.485,16,0.21100000000000002,4,"January 26, 2019",71.4,20,15.2,5,104.2,68.8,22,0.557,61,0.45899999999999996,28,0.377,23,0.7390000000000001,17,7,200,118.1,27.3,9,15,85,,12.5,9,0.41,25,0.48,12,47.7,31,0.591,11.2,9,36,0.444,16,0.632,12,"Moody Coliseum, Dallas, Texas",TULANE,Tulane,72.2,Home,SOUTHERN-METHODIST,SMU,Tulane,aac,18,False,False,False,Away,False,9,16,56,34,65,12,16,61,0,1,112,312,1005,0.47761194029850745,578,1182,0.4890016920473773,140,355,1139,0.49604916593503073,0.2222222222222222
19,2019-01-31-19-east-carolina,58.3,14,12.5,6,93.0,81.6,31,0.491,55,0.436,24,0.29100000000000004,16,0.688,11,16,200,91.5,32.1,9,18,65,,7.0,5,0.345,19,0.316,6,60.6,40,0.519,20.5,16,36,0.5,18,0.2,4,"January 31, 2019",50.0,13,13.9,5,91.5,67.9,19,0.43700000000000006,63,0.413,26,0.28600000000000003,18,0.611,11,11,200,93.0,18.4,7,21,66,,12.7,9,0.23800000000000002,15,0.2,3,39.4,26,0.461,9.0,7,48,0.479,23,0.45,9,"Williams Arena at Minges Coliseum, Greenville, North Carolina",TULANE,Tulane,70.6,Home,EAST-CAROLINA,East Carolina,Tulane,aac,19,False,False,False,Away,False,6,18,55,40,66,3,23,63,0,1,121,328,1061,0.48020735155513666,612,1247,0.4907778668805132,152,371,1200,0.49916666666666665,0.21052631578947367
20,2019-02-02-18-tulane,65.2,15,8.3,3,93.1,71.1,27,0.491,55,0.418,23,0.473,26,0.8079999999999999,21,6,200,104.2,24.1,7,15,75,,9.7,7,0.455,25,0.32,8,50.7,34,0.557,11.9,9,30,0.5,15,0.727,16,"February 2, 2019",68.0,17,0.0,0,104.2,75.9,22,0.44,67,0.373,25,0.16399999999999998,11,0.727,8,17,200,93.1,28.9,11,17,67,,5.6,4,0.46299999999999997,31,0.29,9,49.3,33,0.46399999999999997,16.3,14,36,0.444,16,0.19,4,"Devlin Fieldhouse, New Orleans, Louisiana",TULANE,Tulane,72.3,Away,TEMPLE,Temple,Tulane,aac,20,False,True,True,Home,False,9,16,67,33,67,8,15,55,0,1,127,346,1116,0.4807347670250896,652,1313,0.49657273419649656,155,394,1263,0.49604117181314333,0.2
21,2019-02-09-20-wichita-state,55.6,10,4.8,2,104.1,83.3,25,0.449,49,0.36700000000000005,18,0.5710000000000001,28,0.643,18,18,200,83.8,15.2,5,14,62,,4.1,3,0.408,20,0.4,8,47.6,30,0.498,21.7,17,29,0.345,10,0.182,4,"February 9, 2019",41.4,12,10.3,3,83.8,84.8,28,0.516,64,0.45299999999999996,29,0.21899999999999997,14,0.7859999999999999,11,11,200,104.1,16.7,5,23,77,,10.8,8,0.344,22,0.364,8,52.4,33,0.545,10.2,8,42,0.5,21,0.522,12,"Charles Koch Arena, Wichita, Kansas",TULANE,Tulane,74.0,Home,WICHITA-STATE,Wichita State,Tulane,aac,21,False,False,False,Away,False,8,10,49,30,63,8,21,64,0,1,136,362,1183,0.47844463229078615,685,1380,0.4963768115942029,163,409,1318,0.4958270106221548,0.19047619047619047
22,2019-02-14-19-tulane,60.7,17,3.8,1,78.1,87.2,34,0.49200000000000005,63,0.444,28,0.365,23,0.7829999999999999,18,10,200,109.6,23.5,8,16,80,,6.8,5,0.349,22,0.273,6,57.5,42,0.541,7.6,6,41,0.537,22,0.6,15,"February 14, 2019",81.3,13,7.3,3,109.6,76.5,26,0.336,58,0.276,16,0.379,22,0.818,18,19,200,78.1,12.8,5,16,57,,4.1,3,0.552,32,0.21899999999999997,7,42.5,31,0.41600000000000004,14.0,11,26,0.34600000000000003,9,0.174,4,"Devlin Fieldhouse, New Orleans, Louisiana",TULANE,Tulane,73.2,Away,TULSA,Tulsa,Tulane,aac,22,False,True,True,Home,False,7,9,58,31,73,6,22,63,0,1,144,372,1232,0.4772727272727273,715,1443,0.4954954954954955,171,430,1382,0.4967438494934877,0.18181818181818182
23,2019-02-17-14-tulane,62.5,20,10.5,4,69.4,90.9,30,0.555,73,0.43799999999999994,32,0.055,4,1.0,4,1,200,118.1,37.1,13,18,85,9.0,9.7,7,0.479,35,0.486,17,63.2,43,0.5670000000000001,11.8,10,38,0.395,15,0.9620000000000001,25,"February 17, 2019",61.1,11,2.6,1,118.1,62.9,22,0.366,56,0.321,18,0.268,15,0.6,9,20,200,69.4,9.1,3,9,50,,6.9,5,0.321,18,0.278,5,36.8,25,0.396,16.1,12,38,0.342,13,0.16699999999999998,4,"Devlin Fieldhouse, New Orleans, Louisiana",TULANE,Tulane,72.0,Away,HOUSTON,Houston,Tulane,aac,23,False,True,True,Home,False,5,13,56,25,68,17,15,73,0,1,151,381,1290,0.47093023255813954,746,1516,0.4920844327176781,177,452,1445,0.49653979238754326,0.17391304347826086
24,2019-02-20-19-memphis,66.7,18,16.0,8,122.9,55.8,24,0.423,71,0.38,27,0.268,19,0.8420000000000001,16,21,200,91.6,23.3,10,15,76,,7.2,6,0.39399999999999996,28,0.214,6,39.5,34,0.475,15.9,15,43,0.488,21,0.16,4,"February 20, 2019",55.3,21,11.6,5,91.6,76.7,33,0.551,79,0.48100000000000004,38,0.29100000000000004,23,0.652,15,11,200,122.9,44.2,19,17,102,,15.7,13,0.36700000000000005,29,0.379,11,60.5,52,0.5670000000000001,11.0,11,50,0.54,27,0.593,16,"FedExForum, Memphis, Tennessee",TULANE,Tulane,83.5,Home,MEMPHIS,Memphis,Tulane,aac,24,False,False,False,Away,False,6,21,71,34,86,11,27,79,0,1,156,394,1346,0.46656760772659733,771,1584,0.48674242424242425,194,467,1518,0.4993412384716733,0.16666666666666666
25,2019-02-23-20-tulane,42.3,11,7.4,2,106.6,71.4,20,0.46799999999999997,62,0.419,26,0.581,36,0.75,27,16,200,111.8,26.3,10,20,85,,11.8,9,0.32299999999999995,20,0.3,6,45.5,30,0.537,8.3,7,42,0.47600000000000003,20,0.385,10,"February 23, 2019",64.0,16,21.4,9,111.8,73.7,28,0.573,55,0.455,25,0.364,20,0.9,18,22,200,106.6,28.6,8,24,81,,2.6,2,0.509,28,0.46399999999999997,13,54.5,36,0.628,23.9,20,27,0.444,12,0.154,4,"Devlin Fieldhouse, New Orleans, Louisiana",TULANE,Tulane,76.3,Away,EAST-CAROLINA,East Carolina,Tulane,aac,25,False,True,True,Home,False,13,12,55,36,66,6,20,62,0,1,162,415,1417,0.4643613267466479,805,1670,0.4820359281437126,205,494,1597,0.5018785222291797,0.16
26,2019-02-28-21-tulsa,57.7,15,3.4,1,102.9,77.4,24,0.484,62,0.419,26,0.129,8,0.5,4,23,200,91.4,21.6,8,17,64,,8.6,6,0.355,22,0.364,8,47.1,32,0.486,15.5,12,40,0.45,18,0.14800000000000002,4,"February 28, 2019",52.0,13,5.0,2,91.4,78.4,29,0.5379999999999999,53,0.47200000000000003,25,0.396,21,0.7140000000000001,15,12,200,102.9,22.6,7,11,72,,7.1,5,0.45299999999999996,24,0.292,7,52.9,36,0.5720000000000001,18.4,14,29,0.621,18,0.586,17,"Donald W. Reynolds Center, Tulsa, Oklahoma",TULANE,Tulane,69.9,Home,TULSA,Tulsa,Tulane,aac,26,False,False,False,Away,False,8,18,62,32,68,7,18,53,0,1,175,427,1472,0.46841032608695654,841,1736,0.48444700460829493,211,514,1659,0.5006027727546715,0.15384615384615385
27,2019-03-03-14-temple,69.2,18,7.7,3,108.1,79.4,27,0.442,69,0.377,26,0.188,13,0.615,8,24,200,93.2,39.0,16,12,69,,5.4,4,0.36200000000000004,25,0.36,9,57.3,43,0.45899999999999996,15.8,14,44,0.386,17,0.14300000000000002,4,"March 3, 2019",46.9,15,9.1,4,93.2,61.0,25,0.522,68,0.47100000000000003,32,0.191,13,0.6920000000000001,9,8,200,108.1,20.6,7,14,80,,10.8,8,0.426,29,0.24100000000000002,7,42.7,32,0.539,8.7,7,39,0.6409999999999999,25,0.7240000000000001,21,"Liacouras Center, Philadelphia, Pennsylvania",TULANE,Tulane,73.7,Home,TEMPLE,Temple,Tulane,aac,27,False,False,False,Away,False,9,17,69,43,75,7,25,68,0,1,183,445,1534,0.46903520208604954,873,1804,0.4839246119733925,218,532,1712,0.5017523364485982,0.14814814814814814
