,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,BRADLEY_homegame,BRADLEY_homegame2,BRADLEY_home,BRADLEY_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
18,2019-01-20-16-southern-illinois,42.1,8,9.1,3,91.5,81.3,26,0.41700000000000004,54,0.35200000000000004,19,0.315,17,0.706,12,10,200,96.6,31.4,11,15,57,,8.5,5,0.37,20,0.35,7,55.2,37,0.45899999999999996,10.2,7,34,0.353,12,0.474,9,"January 20, 2019",60.0,12,14.7,5,96.6,68.6,24,0.441,51,0.392,20,0.275,14,0.643,9,10,200,91.5,18.8,6,14,54,,6.8,4,0.353,18,0.278,5,44.8,30,0.46799999999999997,13.6,9,33,0.455,15,0.474,9,"The SIU Arena, Carbondale, Illinois",SOUTHERN-ILLINOIS,Southern Illinois,59.4,Away,BRADLEY,Bradley,Bradley,mvc,18,False,False,False,Away,True,7,12,54,37,67,5,15,51,1,0,111,297,972,0.47685185185185186,562,1130,0.49734513274336284,130,277,954,0.4947589098532495,0.4444444444444444
19,2019-01-23-19-bradley,56.5,13,5.4,2,121.4,77.8,21,0.434,61,0.377,23,0.311,19,0.789,15,9,200,97.1,12.8,5,20,68,,5.7,4,0.41,25,0.28,7,39.4,26,0.486,10.3,8,36,0.444,16,0.55,11,"January 23, 2019",61.3,19,8.3,3,97.1,87.2,34,0.667,54,0.574,31,0.35200000000000004,19,0.684,13,10,200,121.4,22.2,6,18,85,,2.9,2,0.315,17,0.588,10,60.6,40,0.674,13.8,10,37,0.568,21,0.5,10,"Carver Arena, Peoria, Illinois",ILLINOIS-STATE,Illinois State,70.0,Home,BRADLEY,Bradley,Bradley,mvc,19,True,False,True,Home,True,10,21,54,40,66,7,16,61,1,0,118,309,1026,0.47368421052631576,599,1197,0.5004177109440268,135,292,1005,0.49203980099502487,0.47368421052631576
20,2019-01-26-16-missouri-state,31.3,5,10.3,3,96.5,70.4,19,0.405,42,0.381,16,0.23800000000000002,10,0.3,3,11,200,64.9,11.5,3,17,37,,5.3,3,0.23800000000000002,10,0.2,2,41.5,22,0.396,21.9,13,32,0.43799999999999994,14,0.47600000000000003,10,"January 26, 2019",64.7,11,12.5,4,64.9,88.5,23,0.43799999999999994,48,0.354,17,0.354,17,0.765,13,11,200,96.5,29.6,8,17,55,,10.5,6,0.396,19,0.42100000000000004,8,58.5,31,0.49,15.3,10,29,0.31,9,0.47600000000000003,10,"JQH Arena, Springfield, Missouri",BRADLEY,Bradley,57.4,Home,MISSOURI-STATE,Missouri State,Bradley,mvc,20,False,False,False,Away,False,2,14,42,22,53,8,9,48,0,1,128,330,1080,0.48333333333333334,639,1263,0.505938242280285,142,308,1066,0.48874296435272047,0.5
21,2019-01-30-19-evansville,33.3,10,8.0,2,104.3,82.9,29,0.595,58,0.517,30,0.31,18,0.667,12,11,200,115.7,30.0,9,17,81,,5.7,4,0.276,16,0.563,9,58.5,38,0.609,16.5,13,42,0.5,21,0.5,11,"January 30, 2019",53.8,14,7.1,3,115.7,70.0,21,0.5529999999999999,57,0.456,26,0.298,17,0.588,10,13,200,104.3,17.1,6,15,73,,10.0,7,0.561,32,0.344,11,41.5,27,0.561,13.4,10,25,0.6,15,0.409,9,"Ford Center, Evansville, Indiana",EVANSVILLE,Evansville,69.8,Away,BRADLEY,Bradley,Bradley,mvc,21,False,False,False,Away,True,9,21,58,38,65,11,15,57,1,0,130,344,1122,0.4803921568627451,661,1316,0.5022796352583586,150,317,1114,0.4865350089766607,0.47619047619047616
22,2019-02-02-14-bradley,37.5,9,7.3,3,106.3,65.0,26,0.48200000000000004,55,0.436,24,0.436,24,0.792,19,11,200,112.5,32.3,10,16,72,,9.4,6,0.29100000000000004,16,0.313,5,50.7,36,0.542,9.6,7,39,0.48700000000000004,19,0.522,12,"February 2, 2019",66.7,18,5.1,2,112.5,67.7,21,0.484,64,0.42200000000000004,27,0.156,10,0.6,6,12,200,106.3,35.0,14,17,68,,4.7,3,0.359,23,0.348,8,49.3,35,0.495,12.8,10,41,0.46299999999999997,19,0.478,11,"Carver Arena, Peoria, Illinois",BRADLEY,Bradley,64.1,Away,SOUTHERN-ILLINOIS,Southern Illinois,Bradley,mvc,22,False,True,True,Home,False,8,19,64,35,71,5,19,55,0,1,139,365,1180,0.4860169491525424,699,1381,0.5061549601737871,161,332,1171,0.4897523484201537,0.5
23,2019-02-06-20-northern-iowa,32.1,9,8.6,3,110.9,86.7,26,0.657,51,0.5489999999999999,28,0.314,16,0.75,12,12,200,123.4,16.0,4,11,79,,7.8,5,0.392,20,0.55,11,54.5,30,0.674,12.1,8,31,0.5479999999999999,17,0.5,12,"February 6, 2019",28.0,7,3.2,1,123.4,84.0,21,0.536,56,0.446,25,0.214,12,0.917,11,14,200,110.9,13.3,4,16,71,,4.7,3,0.375,21,0.47600000000000003,10,45.5,25,0.575,11.5,8,35,0.429,15,0.41700000000000004,10,"McLeod Center, Cedar Falls, Iowa",NORTHERN-IOWA,Northern Iowa,64.2,Away,BRADLEY,Bradley,Bradley,mvc,23,False,False,False,Away,True,11,17,51,30,55,10,15,56,1,0,147,384,1244,0.4859324758842444,734,1452,0.5055096418732782,166,351,1226,0.4893964110929853,0.4782608695652174
24,2019-02-09-20-bradley,47.8,11,3.0,1,126.3,75.9,22,0.433,60,0.38299999999999995,23,0.3,18,0.833,15,12,200,88.2,7.7,3,22,67,,6.6,5,0.36700000000000005,22,0.273,6,36.8,25,0.489,13.9,11,38,0.447,17,0.5,12,"February 9, 2019",57.6,19,13.2,5,88.2,92.3,36,0.69,58,0.569,33,0.431,25,0.64,16,12,200,126.3,24.1,7,20,96,,5.3,4,0.431,25,0.56,14,63.2,43,0.687,15.9,13,33,0.5760000000000001,19,0.52,13,"Carver Arena, Peoria, Illinois",INDIANA-STATE,Indiana State,76.2,Home,BRADLEY,Bradley,Bradley,mvc,24,True,False,True,Home,True,14,19,58,43,68,6,17,60,1,0,158,401,1295,0.49266409266409267,764,1507,0.5069674850696748,176,366,1282,0.4914196567862715,0.5
25,2019-02-13-20-bradley,40.9,9,8.8,3,98.4,71.4,20,0.49,50,0.44,22,0.22,11,0.455,5,10,200,87.1,22.2,6,12,54,,16.1,10,0.4,20,0.25,5,47.3,26,0.489,19.2,13,30,0.5670000000000001,17,0.615,16,"February 13, 2019",47.8,11,6.7,2,87.1,77.8,21,0.51,50,0.46,23,0.26,13,0.769,10,12,200,98.4,28.6,8,10,61,,9.7,6,0.32,16,0.313,5,52.7,29,0.5429999999999999,18.9,13,34,0.529,18,0.5379999999999999,14,"Carver Arena, Peoria, Illinois",LOYOLA-IL,Loyola (IL),61.7,Home,BRADLEY,Bradley,Bradley,mvc,25,True,False,True,Home,True,5,18,50,29,55,5,17,50,1,0,172,420,1353,0.5011086474501109,807,1575,0.5123809523809524,182,383,1342,0.488822652757079,0.52
26,2019-02-16-20-illinois-state,59.1,13,17.9,7,92.2,71.1,27,0.51,52,0.423,22,0.365,19,0.632,12,12,200,101.6,18.2,6,16,65,,4.7,3,0.34600000000000003,18,0.5,9,46.5,33,0.5329999999999999,9.0,6,34,0.382,13,0.556,15,"February 16, 2019",52.2,12,2.9,1,101.6,81.8,27,0.4,65,0.354,23,0.2,13,0.5379999999999999,7,13,200,92.2,28.9,11,15,59,,3.1,2,0.4,26,0.231,6,53.5,38,0.414,9.0,7,39,0.436,17,0.519,14,"Redbird Arena, Normal, Illinois",ILLINOIS-STATE,Illinois State,64.1,Away,BRADLEY,Bradley,Bradley,mvc,26,False,False,False,Away,True,9,13,52,33,71,6,17,65,1,0,177,438,1403,0.5014255167498218,836,1630,0.5128834355828221,187,400,1392,0.48886494252873564,0.5384615384615384
27,2019-02-19-20-drake,46.4,13,5.4,2,113.2,73.3,22,0.525,59,0.475,28,0.153,9,0.667,6,13,200,100.0,16.1,5,21,68,,5.9,4,0.28800000000000003,17,0.353,6,44.3,27,0.537,11.3,8,42,0.524,22,0.536,15,"February 19, 2019",65.0,13,11.9,5,100.0,83.9,26,0.418,55,0.364,20,0.655,36,0.861,31,7,200,113.2,26.7,8,12,77,,2.9,2,0.327,18,0.33299999999999996,6,55.7,34,0.534,7.8,6,37,0.37799999999999995,14,0.75,21,"Knapp Center, Des Moines, Iowa",BRADLEY,Bradley,68.2,Home,DRAKE,Drake,Bradley,mvc,27,False,False,False,Away,False,6,22,59,27,61,6,14,55,0,1,186,451,1455,0.5017182130584192,869,1701,0.5108759553203998,193,417,1457,0.48490048043925876,0.5555555555555556
