,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,STEPHEN-F-AUSTIN_homegame,STEPHEN-F-AUSTIN_homegame2,STEPHEN-F-AUSTIN_home,STEPHEN-F-AUSTIN_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-21-19-stephen-f-austin,76.5,13,0.0,0,138.6,50.0,10,0.368,53,0.321,17,0.245,13,0.615,8,0,200,67.1,22.2,8,12,47,,7.1,5,0.321,17,0.294,5,32.1,18,0.397,23.5,18,36,0.33299999999999996,12,0.0,0,"December 21, 2018",63.4,26,13.9,5,67.1,77.8,28,0.73,63,0.6509999999999999,41,0.175,11,0.455,5,4,200,138.6,50.0,10,13,97,,11.4,8,0.317,20,0.5,10,67.9,38,0.711,16.1,13,43,0.721,31,0.636,7,"William Johnson Coliseum, Nacogdoches, Texas","Arlington Baptist
			","Arlington Baptist
			",70.2,Home,STEPHEN-F-AUSTIN,Stephen F. Austin,Stephen F. Austin,southland,10,True,False,True,Home,True,10,31,63,38,56,5,12,53,1,0,71,180,569,0.5035149384885764,325,621,0.5233494363929146,87,162,564,0.5186170212765957,0.6
11,2018-12-30-18-stephen-f-austin,55.6,15,8.2,4,93.2,81.1,30,0.5329999999999999,61,0.44299999999999995,27,0.32799999999999996,20,0.7,14,3,200,106.8,41.2,14,13,79,,4.1,3,0.508,31,0.355,11,62.0,44,0.56,17.7,15,30,0.5329999999999999,16,0.75,9,"December 30, 2018",24.1,7,16.7,5,106.8,58.8,20,0.47100000000000003,68,0.426,29,0.11800000000000001,8,0.625,5,5,200,93.2,18.9,7,18,69,,8.1,6,0.27899999999999997,19,0.316,6,38.0,27,0.48100000000000004,14.4,12,49,0.469,23,0.583,7,"William Johnson Coliseum, Nacogdoches, Texas",STEPHEN-F-AUSTIN,Stephen F. Austin,74.2,Away,ALABAMA,Alabama,Stephen F. Austin,southland,11,False,True,True,Home,False,6,23,68,27,71,11,16,61,0,1,81,211,632,0.5261075949367089,363,677,0.5361890694239291,92,174,617,0.5056726094003241,0.6363636363636364
12,2019-01-02-19-stephen-f-austin,60.9,14,8.3,3,92.9,59.4,19,0.539,51,0.451,23,0.17600000000000002,9,0.556,5,10,200,85.7,28.0,7,20,60,,15.7,11,0.49,25,0.36,9,45.6,26,0.5429999999999999,29.5,23,26,0.5379999999999999,14,0.28600000000000003,4,"January 2, 2019",40.0,8,15.4,4,85.7,72.0,18,0.442,52,0.385,20,0.519,27,0.7040000000000001,19,5,200,92.9,40.6,13,15,65,,17.1,12,0.308,16,0.375,6,54.4,31,0.501,21.0,17,36,0.389,14,0.615,8,"William Johnson Coliseum, Nacogdoches, Texas",SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,70.1,Home,STEPHEN-F-AUSTIN,Stephen F. Austin,Stephen F. Austin,southland,12,True,False,True,Home,True,6,14,52,31,57,9,14,51,1,0,87,234,700,0.5207142857142857,390,748,0.5213903743315508,103,190,678,0.5081120943952803,0.5833333333333334
13,2019-01-09-20-nicholls-state,50.0,15,10.0,3,105.4,73.3,22,0.485,66,0.455,30,0.258,17,0.529,9,6,200,98.6,34.3,12,19,73,,5.4,4,0.22699999999999998,15,0.267,4,52.3,34,0.493,14.0,12,51,0.51,26,0.5710000000000001,8,"January 9, 2019",66.7,18,5.9,3,98.6,65.7,23,0.508,61,0.44299999999999995,27,0.32799999999999996,20,0.8,16,7,200,105.4,26.7,8,18,78,,6.8,5,0.508,31,0.258,8,47.7,31,0.5529999999999999,14.7,12,30,0.633,19,0.562,9,"David Stopher Gymnasium, Thibodaux, Louisiana",STEPHEN-F-AUSTIN,Stephen F. Austin,74.3,Home,NICHOLLS-STATE,Nicholls State,Stephen F. Austin,southland,13,False,False,False,Away,False,4,26,66,34,65,8,19,61,0,1,93,248,752,0.5152925531914894,421,805,0.5229813664596273,112,204,729,0.5102880658436214,0.6153846153846154
14,2019-01-12-17-stephen-f-austin,57.9,11,7.5,3,81.9,71.4,30,0.442,52,0.365,19,0.365,19,0.789,15,10,200,84.7,37.9,11,20,61,,5.6,4,0.40399999999999997,21,0.381,8,57.7,41,0.5,26.7,22,31,0.355,11,0.41200000000000003,7,"January 12, 2019",55.0,11,9.7,3,84.7,62.1,18,0.35200000000000004,61,0.32799999999999996,20,0.426,26,0.615,16,7,200,81.9,28.6,12,17,59,,13.9,10,0.344,21,0.14300000000000002,3,42.3,30,0.402,12.1,10,40,0.425,17,0.5329999999999999,8,"William Johnson Coliseum, Nacogdoches, Texas",STEPHEN-F-AUSTIN,Stephen F. Austin,71.7,Away,NORTHWESTERN-STATE,Northwestern State,Stephen F. Austin,southland,14,False,True,True,Home,False,3,17,61,30,71,8,11,52,0,1,97,274,818,0.5128361858190709,455,870,0.5229885057471264,120,223,790,0.5101265822784811,0.5714285714285714
15,2019-01-16-20-new-orleans,38.1,8,15.6,5,90.7,78.6,22,0.4,60,0.35,21,0.28300000000000003,17,0.765,13,8,200,81.3,35.3,12,21,61,,13.3,10,0.35,21,0.28600000000000003,6,54.8,34,0.44799999999999995,23.7,21,39,0.385,15,0.5,8,"January 16, 2019",65.2,15,12.8,5,81.3,64.7,22,0.54,50,0.46,23,0.46,23,0.609,14,7,200,90.7,21.4,6,17,68,,14.7,11,0.36,18,0.444,8,45.2,28,0.5579999999999999,22.0,17,32,0.469,15,0.562,9,"Kiefer Lakefront Arena, New Orleans , Louisiana",STEPHEN-F-AUSTIN,Stephen F. Austin,74.5,Home,NEW-ORLEANS,New Orleans,Stephen F. Austin,southland,15,False,False,False,Away,False,6,15,60,34,62,8,15,50,0,1,100,291,879,0.5017064846416383,485,941,0.5154091392136025,128,234,842,0.505938242280285,0.5333333333333333
16,2019-01-19-16-incarnate-word,26.1,6,4.2,1,106.0,79.2,19,0.619,42,0.5479999999999999,23,0.7140000000000001,30,0.733,22,8,200,110.4,22.2,4,20,74,,3.0,2,0.452,19,0.316,6,54.8,23,0.6579999999999999,21.4,15,23,0.7390000000000001,17,0.529,9,"January 19, 2019",80.0,16,0.0,0,110.4,77.8,14,0.522,46,0.435,20,0.609,28,0.821,23,12,200,106.0,20.8,5,26,71,,9.0,6,0.478,22,0.364,8,45.2,19,0.599,18.2,13,24,0.5,12,0.33299999999999996,6,"McDermott Center, San Antonio, Texas",INCARNATE-WORD,Incarnate Word,67.3,Away,STEPHEN-F-AUSTIN,Stephen F. Austin,Stephen F. Austin,southland,16,False,False,False,Away,True,6,17,42,23,42,8,12,46,1,0,106,306,939,0.4952076677316294,519,1003,0.5174476570289133,136,249,892,0.507847533632287,0.5
17,2019-01-23-19-stephen-f-austin,52.2,12,11.4,4,84.7,72.4,21,0.5,52,0.442,23,0.192,10,0.8,8,4,200,83.3,30.0,9,15,60,,15.3,11,0.327,17,0.353,6,50.8,30,0.529,29.9,24,35,0.486,17,0.8,16,"January 23, 2019",43.5,10,2.9,1,83.3,70.0,21,0.491,54,0.426,23,0.204,11,0.727,8,8,200,84.7,27.6,8,14,61,,16.7,12,0.35200000000000004,19,0.368,7,49.2,29,0.515,26.3,21,35,0.457,16,0.556,10,"William Johnson Coliseum, Nacogdoches, Texas",ABILENE-CHRISTIAN,Abilene Christian,72.0,Home,STEPHEN-F-AUSTIN,Stephen F. Austin,Stephen F. Austin,southland,17,True,False,True,Home,True,7,16,54,29,59,6,17,52,1,0,112,323,981,0.5005096839959225,542,1045,0.5186602870813397,144,261,938,0.5085287846481876,0.5294117647058824
18,2019-01-30-19-stephen-f-austin,67.7,21,2.3,1,123.5,60.5,23,0.535,71,0.43700000000000006,31,0.493,35,0.657,23,12,225,116.5,26.3,10,24,99,,11.8,10,0.465,33,0.424,14,43.4,33,0.565,9.4,9,38,0.447,17,0.455,10,"January 30, 2019",54.3,19,15.8,6,116.5,73.7,28,0.5870000000000001,69,0.507,35,0.478,33,0.727,24,8,225,123.5,39.5,15,25,105,,3.5,3,0.36200000000000004,25,0.44,11,56.6,43,0.62,14.4,14,44,0.545,24,0.579,11,"William Johnson Coliseum, Nacogdoches, Texas",CENTRAL-ARKANSAS,Central Arkansas,75.7,Home,STEPHEN-F-AUSTIN,Stephen F. Austin,Stephen F. Austin,southland,18,True,False,True,Home,True,11,24,69,43,76,14,17,71,1,0,119,339,1035,0.5,571,1104,0.5172101449275363,150,278,990,0.5080808080808081,0.5555555555555556
19,2019-02-02-20-sam-houston-state,41.7,10,12.8,5,127.0,58.1,18,0.491,56,0.429,24,0.446,25,0.68,17,9,200,97.3,8.8,3,18,72,,9.5,7,0.35700000000000004,20,0.35,7,32.3,21,0.53,14.1,11,36,0.47200000000000003,17,0.55,11,"February 2, 2019",81.8,27,16.7,6,97.3,91.2,31,0.6,65,0.508,33,0.27699999999999997,18,0.889,16,8,200,127.0,41.9,13,22,94,,6.8,5,0.4,26,0.462,12,67.7,44,0.639,14.1,12,39,0.5379999999999999,21,0.636,14,"Johnson Coliseum, Huntsville, Texas",STEPHEN-F-AUSTIN,Stephen F. Austin,74.2,Home,SAM-HOUSTON-STATE,Sam Houston State,Stephen F. Austin,southland,19,False,False,False,Away,False,7,17,56,21,65,12,21,65,0,1,130,363,1104,0.5054347826086957,614,1180,0.5203389830508475,164,295,1061,0.5098963242224317,0.5789473684210527
20,2019-02-06-20-houston-baptist,31.0,9,6.5,3,98.7,61.3,19,0.517,60,0.483,29,0.38299999999999995,23,0.7390000000000001,17,9,200,101.3,23.3,7,22,79,,10.3,8,0.28300000000000003,17,0.235,4,42.6,26,0.557,14.6,12,43,0.581,25,0.5710000000000001,12,"February 6, 2019",65.4,17,7.0,3,101.3,76.7,23,0.46,63,0.413,26,0.444,28,0.679,19,14,200,98.7,38.7,12,18,77,,11.5,9,0.27,17,0.353,6,57.4,35,0.505,16.6,15,46,0.435,20,0.33299999999999996,7,"Frank and Lucille Sharp Gymnasium, Houston, Texas",HOUSTON-BAPTIST,Houston Baptist,77.6,Away,STEPHEN-F-AUSTIN,Stephen F. Austin,Stephen F. Austin,southland,20,False,False,False,Away,True,4,25,60,26,61,6,20,63,1,0,137,380,1160,0.5047413793103448,635,1245,0.5100401606425703,176,316,1126,0.5150976909413855,0.55
21,2019-02-09-17-stephen-f-austin,38.7,12,5.3,1,106.3,90.9,20,0.61,59,0.525,31,0.237,14,0.7140000000000001,10,12,200,130.2,56.0,14,25,82,,7.9,5,0.39,23,0.435,10,72.3,34,0.625,15.6,12,36,0.583,21,0.5,12,"February 9, 2019",62.5,10,13.9,5,130.2,44.0,11,0.513,38,0.42100000000000004,16,0.9209999999999999,35,0.8,28,10,200,106.3,9.1,2,17,67,,7.9,5,0.5,19,0.368,7,27.7,13,0.613,15.8,10,19,0.474,9,0.545,12,"William Johnson Coliseum, Nacogdoches, Texas",STEPHEN-F-AUSTIN,Stephen F. Austin,63.1,Away,LAMAR,Lamar,Stephen F. Austin,southland,21,False,True,True,Home,False,7,9,38,13,47,10,21,59,0,1,141,405,1220,0.5053278688524591,661,1306,0.5061255742725881,182,336,1189,0.5121951219512195,0.5714285714285714
22,2019-02-13-19-stephen-f-austin,66.7,10,5.9,2,95.7,72.4,21,0.41100000000000003,45,0.33299999999999996,15,0.556,25,0.8,20,17,200,81.4,11.1,3,25,57,,7.1,5,0.467,21,0.33299999999999996,7,42.9,24,0.501,20.0,14,24,0.33299999999999996,8,0.292,7,"February 13, 2019",33.3,7,25.0,6,81.4,88.9,24,0.449,49,0.429,21,0.755,37,0.622,23,10,200,95.7,27.6,8,23,67,,10.0,7,0.306,15,0.133,2,57.1,32,0.503,17.7,14,34,0.5589999999999999,19,0.565,13,"William Johnson Coliseum, Nacogdoches, Texas",MCNEESE-STATE,McNeese State,70.2,Home,STEPHEN-F-AUSTIN,Stephen F. Austin,Stephen F. Austin,southland,22,True,False,True,Home,True,2,19,49,32,56,7,8,45,1,0,148,414,1258,0.505564387917329,674,1353,0.49815225424981524,192,357,1248,0.5168269230769231,0.5454545454545454
23,2019-02-16-16-northwestern-state,33.3,8,12.9,4,114.5,59.4,19,0.466,58,0.414,24,0.483,28,0.643,18,11,200,94.7,27.3,9,25,72,,11.8,9,0.345,20,0.3,6,43.1,28,0.505,18.5,16,38,0.474,18,0.542,13,"February 16, 2019",73.9,17,13.2,5,94.7,72.7,24,0.518,57,0.40399999999999997,23,0.614,35,0.8,28,16,200,114.5,40.6,13,23,87,,10.5,8,0.456,26,0.5,13,56.9,37,0.591,16.2,14,31,0.32299999999999995,10,0.385,10,"Prather Coliseum, Natchitoches, Louisiana",STEPHEN-F-AUSTIN,Stephen F. Austin,76.5,Home,NORTHWESTERN-STATE,Northwestern State,Stephen F. Austin,southland,23,False,False,False,Away,False,6,18,58,28,65,13,10,57,0,1,150,433,1307,0.5034429992348891,706,1409,0.5010645848119234,199,365,1293,0.5131477184841454,0.5652173913043478
24,2019-02-20-19-stephen-f-austin,57.7,15,6.9,2,82.1,73.7,28,0.535,57,0.456,26,0.175,10,0.4,4,15,200,97.0,37.5,12,21,65,,10.4,7,0.439,25,0.36,9,57.1,40,0.526,20.7,16,32,0.531,17,0.423,11,"February 20, 2019",52.9,9,6.3,2,97.0,62.5,20,0.382,51,0.33299999999999996,17,0.49,25,0.64,16,12,200,82.1,26.3,10,12,55,,4.5,3,0.431,22,0.22699999999999998,5,42.9,30,0.43700000000000006,19.5,15,29,0.414,12,0.52,13,"William Johnson Coliseum, Nacogdoches, Texas",STEPHEN-F-AUSTIN,Stephen F. Austin,66.8,Away,TEXAS-AM-CORPUS-CHRISTI,Texas A&M-Corpus Christi,Stephen F. Austin,southland,24,False,True,True,Home,False,5,12,51,30,70,9,17,57,0,1,156,451,1365,0.5018315018315018,734,1474,0.49796472184531887,212,375,1350,0.5133333333333333,0.5416666666666666
25,2019-02-23-17-stephen-f-austin,77.8,14,3.6,1,114.1,86.4,19,0.42,50,0.36,18,0.34,17,0.706,12,21,200,76.1,23.5,8,17,54,,7.0,5,0.42,21,0.28600000000000003,6,48.2,27,0.465,26.8,21,29,0.414,12,0.222,6,"February 23, 2019",55.2,16,3.4,1,76.1,76.5,26,0.644,52,0.5579999999999999,29,0.365,19,0.737,14,12,200,114.1,13.6,3,17,81,,15.5,11,0.462,24,0.375,9,51.8,29,0.664,17.7,13,28,0.7140000000000001,20,0.5379999999999999,14,"William Johnson Coliseum, Nacogdoches, Texas",INCARNATE-WORD,Incarnate Word,71.1,Home,STEPHEN-F-AUSTIN,Stephen F. Austin,Stephen F. Austin,southland,25,True,False,True,Home,True,9,20,52,29,56,6,12,50,1,0,161,463,1416,0.4975282485875706,764,1544,0.4948186528497409,221,392,1407,0.5142146410803127,0.52
