,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,PORTLAND_homegame,PORTLAND_homegame2,PORTLAND_home,PORTLAND_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-08-22-portland,54.2,13,5.9,2,100.0,83.3,20,0.382,68,0.353,24,0.397,27,0.556,15,2,200,88.2,29.8,14,20,67,,14.5,11,0.27899999999999997,19,0.21100000000000002,4,47.9,34,0.414,11.1,10,49,0.408,20,0.667,4,"December 8, 2018",69.2,18,18.4,9,88.2,70.2,33,0.652,46,0.565,26,0.5,23,0.696,16,5,200,100.0,16.7,4,22,76,,2.6,2,0.261,12,0.667,8,52.1,37,0.6679999999999999,29.1,23,34,0.529,18,0.545,6,"Chiles Center, Portland, Oregon",SACRAMENTO-STATE,Sacramento State,76.4,Home,PORTLAND,Portland,Portland,wcc,10,True,False,True,Home,True,8,18,46,37,71,4,20,68,1,0,74,187,580,0.5137931034482759,316,666,0.4744744744744745,102,182,646,0.5185758513931888,0.5
11,2018-12-15-22-portland,81.8,18,4.2,1,78.4,91.7,33,0.457,58,0.379,22,0.379,22,0.773,17,6,200,94.6,25.7,9,22,70,,8.1,6,0.414,24,0.375,9,59.2,42,0.511,17.1,14,34,0.382,13,0.455,5,"December 15, 2018",72.2,13,8.8,3,94.6,74.3,26,0.392,51,0.353,18,0.529,27,0.667,18,6,200,78.4,8.3,3,20,58,,6.8,5,0.529,27,0.14800000000000002,4,40.8,29,0.45399999999999996,17.1,13,24,0.583,14,0.5,6,"Chiles Center, Portland, Oregon",PORTLAND,Portland,73.6,Away,GRAMBLING,Grambling,Portland,wcc,11,False,True,True,Home,False,4,14,51,29,71,9,13,58,0,1,82,205,626,0.5239616613418531,353,737,0.4789687924016282,106,202,714,0.5056022408963585,0.5454545454545454
12,2018-12-17-22-portland,18.2,4,10.5,4,78.9,75.0,33,0.48,51,0.431,22,0.529,27,0.667,18,3,200,94.4,29.6,8,19,67,,4.2,3,0.275,14,0.35700000000000004,5,57.7,41,0.525,20.3,16,37,0.45899999999999996,17,0.769,10,"December 17, 2018",47.6,10,13.5,5,94.4,70.4,19,0.42200000000000004,58,0.36200000000000004,21,0.32799999999999996,19,0.368,7,7,200,78.9,25.0,11,21,56,,8.5,6,0.345,20,0.35,7,42.3,30,0.418,18.4,15,38,0.368,14,0.462,6,"Chiles Center, Portland, Oregon",PORTLAND,Portland,71.4,Away,SEATTLE,Seattle,Portland,wcc,12,False,True,True,Home,False,7,14,58,30,71,5,17,51,0,1,86,219,677,0.5140324963072378,382,808,0.47277227722772275,115,215,772,0.5019430051813472,0.5
13,2018-12-21-20-portland,60.0,9,14.8,4,94.7,83.9,26,0.33299999999999996,51,0.294,15,0.157,8,0.625,5,11,200,68.4,27.8,10,16,39,,3.5,2,0.255,13,0.308,4,53.7,36,0.35600000000000004,16.8,11,38,0.289,11,0.214,3,"December 21, 2018",47.4,9,10.5,4,68.4,72.2,26,0.462,52,0.365,19,0.192,10,0.6,6,7,200,94.7,16.1,5,14,54,,8.8,5,0.48100000000000004,25,0.4,10,46.3,31,0.47600000000000003,11.0,7,27,0.33299999999999996,9,0.5,7,"Chiles Center, Portland, Oregon",FLORIDA-AM,Florida A&M,57.3,Home,PORTLAND,Portland,Portland,wcc,13,True,False,True,Home,True,10,9,52,31,67,4,11,51,1,0,93,233,735,0.5068027210884354,412,879,0.46871444823663255,120,232,823,0.5006075334143378,0.46153846153846156
14,2018-12-29-21-cal-state-fullerton,50.0,11,8.3,3,116.2,54.5,18,0.49,51,0.431,22,0.431,22,0.636,14,8,200,94.1,12.9,4,21,64,,7.4,5,0.353,18,0.33299999999999996,6,34.4,22,0.521,15.3,11,33,0.485,16,0.467,7,"December 29, 2018",61.5,16,12.1,4,94.1,87.1,27,0.526,58,0.44799999999999995,26,0.397,23,0.7829999999999999,18,9,200,116.2,45.5,15,20,79,,7.4,5,0.379,22,0.409,9,65.6,42,0.573,17.0,14,36,0.47200000000000003,17,0.308,4,"Titan Gym, Fullerton, California",PORTLAND,Portland,68.2,Home,CAL-STATE-FULLERTON,Cal State Fullerton,Portland,wcc,14,False,False,False,Away,False,6,16,51,22,64,9,17,58,0,1,103,242,787,0.5038119440914867,443,946,0.4682875264270613,124,243,874,0.49084668192219677,0.5
15,2019-01-05-18-loyola-marymount,63.6,14,12.2,5,113.4,70.0,21,0.5429999999999999,46,0.478,22,0.391,18,0.778,14,9,200,95.5,16.7,4,20,64,,6.0,4,0.391,18,0.33299999999999996,6,46.3,25,0.5870000000000001,24.0,17,28,0.5710000000000001,16,0.43799999999999994,7,"January 5, 2019",69.2,18,10.7,3,95.5,83.3,20,0.528,54,0.48100000000000004,26,0.46299999999999997,25,0.76,19,3,200,113.4,30.0,9,14,76,,13.4,9,0.24100000000000002,13,0.385,5,53.7,29,0.5770000000000001,12.2,9,41,0.512,21,0.812,13,"Albert Gersten Pavilion, Los Angeles, California",PORTLAND,Portland,66.7,Home,LOYOLA-MARYMOUNT,Loyola Marymount,Portland,wcc,15,False,False,False,Away,False,6,16,46,25,54,5,21,54,0,1,109,258,838,0.502983293556086,465,1010,0.4603960396039604,133,260,932,0.49302575107296137,0.4666666666666667
16,2019-01-10-21-brigham-young,36.8,7,3.4,1,114.5,82.1,23,0.431,51,0.373,19,0.314,16,0.75,12,10,200,81.2,21.2,7,18,56,,5.8,4,0.451,23,0.261,6,49.2,30,0.478,22.7,17,28,0.46399999999999997,13,0.41200000000000003,7,"January 10, 2019",59.3,16,14.3,4,81.2,78.8,26,0.573,55,0.491,27,0.364,20,0.8,16,8,200,114.5,17.9,5,21,79,,14.5,10,0.473,26,0.34600000000000003,9,50.8,31,0.612,13.6,10,29,0.621,18,0.556,10,"Marriott Center, Provo, Utah",PORTLAND,Portland,69.1,Home,BRIGHAM-YOUNG,BYU,Portland,wcc,16,False,False,False,Away,False,6,13,51,30,61,9,18,55,0,1,115,274,884,0.5050904977375565,490,1064,0.4605263157894737,138,281,986,0.4949290060851927,0.4375
17,2019-01-12-22-portland,45.5,10,7.4,2,87.7,82.8,24,0.5,52,0.423,22,0.385,20,0.65,13,8,200,100.0,21.2,7,17,65,,7.7,5,0.34600000000000003,18,0.444,8,50.0,31,0.528,14.1,10,34,0.41200000000000003,14,0.579,11,"January 12, 2019",30.0,6,14.7,5,100.0,78.8,26,0.5,47,0.426,20,0.40399999999999997,19,0.526,10,11,200,87.7,17.2,5,20,57,,7.7,5,0.426,20,0.35,7,50.0,31,0.509,20.2,14,27,0.48100000000000004,13,0.389,7,"Chiles Center, Portland, Oregon",PORTLAND,Portland,64.8,Away,PACIFIC,Pacific,Portland,wcc,17,False,True,True,Home,False,7,13,47,31,62,8,14,52,0,1,121,287,935,0.5010695187165776,520,1125,0.4622222222222222,147,299,1041,0.4990393852065322,0.4117647058823529
18,2019-01-17-22-portland,73.1,19,19.4,6,72.4,86.0,37,0.545,55,0.473,26,0.4,22,0.727,16,6,200,100.0,26.9,7,19,76,,10.5,8,0.382,21,0.381,8,63.8,44,0.581,22.7,19,34,0.529,18,0.684,13,"January 17, 2019",64.7,11,14.7,5,100.0,73.1,19,0.364,55,0.309,17,0.436,24,0.625,15,12,200,72.4,14.0,6,18,55,,15.8,12,0.436,24,0.25,6,36.2,25,0.414,18.6,15,31,0.355,11,0.368,7,"Chiles Center, Portland, Oregon",PORTLAND,Portland,76.4,Away,SAN-DIEGO,San Diego,Portland,wcc,18,False,True,True,Home,False,6,11,55,25,69,8,18,55,0,1,128,300,982,0.5010183299389002,551,1187,0.464195450716091,155,313,1093,0.4990850869167429,0.3888888888888889
19,2019-01-19-22-portland,78.8,26,17.4,4,98.5,96.3,26,0.583,66,0.5,33,0.22699999999999998,15,0.8,12,2,200,132.8,44.1,15,19,89,5.0,7.5,5,0.47,31,0.355,11,67.2,41,0.609,9.9,8,35,0.629,22,0.9,18,"January 19, 2019",59.1,13,0.0,0,132.8,55.9,19,0.5539999999999999,46,0.478,22,0.478,22,0.682,15,13,200,98.5,3.7,1,20,66,,3.0,2,0.5,23,0.304,7,32.8,20,0.585,17.7,12,23,0.652,15,0.35,7,"Chiles Center, Portland, Oregon",PORTLAND,Portland,66.8,Away,GONZAGA,Gonzaga,Portland,wcc,19,False,True,True,Home,False,7,15,46,20,61,11,22,66,0,1,134,311,1037,0.49373191899710706,576,1256,0.4585987261146497,163,331,1148,0.5013066202090593,0.3684210526315789
20,2019-01-24-22-san-francisco,40.0,10,16.7,5,122.1,83.9,26,0.442,60,0.41700000000000004,25,0.267,16,0.5,8,14,200,89.7,22.9,8,16,61,,2.9,2,0.233,14,0.214,3,51.5,34,0.451,11.8,9,46,0.478,22,0.33299999999999996,7,"January 24, 2019",56.7,17,15.2,7,89.7,77.1,27,0.645,55,0.545,30,0.4,22,0.545,12,3,200,122.1,16.1,5,16,83,,7.4,5,0.455,25,0.44,11,48.5,32,0.634,8.5,6,30,0.633,19,0.85,17,"War Memorial Gymnasium, San Francisco, California",PORTLAND,Portland,67.5,Home,SAN-FRANCISCO,San Francisco,Portland,wcc,20,False,False,False,Away,False,3,22,60,34,66,11,19,55,0,1,141,326,1083,0.49630655586334255,596,1317,0.4525436598329537,174,353,1214,0.5057660626029654,0.35
21,2019-01-26-16-pacific,33.3,7,11.4,4,102.8,66.7,20,0.48,51,0.41200000000000003,21,0.647,33,0.636,21,15,200,97.2,14.3,5,27,70,,8.3,6,0.392,20,0.35,7,38.5,25,0.525,15.5,12,31,0.452,14,0.318,7,"January 26, 2019",47.6,10,0.0,0,97.2,85.7,30,0.461,51,0.41200000000000003,21,0.706,36,0.75,27,10,200,102.8,33.3,10,26,74,,9.7,7,0.314,16,0.313,5,61.5,40,0.5429999999999999,15.2,12,35,0.457,16,0.545,12,"A.G. Spanos Center, Stockton, California",PORTLAND,Portland,71.9,Home,PACIFIC,Pacific,Portland,wcc,21,False,False,False,Away,False,7,14,51,25,65,5,16,51,0,1,144,348,1143,0.49343832020997375,630,1383,0.455531453362256,185,372,1269,0.5118203309692672,0.3333333333333333
22,2019-01-31-22-portland,79.3,23,6.9,2,79.5,74.4,29,0.642,53,0.547,29,0.377,20,0.75,15,11,200,113.7,29.2,7,18,83,,13.7,10,0.415,22,0.455,10,57.1,36,0.664,21.6,17,31,0.613,19,0.5,11,"January 31, 2019",61.1,11,6.5,2,113.7,70.8,17,0.364,59,0.305,18,0.28800000000000003,17,0.882,15,16,200,79.5,25.6,10,19,58,,16.4,12,0.508,30,0.233,7,42.9,27,0.43200000000000005,20.4,17,29,0.379,11,0.304,7,"Chiles Center, Portland, Oregon",PORTLAND,Portland,73.3,Away,PEPPERDINE,Pepperdine,Portland,wcc,22,False,True,True,Home,False,7,11,59,27,63,10,19,53,0,1,151,362,1194,0.49288107202680065,655,1448,0.45234806629834257,190,388,1320,0.5098484848484849,0.3181818181818182
23,2019-02-02-21-santa-clara,66.7,16,14.3,5,89.6,80.5,33,0.419,68,0.353,24,0.191,13,0.462,6,17,225,81.8,23.9,11,25,63,,7.8,6,0.456,31,0.29,9,50.6,44,0.425,15.0,13,37,0.405,15,0.292,7,"February 2, 2019",52.4,11,16.2,6,81.8,76.1,35,0.42,56,0.375,21,0.607,34,0.647,22,11,225,89.6,19.5,8,16,69,,10.4,8,0.375,21,0.23800000000000002,5,49.4,43,0.478,16.5,14,35,0.457,16,0.522,12,"Leavey Center, Santa Clara, California",PORTLAND,Portland,68.6,Home,SANTA-CLARA,Santa Clara,Portland,wcc,23,False,False,False,Away,False,9,15,68,44,87,5,16,56,0,1,158,373,1253,0.4868316041500399,682,1511,0.4513567174056916,200,407,1373,0.5149308084486526,0.30434782608695654
24,2019-02-07-23-portland,71.4,20,6.9,2,67.6,82.4,28,0.56,58,0.483,28,0.44799999999999995,26,0.6920000000000001,18,10,200,116.9,34.4,11,20,83,,15.5,11,0.44799999999999995,26,0.34600000000000003,9,59.1,39,0.59,12.6,10,32,0.594,19,0.6,15,"February 7, 2019",80.0,12,9.4,3,116.9,65.6,21,0.37200000000000005,47,0.319,15,0.511,24,0.542,13,18,200,67.6,17.6,6,21,48,,8.5,6,0.38299999999999995,18,0.278,5,40.9,27,0.41100000000000003,25.8,20,29,0.345,10,0.28,7,"Chiles Center, Portland, Oregon",PORTLAND,Portland,70.9,Away,BRIGHAM-YOUNG,BYU,Portland,wcc,24,False,True,True,Home,False,5,10,47,27,66,9,19,58,0,1,167,388,1321,0.48334595003785014,726,1598,0.45431789737171463,205,423,1429,0.5111966410076977,0.2916666666666667
25,2019-02-09-22-portland,72.0,18,23.8,5,80.9,92.0,23,0.519,53,0.47200000000000003,25,0.415,22,0.773,17,8,200,105.9,13.8,4,19,72,,14.7,10,0.264,14,0.35700000000000004,5,50.0,27,0.5670000000000001,12.6,9,39,0.513,20,0.68,17,"February 9, 2019",75.0,12,15.4,6,105.9,86.2,25,0.451,41,0.39,16,0.561,23,0.7829999999999999,18,19,200,80.9,8.0,2,22,55,,4.4,3,0.488,20,0.25,5,50.0,27,0.53,25.0,17,21,0.524,11,0.26899999999999996,7,"Chiles Center, Portland, Oregon",PORTLAND,Portland,67.7,Away,LOYOLA-MARYMOUNT,Loyola Marymount,Portland,wcc,25,False,True,True,Home,False,5,11,41,27,54,5,20,53,0,1,172,398,1368,0.47953216374269003,753,1664,0.45252403846153844,214,442,1487,0.5131136516476127,0.28
26,2019-02-16-22-portland,70.4,19,10.5,4,94.0,75.8,25,0.5329999999999999,60,0.45,27,0.233,14,0.28600000000000003,4,6,225,101.5,25.7,9,17,68,,6.0,4,0.5329999999999999,32,0.313,10,50.0,34,0.51,10.8,8,28,0.607,17,0.769,20,"February 16, 2019",63.6,14,7.1,2,101.5,74.3,26,0.431,58,0.379,22,0.276,16,0.813,13,20,225,94.0,24.2,8,16,63,,4.5,3,0.345,20,0.3,6,50.0,34,0.48,13.3,10,38,0.42100000000000004,16,0.259,7,"Chiles Center, Portland, Oregon",PORTLAND,Portland,59.2,Away,SAN-FRANCISCO,San Francisco,Portland,wcc,26,False,True,True,Home,False,6,16,58,34,68,10,17,60,0,1,177,409,1409,0.478708303761533,780,1718,0.4540162980209546,219,462,1540,0.5133116883116883,0.2692307692307692
27,2019-02-21-22-san-diego,55.6,10,11.1,3,98.4,80.0,28,0.435,46,0.391,18,0.391,18,0.667,12,21,200,81.3,6.1,2,13,52,,7.8,5,0.326,15,0.267,4,44.1,30,0.47700000000000004,18.2,12,31,0.452,14,0.25,7,"February 21, 2019",66.7,16,9.7,3,81.3,93.9,31,0.5,59,0.40700000000000003,24,0.11900000000000001,7,0.5710000000000001,4,11,200,98.4,20.0,7,17,63,,10.9,7,0.542,32,0.344,11,55.9,38,0.505,12.7,9,27,0.48100000000000004,13,0.607,17,"Jenny Craig Pavillion, San Diego, California",PORTLAND,Portland,64.4,Home,SAN-DIEGO,San Diego,Portland,wcc,27,False,False,False,Away,False,4,14,46,30,68,11,13,59,0,1,183,425,1467,0.47682344921608727,814,1786,0.45576707726763716,229,479,1600,0.5140625,0.25925925925925924
