,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,FLORIDA_homegame,FLORIDA_homegame2,FLORIDA_home,FLORIDA_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-22-17-florida,55.6,10,9.4,3,111.6,64.7,22,0.413,46,0.391,18,0.5870000000000001,27,0.667,18,9,200,81.2,26.9,7,16,56,,10.1,7,0.304,14,0.14300000000000002,2,48.3,29,0.47600000000000003,24.7,19,32,0.5,16,0.35700000000000004,5,"December 22, 2018",60.7,17,15.6,5,81.2,73.1,19,0.54,62,0.452,28,0.226,14,0.7140000000000001,10,4,200,111.6,35.3,12,23,77,,10.1,7,0.484,30,0.36700000000000005,11,51.7,31,0.561,13.9,11,32,0.531,17,0.636,7,"BB&T Center, Sunrise, Florida",FLORIDA-GULF-COAST,Florida Gulf Coast,69.2,Home,FLORIDA,Florida,Florida,sec,10,True,False,True,Home,True,11,17,62,31,60,2,16,46,1,0,83,165,568,0.5096830985915493,314,625,0.5024,70,146,541,0.46395563770794823,0.6
11,2018-12-29-16-florida,46.7,7,5.7,2,124.2,50.0,12,0.35700000000000004,49,0.306,15,0.265,13,0.615,8,4,200,69.4,6.1,2,10,43,,11.3,7,0.49,24,0.20800000000000002,5,24.6,14,0.39,15.5,10,25,0.4,10,0.6920000000000001,9,"December 29, 2018",40.0,12,24.0,6,69.4,93.9,31,0.625,56,0.536,30,0.196,11,0.636,7,4,200,124.2,50.0,12,14,77,,9.7,6,0.375,21,0.47600000000000003,10,75.4,43,0.629,16.5,12,35,0.5710000000000001,20,0.667,8,"Stephen C. O'Connell Center, Gainesville, Florida",BUTLER,Butler,62.2,Home,FLORIDA,Florida,Florida,sec,11,True,False,True,Home,True,10,20,56,43,57,5,10,49,1,0,94,182,630,0.5126984126984127,345,685,0.5036496350364964,72,162,587,0.4599659284497445,0.6363636363636364
12,2019-01-05-19-florida,47.8,11,13.3,4,93.2,67.7,21,0.52,51,0.451,23,0.49,25,0.72,18,7,200,95.9,35.5,11,23,71,,12.2,9,0.353,18,0.389,7,51.6,32,0.565,25.3,21,33,0.485,16,0.462,6,"January 5, 2019",52.2,12,12.1,4,95.9,64.5,20,0.451,61,0.377,23,0.32799999999999996,20,0.7,14,5,200,93.2,32.3,10,25,69,,14.9,11,0.508,31,0.29,9,48.4,30,0.489,17.7,15,30,0.467,14,0.615,8,"Stephen C. O'Connell Center, Gainesville, Florida",FLORIDA,Florida,74.2,Away,SOUTH-CAROLINA,South Carolina,Florida,sec,12,False,True,True,Home,False,9,14,61,30,62,7,16,51,0,1,104,202,686,0.521865889212828,388,742,0.522911051212938,77,172,636,0.4520440251572327,0.6666666666666666
13,2019-01-09-20-arkansas,50.0,9,8.3,2,72.9,79.4,27,0.36200000000000004,58,0.31,18,0.32799999999999996,19,0.789,15,5,200,81.4,22.2,8,25,57,,5.7,4,0.44799999999999995,26,0.231,6,50.0,35,0.425,13.1,10,32,0.375,12,0.643,9,"January 9, 2019",66.7,10,15.6,5,81.4,77.8,28,0.36,50,0.3,15,0.52,26,0.5770000000000001,15,4,200,72.9,20.6,7,20,51,,7.1,5,0.52,26,0.231,6,50.0,35,0.409,19.6,15,24,0.375,9,0.7140000000000001,10,"Bud Walton Arena, Fayetteville, Arkansas",ARKANSAS,Arkansas,69.7,Away,FLORIDA,Florida,Florida,sec,13,False,False,False,Away,True,6,12,58,35,70,6,9,50,1,0,113,216,747,0.5160642570281124,418,804,0.5199004975124378,84,188,687,0.4570596797671033,0.6153846153846154
14,2019-01-12-18-florida,51.7,15,13.6,3,100.0,78.6,22,0.609,55,0.527,29,0.255,14,0.7859999999999999,11,1,200,116.4,37.0,10,19,78,3.0,10.4,7,0.418,23,0.391,9,58.2,32,0.633,16.4,12,32,0.625,20,0.9329999999999999,14,"January 12, 2019",57.9,11,3.1,1,116.4,63.0,17,0.46299999999999997,54,0.35200000000000004,19,0.389,21,0.81,17,6,200,100.0,21.4,6,16,67,,6.0,4,0.593,32,0.375,12,41.8,23,0.524,15.9,12,22,0.318,7,0.6,9,"Stephen C. O'Connell Center, Gainesville, Florida",FLORIDA,Florida,66.8,Away,TENNESSEE,Tennessee,Florida,sec,14,False,True,True,Home,False,12,7,54,23,55,9,20,55,0,1,119,228,805,0.5049689440993789,453,874,0.5183066361556065,90,197,737,0.45047489823609227,0.6428571428571429
15,2019-01-15-19-mississippi-state,72.0,18,12.5,4,116.4,72.7,16,0.508,59,0.424,25,0.16899999999999998,10,0.8,8,7,200,111.5,36.4,12,12,68,,11.5,7,0.525,31,0.32299999999999995,10,50.9,28,0.5329999999999999,13.6,10,28,0.536,15,0.562,9,"January 15, 2019",73.1,19,17.9,5,111.5,63.6,21,0.633,49,0.531,26,0.22399999999999998,11,0.818,9,3,200,116.4,27.3,6,12,71,24.0,11.5,7,0.34700000000000003,17,0.588,10,49.1,27,0.655,19.4,13,32,0.5,16,0.812,13,"Humphrey Coliseum, Starkville, Mississippi",FLORIDA,Florida,61.5,Home,MISSISSIPPI-STATE,Mississippi State,Florida,sec,15,False,False,False,Away,False,10,15,59,28,55,10,16,49,0,1,131,235,859,0.5023282887077998,476,929,0.5123789020452099,99,217,792,0.461489898989899,0.6
16,2019-01-19-12-georgia,54.5,12,20.7,6,86.7,51.9,14,0.48200000000000004,56,0.39299999999999996,22,0.25,14,0.5710000000000001,8,7,200,103.3,31.4,11,18,62,,15.0,9,0.48200000000000004,27,0.37,10,40.3,25,0.495,12.6,9,29,0.414,12,0.588,10,"January 19, 2019",58.8,10,6.9,2,103.3,68.6,24,0.45299999999999996,43,0.395,17,0.442,19,0.684,13,8,200,86.7,48.1,13,17,52,,5.0,3,0.326,14,0.35700000000000004,5,59.7,37,0.5,28.0,20,29,0.414,12,0.529,9,"Stegeman Coliseum, Athens, Georgia",GEORGIA,Georgia,59.8,Away,FLORIDA,Florida,Florida,sec,16,False,False,False,Away,True,10,12,56,25,62,5,12,43,1,0,141,250,918,0.5027233115468409,504,984,0.5121951219512195,109,233,841,0.4714625445897741,0.5625
17,2019-01-22-20-florida,50.0,14,12.0,3,115.7,58.6,17,0.551,59,0.475,28,0.16899999999999998,10,0.7,7,10,200,102.9,26.7,8,12,72,,10.0,7,0.373,22,0.409,9,42.4,25,0.565,19.1,15,37,0.514,19,0.41200000000000003,7,"January 22, 2019",55.2,16,16.2,6,102.9,73.3,22,0.613,62,0.46799999999999997,29,0.081,5,1.0,5,7,200,115.7,41.4,12,10,81,,11.4,8,0.597,37,0.486,18,57.6,34,0.629,20.0,16,25,0.44,11,0.611,11,"Stephen C. O'Connell Center, Gainesville, Florida",TEXAS-AM,Texas A&M,69.6,Home,FLORIDA,Florida,Florida,sec,17,True,False,True,Home,True,18,11,62,34,59,9,19,59,1,0,151,262,974,0.5015400410677618,529,1046,0.505736137667304,114,245,884,0.47058823529411764,0.5882352941176471
18,2019-01-26-12-texas-christian,73.7,14,26.7,8,85.9,64.0,16,0.371,62,0.306,19,0.081,5,0.8,4,8,200,78.1,27.8,10,15,50,,10.9,7,0.435,27,0.29600000000000004,8,42.6,26,0.38799999999999996,12.3,9,35,0.314,11,0.579,11,"January 26, 2019",55.6,10,17.1,6,78.1,72.2,26,0.41,50,0.36,18,0.38,19,0.737,14,4,200,85.9,36.0,9,10,55,,7.8,5,0.4,20,0.25,5,57.4,35,0.466,19.3,14,30,0.433,13,0.789,15,"Ed & Rae Schollmaier Arena, Fort Worth, Texas",FLORIDA,Florida,63.7,Home,TEXAS-CHRISTIAN,TCU,Florida,sec,18,False,False,False,Away,False,8,11,62,26,61,5,13,50,0,1,169,273,1036,0.5082046332046332,563,1105,0.5095022624434389,123,264,943,0.47560975609756095,0.6111111111111112
19,2019-01-30-18-florida,34.5,10,2.7,1,115.4,75.0,24,0.508,63,0.46,29,0.413,26,0.846,22,6,225,110.3,40.6,13,23,86,,9.0,7,0.365,23,0.261,6,57.8,37,0.5710000000000001,17.7,16,40,0.575,23,0.7,14,"January 30, 2019",58.1,18,2.5,1,110.3,59.4,19,0.579,63,0.49200000000000005,31,0.349,22,0.773,17,8,225,115.4,25.0,8,20,90,,7.7,6,0.413,26,0.423,11,42.2,27,0.613,15.2,13,37,0.541,20,0.6,12,"Stephen C. O'Connell Center, Gainesville, Florida",MISSISSIPPI,Ole Miss,69.7,Home,FLORIDA,Florida,Florida,sec,19,True,False,True,Home,True,11,20,63,27,64,6,23,63,1,0,177,284,1098,0.5004553734061931,589,1166,0.5051457975986278,128,277,993,0.47230614300100704,0.5789473684210527
20,2019-02-02-16-florida,56.5,13,4.5,2,83.1,73.2,30,0.46399999999999997,56,0.41100000000000003,23,0.28600000000000003,16,0.813,13,3,200,100.0,36.4,12,12,65,7.0,6.2,4,0.375,21,0.28600000000000003,6,56.8,42,0.511,16.0,12,35,0.486,17,0.857,18,"February 2, 2019",31.8,7,17.1,6,100.0,63.6,21,0.389,63,0.349,22,0.159,10,0.5,5,9,200,83.1,26.8,11,15,54,,10.8,7,0.302,19,0.263,5,43.2,32,0.39899999999999997,11.8,9,44,0.386,17,0.5710000000000001,12,"Stephen C. O'Connell Center, Gainesville, Florida",FLORIDA,Florida,64.7,Away,KENTUCKY,Kentucky,Florida,sec,20,False,True,True,Home,False,5,17,63,32,74,6,17,56,0,1,188,304,1161,0.5047372954349698,616,1230,0.5008130081300813,134,300,1056,0.4744318181818182,0.6
21,2019-02-05-21-auburn,39.1,9,7.4,2,115.2,66.7,20,0.5,50,0.46,23,0.24,12,1.0,12,10,200,93.9,21.7,5,22,62,,4.5,3,0.4,20,0.2,4,47.2,25,0.557,23.5,17,30,0.633,19,0.545,12,"February 5, 2019",56.0,14,6.7,2,93.9,78.3,18,0.5670000000000001,52,0.48100000000000004,25,0.519,27,0.63,17,6,200,115.2,33.3,10,16,76,,12.1,8,0.48100000000000004,25,0.36,9,52.8,28,0.586,13.5,10,27,0.593,16,0.727,16,"Auburn Arena, Auburn, Alabama",FLORIDA,Florida,66.3,Home,AUBURN,Auburn,Florida,sec,21,False,False,False,Away,False,4,19,50,25,53,9,16,52,0,1,193,321,1224,0.4987745098039216,648,1304,0.49693251533742333,140,317,1112,0.4739208633093525,0.5714285714285714
22,2019-02-09-16-tennessee,52.4,11,12.8,5,110.6,70.8,17,0.424,59,0.35600000000000004,21,0.271,16,0.688,11,11,200,92.4,38.2,13,19,61,,9.1,6,0.441,26,0.308,8,51.7,30,0.45799999999999996,14.3,11,33,0.39399999999999996,13,0.522,12,"February 9, 2019",60.7,17,12.1,4,92.4,61.8,21,0.585,53,0.528,28,0.302,16,0.688,11,1,200,110.6,29.2,7,16,73,1.0,3.0,2,0.264,14,0.429,6,48.3,28,0.602,17.8,13,39,0.564,22,0.9570000000000001,22,"Thompson-Boling Arena, Knoxville, Tennessee",FLORIDA,Florida,65.6,Home,TENNESSEE,Tennessee,Florida,sec,22,False,False,False,Away,False,8,13,59,30,58,6,22,53,0,1,197,340,1274,0.49882260596546313,673,1357,0.49594694178334564,149,333,1164,0.47809278350515466,0.5454545454545454
23,2019-02-13-21-florida,50.0,9,5.7,2,93.0,66.7,24,0.402,51,0.353,18,0.41200000000000003,21,0.762,16,15,200,80.3,26.5,9,24,57,,8.5,6,0.47100000000000003,24,0.20800000000000002,5,47.1,33,0.467,24.0,19,27,0.48100000000000004,13,0.375,9,"February 13, 2019",21.1,4,11.1,3,80.3,73.5,25,0.377,57,0.33299999999999996,19,0.491,28,0.821,23,11,200,93.0,33.3,12,22,66,,16.9,12,0.386,22,0.22699999999999998,5,52.9,37,0.469,14.8,12,35,0.4,14,0.542,13,"Stephen C. O'Connell Center, Gainesville, Florida",VANDERBILT,Vanderbilt,70.6,Home,FLORIDA,Florida,Florida,sec,23,True,False,True,Home,True,5,14,57,37,70,5,13,51,1,0,205,353,1333,0.49549887471867965,703,1415,0.49681978798586574,155,355,1217,0.4827444535743632,0.5217391304347826
24,2019-02-16-14-alabama,40.7,11,8.3,2,88.3,86.2,25,0.6,50,0.54,27,0.28,14,0.7859999999999999,11,11,200,118.3,20.0,4,20,71,,10.0,6,0.38,19,0.316,6,59.2,29,0.627,12.5,8,31,0.677,21,0.56,14,"February 16, 2019",31.6,6,12.9,4,118.3,80.0,16,0.5,43,0.442,19,0.512,22,0.455,10,10,200,88.3,13.8,4,12,53,,6.7,4,0.442,19,0.263,5,40.8,20,0.496,16.0,10,24,0.583,14,0.6,15,"Coleman Coliseum , Tuscaloosa, Alabama",ALABAMA,Alabama,60.1,Away,FLORIDA,Florida,Florida,sec,24,False,False,False,Away,True,6,21,50,29,49,5,14,43,1,0,210,367,1390,0.4906474820143885,740,1485,0.4983164983164983,160,368,1268,0.4794952681388013,0.5416666666666666
25,2019-02-20-19-louisiana-state,40.0,12,4.9,2,108.5,52.6,20,0.546,65,0.462,30,0.2,13,0.846,11,11,225,115.5,41.2,14,22,82,,12.7,9,0.462,30,0.36700000000000005,11,47.2,34,0.5760000000000001,15.5,13,35,0.5429999999999999,19,0.5770000000000001,15,"February 20, 2019",33.3,9,8.6,3,115.5,58.8,20,0.484,63,0.429,27,0.397,25,0.64,16,5,225,108.5,47.4,18,16,77,13.0,8.5,6,0.349,22,0.318,7,52.8,38,0.514,15.9,14,41,0.488,20,0.8079999999999999,21,"Maravich Assembly Center, Baton Rouge, Louisiana",LOUISIANA-STATE,LSU,62.7,Away,FLORIDA,Florida,Florida,sec,25,False,False,False,Away,True,11,19,65,34,72,7,20,63,1,0,216,388,1440,0.49444444444444446,769,1534,0.5013037809647979,165,382,1311,0.4801678108314264,0.56
26,2019-02-23-16-florida,43.5,10,3.6,1,103.2,79.2,19,0.473,55,0.418,23,0.23600000000000002,13,0.615,8,14,200,96.8,33.3,9,23,60,,12.9,8,0.364,20,0.3,6,54.9,28,0.49,14.1,10,35,0.486,17,0.462,12,"February 23, 2019",44.4,8,0.0,0,96.8,66.7,18,0.45299999999999996,43,0.419,18,0.698,30,0.833,25,11,200,103.2,20.8,5,14,64,,6.5,4,0.349,15,0.2,3,45.1,23,0.5589999999999999,15.1,10,28,0.536,15,0.593,16,"Stephen C. O'Connell Center, Gainesville, Florida",MISSOURI,Missouri,62.2,Home,FLORIDA,Florida,Florida,sec,26,True,False,True,Home,True,3,15,43,23,51,6,17,55,1,0,227,407,1505,0.49667774086378735,803,1606,0.5,172,402,1374,0.48034934497816595,0.5769230769230769
27,2019-02-27-21-vanderbilt,45.8,11,5.9,2,91.7,64.5,20,0.56,50,0.48,24,0.32,16,0.938,15,11,200,118.3,26.9,7,15,71,,8.3,5,0.38,19,0.42100000000000004,8,47.4,27,0.616,12.3,8,31,0.516,16,0.607,17,"February 27, 2019",47.6,10,6.5,2,118.3,73.1,19,0.47100000000000003,51,0.41200000000000003,21,0.275,14,0.5,7,19,200,91.7,35.5,11,17,55,,5.0,3,0.33299999999999996,17,0.353,6,52.6,30,0.47700000000000004,19.7,14,34,0.441,15,0.321,9,"Memorial Gymnasium, Nashville, Tennessee",VANDERBILT,Vanderbilt,59.6,Away,FLORIDA,Florida,Florida,sec,27,False,False,False,Away,True,8,16,50,27,57,6,15,51,1,0,230,422,1548,0.49547803617571057,826,1657,0.4984912492456246,178,419,1429,0.4800559832050385,0.5925925925925926
