,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,MISSISSIPPI_homegame,MISSISSIPPI_homegame2,MISSISSIPPI_home,MISSISSIPPI_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
20,2019-02-02-15-mississippi,48.1,13,8.3,3,102.7,85.2,23,0.534,58,0.466,27,0.483,28,0.679,19,5,200,111.0,43.3,13,16,81,22.0,12.3,9,0.293,17,0.47100000000000003,8,63.2,36,0.568,17.6,15,41,0.46299999999999997,19,0.762,16,"February 2, 2019",53.8,14,9.8,4,111.0,56.7,17,0.5529999999999999,57,0.456,26,0.24600000000000002,14,0.857,12,7,200,102.7,14.8,4,19,75,,8.2,6,0.368,21,0.524,11,36.8,21,0.589,17.1,13,36,0.41700000000000004,15,0.667,14,"The Pavilion at Ole Miss, Oxford, Mississippi",MISSISSIPPI,Ole Miss,73.0,Away,MISSISSIPPI-STATE,Mississippi State,Mississippi,sec,20,False,True,True,Home,False,11,15,57,21,57,8,19,58,0,1,155,397,1153,0.5459670424978318,646,1196,0.540133779264214,149,345,1154,0.49263431542461006,0.7
21,2019-02-06-19-mississippi,57.1,16,9.4,3,105.6,70.0,21,0.54,62,0.452,28,0.129,8,0.5,4,13,200,100.0,31.3,10,21,71,,16.9,12,0.371,23,0.478,11,50.0,31,0.54,20.6,17,39,0.436,17,0.381,8,"February 6, 2019",66.7,16,10.3,4,100.0,68.8,22,0.491,58,0.414,24,0.32799999999999996,19,0.9470000000000001,18,7,200,105.6,30.0,9,12,75,,19.7,14,0.44799999999999995,26,0.34600000000000003,9,50.0,31,0.5589999999999999,15.3,12,32,0.469,15,0.682,15,"The Pavilion at Ole Miss, Oxford, Mississippi",TEXAS-AM,Texas A&M,71.4,Home,MISSISSIPPI,Ole Miss,Mississippi,sec,21,True,False,True,Home,True,9,15,58,31,62,11,17,62,1,0,166,412,1210,0.5462809917355372,667,1253,0.5323224261771747,157,364,1212,0.4946369636963696,0.6666666666666666
22,2019-02-09-13-georgia,42.9,12,7.4,2,88.9,74.2,23,0.516,63,0.444,28,0.302,19,0.789,15,7,200,111.1,30.0,9,17,80,,13.9,10,0.397,25,0.36,9,52.5,32,0.555,12.3,10,38,0.5,19,0.696,16,"February 9, 2019",52.4,11,13.2,5,111.1,70.0,21,0.51,52,0.40399999999999997,21,0.308,16,0.688,11,13,200,88.9,25.8,8,20,64,,6.9,5,0.48100000000000004,25,0.44,11,47.5,29,0.537,24.3,19,27,0.37,10,0.435,10,"Stegeman Coliseum, Athens, Georgia",GEORGIA,Georgia,71.8,Away,MISSISSIPPI,Ole Miss,Mississippi,sec,22,False,False,False,Away,True,9,19,63,32,61,11,10,52,1,0,175,427,1268,0.543769716088328,698,1315,0.5307984790874525,168,381,1274,0.49686028257456827,0.6818181818181818
23,2019-02-13-20-auburn,63.2,12,6.9,2,87.3,69.7,23,0.5,51,0.373,19,0.255,13,0.6920000000000001,9,7,200,95.2,26.7,8,20,60,,12.7,8,0.647,33,0.39399999999999996,13,49.2,31,0.525,18.6,13,18,0.33299999999999996,6,0.708,17,"February 13, 2019",43.8,7,22.2,4,95.2,73.3,22,0.37799999999999995,49,0.327,16,0.469,23,0.7829999999999999,18,8,200,87.3,30.3,10,16,55,,9.5,6,0.408,20,0.25,5,50.8,32,0.45899999999999996,19.1,14,29,0.379,11,0.667,16,"Auburn Arena, Auburn, Alabama",AUBURN,Auburn,63.1,Away,MISSISSIPPI,Ole Miss,Mississippi,sec,23,False,False,False,Away,True,13,6,51,31,63,5,11,49,1,0,184,446,1331,0.5424492862509391,730,1376,0.5305232558139535,179,391,1326,0.4973604826546003,0.6956521739130435
24,2019-02-16-15-mississippi,37.5,9,3.8,1,107.1,85.7,24,0.5489999999999999,51,0.47100000000000003,24,0.235,12,0.75,9,12,200,92.9,36.0,9,22,65,,5.7,4,0.33299999999999996,17,0.47100000000000003,8,62.3,33,0.573,30.8,25,34,0.47100000000000003,16,0.5,12,"February 16, 2019",73.9,17,8.8,3,92.9,64.0,16,0.55,50,0.46,23,0.46,23,0.87,20,7,200,107.1,14.3,4,19,75,,18.6,13,0.48,24,0.375,9,37.7,20,0.616,14.3,10,26,0.5379999999999999,14,0.72,18,"The Pavilion at Ole Miss, Oxford, Mississippi",MISSOURI,Missouri,69.8,Home,MISSISSIPPI,Ole Miss,Mississippi,sec,24,True,False,True,Home,True,9,14,50,20,53,8,16,51,1,0,197,452,1382,0.5408827785817656,761,1439,0.5288394718554552,184,402,1375,0.4930909090909091,0.7083333333333334
25,2019-02-19-19-south-carolina,43.5,10,20.0,9,105.3,68.4,26,0.41100000000000003,62,0.371,23,0.306,19,0.684,13,8,200,85.3,20.0,7,22,64,,4.0,3,0.371,23,0.217,5,45.2,33,0.451,13.5,11,39,0.462,18,0.6920000000000001,18,"February 19, 2019",55.6,15,12.8,5,85.3,80.0,28,0.49200000000000005,64,0.42200000000000004,27,0.42200000000000004,27,0.593,16,12,200,105.3,31.6,12,15,79,,12.0,9,0.297,19,0.474,9,54.8,40,0.514,11.6,10,45,0.4,18,0.5379999999999999,14,"The Colonial Life Arena, Columbia, South Carolina",MISSISSIPPI,Ole Miss,74.9,Home,SOUTH-CAROLINA,South Carolina,Mississippi,sec,25,False,False,False,Away,False,5,18,62,33,73,9,18,64,0,1,206,466,1432,0.5412011173184358,781,1492,0.5234584450402144,192,418,1426,0.4950911640953717,0.72
26,2019-02-23-15-mississippi,76.0,19,5.4,2,101.4,65.7,23,0.573,48,0.521,25,0.45799999999999996,22,0.727,16,17,200,100.0,22.2,4,13,71,,9.9,7,0.33299999999999996,16,0.313,5,50.9,27,0.607,24.8,19,32,0.625,20,0.37,10,"February 23, 2019",53.6,15,6.3,2,100.0,77.8,14,0.523,65,0.431,28,0.077,5,0.8,4,8,200,101.4,34.3,12,18,72,,11.3,8,0.431,28,0.429,12,49.1,26,0.534,17.2,14,37,0.43200000000000005,16,0.7040000000000001,19,"The Pavilion at Ole Miss, Oxford, Mississippi",GEORGIA,Georgia,71.4,Home,MISSISSIPPI,Ole Miss,Mississippi,sec,26,True,False,True,Home,True,12,16,65,26,53,5,20,48,1,0,211,484,1494,0.535809906291834,814,1565,0.5201277955271566,201,436,1490,0.4949664429530201,0.6923076923076923
27,2019-02-27-19-mississippi,55.2,16,8.6,3,104.4,78.8,26,0.545,56,0.518,29,0.28600000000000003,16,0.75,12,3,200,107.4,16.7,4,14,73,7.0,10.3,7,0.23199999999999998,13,0.231,3,52.6,30,0.574,12.5,9,43,0.605,26,0.893,25,"February 27, 2019",58.3,14,4.7,2,107.4,83.3,20,0.491,58,0.414,24,0.259,15,0.9329999999999999,14,9,200,104.4,21.2,7,17,71,,7.4,5,0.397,23,0.391,9,47.4,27,0.545,13.4,10,35,0.429,15,0.679,19,"The Pavilion at Ole Miss, Oxford, Mississippi",MISSISSIPPI,Ole Miss,68.4,Away,TENNESSEE,Tennessee,Mississippi,sec,27,False,True,True,Home,False,9,15,58,27,57,3,26,56,0,1,223,500,1559,0.535279025016036,840,1618,0.519159456118665,206,456,1538,0.49739921976592977,0.7037037037037037
28,2019-03-02-13-arkansas,51.7,15,3.2,1,108.8,84.0,21,0.593,54,0.537,29,0.204,11,0.818,9,10,200,107.4,21.1,4,18,73,,8.8,6,0.40700000000000003,22,0.273,6,56.8,25,0.616,19.2,14,32,0.7190000000000001,23,0.655,19,"March 2, 2019",74.1,20,12.5,4,107.4,78.9,15,0.643,49,0.551,27,0.408,20,0.55,11,14,200,108.8,16.0,4,15,74,,14.7,10,0.36700000000000005,18,0.5,9,43.2,19,0.632,18.4,13,31,0.581,18,0.517,15,"Bud Walton Arena, Fayetteville, Arkansas",MISSISSIPPI,Ole Miss,68.4,Home,ARKANSAS,Arkansas,Mississippi,sec,28,False,False,False,Away,False,6,23,54,25,44,9,18,49,0,1,232,515,1617,0.533704390847248,867,1675,0.5176119402985074,209,482,1594,0.49905897114178166,0.6785714285714286
29,2019-03-05-21-mississippi,45.2,14,20.6,7,110.1,74.2,23,0.589,56,0.5539999999999999,31,0.35700000000000004,20,0.7,14,5,200,115.9,13.8,4,18,80,6.0,5.8,4,0.161,9,0.444,4,45.0,27,0.611,8.5,6,47,0.574,27,0.833,25,"March 5, 2019",58.3,14,6.4,3,115.9,86.2,25,0.475,59,0.40700000000000003,24,0.373,22,0.909,20,11,200,110.1,25.8,8,20,76,,5.8,4,0.424,25,0.32,8,55.0,33,0.547,11.6,9,34,0.47100000000000003,16,0.633,19,"The Pavilion at Ole Miss, Oxford, Mississippi",MISSISSIPPI,Ole Miss,69.0,Away,KENTUCKY,Kentucky,Mississippi,sec,29,False,True,True,Home,False,8,16,59,33,60,4,27,56,0,1,238,538,1671,0.535607420706164,892,1719,0.5189063408958697,218,500,1643,0.5033475349969568,0.6551724137931034
30,2019-03-09-15-missouri,39.1,9,14.3,5,107.9,78.3,18,0.529,51,0.451,23,0.41200000000000003,21,0.905,19,11,200,115.9,15.4,4,16,73,,6.3,4,0.431,22,0.364,8,44.9,22,0.599,10.4,7,29,0.517,15,0.645,20,"March 9, 2019",48.0,12,10.3,3,115.9,84.6,22,0.5579999999999999,52,0.48100000000000004,25,0.231,12,0.833,10,16,200,107.9,21.7,5,18,68,,3.2,2,0.327,17,0.47100000000000003,8,55.1,27,0.589,13.6,9,35,0.486,17,0.467,14,"Mizzou Arena, Columbia, Missouri",MISSOURI,Missouri,62.8,Away,MISSISSIPPI,Ole Miss,Mississippi,sec,30,False,False,False,Away,True,8,15,51,22,49,8,17,52,1,0,246,554,1730,0.5335260115606937,925,1779,0.5199550309162451,222,527,1699,0.5061801059446733,0.6333333333333333
31,2019-03-14-19-mississippi,50.0,12,8.1,3,82.6,83.3,30,0.449,59,0.40700000000000003,24,0.305,18,0.5,9,14,200,89.9,36.1,13,9,62,,10.1,7,0.28800000000000003,17,0.294,5,59.7,43,0.45899999999999996,19.3,16,42,0.452,19,0.562,18,"March 14, 2019",45.8,11,14.3,6,89.9,63.9,23,0.43700000000000006,63,0.381,24,0.063,4,0.5,2,12,200,82.6,16.7,6,17,57,,7.2,5,0.413,26,0.26899999999999996,7,40.3,29,0.439,12.2,9,37,0.45899999999999996,17,0.625,20,"Bridgestone Arena, Nashville, Tennessee",MISSISSIPPI,Ole Miss,69.2,Away,ALABAMA,Alabama,Mississippi,sec,31,False,True,True,Home,False,7,17,63,29,72,5,19,59,0,1,254,569,1781,0.5334081976417743,947,1828,0.5180525164113785,230,544,1751,0.5077098800685322,0.6451612903225806
32,2019-03-22-12-mississippi,44.1,15,6.5,2,104.3,78.1,25,0.627,59,0.5760000000000001,34,0.441,26,0.8079999999999999,21,13,200,137.7,19.2,5,13,95,9.0,14.5,10,0.22,13,0.462,6,51.7,30,0.6659999999999999,4.1,3,46,0.609,28,0.606,20,"March 22, 2019",55.2,16,4.3,2,137.7,80.8,21,0.556,62,0.46799999999999997,29,0.065,4,0.75,3,13,200,104.3,21.9,7,24,72,8.0,1.4,1,0.5,31,0.355,11,48.3,28,0.563,14.7,11,31,0.581,18,0.606,20,"The Colonial Life Arena, Columbia, South Carolina",MISSISSIPPI,Ole Miss,68.6,Away,OKLAHOMA,Oklahoma,Mississippi,sec,32,False,True,True,Home,False,11,18,62,28,58,6,28,59,0,1,261,586,1844,0.5300976138828634,976,1900,0.5136842105263157,235,563,1810,0.5058011049723757,0.625
