,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,NEW-HAMPSHIRE_homegame,NEW-HAMPSHIRE_homegame2,NEW-HAMPSHIRE_home,NEW-HAMPSHIRE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-19-11-new-hampshire,43.5,10,4.8,1,80.3,86.1,31,0.542,48,0.479,23,0.41700000000000004,20,0.3,6,5,200,95.1,15.6,5,10,58,,4.9,3,0.33299999999999996,16,0.375,6,52.9,36,0.504,15.0,10,32,0.531,17,0.5,5,"December 19, 2018",63.2,12,0.0,0,95.1,84.4,27,0.444,54,0.35200000000000004,19,0.09300000000000001,5,0.2,1,9,200,80.3,13.9,5,17,49,,4.9,3,0.611,33,0.303,10,47.1,32,0.435,13.8,9,21,0.429,9,0.182,2,"Lundholm Gymnasium, Durham, New Hampshire",NEW-HAMPSHIRE,New Hampshire,61.4,Away,MARIST,Marist,New Hampshire,america-east,10,False,True,True,Home,False,10,9,54,32,68,6,17,48,0,1,94,155,624,0.47435897435897434,349,686,0.5087463556851312,80,181,567,0.5308641975308642,0.2
11,2018-12-22-13-new-hampshire,10.0,2,4.5,1,83.8,93.1,27,0.449,49,0.408,20,0.51,25,0.76,19,9,200,92.6,22.6,7,20,63,,5.9,4,0.36700000000000005,18,0.222,4,56.7,34,0.517,21.1,16,31,0.516,16,0.25,3,"December 22, 2018",35.0,7,6.5,2,92.6,77.4,24,0.5,48,0.41700000000000004,20,0.271,13,0.6920000000000001,9,10,200,83.8,6.9,2,21,57,,7.4,5,0.542,26,0.308,8,43.3,26,0.526,19.5,13,22,0.545,12,0.16699999999999998,2,"Lundholm Gymnasium, Durham, New Hampshire",NEW-HAMPSHIRE,New Hampshire,67.5,Away,FAIRFIELD,Fairfield,New Hampshire,america-east,11,False,True,True,Home,False,8,12,48,26,60,4,16,49,0,1,104,164,678,0.471976401179941,381,754,0.5053050397877984,86,198,615,0.5317073170731708,0.18181818181818182
12,2018-12-30-12-dartmouth,41.7,10,3.7,1,118.8,73.1,19,0.518,55,0.436,24,0.23600000000000002,13,0.846,11,11,200,106.3,20.0,6,26,68,,6.3,4,0.455,25,0.36,9,44.6,25,0.556,14.1,10,30,0.5,15,0.154,2,"December 30, 2018",61.9,13,13.3,4,106.3,80.0,24,0.5,47,0.447,21,0.809,38,0.763,29,6,200,118.8,26.9,7,12,76,,4.7,3,0.426,20,0.25,5,55.4,31,0.584,7.3,5,27,0.593,16,0.6,9,"Leede Arena, Hanover, New Hampshire",NEW-HAMPSHIRE,New Hampshire,64.1,Home,DARTMOUTH,Dartmouth,New Hampshire,america-east,12,False,False,False,Away,False,9,15,55,25,56,5,16,47,0,1,112,176,726,0.4738292011019284,407,814,0.5,90,214,664,0.5256024096385542,0.16666666666666666
13,2019-01-05-14-binghamton,61.9,13,12.0,3,107.8,91.7,22,0.509,54,0.389,21,0.111,6,0.5,3,12,200,90.6,9.7,3,18,58,,7.8,5,0.574,31,0.419,13,45.5,25,0.51,15.0,10,23,0.348,8,0.14300000000000002,2,"January 5, 2019",45.5,10,8.7,2,90.6,90.3,28,0.591,44,0.5,22,0.591,26,0.654,17,11,200,107.8,8.3,2,8,69,,12.5,8,0.43200000000000005,19,0.42100000000000004,8,54.5,30,0.612,14.0,9,25,0.56,14,0.312,5,"Binghamton University Events Center, Vestal, New York",NEW-HAMPSHIRE,New Hampshire,63.6,Home,BINGHAMTON,Binghamton,New Hampshire,america-east,13,False,False,False,Away,False,13,8,54,25,55,8,14,44,0,1,121,191,781,0.47695262483994877,432,870,0.496551724137931,95,230,711,0.5239099859353024,0.15384615384615385
14,2019-01-09-19-new-hampshire,33.3,6,0.0,0,95.8,84.8,28,0.43,50,0.36,18,0.52,26,0.8079999999999999,21,9,200,90.1,21.9,7,14,64,,7.0,5,0.46,23,0.304,7,53.8,35,0.513,20.7,16,27,0.40700000000000003,11,0.47100000000000003,8,"January 9, 2019",52.0,13,7.4,2,90.1,78.1,25,0.475,60,0.41700000000000004,25,0.233,14,0.7859999999999999,11,12,200,95.8,15.2,5,20,68,,7.0,5,0.467,28,0.25,7,46.2,30,0.51,12.0,9,32,0.563,18,0.2,3,"Lundholm Gymnasium, Durham, New Hampshire",MASSACHUSETTS-LOWELL,UMass-Lowell,71.0,Home,NEW-HAMPSHIRE,New Hampshire,New Hampshire,america-east,14,True,False,True,Home,True,7,18,60,30,65,7,11,50,1,0,134,199,835,0.47904191616766467,457,925,0.49405405405405406,103,244,755,0.5278145695364238,0.14285714285714285
15,2019-01-12-19-stony-brook,38.9,7,10.0,4,82.7,65.7,23,0.32,64,0.281,18,0.094,6,0.5,3,13,200,58.7,16.7,7,19,44,,5.3,4,0.45299999999999996,29,0.172,5,39.0,30,0.32899999999999996,19.4,16,35,0.371,13,0.188,3,"January 12, 2019",36.4,8,14.3,5,58.7,83.3,35,0.4,60,0.36700000000000005,22,0.267,16,0.875,14,3,200,82.7,34.3,12,13,62,,9.3,7,0.33299999999999996,20,0.2,4,61.0,47,0.45899999999999996,22.1,19,40,0.45,18,0.833,15,"Island Federal Credit Union, Stony Brook, New York",NEW-HAMPSHIRE,New Hampshire,75.2,Home,STONY-BROOK,Stony Brook,New Hampshire,america-east,15,False,False,False,Away,False,5,13,64,30,77,4,18,60,0,1,141,217,895,0.4787709497206704,487,990,0.4919191919191919,110,255,805,0.5217391304347826,0.2
16,2019-01-16-19-new-hampshire,22.2,6,25.0,8,92.2,78.8,26,0.555,55,0.491,27,0.273,15,0.8,12,4,200,114.1,14.8,4,16,73,,3.1,2,0.218,12,0.583,7,50.0,30,0.588,10.2,7,43,0.465,20,0.778,14,"January 16, 2019",47.6,10,4.7,2,114.1,85.2,23,0.491,53,0.396,21,0.226,12,0.583,7,14,200,92.2,21.2,7,22,59,,1.6,1,0.396,21,0.47600000000000003,10,50.0,30,0.503,17.1,12,32,0.344,11,0.17600000000000002,3,"Lundholm Gymnasium, Durham, New Hampshire",NEW-HAMPSHIRE,New Hampshire,64.4,Away,VERMONT,Vermont,New Hampshire,america-east,16,False,True,True,Home,False,10,11,53,30,60,7,20,55,0,1,146,230,959,0.4681960375391032,517,1067,0.4845360824742268,114,273,865,0.5132947976878612,0.1875
17,2019-01-23-19-hartford,46.7,7,12.5,4,112.1,77.4,24,0.273,66,0.22699999999999998,15,0.136,9,0.33299999999999996,3,15,200,59.1,22.0,11,13,39,,4.5,3,0.439,29,0.207,6,43.2,35,0.27699999999999997,7.9,6,37,0.243,9,0.16699999999999998,3,"January 23, 2019",42.9,12,5.4,2,59.1,78.0,39,0.5479999999999999,62,0.452,28,0.129,8,0.75,6,10,200,112.1,22.6,7,19,74,,4.5,3,0.484,30,0.4,12,56.8,46,0.562,9.7,7,32,0.5,16,0.5,10,"Chase Family Arena, Hartford, Connecticut",NEW-HAMPSHIRE,New Hampshire,65.5,Home,HARTFORD,Hartford,New Hampshire,america-east,17,False,False,False,Away,False,6,9,66,35,81,12,16,62,0,1,156,241,1012,0.46936758893280633,547,1127,0.48535936113575867,121,293,920,0.5157608695652174,0.17647058823529413
18,2019-01-26-13-new-hampshire,36.4,8,3.6,1,77.3,87.5,28,0.48,51,0.431,22,0.235,12,0.833,10,9,200,89.4,21.4,6,11,59,,6.1,4,0.275,14,0.35700000000000004,5,56.7,34,0.52,22.1,16,37,0.45899999999999996,17,0.591,13,"January 26, 2019",40.9,9,2.7,1,89.4,78.6,22,0.47200000000000003,54,0.40700000000000003,22,0.07400000000000001,4,0.0,0,16,200,77.3,12.5,4,16,51,,9.1,6,0.48100000000000004,26,0.26899999999999996,7,43.3,26,0.456,20.1,14,28,0.536,15,0.158,3,"Lundholm Gymnasium, Durham, New Hampshire",NEW-HAMPSHIRE,New Hampshire,66.3,Away,MARYLAND-BALTIMORE-COUNTY,UMBC,New Hampshire,america-east,18,False,True,True,Home,False,7,15,54,26,60,5,17,51,0,1,162,250,1078,0.45732838589981445,582,1208,0.4817880794701987,133,309,982,0.5178207739307535,0.16666666666666666
19,2019-01-30-19-new-hampshire,44.4,8,3.7,1,62.7,67.6,25,0.469,48,0.375,18,0.479,23,0.7390000000000001,17,15,200,92.5,19.4,6,22,62,,10.4,7,0.479,23,0.391,9,45.6,31,0.526,17.1,12,25,0.36,9,0.318,7,"January 30, 2019",30.8,4,8.0,2,92.5,80.6,25,0.306,54,0.24100000000000002,13,0.33299999999999996,18,0.5,9,17,200,62.7,32.4,12,19,42,,3.0,2,0.5,27,0.259,7,54.4,37,0.336,22.5,18,27,0.222,6,0.15,3,"Lundholm Gymnasium, Durham, New Hampshire",NEW-HAMPSHIRE,New Hampshire,66.7,Away,ALBANY-NY,Albany (NY),New Hampshire,america-east,19,False,True,True,Home,False,7,6,54,37,68,9,9,48,0,1,169,265,1132,0.4580388692579505,608,1268,0.4794952681388013,138,326,1033,0.515972894482091,0.15789473684210525
20,2019-02-03-13-maine,88.2,15,2.9,1,95.4,89.7,26,0.44299999999999995,53,0.321,17,0.245,13,0.462,6,18,200,81.5,14.3,5,19,53,,3.1,2,0.623,33,0.39399999999999996,13,48.4,31,0.44799999999999995,17.0,12,20,0.2,4,0.14300000000000002,3,"February 3, 2019",69.6,16,25.0,5,81.5,85.7,30,0.51,49,0.469,23,0.38799999999999996,19,0.632,12,18,200,95.4,10.3,3,14,62,,12.3,8,0.306,15,0.267,4,51.6,33,0.534,13.6,9,34,0.5589999999999999,19,0.217,5,"Cross Insurance Center, Bangor, Maine",NEW-HAMPSHIRE,New Hampshire,65.1,Home,MAINE,Maine,New Hampshire,america-east,20,False,False,False,Away,False,13,4,53,31,64,4,19,49,0,1,176,271,1186,0.45109612141652616,645,1336,0.48278443113772457,147,335,1081,0.5138760407030527,0.15
21,2019-02-06-19-massachusetts-lowell,41.7,10,6.1,2,114.3,75.9,22,0.43200000000000005,66,0.364,24,0.182,12,0.41700000000000004,5,19,200,98.4,26.7,12,20,62,,4.8,3,0.53,35,0.257,9,45.9,34,0.43200000000000005,6.6,5,31,0.484,15,0.136,3,"February 6, 2019",37.5,9,6.5,2,98.4,73.3,33,0.541,49,0.49,24,0.5710000000000001,28,0.679,19,11,200,114.3,24.1,7,19,72,,3.2,2,0.327,16,0.313,5,54.1,40,0.578,8.9,6,33,0.5760000000000001,19,0.542,13,"Costello Athletic Center, Lowell, Massachusetts",NEW-HAMPSHIRE,New Hampshire,63.0,Home,MASSACHUSETTS-LOWELL,UMass-Lowell,New Hampshire,america-east,21,False,False,False,Away,False,9,15,66,34,74,5,19,49,0,1,189,275,1239,0.45076674737691685,676,1400,0.4828571428571429,151,354,1130,0.513716814159292,0.14285714285714285
22,2019-02-09-13-new-hampshire,42.3,11,3.3,1,96.8,73.1,19,0.555,55,0.473,26,0.145,8,0.875,7,18,200,107.9,25.9,7,10,68,,9.5,6,0.418,23,0.391,9,49.1,26,0.578,17.0,12,32,0.531,17,0.28,7,"February 9, 2019",69.6,16,0.0,0,107.9,74.1,20,0.52,51,0.451,23,0.17600000000000002,9,0.889,8,20,200,96.8,26.9,7,11,61,,11.1,7,0.41200000000000003,21,0.33299999999999996,7,50.9,27,0.552,19.1,13,30,0.5329999999999999,16,0.13,3,"Lundholm Gymnasium, Durham, New Hampshire",NEW-HAMPSHIRE,New Hampshire,62.5,Away,BINGHAMTON,Binghamton,New Hampshire,america-east,22,False,True,True,Home,False,7,16,51,27,53,9,17,55,0,1,198,290,1305,0.44980842911877394,710,1474,0.4816824966078697,156,373,1179,0.5148430873621713,0.13636363636363635
23,2019-02-13-19-vermont,40.0,6,2.8,1,110.6,80.8,21,0.39799999999999996,44,0.341,15,0.341,15,0.6,9,21,200,66.7,6.5,2,20,44,,4.5,3,0.455,20,0.25,5,40.4,23,0.43,22.9,15,24,0.41700000000000004,10,0.125,3,"February 13, 2019",34.6,9,0.0,0,66.7,93.5,29,0.5379999999999999,53,0.491,26,0.45299999999999996,24,0.667,16,5,200,110.6,19.2,5,15,73,,9.1,6,0.321,17,0.294,5,59.6,34,0.5670000000000001,11.2,8,36,0.583,21,0.8,20,"Roy L. Patrick Gymnasium, Burlington, Vermont",NEW-HAMPSHIRE,New Hampshire,65.8,Home,VERMONT,Vermont,New Hampshire,america-east,23,False,False,False,Away,False,5,10,44,23,57,5,21,53,0,1,205,306,1356,0.4524336283185841,737,1527,0.48264571054354943,165,390,1234,0.516612641815235,0.13043478260869565
24,2019-02-16-13-new-hampshire,18.2,4,16.0,4,94.1,84.4,27,0.4,60,0.36700000000000005,22,0.433,26,0.6920000000000001,18,5,200,97.1,34.2,13,15,66,,10.3,7,0.33299999999999996,20,0.2,4,57.1,40,0.456,11.2,9,40,0.45,18,0.8079999999999999,21,"February 16, 2019",70.0,14,2.5,1,97.1,65.8,25,0.48200000000000004,55,0.364,20,0.255,14,0.7859999999999999,11,22,200,94.1,15.6,5,21,64,,2.9,2,0.545,30,0.433,13,42.9,30,0.519,14.1,10,25,0.28,7,0.12,3,"Lundholm Gymnasium, Durham, New Hampshire",NEW-HAMPSHIRE,New Hampshire,67.5,Away,STONY-BROOK,Stony Brook,New Hampshire,america-east,24,False,True,True,Home,False,13,7,55,30,70,4,18,60,0,1,210,316,1400,0.45071428571428573,760,1584,0.4797979797979798,170,411,1287,0.5174825174825175,0.125
25,2019-02-21-19-new-hampshire,40.7,11,9.1,3,76.9,71.4,30,0.5820000000000001,55,0.491,27,0.218,12,0.5,6,13,200,107.7,13.3,4,16,70,,9.2,6,0.382,21,0.47600000000000003,10,47.2,34,0.5770000000000001,11.7,8,34,0.5,17,0.519,14,"February 21, 2019",58.8,10,2.9,1,107.7,86.7,26,0.345,58,0.293,17,0.24100000000000002,14,0.7140000000000001,10,23,200,76.9,28.6,12,10,50,,4.6,3,0.431,25,0.24,6,52.8,38,0.387,15.8,12,33,0.33299999999999996,11,0.115,3,"Lundholm Gymnasium, Durham, New Hampshire",NEW-HAMPSHIRE,New Hampshire,64.7,Away,HARTFORD,Hartford,New Hampshire,america-east,25,False,True,True,Home,False,6,11,58,38,72,10,17,55,0,1,223,323,1455,0.4518900343642612,790,1654,0.47762998790810157,174,429,1347,0.512249443207127,0.12
26,2019-02-27-19-albany-ny,56.5,13,0.0,0,96.7,74.1,20,0.55,50,0.46,23,0.26,13,0.5379999999999999,7,23,200,103.3,13.3,4,15,62,,11.7,7,0.44,22,0.409,9,42.1,24,0.552,11.2,7,28,0.5,14,0.14800000000000002,4,"February 27, 2019",27.8,5,7.1,2,103.3,86.7,26,0.467,45,0.4,18,0.444,20,0.8,16,18,200,96.7,25.9,7,13,58,,5.0,3,0.467,21,0.28600000000000003,6,57.9,33,0.532,20.6,14,24,0.5,12,0.379,11,"SEFCU Arena, Albany, New York",ALBANY-NY,Albany (NY),60.3,Away,NEW-HAMPSHIRE,New Hampshire,New Hampshire,america-east,26,False,False,False,Away,True,9,14,50,24,57,6,12,45,1,0,229,334,1513,0.4477858559153999,828,1726,0.4797219003476246,184,446,1402,0.514978601997147,0.11538461538461539
