,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,BOISE-STATE_homegame,BOISE-STATE_homegame2,BOISE-STATE_home,BOISE-STATE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-19-22-loyola-marymount,70.8,17,12.0,3,107.7,88.9,24,0.611,45,0.5329999999999999,24,0.42200000000000004,19,0.737,14,7,200,106.2,15.8,3,16,69,,6.2,4,0.444,20,0.35,7,58.7,27,0.639,20.8,14,25,0.68,17,0.364,4,"December 19, 2018",56.5,13,4.0,1,106.2,84.2,16,0.509,55,0.418,23,0.29100000000000004,16,0.875,14,1,200,107.7,11.1,3,15,70,,9.2,6,0.545,30,0.33299999999999996,10,41.3,19,0.5589999999999999,7.5,5,25,0.52,13,0.917,11,"Albert Gersten Pavilion, Los Angeles, California",BOISE-STATE,Boise State,64.8,Home,LOYOLA-MARYMOUNT,Loyola Marymount,Boise State,mwc,10,False,False,False,Away,False,7,17,45,27,46,10,13,55,0,1,72,184,546,0.5347985347985348,311,598,0.520066889632107,70,175,558,0.5017921146953405,0.4
11,2018-12-22-15-boise-state,50.0,11,5.7,2,123.9,68.2,15,0.552,48,0.45799999999999996,22,0.583,28,0.643,18,5,200,106.0,29.6,8,25,71,,6.0,4,0.521,25,0.36,9,46.9,23,0.579,15.4,11,23,0.565,13,0.643,9,"December 22, 2018",33.3,9,8.7,2,106.0,70.4,19,0.5770000000000001,52,0.519,27,0.596,31,0.742,23,7,200,123.9,31.8,7,22,83,,10.4,7,0.327,17,0.353,6,53.1,26,0.622,13.2,10,35,0.6,21,0.41700000000000004,5,"Taco Bell Arena, Boise, Idaho",PACIFIC,Pacific,67.0,Home,BOISE-STATE,Boise State,Boise State,mwc,11,True,False,True,Home,True,6,21,52,26,49,9,13,48,1,0,79,201,591,0.5406091370558376,338,644,0.5248447204968945,80,188,613,0.5024469820554649,0.36363636363636365
12,2018-12-29-19-boise-state,39.1,9,0.0,0,76.9,77.4,24,0.442,60,0.38299999999999995,23,0.183,11,0.818,9,4,200,95.4,17.2,5,18,62,,21.5,14,0.4,24,0.292,7,48.3,29,0.475,9.7,7,36,0.444,16,0.6920000000000001,9,"December 29, 2018",40.0,6,8.3,3,95.4,82.8,24,0.429,42,0.35700000000000004,15,0.47600000000000003,20,0.7,14,8,200,76.9,22.6,7,16,50,,6.2,4,0.5,21,0.28600000000000003,6,51.7,31,0.485,27.2,19,21,0.429,9,0.385,5,"Taco Bell Arena, Boise, Idaho",BOISE-STATE,Boise State,65.4,Away,OREGON,Oregon,Boise State,mwc,12,False,True,True,Home,False,6,9,42,31,60,7,16,60,0,1,85,222,643,0.5435458786936236,364,693,0.5252525252525253,89,201,661,0.5060514372163388,0.4166666666666667
13,2019-01-02-21-wyoming,52.0,13,8.3,2,88.7,84.6,22,0.49200000000000005,59,0.424,25,0.254,15,0.733,11,8,200,111.3,32.3,10,19,69,,12.9,8,0.441,26,0.308,8,56.1,32,0.522,8.4,6,33,0.515,17,0.429,6,"January 2, 2019",50.0,7,0.0,0,111.3,67.7,21,0.425,40,0.35,14,0.6,24,0.875,21,10,200,88.7,15.4,4,15,55,,3.2,2,0.4,16,0.375,6,43.9,25,0.535,22.9,15,24,0.33299999999999996,8,0.28600000000000003,4,"Arena-Auditorium, Laramie, Wyoming",WYOMING,Wyoming,62.3,Away,BOISE-STATE,Boise State,Boise State,mwc,13,False,False,False,Away,True,8,17,59,32,57,6,8,40,1,0,91,231,685,0.5364963503649635,395,753,0.5245683930942895,96,217,721,0.5006934812760055,0.38461538461538464
14,2019-01-05-22-boise-state,45.5,10,3.4,1,127.5,70.8,17,0.435,54,0.40700000000000003,22,0.40700000000000003,22,0.773,17,6,200,92.8,17.9,5,25,64,,7.2,5,0.389,21,0.14300000000000002,3,42.3,22,0.49700000000000005,12.4,9,33,0.5760000000000001,19,0.5710000000000001,8,"January 5, 2019",44.8,13,6.1,2,92.8,82.1,23,0.647,51,0.569,29,0.5489999999999999,28,0.7859999999999999,22,8,200,127.5,29.2,7,17,88,,5.8,4,0.431,22,0.364,8,57.7,30,0.684,15.9,12,29,0.7240000000000001,21,0.467,7,"Taco Bell Arena, Boise, Idaho",SAN-DIEGO-STATE,San Diego State,68.9,Home,BOISE-STATE,Boise State,Boise State,mwc,14,True,False,True,Home,True,8,21,51,30,52,3,19,54,1,0,99,248,744,0.5329301075268817,427,810,0.5271604938271605,102,225,761,0.4967148488830486,0.42857142857142855
15,2019-01-12-15-san-jose-state,60.0,18,2.6,1,92.8,77.8,21,0.636,59,0.508,30,0.203,12,1.0,12,8,200,126.1,40.7,11,22,87,,10.1,7,0.525,31,0.484,15,59.3,32,0.672,16.8,13,28,0.536,15,0.5,8,"January 12, 2019",68.2,15,3.6,1,126.1,59.3,16,0.48,49,0.449,22,0.469,23,0.7390000000000001,17,12,200,92.8,22.2,6,15,64,,5.8,4,0.22399999999999998,11,0.273,3,40.7,22,0.534,23.3,18,38,0.5,19,0.2,3,"San Jose State Event Center, San Jose, California",SAN-JOSE-STATE,San Jose State,69.3,Away,BOISE-STATE,Boise State,Boise State,mwc,15,False,False,False,Away,True,15,15,59,32,54,3,19,49,1,0,107,269,795,0.540251572327044,457,862,0.5301624129930395,105,244,815,0.49263803680981594,0.4666666666666667
16,2019-01-15-21-boise-state,38.5,10,8.3,3,98.6,86.2,25,0.598,51,0.51,26,0.33299999999999996,17,0.647,11,1,200,100.0,8.3,2,21,72,10.0,5.6,4,0.49,25,0.36,9,50.9,27,0.609,19.3,14,26,0.654,17,0.9440000000000001,17,"January 15, 2019",29.2,7,3.8,1,100.0,91.7,22,0.465,57,0.42100000000000004,24,0.40399999999999997,23,0.7829999999999999,18,9,200,98.6,13.8,4,16,71,,9.7,7,0.368,21,0.23800000000000002,5,49.1,26,0.523,11.8,9,36,0.528,19,0.47100000000000003,8,"Taco Bell Arena, Boise, Idaho",BOISE-STATE,Boise State,72.0,Away,NEVADA,Nevada,Boise State,mwc,16,False,True,True,Home,False,5,19,57,26,53,9,17,51,0,1,122,284,854,0.5468384074941453,489,916,0.5338427947598253,108,263,864,0.49189814814814814,0.5
17,2019-01-19-17-boise-state,43.5,10,16.7,5,80.3,77.8,21,0.51,52,0.442,23,0.231,12,0.833,10,4,200,95.5,36.8,7,13,63,,9.1,6,0.442,23,0.304,7,60.9,28,0.546,21.8,16,29,0.552,16,0.765,13,"January 19, 2019",38.1,8,10.3,3,95.5,63.2,12,0.451,51,0.41200000000000003,21,0.157,8,0.875,7,10,200,80.3,22.2,6,15,53,,6.1,4,0.41200000000000003,21,0.19,4,39.1,18,0.484,22.7,16,30,0.5670000000000001,17,0.444,8,"Taco Bell Arena, Boise, Idaho",BOISE-STATE,Boise State,65.8,Away,FRESNO-STATE,Fresno State,Boise State,mwc,17,False,True,True,Home,False,4,17,51,18,46,7,16,52,0,1,127,303,911,0.5417124039517014,515,969,0.5314757481940144,117,280,915,0.49781420765027323,0.47058823529411764
18,2019-01-22-21-air-force,20.0,4,12.5,4,112.1,66.7,16,0.409,55,0.364,20,0.418,23,0.652,15,11,200,90.9,13.9,5,19,60,,10.6,7,0.455,25,0.2,5,35.0,21,0.455,8.4,6,30,0.5,15,0.42100000000000004,8,"January 22, 2019",53.8,14,13.3,4,90.9,86.1,31,0.594,48,0.542,26,0.43799999999999994,21,0.81,17,11,200,112.1,33.3,8,18,74,,1.5,1,0.33299999999999996,16,0.313,5,65.0,39,0.638,21.8,16,32,0.6559999999999999,21,0.42100000000000004,8,"Clune Arena , Colorado Springs, Colorado",BOISE-STATE,Boise State,66.5,Home,AIR-FORCE,Air Force,Boise State,mwc,18,False,False,False,Away,False,5,15,55,21,60,5,21,48,0,1,131,320,962,0.5369022869022869,533,1015,0.5251231527093596,124,296,967,0.4984488107549121,0.4444444444444444
19,2019-01-26-16-boise-state,52.9,9,11.1,3,104.1,64.3,18,0.419,43,0.395,17,0.488,21,0.762,16,15,200,70.3,8.3,2,23,52,,10.8,8,0.37200000000000005,16,0.125,2,38.5,20,0.491,31.5,24,27,0.556,15,0.25,5,"January 26, 2019",62.5,15,0.0,0,70.3,91.7,22,0.5379999999999999,53,0.45299999999999996,24,0.509,27,0.741,20,11,200,104.1,35.7,10,20,77,,14.9,11,0.491,26,0.34600000000000003,9,61.5,32,0.585,21.7,18,27,0.556,15,0.45,9,"Taco Bell Arena, Boise, Idaho",WYOMING,Wyoming,74.4,Home,BOISE-STATE,Boise State,Boise State,mwc,19,True,False,True,Home,True,9,15,53,32,52,2,15,43,1,0,136,335,1017,0.5299901671583087,554,1075,0.5153488372093024,129,317,1015,0.5029556650246305,0.42105263157894735
20,2019-01-29-21-colorado-state,69.2,18,8.1,3,107.9,61.1,22,0.6559999999999999,45,0.578,26,0.311,14,0.7859999999999999,11,11,200,111.1,9.5,2,13,70,,6.3,4,0.35600000000000004,16,0.43799999999999994,7,42.1,24,0.6779999999999999,21.5,14,29,0.655,19,0.47600000000000003,10,"January 29, 2019",81.5,22,6.9,2,111.1,90.5,19,0.49200000000000005,62,0.435,27,0.145,9,0.778,7,13,200,107.9,38.9,14,17,68,,9.5,6,0.40299999999999997,25,0.28,7,57.9,33,0.513,13.2,10,37,0.541,20,0.381,8,"Moby Arena, Fort Collins, Colorado",COLORADO-STATE,Colorado State,63.0,Away,BOISE-STATE,Boise State,Boise State,mwc,20,False,False,False,Away,True,7,19,45,24,57,7,20,62,1,0,145,350,1070,0.530373831775701,586,1127,0.5199645075421473,131,332,1058,0.4995274102079395,0.45
21,2019-02-02-18-nevada,50.0,13,2.9,1,131.0,84.6,22,0.545,56,0.46399999999999997,26,0.33899999999999997,19,0.632,12,12,200,102.8,12.1,4,15,73,,2.8,2,0.375,21,0.429,9,44.1,26,0.561,14.6,11,35,0.486,17,0.455,10,"February 2, 2019",62.9,22,5.7,2,102.8,87.9,29,0.659,63,0.556,35,0.20600000000000002,13,0.769,10,1,200,131.0,15.4,4,20,93,8.0,7.0,5,0.444,28,0.46399999999999997,13,55.9,33,0.672,5.5,4,35,0.629,22,0.955,21,"Lawlor Events Center, Reno, Nevada",BOISE-STATE,Boise State,70.6,Home,NEVADA,Nevada,Boise State,mwc,21,False,False,False,Away,False,9,17,56,26,59,13,22,63,0,1,152,369,1115,0.5354260089686098,610,1184,0.5152027027027027,138,352,1120,0.49910714285714286,0.47619047619047616
22,2019-02-06-23-boise-state,57.1,16,16.7,6,109.1,89.3,25,0.6729999999999999,52,0.5379999999999999,28,0.365,19,0.684,13,10,200,125.8,14.3,3,15,83,,1.5,1,0.5,26,0.5379999999999999,14,57.1,28,0.68,11.7,8,26,0.5379999999999999,14,0.545,12,"February 6, 2019",48.3,14,3.8,1,125.8,85.7,18,0.573,55,0.527,29,0.309,17,0.529,9,13,200,109.1,10.7,3,16,72,,7.6,5,0.345,19,0.263,5,42.9,21,0.5710000000000001,7.4,5,36,0.667,24,0.435,10,"Taco Bell Arena, Boise, Idaho",BOISE-STATE,Boise State,65.6,Away,NEVADA-LAS-VEGAS,UNLV,Boise State,mwc,22,False,True,True,Home,False,5,24,55,21,49,14,14,52,0,1,161,386,1171,0.535866780529462,636,1243,0.5116653258246179,151,374,1183,0.5076077768385461,0.45454545454545453
23,2019-02-09-14-boise-state,50.0,10,0.0,0,150.0,80.0,20,0.44299999999999995,53,0.377,20,0.34,18,0.556,10,19,200,81.4,25.0,8,12,57,,1.4,1,0.377,20,0.35,7,49.1,28,0.46299999999999997,20.8,16,33,0.39399999999999996,13,0.136,3,"February 9, 2019",42.5,17,6.1,2,81.4,75.0,24,0.742,64,0.625,40,0.188,12,0.833,10,13,200,150.0,20.0,5,15,105,,11.4,8,0.469,30,0.5,15,50.9,29,0.753,6.7,5,34,0.735,25,0.45799999999999996,11,"Taco Bell Arena, Boise, Idaho",SAN-JOSE-STATE,San Jose State,69.6,Home,BOISE-STATE,Boise State,Boise State,mwc,23,True,False,True,Home,True,15,25,64,29,57,7,13,53,1,0,166,410,1226,0.5375203915171288,657,1292,0.5085139318885449,165,388,1235,0.5145748987854251,0.43478260869565216
24,2019-02-13-22-fresno-state,36.4,8,0.0,0,100.0,80.0,24,0.392,60,0.36700000000000005,22,0.28300000000000003,17,0.941,16,14,200,96.9,26.5,9,21,63,,12.3,8,0.28300000000000003,17,0.17600000000000002,3,51.6,33,0.46299999999999997,11.8,9,43,0.442,19,0.44,11,"February 13, 2019",47.6,10,11.6,5,96.9,73.5,25,0.5429999999999999,47,0.447,21,0.426,20,0.7,14,6,200,100.0,20.0,6,14,65,,7.7,5,0.596,28,0.321,9,48.4,31,0.575,17.7,12,19,0.632,12,0.75,18,"Save Mart Center, Fresno, California",BOISE-STATE,Boise State,65.3,Home,FRESNO-STATE,Fresno State,Boise State,mwc,24,False,False,False,Away,False,3,19,60,33,64,9,12,47,0,1,181,435,1290,0.5476744186046512,686,1349,0.508524833209785,172,401,1288,0.5116459627329193,0.4583333333333333
25,2019-02-16-19-san-diego-state,58.3,14,7.7,3,106.0,55.2,16,0.5,56,0.429,24,0.304,17,0.529,9,15,200,97.0,26.5,9,20,65,,14.9,10,0.33899999999999997,19,0.42100000000000004,8,39.7,25,0.507,13.6,10,37,0.43200000000000005,16,0.423,11,"February 16, 2019",48.0,12,18.9,7,97.0,73.5,25,0.491,55,0.455,25,0.436,24,0.708,17,9,200,106.0,44.8,13,18,71,,10.4,7,0.29100000000000004,16,0.25,4,60.3,38,0.535,19.6,16,39,0.5379999999999999,21,0.64,16,"Viejas Arena, San Diego, California",BOISE-STATE,Boise State,67.2,Home,SAN-DIEGO-STATE,San Diego State,Boise State,mwc,25,False,False,False,Away,False,8,16,56,25,63,4,21,55,0,1,184,454,1350,0.5407407407407407,719,1413,0.5088464260438783,181,413,1335,0.5127340823970038,0.44
26,2019-02-23-16-boise-state,52.0,13,3.1,1,95.9,94.1,32,0.509,58,0.431,25,0.414,24,0.792,19,6,225,105.4,16.2,6,17,78,,4.1,3,0.44799999999999995,26,0.34600000000000003,9,53.5,38,0.562,12.7,10,32,0.5,16,0.7859999999999999,22,"February 23, 2019",50.0,12,6.3,2,105.4,83.8,31,0.526,57,0.42100000000000004,24,0.33299999999999996,19,0.579,11,16,225,95.9,5.9,2,20,71,,5.4,4,0.439,25,0.48,12,46.5,33,0.5379999999999999,13.3,10,32,0.375,12,0.40700000000000003,11,"Taco Bell Arena, Boise, Idaho",BOISE-STATE,Boise State,65.5,Away,UTAH-STATE,Utah State,Boise State,mwc,26,False,True,True,Home,False,12,12,57,33,71,9,16,58,0,1,192,470,1406,0.5391180654338549,744,1476,0.5040650406504065,185,434,1390,0.5118705035971223,0.4230769230769231
