,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,SOUTHEASTERN-LOUISIANA_homegame,SOUTHEASTERN-LOUISIANA_homegame2,SOUTHEASTERN-LOUISIANA_home,SOUTHEASTERN-LOUISIANA_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
13,2019-01-02-19-stephen-f-austin,60.9,14,8.3,3,92.9,59.4,19,0.539,51,0.451,23,0.17600000000000002,9,0.556,5,10,200,85.7,28.0,7,20,60,,15.7,11,0.49,25,0.36,9,45.6,26,0.5429999999999999,29.5,23,26,0.5379999999999999,14,0.28600000000000003,4,"January 2, 2019",40.0,8,15.4,4,85.7,72.0,18,0.442,52,0.385,20,0.519,27,0.7040000000000001,19,5,200,92.9,40.6,13,15,65,,17.1,12,0.308,16,0.375,6,54.4,31,0.501,21.0,17,36,0.389,14,0.615,8,"William Johnson Coliseum, Nacogdoches, Texas",SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,70.1,Home,STEPHEN-F-AUSTIN,Stephen F. Austin,Southeastern Louisiana,southland,13,False,False,False,Away,False,9,14,51,26,57,6,14,52,0,1,77,207,700,0.4607142857142857,393,816,0.48161764705882354,75,242,708,0.5007062146892656,0.3076923076923077
14,2019-01-05-17-southeastern-louisiana,30.8,8,4.2,1,97.3,66.7,18,0.604,48,0.542,26,0.396,19,0.789,15,9,200,100.0,8.7,2,17,73,,13.7,10,0.271,13,0.462,6,40.0,20,0.64,23.2,17,35,0.5710000000000001,20,0.4,6,"January 5, 2019",64.0,16,8.6,3,100.0,91.3,21,0.527,56,0.446,25,0.23199999999999998,13,0.9229999999999999,12,11,200,97.3,33.3,9,17,71,,12.3,9,0.5710000000000001,32,0.281,9,60.0,30,0.5710000000000001,24.5,20,24,0.667,16,0.267,4,"University Center, Hammond, Louisiana",SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,72.6,Away,CENTRAL-ARKANSAS,Central Arkansas,Southeastern Louisiana,southland,14,False,True,True,Home,False,9,16,56,30,50,6,20,48,0,1,86,221,751,0.46604527296937415,419,873,0.47995418098510884,81,256,760,0.4967105263157895,0.2857142857142857
15,2019-01-12-17-southeastern-louisiana,37.0,10,7.1,3,107.5,63.0,17,0.536,56,0.48200000000000004,27,0.35700000000000004,20,0.75,15,3,200,111.9,25.8,8,26,75,,10.4,7,0.23199999999999998,13,0.462,6,43.1,25,0.573,11.0,8,43,0.488,21,0.8240000000000001,14,"January 12, 2019",36.8,7,11.6,5,111.9,74.2,23,0.41,50,0.38,19,0.66,33,0.9390000000000001,31,12,200,107.5,37.0,10,17,72,,4.5,3,0.16,8,0.375,3,56.9,33,0.5479999999999999,16.8,13,42,0.381,16,0.25,4,"University Center, Hammond, Louisiana",SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,67.1,Away,ABILENE-CHRISTIAN,Abilene Christian,Southeastern Louisiana,southland,15,False,True,True,Home,False,3,16,50,33,58,6,21,56,0,1,95,237,807,0.47026022304832715,449,923,0.48645720476706394,87,276,808,0.5030940594059405,0.26666666666666666
16,2019-01-16-20-southeastern-louisiana,36.0,9,8.8,3,113.4,60.9,14,0.466,58,0.431,25,0.379,22,0.682,15,10,200,103.0,29.7,11,23,69,,7.5,5,0.276,16,0.25,4,41.7,25,0.504,12.9,10,42,0.5,21,0.444,8,"January 16, 2019",65.4,17,4.8,2,103.0,70.3,26,0.58,50,0.52,26,0.44,22,0.818,18,12,200,113.4,39.1,9,20,76,,7.5,5,0.32,16,0.375,6,58.3,35,0.629,21.1,16,34,0.588,20,0.294,5,"University Center, Hammond, Louisiana",LAMAR,Lamar,67.5,Home,SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,Southeastern Louisiana,southland,16,True,False,True,Home,True,6,20,50,35,60,4,21,58,1,0,98,253,857,0.46674445740956827,482,981,0.49133537206931704,93,297,864,0.5052083333333334,0.25
17,2019-01-19-14-mcneese-state,56.5,13,2.4,1,107.6,72.4,21,0.539,51,0.451,23,0.431,22,0.8640000000000001,19,12,200,112.1,42.3,11,15,74,,6.1,4,0.451,23,0.391,9,58.2,32,0.602,20.9,16,28,0.5,14,0.33299999999999996,6,"January 19, 2019",55.2,16,7.1,2,112.1,57.7,15,0.535,57,0.509,29,0.21100000000000002,12,0.833,10,13,200,107.6,27.6,8,19,71,,9.1,6,0.263,15,0.2,3,41.8,23,0.5660000000000001,13.8,10,42,0.619,26,0.316,6,"H&HP Complex, Lake Charles, Louisiana",MCNEESE-STATE,McNeese State,65.6,Away,SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,Southeastern Louisiana,southland,17,False,False,False,Away,True,9,14,51,32,55,3,26,57,1,0,104,273,907,0.4729878721058434,517,1041,0.4966378482228626,97,318,922,0.5027114967462039,0.29411764705882354
18,2019-01-23-20-houston-baptist,82.6,19,6.3,2,94.4,72.0,18,0.574,47,0.489,23,0.489,23,0.696,16,12,200,98.6,39.1,9,18,70,,14.1,10,0.38299999999999995,18,0.444,8,56.3,27,0.604,25.9,20,29,0.517,15,0.368,7,"January 23, 2019",40.9,9,10.3,3,98.6,60.9,14,0.521,47,0.46799999999999997,22,0.511,24,0.75,18,12,200,94.4,28.0,7,23,67,,15.5,11,0.319,15,0.33299999999999996,5,43.8,21,0.574,26.7,21,32,0.531,17,0.294,5,"Frank and Lucille Sharp Gymnasium, Houston, Texas",HOUSTON-BAPTIST,Houston Baptist,70.7,Away,SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,Southeastern Louisiana,southland,18,False,False,False,Away,True,8,15,47,27,48,5,17,47,1,0,113,287,958,0.47651356993736954,549,1096,0.5009124087591241,100,344,979,0.5045965270684372,0.3333333333333333
19,2019-01-26-16-northwestern-state,57.1,12,10.7,3,76.8,83.3,30,0.5,51,0.41200000000000003,21,0.41200000000000003,21,0.857,18,12,200,100.0,25.0,8,15,69,,11.6,8,0.431,22,0.409,9,55.9,38,0.5660000000000001,18.9,14,29,0.414,12,0.4,8,"January 26, 2019",55.6,10,13.8,4,100.0,75.0,24,0.39399999999999996,52,0.34600000000000003,18,0.34600000000000003,18,0.667,12,13,200,76.8,16.7,6,18,53,,11.6,8,0.462,24,0.20800000000000002,5,44.1,30,0.43799999999999994,21.1,16,28,0.46399999999999997,13,0.35,7,"Prather Coliseum, Natchitoches, Louisiana",NORTHWESTERN-STATE,Northwestern State,68.8,Away,SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,Southeastern Louisiana,southland,19,False,False,False,Away,True,9,12,51,38,68,5,13,52,1,0,121,302,1005,0.4810945273631841,576,1144,0.5034965034965035,105,361,1026,0.5053606237816765,0.3684210526315789
20,2019-01-30-20-southeastern-louisiana,38.1,8,4.5,1,78.8,87.5,21,0.45399999999999996,54,0.389,21,0.315,17,0.765,13,8,197,93.9,20.0,7,17,62,,12.1,8,0.48100000000000004,26,0.26899999999999996,7,47.5,28,0.499,15.2,11,28,0.5,14,0.619,13,"January 30, 2019",73.7,14,10.7,3,93.9,80.0,28,0.511,44,0.43200000000000005,19,0.25,11,0.636,7,13,197,78.8,12.5,3,17,52,,4.5,3,0.5,22,0.318,7,52.5,31,0.528,28.0,19,22,0.545,12,0.381,8,"University Center, Hammond, Louisiana",SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,66.6,Away,SAM-HOUSTON-STATE,Sam Houston State,Southeastern Louisiana,southland,20,False,True,True,Home,False,7,12,44,31,59,7,14,54,0,1,130,314,1056,0.48200757575757575,614,1212,0.5066006600660066,110,374,1078,0.5,0.4
21,2019-02-02-17-southeastern-louisiana,48.0,12,5.6,2,130.0,54.8,17,0.58,50,0.5,25,0.34,17,0.706,12,12,200,100.0,19.2,5,18,70,,5.7,4,0.48,24,0.33299999999999996,8,38.6,22,0.603,21.8,16,26,0.654,17,0.455,10,"February 2, 2019",73.5,25,3.8,1,100.0,80.8,21,0.609,64,0.531,34,0.281,18,0.722,13,13,200,130.0,45.2,14,17,91,,8.6,6,0.43799999999999994,28,0.35700000000000004,10,61.4,35,0.627,15.3,13,36,0.667,24,0.409,9,"University Center, Hammond, Louisiana",NICHOLLS-STATE,Nicholls State,70.3,Home,SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,Southeastern Louisiana,southland,21,True,False,True,Home,True,10,24,64,35,57,8,17,50,1,0,137,326,1100,0.48318181818181816,645,1271,0.5074744295830055,117,388,1132,0.49779151943462896,0.38095238095238093
22,2019-02-06-20-texas-am-corpus-christi,47.4,9,2.9,1,96.7,62.1,18,0.5,46,0.413,19,0.478,22,0.818,18,13,200,106.7,16.7,4,21,64,,5.0,3,0.522,24,0.33299999999999996,8,41.5,22,0.5670000000000001,16.5,11,22,0.5,11,0.435,10,"February 6, 2019",55.0,11,9.1,2,106.7,83.3,20,0.467,46,0.435,20,0.457,21,0.7140000000000001,15,13,200,96.7,37.9,11,22,58,,5.0,3,0.261,12,0.25,3,58.5,31,0.518,17.8,12,34,0.5,17,0.409,9,"Dugan Wellness Center, Corpus Christi, Texas",TEXAS-AM-CORPUS-CHRISTI,Texas A&M-Corpus Christi,60.2,Away,SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,Southeastern Louisiana,southland,22,False,False,False,Away,True,8,11,46,22,53,3,17,46,1,0,147,350,1164,0.4901202749140893,680,1328,0.5120481927710844,125,405,1182,0.501269035532995,0.4090909090909091
23,2019-02-09-17-central-arkansas,65.0,13,3.4,1,95.7,78.1,25,0.544,45,0.444,20,0.711,32,0.813,26,13,200,107.1,50.0,12,22,75,,1.4,1,0.556,25,0.36,9,66.1,37,0.623,25.3,20,20,0.55,11,0.45799999999999996,11,"February 9, 2019",50.0,9,0.0,0,107.1,50.0,12,0.396,53,0.34,18,0.585,31,0.8059999999999999,25,14,200,95.7,21.9,7,26,67,,10.0,7,0.45299999999999996,24,0.25,6,33.9,19,0.495,14.2,11,29,0.414,12,0.41700000000000004,10,"Jeff Farris Center, Conway, Arkansas",CENTRAL-ARKANSAS,Central Arkansas,70.0,Away,SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,Southeastern Louisiana,southland,23,False,False,False,Away,True,9,11,45,37,56,6,12,53,1,0,155,361,1210,0.49049586776859505,702,1381,0.5083272990586531,128,422,1228,0.5,0.43478260869565216
24,2019-02-13-20-southeastern-louisiana,29.2,7,10.7,3,106.1,65.5,19,0.5429999999999999,46,0.522,24,0.326,15,0.9329999999999999,14,18,200,97.0,19.0,4,16,64,,13.6,9,0.217,10,0.2,2,46.0,23,0.602,24.4,17,36,0.611,22,0.25,6,"February 13, 2019",69.2,18,13.9,5,97.0,81.0,17,0.5770000000000001,52,0.5,26,0.365,19,0.526,10,13,200,106.1,34.5,10,16,70,,12.1,8,0.462,24,0.33299999999999996,8,54.0,27,0.574,19.9,15,28,0.643,18,0.48,12,"University Center, Hammond, Louisiana",INCARNATE-WORD,Incarnate Word,66.1,Home,SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,Southeastern Louisiana,southland,24,True,False,True,Home,True,8,18,52,27,50,2,22,46,1,0,164,372,1255,0.49243027888446217,739,1437,0.5142658315935977,134,434,1281,0.4957064793130367,0.4583333333333333
25,2019-02-16-17-southeastern-louisiana,56.3,9,12.5,3,129.4,65.0,13,0.37,50,0.32,16,0.46,23,0.652,15,18,200,76.5,20.6,7,19,52,,2.9,2,0.38,19,0.263,5,37.0,20,0.42700000000000005,18.9,14,31,0.355,11,0.28,7,"February 16, 2019",73.3,22,9.7,3,76.5,79.4,27,0.745,51,0.588,30,0.294,15,0.8,12,13,200,129.4,35.0,7,21,88,,7.4,5,0.529,27,0.593,16,63.0,34,0.757,22.8,17,24,0.583,14,0.5,13,"University Center, Hammond, Louisiana",MCNEESE-STATE,McNeese State,68.0,Home,SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,Southeastern Louisiana,southland,25,True,False,True,Home,True,16,14,51,34,54,5,11,50,1,0,172,390,1307,0.4957918898240245,766,1487,0.5151311365164761,136,456,1327,0.49736247174076864,0.48
