,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,LOYOLA-IL_homegame,LOYOLA-IL_homegame2,LOYOLA-IL_home,LOYOLA-IL_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
12,2018-12-22-17-saint-josephs,56.3,9,5.9,2,69.2,82.9,29,0.39399999999999996,47,0.34,16,0.128,6,0.833,5,6,200,64.6,0.0,0,8,42,,12.3,8,0.40399999999999997,19,0.263,5,45.3,29,0.42100000000000004,23.2,15,28,0.39299999999999996,11,0.5379999999999999,7,"December 22, 2018",26.3,5,21.4,6,64.6,100.0,29,0.371,58,0.32799999999999996,19,0.034,2,1.0,2,5,200,69.2,17.1,6,11,45,,7.7,5,0.414,24,0.20800000000000002,5,54.7,35,0.382,18.1,13,34,0.41200000000000003,14,0.545,6,"The Palestra, Philadelphia, Pennsylvania",LOYOLA-IL,Loyola (IL),65.4,Home,SAINT-JOSEPHS,St. Joseph's,Loyola (IL),mvc,12,False,False,False,Away,False,5,11,47,29,64,5,14,58,0,1,75,235,617,0.5632090761750406,376,717,0.5244072524407253,81,201,669,0.4820627802690583,0.5833333333333334
13,2019-01-02-21-loyola-il,23.5,4,8.8,3,127.4,80.8,21,0.38,46,0.37,17,0.28300000000000003,13,0.6920000000000001,9,5,200,71.0,6.7,2,12,44,,4.8,3,0.261,12,0.083,1,41.1,23,0.42200000000000004,18.8,12,34,0.47100000000000003,16,0.615,8,"January 2, 2019",64.5,20,5.9,2,71.0,93.3,28,0.645,55,0.564,31,0.23600000000000002,13,0.615,8,6,200,127.4,19.2,5,11,79,,14.5,9,0.382,21,0.429,9,58.9,33,0.6459999999999999,9.0,6,34,0.647,22,0.5710000000000001,8,"Joseph J. Gentile Center, Chicago, Illinois",INDIANA-STATE,Indiana State,62.2,Home,LOYOLA-IL,Loyola (IL),Loyola (IL),mvc,13,True,False,True,Home,True,9,22,55,33,56,1,16,46,1,0,80,246,664,0.5512048192771084,405,781,0.5185659411011524,86,215,727,0.4731774415405777,0.5384615384615384
14,2019-01-05-15-drake,61.3,19,3.3,1,112.1,88.0,22,0.755,49,0.633,31,0.429,21,0.524,11,6,200,128.8,16.7,4,15,85,,3.0,2,0.49,24,0.5,12,53.1,26,0.721,14.7,10,25,0.76,19,0.6,9,"January 5, 2019",61.5,16,4.0,1,128.8,83.3,20,0.608,51,0.51,26,0.294,15,0.8,12,4,200,112.1,12.0,3,18,74,,9.1,6,0.41200000000000003,21,0.47600000000000003,10,46.9,23,0.637,16.0,11,30,0.5329999999999999,16,0.733,11,"Knapp Center, Des Moines, Iowa",DRAKE,Drake,65.6,Away,LOYOLA-IL,Loyola (IL),Loyola (IL),mvc,14,False,False,False,Away,True,12,19,49,26,49,10,16,51,1,0,89,268,719,0.5584144645340751,438,837,0.5232974910394266,87,231,773,0.46765847347994827,0.5714285714285714
15,2019-01-08-20-evansville,31.6,6,3.1,1,101.5,70.4,19,0.382,51,0.373,19,0.235,12,0.75,9,7,200,72.7,21.2,7,17,48,,9.1,6,0.13699999999999998,7,0.14300000000000002,1,43.3,26,0.423,23.2,17,44,0.409,18,0.562,9,"January 8, 2019",63.0,17,9.1,4,72.7,78.8,26,0.608,51,0.529,27,0.21600000000000003,11,0.455,5,8,200,101.5,29.6,8,14,67,,13.6,9,0.373,19,0.42100000000000004,8,56.7,34,0.596,23.3,17,32,0.594,19,0.5,8,"Ford Center, Evansville, Indiana",LOYOLA-IL,Loyola (IL),66.0,Home,EVANSVILLE,Evansville,Loyola (IL),mvc,15,False,False,False,Away,False,1,18,51,26,60,8,19,51,0,1,101,287,768,0.5709635416666666,464,886,0.5237020316027088,97,247,824,0.47633495145631066,0.6
16,2019-01-12-14-loyola-il,52.2,12,8.8,3,111.7,84.6,22,0.552,48,0.479,23,0.292,14,0.7859999999999999,11,8,200,106.7,25.9,7,15,64,,5.0,3,0.45799999999999996,22,0.318,7,54.7,29,0.586,18.1,12,26,0.615,16,0.529,9,"January 12, 2019",48.0,12,0.0,0,106.7,74.1,20,0.55,50,0.5,25,0.32,16,0.75,12,7,200,111.7,15.4,4,13,67,,8.3,5,0.32,16,0.313,5,45.3,24,0.5820000000000001,10.9,7,34,0.588,20,0.588,10,"Joseph J. Gentile Center, Chicago, Illinois",ILLINOIS-STATE,Illinois State,60.1,Home,LOYOLA-IL,Loyola (IL),Loyola (IL),mvc,16,True,False,True,Home,True,5,20,50,24,53,7,16,48,1,0,102,305,819,0.5592185592185592,490,946,0.5179704016913319,105,266,875,0.484,0.5625
17,2019-01-15-20-loyola-il,47.1,8,13.3,4,118.3,85.7,18,0.5,40,0.425,17,0.425,17,0.8240000000000001,14,7,200,90.0,12.0,3,14,54,,6.7,4,0.45,18,0.33299999999999996,6,45.7,21,0.562,22.8,14,22,0.5,11,0.611,11,"January 15, 2019",62.5,15,4.5,1,90.0,88.0,22,0.622,45,0.5329999999999999,24,0.42200000000000004,19,0.789,15,7,200,118.3,14.3,3,14,71,,13.3,8,0.33299999999999996,15,0.5329999999999999,8,54.3,25,0.657,15.8,10,30,0.5329999999999999,16,0.611,11,"Joseph J. Gentile Center, Chicago, Illinois",VALPARAISO,Valparaiso,60.1,Home,LOYOLA-IL,Loyola (IL),Loyola (IL),mvc,17,True,False,True,Home,True,8,16,45,25,46,6,11,40,1,0,107,325,869,0.5586881472957422,514,999,0.5145145145145145,112,282,923,0.4875406283856988,0.5882352941176471
18,2019-01-19-14-indiana-state,60.0,15,2.9,1,106.3,87.5,21,0.628,47,0.532,25,0.447,21,0.762,16,7,200,119.0,21.7,5,23,75,,9.5,6,0.319,15,0.6,9,55.3,26,0.6579999999999999,16.4,11,32,0.5,16,0.632,12,"January 19, 2019",34.8,8,12.5,4,119.0,78.3,18,0.5329999999999999,46,0.5,23,0.457,21,0.857,18,8,200,106.3,12.5,3,21,67,,7.9,5,0.261,12,0.25,3,44.7,21,0.598,16.6,11,34,0.588,20,0.556,10,"Hulman Center, Terre Haute, Indiana",INDIANA-STATE,Indiana State,63.5,Away,LOYOLA-IL,Loyola (IL),Loyola (IL),mvc,18,False,False,False,Away,True,9,16,47,26,47,3,20,46,1,0,115,341,914,0.561816192560175,539,1045,0.5157894736842106,118,293,963,0.48805815160955346,0.6111111111111112
19,2019-01-23-21-missouri-state,50.0,6,0.0,0,134.6,46.2,6,0.371,35,0.34299999999999997,12,0.314,11,0.818,9,8,200,67.3,8.7,2,13,35,,13.5,7,0.28600000000000003,10,0.2,2,22.2,8,0.435,26.0,14,25,0.4,10,0.6,12,"January 23, 2019",50.0,13,16.0,4,67.3,91.3,21,0.78,41,0.634,26,0.195,8,0.75,6,11,200,134.6,53.8,7,9,70,,11.5,6,0.561,23,0.522,12,77.8,28,0.7809999999999999,22.6,13,18,0.778,14,0.45,9,"JQH Arena, Springfield, Missouri",LOYOLA-IL,Loyola (IL),51.5,Home,MISSOURI-STATE,Missouri State,Loyola (IL),mvc,19,False,False,False,Away,False,2,10,35,8,36,12,14,41,0,1,124,357,961,0.5650364203954215,565,1092,0.5173992673992674,121,313,1009,0.49008919722497524,0.631578947368421
20,2019-01-27-16-loyola-il,52.9,9,17.1,6,119.0,82.4,14,0.455,44,0.386,17,0.295,13,0.769,10,11,200,79.4,22.2,6,15,50,,14.3,9,0.386,17,0.353,6,45.5,20,0.498,25.5,17,27,0.40700000000000003,11,0.47600000000000003,10,"January 27, 2019",64.3,18,7.4,2,79.4,77.8,21,0.66,47,0.596,28,0.319,15,0.867,13,8,200,119.0,17.6,3,13,75,,11.1,7,0.255,12,0.5,6,54.5,24,0.693,19.5,13,35,0.629,22,0.619,13,"Joseph J. Gentile Center, Chicago, Illinois",SOUTHERN-ILLINOIS,Southern Illinois,62.7,Home,LOYOLA-IL,Loyola (IL),Loyola (IL),mvc,20,True,False,True,Home,True,6,22,47,24,44,6,11,44,1,0,126,367,996,0.5582329317269076,573,1128,0.5079787234042553,133,327,1050,0.5014285714285714,0.6
21,2019-01-30-19-loyola-il,60.9,14,6.3,2,105.2,80.8,21,0.5589999999999999,51,0.451,23,0.078,4,0.75,3,13,200,103.4,10.7,3,18,60,,5.2,3,0.431,22,0.5,11,44.4,24,0.5670000000000001,13.2,8,29,0.414,12,0.409,9,"January 30, 2019",63.6,14,10.3,3,103.4,89.3,25,0.568,44,0.5,22,0.43200000000000005,19,0.579,11,8,200,105.2,19.2,5,4,61,,10.3,6,0.273,12,0.5,6,55.6,30,0.575,16.0,10,32,0.5,16,0.636,14,"Joseph J. Gentile Center, Chicago, Illinois",NORTHERN-IOWA,Northern Iowa,58.0,Home,LOYOLA-IL,Loyola (IL),Loyola (IL),mvc,21,True,False,True,Home,True,6,16,44,30,54,11,12,51,1,0,132,389,1043,0.5627996164908916,597,1172,0.5093856655290102,139,338,1094,0.49954296160877515,0.6190476190476191
22,2019-02-02-22-illinois-state,60.0,12,13.0,3,104.8,76.9,20,0.45,50,0.4,20,0.36,18,0.667,12,9,200,91.9,25.8,8,16,57,,6.5,4,0.5,25,0.2,5,49.1,28,0.48700000000000004,16.0,11,25,0.6,15,0.609,14,"February 2, 2019",50.0,11,12.0,3,91.9,74.2,23,0.573,48,0.45799999999999996,22,0.292,14,0.7140000000000001,10,9,200,104.8,23.1,6,17,65,,3.2,2,0.521,25,0.44,11,50.9,29,0.595,19.4,13,23,0.478,11,0.609,14,"Redbird Arena, Normal, Illinois",LOYOLA-IL,Loyola (IL),61.6,Home,ILLINOIS-STATE,Illinois State,Loyola (IL),mvc,22,False,False,False,Away,False,5,15,50,28,57,11,11,48,0,1,138,405,1087,0.563017479300828,627,1226,0.5114192495921697,150,350,1145,0.5021834061135371,0.6363636363636364
23,2019-02-05-19-loyola-il,65.2,15,16.7,7,143.3,67.9,19,0.578,51,0.451,23,0.13699999999999998,7,0.7140000000000001,5,7,200,106.7,20.0,6,13,64,,5.0,3,0.529,27,0.48100000000000004,13,43.1,25,0.589,16.9,11,24,0.41700000000000004,10,0.708,17,"February 5, 2019",48.4,15,12.5,3,106.7,80.0,24,0.643,56,0.5539999999999999,31,0.35700000000000004,20,0.7,14,9,200,143.3,32.1,9,12,86,,11.7,7,0.25,14,0.7140000000000001,10,56.9,33,0.6559999999999999,7.2,5,42,0.5,21,0.625,15,"Joseph J. Gentile Center, Chicago, Illinois",DRAKE,Drake,60.4,Home,LOYOLA-IL,Loyola (IL),Loyola (IL),mvc,23,True,False,True,Home,True,10,21,56,33,58,13,10,51,1,0,143,420,1137,0.558047493403694,655,1283,0.5105222135619641,161,361,1193,0.5050293378038558,0.6086956521739131
24,2019-02-10-16-valparaiso,52.6,10,8.6,3,86.4,82.8,24,0.489,44,0.43200000000000005,19,0.43200000000000005,19,0.684,13,9,200,94.9,13.8,4,14,56,,6.8,4,0.295,13,0.385,5,48.3,28,0.528,14.7,9,31,0.452,14,0.64,16,"February 10, 2019",55.6,10,19.4,6,94.9,86.2,25,0.41700000000000004,48,0.375,18,0.354,17,0.647,11,12,200,86.4,17.2,5,19,51,,6.8,4,0.271,13,0.308,4,51.7,30,0.455,12.6,8,35,0.4,14,0.52,13,"Athletics-Recreation Center, Valparaiso, Indiana",VALPARAISO,Valparaiso,58.6,Away,LOYOLA-IL,Loyola (IL),Loyola (IL),mvc,24,False,False,False,Away,True,5,14,44,28,58,4,14,48,1,0,153,441,1193,0.5620284995808885,688,1341,0.5130499627143923,174,371,1244,0.5080385852090032,0.625
25,2019-02-13-20-bradley,40.9,9,8.8,3,98.4,71.4,20,0.49,50,0.44,22,0.22,11,0.455,5,10,200,87.1,22.2,6,12,54,,16.1,10,0.4,20,0.25,5,47.3,26,0.489,19.2,13,30,0.5670000000000001,17,0.615,16,"February 13, 2019",47.8,11,6.7,2,87.1,77.8,21,0.51,50,0.46,23,0.26,13,0.769,10,12,200,98.4,28.6,8,10,61,,9.7,6,0.32,16,0.313,5,52.7,29,0.5429999999999999,18.9,13,34,0.529,18,0.5379999999999999,14,"Carver Arena, Peoria, Illinois",LOYOLA-IL,Loyola (IL),61.7,Home,BRADLEY,Bradley,Loyola (IL),mvc,25,False,False,False,Away,False,5,17,50,26,55,5,18,50,0,1,158,455,1237,0.5594179466451091,716,1399,0.511794138670479,178,385,1292,0.5046439628482973,0.64
26,2019-02-17-16-loyola-il,50.0,12,13.9,5,113.0,90.0,18,0.7759999999999999,38,0.632,24,0.237,9,0.667,6,12,200,120.4,6.3,1,12,65,,13.0,7,0.42100000000000004,16,0.688,11,52.8,19,0.769,20.8,11,22,0.591,13,0.556,15,"February 17, 2019",48.0,12,9.1,2,120.4,93.8,15,0.616,43,0.581,25,0.27899999999999997,12,0.667,8,11,200,113.0,10.0,2,16,61,,13.0,7,0.163,7,0.429,3,47.2,17,0.626,17.2,10,36,0.611,22,0.593,16,"Joseph J. Gentile Center, Chicago, Illinois",LOYOLA-IL,Loyola (IL),54.5,Away,MISSOURI-STATE,Missouri State,Loyola (IL),mvc,26,False,True,True,Home,False,3,22,43,17,36,11,13,38,0,1,163,472,1287,0.5567210567210568,742,1454,0.5103163686382394,183,403,1342,0.5048435171385991,0.6153846153846154
