,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,ROBERT-MORRIS_homegame,ROBERT-MORRIS_homegame2,ROBERT-MORRIS_home,ROBERT-MORRIS_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-15-15-rider,64.7,11,10.8,4,88.5,80.0,24,0.43,50,0.34,17,0.32,16,0.43799999999999994,7,7,200,64.1,22.2,8,17,50,,10.3,8,0.62,31,0.29,9,48.5,32,0.434,33.7,29,19,0.42100000000000004,8,0.364,4,"December 15, 2018",57.7,15,10.5,2,64.1,77.8,28,0.537,54,0.48100000000000004,26,0.33299999999999996,18,0.611,11,3,200,88.5,20.0,6,19,69,,20.5,16,0.315,17,0.353,6,51.5,34,0.552,24.4,20,37,0.541,20,0.5710000000000001,4,"Alumni Gymnasium, Lawrenceville, New Jersey",ROBERT-MORRIS,Robert Morris,77.6,Home,RIDER,Rider,Robert Morris,northeast,10,False,False,False,Away,False,9,8,50,32,66,6,20,54,0,1,86,153,567,0.4973544973544973,287,615,0.4666666666666667,70,173,549,0.5063752276867031,0.4
11,2018-12-21-19-louisville,65.2,15,21.9,7,109.0,64.0,16,0.44299999999999995,61,0.377,23,0.14800000000000002,9,0.556,5,8,200,88.1,20.5,8,23,59,,11.9,8,0.32799999999999996,20,0.4,8,37.5,24,0.452,12.2,9,41,0.366,15,0.33299999999999996,4,"December 21, 2018",43.5,10,14.6,6,88.1,79.5,31,0.5429999999999999,47,0.489,23,0.574,27,0.815,22,3,200,109.0,36.0,9,14,73,,6.0,4,0.319,15,0.33299999999999996,5,62.5,40,0.61,21.4,16,32,0.563,18,0.75,9,"KFC Yum! Center, Louisville, Kentucky",ROBERT-MORRIS,Robert Morris,66.6,Home,LOUISVILLE,Louisville,Robert Morris,northeast,11,False,False,False,Away,False,8,15,61,24,64,5,18,47,0,1,95,161,617,0.49189627228525123,319,681,0.4684287812041116,76,193,603,0.5091210613598673,0.36363636363636365
12,2018-12-29-16-robert-morris,46.7,7,0.0,0,144.0,31.8,7,0.313,56,0.268,15,0.46399999999999997,26,0.615,16,0,200,68.0,18.2,8,14,51,,14.7,11,0.375,21,0.23800000000000002,5,22.7,15,0.373,16.2,13,35,0.28600000000000003,10,0.0,0,"December 29, 2018",74.4,32,20.0,7,68.0,81.8,36,0.762,65,0.662,43,0.2,13,0.6920000000000001,9,8,200,144.0,68.2,15,22,108,,9.3,7,0.415,27,0.48100000000000004,13,77.3,51,0.759,22.9,21,38,0.789,30,0.385,5,"North Athletic Complex, Pittsburgh, Pennsylvania","Hood
			","Hood
			",75.3,Home,ROBERT-MORRIS,Robert Morris,Robert Morris,northeast,12,True,False,True,Home,True,13,30,65,51,66,5,10,56,1,0,103,176,678,0.48746312684365783,343,745,0.4604026845637584,81,211,650,0.5115384615384615,0.3333333333333333
13,2019-01-03-19-robert-morris,57.7,15,0.0,0,95.8,70.0,14,0.509,54,0.48100000000000004,26,0.204,11,0.636,7,8,200,86.1,33.3,8,16,62,,16.7,12,0.204,11,0.273,3,50.0,22,0.523,27.2,22,43,0.535,23,0.385,5,"January 3, 2019",66.7,16,11.6,5,86.1,66.7,16,0.616,43,0.5579999999999999,24,0.5579999999999999,24,0.667,16,8,200,95.8,30.0,6,14,69,,15.3,11,0.27899999999999997,12,0.41700000000000004,5,50.0,22,0.634,30.0,23,31,0.613,19,0.429,6,"North Athletic Complex, Pittsburgh, Pennsylvania",FAIRLEIGH-DICKINSON,Fairleigh Dickinson,72.3,Home,ROBERT-MORRIS,Robert Morris,Robert Morris,northeast,13,True,False,True,Home,True,5,19,43,22,44,3,23,54,1,0,116,206,743,0.5114401076716016,394,811,0.48581997533908755,86,221,706,0.49575070821529743,0.38461538461538464
14,2019-01-05-17-robert-morris,22.7,5,4.9,2,95.4,53.8,21,0.47100000000000003,51,0.431,22,0.41200000000000003,21,0.524,11,12,200,90.8,21.2,7,21,59,,12.3,8,0.33299999999999996,17,0.235,4,38.9,28,0.484,16.6,12,34,0.529,18,0.2,3,"January 5, 2019",41.7,10,8.8,3,90.8,78.8,26,0.442,60,0.4,24,0.28300000000000003,17,0.529,9,8,200,95.4,46.2,18,21,62,,10.8,7,0.317,19,0.263,5,61.1,44,0.455,16.2,13,41,0.46299999999999997,19,0.467,7,"North Athletic Complex, Pittsburgh, Pennsylvania",MOUNT-ST-MARYS,Mount St. Mary's,64.5,Home,ROBERT-MORRIS,Robert Morris,Robert Morris,northeast,14,True,False,True,Home,True,5,19,60,44,72,4,18,51,1,0,121,225,786,0.517175572519084,416,855,0.4865497076023392,89,244,760,0.4967105263157895,0.42857142857142855
15,2019-01-10-21-st-francis-ny,52.6,10,12.9,4,77.8,75.0,21,0.32799999999999996,61,0.311,19,0.24600000000000002,15,0.8,12,8,200,82.5,34.3,12,16,52,,7.9,5,0.23,14,0.14300000000000002,2,52.4,33,0.382,11.7,9,47,0.36200000000000004,17,0.5,8,"January 10, 2019",33.3,6,6.4,3,82.5,65.7,23,0.446,46,0.391,18,0.28300000000000003,13,0.615,8,7,200,77.8,25.0,7,16,49,,3.2,2,0.326,15,0.33299999999999996,5,47.6,30,0.47,22.5,15,31,0.419,13,0.562,9,"Pope Physical Education Center, Brooklyn Heights, New York",ST-FRANCIS-NY,St. Francis (NY),62.7,Away,ROBERT-MORRIS,Robert Morris,Robert Morris,northeast,15,False,False,False,Away,True,2,17,61,33,63,5,13,46,1,0,126,244,846,0.5118203309692672,460,927,0.4962243797195254,93,262,811,0.49506781750924783,0.4666666666666667
16,2019-01-12-16-long-island-university,48.0,12,0.0,0,108.1,73.9,17,0.5660000000000001,53,0.47200000000000003,25,0.377,20,0.65,13,9,200,98.6,23.1,6,24,73,,12.2,9,0.415,22,0.455,10,46.9,23,0.584,23.5,19,31,0.484,15,0.47100000000000003,8,"January 12, 2019",55.2,16,25.8,8,98.6,76.9,20,0.66,50,0.58,29,0.42,21,0.667,14,8,200,108.1,26.1,6,19,80,,8.1,6,0.46,23,0.348,8,53.1,26,0.667,24.3,19,27,0.778,21,0.5,8,"Steinberg Wellness Center, Brooklyn, New York",ROBERT-MORRIS,Robert Morris,74.2,Home,LONG-ISLAND-UNIVERSITY,LIU,Robert Morris,northeast,16,False,False,False,Away,False,10,15,53,23,49,8,21,50,0,1,128,261,907,0.4994487320837927,493,990,0.49797979797979797,98,275,857,0.49241540256709454,0.5
17,2019-01-19-16-bryant,57.7,15,3.6,1,95.6,63.6,21,0.6559999999999999,45,0.578,26,0.6,27,0.741,20,9,200,116.2,22.2,4,16,79,,19.1,13,0.33299999999999996,15,0.467,7,49.0,25,0.6829999999999999,20.9,15,30,0.633,19,0.5,9,"January 19, 2019",56.5,13,13.3,4,116.2,77.8,14,0.529,52,0.442,23,0.308,16,0.625,10,11,200,95.6,36.4,12,24,65,,8.8,6,0.462,24,0.375,9,51.0,26,0.545,25.3,20,28,0.5,14,0.312,5,"Chace Athletic Center , Smithfield, Rhode Island",BRYANT,Bryant,68.2,Away,ROBERT-MORRIS,Robert Morris,Robert Morris,northeast,17,False,False,False,Away,True,7,19,45,25,51,9,14,52,1,0,138,276,960,0.503125,516,1039,0.4966313763233879,106,296,907,0.5016538037486218,0.47058823529411764
18,2019-01-21-15-central-connecticut-state,59.1,13,6.9,2,86.8,80.0,24,0.52,50,0.44,22,0.56,28,0.643,18,9,200,102.9,19.4,6,19,70,,14.7,10,0.44,22,0.364,8,49.2,30,0.5529999999999999,13.8,10,28,0.5,14,0.526,10,"January 21, 2019",60.0,12,0.0,0,102.9,80.6,25,0.489,47,0.426,20,0.426,20,0.65,13,11,200,86.8,20.0,6,25,59,,5.9,4,0.38299999999999995,18,0.33299999999999996,6,50.8,31,0.522,24.4,18,29,0.483,14,0.42100000000000004,8,"Detrick Gymnasium, New Britain, Connecticut",CENTRAL-CONNECTICUT-STATE,Central Connecticut,67.9,Away,ROBERT-MORRIS,Robert Morris,Robert Morris,northeast,18,False,False,False,Away,True,8,14,50,30,61,6,14,47,1,0,145,295,1005,0.5099502487562189,541,1090,0.4963302752293578,115,310,959,0.5031282586027112,0.5
19,2019-01-24-19-robert-morris,36.8,7,6.9,2,101.4,74.1,20,0.39399999999999996,52,0.365,19,0.5579999999999999,29,0.7929999999999999,23,12,200,90.1,25.7,9,18,64,,12.7,9,0.26899999999999996,14,0.214,3,46.8,29,0.48700000000000004,18.8,15,38,0.42100000000000004,16,0.4,8,"January 24, 2019",58.3,14,7.9,3,90.1,74.3,26,0.56,50,0.48,24,0.38,19,0.8420000000000001,16,9,200,101.4,25.9,7,20,72,,12.7,9,0.42,21,0.381,8,53.2,33,0.61,23.6,18,29,0.552,16,0.55,11,"North Athletic Complex, Pittsburgh, Pennsylvania",SACRED-HEART,Sacred Heart,70.9,Home,ROBERT-MORRIS,Robert Morris,Robert Morris,northeast,19,True,False,True,Home,True,8,16,50,33,62,3,16,52,1,0,153,309,1055,0.5104265402843602,571,1151,0.49609035621198955,121,324,1006,0.5024850894632207,0.5263157894736842
20,2019-01-26-17-robert-morris,60.0,9,11.1,4,89.1,56.3,18,0.375,48,0.313,15,0.33299999999999996,16,0.938,15,10,200,79.7,17.9,5,18,51,,6.3,4,0.5,24,0.25,6,38.3,23,0.45899999999999996,19.1,13,24,0.375,9,0.474,9,"January 26, 2019",47.4,9,12.5,3,79.7,82.1,23,0.366,56,0.33899999999999997,19,0.321,18,0.889,16,9,200,89.1,43.8,14,17,57,,6.3,4,0.35700000000000004,20,0.15,3,61.7,37,0.442,16.9,13,36,0.444,16,0.5710000000000001,12,"North Athletic Complex, Pittsburgh, Pennsylvania",WAGNER,Wagner,63.6,Home,ROBERT-MORRIS,Robert Morris,Robert Morris,northeast,20,True,False,True,Home,True,3,16,56,37,60,6,9,48,1,0,161,325,1105,0.5126696832579185,604,1213,0.49793899422918386,124,340,1058,0.497164461247637,0.55
21,2019-01-31-19-robert-morris,55.6,15,9.7,3,107.4,62.5,20,0.608,51,0.529,27,0.392,20,0.7,14,11,200,111.8,37.5,9,20,76,,11.8,8,0.314,16,0.5,8,51.8,29,0.628,21.1,16,35,0.5429999999999999,19,0.45,9,"January 31, 2019",45.8,11,5.7,2,111.8,62.5,15,0.519,54,0.444,24,0.48100000000000004,26,0.654,17,10,200,107.4,37.5,12,17,73,,5.9,4,0.426,23,0.348,8,48.2,27,0.55,18.6,15,31,0.516,16,0.545,12,"North Athletic Complex, Pittsburgh, Pennsylvania",ROBERT-MORRIS,Robert Morris,68.4,Away,SAINT-FRANCIS-PA,Saint Francis (PA),Robert Morris,northeast,21,False,True,True,Home,False,8,16,54,27,56,8,19,51,0,1,164,341,1161,0.5055986218776917,641,1273,0.5035349567949725,130,349,1106,0.4918625678119349,0.5714285714285714
22,2019-02-02-16-fairleigh-dickinson,51.5,17,7.5,3,115.5,69.0,20,0.5,79,0.418,33,0.228,18,0.833,15,11,250,111.9,28.9,11,28,94,,4.8,4,0.418,33,0.39399999999999996,13,46.3,31,0.537,10.3,10,46,0.435,20,0.522,12,"February 2, 2019",39.3,11,6.5,3,111.9,71.1,27,0.569,58,0.483,28,0.69,40,0.775,31,11,250,115.5,31.0,9,16,97,,8.3,7,0.31,18,0.556,10,53.7,36,0.63,15.6,14,40,0.45,18,0.5,11,"Rothman Center, Teaneck, New Jersey",ROBERT-MORRIS,Robert Morris,67.4,Home,FAIRLEIGH-DICKINSON,Fairleigh Dickinson,Robert Morris,northeast,22,False,False,False,Away,False,13,20,79,31,67,10,18,58,0,1,172,357,1215,0.5061728395061729,668,1329,0.5026335590669676,138,368,1157,0.4969749351771824,0.5454545454545454
23,2019-02-07-19-robert-morris,27.8,5,5.1,2,107.5,51.5,17,0.446,46,0.391,18,0.5429999999999999,25,0.72,18,14,200,88.1,19.2,5,23,59,,7.5,5,0.28300000000000003,13,0.385,5,37.3,22,0.51,19.7,14,33,0.39399999999999996,13,0.364,8,"February 7, 2019",74.1,20,6.1,2,88.1,80.8,21,0.5,58,0.466,27,0.379,22,0.636,14,11,200,107.5,48.5,16,21,72,,7.5,5,0.32799999999999996,19,0.21100000000000002,4,62.7,37,0.526,17.1,14,39,0.59,23,0.542,13,"North Athletic Complex, Pittsburgh, Pennsylvania",BRYANT,Bryant,66.7,Home,ROBERT-MORRIS,Robert Morris,Robert Morris,northeast,23,True,False,True,Home,True,4,23,58,37,59,5,13,46,1,0,185,377,1294,0.5057959814528593,699,1396,0.5007163323782235,148,386,1215,0.5004115226337449,0.5217391304347826
24,2019-02-09-16-robert-morris,37.0,10,3.1,1,94.4,77.8,28,0.564,55,0.491,27,0.382,21,0.7140000000000001,15,14,200,106.9,30.0,9,15,77,,5.6,4,0.327,18,0.444,8,56.1,37,0.593,17.9,14,37,0.514,19,0.44,11,"February 9, 2019",52.0,13,2.7,1,106.9,70.0,21,0.452,63,0.397,25,0.254,16,0.688,11,12,200,94.4,22.2,8,24,68,,11.1,8,0.49200000000000005,31,0.226,7,43.9,29,0.48200000000000004,13.6,11,32,0.563,18,0.52,13,"North Athletic Complex, Pittsburgh, Pennsylvania",ROBERT-MORRIS,Robert Morris,71.8,Away,CENTRAL-CONNECTICUT-STATE,Central Connecticut,Robert Morris,northeast,24,False,True,True,Home,False,7,18,63,29,66,8,19,55,0,1,189,400,1352,0.5055473372781065,736,1455,0.5058419243986254,153,399,1261,0.4984139571768438,0.5416666666666666
25,2019-02-14-19-mount-st-marys,68.4,13,0.0,0,108.6,76.0,19,0.5,48,0.396,19,0.41700000000000004,20,0.7,14,13,200,88.6,13.8,4,29,62,,11.4,8,0.5,24,0.41700000000000004,10,42.6,23,0.539,23.0,17,24,0.375,9,0.5,13,"February 14, 2019",56.5,13,12.5,3,88.6,86.2,25,0.578,45,0.511,23,0.711,32,0.75,24,19,200,108.6,24.0,6,20,76,,10.0,7,0.4,18,0.33299999999999996,6,57.4,31,0.631,21.3,16,27,0.63,17,0.26899999999999996,7,"Knott Arena, Emmitsburg, Maryland",ROBERT-MORRIS,Robert Morris,70.4,Home,MOUNT-ST-MARYS,Mount St. Mary's,Robert Morris,northeast,25,False,False,False,Away,False,10,9,48,23,54,6,17,45,0,1,196,418,1415,0.5031802120141343,765,1521,0.5029585798816568,161,418,1316,0.5011398176291794,0.52
