,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,HARVARD_homegame,HARVARD_homegame2,HARVARD_home,HARVARD_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-29-13-mercer,65.2,15,8.8,3,101.5,79.3,23,0.617,47,0.489,23,0.447,21,0.619,13,5,200,107.6,26.9,7,22,71,,7.6,5,0.596,28,0.429,12,54.5,30,0.623,22.1,16,19,0.579,11,0.545,6,"December 29, 2018",43.5,10,15.8,3,107.6,73.1,19,0.542,48,0.479,23,0.5,24,0.625,15,8,200,101.5,20.7,6,19,67,,15.2,10,0.292,14,0.429,6,45.5,25,0.564,18.2,13,34,0.5,17,0.385,5,"Philips Arena, Atlanta, Georgia",MERCER,Mercer,66.2,Away,HARVARD,Harvard,Harvard,ivy,10,False,False,False,Away,True,12,11,47,30,55,6,17,48,1,0,81,183,543,0.5607734806629834,333,604,0.5513245033112583,70,169,555,0.4936936936936937,0.5
11,2019-01-02-19-north-carolina,71.4,15,19.5,8,100.0,82.4,28,0.46299999999999997,54,0.389,21,0.24100000000000002,13,0.5379999999999999,7,6,200,74.0,15.2,5,16,57,,5.2,4,0.444,24,0.33299999999999996,8,49.3,33,0.474,26.0,21,30,0.433,13,0.5,6,"January 2, 2019",57.7,15,10.0,3,74.0,84.8,28,0.46799999999999997,62,0.419,26,0.355,22,0.8640000000000001,19,3,200,100.0,17.6,6,13,77,15.0,15.6,12,0.33899999999999997,21,0.28600000000000003,6,50.7,34,0.531,13.3,11,41,0.488,20,0.769,10,"Dean Smith Center, Chapel Hill, North Carolina",HARVARD,Harvard,76.8,Home,NORTH-CAROLINA,UNC,Harvard,ivy,11,False,False,False,Away,False,8,13,54,33,67,6,20,62,0,1,93,194,590,0.5652542372881356,363,659,0.5508345978755691,76,186,603,0.4975124378109453,0.5454545454545454
12,2019-01-12-19-dartmouth,42.3,11,7.7,2,126.6,80.0,12,0.5,57,0.456,26,0.228,13,0.462,6,7,200,98.4,30.3,10,12,63,,9.4,6,0.316,18,0.278,5,45.8,22,0.499,16.1,12,39,0.5379999999999999,21,0.462,6,"January 12, 2019",65.6,21,15.4,6,98.4,69.7,23,0.7979999999999999,47,0.6809999999999999,32,0.191,9,0.667,6,7,200,126.6,20.0,3,20,81,,12.5,8,0.447,21,0.524,11,54.2,26,0.79,22.7,15,26,0.8079999999999999,21,0.588,10,"Leede Arena, Hanover, New Hampshire",HARVARD,Harvard,64.2,Home,DARTMOUTH,Dartmouth,Harvard,ivy,12,False,False,False,Away,False,5,21,57,22,48,11,21,47,0,1,101,207,644,0.5566770186335404,396,726,0.5454545454545454,82,206,665,0.49473684210526314,0.5
13,2019-01-21-13-howard,80.0,20,13.2,5,101.4,71.4,30,0.585,53,0.47200000000000003,25,0.45299999999999996,24,0.917,22,7,200,120.0,30.8,8,20,84,,7.1,5,0.528,28,0.429,12,55.9,38,0.652,17.0,13,25,0.52,13,0.5,7,"January 21, 2019",72.0,18,12.0,3,120.0,69.2,18,0.46,63,0.397,25,0.349,22,0.591,13,12,200,101.4,28.6,12,20,71,,8.6,6,0.397,25,0.32,8,44.1,30,0.483,11.0,9,38,0.447,17,0.4,8,"Burr Gymnasium, Washington, District of Columbia",HOWARD,Howard,69.9,Away,HARVARD,Harvard,Harvard,ivy,13,False,False,False,Away,True,12,13,53,38,68,8,17,63,1,0,106,228,701,0.5520684736091298,418,774,0.5400516795865633,93,227,712,0.514747191011236,0.46153846153846156
14,2019-01-26-14-harvard,54.5,12,2.9,1,100.0,75.8,25,0.474,58,0.379,22,0.121,7,0.5710000000000001,4,8,201,92.2,14.3,5,15,59,,7.8,5,0.517,30,0.36700000000000005,11,44.1,30,0.48100000000000004,11.6,8,28,0.39299999999999996,11,0.556,10,"January 26, 2019",50.0,11,3.6,1,92.2,85.7,30,0.455,55,0.4,22,0.29100000000000004,16,0.875,14,7,201,100.0,24.2,8,11,64,,4.7,3,0.382,21,0.28600000000000003,6,55.9,38,0.511,12.7,9,34,0.47100000000000003,16,0.5329999999999999,8,"Lavietes Pavilion, Boston, Massachusetts",DARTMOUTH,Dartmouth,63.6,Home,HARVARD,Harvard,Harvard,ivy,14,True,False,True,Home,True,6,16,55,38,68,11,11,58,1,0,118,241,754,0.5543766578249337,456,842,0.5415676959619953,101,244,775,0.5103225806451613,0.5
15,2019-02-01-19-harvard,44.4,8,10.3,3,92.9,82.1,23,0.33899999999999997,59,0.305,18,0.18600000000000003,11,0.818,9,4,200,70.0,11.1,4,13,49,,10.0,7,0.39,23,0.174,4,42.2,27,0.381,14.7,11,36,0.389,14,0.75,12,"February 1, 2019",50.0,12,11.1,4,70.0,88.9,32,0.547,53,0.45299999999999996,24,0.17,9,0.778,7,7,200,92.9,17.9,5,13,65,,5.7,4,0.45299999999999996,24,0.41700000000000004,10,57.8,37,0.5670000000000001,23.0,17,29,0.483,14,0.562,9,"Lavietes Pavilion, Boston, Massachusetts",YALE,Yale,70.3,Home,HARVARD,Harvard,Harvard,ivy,15,True,False,True,Home,True,10,14,53,37,64,4,14,59,1,0,124,257,809,0.5475896168108776,494,910,0.5428571428571428,112,255,833,0.5078031212484994,0.5333333333333333
16,2019-02-02-19-harvard,46.7,7,7.7,2,101.5,76.9,20,0.337,52,0.28800000000000003,15,0.34600000000000003,18,0.667,12,7,200,70.1,27.0,10,23,47,,10.4,7,0.423,22,0.22699999999999998,5,47.6,30,0.38799999999999996,24.1,19,30,0.33299999999999996,10,0.65,13,"February 2, 2019",52.2,12,10.0,3,70.1,73.0,27,0.628,43,0.535,23,0.5579999999999999,24,0.583,14,7,200,101.5,23.1,6,23,68,,13.4,9,0.395,17,0.47100000000000003,8,52.4,33,0.625,23.0,16,26,0.5770000000000001,15,0.588,10,"Lavietes Pavilion, Boston, Massachusetts",BROWN,Brown,67.0,Home,HARVARD,Harvard,Harvard,ivy,16,True,False,True,Home,True,8,15,43,33,63,5,10,52,1,0,134,271,862,0.5475638051044084,531,974,0.5451745379876797,116,269,892,0.4966367713004484,0.5625
17,2019-02-08-19-harvard,51.4,18,10.0,4,103.2,74.4,32,0.539,76,0.461,35,0.316,24,0.583,14,13,275,101.1,17.1,7,27,96,,9.5,9,0.342,26,0.462,12,46.4,39,0.5489999999999999,15.6,16,50,0.46,23,0.316,6,"February 8, 2019",31.0,9,12.0,6,101.1,82.9,34,0.507,68,0.426,29,0.574,39,0.7440000000000001,29,7,275,103.2,25.6,11,20,98,,9.5,9,0.41200000000000003,28,0.39299999999999996,11,53.6,45,0.5660000000000001,17.4,18,40,0.45,18,0.611,11,"Lavietes Pavilion, Boston, Massachusetts",COLUMBIA,Columbia,69.1,Home,HARVARD,Harvard,Harvard,ivy,17,True,False,True,Home,True,11,18,68,45,84,12,23,76,1,0,142,286,905,0.5513812154696133,564,1037,0.5438765670202508,121,279,944,0.4878177966101695,0.5882352941176471
18,2019-02-09-19-harvard,78.9,15,0.0,0,87.1,81.0,17,0.511,47,0.40399999999999997,19,0.532,25,0.76,19,10,200,95.7,13.8,4,16,67,,11.4,8,0.574,27,0.37,10,42.0,21,0.569,22.7,17,20,0.45,9,0.545,12,"February 9, 2019",31.8,7,10.0,2,95.7,86.2,25,0.581,43,0.512,22,0.302,13,0.846,11,8,200,87.1,19.0,4,23,61,,11.4,8,0.37200000000000005,16,0.375,6,58.0,29,0.62,31.1,22,27,0.593,16,0.579,11,"Lavietes Pavilion, Boston, Massachusetts",HARVARD,Harvard,69.5,Away,CORNELL,Cornell,Harvard,ivy,18,False,True,True,Home,False,6,16,43,29,50,10,9,47,0,1,153,304,973,0.5483042137718397,609,1121,0.5432649420160571,133,302,1020,0.49166666666666664,0.6111111111111112
19,2019-02-15-19-princeton,26.9,7,19.4,6,98.6,81.3,26,0.5539999999999999,56,0.46399999999999997,26,0.375,21,0.762,16,8,200,111.4,24.2,8,16,78,,7.1,5,0.35700000000000004,20,0.5,10,52.3,34,0.591,14.4,11,36,0.444,16,0.6,12,"February 15, 2019",58.3,14,5.6,2,111.4,75.8,25,0.509,55,0.436,24,0.364,20,0.65,13,8,200,98.6,18.8,6,19,69,,7.1,5,0.436,24,0.33299999999999996,8,47.7,31,0.535,15.8,12,31,0.516,16,0.6,12,"Jadwin Gymnasium, Princeton, New Jersey",PRINCETON,Princeton,69.7,Away,HARVARD,Harvard,Harvard,ivy,19,False,False,False,Away,True,10,16,56,34,65,8,16,55,1,0,159,320,1016,0.5497047244094488,638,1171,0.5448334756618275,143,311,1067,0.49250234301780693,0.5789473684210527
20,2019-02-16-19-pennsylvania,14.3,4,11.8,4,89.5,87.1,27,0.54,63,0.444,28,0.175,11,0.636,7,8,225,98.7,29.7,11,14,75,,13.2,10,0.413,26,0.462,12,55.9,38,0.55,21.0,18,37,0.43200000000000005,16,0.619,13,"February 16, 2019",42.3,11,2.7,1,98.7,70.3,26,0.47600000000000003,62,0.419,26,0.177,11,0.818,9,9,225,89.5,12.9,4,14,68,,6.6,5,0.452,28,0.25,7,44.1,30,0.506,17.3,14,34,0.5589999999999999,19,0.625,15,"The Palestra, Philadelphia, Pennsylvania",PENNSYLVANIA,Penn,67.8,Away,HARVARD,Harvard,Harvard,ivy,20,False,False,False,Away,True,12,16,63,38,68,7,19,62,1,0,169,336,1072,0.5499067164179104,672,1236,0.5436893203883495,151,327,1122,0.49331550802139035,0.6
21,2019-02-22-19-brown,60.0,18,7.9,3,112.8,86.2,25,0.5820000000000001,61,0.49200000000000005,30,0.213,13,0.615,8,9,200,101.3,23.3,7,25,79,,6.4,5,0.525,32,0.344,11,54.2,32,0.588,21.2,18,29,0.655,19,0.591,13,"February 22, 2019",46.4,13,17.2,5,101.3,76.7,23,0.583,54,0.519,28,0.574,31,0.8059999999999999,25,9,200,112.8,13.8,4,18,88,,10.3,8,0.29600000000000004,16,0.43799999999999994,7,45.8,27,0.64,16.1,13,38,0.5529999999999999,21,0.64,16,"Pizzitola Sports Center, Providence, Rhode Island",HARVARD,Harvard,78.0,Home,BROWN,Brown,Harvard,ivy,21,False,False,False,Away,False,11,19,61,32,59,7,21,54,0,1,181,352,1135,0.5493392070484582,710,1304,0.5444785276073619,158,346,1184,0.49239864864864863,0.6190476190476191
22,2019-02-23-19-yale,46.4,13,7.1,3,117.8,84.6,22,0.6,55,0.509,28,0.491,27,0.815,22,9,200,120.5,21.4,6,13,88,,6.8,5,0.4,22,0.455,10,51.9,28,0.649,17.3,14,33,0.545,18,0.609,14,"February 23, 2019",57.1,20,12.1,4,120.5,78.6,22,0.639,61,0.574,35,0.16399999999999998,10,0.8,8,5,200,117.8,15.4,4,15,86,,13.7,10,0.311,19,0.42100000000000004,8,48.1,26,0.654,10.9,8,42,0.643,27,0.7829999999999999,18,"John J. Lee Ampitheater, New Haven, Connecticut",YALE,Yale,72.8,Away,HARVARD,Harvard,Harvard,ivy,22,False,False,False,Away,True,10,18,55,28,54,8,27,61,1,0,192,371,1196,0.5510033444816054,742,1363,0.5443873807776962,165,367,1238,0.49636510500807757,0.5909090909090909
23,2019-03-01-19-harvard,50.0,10,7.1,2,86.8,86.7,26,0.405,58,0.345,20,0.22399999999999998,13,0.462,6,11,200,77.9,18.4,7,15,53,,10.3,7,0.44799999999999995,26,0.26899999999999996,7,48.5,33,0.413,18.0,14,32,0.406,13,0.593,16,"March 1, 2019",75.0,15,9.4,3,77.9,81.6,31,0.51,48,0.41700000000000004,20,0.375,18,0.556,10,9,200,86.8,13.3,4,16,59,,8.8,6,0.41700000000000004,20,0.45,9,51.5,35,0.522,18.9,13,28,0.39299999999999996,11,0.625,15,"Lavietes Pavilion, Boston, Massachusetts",PENNSYLVANIA,Penn,68.4,Home,HARVARD,Harvard,Harvard,ivy,23,True,False,True,Home,True,9,11,48,35,68,7,13,58,1,0,202,389,1251,0.5531574740207834,770,1417,0.5434015525758645,173,394,1299,0.5030792917628946,0.6086956521739131
24,2019-03-02-19-harvard,33.3,7,6.7,3,103.1,64.7,22,0.461,51,0.41200000000000003,21,0.314,16,0.688,11,9,200,90.6,26.7,8,13,58,,7.8,5,0.314,16,0.313,5,46.9,30,0.495,19.4,14,35,0.457,16,0.64,16,"March 2, 2019",29.6,8,14.3,5,90.6,73.3,22,0.469,64,0.42200000000000004,27,0.094,6,1.0,6,9,200,103.1,35.3,12,16,66,,12.5,8,0.297,19,0.316,6,53.1,34,0.494,10.7,8,45,0.467,21,0.64,16,"Lavietes Pavilion, Boston, Massachusetts",PRINCETON,Princeton,63.7,Home,HARVARD,Harvard,Harvard,ivy,24,True,False,True,Home,True,6,21,64,34,64,5,16,51,1,0,211,400,1299,0.5515781370284835,805,1485,0.5420875420875421,180,407,1357,0.498894620486367,0.625
25,2019-03-08-19-cornell,50.0,10,16.1,5,98.6,78.1,25,0.36,68,0.294,20,0.221,15,0.667,10,10,201,80.8,36.4,16,22,59,,8.2,6,0.456,31,0.29,9,53.9,41,0.39299999999999996,16.7,15,37,0.297,11,0.615,16,"March 8, 2019",73.9,17,10.8,4,80.8,63.6,28,0.491,55,0.418,23,0.455,25,0.72,18,15,201,98.6,21.9,7,13,72,,11.0,8,0.436,24,0.33299999999999996,8,46.1,35,0.5379999999999999,15.4,12,31,0.484,15,0.483,14,"Newman Arena, Ithaca, New York",HARVARD,Harvard,72.6,Home,CORNELL,Cornell,Harvard,ivy,25,False,False,False,Away,False,9,11,68,41,76,8,15,55,0,1,217,421,1363,0.5476889214966985,839,1549,0.5416397675919948,185,423,1408,0.49751420454545453,0.64
26,2019-03-09-19-columbia,36.0,9,5.7,2,100.0,81.8,27,0.491,58,0.431,25,0.483,28,0.929,26,10,225,102.5,33.3,10,17,83,,11.1,9,0.431,25,0.28,7,58.7,37,0.5820000000000001,20.4,18,33,0.545,18,0.63,17,"March 9, 2019",37.0,10,6.1,2,102.5,66.7,20,0.508,63,0.429,27,0.317,20,0.85,17,18,225,100.0,18.2,6,21,81,,12.3,10,0.444,28,0.35700000000000004,10,41.3,26,0.5589999999999999,18.2,16,35,0.486,17,0.35700000000000004,10,"Levien Gym, New York, New York",COLUMBIA,Columbia,71.9,Away,HARVARD,Harvard,Harvard,ivy,26,False,False,False,Away,True,7,18,58,37,63,10,17,63,1,0,226,432,1431,0.5387840670859538,880,1625,0.5415384615384615,193,438,1463,0.49726589200273413,0.6153846153846154
27,2019-03-16-12-harvard,31.8,7,6.7,2,101.5,75.9,22,0.51,50,0.44,22,0.22,11,0.636,7,12,200,89.2,17.9,5,19,58,,9.2,6,0.38,19,0.368,7,47.4,27,0.525,19.2,13,31,0.484,15,0.613,19,"March 16, 2019",40.9,9,12.9,4,89.2,82.1,23,0.49,52,0.423,22,0.365,19,0.789,15,10,200,101.5,24.1,7,17,66,,13.8,9,0.423,22,0.318,7,52.6,30,0.541,16.6,12,30,0.5,15,0.643,18,"John J. Lee Ampitheater, New Haven, Connecticut",PENNSYLVANIA,Penn,64.6,Home,HARVARD,Harvard,Harvard,ivy,27,True,False,True,Home,True,7,15,52,30,57,7,15,50,1,0,233,450,1489,0.5369375419744795,917,1688,0.5432464454976303,203,455,1526,0.49770642201834864,0.6296296296296297
