,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,NORTH-CAROLINA-STATE_homegame,NORTH-CAROLINA-STATE_homegame2,NORTH-CAROLINA-STATE_home,NORTH-CAROLINA-STATE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-19-19-north-carolina-state,43.3,13,9.7,3,98.7,80.0,20,0.524,62,0.484,30,0.19399999999999998,12,0.5,6,2,200,89.9,38.2,13,20,71,7.0,13.9,11,0.40299999999999997,25,0.2,5,55.9,33,0.524,26.3,24,37,0.6759999999999999,25,0.818,9,"December 19, 2018",46.4,13,2.7,1,89.9,61.8,21,0.623,53,0.528,28,0.415,22,0.545,12,1,200,98.7,20.0,5,15,78,,8.9,7,0.415,22,0.455,10,44.1,26,0.615,25.1,21,31,0.581,18,0.909,10,"PNC Arena, Raleigh, North Carolina",AUBURN,Auburn,79.1,Home,NORTH-CAROLINA-STATE,NC State,NC State,acc,10,True,False,True,Home,True,10,18,53,26,59,5,25,62,1,0,87,242,639,0.582942097026604,365,628,0.5812101910828026,51,168,535,0.4570093457943925,0.9
11,2018-12-22-12-north-carolina-state,50.0,14,6.5,3,125.6,42.9,12,0.525,60,0.467,28,0.16699999999999998,10,0.8,8,9,200,91.0,20.0,6,17,71,,10.3,8,0.41700000000000004,25,0.28,7,31.0,18,0.5479999999999999,23.7,20,35,0.6,21,0.308,4,"December 22, 2018",63.9,23,11.4,4,91.0,80.0,24,0.604,67,0.537,36,0.358,24,0.708,17,1,200,125.6,57.1,16,15,98,,10.3,8,0.313,21,0.429,9,69.0,40,0.625,15.3,14,46,0.5870000000000001,27,0.917,11,"PNC Arena, Raleigh, North Carolina",SOUTH-CAROLINA-UPSTATE,USC Upstate,77.6,Home,NORTH-CAROLINA-STATE,NC State,NC State,acc,11,True,False,True,Home,True,9,27,67,40,58,7,21,60,1,0,97,260,692,0.5859826589595376,391,687,0.5691411935953421,56,193,597,0.4639865996649916,0.9090909090909091
12,2018-12-28-19-north-carolina-state,56.5,13,4.2,2,122.8,58.3,14,0.455,56,0.41100000000000003,23,0.321,18,0.722,13,9,200,81.0,18.2,6,14,64,,12.7,10,0.25,14,0.35700000000000004,5,35.1,20,0.496,23.8,20,42,0.429,18,0.308,4,"December 28, 2018",62.5,25,31.0,13,81.0,81.8,27,0.68,64,0.625,40,0.188,12,0.833,10,1,200,122.8,41.7,10,18,97,20.0,11.4,9,0.25,16,0.43799999999999994,7,64.9,37,0.696,21.5,19,48,0.688,33,0.9229999999999999,12,"PNC Arena, Raleigh, North Carolina",LOYOLA-MD,Loyola (MD),78.6,Home,NORTH-CAROLINA-STATE,NC State,NC State,acc,12,True,False,True,Home,True,7,33,64,37,57,5,18,56,1,0,106,287,759,0.5876152832674572,431,745,0.5785234899328859,63,214,657,0.469558599695586,0.9166666666666666
13,2019-01-03-19-miami-fl,54.8,17,8.3,3,110.8,78.6,33,0.537,68,0.456,31,0.265,18,0.778,14,1,200,117.6,48.6,17,23,87,18.0,5.4,4,0.441,30,0.36700000000000005,11,64.9,50,0.568,17.4,16,38,0.526,20,0.929,13,"January 3, 2019",42.9,12,2.6,1,117.6,51.4,18,0.541,61,0.45899999999999996,28,0.475,29,0.552,16,5,200,110.8,21.4,9,14,82,,9.5,7,0.41,25,0.4,10,35.1,27,0.5479999999999999,8.7,7,36,0.5,18,0.615,8,"BankUnited Center, Coral Gables, Florida",MIAMI-FL,Miami (FL),74.2,Away,NORTH-CAROLINA-STATE,NC State,NC State,acc,13,False,False,False,Away,True,11,20,68,50,77,10,18,61,1,0,113,320,823,0.594775212636695,468,802,0.5835411471321695,68,232,713,0.4684431977559607,0.9230769230769231
14,2019-01-08-21-north-carolina-state,69.0,20,11.1,5,94.3,81.4,35,0.531,64,0.45299999999999996,29,0.406,26,0.846,22,3,200,103.4,37.5,12,20,90,12.0,4.6,4,0.391,25,0.4,10,62.7,47,0.589,23.4,23,39,0.48700000000000004,19,0.8,12,"January 8, 2019",54.8,17,20.5,8,103.4,62.5,20,0.479,73,0.425,31,0.233,17,0.706,12,2,200,94.3,18.6,8,21,82,15.0,13.8,12,0.384,28,0.28600000000000003,8,37.3,28,0.506,13.9,13,45,0.511,23,0.867,13,"PNC Arena, Raleigh, North Carolina",NORTH-CAROLINA-STATE,NC State,86.7,Away,NORTH-CAROLINA,UNC,NC State,acc,14,False,True,True,Home,False,8,23,73,28,75,10,19,64,0,1,124,340,891,0.590347923681257,518,879,0.5893060295790671,78,250,774,0.47416020671834624,0.9285714285714286
15,2019-01-12-12-north-carolina-state,52.0,13,7.8,4,108.9,60.5,23,0.509,55,0.455,25,0.509,28,0.857,24,5,200,101.3,23.3,7,21,80,,10.1,8,0.23600000000000002,13,0.462,6,44.1,30,0.586,19.2,16,42,0.452,19,0.688,11,"January 12, 2019",53.3,16,14.3,6,101.3,76.7,23,0.47200000000000003,71,0.423,30,0.35200000000000004,25,0.76,19,2,200,108.9,39.5,15,19,86,15.0,11.4,9,0.282,20,0.35,7,55.9,38,0.519,13.7,13,51,0.451,23,0.875,14,"PNC Arena, Raleigh, North Carolina",PITTSBURGH,Pitt,79.1,Home,NORTH-CAROLINA-STATE,NC State,NC State,acc,15,True,False,True,Home,True,7,23,71,38,68,6,19,55,1,0,132,363,964,0.5819502074688797,546,954,0.5723270440251572,88,269,838,0.4785202863961814,0.8666666666666667
16,2019-01-15-20-wake-forest,37.0,10,9.8,4,104.4,62.5,20,0.41100000000000003,73,0.37,27,0.12300000000000001,9,0.778,7,3,200,98.5,35.7,15,22,67,17.0,11.8,8,0.397,29,0.207,6,47.3,35,0.434,10.5,9,44,0.47700000000000004,21,0.8240000000000001,14,"January 15, 2019",43.5,10,9.1,4,98.5,64.3,27,0.462,52,0.442,23,0.5379999999999999,28,0.821,23,8,200,104.4,37.5,12,14,71,,11.8,8,0.212,11,0.182,2,52.7,39,0.544,14.6,11,41,0.512,21,0.5,8,"Lawrence Joel Coliseum, Winston-Salem, North Carolina",NORTH-CAROLINA-STATE,NC State,67.8,Home,WAKE-FOREST,Wake Forest,NC State,acc,16,False,False,False,Away,False,6,21,73,35,74,2,21,52,0,1,139,386,1035,0.5743961352657004,584,1022,0.5714285714285714,94,288,893,0.48040313549832026,0.875
17,2019-01-19-14-notre-dame,50.0,15,9.7,3,104.3,76.3,29,0.486,69,0.435,30,0.217,15,0.667,10,3,200,110.0,31.7,13,19,77,17.0,5.7,4,0.275,19,0.368,7,53.2,42,0.506,8.5,7,50,0.46,23,0.833,15,"January 19, 2019",62.5,15,8.0,4,110.0,68.3,28,0.466,59,0.40700000000000003,24,0.40700000000000003,24,0.75,18,7,200,104.3,23.7,9,18,73,,5.7,4,0.475,28,0.25,7,46.8,37,0.518,11.5,9,31,0.5479999999999999,17,0.611,11,"Purcell Pavilion at the Joyce Center, South Bend, Indiana",NOTRE-DAME,Notre Dame,70.3,Away,NORTH-CAROLINA-STATE,NC State,NC State,acc,17,False,False,False,Away,True,7,23,69,42,79,7,17,59,1,0,145,407,1108,0.5636281588447654,619,1096,0.5647810218978102,96,309,945,0.4793650793650794,0.8235294117647058
18,2019-01-24-20-louisville,46.7,14,6.7,2,109.1,79.3,23,0.5539999999999999,65,0.462,30,0.10800000000000001,7,0.7140000000000001,5,4,200,100.0,41.9,13,23,77,21.0,7.8,6,0.415,27,0.444,12,60.0,36,0.563,25.3,23,38,0.474,18,0.789,15,"January 24, 2019",50.0,13,7.9,3,100.0,58.1,18,0.5660000000000001,53,0.491,26,0.547,29,0.828,24,5,200,109.1,20.7,6,12,84,23.0,6.5,5,0.434,23,0.348,8,40.0,24,0.629,18.6,15,30,0.6,18,0.737,14,"KFC Yum! Center, Louisville, Kentucky",NORTH-CAROLINA-STATE,NC State,77.1,Home,LOUISVILLE,Louisville,NC State,acc,18,False,False,False,Away,False,12,18,65,36,60,8,18,53,0,1,152,430,1177,0.5590484282073067,661,1175,0.5625531914893617,103,326,1004,0.47858565737051795,0.8333333333333334
19,2019-01-26-14-north-carolina-state,20.0,5,13.3,4,101.5,76.7,23,0.49,51,0.49,25,0.51,26,0.654,17,8,200,98.5,34.5,10,16,67,,11.8,8,0.13699999999999998,7,0.0,0,55.9,33,0.529,19.4,15,44,0.568,25,0.579,11,"January 26, 2019",45.8,11,0.0,0,98.5,65.5,19,0.528,54,0.444,24,0.24100000000000002,13,0.9229999999999999,12,4,200,101.5,23.3,7,21,69,21.0,4.4,3,0.444,24,0.375,9,44.1,26,0.573,20.1,15,30,0.5,15,0.8,16,"PNC Arena, Raleigh, North Carolina",CLEMSON,Clemson,68.3,Home,NORTH-CAROLINA-STATE,NC State,NC State,acc,19,True,False,True,Home,True,9,15,54,26,59,0,25,51,1,0,164,448,1242,0.5587761674718197,697,1235,0.5643724696356275,111,344,1057,0.48297067171239355,0.7894736842105263
20,2019-01-29-19-north-carolina-state,62.5,15,15.8,6,94.2,72.2,26,0.5,52,0.462,24,0.365,19,0.737,14,1,225,95.7,41.7,10,22,66,3.0,2.9,2,0.192,10,0.4,4,60.0,36,0.541,19.9,15,42,0.47600000000000003,20,0.95,19,"January 29, 2019",45.5,10,9.5,4,95.7,58.3,14,0.39799999999999996,64,0.344,22,0.32799999999999996,21,0.667,14,5,225,94.2,27.8,10,16,65,23.0,11.6,8,0.406,26,0.26899999999999996,7,40.0,24,0.439,9.8,8,38,0.395,15,0.762,16,"PNC Arena, Raleigh, North Carolina",NORTH-CAROLINA-STATE,NC State,61.3,Away,VIRGINIA,Virginia,NC State,acc,20,False,True,True,Home,False,7,15,64,24,60,4,20,52,0,1,173,463,1296,0.5574845679012346,723,1294,0.5587326120556414,111,369,1108,0.4833032490974729,0.8
21,2019-02-02-12-north-carolina-state,50.0,8,11.5,3,45.3,67.5,27,0.433,45,0.35600000000000004,16,0.289,13,0.615,8,3,200,88.7,34.5,10,11,47,12.0,15.1,8,0.467,21,0.33299999999999996,7,53.6,37,0.45899999999999996,16.5,10,24,0.375,9,0.857,18,"February 2, 2019",22.2,2,12.5,3,88.7,65.5,19,0.185,54,0.16699999999999998,9,0.111,6,0.667,4,6,200,45.3,32.5,13,16,24,23.0,9.4,5,0.519,28,0.071,2,46.4,32,0.21100000000000002,15.0,10,26,0.26899999999999996,7,0.727,16,"PNC Arena, Raleigh, North Carolina",NORTH-CAROLINA-STATE,NC State,52.5,Away,VIRGINIA-TECH,Virginia Tech,NC State,acc,21,False,True,True,Home,False,2,7,54,32,69,7,9,45,0,1,180,478,1360,0.55,747,1354,0.551698670605613,115,389,1160,0.484051724137931,0.7619047619047619
22,2019-02-05-20-north-carolina,45.9,17,13.3,6,128.4,52.2,12,0.547,74,0.5,37,0.324,24,0.625,15,7,200,109.1,27.0,10,28,96,,10.2,9,0.23,17,0.41200000000000003,7,36.7,22,0.562,11.5,11,57,0.526,30,0.696,16,"February 5, 2019",70.3,26,12.3,7,109.1,73.0,27,0.621,66,0.561,37,0.561,37,0.838,31,4,200,128.4,47.8,11,23,113,8.0,8.0,7,0.318,21,0.381,8,63.3,38,0.6759999999999999,17.1,17,45,0.644,29,0.818,18,"Dean Smith Center, Chapel Hill, North Carolina",NORTH-CAROLINA-STATE,NC State,88.0,Home,NORTH-CAROLINA,UNC,NC State,acc,22,False,False,False,Away,False,7,30,74,22,60,8,29,66,0,1,182,485,1414,0.536067892503536,779,1423,0.5474349964862966,122,398,1205,0.4821576763485477,0.7272727272727273
23,2019-02-09-14-pittsburgh,65.4,17,11.1,4,113.4,59.3,16,0.516,64,0.406,26,0.32799999999999996,21,0.619,13,7,200,117.9,43.9,18,16,79,,10.4,7,0.42200000000000004,27,0.519,14,50.0,34,0.534,12.0,10,37,0.324,12,0.708,17,"February 9, 2019",42.3,11,21.6,8,117.9,56.1,23,0.545,55,0.473,26,0.345,19,0.8420000000000001,16,12,200,113.4,40.7,11,20,76,,9.0,6,0.345,19,0.42100000000000004,8,50.0,34,0.594,19.1,15,36,0.5,18,0.5,12,"Petersen Events Center, Pittsburgh, Pennsylvania",PITTSBURGH,Pitt,67.0,Away,NORTH-CAROLINA-STATE,NC State,NC State,acc,23,False,False,False,Away,True,14,12,64,34,68,8,18,55,1,0,189,515,1488,0.5366263440860215,801,1483,0.5401213755900203,130,427,1271,0.4893784421715185,0.6956521739130435
24,2019-02-13-20-north-carolina-state,38.1,8,9.7,3,98.6,78.3,18,0.392,60,0.35,21,0.36700000000000005,22,0.5,11,8,200,78.4,23.8,10,19,58,,13.5,10,0.41700000000000004,25,0.2,5,43.1,28,0.41200000000000003,14.7,12,35,0.457,16,0.68,17,"February 13, 2019",79.2,19,11.4,4,78.4,76.2,32,0.541,49,0.49,24,0.49,24,0.833,20,7,200,98.6,21.7,5,17,73,,13.5,10,0.36700000000000005,18,0.278,5,56.9,37,0.604,25.1,20,31,0.613,19,0.72,18,"PNC Arena, Raleigh, North Carolina",SYRACUSE,Syracuse,73.9,Home,NORTH-CAROLINA-STATE,NC State,NC State,acc,24,True,False,True,Home,True,5,19,49,37,65,5,16,60,1,0,203,527,1552,0.5357603092783505,835,1551,0.5383623468729851,138,445,1326,0.4917043740573152,0.7083333333333334
25,2019-02-16-18-duke,48.5,16,6.0,3,120.5,57.6,19,0.545,66,0.5,33,0.16699999999999998,11,0.545,6,8,200,100.0,12.1,4,19,78,,10.3,8,0.28800000000000003,19,0.316,6,34.8,23,0.5479999999999999,14.5,12,47,0.574,27,0.6920000000000001,18,"February 16, 2019",60.0,21,14.9,7,100.0,87.9,29,0.5529999999999999,66,0.53,35,0.424,28,0.75,21,2,200,120.5,42.4,14,16,94,2.0,11.5,9,0.242,16,0.188,3,65.2,43,0.593,13.3,12,50,0.64,32,0.92,23,"Cameron Indoor Stadium, Durham, North Carolina",NORTH-CAROLINA-STATE,NC State,78.3,Home,DUKE,Duke,NC State,acc,25,False,False,False,Away,False,6,27,66,23,66,3,32,66,0,1,208,546,1601,0.5359150530918176,872,1616,0.5396039603960396,143,461,1386,0.48737373737373735,0.72
26,2019-02-20-19-north-carolina-state,43.3,13,9.5,4,118.7,60.5,23,0.555,64,0.469,30,0.23399999999999999,15,0.6,9,12,225,106.7,40.0,14,19,80,,5.3,4,0.45299999999999996,29,0.379,11,50.7,37,0.562,18.5,16,35,0.5429999999999999,19,0.52,13,"February 20, 2019",48.3,14,0.0,0,106.7,60.0,21,0.5,67,0.433,29,0.38799999999999996,26,0.846,22,8,225,118.7,39.5,15,18,89,,14.7,11,0.373,25,0.36,9,49.3,36,0.561,14.2,13,42,0.47600000000000003,20,0.7040000000000001,19,"PNC Arena, Raleigh, North Carolina",BOSTON-COLLEGE,Boston College,66.9,Home,NORTH-CAROLINA-STATE,NC State,NC State,acc,26,True,False,True,Home,True,9,20,67,36,73,11,19,64,1,0,214,573,1667,0.5362927414517097,895,1682,0.5321046373365041,146,493,1452,0.4903581267217631,0.6923076923076923
