,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,CHICAGO-STATE_homegame,CHICAGO-STATE_homegame2,CHICAGO-STATE_home,CHICAGO-STATE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-06-20-chicago-state,73.3,22,2.0,1,106.3,82.4,28,0.536,70,0.429,30,0.18600000000000003,13,0.5379999999999999,7,0,200,103.8,21.4,9,27,82,,6.3,5,0.5,35,0.429,15,48.7,37,0.5379999999999999,14.7,13,35,0.429,15,0.0,0,"December 6, 2018",54.5,18,22.9,8,103.8,78.6,33,0.547,64,0.516,33,0.297,19,0.737,14,8,200,106.3,17.6,6,13,84,,6.3,5,0.21899999999999997,14,0.28600000000000003,4,51.3,39,0.575,13.2,11,50,0.58,29,0.273,3,"Emil and Patricia Jones Convocation Center, Chicago, Illinois","Trinity Christian
			","Trinity Christian
			",79.1,Home,CHICAGO-STATE,Chicago State,Chicago State,wac,10,True,False,True,Home,True,4,29,64,39,76,15,15,70,1,0,42,193,556,0.460431654676259,297,649,0.4576271186440678,92,209,640,0.5421875,0.2
11,2018-12-12-20-depaul,52.2,12,2.8,1,130.0,71.4,20,0.44299999999999995,61,0.377,23,0.27899999999999997,17,0.941,16,9,200,87.5,25.7,9,19,70,,10.0,8,0.344,21,0.381,8,46.0,29,0.507,20.8,18,40,0.375,15,0.25,3,"December 12, 2018",68.6,24,10.0,4,87.5,74.3,26,0.633,64,0.547,35,0.406,26,0.885,23,2,200,130.0,28.6,8,18,104,,15.0,12,0.43799999999999994,28,0.39299999999999996,11,54.0,34,0.6809999999999999,14.7,13,36,0.667,24,0.75,6,"Wintrust Arena, Chicago, Illinois",CHICAGO-STATE,Chicago State,79.7,Home,DEPAUL,DePaul,Chicago State,wac,11,False,False,False,Away,False,8,15,61,29,63,11,24,64,0,1,46,222,620,0.4693548387096774,336,725,0.463448275862069,107,224,710,0.5415492957746478,0.2727272727272727
12,2018-12-17-21-northwestern,53.3,8,12.9,4,127.5,64.3,18,0.33299999999999996,48,0.313,15,0.45799999999999996,22,0.636,14,10,200,66.7,23.3,7,16,46,,7.2,5,0.22899999999999998,11,0.182,2,43.1,25,0.39299999999999996,22.8,17,37,0.35100000000000003,13,0.231,3,"December 17, 2018",69.7,23,16.2,6,66.7,76.7,23,0.608,65,0.508,33,0.215,14,0.643,9,3,200,127.5,35.7,10,17,88,,11.6,8,0.523,34,0.382,13,56.9,33,0.614,9.0,7,31,0.645,20,0.727,8,"Welsh-Ryan Arena, Evanston, Illinois",CHICAGO-STATE,Chicago State,68.6,Home,NORTHWESTERN,Northwestern,Chicago State,wac,12,False,False,False,Away,False,2,13,48,25,58,13,20,65,0,1,54,237,681,0.4669603524229075,365,788,0.4631979695431472,118,248,774,0.5490956072351422,0.25
13,2018-12-20-15-western-illinois,28.6,6,3.0,1,103.8,84.4,27,0.392,60,0.35,21,0.16699999999999998,10,0.5,5,11,200,66.7,17.9,7,18,52,,12.8,10,0.28300000000000003,17,0.294,5,47.9,34,0.402,24.6,21,43,0.37200000000000005,16,0.214,3,"December 20, 2018",48.3,14,16.3,7,66.7,82.1,32,0.596,57,0.509,29,0.316,18,0.722,13,8,200,103.8,15.6,5,15,81,,15.4,12,0.42100000000000004,24,0.41700000000000004,10,52.1,37,0.618,20.8,17,33,0.5760000000000001,19,0.385,5,"Western Hall, Macomb, Illinois",CHICAGO-STATE,Chicago State,78.2,Home,WESTERN-ILLINOIS,Western Illinois,Chicago State,wac,13,False,False,False,Away,False,5,16,60,34,71,10,19,57,0,1,56,250,729,0.45816186556927296,390,846,0.46099290780141844,131,268,839,0.5536352800953516,0.23076923076923078
14,2018-12-22-14-northern-illinois,36.4,8,3.0,1,131.6,74.1,20,0.462,52,0.423,22,0.34600000000000003,18,0.611,11,12,200,77.6,26.7,8,22,59,,9.2,7,0.28800000000000003,15,0.267,4,49.1,28,0.48700000000000004,25.0,20,37,0.486,18,0.2,3,"December 22, 2018",44.1,15,0.0,0,77.6,73.3,22,0.672,61,0.557,34,0.377,23,0.7829999999999999,18,5,200,131.6,25.9,7,20,100,,7.9,6,0.45899999999999996,28,0.5,14,50.9,29,0.695,16.4,14,33,0.606,20,0.583,7,"Convocation Center, DeKalb, Illinois",CHICAGO-STATE,Chicago State,75.7,Home,NORTHERN-ILLINOIS,Northern Illinois,Chicago State,wac,14,False,False,False,Away,False,4,18,52,28,57,14,20,61,0,1,61,266,789,0.45310519645120406,424,917,0.4623773173391494,141,287,896,0.5563616071428571,0.21428571428571427
15,2019-01-05-15-missouri-kansas-city,66.7,20,10.3,3,111.1,74.1,20,0.524,62,0.484,30,0.161,10,0.7,7,13,200,100.0,26.7,8,23,72,,11.1,8,0.226,14,0.35700000000000004,5,49.1,28,0.539,18.4,15,48,0.521,25,0.188,3,"January 5, 2019",37.5,9,8.3,4,100.0,73.3,22,0.539,51,0.47100000000000003,24,0.627,32,0.7809999999999999,25,10,200,111.1,25.9,7,18,80,,11.1,8,0.431,22,0.318,7,50.9,29,0.604,14.5,11,29,0.586,17,0.375,6,"Swinney Recreation Center, Kansas City, Missouri",CHICAGO-STATE,Chicago State,72.0,Home,MISSOURI-KANSAS-CITY,UMKC,Chicago State,wac,15,False,False,False,Away,False,5,25,62,28,57,7,17,51,0,1,65,284,841,0.4536266349583829,452,974,0.46406570841889117,155,307,957,0.5637408568443051,0.2
16,2019-01-12-15-chicago-state,44.8,13,11.7,7,98.7,76.5,26,0.531,65,0.446,29,0.138,9,0.889,8,7,200,101.3,25.0,8,12,77,,5.3,4,0.49200000000000005,32,0.344,11,51.5,34,0.556,17.9,15,33,0.545,18,0.588,10,"January 12, 2019",41.2,14,15.2,5,101.3,75.0,24,0.514,70,0.486,34,0.071,5,0.6,3,14,200,98.7,23.5,8,11,75,,6.6,5,0.14300000000000002,10,0.4,4,48.5,32,0.518,13.2,11,60,0.5,30,0.17600000000000002,3,"Emil and Patricia Jones Convocation Center, Chicago, Illinois",CHICAGO-STATE,Chicago State,75.8,Away,CALIFORNIA-BAPTIST,California Baptist,Chicago State,wac,16,False,True,True,Home,False,4,30,70,32,66,11,18,65,0,1,70,309,903,0.4584717607973422,480,1031,0.4655674102812803,162,324,1008,0.5625,0.1875
17,2019-01-17-21-grand-canyon,40.0,8,8.8,3,105.3,78.1,25,0.392,51,0.392,20,0.21600000000000003,11,0.545,6,15,200,60.5,15.6,5,23,46,,9.2,7,0.196,10,0.0,0,46.9,30,0.409,29.2,23,41,0.488,20,0.16699999999999998,3,"January 17, 2019",69.0,20,2.4,1,60.5,84.4,27,0.58,56,0.518,29,0.446,25,0.6,15,7,200,105.3,21.9,7,13,80,,13.2,10,0.39299999999999996,22,0.318,7,53.1,34,0.589,19.3,16,34,0.647,22,0.611,11,"Grand Canyon University Arena, Phoenix, Arizona",CHICAGO-STATE,Chicago State,75.6,Home,GRAND-CANYON,Grand Canyon,Chicago State,wac,17,False,False,False,Away,False,0,20,51,30,64,7,22,56,0,1,74,339,973,0.4624871531346352,512,1097,0.4667274384685506,173,342,1073,0.5605778191985089,0.17647058823529413
18,2019-01-19-22-cal-state-bakersfield,63.6,14,4.5,2,119.4,68.6,24,0.5429999999999999,46,0.478,22,0.5870000000000001,27,0.852,23,16,200,101.4,13.0,3,19,73,,1.4,1,0.348,16,0.375,6,46.6,27,0.62,19.5,14,30,0.5329999999999999,16,0.158,3,"January 19, 2019",37.5,12,6.7,2,101.4,87.0,20,0.521,71,0.451,32,0.254,18,0.667,12,6,200,119.4,31.4,11,20,86,,9.7,7,0.38,27,0.37,10,53.4,31,0.541,7.1,6,44,0.5,22,0.684,13,"Icardo Center, Bakersfield, California",CHICAGO-STATE,Chicago State,72.2,Home,CAL-STATE-BAKERSFIELD,Cal State Bakersfield,Chicago State,wac,18,False,False,False,Away,False,6,16,46,27,58,10,22,71,0,1,74,359,1024,0.458984375,542,1161,0.46683893195521103,180,364,1129,0.5615589016829052,0.16666666666666666
19,2019-01-24-20-chicago-state,55.2,16,9.3,4,72.3,79.5,31,0.574,61,0.475,29,0.131,8,0.625,5,8,200,115.4,43.3,13,16,75,,6.2,4,0.361,22,0.545,12,63.8,44,0.579,17.8,14,39,0.436,17,0.619,13,"January 24, 2019",20.0,3,5.1,2,115.4,56.7,17,0.29600000000000004,54,0.278,15,0.37,20,0.75,15,17,200,72.3,20.5,8,14,47,,10.8,7,0.204,11,0.182,2,36.2,25,0.37,11.3,8,43,0.302,13,0.15,3,"Emil and Patricia Jones Convocation Center, Chicago, Illinois",CHICAGO-STATE,Chicago State,64.7,Away,SEATTLE,Seattle,Chicago State,wac,19,False,True,True,Home,False,2,13,54,25,69,12,17,61,0,1,80,375,1070,0.46261682242990654,569,1219,0.4667760459392945,190,386,1200,0.5591666666666667,0.15789473684210525
20,2019-01-26-15-chicago-state,56.0,14,5.9,2,92.3,86.2,25,0.509,55,0.455,25,0.436,24,0.75,18,7,200,113.8,42.4,14,18,74,,4.6,3,0.382,21,0.28600000000000003,6,62.9,39,0.557,16.5,13,34,0.5589999999999999,19,0.682,15,"January 26, 2019",62.5,15,2.9,1,113.8,57.6,19,0.51,49,0.49,24,0.306,15,0.667,10,18,200,92.3,13.8,4,22,60,,9.2,6,0.306,15,0.133,2,37.1,23,0.535,19.0,13,34,0.647,22,0.14300000000000002,3,"Emil and Patricia Jones Convocation Center, Chicago, Illinois",CHICAGO-STATE,Chicago State,65.3,Away,UTAH-VALLEY,Utah Valley,Chicago State,wac,20,False,True,True,Home,False,2,22,49,23,62,6,19,55,0,1,82,388,1124,0.45462633451957296,594,1288,0.4611801242236025,202,403,1261,0.5598731165741475,0.15
21,2019-01-31-20-texas-pan-american,53.3,8,0.0,0,104.1,70.6,24,0.36,43,0.349,15,0.512,22,0.682,15,19,200,62.2,10.0,3,20,46,,9.5,7,0.256,11,0.091,1,42.2,27,0.43,29.5,22,32,0.43799999999999994,14,0.136,3,"January 31, 2019",85.2,23,15.6,5,62.2,90.0,27,0.5329999999999999,61,0.44299999999999995,27,0.377,23,0.522,12,12,200,104.1,29.4,10,21,77,,16.2,12,0.426,26,0.423,11,57.8,37,0.535,15.5,13,35,0.457,16,0.478,11,"UTRGV Fieldhouse, Edinburg, Texas",CHICAGO-STATE,Chicago State,73.7,Home,TEXAS-PAN-AMERICAN,Texas-Rio Grande Valley,Chicago State,wac,21,False,False,False,Away,False,1,14,43,27,64,11,16,61,0,1,84,410,1173,0.45694799658994034,617,1350,0.457037037037037,208,422,1316,0.5577507598784195,0.14285714285714285
22,2019-02-02-18-new-mexico-state,43.8,7,7.4,2,122.1,60.0,18,0.345,55,0.29100000000000004,16,0.055,3,0.33299999999999996,1,20,200,57.4,21.2,7,19,39,,2.9,2,0.327,18,0.33299999999999996,6,39.7,25,0.34600000000000003,26.2,20,37,0.27,10,0.13,3,"February 2, 2019",56.7,17,10.8,4,57.4,78.8,26,0.586,64,0.469,30,0.188,12,0.667,8,4,200,122.1,40.0,12,9,83,,7.4,5,0.578,37,0.405,15,60.3,38,0.595,10.4,8,27,0.556,15,0.818,18,"Pan American Center, Las Cruces, New Mexico",CHICAGO-STATE,Chicago State,67.6,Home,NEW-MEXICO-STATE,New Mexico State,Chicago State,wac,22,False,False,False,Away,False,6,10,55,25,63,15,15,64,0,1,85,424,1216,0.4535361842105263,644,1414,0.45544554455445546,219,438,1377,0.5566448801742919,0.13636363636363635
23,2019-02-07-22-california-baptist,50.0,6,16.0,4,140.3,62.1,18,0.3,50,0.24,12,0.42,21,0.667,14,21,200,65.7,15.0,6,19,44,,3.0,2,0.34,17,0.353,6,34.8,24,0.36700000000000005,16.8,12,33,0.182,6,0.125,3,"February 7, 2019",65.5,19,6.1,2,65.7,85.0,34,0.623,61,0.475,29,0.344,21,0.857,18,10,200,140.3,37.9,11,22,94,,3.0,2,0.59,36,0.5,18,65.2,45,0.662,10.2,8,25,0.44,11,0.545,12,"CBU Events Center, Riverside, California",CHICAGO-STATE,Chicago State,67.0,Home,CALIFORNIA-BAPTIST,California Baptist,Chicago State,wac,23,False,False,False,Away,False,6,6,50,24,69,18,11,61,0,1,91,434,1271,0.44885916601101494,669,1477,0.45294515910629657,234,453,1441,0.5579458709229702,0.13043478260869565
24,2019-02-14-20-chicago-state,48.3,14,4.9,2,95.4,75.8,25,0.5820000000000001,55,0.527,29,0.309,17,0.647,11,9,200,115.4,35.7,10,18,75,,4.6,3,0.273,15,0.4,6,57.4,35,0.595,13.8,10,40,0.575,23,0.64,16,"February 14, 2019",70.0,14,5.0,2,115.4,64.3,18,0.435,54,0.37,20,0.37,20,0.75,15,22,200,95.4,24.2,8,18,62,,4.6,3,0.24100000000000002,13,0.5379999999999999,7,42.6,26,0.488,14.9,11,41,0.317,13,0.12,3,"Emil and Patricia Jones Convocation Center, Chicago, Illinois",CHICAGO-STATE,Chicago State,64.8,Away,CAL-STATE-BAKERSFIELD,Cal State Bakersfield,Chicago State,wac,24,False,True,True,Home,False,7,13,54,26,61,6,23,55,0,1,97,440,1321,0.443224829674489,693,1546,0.4482535575679172,252,464,1502,0.5605858854860186,0.125
25,2019-02-16-15-chicago-state,54.3,19,2.6,1,83.1,90.6,29,0.648,64,0.547,35,0.21899999999999997,14,0.5,7,10,200,126.8,37.5,12,16,90,,12.7,9,0.406,26,0.5,13,64.1,41,0.637,13.6,11,38,0.579,22,0.6,15,"February 16, 2019",54.2,13,5.3,2,126.8,62.5,20,0.473,56,0.429,24,0.214,12,0.5,6,23,200,83.1,9.4,3,16,59,,7.0,5,0.304,17,0.294,5,35.9,23,0.478,17.5,13,39,0.48700000000000004,19,0.115,3,"Emil and Patricia Jones Convocation Center, Chicago, Illinois",CHICAGO-STATE,Chicago State,70.7,Away,GRAND-CANYON,Grand Canyon,Chicago State,wac,25,False,True,True,Home,False,5,19,56,23,64,13,22,64,0,1,104,453,1375,0.4429090909090909,719,1607,0.44741754822650903,258,487,1557,0.5613359023763648,0.12
26,2019-02-21-21-utah-valley,65.5,19,8.3,3,141.1,46.2,12,0.542,59,0.49200000000000005,29,0.203,12,0.583,7,24,200,97.3,24.1,7,23,71,,16.4,12,0.203,12,0.5,6,34.5,19,0.5489999999999999,18.9,15,47,0.489,23,0.111,3,"February 21, 2019",67.6,25,0.0,0,97.3,75.9,22,0.7140000000000001,63,0.5870000000000001,37,0.349,22,0.591,13,8,200,141.1,53.8,14,12,103,,12.3,9,0.429,27,0.593,16,65.5,36,0.701,15.2,13,36,0.583,21,0.6920000000000001,18,"UCCU Center, Orem, Utah",CHICAGO-STATE,Chicago State,72.6,Home,UTAH-VALLEY,Utah Valley,Chicago State,wac,26,False,False,False,Away,False,6,23,59,19,55,16,21,63,0,1,109,472,1431,0.4440950384346611,742,1671,0.4440454817474566,271,509,1621,0.5647748303516348,0.11538461538461539
