,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,NORTHERN-ILLINOIS_homegame,NORTHERN-ILLINOIS_homegame2,NORTHERN-ILLINOIS_home,NORTHERN-ILLINOIS_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-20-19-northern-kentucky,34.6,9,8.8,3,90.3,73.2,30,0.509,57,0.456,26,0.158,9,0.444,4,5,200,86.1,17.9,5,22,62,,2.8,2,0.386,22,0.273,6,50.7,35,0.506,19.7,15,35,0.5710000000000001,20,0.545,6,"December 20, 2018",68.4,13,11.4,4,86.1,82.1,23,0.355,62,0.306,19,0.581,36,0.583,21,3,200,90.3,26.8,11,15,65,,8.3,6,0.452,28,0.214,6,49.3,34,0.41100000000000003,6.0,5,34,0.382,13,0.769,10,"Bank of Kentucky Center, Highland Heights, Kentucky",NORTHERN-ILLINOIS,Northern Illinois,72.2,Home,NORTHERN-KENTUCKY,Northern Kentucky,Northern Illinois,mac,10,False,False,False,Away,False,6,20,57,35,69,6,13,62,0,1,69,242,591,0.5846023688663282,336,598,0.5618729096989966,103,161,581,0.5430292598967298,0.6
11,2018-12-22-14-northern-illinois,36.4,8,3.0,1,131.6,74.1,20,0.462,52,0.423,22,0.34600000000000003,18,0.611,11,12,200,77.6,26.7,8,22,59,,9.2,7,0.28800000000000003,15,0.267,4,49.1,28,0.48700000000000004,25.0,20,37,0.486,18,0.2,3,"December 22, 2018",44.1,15,0.0,0,77.6,73.3,22,0.672,61,0.557,34,0.377,23,0.7829999999999999,18,5,200,131.6,25.9,7,20,100,,7.9,6,0.45899999999999996,28,0.5,14,50.9,29,0.695,16.4,14,33,0.606,20,0.583,7,"Convocation Center, DeKalb, Illinois",CHICAGO-STATE,Chicago State,75.7,Home,NORTHERN-ILLINOIS,Northern Illinois,Northern Illinois,mac,11,True,False,True,Home,True,14,20,61,29,57,4,18,52,1,0,75,262,648,0.5779320987654321,371,667,0.5562218890554723,109,174,643,0.5248833592534993,0.5454545454545454
12,2018-12-29-14-michigan-state,32.0,8,0.0,0,118.9,73.3,22,0.373,75,0.33299999999999996,25,0.107,8,0.5,4,6,200,81.1,27.1,13,20,60,,4.1,3,0.307,23,0.261,6,44.9,35,0.381,10.3,9,52,0.365,19,0.5379999999999999,7,"December 29, 2018",86.2,25,13.5,7,81.1,72.9,35,0.632,57,0.509,29,0.40399999999999997,23,0.696,16,2,200,118.9,26.7,8,13,88,8.0,2.7,2,0.509,29,0.483,14,55.1,43,0.648,17.3,14,28,0.536,15,0.846,11,"Breslin Events Center, East Lansing, Michigan",NORTHERN-ILLINOIS,Northern Illinois,74.4,Home,MICHIGAN-STATE,Michigan State,Northern Illinois,mac,12,False,False,False,Away,False,6,19,75,35,78,14,15,57,0,1,89,282,709,0.5860366713681241,400,724,0.5524861878453039,113,192,695,0.5201438848920863,0.5833333333333334
13,2019-01-05-14-ohio,48.0,12,9.7,3,94.3,74.3,26,0.484,61,0.41,25,0.27899999999999997,17,0.765,13,6,225,102.9,28.6,10,23,72,,8.6,6,0.344,21,0.429,9,51.4,36,0.521,12.7,10,40,0.4,16,0.5710000000000001,8,"January 5, 2019",45.8,11,17.5,7,102.9,71.4,25,0.5,55,0.436,24,0.455,25,0.44,11,5,225,94.3,25.7,9,16,66,,4.3,3,0.436,24,0.292,7,48.6,34,0.493,16.5,13,31,0.5479999999999999,17,0.615,8,"Convocation Center, Athens, Ohio",OHIO,Ohio,62.2,Away,NORTHERN-ILLINOIS,Northern Illinois,Northern Illinois,mac,13,False,False,False,Away,True,9,16,61,36,70,7,17,55,1,0,95,301,784,0.5656887755102041,435,802,0.5423940149625935,127,207,752,0.5285904255319149,0.5384615384615384
14,2019-01-08-19-miami-oh,30.0,9,0.0,0,109.4,66.7,22,0.6629999999999999,52,0.5770000000000001,30,0.327,17,0.8240000000000001,14,6,200,129.7,38.1,8,20,83,,7.8,5,0.34600000000000003,18,0.5,9,55.6,30,0.691,17.9,13,34,0.618,21,0.6,9,"January 8, 2019",36.4,8,11.8,4,129.7,61.9,13,0.51,51,0.431,22,0.49,25,0.72,18,7,200,109.4,33.3,11,15,70,,9.4,6,0.529,27,0.29600000000000004,8,44.4,24,0.557,16.2,12,24,0.583,14,0.5329999999999999,8,"Millett Hall, Oxford, Ohio",MIAMI-OH,Miami (OH),64.5,Away,NORTHERN-ILLINOIS,Northern Illinois,Northern Illinois,mac,14,False,False,False,Away,True,9,21,52,30,54,8,14,51,1,0,104,317,845,0.5597633136094674,471,872,0.5401376146788991,134,224,807,0.5266418835192069,0.5714285714285714
15,2019-01-12-16-northern-illinois,64.7,11,0.0,0,115.9,79.2,19,0.41,50,0.34,17,0.36,18,0.833,15,7,200,88.9,12.9,4,16,56,,6.3,4,0.62,31,0.226,7,41.8,23,0.478,13.4,9,19,0.526,10,0.562,9,"January 12, 2019",40.0,12,5.3,1,88.9,87.1,27,0.632,53,0.5660000000000001,30,0.17,9,0.667,6,6,200,115.9,20.8,5,17,73,,6.3,4,0.396,21,0.33299999999999996,7,58.2,32,0.637,14.9,10,32,0.7190000000000001,23,0.625,10,"Convocation Center, DeKalb, Illinois",AKRON,Akron,62.9,Home,NORTHERN-ILLINOIS,Northern Illinois,Northern Illinois,mac,15,True,False,True,Home,True,7,23,53,32,55,7,10,50,1,0,113,338,897,0.5657748049052397,501,926,0.541036717062635,142,238,858,0.5256410256410257,0.6
16,2019-01-15-20-northern-illinois,69.2,18,6.5,3,98.6,62.1,18,0.602,54,0.48100000000000004,26,0.35200000000000004,19,0.684,13,3,200,111.4,25.0,7,12,78,,12.9,9,0.537,29,0.44799999999999995,13,43.9,25,0.619,17.3,13,25,0.52,13,0.8240000000000001,14,"January 15, 2019",44.8,13,12.0,3,111.4,75.0,21,0.5,64,0.45299999999999996,29,0.125,8,0.625,5,7,200,98.6,37.9,11,16,69,,10.0,7,0.281,18,0.33299999999999996,6,56.1,32,0.509,18.2,15,46,0.5,23,0.588,10,"Convocation Center, DeKalb, Illinois",NORTHERN-ILLINOIS,Northern Illinois,70.4,Away,CENTRAL-MICHIGAN,Central Michigan,Northern Illinois,mac,16,False,True,True,Home,False,6,23,64,32,57,13,13,54,0,1,120,361,950,0.5694736842105264,533,981,0.5433231396534148,149,248,908,0.5192731277533039,0.625
17,2019-01-19-14-kent-state,20.8,5,9.4,3,109.9,81.5,22,0.473,56,0.429,24,0.35700000000000004,20,0.75,15,8,200,95.8,27.6,8,16,68,,7.0,5,0.35700000000000004,20,0.25,5,53.6,30,0.519,17.8,14,36,0.528,19,0.556,10,"January 19, 2019",48.1,13,11.1,4,95.8,72.4,21,0.535,57,0.474,27,0.35100000000000003,20,0.85,17,4,200,109.9,18.5,5,16,78,,7.0,5,0.439,25,0.28,7,46.4,26,0.586,10.8,8,32,0.625,20,0.778,14,"Memorial Athletic & Convocation Center, Kent, Ohio",NORTHERN-ILLINOIS,Northern Illinois,70.5,Home,KENT-STATE,Kent State,Northern Illinois,mac,17,False,False,False,Away,False,5,19,56,30,56,7,20,57,0,1,126,384,1014,0.5650887573964497,565,1038,0.5443159922928709,162,261,962,0.5239085239085239,0.5882352941176471
18,2019-01-22-20-northern-illinois,50.0,11,7.3,3,93.9,93.1,27,0.442,60,0.36700000000000005,22,0.517,31,0.71,22,2,200,91.5,19.0,8,23,75,14.0,4.9,4,0.5,30,0.3,9,49.3,35,0.502,16.9,15,30,0.433,13,0.895,17,"January 22, 2019",29.6,8,3.3,1,91.5,81.0,34,0.537,54,0.5,27,0.444,24,0.792,19,8,200,93.9,6.9,2,27,77,,8.5,7,0.24100000000000002,13,0.308,4,50.7,36,0.589,21.8,18,41,0.561,23,0.579,11,"Convocation Center, DeKalb, Illinois",BUFFALO,Buffalo,81.6,Home,NORTHERN-ILLINOIS,Northern Illinois,Northern Illinois,mac,18,True,False,True,Home,True,4,23,54,36,71,9,13,60,1,0,131,403,1070,0.5602803738317756,595,1094,0.5438756855575868,169,281,1019,0.5245338567222767,0.5555555555555556
19,2019-01-26-17-akron,28.6,6,4.8,1,95.7,78.1,25,0.5,50,0.42,21,0.4,20,0.75,15,9,200,92.9,20.7,6,19,65,,8.6,6,0.42,21,0.381,8,50.8,31,0.546,22.4,17,29,0.44799999999999995,13,0.55,11,"January 26, 2019",70.0,14,6.9,2,92.9,79.3,23,0.48200000000000004,56,0.35700000000000004,20,0.28600000000000003,16,0.813,13,8,200,95.7,21.9,7,19,67,,10.0,7,0.625,35,0.4,14,49.2,30,0.527,17.1,13,21,0.28600000000000003,6,0.6,12,"James A. Rhodes Arena, Akron, Ohio",NORTHERN-ILLINOIS,Northern Illinois,70.1,Home,AKRON,Akron,Northern Illinois,mac,19,False,False,False,Away,False,8,13,50,31,61,14,6,56,0,1,135,426,1124,0.5591637010676157,631,1165,0.5416309012875536,178,294,1079,0.5199258572752549,0.5789473684210527
20,2019-01-29-18-northern-illinois,45.0,9,0.0,0,104.4,82.1,23,0.402,56,0.35700000000000004,20,0.39299999999999996,22,0.682,15,9,200,88.2,25.0,10,16,60,,5.9,4,0.46399999999999997,26,0.192,5,48.5,33,0.451,15.4,12,30,0.5,15,0.55,11,"January 29, 2019",65.2,15,10.0,3,88.2,75.0,30,0.491,53,0.434,23,0.415,22,0.8640000000000001,19,9,200,104.4,17.9,5,16,71,,4.4,3,0.28300000000000003,15,0.4,6,51.5,35,0.5589999999999999,12.6,9,38,0.447,17,0.5710000000000001,12,"Convocation Center, DeKalb, Illinois",OHIO,Ohio,68.0,Home,NORTHERN-ILLINOIS,Northern Illinois,Northern Illinois,mac,20,True,False,True,Home,True,6,17,53,35,68,5,15,56,1,0,143,439,1174,0.5566439522998297,662,1226,0.5399673735725938,192,300,1135,0.5180616740088105,0.55
21,2019-02-02-15-northern-illinois,65.2,15,4.5,2,84.6,80.0,32,0.518,57,0.40399999999999997,23,0.228,13,0.769,10,4,200,106.2,22.2,6,11,69,,1.5,1,0.526,30,0.433,13,56.7,38,0.546,11.3,8,27,0.37,10,0.818,18,"February 2, 2019",36.4,8,11.1,3,106.2,77.8,21,0.387,62,0.355,22,0.161,10,0.7,7,10,200,84.6,20.0,8,11,55,,10.8,7,0.29,18,0.222,4,43.3,29,0.41200000000000003,8.3,6,44,0.409,18,0.545,12,"Convocation Center, DeKalb, Illinois",NORTHERN-ILLINOIS,Northern Illinois,65.0,Away,TOLEDO,Toledo,Northern Illinois,mac,21,False,True,True,Home,False,4,18,62,29,67,13,10,57,0,1,149,456,1227,0.5537897310513448,697,1294,0.5386398763523956,197,315,1191,0.5125944584382871,0.5714285714285714
22,2019-02-05-20-northern-illinois,56.5,13,6.8,3,97.3,82.8,24,0.5,54,0.426,23,0.519,28,0.643,18,11,200,98.6,20.7,6,10,72,,6.8,5,0.40700000000000003,22,0.364,8,51.7,30,0.535,15.3,12,32,0.469,15,0.522,12,"February 5, 2019",35.7,10,15.6,5,98.6,79.3,23,0.508,62,0.452,28,0.129,8,1.0,8,11,200,97.3,17.2,5,21,71,,5.5,4,0.29,18,0.389,7,48.3,28,0.54,14.4,11,44,0.47700000000000004,21,0.522,12,"Convocation Center, DeKalb, Illinois",NORTHERN-ILLINOIS,Northern Illinois,72.6,Away,BALL-STATE,Ball State,Northern Illinois,mac,22,False,True,True,Home,False,7,21,62,28,58,8,15,54,0,1,153,474,1289,0.5457719162141195,726,1361,0.5334313005143277,210,325,1248,0.5128205128205128,0.5454545454545454
23,2019-02-09-14-eastern-michigan,47.1,8,9.1,2,87.7,80.8,21,0.35700000000000004,49,0.34700000000000003,17,0.408,20,0.7,14,12,200,75.4,29.4,10,24,49,,7.7,5,0.265,13,0.077,1,51.7,31,0.419,22.7,17,36,0.444,16,0.5,12,"February 9, 2019",47.4,9,25.0,9,75.4,70.6,24,0.5,44,0.43200000000000005,19,0.568,25,0.52,13,13,200,87.7,19.2,5,18,57,,12.3,8,0.5,22,0.273,6,48.3,29,0.51,19.1,13,22,0.591,13,0.435,10,"Convocation Center, Ypsilanti, Michigan",NORTHERN-ILLINOIS,Northern Illinois,64.7,Home,EASTERN-MICHIGAN,Eastern Michigan,Northern Illinois,mac,23,False,False,False,Away,False,1,16,49,31,60,6,13,44,0,1,160,495,1351,0.5440414507772021,754,1419,0.5313601127554616,218,340,1302,0.5122887864823349,0.5217391304347826
24,2019-02-12-19-western-michigan,27.6,8,0.0,0,108.6,70.6,24,0.561,57,0.509,29,0.24600000000000002,14,0.7140000000000001,10,13,200,105.7,12.5,3,23,74,,11.4,8,0.368,21,0.28600000000000003,6,46.6,27,0.581,13.7,10,36,0.639,23,0.48,12,"February 12, 2019",44.0,11,5.6,2,105.7,87.5,21,0.6,50,0.5,25,0.62,31,0.516,16,17,200,108.6,29.4,10,16,76,,5.7,4,0.46,23,0.435,10,53.4,31,0.5870000000000001,19.1,15,27,0.556,15,0.292,7,"University Arena, Kalamazoo, Michigan",NORTHERN-ILLINOIS,Northern Illinois,70.2,Home,WESTERN-MICHIGAN,Western Michigan,Northern Illinois,mac,24,False,False,False,Away,False,6,23,57,27,58,10,15,50,0,1,161,511,1400,0.5375,785,1479,0.530764029749831,224,353,1346,0.5118870728083209,0.5
25,2019-02-16-16-northern-illinois,74.1,20,9.5,4,97.1,82.4,28,0.7170000000000001,46,0.5870000000000001,27,0.696,32,0.6559999999999999,21,7,200,126.1,33.3,8,16,87,,10.1,7,0.457,21,0.5710000000000001,12,62.1,36,0.711,18.9,14,25,0.6,15,0.72,18,"February 16, 2019",21.7,5,0.0,0,126.1,66.7,16,0.424,59,0.39,23,0.305,18,0.9440000000000001,17,14,200,97.1,17.6,6,23,67,,10.1,7,0.28800000000000003,17,0.235,4,37.9,22,0.496,11.9,9,42,0.452,19,0.462,12,"Convocation Center, DeKalb, Illinois",NORTHERN-ILLINOIS,Northern Illinois,68.9,Away,BOWLING-GREEN-STATE,Bowling Green State,Northern Illinois,mac,25,False,True,True,Home,False,4,19,59,22,58,12,15,46,0,1,167,534,1457,0.5384351407000686,812,1537,0.5283018867924528,234,368,1396,0.5150429799426934,0.48
26,2019-02-23-18-toledo,25.0,5,14.3,4,87.7,75.8,25,0.436,55,0.364,20,0.2,11,0.545,6,15,200,83.1,29.4,10,22,54,,13.8,9,0.382,21,0.381,8,52.2,35,0.44799999999999995,19.0,14,34,0.353,12,0.444,12,"February 23, 2019",68.4,13,20.6,7,83.1,70.6,24,0.46,50,0.38,19,0.34,17,0.647,11,6,200,87.7,24.2,8,14,57,,7.7,5,0.44,22,0.364,8,47.8,32,0.491,20.7,15,28,0.39299999999999996,11,0.778,21,"John F. Savage Hall, Toledo, Ohio",NORTHERN-ILLINOIS,Northern Illinois,64.7,Home,TOLEDO,Toledo,Northern Illinois,mac,26,False,False,False,Away,False,8,12,55,35,67,8,11,50,0,1,171,553,1516,0.5339709762532981,834,1595,0.5228840125391849,246,383,1442,0.521497919556172,0.46153846153846156
