,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,LONGWOOD_homegame,LONGWOOD_homegame2,LONGWOOD_home,LONGWOOD_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-09-13-duquesne,57.7,15,12.0,3,111.1,62.9,22,0.593,54,0.48100000000000004,26,0.24100000000000002,13,0.5379999999999999,7,4,200,98.6,26.9,7,21,71,,6.9,5,0.444,24,0.5,12,47.5,29,0.59,25.1,20,30,0.467,14,0.636,7,"December 9, 2018",68.0,17,20.0,6,98.6,73.1,19,0.5,60,0.41700000000000004,25,0.38299999999999995,23,0.87,20,2,200,111.1,37.1,13,16,80,,11.1,8,0.583,35,0.28600000000000003,10,52.5,32,0.564,15.6,13,25,0.6,15,0.75,6,"A.J. Palumbo Center, Pittsburgh, Pennsylvania",LONGWOOD,Longwood,72.1,Home,DUQUESNE,Duquesne,Longwood,big-south,10,False,False,False,Away,False,12,14,54,29,61,10,15,60,0,1,83,139,545,0.4834862385321101,367,676,0.5428994082840237,86,128,572,0.4493006993006993,0.7
11,2018-12-13-19-longwood,61.9,13,7.4,2,124.6,48.3,14,0.48,51,0.41200000000000003,21,0.235,12,0.667,8,0,200,87.7,26.7,8,19,57,,6.2,4,0.431,22,0.318,7,37.3,22,0.503,19.9,14,29,0.483,14,0.0,0,"December 13, 2018",65.4,17,13.8,4,87.7,73.3,22,0.542,60,0.433,26,0.41700000000000004,25,0.64,16,4,200,124.6,51.7,15,18,81,,10.8,7,0.55,33,0.39399999999999996,13,62.7,37,0.563,12.3,10,27,0.48100000000000004,13,0.667,8,"Willett Hall, Farmville, Virginia","Averett
			","Averett
			",64.8,Home,LONGWOOD,Longwood,Longwood,big-south,11,True,False,True,Home,True,13,13,60,37,59,7,14,51,1,0,95,153,599,0.493322203672788,396,737,0.5373134328358209,96,143,632,0.4541139240506329,0.6363636363636364
12,2018-12-17-19-cornell,34.8,8,25.0,6,89.7,87.9,29,0.449,59,0.39,23,0.254,15,0.733,11,5,200,82.1,27.8,10,22,64,,14.1,11,0.424,25,0.28,7,56.5,39,0.484,24.2,21,34,0.47100000000000003,16,0.615,8,"December 17, 2018",86.4,19,8.8,3,82.1,72.2,26,0.536,56,0.39299999999999996,22,0.268,15,0.667,10,5,200,89.7,12.1,4,17,70,,5.1,4,0.5710000000000001,32,0.5,16,43.5,30,0.5539999999999999,23.3,19,24,0.25,6,0.5,5,"Newman Arena, Ithaca, New York",LONGWOOD,Longwood,77.6,Home,CORNELL,Cornell,Longwood,big-south,12,False,False,False,Away,False,7,16,59,39,69,16,6,56,0,1,108,166,659,0.4977238239757208,433,796,0.5439698492462312,103,157,683,0.4560761346998536,0.6666666666666666
13,2018-12-21-19-longwood,54.5,12,16.7,3,122.2,68.2,15,0.5,56,0.39299999999999996,22,0.14300000000000002,8,0.875,7,11,200,100.0,30.0,9,17,63,,7.9,5,0.46399999999999997,26,0.462,12,46.2,24,0.527,19.0,14,30,0.33299999999999996,10,0.214,3,"December 21, 2018",72.0,18,0.0,0,100.0,70.0,21,0.67,50,0.5,25,0.32,16,0.625,10,5,200,122.2,31.8,7,14,77,,7.9,5,0.64,32,0.531,17,53.8,28,0.6679999999999999,16.2,11,18,0.444,8,0.643,9,"Willett Hall, Farmville, Virginia",STETSON,Stetson,63.2,Home,LONGWOOD,Longwood,Longwood,big-south,13,True,False,True,Home,True,17,8,50,28,52,12,10,56,1,0,115,182,718,0.4937325905292479,472,865,0.545664739884393,119,163,739,0.4621109607577808,0.6153846153846154
14,2018-12-29-13-citadel,63.9,23,7.1,2,110.6,67.6,25,0.688,64,0.563,36,0.391,25,0.88,22,5,200,129.4,31.0,9,23,110,,10.6,9,0.5,32,0.5,16,51.5,34,0.725,17.6,16,32,0.625,20,0.667,10,"December 29, 2018",54.8,17,12.5,4,129.4,69.0,20,0.514,73,0.425,31,0.342,25,0.76,19,3,200,110.6,32.4,12,17,94,,10.6,9,0.616,45,0.289,13,48.5,32,0.5539999999999999,14.3,14,28,0.643,18,0.75,9,"McAlister Field House, Charleston, South Carolina",CITADEL,Citadel,84.9,Away,LONGWOOD,Longwood,Longwood,big-south,14,False,False,False,Away,True,16,20,64,34,66,13,18,73,1,0,132,190,768,0.5052083333333334,500,917,0.5452562704471101,131,173,795,0.4647798742138365,0.6428571428571429
15,2019-01-05-16-radford,47.8,11,4.0,1,102.9,76.7,23,0.491,57,0.40399999999999997,23,0.21100000000000002,12,0.667,8,6,200,92.8,17.6,6,30,64,,7.2,5,0.491,28,0.35700000000000004,10,45.3,29,0.51,16.2,12,29,0.44799999999999995,13,0.625,10,"January 5, 2019",57.9,11,17.2,5,92.8,82.4,28,0.447,47,0.40399999999999997,19,0.809,38,0.763,29,6,200,102.9,23.3,7,17,71,,8.7,6,0.46799999999999997,22,0.182,4,54.7,35,0.546,14.7,11,25,0.6,15,0.6,9,"Donald N. Dedmon Center, Radford, Virginia",LONGWOOD,Longwood,68.9,Home,RADFORD,Radford,Longwood,big-south,15,False,False,False,Away,False,10,13,57,29,64,4,15,47,0,1,148,210,832,0.5192307692307693,534,983,0.54323499491353,144,191,868,0.46889400921658986,0.6666666666666666
16,2019-01-10-19-longwood,43.5,10,18.2,4,104.7,68.8,22,0.465,57,0.40399999999999997,23,0.175,10,0.9,9,14,200,96.9,25.8,8,22,62,,9.4,6,0.596,34,0.20600000000000002,7,47.6,30,0.502,16.3,12,23,0.696,16,0.125,2,"January 10, 2019",66.7,12,13.0,3,96.9,74.2,23,0.479,47,0.38299999999999995,18,0.574,27,0.815,22,6,200,104.7,31.3,10,15,67,,12.5,8,0.532,25,0.36,9,52.4,33,0.56,18.1,13,22,0.409,9,0.647,11,"Willett Hall, Farmville, Virginia",NORTH-CAROLINA-ASHEVILLE,UNC Asheville,64.3,Home,LONGWOOD,Longwood,Longwood,big-south,16,True,False,True,Home,True,9,9,47,33,63,7,16,57,1,0,158,223,889,0.5174353205849269,563,1047,0.5377268385864374,148,206,915,0.46775956284153003,0.625
17,2019-01-12-15-longwood,48.5,16,17.9,5,118.2,81.5,22,0.625,64,0.516,33,0.406,26,0.8079999999999999,21,9,200,131.2,31.0,9,19,101,,9.1,7,0.484,31,0.452,14,55.4,31,0.6609999999999999,12.7,11,33,0.5760000000000001,19,0.43799999999999994,7,"January 12, 2019",53.6,15,6.1,2,131.2,69.0,20,0.625,56,0.5,28,0.446,25,0.84,21,7,200,118.2,18.5,5,23,91,,10.4,8,0.5,28,0.5,14,44.6,25,0.67,16.3,13,28,0.5,14,0.611,11,"Willett Hall, Farmville, Virginia",LONGWOOD,Longwood,77.1,Away,CHARLESTON-SOUTHERN,Charleston Southern,Longwood,big-south,17,False,True,True,Home,False,14,14,56,25,56,14,19,64,0,1,167,232,936,0.5154914529914529,596,1110,0.5369369369369369,155,222,972,0.4675925925925926,0.6470588235294118
18,2019-01-16-19-winthrop,39.3,11,25.0,7,81.3,69.0,29,0.525,61,0.45899999999999996,28,0.262,16,0.688,11,7,200,100.0,14.3,5,21,75,,12.0,9,0.426,26,0.308,8,44.2,34,0.547,15.0,12,35,0.5710000000000001,20,0.632,12,"January 16, 2019",61.1,11,14.3,5,100.0,85.7,30,0.35200000000000004,64,0.281,18,0.281,18,0.889,16,6,200,81.3,31.0,13,15,61,,6.7,5,0.563,36,0.25,9,55.8,43,0.42,17.3,15,28,0.321,9,0.647,11,"Winthrop Coliseum, Rock Hill, South Carolina",WINTHROP,Winthrop,75.1,Away,LONGWOOD,Longwood,Longwood,big-south,18,False,False,False,Away,True,8,20,61,34,77,9,9,64,1,0,181,246,992,0.5216733870967742,621,1166,0.532590051457976,169,241,1036,0.47731660231660233,0.6111111111111112
19,2019-01-19-16-presbyterian,45.0,9,3.6,1,104.4,75.0,27,0.43799999999999994,56,0.35700000000000004,20,0.41100000000000003,23,0.652,15,8,200,94.1,19.4,7,17,64,,5.9,4,0.625,35,0.257,9,47.2,34,0.478,10.8,8,21,0.524,11,0.6,12,"January 19, 2019",47.8,11,0.0,0,94.1,80.6,29,0.474,57,0.40399999999999997,23,0.42100000000000004,24,0.708,17,9,200,104.4,25.0,9,18,71,,2.9,2,0.509,29,0.276,8,52.8,38,0.519,10.6,8,28,0.536,15,0.55,11,"Ross E.Templeton Center, Clinton, South Carolina",LONGWOOD,Longwood,67.7,Home,PRESBYTERIAN,Presbyterian,Longwood,big-south,19,False,False,False,Away,False,9,11,56,34,72,8,15,57,0,1,189,266,1053,0.5218423551756886,655,1243,0.5269509251810137,178,250,1100,0.47,0.631578947368421
20,2019-01-21-19-longwood,27.6,8,16.7,4,89.4,80.8,21,0.55,60,0.483,29,0.133,8,0.75,6,6,200,109.1,26.7,8,17,72,,6.1,4,0.4,24,0.33299999999999996,8,51.8,29,0.564,14.8,11,36,0.583,21,0.7,14,"January 21, 2019",47.4,9,13.9,5,109.1,73.3,22,0.479,47,0.40399999999999997,19,0.319,15,0.9329999999999999,14,9,200,89.4,19.2,5,17,59,,6.1,4,0.489,23,0.304,7,48.2,27,0.545,23.0,16,24,0.5,12,0.5710000000000001,12,"Willett Hall, Farmville, Virginia",LONGWOOD,Longwood,66.0,Away,RADFORD,Radford,Longwood,big-south,20,False,True,True,Home,False,7,12,47,27,56,8,21,60,0,1,198,277,1109,0.5175834084761046,689,1315,0.5239543726235741,186,265,1157,0.4701815038893691,0.6
21,2019-01-24-19-longwood,33.3,6,8.7,2,83.3,81.1,30,0.32299999999999995,62,0.29,18,0.32299999999999995,20,0.55,11,9,200,77.3,31.0,13,17,51,,9.1,6,0.355,22,0.182,4,54.4,43,0.35700000000000004,10.2,8,40,0.35,14,0.526,10,"January 24, 2019",44.4,8,10.0,4,77.3,69.0,29,0.39799999999999996,54,0.33299999999999996,18,0.35200000000000004,19,0.632,12,9,200,83.3,18.9,7,19,55,,3.0,2,0.574,31,0.226,7,45.6,36,0.436,13.8,10,23,0.478,11,0.591,13,"Willett Hall, Farmville, Virginia",HIGH-POINT,High Point,66.3,Home,LONGWOOD,Longwood,Longwood,big-south,21,True,False,True,Home,True,7,11,54,36,79,4,14,62,1,0,205,289,1156,0.5160034602076125,716,1371,0.5222465353756383,194,286,1217,0.4741166803615448,0.5714285714285714
22,2019-01-26-16-south-carolina-upstate,30.0,6,6.1,2,108.1,72.7,24,0.373,59,0.33899999999999997,20,0.39,23,0.826,19,10,200,85.1,32.4,11,14,63,,5.4,4,0.45799999999999996,27,0.14800000000000002,4,52.2,35,0.45,20.7,18,32,0.5,16,0.565,13,"January 26, 2019",67.9,19,15.6,5,85.1,67.6,23,0.557,61,0.45899999999999996,28,0.23,14,0.857,12,17,200,108.1,27.3,9,20,80,,10.8,8,0.45899999999999996,28,0.429,12,47.8,32,0.591,15.2,12,33,0.485,16,0.261,6,"G.B. Hodge Center, Spartanburg, South Carolina",LONGWOOD,Longwood,73.8,Home,SOUTH-CAROLINA-UPSTATE,USC Upstate,Longwood,big-south,22,False,False,False,Away,False,4,16,59,35,67,12,16,61,0,1,212,300,1210,0.5107438016528926,752,1450,0.5186206896551724,198,300,1279,0.46677091477716964,0.5909090909090909
23,2019-01-30-19-longwood,69.0,20,12.0,3,122.1,84.4,27,0.74,50,0.58,29,0.52,26,0.769,20,10,200,141.2,26.1,6,15,94,,4.4,3,0.48,24,0.667,16,60.0,33,0.77,16.3,12,26,0.5,13,0.5,10,"January 30, 2019",51.7,15,0.0,0,141.2,73.9,17,0.619,59,0.49200000000000005,29,0.271,16,0.625,10,11,200,122.1,15.6,5,20,83,,7.4,5,0.5760000000000001,34,0.441,15,40.0,22,0.623,8.3,6,25,0.56,14,0.542,13,"Willett Hall, Farmville, Virginia",LONGWOOD,Longwood,68.0,Away,HAMPTON,Hampton,Longwood,big-south,23,False,True,True,Home,False,15,14,59,22,55,16,13,50,0,1,216,316,1269,0.5043341213553979,787,1517,0.5187870797626896,210,316,1340,0.4708955223880597,0.5652173913043478
24,2019-02-02-14-campbell,50.0,10,5.9,1,123.9,87.5,21,0.615,39,0.513,20,0.513,20,0.7,14,12,200,92.5,11.8,2,25,62,,9.0,6,0.5379999999999999,21,0.381,8,56.1,23,0.639,29.5,20,18,0.667,12,0.52,13,"February 2, 2019",75.0,18,0.0,0,92.5,88.2,15,0.65,50,0.48,24,0.4,20,0.9,18,9,200,123.9,12.5,3,18,83,,6.0,4,0.66,33,0.515,17,43.9,18,0.6970000000000001,15.8,11,17,0.41200000000000003,7,0.591,13,"John W. Pope Jr. Convocation Center, Buies Creek, North Carolina",LONGWOOD,Longwood,67.0,Home,CAMPBELL,Campbell,Longwood,big-south,24,False,False,False,Away,False,8,12,39,23,41,17,7,50,0,1,231,330,1328,0.5094126506024096,809,1572,0.5146310432569975,226,329,1390,0.4805755395683453,0.5416666666666666
25,2019-02-07-19-longwood,50.0,15,6.5,2,110.0,73.7,28,0.575,60,0.5,30,0.433,26,0.769,20,9,225,111.3,16.1,5,19,89,,5.0,4,0.4,24,0.375,9,47.8,33,0.615,14.4,12,36,0.583,21,0.625,15,"February 7, 2019",46.7,14,5.6,2,111.3,83.9,26,0.521,71,0.423,30,0.239,17,0.8240000000000001,14,13,225,110.0,26.3,10,22,88,,5.0,4,0.563,40,0.35,14,52.2,36,0.556,12.3,11,31,0.516,16,0.5,13,"Willett Hall, Farmville, Virginia",LONGWOOD,Longwood,70.9,Away,GARDNER-WEBB,Gardner-Webb,Longwood,big-south,25,False,True,True,Home,False,14,16,71,36,69,9,21,60,0,1,239,342,1367,0.5124359912216533,832,1613,0.5158090514569126,243,336,1440,0.4864583333333333,0.52
26,2019-02-13-19-high-point,40.9,9,0.0,0,95.2,66.7,18,0.5,53,0.415,22,0.18899999999999997,10,0.9,9,13,200,100.0,23.1,6,15,62,,8.1,5,0.509,27,0.33299999999999996,9,45.3,24,0.537,18.5,13,26,0.5,13,0.519,14,"February 13, 2019",42.1,8,11.5,3,100.0,76.9,20,0.467,45,0.42200000000000004,19,0.444,20,0.85,17,12,200,95.2,33.3,9,15,59,,11.3,7,0.42200000000000004,19,0.21100000000000002,4,54.7,29,0.541,20.6,14,26,0.5770000000000001,15,0.52,13,"Millis Center, High Point, North Carolina",HIGH-POINT,High Point,62.1,Away,LONGWOOD,Longwood,Longwood,big-south,26,False,False,False,Away,True,9,13,53,24,53,4,15,45,1,0,253,358,1438,0.5128650904033379,868,1682,0.5160523186682521,252,357,1500,0.49,0.5
27,2019-02-16-15-longwood,76.0,19,23.1,6,110.7,79.3,23,0.508,63,0.397,25,0.27,17,0.882,15,22,225,105.3,19.4,6,27,79,,9.3,7,0.6829999999999999,43,0.326,14,48.3,29,0.556,13.5,11,20,0.55,11,0.214,6,"February 16, 2019",56.5,13,0.0,0,105.3,80.6,25,0.5489999999999999,51,0.451,23,0.6859999999999999,35,0.7709999999999999,27,13,225,110.7,20.7,6,14,83,,4.0,3,0.49,25,0.4,10,51.7,31,0.614,16.4,13,26,0.5,13,0.536,15,"Willett Hall, Farmville, Virginia",SOUTH-CAROLINA-UPSTATE,USC Upstate,67.0,Home,LONGWOOD,Longwood,Longwood,big-south,27,True,False,True,Home,True,10,13,51,31,60,14,11,63,1,0,262,371,1491,0.5124077800134138,892,1735,0.514121037463977,256,372,1545,0.4893203883495146,0.5185185185185185
