,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,IOWA-STATE_homegame,IOWA-STATE_homegame2,IOWA-STATE_home,IOWA-STATE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-15-16-iowa-state,75.9,22,4.5,2,111.6,71.4,25,0.568,59,0.49200000000000005,29,0.034,2,0.5,1,2,200,98.6,8.7,2,16,68,,4.3,3,0.45799999999999996,27,0.33299999999999996,9,46.6,27,0.5670000000000001,14.3,10,32,0.625,20,0.75,6,"December 15, 2018",56.7,17,15.6,5,98.6,91.3,21,0.515,67,0.44799999999999995,30,0.179,12,0.667,8,2,200,111.6,28.6,10,11,77,,5.8,4,0.34299999999999997,23,0.391,9,53.4,31,0.53,8.8,7,44,0.47700000000000004,21,0.818,9,"Wells Fargo Arena, Des Moines, Iowa",DRAKE,Drake,68.8,Home,IOWA-STATE,Iowa State,Iowa State,big-12,10,True,False,True,Home,True,9,21,67,31,58,9,20,59,1,0,83,212,602,0.5589700996677741,350,661,0.529500756429652,84,149,584,0.4708904109589041,0.8
11,2018-12-21-19-iowa-state,57.1,12,12.2,5,146.4,60.0,18,0.42,56,0.375,21,0.161,9,0.667,6,6,200,76.8,6.3,2,14,53,,2.9,2,0.41100000000000003,23,0.217,5,32.3,20,0.44,14.3,10,33,0.485,16,0.5,6,"December 21, 2018",71.8,28,21.2,7,76.8,93.8,30,0.654,68,0.574,39,0.25,17,0.706,12,2,200,146.4,40.0,12,13,101,,5.8,4,0.397,27,0.40700000000000003,11,67.7,42,0.664,6.2,5,41,0.6829999999999999,28,0.833,10,"James H. Hilton Coliseum , Ames, Iowa",EASTERN-ILLINOIS,Eastern Illinois,68.7,Home,IOWA-STATE,Iowa State,Iowa State,big-12,11,True,False,True,Home,True,11,28,68,42,62,5,16,56,1,0,92,233,669,0.554559043348281,381,719,0.5299026425591099,93,169,643,0.4797822706065319,0.8181818181818182
12,2019-01-02-21-oklahoma-state,75.0,15,15.6,5,92.6,80.6,25,0.455,55,0.364,20,0.455,25,0.76,19,2,200,101.5,23.1,9,15,69,,10.3,7,0.545,30,0.33299999999999996,10,48.6,34,0.516,13.2,10,25,0.4,10,0.846,11,"January 2, 2019",50.0,11,12.0,3,101.5,76.9,30,0.44799999999999995,58,0.379,22,0.24100000000000002,14,0.7859999999999999,11,7,200,92.6,19.4,6,21,63,,8.8,6,0.44799999999999995,26,0.308,8,51.4,36,0.48700000000000004,13.5,10,32,0.43799999999999994,14,0.462,6,"Gallagher-Iba Arena, Stillwater, Oklahoma",OKLAHOMA-STATE,Oklahoma State,68.3,Away,IOWA-STATE,Iowa State,Iowa State,big-12,12,False,False,False,Away,True,10,10,55,34,70,8,14,58,1,0,103,261,737,0.5637720488466758,423,781,0.5416133162612036,98,185,699,0.474964234620887,0.8333333333333334
13,2019-01-05-17-iowa-state,50.0,12,2.8,1,105.5,84.8,28,0.48200000000000004,56,0.429,24,0.196,11,0.545,6,2,200,82.2,34.5,10,10,60,5.0,8.2,6,0.35700000000000004,20,0.3,6,61.3,38,0.49,27.4,23,36,0.5,18,0.857,12,"January 5, 2019",64.3,18,11.1,4,82.2,65.5,19,0.5660000000000001,61,0.45899999999999996,28,0.16399999999999998,10,0.8,8,2,200,105.5,15.2,5,12,77,,17.8,13,0.41,25,0.52,13,38.7,24,0.586,14.4,11,36,0.41700000000000004,15,0.857,12,"James H. Hilton Coliseum , Ames, Iowa",KANSAS,Kansas,73.0,Home,IOWA-STATE,Iowa State,Iowa State,big-12,13,True,False,True,Home,True,13,15,61,24,62,6,18,56,1,0,113,271,792,0.5561868686868687,457,851,0.5370152761457109,106,199,757,0.47291941875825627,0.8461538461538461
14,2019-01-08-19-baylor,50.0,14,6.3,2,110.6,73.3,22,0.563,56,0.5,28,0.14300000000000002,8,0.875,7,3,200,106.1,16.7,4,17,70,20.0,9.1,6,0.321,18,0.389,7,48.1,26,0.585,14.4,10,38,0.5529999999999999,21,0.8,12,"January 8, 2019",50.0,12,7.9,3,106.1,83.3,20,0.509,55,0.436,24,0.364,20,0.85,17,5,200,110.6,26.7,8,14,73,,9.1,6,0.418,23,0.348,8,51.9,28,0.5660000000000001,13.6,10,32,0.5,16,0.643,9,"Ferrell Center, Waco, Texas",IOWA-STATE,Iowa State,66.2,Home,BAYLOR,Baylor,Iowa State,big-12,14,False,False,False,Away,False,7,21,56,26,54,8,16,55,0,1,126,286,853,0.5568581477139508,481,913,0.5268346111719606,112,217,813,0.4735547355473555,0.8571428571428571
15,2019-01-12-12-iowa-state,60.0,12,15.4,4,91.9,85.7,24,0.42,56,0.35700000000000004,20,0.25,14,0.7859999999999999,11,4,200,93.5,33.3,10,16,58,,4.8,3,0.39299999999999996,22,0.318,7,58.6,34,0.46299999999999997,12.6,9,34,0.382,13,0.75,12,"January 12, 2019",71.4,15,14.7,5,93.5,66.7,20,0.51,50,0.42,21,0.24,12,0.5,6,4,200,91.9,14.3,4,13,57,20.0,9.7,6,0.48,24,0.375,9,41.4,24,0.512,15.3,10,26,0.462,12,0.75,12,"James H. Hilton Coliseum , Ames, Iowa",IOWA-STATE,Iowa State,61.7,Away,KANSAS-STATE,Kansas State,Iowa State,big-12,15,False,True,True,Home,False,9,12,50,24,58,7,13,56,0,1,133,307,909,0.5572057205720572,507,967,0.5243019648397105,120,233,868,0.47580645161290325,0.8
16,2019-01-16-21-texas-tech,52.0,13,13.3,6,91.4,79.1,34,0.491,56,0.446,25,0.33899999999999997,19,0.684,13,4,200,97.1,13.8,4,16,68,,8.6,6,0.375,21,0.23800000000000002,5,52.8,38,0.523,11.1,8,35,0.5710000000000001,20,0.765,13,"January 16, 2019",23.1,6,14.3,5,97.1,86.2,25,0.46,63,0.413,26,0.23800000000000002,15,0.4,6,2,200,91.4,20.9,9,15,64,8.0,5.7,4,0.28600000000000003,18,0.33299999999999996,6,47.2,34,0.456,11.5,9,45,0.444,20,0.882,15,"United Supermarkets Arena, Lubbock, Texas",TEXAS-TECH,Texas Tech,69.6,Away,IOWA-STATE,Iowa State,Iowa State,big-12,16,False,False,False,Away,True,5,20,56,38,72,6,20,63,1,0,142,319,959,0.5547445255474452,531,1025,0.5180487804878049,127,246,924,0.4724025974025974,0.75
17,2019-01-19-18-iowa-state,60.9,14,10.0,3,114.3,75.8,25,0.48200000000000004,55,0.418,23,0.2,11,0.545,6,10,200,93.7,40.7,11,17,59,,6.3,4,0.491,27,0.259,7,60.0,36,0.49,20.0,15,28,0.5710000000000001,16,0.444,8,"January 19, 2019",65.2,15,17.9,5,93.7,59.3,16,0.509,55,0.418,23,0.364,20,0.8,16,4,200,114.3,24.2,8,15,72,,9.5,6,0.455,25,0.4,10,40.0,24,0.5579999999999999,8.6,6,30,0.433,13,0.778,14,"James H. Hilton Coliseum , Ames, Iowa",OKLAHOMA-STATE,Oklahoma State,63.4,Home,IOWA-STATE,Iowa State,Iowa State,big-12,17,True,False,True,Home,True,10,13,55,24,60,7,16,55,1,0,147,339,1015,0.551231527093596,569,1097,0.5186873290793071,133,266,987,0.4716312056737589,0.7647058823529411
18,2019-01-21-21-kansas,44.4,12,6.0,3,111.1,69.7,23,0.532,62,0.435,27,0.27399999999999997,17,0.588,10,5,200,105.6,33.3,12,18,76,24.0,9.7,7,0.484,30,0.4,12,50.7,35,0.542,16.8,14,32,0.469,15,0.737,14,"January 21, 2019",30.3,10,9.4,3,105.6,66.7,24,0.563,64,0.516,33,0.203,13,0.615,8,3,200,111.1,30.3,10,17,80,9.0,9.7,7,0.21899999999999997,14,0.429,6,49.3,34,0.57,13.6,11,50,0.54,27,0.8420000000000001,16,"Allen Fieldhouse, Lawrence, Kansas",IOWA-STATE,Iowa State,71.6,Home,KANSAS,Kansas,Iowa State,big-12,18,False,False,False,Away,False,12,15,62,35,69,6,27,64,0,1,157,352,1070,0.5490654205607477,593,1157,0.5125324114088159,140,282,1042,0.472168905950096,0.7777777777777778
19,2019-01-26-12-mississippi,68.4,26,6.7,3,101.4,68.3,28,0.764,55,0.691,38,0.073,4,0.75,3,5,200,120.8,18.8,3,14,87,24.0,1.4,1,0.273,15,0.5329999999999999,8,54.4,31,0.764,25.1,19,40,0.75,30,0.75,15,"January 26, 2019",40.0,10,0.0,0,120.8,81.3,13,0.42,69,0.36200000000000004,25,0.24600000000000002,17,0.882,15,5,200,101.4,31.7,13,11,73,20.0,11.1,8,0.348,24,0.33299999999999996,8,45.6,26,0.474,9.5,8,45,0.37799999999999995,17,0.737,14,"The Pavilion at Ole Miss, Oxford, Mississippi",MISSISSIPPI,Ole Miss,72.5,Away,IOWA-STATE,Iowa State,Iowa State,big-12,19,False,False,False,Away,True,8,30,55,31,57,8,17,69,1,0,169,367,1132,0.5481448763250883,628,1226,0.5122349102773246,146,309,1106,0.47739602169981915,0.7368421052631579
20,2019-01-30-19-iowa-state,73.1,19,2.6,1,122.4,80.0,20,0.484,62,0.419,26,0.21,13,0.615,8,12,200,89.5,22.2,8,24,68,,3.9,3,0.355,22,0.364,8,45.9,28,0.499,20.1,17,40,0.45,18,0.429,9,"January 30, 2019",46.7,14,10.0,4,89.5,77.8,28,0.5820000000000001,55,0.545,30,0.6,33,0.879,29,5,200,122.4,20.0,5,18,93,20.0,15.8,12,0.29100000000000004,16,0.25,4,54.1,33,0.6579999999999999,12.6,10,39,0.667,26,0.762,16,"James H. Hilton Coliseum , Ames, Iowa",WEST-VIRGINIA,West Virginia,76.4,Home,IOWA-STATE,Iowa State,Iowa State,big-12,20,True,False,True,Home,True,4,26,55,33,61,8,18,62,1,0,177,397,1187,0.5581297388374052,659,1283,0.5136399064692128,154,326,1175,0.47404255319148936,0.75
21,2019-02-02-14-iowa-state,31.8,7,0.0,0,101.6,73.3,22,0.446,56,0.39299999999999996,22,0.196,11,0.909,10,10,200,93.8,29.0,9,15,60,,9.4,6,0.41100000000000003,23,0.261,6,50.8,31,0.49,17.6,13,33,0.485,16,0.545,12,"February 2, 2019",52.2,12,9.1,3,93.8,71.0,22,0.5,54,0.426,23,0.259,14,0.7859999999999999,11,5,200,101.6,26.7,8,12,65,20.0,9.4,6,0.389,21,0.381,8,49.2,30,0.536,14.3,10,33,0.455,15,0.773,17,"James H. Hilton Coliseum , Ames, Iowa",TEXAS,Texas,63.9,Home,IOWA-STATE,Iowa State,Iowa State,big-12,21,True,False,True,Home,True,8,15,54,30,61,6,16,56,1,0,181,423,1242,0.5591787439613527,692,1344,0.5148809523809523,162,344,1237,0.47453516572352467,0.7619047619047619
22,2019-02-04-21-oklahoma,42.9,12,13.6,6,104.2,82.4,28,0.524,63,0.444,28,0.20600000000000002,13,0.6920000000000001,9,5,200,105.6,30.0,9,13,75,17.0,9.9,7,0.47600000000000003,30,0.33299999999999996,10,57.8,37,0.542,13.8,11,33,0.545,18,0.7829999999999999,18,"February 4, 2019",42.9,12,15.2,5,105.6,70.0,21,0.49200000000000005,65,0.431,28,0.185,12,0.833,10,8,200,104.2,17.6,6,13,74,,2.8,2,0.32299999999999995,21,0.381,8,42.2,27,0.523,9.1,7,44,0.455,20,0.652,15,"Lloyd Noble Center, Norman, Oklahoma",OKLAHOMA,Oklahoma,71.4,Away,IOWA-STATE,Iowa State,Iowa State,big-12,22,False,False,False,Away,True,10,18,63,37,64,8,20,65,1,0,189,438,1296,0.5567129629629629,722,1405,0.5138790035587188,168,360,1293,0.4733178654292343,0.7727272727272727
23,2019-02-09-14-iowa-state,57.6,19,18.4,7,107.8,67.7,21,0.597,62,0.532,33,0.419,26,0.6920000000000001,18,6,200,119.5,29.0,9,16,92,,13.0,10,0.29,18,0.444,8,48.4,30,0.619,12.0,10,44,0.568,25,0.7390000000000001,17,"February 9, 2019",53.6,15,15.9,7,119.5,71.0,22,0.508,62,0.452,28,0.387,24,0.833,20,6,200,107.8,32.3,10,20,83,17.0,6.5,5,0.387,24,0.292,7,51.6,32,0.565,17.1,15,38,0.5529999999999999,21,0.75,18,"James H. Hilton Coliseum , Ames, Iowa",IOWA-STATE,Iowa State,76.9,Away,TEXAS-CHRISTIAN,TCU,Iowa State,big-12,23,False,True,True,Home,False,7,21,62,32,62,8,25,62,0,1,199,456,1359,0.5551876379690949,759,1469,0.5166780122532335,176,380,1358,0.4742268041237113,0.782608695652174
24,2019-02-16-16-kansas-state,65.5,19,6.5,2,103.2,71.9,23,0.655,55,0.527,29,0.2,11,0.545,6,6,200,125.8,30.8,8,18,78,23.0,9.7,6,0.436,24,0.583,14,53.4,31,0.648,14.3,10,31,0.484,15,0.76,19,"February 16, 2019",38.1,8,6.5,2,125.8,69.2,18,0.47,50,0.42,21,0.48,24,0.708,17,6,200,103.2,28.1,9,13,64,18.0,8.1,5,0.38,19,0.263,5,46.6,27,0.521,12.9,9,31,0.516,16,0.76,19,"Bramlage Coliseum, Manhattan, Kansas",KANSAS-STATE,Kansas State,61.8,Away,IOWA-STATE,Iowa State,Iowa State,big-12,24,False,False,False,Away,True,14,15,55,31,58,5,16,50,1,0,206,477,1421,0.5531315974665728,791,1531,0.5166557805355977,184,405,1420,0.4795774647887324,0.75
25,2019-02-19-21-iowa-state,55.2,16,8.1,3,109.5,80.6,25,0.507,67,0.433,29,0.10400000000000001,7,0.7140000000000001,5,9,200,115.9,48.6,18,14,73,,4.8,3,0.418,28,0.35700000000000004,10,63.2,43,0.519,11.4,9,39,0.48700000000000004,19,0.654,17,"February 19, 2019",50.0,13,15.4,6,115.9,51.4,19,0.5,60,0.433,26,0.183,11,0.818,9,7,200,109.5,19.4,6,13,69,19.0,6.3,4,0.38299999999999995,23,0.348,8,36.8,25,0.529,7.2,5,37,0.486,18,0.731,19,"James H. Hilton Coliseum , Ames, Iowa",IOWA-STATE,Iowa State,62.8,Away,BAYLOR,Baylor,Iowa State,big-12,25,False,True,True,Home,False,8,18,60,25,68,10,19,67,0,1,220,492,1476,0.556910569105691,822,1589,0.5173064820641913,189,421,1470,0.4792517006802721,0.76
26,2019-02-23-14-texas-christian,54.8,17,13.2,5,102.7,60.5,23,0.46399999999999997,69,0.449,31,0.159,11,0.727,8,8,200,98.6,34.3,12,15,72,19.0,17.8,13,0.29,20,0.1,2,47.9,35,0.485,13.0,11,49,0.5920000000000001,29,0.7040000000000001,19,"February 23, 2019",69.2,18,4.1,2,98.6,65.7,23,0.508,60,0.433,26,0.4,24,0.583,14,9,200,102.7,39.5,15,10,75,,12.3,9,0.36700000000000005,22,0.409,9,52.1,38,0.525,18.5,16,38,0.447,17,0.667,18,"Ed & Rae Schollmaier Arena, Fort Worth, Texas",IOWA-STATE,Iowa State,72.8,Home,TEXAS-CHRISTIAN,TCU,Iowa State,big-12,26,False,False,False,Away,False,2,29,69,35,73,9,17,60,0,1,228,510,1536,0.5546875,847,1657,0.5111647555823778,199,440,1537,0.4804814573845153,0.7307692307692307
