,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,PROVIDENCE_homegame,PROVIDENCE_homegame2,PROVIDENCE_home,PROVIDENCE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-16-14-providence,20.8,5,8.3,3,131.8,46.7,14,0.466,58,0.414,24,0.259,15,0.6,9,6,200,95.5,31.4,11,19,63,,12.1,8,0.259,15,0.4,6,38.5,25,0.484,16.8,13,43,0.419,18,0.455,5,"December 16, 2018",86.7,26,18.6,8,95.5,68.6,24,0.602,59,0.508,30,0.39,23,0.696,16,3,200,131.8,53.3,16,15,87,,15.2,10,0.39,23,0.478,11,61.5,40,0.622,13.7,11,36,0.528,19,0.727,8,"Dunkin' Donuts Center, Providence, Rhode Island",CENTRAL-CONNECTICUT-STATE,Central Connecticut,66.0,Home,PROVIDENCE,Providence,Providence,big-east,10,True,False,True,Home,True,11,19,59,40,65,6,18,58,1,0,72,186,578,0.5086505190311419,329,637,0.5164835164835165,75,174,572,0.5008741258741258,0.7
11,2018-12-18-19-providence,33.3,5,5.1,2,100.0,68.8,22,0.36,50,0.3,15,0.26,13,0.5379999999999999,7,9,200,58.9,14.7,5,27,43,,8.2,6,0.5,25,0.24,6,40.9,27,0.38299999999999995,28.3,22,25,0.36,9,0.25,3,"December 18, 2018",50.0,12,16.0,4,58.9,85.3,29,0.474,57,0.42100000000000004,24,0.42100000000000004,24,0.792,19,3,200,100.0,31.3,10,17,73,,12.3,9,0.316,18,0.33299999999999996,6,59.1,39,0.534,17.2,14,39,0.462,18,0.75,9,"Dunkin' Donuts Center, Providence, Rhode Island",ALBANY-NY,Albany (NY),72.8,Home,PROVIDENCE,Providence,Providence,big-east,11,True,False,True,Home,True,6,18,57,39,66,6,9,50,1,0,83,205,637,0.5172684458398744,369,702,0.5256410256410257,81,192,630,0.4976190476190476,0.7272727272727273
12,2018-12-21-21-texas,57.7,15,5.4,2,87.8,82.1,32,0.5,57,0.456,26,0.386,22,0.636,14,3,200,95.9,18.5,5,23,71,,8.1,6,0.228,13,0.385,5,56.1,37,0.526,14.2,11,44,0.47700000000000004,21,0.769,10,"December 21, 2018",34.8,8,6.8,3,95.9,81.5,22,0.426,61,0.377,23,0.377,23,0.565,13,4,200,87.8,17.9,7,20,65,,9.5,7,0.39299999999999996,24,0.25,6,43.9,29,0.452,11.2,9,37,0.45899999999999996,17,0.636,7,"Frank Erwin Center, Austin, Texas",TEXAS,Texas,73.7,Away,PROVIDENCE,Providence,Providence,big-east,12,False,False,False,Away,True,5,21,57,37,66,6,17,61,1,0,89,223,694,0.5136887608069164,408,768,0.53125,87,201,680,0.4875,0.75
13,2018-12-31-16-providence,56.0,14,7.9,3,98.6,73.7,28,0.563,56,0.446,25,0.33899999999999997,19,0.8420000000000001,16,4,200,114.5,23.3,7,18,79,,5.8,4,0.518,29,0.44799999999999995,13,51.5,35,0.607,14.6,11,27,0.444,12,0.7140000000000001,10,"December 31, 2018",50.0,12,22.2,6,114.5,76.7,23,0.466,59,0.40700000000000003,24,0.33899999999999997,20,0.65,13,4,200,98.6,26.3,10,17,68,,5.8,4,0.35600000000000004,21,0.33299999999999996,7,48.5,33,0.496,12.9,10,38,0.447,17,0.7140000000000001,10,"Dunkin' Donuts Center, Providence, Rhode Island",PROVIDENCE,Providence,68.8,Away,CREIGHTON,Creighton,Providence,big-east,13,False,True,True,Home,False,7,17,59,33,68,13,12,56,0,1,94,244,751,0.5126498002663116,445,834,0.5335731414868106,93,218,741,0.4824561403508772,0.7692307692307693
14,2019-01-05-14-providence,34.8,8,6.1,2,89.4,64.3,27,0.52,51,0.451,23,0.294,15,0.8,12,4,200,98.5,21.4,6,25,65,,12.1,8,0.431,22,0.318,7,47.1,33,0.5589999999999999,18.4,13,29,0.552,16,0.733,11,"January 5, 2019",55.0,11,10.3,3,98.5,78.6,22,0.397,58,0.345,20,0.431,25,0.52,13,5,200,89.4,35.7,15,16,59,,9.1,6,0.431,25,0.24,6,52.9,37,0.42200000000000004,14.8,12,33,0.424,14,0.667,10,"Dunkin' Donuts Center, Providence, Rhode Island",PROVIDENCE,Providence,66.0,Away,VILLANOVA,Villanova,Providence,big-east,14,False,True,True,Home,False,6,14,58,37,70,7,16,51,0,1,101,261,810,0.5092592592592593,478,902,0.5299334811529933,106,230,797,0.4880803011292346,0.7142857142857143
15,2019-01-12-12-georgetown,78.8,26,8.7,4,105.5,69.0,29,0.474,78,0.423,33,0.26899999999999996,21,0.762,16,6,250,98.9,25.6,11,22,90,,11.0,10,0.308,24,0.33299999999999996,8,47.1,40,0.512,13.0,13,54,0.46299999999999997,25,0.625,10,"January 12, 2019",61.8,21,14.8,8,98.9,74.4,32,0.513,75,0.45299999999999996,34,0.373,28,0.679,19,5,250,105.5,31.0,13,21,96,,5.5,5,0.387,29,0.31,9,52.9,45,0.544,16.3,17,46,0.5429999999999999,25,0.706,12,"Capital One Arena, Washington, District of Columbia",PROVIDENCE,Providence,72.9,Home,GEORGETOWN,Georgetown,Providence,big-east,15,False,False,False,Away,False,8,25,78,40,85,9,25,75,0,1,107,275,868,0.5017281105990783,515,972,0.529835390946502,113,246,848,0.48997641509433965,0.6666666666666666
16,2019-01-15-18-providence,43.5,10,5.3,2,97.3,76.9,30,0.46399999999999997,55,0.418,23,0.218,12,1.0,12,6,200,85.1,23.3,7,22,63,,9.5,7,0.29100000000000004,16,0.313,5,53.6,37,0.519,25.8,21,39,0.462,18,0.667,12,"January 15, 2019",58.3,14,12.8,5,85.1,76.7,23,0.474,58,0.414,24,0.44799999999999995,26,0.654,17,6,200,97.3,23.1,9,12,72,,12.2,9,0.345,20,0.35,7,46.4,32,0.512,13.7,11,38,0.447,17,0.647,11,"Dunkin' Donuts Center, Providence, Rhode Island",SETON-HALL,Seton Hall,73.5,Home,PROVIDENCE,Providence,Providence,big-east,16,True,False,True,Home,True,7,17,58,32,69,5,18,55,1,0,115,300,946,0.49947145877378435,555,1057,0.5250709555345316,122,271,923,0.49187432286023836,0.625
17,2019-01-20-12-marquette,73.1,19,6.3,2,112.9,89.7,26,0.444,63,0.413,26,0.365,23,0.522,12,7,200,97.1,31.6,12,24,68,,8.6,6,0.302,19,0.21100000000000002,4,56.7,38,0.46,12.0,10,44,0.5,22,0.611,11,"January 20, 2019",69.6,16,13.6,6,97.1,68.4,26,0.519,54,0.426,23,0.46299999999999997,25,0.92,23,3,200,112.9,10.3,3,18,79,15.0,7.1,5,0.40700000000000003,22,0.455,10,43.3,29,0.6,8.5,6,32,0.406,13,0.8420000000000001,16,"Fiserv Forum, Milwaukee, Wisconsin",PROVIDENCE,Providence,70.4,Home,MARQUETTE,Marquette,Providence,big-east,17,False,False,False,Away,False,4,22,63,38,67,10,13,54,0,1,122,317,1004,0.49800796812749004,587,1126,0.5213143872113677,127,289,978,0.49028629856850714,0.6470588235294118
18,2019-01-23-18-xavier,64.0,16,14.3,5,96.9,66.7,14,0.45899999999999996,61,0.41,25,0.16399999999999998,10,0.8,8,7,200,100.0,37.1,13,12,64,,17.2,11,0.361,22,0.273,6,48.2,27,0.48700000000000004,13.3,10,39,0.48700000000000004,19,0.632,12,"January 23, 2019",56.0,14,7.7,3,100.0,62.9,22,0.5379999999999999,52,0.48100000000000004,25,0.115,6,1.0,6,9,200,96.9,33.3,7,14,62,,7.8,5,0.327,17,0.353,6,51.8,29,0.565,24.8,18,35,0.5429999999999999,19,0.55,11,"Cintas Center, Cincinnati, Ohio",XAVIER,Xavier,64.3,Away,PROVIDENCE,Providence,Providence,big-east,18,False,False,False,Away,True,6,19,61,27,56,6,19,52,1,0,126,339,1067,0.4948453608247423,625,1193,0.5238893545683152,137,302,1032,0.49176356589147285,0.6111111111111112
19,2019-01-27-12-providence,56.5,13,11.1,4,98.6,62.9,22,0.47200000000000003,54,0.426,23,0.37,20,0.8,16,8,200,94.4,30.0,9,21,67,,9.9,7,0.35200000000000004,19,0.263,5,47.7,31,0.528,21.3,17,35,0.514,18,0.579,11,"January 27, 2019",63.6,14,8.6,3,94.4,70.0,21,0.42100000000000004,57,0.386,22,0.456,26,0.846,22,7,200,98.6,37.1,13,19,70,,16.9,12,0.368,21,0.19,4,52.3,34,0.505,18.0,15,36,0.5,18,0.65,13,"Dunkin' Donuts Center, Providence, Rhode Island",DEPAUL,DePaul,71.4,Home,PROVIDENCE,Providence,Providence,big-east,19,True,False,True,Home,True,4,18,57,34,65,5,18,54,1,0,132,358,1128,0.4929078014184397,652,1249,0.522017614091273,143,321,1084,0.49400369003690037,0.631578947368421
20,2019-01-30-19-seton-hall,57.1,12,2.6,1,92.9,73.3,22,0.445,55,0.382,21,0.309,17,0.8240000000000001,14,8,200,90.0,17.1,6,18,63,,14.3,10,0.4,22,0.318,7,43.1,28,0.499,17.2,13,33,0.424,14,0.619,13,"January 30, 2019",32.0,8,15.2,5,90.0,82.9,29,0.51,52,0.48100000000000004,25,0.28800000000000003,15,0.8,12,8,200,92.9,26.7,8,18,65,,10.0,7,0.26899999999999996,14,0.214,3,56.9,37,0.55,24.5,19,38,0.579,22,0.619,13,"Prudential Center, Newark, New Jersey",PROVIDENCE,Providence,70.1,Home,SETON-HALL,Seton Hall,Providence,big-east,20,False,False,False,Away,False,7,14,55,28,65,3,22,52,0,1,136,376,1185,0.48945147679324896,686,1314,0.5220700152207002,148,339,1138,0.4929701230228471,0.65
21,2019-02-02-14-depaul,87.5,14,9.5,4,91.8,61.3,19,0.348,56,0.28600000000000003,16,0.321,18,0.889,16,9,200,75.3,25.7,9,20,55,,17.8,13,0.518,29,0.24100000000000002,7,42.4,28,0.426,20.0,16,27,0.33299999999999996,9,0.591,13,"February 2, 2019",47.8,11,7.4,2,75.3,74.3,26,0.439,57,0.40399999999999997,23,0.316,18,0.9440000000000001,17,9,200,91.8,38.7,12,14,67,,13.7,10,0.263,15,0.267,4,57.6,38,0.511,24.4,21,42,0.452,19,0.5710000000000001,12,"Wintrust Arena, Chicago, Illinois",PROVIDENCE,Providence,73.1,Home,DEPAUL,DePaul,Providence,big-east,21,False,False,False,Away,False,7,9,56,28,66,4,19,57,0,1,143,390,1240,0.4875,714,1379,0.5177664974619289,151,361,1190,0.49369747899159666,0.6190476190476191
22,2019-02-06-19-providence,57.7,15,8.9,4,91.8,70.5,31,0.5,59,0.441,26,0.39,23,0.7390000000000001,17,8,200,104.1,41.9,13,20,76,,9.6,7,0.305,18,0.389,7,58.7,44,0.5429999999999999,18.8,16,41,0.46299999999999997,19,0.652,15,"February 6, 2019",36.0,9,12.2,5,104.1,58.1,18,0.40299999999999997,67,0.373,25,0.284,19,0.684,13,10,200,91.8,29.5,13,21,67,,12.3,9,0.32799999999999996,22,0.182,4,41.3,31,0.441,12.7,11,45,0.467,21,0.565,13,"Dunkin' Donuts Center, Providence, Rhode Island",PROVIDENCE,Providence,73.5,Away,GEORGETOWN,Georgetown,Providence,big-east,22,False,True,True,Home,False,4,21,67,31,75,7,19,59,0,1,150,399,1296,0.48148148148148145,742,1445,0.5134948096885813,155,380,1247,0.4911788291900561,0.5909090909090909
23,2019-02-09-12-st-johns-ny,66.7,14,9.5,4,87.5,79.4,27,0.462,53,0.396,21,0.528,28,0.75,21,10,200,109.4,50.0,16,19,70,,6.3,4,0.321,17,0.41200000000000003,7,65.2,43,0.528,17.7,14,36,0.389,14,0.583,14,"February 9, 2019",55.0,11,16.7,6,109.4,50.0,16,0.389,54,0.37,20,0.315,17,0.8240000000000001,14,7,200,87.5,20.6,7,20,56,,12.5,8,0.222,12,0.16699999999999998,2,34.8,23,0.451,12.8,9,42,0.429,18,0.708,17,"Madison Square Garden (IV), New York, New York",ST-JOHNS-NY,St. John's (NY),64.2,Away,PROVIDENCE,Providence,Providence,big-east,23,False,False,False,Away,True,7,14,53,43,66,2,18,54,1,0,154,420,1363,0.4776228906823184,773,1520,0.5085526315789474,162,399,1306,0.49157733537519144,0.5652173913043478
24,2019-02-13-18-villanova,70.8,17,0.0,0,125.0,70.4,19,0.474,57,0.42100000000000004,24,0.281,16,0.813,13,11,200,98.5,40.7,11,23,67,,8.8,6,0.368,21,0.28600000000000003,6,55.6,30,0.519,17.9,14,36,0.5,18,0.56,14,"February 13, 2019",67.9,19,13.9,5,98.5,59.3,16,0.611,54,0.519,28,0.48100000000000004,26,0.731,19,5,200,125.0,29.6,8,20,85,13.0,7.4,5,0.426,23,0.435,10,44.4,24,0.6409999999999999,14.4,11,31,0.581,18,0.8,20,"Finneran Pavilion, Villanova, Pennsylvania",PROVIDENCE,Providence,68.5,Home,VILLANOVA,Villanova,Providence,big-east,24,False,False,False,Away,False,6,18,57,30,54,10,18,54,0,1,161,434,1416,0.4770480225988701,816,1586,0.5145018915510718,164,417,1360,0.4875,0.5833333333333334
25,2019-02-16-14-providence,62.1,18,7.9,3,88.4,80.6,29,0.6729999999999999,49,0.5920000000000001,29,0.306,15,0.6,9,13,200,108.7,26.3,5,15,75,,8.7,6,0.28600000000000003,14,0.5710000000000001,8,61.8,34,0.6679999999999999,23.4,17,35,0.6,21,0.5,13,"February 16, 2019",45.0,9,11.4,4,108.7,73.7,14,0.41100000000000003,56,0.35700000000000004,20,0.39299999999999996,22,0.682,15,12,200,88.4,19.4,7,15,61,,15.9,11,0.321,18,0.33299999999999996,6,38.2,21,0.45899999999999996,13.2,10,38,0.368,14,0.5379999999999999,14,"Dunkin' Donuts Center, Providence, Rhode Island",PROVIDENCE,Providence,68.8,Away,XAVIER,Xavier,Providence,big-east,25,False,True,True,Home,False,6,14,56,21,55,8,21,49,0,1,167,452,1473,0.47691785471826204,846,1640,0.5158536585365854,174,435,1414,0.49222065063649223,0.56
26,2019-02-20-20-providence,59.1,13,11.8,4,104.0,73.5,25,0.402,61,0.361,22,0.295,18,0.556,10,8,200,78.7,15.4,6,23,59,,13.3,10,0.27899999999999997,17,0.294,5,42.5,31,0.424,14.8,12,44,0.386,17,0.7040000000000001,19,"February 20, 2019",68.2,15,6.8,3,78.7,84.6,33,0.5,51,0.431,22,0.725,37,0.73,27,12,200,104.0,26.5,9,13,78,,12.0,9,0.33299999999999996,17,0.41200000000000003,7,57.5,42,0.569,18.2,15,34,0.441,15,0.556,15,"Dunkin' Donuts Center, Providence, Rhode Island",ST-JOHNS-NY,St. John's (NY),75.1,Home,PROVIDENCE,Providence,Providence,big-east,26,True,False,True,Home,True,7,15,51,42,73,5,17,61,1,0,173,466,1529,0.47449313276651406,867,1695,0.511504424778761,182,456,1463,0.49829118250170884,0.5384615384615384
